delta,AvgDiscRet,MinVanillaIw,MinNormIw,AvgVanillaIw,ESSClassic,VarNormIw,renyi2,VarDiscRet,BatchSize,SamplesThisIter,AvgNormIw,VanillaAvgRet,Bound,VarRet,ESSRenyi,J,VarVanillaIw,IterType,VarJ,MaxNormIw,AvgRet,EpsThisIter,MaxVanillaIw,AvgEpLen
0.8,48.57271445817556,,,4.3537833e+22,1.9999999327036109,3.255711e-07,nan,3615.0666183933386,100,50000,6.511434e-07,48.57271445817556,685.1365,3615.0666183933386,nan,46242.77,inf,1,24420.973,0.5,48.57271445817556,8532,3.3431833e+28,5.860290670417252
0.8,50.98994207425787,,,1198708.4,1.9999317580454599,3.3455638e-07,nan,4771.576795794907,100,50000,6.7800283e-07,50.98994207425787,691.60046,4771.576795794907,nan,43520.816,1.0457631e+18,1,50801.133,0.4967029,50.98994207425787,8194,878170200000.0,6.102025872589699
0.8,52.90871660356336,,,397623870.0,2.000000034585639,3.4966882e-07,nan,5630.520529067895,100,50000,6.993398e-07,52.90871660356336,885.9745,5630.520529067895,nan,63045.31,1.1303821e+23,1,68312.36,0.49999964,52.90871660356336,7944,284284960000000.0,6.294058408862035
0.8,51.88423376554649,,,15590059000.0,1.352010834902182,9.3646435e-08,nan,12887.551335697373,100,50000,6.879093e-07,51.88423376554649,3231.683,12887.551335697373,nan,273475.9,4.809762e+25,1,82275.03,0.2145068,51.88423376554649,8076,4861358600000000.0,6.191183754333829
0.8,48.46102558131284,,,7.4926165e+18,1.9999986697706256,3.2446016e-07,nan,4547.031509590906,100,50000,6.4992463e-07,48.46102558131284,696.9435,4547.031509590906,nan,64692.305,inf,1,37460.918,0.49961388,48.46102558131284,8548,5.759768e+24,5.84932147870847
0.8,60.24816499564211,,,31.189592,1.491058135889774,1.1358887e-07,nan,8401.30851652888,100,50000,7.8093285e-07,60.24816499564211,506.1076,8401.30851652888,nan,38672.438,181187220.0,1,35414.92,0.22292422,60.24816499564211,7114,8903347.0,7.028394714647175
0.8,52.89359758851271,,,10380219000.0,1.8699311165779844,2.0756981e-07,nan,13322.23777863375,100,50000,6.991638e-07,52.89359758851271,3076.6084,13322.23777863375,nan,147364.47,4.575298e+25,1,92132.984,0.37254286,52.89359758851271,7946,5531002500000000.0,6.292474200855777
0.8,71.8444400832525,,,4.3647457e+23,1.9999998857153785,4.538118e-07,nan,13522.755015111727,100,50000,9.0985185e-07,71.8444400832525,1531.7412,13522.755015111727,nan,144981.12,inf,1,23711.457,0.49938753,71.8444400832525,6106,2.3956643e+29,8.188666885031116
0.8,124.63483577420585,,,22725008000000.0,1.9998137882339946,7.3345035e-07,nan,44427.331219520966,100,50000,1.4966477e-06,124.63483577420585,3231.811,44427.331219520966,nan,431248.44,1.6909841e+32,1,54046.47,0.49498346,124.63483577420585,3712,7.5157997e+18,13.469827586206897
0.8,136.64282069870612,,,667631.2,1.999957393648869,7.3539087e-07,nan,56219.98205205975,100,50000,1.6301512e-06,136.64282069870612,2527.9575,56219.98205205975,nan,147481.67,1.23348995e+17,1,108640.9,0.4743809,136.64282069870612,3408,194283490000.0,14.671361502347418
0.8,166.22773039082023,,,7449320400.0,1.4319470576973246,5.1479407e-07,nan,79000.33379062156,100,50000,1.9589406e-06,166.22773039082023,3231.6538,79000.33379062156,nan,161490.67,7.444318e+24,1,117148.07,0.30671915,166.22773039082023,2836,1166369900000000.0,17.63046544428773
0.8,181.06544179210573,,,24974598000.0,1.9999977983951132,1.0448157e-06,nan,122386.69032432308,100,50000,2.1236833e-06,181.06544179210573,3798.5544,122386.69032432308,nan,506385.62,1.4449647e+26,1,133850.9,0.49596354,181.06544179210573,2616,5832550600000000.0,19.1131498470948
0.8,490.9355901557184,,,1713.7911,1.9998405228698288,1.5725129e-06,nan,500642.6152149283,100,50000,5.5666887e-06,490.9355901557184,4014.6167,500642.6152149283,nan,349409.28,149044540000.0,1,91440.09,0.37217623,490.9355901557184,998,114580200.0,50.100200400801604
0.8,873.4215900880204,,,77.571915,2.110261827222981,4.2157367e-07,nan,1350981.351370709,100,50000,9.815471e-06,873.4215900880204,nan,1350981.351370709,nan,nan,26330572.0,1,nan,0.114458114,873.4215900880204,566,904565.5,88.33922261484099
0.8,576.7527692561384,,,21975354.0,2.0000001454253336,3.2579185e-06,nan,753193.1269749872,100,50000,6.520606e-06,576.7527692561384,4111.4424,753193.1269749872,nan,575241.25,3.700294e+19,1,59939.758,0.4998188,576.7527692561384,852,1684459500000.0,58.68544600938967
0.8,1006.1187373055437,,,1346.0106,1.999379949856659,1.8643491e-06,nan,947609.1289978394,100,50000,1.12917805e-05,1006.1187373055437,4091.0474,947609.1289978394,nan,656856.56,26491068000.0,1,49685.06,0.26619148,1006.1187373055437,492,31730744.0,101.6260162601626
0.8,1027.8748966678834,,,6.6067696,1.9755599668841464,1.7737513e-07,nan,2447177.202879009,100,50000,1.152605e-05,1027.8748966678834,4487.172,2447177.202879009,nan,715461.75,58278.734,1,35810.34,0.06409588,1027.8748966678834,482,36739.97,103.7344398340249
0.8,1739.488497627621,,,6.4564557,2.4433422706123853,1.5402819e-07,nan,3493000.87329408,100,50000,1.9425022e-05,1739.488497627621,4218.6855,3493000.87329408,nan,627246.06,17016.318,1,56471.914,0.036000844,1739.488497627621,286,11965.9,174.82517482517483
0.8,2624.1130813791333,,,1.8110287,2.67534764955713,1.4443208e-08,nan,4174845.0951960976,100,50000,2.9239765e-05,2624.1130813791333,4646.243,4174845.0951960976,nan,860435.4,55.407253,1,17865.998,0.005600519,2624.1130813791333,190,346.88037,263.1578947368421
0.8,3672.131359589977,,,0.81313235,4.348206707716552,7.484225e-09,nan,3535672.1779815243,100,50000,4.0849674e-05,3672.131359589977,4720.413,3535672.1779815243,nan,882450.0,2.9654608,1,7842.165,0.0027536345,3672.131359589977,136,54.812416,367.6470588235294
0.8,3566.8317467059783,,,0.7652832,3.4416618270679855,6.445108e-09,nan,3876202.389479487,100,50000,3.9682538e-05,3566.8317467059783,4713.9473,3876202.389479487,nan,878716.06,2.397042,1,9577.106,0.0021752624,3566.8317467059783,140,41.950233,357.14285714285717
0.8,3567.270894828422,,,0.73717755,2.850108970841238,6.573229e-09,nan,4215589.674224595,100,50000,3.9682545e-05,3567.270894828422,4725.74,4215589.674224595,nan,884806.44,2.268423,1,7581.0884,0.0015688196,3567.270894828422,140,29.143766,357.14285714285717
0.8,3842.940022012865,,,0.68789214,2.383500849197007,5.2408735e-09,nan,4157199.761652339,100,50000,4.2735042e-05,3842.940022012865,4736.413,4157199.761652339,nan,888473.1,1.357926,1,5619.875,0.0010196272,3842.940022012865,130,16.41261,384.61538461538464
0.8,4095.765472801633,,,0.6821413,3.871356109143773,4.519375e-09,nan,3441758.966637382,100,50000,4.553734e-05,4095.765472801633,4742.4946,3441758.966637382,nan,889223.2,1.0141257,1,4893.5176,0.0008860104,4095.765472801633,122,13.27228,409.8360655737705
0.8,4095.567862191936,,,0.65703994,1.919931599230139,3.7299386e-09,nan,3391280.9666879876,100,50000,4.553734e-05,4095.567862191936,4739.1074,3391280.9666879876,nan,888460.0,0.7765151,1,4928.148,0.000660393,4095.567862191936,122,9.528544,409.8360655737705
0.8,4462.00072632168,5.4299236e-30,3.5027376e-34,0.7689456,1.3557556060088118,2.44493e-09,nan,2056771.3008033885,100,50000,4.9603175e-05,4462.00072632168,4737.1396,2056771.3008033885,nan,889002.56,0.58754164,1,4381.01,0.0004307498,4462.00072632168,112,6.6774583,446.42857142857144
0.8,4462.384612444231,7.9762215e-24,4.918499e-28,0.8044037,1.3482170114833139,2.5404512e-09,nan,2125205.686435836,100,50000,4.9603168e-05,4462.384612444231,4742.9727,2125205.686435836,nan,891919.0,0.6680978,1,3526.8132,0.00036624938,4462.384612444231,112,5.9393854,446.42857142857144
0.8,4543.910328228319,8.5913077e-19,5.210387e-23,0.8327681,1.472788613229447,2.1250564e-09,nan,2057179.732831006,100,50000,5.0505052e-05,4543.910328228319,4746.506,2057179.732831006,nan,893857.0,0.5777621,1,2965.2004,0.00037954506,4543.910328228319,110,6.258246,454.54545454545456
0.8,4462.387845276593,3.1471981e-27,2.0153963e-31,0.7745921,1.4553688939643503,2.480167e-09,nan,2280568.1173936925,100,50000,4.9603175e-05,4462.387845276593,4743.466,2280568.1173936925,nan,891848.5,0.6047948,1,3507.7502,0.0004110861,4462.387845276593,112,6.4194293,446.42857142857144
0.8,4462.387552391104,,,0.75183356,1.6558815749434501,2.6672637e-09,nan,2087238.3654232703,100,50000,4.9603175e-05,4462.387552391104,4743.4136,2087238.3654232703,nan,891274.0,0.61276007,1,3735.3635,0.00045428798,4462.387552391104,112,6.885627,446.42857142857144
0.8,4806.394639096262,5.630194e-07,3.3528194e-11,0.8970308,1.2366106315615029,9.077133e-10,nan,707346.8835238112,100,50000,5.3418797e-05,4806.394639096262,4743.8853,707346.8835238112,nan,894404.9,0.25596175,1,2602.347,0.00018694646,4806.394639096262,104,3.1392827,480.7692307692308
0.8,4384.133795477849,,,0.7671423,1.7199889750962627,2.767974e-09,nan,2645888.248535799,100,50000,4.8732945e-05,4384.133795477849,4745.512,2645888.248535799,nan,892982.5,0.6859123,1,3244.796,0.00042430375,4384.133795477849,114,6.679288,438.5964912280702
0.8,4462.402546962315,2.5136788e-26,1.7017769e-30,0.7326839,1.5196204905253632,2.5664133e-09,nan,2081355.4011148193,100,50000,4.9603175e-05,4462.402546962315,4743.8906,2081355.4011148193,nan,891341.25,0.5599392,1,3753.216,0.00044277243,4462.402546962315,112,6.5401506,446.42857142857144
0.8,4384.108851583709,3.5743364e-25,2.4084773e-29,0.72322845,1.9782277979303753,2.9733385e-09,nan,2495766.116385069,100,50000,4.873294e-05,4384.108851583709,4745.688,2495766.116385069,nan,892146.3,0.6548625,1,3684.1353,0.00044536032,4384.108851583709,114,6.609436,438.5964912280702
0.8,4543.900087168449,8.5249224e-15,5.1506774e-19,0.83591264,1.7153380373559388,2.1955748e-09,nan,1989123.1487257516,100,50000,5.050505e-05,4543.900087168449,4746.0474,1989123.1487257516,nan,893179.8,0.60145116,1,3292.9016,0.00037544197,4543.900087168449,110,6.2139664,454.54545454545456
0.8,4384.124932168177,1.1103339e-21,7.2290264e-26,0.7485079,1.6354146883546756,2.7252978e-09,nan,2597975.7505023824,100,50000,4.873295e-05,4384.124932168177,4745.696,2597975.7505023824,nan,890702.8,0.6429267,1,4574.54,0.00041903215,4384.124932168177,114,6.436075,438.5964912280702
0.8,4715.748634580585,2.1097728e-11,1.2331249e-15,0.8967064,1.123105700197505,1.2441725e-09,nan,1254460.1921983853,100,50000,5.2410902e-05,4715.748634580585,4746.2583,1254460.1921983853,nan,894583.25,0.3641983,1,2806.4456,0.00023237098,4715.748634580585,106,3.9756718,471.6981132075472
0.8,4543.854091388246,5.676611e-31,3.472536e-35,0.8256142,1.8959541905518995,2.1158808e-09,nan,1862042.4767134641,100,50000,5.050505e-05,4543.854091388246,4745.9536,1862042.4767134641,nan,892226.0,0.5654261,1,3689.7898,0.00041828598,4543.854091388246,110,6.8377886,454.54545454545456
0.8,4715.553285968012,5.086223e-11,3.1170527e-15,0.85521024,1.222253635818926,1.3982886e-09,nan,1001535.8842423686,100,50000,5.2410902e-05,4715.553285968012,4743.8477,1001535.8842423686,nan,893655.3,0.3723054,1,2830.541,0.00023841084,4715.553285968012,106,3.8902476,471.6981132075472
0.8,4383.891734121782,6.8307466e-27,4.359914e-31,0.7635067,1.9336420303705353,2.9872438e-09,nan,2402305.9329060344,100,50000,4.8732945e-05,4383.891734121782,4742.662,2402305.9329060344,nan,890605.44,0.73324835,1,4203.602,0.00049627305,4383.891734121782,114,7.775188,438.5964912280702
0.8,3903.326323660021,,,0.6758696,3.668302170879932,4.9280633e-09,nan,3890678.6653611264,100,50000,4.340278e-05,3903.326323660021,4741.8354,3890678.6653611264,nan,886245.4,1.1949977,1,6825.0977,0.0016041582,3903.326323660021,128,24.980007,390.625
0.8,4384.0706161393255,1.1784024e-34,7.538226e-39,0.7618108,2.3076404789192013,3.0810736e-09,nan,2497295.7605179986,100,50000,4.873294e-05,4384.0706161393255,4745.2637,2497295.7605179986,nan,890762.25,0.75292385,1,4425.0938,0.0004910584,4384.0706161393255,114,7.6764007,438.5964912280702
0.8,4308.310147813258,2.5648575e-21,1.7245058e-25,0.7123084,2.5496881229844504,3.1174263e-09,nan,2692523.1707623755,100,50000,4.789272e-05,4308.310147813258,4745.115,2692523.1707623755,nan,892052.06,0.6895938,1,3811.5798,0.0005173674,4308.310147813258,116,7.694805,431.0344827586207
0.8,4384.072338692784,3.7510775e-25,2.4488902e-29,0.74646485,2.5379428010979614,2.8343905e-09,nan,2636926.6849510795,100,50000,4.8732945e-05,4384.072338692784,4745.63,2636926.6849510795,nan,891232.94,0.6650176,1,4124.548,0.00050188927,4384.072338692784,114,7.6876683,438.5964912280702
0.8,4235.120348132884,4.6759444e-22,3.1236202e-26,0.7047849,2.4586454633126884,3.7345718e-09,nan,3198617.9970804905,100,50000,4.7080972e-05,4235.120348132884,4745.684,3198617.9970804905,nan,891260.0,0.83687973,1,4010.9373,0.0010283486,4235.120348132884,118,15.393999,423.728813559322
0.8,4383.7807882734705,1.4750497e-36,9.6779e-41,0.7427541,1.4899764919153153,2.8929887e-09,nan,2390336.5448874696,100,50000,4.8732945e-05,4383.7807882734705,4742.427,2390336.5448874696,nan,889900.25,0.67203456,1,4472.771,0.00050087634,4383.7807882734705,114,7.6340137,438.5964912280702
0.8,4462.5203404350505,7.8459244e-29,4.9182254e-33,0.7913073,1.9148288643016687,2.5545044e-09,nan,2324803.5154407024,100,50000,4.9603175e-05,4462.5203404350505,4745.943,2324803.5154407024,nan,893116.4,0.6500968,1,3372.7332,0.0004199708,4462.5203404350505,112,6.6996913,446.42857142857144
0.8,4307.970076005478,1.5463881e-35,1.02974e-39,0.719218,1.7619521316313513,3.2801852e-09,nan,2547958.4328035684,100,50000,4.789272e-05,4307.970076005478,4742.227,2547958.4328035684,nan,889685.44,0.73974234,1,4749.126,0.00056100416,4307.970076005478,116,8.424752,431.0344827586207
0.8,4715.679717677587,3.9447313e-12,2.3856265e-16,0.86663574,1.32590387729164,1.2111832e-09,nan,1346982.1375254644,100,50000,5.2410902e-05,4715.679717677587,4748.4663,1346982.1375254644,nan,894605.9,0.33116144,1,3146.806,0.00025935035,4715.679717677587,106,4.2884645,471.6981132075472
0.8,4628.170765711957,1.6569628e-14,1.0130399e-18,0.8413756,1.0803691637261474,1.630038e-09,nan,1722278.767538936,100,50000,5.144033e-05,4628.170765711957,4747.5024,1722278.767538936,nan,893688.1,0.4360839,1,3271.5325,0.0002887205,4628.170765711957,108,4.722411,462.962962962963
0.8,4384.099337841924,6.986849e-32,4.464277e-36,0.7626985,3.4204818830124344,3.0898875e-09,nan,2558854.2851374876,100,50000,4.873294e-05,4384.099337841924,4745.5786,2558854.2851374876,nan,891069.25,0.75683826,1,4099.285,0.00059086765,4384.099337841924,114,9.2474165,438.5964912280702
0.8,4462.231221628563,7.385754e-24,4.7242315e-28,0.77548444,1.5687829825678308,2.4701778e-09,nan,2110111.1070191585,100,50000,4.9603175e-05,4462.231221628563,4740.3433,2110111.1070191585,nan,890493.0,0.6037476,1,4018.5288,0.00039629787,4462.231221628563,112,6.195628,446.42857142857144
0.8,4543.891666780625,3.2134885e-25,2.0743089e-29,0.78241676,1.4244964066371921,2.1765476e-09,nan,1851333.1975689796,100,50000,5.0505056e-05,4543.891666780625,4745.9727,1851333.1975689796,nan,893896.75,0.522366,1,2841.3342,0.0003482502,4543.891666780625,110,5.3950405,454.54545454545456
0.8,4234.929246410646,,,0.7359847,2.5381501710483665,4.1827217e-09,nan,2814202.8734885515,100,50000,4.7080975e-05,4234.929246410646,4742.1025,2814202.8734885515,nan,891470.25,1.0221286,1,3885.2693,0.00080110837,4234.929246410646,118,12.523178,423.728813559322
0.8,4095.941401423629,,,0.68044037,2.0309177348037784,3.5390013e-09,nan,3649786.9724532426,100,50000,4.553734e-05,4095.941401423629,4745.9033,3649786.9724532426,nan,887169.25,0.79017913,1,5931.3794,0.0008834955,4095.941401423629,122,13.201606,409.8360655737705
0.8,4806.64953590976,2.100624e-09,1.2241788e-13,0.9166375,1.0303028407143335,9.0019153e-10,nan,702138.3842328442,100,50000,5.34188e-05,4806.64953590976,4746.5327,702138.3842328442,nan,895026.25,0.26505855,1,2686.621,0.00018567813,4806.64953590976,104,3.1861353,480.7692307692308
0.8,4462.573222305262,4.463984e-20,2.9329235e-24,0.7549729,1.6414927215107227,2.4114661e-09,nan,2400756.017774654,100,50000,4.9603175e-05,4462.573222305262,4746.5527,2400756.017774654,nan,891002.0,0.5586309,1,4486.346,0.00047403117,4462.573222305262,112,7.2148743,446.42857142857144
0.8,4543.86625216691,2.4047604e-20,1.508384e-24,0.80518323,1.3652305555515998,2.215839e-09,nan,1886392.8775667339,100,50000,5.050505e-05,4543.86625216691,4746.0303,1886392.8775667339,nan,892202.3,0.563194,1,3773.3286,0.000511061,4543.86625216691,110,8.1476555,454.54545454545456
0.8,4715.557678897179,1.1651612e-10,6.941786e-15,0.8797037,1.2100003638281418,1.3870306e-09,nan,1073255.0194263752,100,50000,5.2410902e-05,4715.557678897179,4743.7134,1073255.0194263752,nan,893346.6,0.39076495,1,2983.3464,0.00024132527,4715.557678897179,106,4.0505834,471.6981132075472
0.8,4715.328339382642,8.449551e-15,5.0671833e-19,0.8739541,1.3312332567620961,1.4146959e-09,nan,996522.4467656093,100,50000,5.2410902e-05,4715.328339382642,4741.035,996522.4467656093,nan,892796.75,0.39336634,1,2954.905,0.00026849034,4715.328339382642,106,4.4770885,471.6981132075472
0.8,4234.826603267764,,,0.72053725,1.5421672150312649,3.4499785e-09,nan,2933716.764733341,100,50000,4.708098e-05,4234.826603267764,4741.9106,2933716.764733341,nan,889879.7,0.8080501,1,4497.515,0.0005471916,4234.826603267764,118,8.374335,423.728813559322
0.8,4383.569275238154,9.342547e-34,5.9433546e-38,0.76604855,1.796500204014123,2.8113163e-09,nan,2479432.656106302,100,50000,4.8732945e-05,4383.569275238154,4738.1704,2479432.656106302,nan,888640.6,0.6946675,1,4897.615,0.00052818714,4383.569275238154,114,8.302741,438.5964912280702
