delta,AvgDiscRet,MinVanillaIw,MinNormIw,AvgVanillaIw,ESSClassic,VarNormIw,renyi2,VarDiscRet,BatchSize,SamplesThisIter,AvgNormIw,VanillaAvgRet,Bound,VarRet,ESSRenyi,J,VarVanillaIw,IterType,VarJ,MaxNormIw,AvgRet,EpsThisIter,MaxVanillaIw,AvgEpLen
0.8,4462.200004690034,2.3590064e-18,1.4653833e-22,0.79852283,1.542438219937219,2.5580178e-09,nan,2144429.387437639,100,50000,4.9603175e-05,4462.200004690034,4740.533,2144429.387437639,nan,890154.1,0.6629172,1,4363.207,0.0004512698,4462.200004690034,112,7.264641,446.42857142857144
0.8,4383.587282467521,1.0828252e-32,6.477968e-37,0.8145959,1.7527608482347004,3.101633e-09,nan,1981646.6452749777,100,50000,4.8732945e-05,4383.587282467521,4736.8057,1981646.6452749777,nan,887214.75,0.8666216,1,5123.508,0.00053143076,4383.587282467521,114,8.883135,438.5964912280702
0.8,4715.334161687449,7.168816e-10,4.266398e-14,0.88065886,1.1449145260645335,1.2953582e-09,nan,875873.5998521071,100,50000,5.2410902e-05,4715.334161687449,4740.7725,875873.5998521071,nan,891850.3,0.3657312,1,3302.6794,0.00024880204,4715.334161687449,106,4.1806135,471.6981132075472
0.8,4308.020781046485,,,0.773554,2.2688905395681687,3.0145524e-09,nan,2619292.7138122376,100,50000,4.789272e-05,4308.020781046485,4739.281,2619292.7138122376,nan,885478.9,0.78643924,1,6145.6665,0.0006252316,4308.020781046485,116,10.098621,431.0344827586207
0.8,4164.372765623432,,,0.70519394,2.0462553445935923,3.2099097e-09,nan,3393829.458356639,100,50000,4.6296293e-05,4164.372765623432,4744.781,3393829.458356639,nan,887517.6,0.74476194,1,5906.199,0.00066109246,4164.372765623432,120,10.069885,416.6666666666667
0.8,4715.541376622331,2.0011693e-18,1.2197707e-22,0.8598591,1.3026719307280763,1.3249433e-09,nan,963737.5605470012,100,50000,5.2410902e-05,4715.541376622331,4743.7734,963737.5605470012,nan,892600.0,0.35662237,1,3327.7341,0.00026228232,4715.541376622331,106,4.303033,471.6981132075472
0.8,4462.545608405395,4.6167117e-29,2.9038523e-33,0.7886199,1.4646736965234457,2.4578293e-09,nan,2156904.0689386805,100,50000,4.960317e-05,4462.545608405395,4745.6475,2156904.0689386805,nan,889235.06,0.62125254,1,5043.016,0.00044460225,4462.545608405395,112,7.068543,446.42857142857144
0.8,4462.5813609256375,1.9980054e-24,1.2384505e-28,0.80025333,1.5385978989876958,2.2506232e-09,nan,2365389.792204766,100,50000,4.9603168e-05,4462.5813609256375,4745.945,2365389.792204766,nan,892102.4,0.5857858,1,3862.3374,0.0005271071,4462.5813609256375,112,8.503876,446.42857142857144
0.8,4543.694349927905,1.5893428e-17,9.912532e-22,0.80978143,1.8206695901470378,2.1131124e-09,nan,1816497.353836224,100,50000,5.0505052e-05,4543.694349927905,4743.338,1816497.353836224,nan,890781.9,0.543236,1,4062.717,0.00042318224,4543.694349927905,110,6.7851653,454.54545454545456
0.8,4543.921245576573,2.5486755e-22,1.5587919e-26,0.8257741,1.752511771880146,1.9454798e-09,nan,1973367.746992765,100,50000,5.0505052e-05,4543.921245576573,4746.247,1973367.746992765,nan,891127.5,0.52009135,1,4289.567,0.00034135437,4543.921245576573,110,5.5812554,454.54545454545456
0.8,4543.900220548248,1.2798408e-28,8.069204e-33,0.8010508,1.373183867886579,1.9388466e-09,nan,1889943.3979496357,100,50000,5.0505052e-05,4543.900220548248,4746.321,1889943.3979496357,nan,890368.1,0.4877463,1,4788.3145,0.0003326038,4543.900220548248,110,5.2753644,454.54545454545456
0.8,4462.596820456259,7.512257e-24,4.6493624e-28,0.8014686,1.4057771040736113,2.1984783e-09,nan,2244357.391018614,100,50000,4.9603175e-05,4462.596820456259,4745.543,2244357.391018614,nan,888401.06,0.573953,1,5555.4385,0.00038668895,4462.596820456259,112,6.247968,446.42857142857144
0.8,4543.920400603805,2.9659469e-15,1.8266434e-19,0.82005763,1.644031782531868,1.965447e-09,nan,2074702.6276811098,100,50000,5.0505052e-05,4543.920400603805,4747.0713,2074702.6276811098,nan,890341.8,0.51817983,1,4971.0435,0.0003568211,4543.920400603805,110,5.793755,454.54545454545456
0.8,4543.704277320949,1.4540988e-29,9.237504e-34,0.7950127,1.536121860932646,2.3016065e-09,nan,1718344.6801779359,100,50000,5.0505052e-05,4543.704277320949,4743.6714,1718344.6801779359,nan,890473.1,0.57030815,1,4199.7095,0.0004255008,4543.704277320949,110,6.697915,454.54545454545456
0.8,4543.894646887721,5.399325e-18,3.5004565e-22,0.77902174,2.9779571167572265,2.1608848e-09,nan,1842795.9881769433,100,50000,5.0505052e-05,4543.894646887721,4746.0596,1842795.9881769433,nan,891110.6,0.5141161,1,4274.903,0.00043365237,4543.894646887721,110,6.6889277,454.54545454545456
0.8,4628.2200418094435,2.4244369e-26,1.5101376e-30,0.82584417,1.2180304354467995,1.7563785e-09,nan,1539409.5075270785,100,50000,5.144033e-05,4628.2200418094435,4746.2075,1539409.5075270785,nan,890658.2,0.45269623,1,4781.4663,0.00044595503,4628.2200418094435,108,7.1595454,462.962962962963
0.8,4715.784163133376,1.4923451e-11,8.92349e-16,0.87650853,1.4498996428490485,1.2162151e-09,nan,1347041.7573410391,100,50000,5.2410902e-05,4715.784163133376,4748.391,1347041.7573410391,nan,893348.6,0.34015703,1,3994.402,0.00029085448,4715.784163133376,106,4.8641872,471.6981132075472
0.8,4235.176159464443,,,0.73986846,2.6910148273765992,3.4716234e-09,nan,3098993.7142770756,100,50000,4.708098e-05,4235.176159464443,4745.0396,3098993.7142770756,nan,884191.4,0.85733527,1,6970.295,0.000731975,4235.176159464443,118,11.502846,423.728813559322
0.8,4384.123329011866,3.2806904e-21,2.0334163e-25,0.7862517,1.5554004927065819,2.4018654e-09,nan,2702720.9810983674,100,50000,4.8732945e-05,4384.123329011866,4746.768,2702720.9810983674,nan,887211.75,0.6252108,1,6200.7666,0.0004374998,4384.123329011866,114,7.0585713,438.5964912280702
0.8,4462.39163785074,1.5454075e-22,9.936936e-27,0.7714362,1.5525555263963216,2.2417062e-09,nan,2296961.7408246384,100,50000,4.9603175e-05,4462.39163785074,4743.494,2296961.7408246384,nan,889892.6,0.5422003,1,4663.524,0.00035652105,4462.39163785074,112,5.5446706,446.42857142857144
0.8,4543.703044363916,7.166583e-15,4.5274325e-19,0.7994568,1.8644868438452717,2.2071591e-09,nan,1641408.6778759582,100,50000,5.050505e-05,4543.703044363916,4743.68,1641408.6778759582,nan,889215.06,0.55303675,1,4742.7207,0.00042332298,4543.703044363916,110,6.700883,454.54545454545456
0.8,4543.510931177442,9.842739e-18,5.9483737e-22,0.8357041,1.5883213802828346,1.9479736e-09,nan,1840538.7948961991,100,50000,5.0505052e-05,4543.510931177442,4740.605,1840538.7948961991,nan,888024.25,0.5333577,1,5302.096,0.00032985894,4543.510931177442,110,5.4581566,454.54545454545456
0.8,4628.204853910484,2.3859061e-12,1.44987e-16,0.84650207,1.381319843872749,1.5840989e-09,nan,1727820.217936797,100,50000,5.144033e-05,4628.204853910484,4748.0596,1727820.217936797,nan,891622.25,0.42897382,1,4603.354,0.00028026977,4628.204853910484,108,4.612119,462.962962962963
0.8,4543.891142013816,6.200871e-34,3.9059034e-38,0.80179995,1.7379682880009157,2.0864335e-09,nan,1868829.8215439096,100,50000,5.0505052e-05,4543.891142013816,4746.2993,1868829.8215439096,nan,889663.3,0.52585614,1,4903.299,0.0004074443,4543.891142013816,110,6.4684386,454.54545454545456
0.8,4715.4984904480025,1.9323653e-15,1.1562942e-19,0.8758757,1.4427810627023332,1.2454371e-09,nan,1215554.8323145765,100,50000,5.24109e-05,4715.4984904480025,4743.847,1215554.8323145765,nan,891863.75,0.34782717,1,4142.728,0.00028073325,4715.4984904480025,106,4.691532,471.6981132075472
0.8,4628.029120749015,7.1798e-15,4.4044467e-19,0.8385418,1.7728125261748537,1.6980537e-09,nan,1443719.4854307335,100,50000,5.144033e-05,4628.029120749015,4743.544,1443719.4854307335,nan,891168.4,0.45122528,1,4065.6252,0.0003992089,4628.029120749015,108,6.507605,462.962962962963
0.8,4715.714579522261,7.486998e-12,4.491264e-16,0.8736968,1.1370974445371622,1.1406593e-09,nan,1347001.9585060452,100,50000,5.2410902e-05,4715.714579522261,4748.4287,1347001.9585060452,nan,892721.8,0.31698176,1,4298.759,0.0002675073,4715.714579522261,106,4.459383,471.6981132075472
0.8,4543.685461822336,1.4132674e-17,8.777718e-22,0.8131628,1.390142775422173,1.8736988e-09,nan,1701119.0837963894,100,50000,5.0505052e-05,4543.685461822336,4743.197,1701119.0837963894,nan,887997.06,0.48571908,1,5298.5474,0.0003958049,4543.685461822336,110,6.3727055,454.54545454545456
0.8,4543.877073813664,3.2839184e-15,2.044796e-19,0.81110513,1.8412605888906344,1.7764535e-09,nan,2081858.6725612336,100,50000,5.0505052e-05,4543.877073813664,4747.865,2081858.6725612336,nan,888126.75,0.45818257,1,5972.775,0.00039539693,4543.877073813664,110,6.350028,454.54545454545456
0.8,4543.701533839431,8.959552e-19,5.567004e-23,0.8128297,1.5788907038133513,1.9495625e-09,nan,1836967.3449778142,100,50000,5.0505052e-05,4543.701533839431,4743.3335,1836967.3449778142,nan,889670.9,0.5049712,1,4783.9297,0.00029567158,4543.701533839431,110,4.7585464,454.54545454545456
