EpsThisIter,VarNormIw,AvgVanillaIw,renyi2,VarJ,MaxVanillaIw,SamplesThisIter,Bound,MaxNormIw,AvgDiscRet,ESSRenyi,VarDiscRet,VarRet,IterType,delta,AvgEpLen,MinVanillaIw,VanillaAvgRet,ESSClassic,BatchSize,AvgRet,VarVanillaIw,AvgNormIw,J,MinNormIw
100,6.06804e-16,1.0,inf,1.04821,1.00695,50000,4591.09,5.59417e-05,4999.280134,,0.00616246526821,0.00616246526821,1,0.6,500.0,0.993976,4999.280134,0.556036324624,100,4999.280134,1.96605e-07,5.55555e-05,899871.0,5.52208e-05
106,7.93272e-10,1.05248,nan,4143.68,3.89384,50000,4585.94,0.000193904,4715.6848742,nan,1119656.7942,1119656.7942,1,0.6,471.698113208,2.25918e-09,4715.6848742,1.42308654286,100,4715.6848742,0.319893,5.24109e-05,891050.0,1.12502e-13
100,1.43858e-15,1.00003,inf,1.31996,1.00994,50000,4591.08,5.61064e-05,4999.26941588,,0.00977869036444,0.00977869036444,1,0.6,500.0,0.991325,4999.26941588,0.556076831311,100,4999.26941588,4.66127e-07,5.55556e-05,899869.0,5.5072e-05
102,2.37437e-10,0.99526,nan,2388.11,2.08496,50000,4590.48,0.000114101,4901.03647968,nan,483193.536213,483193.536213,1,0.6,490.196078431,0.00162988,4901.03647968,0.997959469855,100,4901.03647968,0.0792807,5.44662e-05,896862.0,8.91961e-08
102,2.33705e-10,0.984987,nan,2520.26,2.15647,50000,4590.77,0.000119245,4901.04784602,nan,485163.822226,485163.822226,1,0.6,490.196078431,0.000533358,4901.04784602,0.906648374871,100,4901.04784602,0.076432,5.44662e-05,896768.0,2.94928e-08
102,2.4167e-10,1.0021,nan,2818.93,2.28115,50000,4590.48,0.000123985,4901.04168326,nan,483194.510893,483194.510893,1,0.6,490.196078431,0.00210568,4901.04168326,1.10469125403,100,4901.04168326,0.0818072,5.44662e-05,896406.0,1.14448e-07
120,1.85821e-09,0.862955,nan,5261.83,7.93087,50000,4578.67,0.00042548,4164.43060055,nan,3316282.52119,3316282.52119,1,0.6,416.666666667,,4164.43060055,2.52677554195,100,4164.43060055,0.645622,4.62963e-05,886893.0,
124,2.13107e-09,0.961817,nan,6566.97,10.1222,50000,4574.9,0.000471506,4029.7451813,nan,3379160.81742,3379160.81742,1,0.6,403.225806452,,4029.7451813,2.19473188411,100,4029.7451813,0.982132,4.48029e-05,882302.0,
100,6.44347e-16,1.0,inf,0.749313,1.00963,50000,4591.1,5.60905e-05,4999.29511997,,0.00315185532953,0.00315185532953,1,0.6,500.0,0.99193,4999.29511997,0.555978441214,100,4999.29511997,2.08769e-07,5.55556e-05,899873.0,5.51072e-05
105,6.22915e-10,0.95867,nan,3125.41,2.64306,50000,4580.01,0.000145873,4760.72705804,nan,743744.66445,743744.66445,1,0.6,476.19047619,3.29525e-05,4760.72705804,0.988208409955,100,4760.72705804,0.204499,5.29101e-05,893111.0,1.81869e-09
104,4.92391e-10,1.02138,nan,3505.74,2.75851,50000,4586.99,0.000144272,4806.63727495,nan,885499.767672,885499.767672,1,0.6,480.769230769,0.000122151,4806.63727495,1.08973090219,100,4806.63727495,0.180009,5.34188e-05,893686.0,6.38861e-09
102,2.45125e-10,0.997918,nan,2683.04,2.15556,50000,4590.64,0.00011765,4901.05189043,nan,483196.223405,483196.223405,1,0.6,490.196078431,0.000495668,4901.05189043,0.939082295659,100,4901.05189043,0.0822854,5.44662e-05,896459.0,2.70535e-08
110,9.68104e-10,0.908955,nan,3637.63,4.88699,50000,4589.17,0.00027154,4543.9105619,nan,2079121.66029,2079121.66029,1,0.6,454.545454545,4.57437e-07,4543.9105619,1.62675666272,100,4543.9105619,0.313572,5.05051e-05,893191.0,2.54169e-11
114,1.26558e-09,0.955931,nan,6403.41,5.63142,50000,4588.08,0.000287087,4384.10721888,nan,2704167.61464,2704167.61464,1,0.6,438.596491228,3.11512e-12,4384.10721888,1.42657118022,100,4384.10721888,0.486964,4.87329e-05,885548.0,1.58808e-16
105,5.34203e-10,0.955261,nan,2419.71,2.91853,50000,4590.46,0.000161652,4760.76596633,nan,1144145.71641,1144145.71641,1,0.6,476.19047619,9.49698e-06,4760.76596633,1.15813682044,100,4760.76596633,0.17413,5.29101e-05,896206.0,5.26019e-10
109,8.76928e-10,0.999144,nan,5444.55,4.37378,50000,4589.04,0.000223116,4585.67360855,nan,1901820.04064,1901820.04064,1,0.6,458.71559633,1.02345e-16,4585.67360855,1.48813664989,100,4585.67360855,0.336991,5.09684e-05,889453.0,5.22084e-21
107,7.40798e-10,0.949718,nan,3585.79,3.48092,50000,4589.98,0.000190302,4671.5651886,nan,1542064.49171,1542064.49171,1,0.6,467.289719626,1.81043e-06,4671.5651886,1.09659080981,100,4671.5651886,0.247857,5.19211e-05,893723.0,9.89761e-11
120,1.47365e-09,0.868152,nan,7575.09,5.83199,50000,4587.52,0.000311005,4164.38253444,nan,3489334.04208,3489334.04208,1,0.6,416.666666667,6.76706e-17,4164.38253444,1.77424368515,100,4164.38253444,0.518195,4.62963e-05,881212.0,3.60869e-21
124,1.85925e-09,0.91396,nan,8140.69,7.77178,50000,4585.93,0.000380977,4029.73420602,nan,3915418.59723,3915418.59723,1,0.6,403.225806452,7.72735e-22,4029.73420602,2.16423421405,100,4029.73420602,0.773716,4.48029e-05,877966.0,3.78799e-26
106,6.9173e-10,1.0124,nan,4555.98,3.42764,50000,4589.73,0.000177445,4715.70874308,nan,1345112.67662,1345112.67662,1,0.6,471.698113208,4.69415e-11,4715.70874308,1.26269644902,100,4715.70874308,0.258106,5.24109e-05,891547.0,2.43011e-15
102,2.35852e-10,1.00827,nan,2673.72,1.96244,50000,4590.58,0.00010601,4901.06294478,nan,483198.88047,483198.88047,1,0.6,490.196078431,0.00124671,4901.06294478,0.915955405875,100,4901.06294478,0.0808235,5.44662e-05,896556.0,6.73466e-08
116,1.37714e-09,0.973411,nan,6767.28,5.9735,50000,4584.08,0.000293902,4308.35260519,nan,2935586.53513,2935586.53513,1,0.6,431.034482759,3.76361e-21,4308.35260519,2.0757971156,100,4308.35260519,0.568895,4.78927e-05,883460.0,1.85173e-25
107,7.82184e-10,0.926788,nan,3990.84,3.04552,50000,4589.55,0.000170618,4671.57658608,nan,1537383.23927,1537383.23927,1,0.6,467.289719626,2.76961e-08,4671.57658608,1.2690649164,100,4671.57658608,0.24922,5.19211e-05,892954.0,1.55161e-12
102,2.39169e-10,0.997854,nan,2701.91,1.94282,50000,4588.4,0.000106046,4901.04762324,nan,458296.697327,458296.697327,1,0.6,490.196078431,0.00147586,4901.04762324,0.881755072433,100,4901.04762324,0.0802756,5.44662e-05,896176.0,8.05575e-08
106,7.7619e-10,1.03897,nan,4557.51,3.76249,50000,4586.46,0.0001898,4715.74156983,nan,1157861.74933,1157861.74933,1,0.6,471.698113208,2.48732e-06,4715.74156983,1.62593539022,100,4715.74156983,0.305019,5.24109e-05,890510.0,1.25473e-10
102,2.38044e-10,0.990876,nan,2464.33,2.0535,50000,4590.49,0.000112876,4901.07899212,nan,483201.8787,483201.8787,1,0.6,490.196078431,0.00241204,4901.07899212,0.792353528758,100,4901.07899212,0.0787845,5.44662e-05,896783.0,1.32584e-07
122,1.51398e-09,0.89924,nan,9464.79,7.45289,50000,4587.12,0.000377413,4095.99076684,nan,3721538.47455,3721538.47455,1,0.6,409.836065574,9.53612e-26,4095.99076684,2.15198779207,100,4095.99076684,0.590388,4.55373e-05,874061.0,4.82907e-30
113,1.35384e-09,1.0405,nan,6194.04,6.9591,50000,4584.93,0.000328821,4422.98210224,nan,2387229.40223,2387229.40223,1,0.6,442.477876106,9.45633e-16,4422.98210224,1.7797901279,100,4422.98210224,0.606395,4.91642e-05,885453.0,4.46817e-20
102,2.22778e-10,1.00443,nan,2831.18,2.06062,50000,4590.6,0.00011174,4901.07519912,nan,483201.196119,483201.196119,1,0.6,490.196078431,0.000525065,4901.07519912,0.933030524015,100,4901.07519912,0.0757626,5.44662e-05,896480.0,2.84723e-08
109,9.41614e-10,0.979267,nan,5026.84,4.60068,50000,4584.3,0.000239454,4585.67891672,nan,1733880.72998,1733880.72998,1,0.6,458.71559633,3.05637e-07,4585.67891672,1.51291239813,100,4585.67891672,0.347595,5.09684e-05,888540.0,1.59076e-11
107,7.0444e-10,0.952582,nan,4323.1,2.83372,50000,4589.56,0.000154454,4671.53589158,nan,1537357.31229,1537357.31229,1,0.6,467.289719626,6.96841e-07,4671.53589158,1.22030988466,100,4671.53589158,0.237116,5.19211e-05,892543.0,3.79817e-11
102,2.318e-10,1.00716,nan,2911.58,2.00249,50000,4590.59,0.000108293,4901.07373959,nan,483200.876678,483200.876678,1,0.6,490.196078431,0.00138619,4901.07373959,0.907240503089,100,4901.07373959,0.0792604,5.44662e-05,896264.0,7.49636e-08
112,1.15298e-09,0.915295,nan,5690.59,5.55074,50000,4586.5,0.000300815,4462.57130602,nan,2383037.57149,2383037.57149,1,0.6,446.428571429,2.40051e-12,4462.57130602,2.02352312324,100,4462.57130602,0.392577,4.96032e-05,887925.0,1.30092e-16
100,1.35221e-15,1.00001,inf,0.869642,1.0084,50000,4591.07,5.60214e-05,4999.26156315,,0.00424925577304,0.00424925577304,1,0.6,500.0,0.986391,4999.26156315,0.556163691422,100,4999.26156315,4.38126e-07,5.55556e-05,899867.0,5.47989e-05
109,9.70399e-10,0.974314,nan,4992.04,5.81855,50000,4588.54,0.00030438,4585.67302676,nan,1899165.28642,1899165.28642,1,0.6,458.71559633,3.2411e-09,4585.67302676,2.39967307107,100,4585.67302676,0.354606,5.09684e-05,890221.0,1.69549e-13
117,1.54424e-09,0.917424,nan,6099.73,6.46687,50000,4578.44,0.000334707,4271.40400586,nan,2592913.84663,2592913.84663,1,0.6,427.35042735,3.71045e-15,4271.40400586,1.61623618226,100,4271.40400586,0.576462,4.74834e-05,884160.0,1.92043e-19
109,1.071e-09,0.983923,nan,5389.2,4.57068,50000,4579.31,0.000236767,4585.65248046,nan,1344269.76242,1344269.76242,1,0.6,458.71559633,4.61362e-09,4585.65248046,1.43733564477,100,4585.65248046,0.399126,5.09684e-05,886492.0,2.38991e-13
109,9.24775e-10,0.939937,nan,4919.24,3.63801,50000,4589.62,0.000197272,4585.66591375,nan,1910084.70678,1910084.70678,1,0.6,458.71559633,6.55373e-12,4585.66591375,1.49394811491,100,4585.66591375,0.314508,5.09684e-05,890227.0,3.55378e-16
105,5.33147e-10,0.946735,nan,3943.36,2.4888,50000,4590.48,0.000139091,4760.73445855,nan,1144130.59684,1144130.59684,1,0.6,476.19047619,3.38509e-07,4760.73445855,1.00255223384,100,4760.73445855,0.170697,5.29101e-05,893972.0,1.89182e-11
100,9.31098e-16,0.999992,inf,0.876838,1.00578,50000,4591.09,5.58774e-05,4999.28669912,,0.00431721367616,0.00431721367616,1,0.6,500.0,0.985669,4999.28669912,0.555884043801,100,4999.28669912,3.01671e-07,5.55556e-05,899872.0,5.47598e-05
110,1.04795e-09,0.892419,nan,4399.14,3.67713,50000,4580.0,0.000208102,4543.91312021,nan,1701630.78349,1701630.78349,1,0.6,454.545454545,1.22116e-09,4543.91312021,1.13343054721,100,4543.91312021,0.327196,5.0505e-05,889389.0,6.91097e-14
115,1.39901e-09,1.04926,nan,7324.93,6.20021,50000,4584.85,0.000285465,4345.87707357,nan,2702752.79821,2702752.79821,1,0.6,434.782608696,4.03517e-13,4345.87707357,2.58512403229,100,4345.87707357,0.659976,4.83092e-05,881614.0,1.85784e-17
102,2.446e-10,1.04812,inf,2733.45,2.11861,50000,4586.55,0.000110095,4901.03902874,,366280.796905,366280.796905,1,0.6,490.196078431,0.00292773,4901.03902874,0.933833443286,100,4901.03902874,0.0905774,5.44662e-05,895564.0,1.52142e-07
111,1.02851e-09,0.95154,nan,6568.65,3.80364,50000,4589.02,0.000200068,4502.86839234,nan,2248836.24802,2248836.24802,1,0.6,450.45045045,1.61038e-13,4502.86839234,1.71194796296,100,4502.86839234,0.371754,5.00501e-05,885923.0,8.47042e-18
110,9.59207e-10,0.889418,nan,4429.14,3.86304,50000,4586.16,0.00021936,4543.88355264,nan,2047664.83134,2047664.83134,1,0.6,454.545454545,7.92142e-14,4543.88355264,1.33101579391,100,4543.88355264,0.297477,5.05051e-05,890959.0,4.49813e-18
112,1.22206e-09,0.922276,nan,5738.97,4.29161,50000,4579.5,0.000230817,4462.56422708,nan,1954742.2977,1954742.2977,1,0.6,446.428571429,3.28276e-12,4462.56422708,1.32498233486,100,4462.56422708,0.422471,4.96032e-05,885791.0,1.76558e-16
113,1.19401e-09,1.0035,nan,7832.99,6.23321,50000,4585.21,0.000305381,4422.98724053,nan,2519212.76159,2519212.76159,1,0.6,442.477876106,2.81669e-16,4422.98724053,1.8537290309,100,4422.98724053,0.497447,4.91642e-05,880986.0,1.37997e-20
100,1.33127e-15,0.999996,inf,0.999249,1.01179,50000,4591.08,5.62106e-05,4999.2777407,,0.00559927950609,0.00559927950609,1,0.6,500.0,0.987061,4999.2777407,0.556244603329,100,4999.2777407,4.3133e-07,5.55556e-05,899870.0,5.48369e-05
104,4.76408e-10,0.99336,nan,4100.32,3.00542,50000,4590.2,0.000161619,4806.62254362,nan,931198.50024,931198.50024,1,0.6,480.769230769,4.51661e-05,4806.62254362,1.24741858008,100,4806.62254362,0.164742,5.34188e-05,893372.0,2.42885e-09
105,7.31182e-10,0.958971,nan,2750.17,2.7701,50000,4568.64,0.000152837,4760.26753764,nan,535350.824423,535350.824423,1,0.6,476.19047619,6.76482e-07,4760.26753764,0.947415805568,100,4760.26753764,0.240193,5.29101e-05,891807.0,3.73241e-11
104,4.67046e-10,1.00066,nan,4171.34,2.88638,50000,4590.06,0.000154085,4806.60402376,nan,931191.248982,931191.248982,1,0.6,480.769230769,1.48102e-08,4806.60402376,1.08064644853,100,4806.60402376,0.163887,5.34188e-05,893223.0,7.90619e-13
105,4.86038e-10,0.965034,nan,4038.67,2.77963,50000,4589.85,0.000152399,4760.73674609,nan,1139353.65077,1139353.65077,1,0.6,476.19047619,7.6571e-06,4760.73674609,1.04534421284,100,4760.73674609,0.161688,5.29101e-05,894095.0,4.19817e-10
107,7.17805e-10,0.93384,nan,4375.92,3.28048,50000,4589.38,0.000182393,4671.59352508,nan,1535519.50942,1535519.50942,1,0.6,467.289719626,4.14276e-11,4671.59352508,1.56643352877,100,4671.59352508,0.232201,5.19211e-05,892290.0,2.30336e-15
102,2.27586e-10,0.997987,nan,2863.18,2.04759,50000,4590.73,0.000111749,4901.05252662,nan,485164.744595,485164.744595,1,0.6,490.196078431,0.001813,4901.05252662,0.963294681636,100,4901.05252662,0.0764084,5.44662e-05,896342.0,9.89462e-08
102,2.66342e-10,1.0179,nan,2769.81,2.31392,50000,4586.71,0.000123815,4901.0745525,nan,348463.48255,348463.48255,1,0.6,490.196078431,0.000298903,4901.0745525,1.02113808938,100,4901.0745525,0.0930238,5.44662e-05,895349.0,1.59938e-08
109,8.93161e-10,0.964324,nan,5500.63,3.92993,50000,4580.89,0.000207713,4585.65930782,nan,1792116.60895,1792116.60895,1,0.6,458.71559633,2.48254e-08,4585.65930782,1.38033554042,100,4585.65930782,0.319723,5.09684e-05,887783.0,1.31212e-12
117,1.46678e-09,0.913254,nan,7298.13,9.478,50000,4583.83,0.000492796,4271.42159189,nan,3014545.67709,3014545.67709,1,0.6,427.35042735,1.38589e-13,4271.42159189,2.21102900459,100,4271.42159189,0.542582,4.74834e-05,881778.0,7.20573e-18
106,7.54439e-10,0.998098,nan,4567.22,3.50083,50000,4589.49,0.000183831,4715.71878698,nan,1343237.67409,1343237.67409,1,0.6,471.698113208,6.00645e-09,4715.71878698,1.32242148546,100,4715.71878698,0.273607,5.24109e-05,891463.0,3.15404e-13
113,1.28438e-09,1.0665,nan,7747.03,4.8949,50000,4574.35,0.000225648,4422.9696923,nan,2108142.15989,2108142.15989,1,0.6,442.477876106,5.25913e-16,4422.9696923,1.5747908333,100,4422.9696923,0.604393,4.91642e-05,878271.0,2.42438e-20
113,1.26735e-09,1.03424,nan,7499.68,7.47724,50000,4585.21,0.000355442,4422.99438935,nan,2399953.26796,2399953.26796,1,0.6,442.477876106,8.88653e-29,4422.99438935,1.70334034942,100,4422.99438935,0.560844,4.91642e-05,881187.0,4.22435e-33
105,4.94808e-10,0.946508,nan,3746.87,2.59311,50000,4589.92,0.000144956,4760.72685228,nan,1139348.74989,1139348.74989,1,0.6,476.19047619,0.000126725,4760.72685228,1.20443081607,100,4760.72685228,0.158347,5.29101e-05,894308.0,7.08396e-09
110,8.30717e-10,0.942833,nan,6763.05,4.41688,50000,4589.71,0.000236601,4543.9083835,nan,2083669.96674,2083669.96674,1,0.6,454.545454545,1.41224e-13,4543.9083835,1.39230266199,100,4543.9083835,0.289503,5.05051e-05,886446.0,7.56501e-18
104,4.55647e-10,0.98793,nan,4298.11,2.70825,50000,4590.22,0.000146439,4806.64373838,nan,931207.211412,931207.211412,1,0.6,480.769230769,1.86984e-05,4806.64373838,1.09549828537,100,4806.64373838,0.155845,5.34188e-05,892875.0,1.01105e-09
105,4.74766e-10,0.931157,nan,4013.28,2.59831,50000,4589.96,0.000147641,4760.73940117,nan,1139355.01949,1139355.01949,1,0.6,476.19047619,0.000133004,4760.73940117,1.03794628881,100,4760.73940117,0.147045,5.29101e-05,894028.0,7.55753e-09
102,2.42506e-10,0.996915,nan,2836.33,2.33179,50000,4590.77,0.000127397,4901.0775311,nan,485169.684078,485169.684078,1,0.6,490.196078431,0.00140747,4901.0775311,1.06327521001,100,4901.0775311,0.0812427,5.44662e-05,896382.0,7.68966e-08
107,6.57939e-10,0.935698,nan,5752.77,3.00132,50000,4589.55,0.00016654,4671.58455888,nan,1537388.82212,1537388.82212,1,0.6,467.289719626,1.3209e-08,4671.58455888,1.21271409749,100,4671.58455888,0.213683,5.19211e-05,889479.0,7.32955e-13
109,9.1156e-10,1.04234,nan,5238.43,3.41191,50000,4580.88,0.000166836,4585.47771139,nan,1635714.79263,1635714.79263,1,0.6,458.71559633,1.6818e-09,4585.47771139,1.38282018163,100,4585.47771139,0.381241,5.09684e-05,887443.0,8.22371e-14
104,4.69165e-10,0.96087,nan,3904.1,2.70016,50000,4590.1,0.000150113,4806.62732023,nan,931200.645734,931200.645734,1,0.6,480.769230769,2.03957e-06,4806.62732023,1.17759932281,100,4806.62732023,0.151798,5.34188e-05,893343.0,1.13388e-10
117,1.32365e-09,0.891832,nan,7978.46,5.34667,50000,4583.96,0.00028467,4271.43433982,nan,3082395.02392,3082395.02392,1,0.6,427.35042735,1.02374e-15,4271.43433982,1.47086859163,100,4271.43433982,0.466936,4.74834e-05,878897.0,5.45063e-20
107,7.60788e-10,0.937649,nan,4508.32,3.86621,50000,4589.88,0.000214086,4671.54470204,nan,1540175.46224,1540175.46224,1,0.6,467.289719626,1.84046e-09,4671.54470204,1.3345096859,100,4671.54470204,0.248117,5.19211e-05,892192.0,1.01913e-13
100,1.33787e-15,1.00001,inf,0.864297,1.00924,50000,4591.1,5.6068e-05,4999.29023424,,0.0041874343621,0.0041874343621,1,0.6,500.0,0.985955,4999.29023424,0.556220223775,100,4999.29023424,4.3348e-07,5.55556e-05,899872.0,5.47747e-05
106,7.0162e-10,1.04026,nan,4597.06,3.57054,50000,4589.79,0.000179892,4715.74378883,nan,1343251.02063,1343251.02063,1,0.6,471.698113208,2.85208e-08,4715.74378883,1.4335084192,100,4715.74378883,0.276403,5.24109e-05,891305.0,1.43695e-12
100,1.92442e-15,0.999983,inf,2.36911,1.01691,50000,4591.04,5.6496e-05,4999.23734424,,0.0315298316466,0.0315298316466,1,0.6,500.0,0.991007,4999.23734424,0.556155964351,100,4999.23734424,6.2349e-07,5.55556e-05,899863.0,5.50569e-05
110,9.4191e-10,0.920478,nan,5755.64,3.87371,50000,4580.66,0.000212544,4543.9089437,nan,1946901.20799,1946901.20799,1,0.6,454.545454545,1.25562e-09,4543.9089437,1.42079656512,100,4543.9089437,0.312872,5.05051e-05,887301.0,6.88935e-14
105,4.75122e-10,0.960563,nan,4256.7,2.99186,50000,4589.97,0.000164799,4760.73759259,nan,1139353.72334,1139353.72334,1,0.6,476.19047619,0.000108549,4760.73759259,1.09825848656,100,4760.73759259,0.156596,5.29101e-05,893551.0,5.97911e-09
105,5.51498e-10,0.944928,nan,3890.54,2.79648,50000,4580.29,0.000156585,4760.7541218,nan,955673.19794,955673.19794,1,0.6,476.19047619,2.68053e-05,4760.7541218,1.04926393262,100,4760.7541218,0.1759,5.29101e-05,892686.0,1.50093e-09
118,2.00836e-09,1.04997,nan,7207.61,10.8177,50000,4554.63,0.000485067,4234.37606874,nan,2672979.45857,2672979.45857,1,0.6,423.728813559,1.63623e-22,4234.37606874,2.22720147497,100,4234.37606874,0.998865,4.7081e-05,877505.0,7.33691e-27
107,6.07076e-10,0.972759,nan,6332.24,3.16108,50000,4590.03,0.000168723,4671.60008702,nan,1542087.41047,1542087.41047,1,0.6,467.289719626,2.57934e-07,4671.60008702,1.1965797639,100,4671.60008702,0.213092,5.19211e-05,888240.0,1.37673e-11
112,9.07389e-10,0.961881,nan,7788.04,4.9427,50000,4589.13,0.00025489,4462.57000447,nan,2409500.5938,2409500.5938,1,0.6,446.428571429,1.98461e-07,4462.57000447,1.43803932336,100,4462.57000447,0.341207,4.96032e-05,882667.0,1.02344e-11
105,4.71229e-10,0.958923,nan,4333.81,2.86262,50000,4590.41,0.000157949,4760.7383789,nan,1144132.67919,1144132.67919,1,0.6,476.19047619,2.4942e-05,4760.7383789,1.62056273974,100,4760.7383789,0.154783,5.29101e-05,893451.0,1.37621e-09
109,9.07524e-10,1.00256,nan,5679.33,4.13961,50000,4585.2,0.000210451,4585.65587545,nan,1802426.91606,1802426.91606,1,0.6,458.71559633,5.66088e-18,4585.65587545,1.63869458966,100,4585.65587545,0.351136,5.09684e-05,887717.0,2.8779e-22
102,2.53614e-10,0.994699,nan,2632.34,2.00282,50000,4590.69,0.000109667,4901.06203257,nan,485166.6233,485166.6233,1,0.6,490.196078431,0.000507803,4901.06203257,0.931099089024,100,4901.06203257,0.0845868,5.44662e-05,896628.0,2.78055e-08
110,1.03722e-09,0.939918,nan,5190.19,4.38318,50000,4579.92,0.000235524,4543.88600044,nan,1483758.42086,1483758.42086,1,0.6,454.545454545,3.58332e-09,4543.88600044,1.19141171322,100,4543.88600044,0.359235,5.05051e-05,887186.0,1.92544e-13
109,8.41364e-10,0.988345,nan,6522.59,3.93725,50000,4589.71,0.000203042,4585.6800397,nan,1910096.47384,1910096.47384,1,0.6,458.71559633,1.01624e-14,4585.6800397,1.41520792085,100,4585.6800397,0.316373,5.09684e-05,886916.0,5.24068e-19
109,8.84332e-10,0.940179,nan,5809.59,5.06828,50000,4589.12,0.000274758,4585.65823773,nan,1903641.05946,1903641.05946,1,0.6,458.71559633,6.44595e-09,4585.65823773,1.71237696971,100,4585.65823773,0.300908,5.09684e-05,888155.0,3.49444e-13
105,4.63021e-10,0.935154,nan,4622.29,2.61154,50000,4589.92,0.000147758,4760.7758524,nan,1139371.48263,1139371.48263,1,0.6,476.19047619,3.92972e-05,4760.7758524,0.9654840332,100,4760.7758524,0.144641,5.291e-05,892717.0,2.22339e-09
114,1.08169e-09,0.940988,nan,7893.56,5.19295,50000,4588.19,0.000268939,4384.10690528,nan,2708546.83588,2708546.83588,1,0.6,438.596491228,1.4256e-16,4384.10690528,1.52777084508,100,4384.10690528,0.403296,4.87329e-05,880896.0,7.38305e-21
111,1.05149e-09,0.967997,nan,6373.81,4.49783,50000,4589.24,0.000232559,4502.86442654,nan,2250632.33588,2250632.33588,1,0.6,450.45045045,1.4491e-11,4502.86442654,1.58609688309,100,4502.86442654,0.393319,5.00501e-05,886526.0,7.49256e-16
107,7.17586e-10,0.966523,nan,4591.42,3.37397,50000,4589.56,0.000181248,4671.59318886,nan,1537394.40096,1537394.40096,1,0.6,467.289719626,5.10474e-06,4671.59318886,1.61882500053,100,4671.59318886,0.248663,5.19211e-05,891906.0,2.74224e-10
102,2.09844e-10,1.01322,inf,2974.02,2.00161,50000,4590.23,0.000107597,4901.06368627,,479281.467466,479281.467466,1,0.6,490.196078431,0.0011233,4901.06368627,0.836980963456,100,4901.06368627,0.0726193,5.44662e-05,896259.0,6.03832e-08
105,4.76252e-10,0.970971,nan,4170.89,3.5464,50000,4590.5,0.00019325,4760.74837944,nan,1144137.24788,1144137.24788,1,0.6,476.19047619,8.48898e-07,4760.74837944,1.05370824172,100,4760.74837944,0.160388,5.29101e-05,893934.0,4.62581e-11
107,7.03953e-10,0.95642,nan,5500.98,3.24873,50000,4589.5,0.000176364,4671.57951013,nan,1537385.94792,1537385.94792,1,0.6,467.289719626,2.86681e-10,4671.57951013,1.3450450008,100,4671.57951013,0.238866,5.19211e-05,889775.0,1.5563e-14
100,2.14113e-15,1.00001,inf,1.82226,1.00809,50000,4591.08,5.60043e-05,4999.27711137,,0.0186546174425,0.0186546174425,1,0.6,500.0,0.984902,4999.27711137,0.556002764476,100,4999.27711137,6.93741e-07,5.55556e-05,899870.0,5.47162e-05
112,9.82456e-10,0.94769,nan,7464.84,5.59941,50000,4588.83,0.00029308,4462.57351894,nan,2406827.03751,2406827.03751,1,0.6,446.428571429,3.51081e-12,4462.57351894,1.45688485511,100,4462.57351894,0.358613,4.96032e-05,883051.0,1.8376e-16
105,4.54381e-10,0.959834,nan,4591.48,2.96583,50000,4583.13,0.000163489,4760.74852553,nan,1056477.38762,1056477.38762,1,0.6,476.19047619,5.79369e-06,4760.74852553,1.05153457474,100,4760.74852553,0.149533,5.29101e-05,892053.0,3.19372e-10
110,7.82603e-10,0.924756,nan,7425.97,3.79533,50000,4588.81,0.00020728,4543.92520488,nan,2074594.89405,2074594.89405,1,0.6,454.545454545,1.93903e-08,4543.92520488,1.40365821177,100,4543.92520488,0.262377,5.05051e-05,884275.0,1.05899e-12
112,9.20803e-10,0.934098,nan,7433.56,3.82092,50000,4588.72,0.000202902,4462.5934446,nan,2406848.2398,2406848.2398,1,0.6,446.428571429,2.31695e-08,4462.5934446,1.52364855826,100,4462.5934446,0.326537,4.96032e-05,883464.0,1.23036e-12
100,9.94339e-16,0.999991,inf,1.01869,1.00575,50000,4591.09,5.58753e-05,4999.28322343,,0.00581925401172,0.00581925401172,1,0.6,500.0,0.991847,4999.28322343,0.555756593836,100,4999.28322343,3.2216e-07,5.55555e-05,899871.0,5.51031e-05
111,1.06454e-09,1.00836,nan,6841.52,4.60389,50000,4585.19,0.000228515,4502.85681728,nan,2025355.86971,2025355.86971,1,0.6,450.45045045,1.30493e-09,4502.85681728,1.68278757746,100,4502.85681728,0.432099,5.00501e-05,883699.0,6.47703e-14
104,4.76893e-10,1.00503,nan,3839.18,2.52548,50000,4586.45,0.000134233,4806.61649182,nan,771798.689634,771798.689634,1,0.6,480.769230769,0.000377866,4806.61649182,1.03427540683,100,4806.61649182,0.168806,5.34188e-05,892675.0,2.00842e-08
107,7.15542e-10,0.950926,nan,4964.06,2.93092,50000,4586.72,0.00016003,4671.57610317,nan,1504722.10272,1504722.10272,1,0.6,467.289719626,5.36654e-09,4671.57610317,1.25119118293,100,4671.57610317,0.240016,5.19211e-05,890938.0,2.93016e-13
106,6.68143e-10,0.993204,nan,5440.06,3.16985,50000,4589.95,0.000167272,4715.74186609,nan,1345132.11307,1345132.11307,1,0.6,471.698113208,2.61398e-09,4715.74186609,1.48766764959,100,4715.74186609,0.23994,5.24109e-05,889564.0,1.37939e-13
107,6.11692e-10,0.942977,nan,6021.12,2.84959,50000,4590.01,0.000156901,4671.57401169,nan,1542070.22327,1542070.22327,1,0.6,467.289719626,2.04079e-07,4671.57401169,1.12559343743,100,4671.57401169,0.201766,5.19211e-05,888714.0,1.12368e-11
