MaxVanillaIw,VarDiscRet,MaxNormIw,VarVanillaIw,AvgVanillaIw,AvgDiscRet,AvgRet,AvgNormIw,VarJ,J,MinVanillaIw,VanillaAvgRet,VarNormIw,Bound,VarRet,BatchSize,MinNormIw,eRenyi2,AvgEpLen,ESSClassic,ESSRenyi
4.30138,870259.3411712127,0.039690502,0.32020742,1.0837303,4304.4526620953575,4304.4526620953575,0.01,880.66943,4421.4414,0.17735974,4304.4526620953575,2.726396e-05,3943.5867,870259.3411712127,100,0.0016365672,1.2894939,431.13,78.74552041382378,77.54980350943819
1.8363519,508517.50542335847,0.018507607,0.0485796,0.99221456,4520.619706271515,4520.619706271515,0.01,607.2442,4549.9365,0.33495197,4520.619706271515,4.934495e-06,4114.678,508517.50542335847,100,0.0033758017,1.0698452,452.64,95.34237202028265,93.47146674938983
2.7789125,728349.1502981961,0.027682142,0.27691558,1.0038646,4392.9142006608445,4392.9142006608445,0.01,735.3652,4495.6406,0.2299172,4392.9142006608445,2.747876e-05,4019.286,728349.1502981961,100,0.0022903206,1.2814116,439.96,78.61389558577076,78.03893477318438
2.8711004,876270.2961353271,0.02606142,0.3189624,1.1016669,4498.245999115124,4498.245999115124,0.010000002,649.87494,4595.706,0.095384404,4498.245999115124,2.628082e-05,4121.2773,876270.2961353271,100,0.0008658189,1.2710692,450.42,79.35373791203503,78.67392462612665
2.4775672,802543.3441163291,0.026365634,0.24702604,0.93969566,4406.614559408826,4406.614559408826,0.01,684.9914,4507.7427,0.015574678,4406.614559408826,2.7974884e-05,4038.5073,802543.3441163291,100,0.00016574172,1.2433947,441.28,78.31152041896031,80.42498282176697
2.467398,683974.3830406767,0.02541424,0.3044068,0.97087216,4467.96397124945,4467.96397124945,0.010000002,534.098,4632.2104,0.049398527,4467.96397124945,3.229462e-05,4157.43,683974.3830406767,100,0.0005088057,1.2729545,447.39,75.77382159485636,78.55740549352538
5.4050727,340599.5287632562,0.055877324,0.7594394,0.96731055,4496.948908670673,4496.948908670673,0.009999999,621.60657,4623.3613,0.046498574,4496.948908670673,8.1163584e-05,4117.165,340599.5287632562,100,0.00048069953,1.4469904,450.33,55.44714671664408,69.1089602401008
2.6819878,680976.6009062781,0.02761665,0.52694565,0.97114885,4478.542214566986,4478.542214566986,0.01,524.5667,4655.397,0.00016032586,4478.542214566986,5.5872e-05,4154.954,680976.6009062781,100,1.6508886e-06,1.4142832,448.46,64.38599747692328,70.70719858879065
3.2506304,520512.26155329956,0.034195,0.71164674,0.95061576,4451.973342500004,4451.973342500004,0.01,618.4001,4638.8,0.039199542,4451.973342500004,7.875069e-05,4113.974,520512.26155329956,100,0.00041235948,1.5554553,445.79,56.191408943953164,64.28985664968208
2.1899898,761818.8267103499,0.020726884,0.2260314,1.0565939,4403.951450575222,4403.951450575222,0.01,737.78357,4499.343,0.05972265,4403.951450575222,2.0246622e-05,4036.5928,761818.8267103499,100,0.00056523754,1.2092623,440.99,83.30266508347867,82.69504803171364
2.604301,742003.3659889525,0.025924511,0.38212848,1.004571,4488.6419756347095,4488.6419756347095,0.01,592.7903,4631.5312,0.02033105,4488.6419756347095,3.786589e-05,4146.24,742003.3659889525,100,0.0002023854,1.3299406,449.42,72.73401995105316,75.19133049787789
5.600047,319715.1536686407,0.05205499,0.51406354,1.0757945,4655.704264552238,4655.704264552238,0.01,453.7039,4742.1997,0.40196806,4655.704264552238,4.441791e-05,4281.7754,319715.1536686407,100,0.0037364764,1.1971353,466.06,69.45712659278054,83.53274484259033
3.269995,644813.0239519916,0.03539645,0.3094893,0.92382,4421.802402975818,4421.802402975818,0.01,735.2772,4515.7734,0.050991558,4421.802402975818,3.6263595e-05,4036.4978,644813.0239519916,100,0.0005519642,1.2971723,442.82,73.58299528504931,77.09076071523425
2.1137817,514445.8219477137,0.020908644,0.131847,1.0109606,4480.046854976279,4480.046854976279,0.010000002,661.30865,4535.909,0.31484097,4480.046854976279,1.29003565e-05,4088.8801,514445.8219477137,100,0.0031142754,1.1284915,448.64,88.6750027663891,88.61386917809833
2.9345372,295621.2822516343,0.028271785,0.40037295,1.0379738,4527.850131124694,4527.850131124694,0.009999999,556.15564,4638.268,0.0075997594,4527.850131124694,3.7161386e-05,4139.7075,295621.2822516343,100,7.3217256e-05,1.4036645,453.42,73.10488973814611,71.2420967811658
2.891653,1010636.0066138495,0.031122534,0.4161828,0.9291188,4438.237135149756,4438.237135149756,0.01,696.9417,4591.8286,0.027398882,4438.237135149756,4.8210495e-05,4094.058,1010636.0066138495,100,0.00029489104,1.3992165,444.4,67.69180216986382,71.46856663172731
15.459203,599633.0216617503,0.14655134,2.3591855,1.0548661,4416.118123076891,4416.118123076891,0.010000003,847.2481,4577.689,0.0827058,4416.118123076891,0.00021201541,4074.9006,599633.0216617503,100,0.00078404084,1.4275728,442.28,32.26896924775536,70.0489647525095
2.9826624,328041.4914646599,0.028845632,0.18630087,1.0340084,4460.349293100075,4460.349293100075,0.01,576.7814,4519.92,0.33747715,4460.349293100075,1.7424762e-05,4069.2266,328041.4914646599,100,0.003263776,1.1470691,446.76,85.28746820178928,87.17870640873977
5.6332865,348275.2259760365,0.054820042,0.3885204,1.0275961,4492.844914200415,4492.844914200415,0.01,631.2454,4557.4565,0.17535585,4492.844914200415,3.6793313e-05,4101.6235,348275.2259760365,100,0.0017064667,1.1733806,449.97,73.30013341842142,85.22383859441656
10.02541,766177.4776231904,0.09489583,1.3297179,1.0564647,4485.8882888148455,4485.8882888148455,0.01,680.94763,4646.1084,0.097911164,4485.8882888148455,0.00011913783,4143.344,766177.4776231904,100,0.0009267812,1.4274329,449.16,45.882828420603445,70.05583265652957
1.9377719,499228.5634255866,0.02051413,0.095748276,0.9446035,4506.4399713735,4506.4399713735,0.01,616.44946,4554.5034,0.4571039,4506.4399713735,1.0730795e-05,4111.154,499228.5634255866,100,0.004839109,1.1099925,451.31,90.3967325242833,90.09069847664534
2.2663617,339421.7764971235,0.023441294,0.11765694,0.9668245,4557.060675773758,4557.060675773758,0.01,576.5657,4597.048,0.36490694,4557.060675773758,1.2587002e-05,4153.6885,339421.7764971235,100,0.0037742832,1.1100425,456.33,88.91961075198807,90.08664465639022
2.8679225,682187.7682882897,0.034034688,0.6982458,0.84264696,4466.7291068176355,4466.7291068176355,0.010000002,567.7925,4717.693,0.00019374654,4466.7291068176355,9.833701e-05,4160.6562,682187.7682882897,100,2.2992613e-06,1.752247,447.3,50.67044960524488,57.069580587353634
2.5496218,347946.5442233307,0.026662096,0.3905921,0.95627207,4493.583773206935,4493.583773206935,0.01,592.29584,4631.7866,0.009440238,4493.583773206935,4.2713044e-05,4151.7896,347946.5442233307,100,9.871916e-05,1.3010815,449.97,70.2810241419536,76.85913377751663
1.5162486,292776.74507080537,0.01494148,0.021680703,1.0147914,4521.945162000982,4521.945162000982,0.010000002,537.699,4534.2236,0.5570855,4521.945162000982,2.1053281e-06,4107.4185,292776.74507080537,100,0.0054896553,1.0286943,452.85,97.95827464443597,97.21061224688454
2.0187604,488928.6747050702,0.020085387,0.054419648,1.0050892,4477.556151546198,4477.556151546198,0.009999999,650.5967,4518.0723,0.61072236,4477.556151546198,5.386994e-06,4079.3416,488928.6747050702,100,0.0060763005,1.0869833,448.45,94.93690119571356,91.99773158898331
1.7440372,679373.2173003623,0.016948152,0.11402143,1.0290427,4420.332300552831,4420.332300552831,0.010000002,644.9187,4481.846,0.17830285,4420.332300552831,1.0767619e-05,4030.1775,679373.2173003623,100,0.0017327061,1.1520386,442.75,90.36691083947011,86.80264900662252
1.779984,286996.50010705076,0.01776086,0.118120596,1.0021948,4580.327535810957,4580.327535810957,0.010000002,506.28,4626.8936,0.22036721,4580.327535810957,1.1760381e-05,4181.8887,286996.50010705076,100,0.002198846,1.118295,458.63,89.571394686605,89.42184672790717
94.86474,685953.718409306,0.49939188,88.55492,1.8996052,4399.800563275727,4399.800563275727,0.01,1357.706,4738.7573,0.061507605,4399.800563275727,0.0024540648,4171.692,685953.718409306,100,0.00032379152,1.8159044,440.6,3.9533126922985278,55.06897894099026
3.9961247,408683.46335355524,0.039784804,0.24687344,1.004435,4578.225270782863,4578.225270782863,0.009999998,558.77734,4651.635,0.3571576,4578.225270782863,2.4469817e-05,4196.258,408683.46335355524,100,0.003555806,1.1710334,458.33,80.49903325983767,85.39466210067044
1.5752517,268267.7471817185,0.015796905,0.11439679,0.9971901,4541.132254666298,4541.132254666298,0.009999998,496.94284,4595.375,0.20790952,4541.132254666298,1.15042385e-05,4148.046,268267.7471817185,100,0.0020849537,1.1300079,454.77,89.77532565696895,88.49495943378302
2.9061284,474509.6796860779,0.0313872,0.27483708,0.92589605,4407.180526158722,4407.180526158722,0.01,715.85815,4522.051,0.102012664,4407.180526158722,3.2059063e-05,4039.7852,474509.6796860779,100,0.0011017723,1.3134104,441.39,75.90798568355962,76.13766412817212
2.7236943,379420.4729847212,0.028487116,0.11261575,0.9561144,4501.1992304466185,4501.1992304466185,0.010000002,612.30884,4548.8174,0.42641953,4501.1992304466185,1.231911e-05,4104.125,379420.4729847212,100,0.0044599213,1.116727,450.73,89.12978944414938,89.54740101315305
1.5583096,366182.52024174604,0.01581376,0.039823923,0.9854137,4555.94656117353,4555.94656117353,0.010000002,580.9778,4577.453,0.6481576,4555.94656117353,4.1011617e-06,4146.8667,366182.52024174604,100,0.006577518,1.0470039,456.14,96.09824788043825,95.51063116360703
2.5303555,572794.7809173111,0.025590416,0.3640602,0.9887903,4499.258617586143,4499.258617586143,0.01,535.8711,4632.08,0.017433573,4499.258617586143,3.723615e-05,4137.7236,572794.7809173111,100,0.00017631214,1.3800912,450.57,73.06534724779956,72.45898002978998
6.123351,832923.8656514169,0.05467217,1.0691048,1.1200124,4411.360757689636,4411.360757689636,0.01,749.11505,4572.155,0.29538321,4411.360757689636,8.522648e-05,4066.371,832923.8656514169,100,0.002637321,1.4446299,441.75,54.23752176864041,69.22188130908664
4.3622203,337107.82190007594,0.040349007,0.3198405,1.081122,4542.612032138548,4542.612032138548,0.01,586.85364,4624.3584,0.037169646,4542.612032138548,2.736427e-05,4162.1064,337107.82190007594,100,0.0003438062,1.2066617,454.85,78.68399783024275,82.87326920242334
8.618036,312751.94120378746,0.07801077,0.90658194,1.1047239,4520.557300162871,4520.557300162871,0.01,604.6851,4609.9214,0.5503589,4520.557300162871,7.428473e-05,4141.006,312751.94120378746,100,0.0049818684,1.2416991,452.69,57.62297696831659,80.53480914739231
2.07718,748452.1455702862,0.021732006,0.10484403,0.955816,4520.66862532667,4520.66862532667,0.01,728.43964,4591.178,0.20255095,4520.66862532667,1.1476122e-05,4143.1978,748452.1455702862,100,0.0021191416,1.133301,452.61,89.79774358958856,88.23780995912618
1.7495224,282862.16662974225,0.01756042,0.08178938,0.9962873,4546.476213286019,4546.476213286019,0.01,529.5247,4576.1104,0.33000606,4546.476213286019,8.240009e-06,4138.498,282862.16662974225,100,0.0033123584,1.0814503,455.28,92.45765999303322,92.46841580389827
2.6306615,953250.4991456718,0.026121715,0.34335336,1.0070784,4436.643230847075,4436.643230847075,0.01,722.6666,4555.8555,0.05099941,4436.643230847075,3.3854365e-05,4077.0479,953250.4991456718,100,0.00050640956,1.294641,444.21,74.89749040121015,77.24148904314787
2.159287,548401.1184275084,0.021732084,0.24468572,0.99359405,4467.106071061474,4467.106071061474,0.010000002,608.3602,4555.509,0.08551958,4467.106071061474,2.4785097e-05,4085.8445,548401.1184275084,100,0.00086070946,1.2456685,447.36,80.29725121423522,80.27817798587003
6.7768617,738023.4372802536,0.0551628,1.6339902,1.2285203,4415.785477665375,4415.785477665375,0.01,514.4212,4711.0815,0.0059908,4415.785477665375,0.00010826418,4145.551,738023.4372802536,100,4.8764356e-05,1.8060899,442.22,48.26685372237245,55.36823012716345
3.547195,739953.1931095489,0.03362398,0.25672317,1.0549599,4286.190444671649,4286.190444671649,0.01,758.4198,4375.554,0.6441995,4286.190444671649,2.3067105e-05,3917.8628,739953.1931095489,100,0.0061063883,1.1829674,429.42,81.40907736630665,84.5331815044163
2.4222288,478772.33212513244,0.023467494,0.1961042,1.0321634,4564.281613966307,4564.281613966307,0.01,515.30524,4656.221,0.12195178,4564.281613966307,1.8407294e-05,4192.274,478772.33212513244,100,0.0011815162,1.2155248,457.02,84.5857570987412,82.2689924573589
2.9906464,733118.6184066116,0.029163038,0.17081292,1.0254921,4399.041692796094,4399.041692796094,0.010000002,813.2037,4461.246,0.17763227,4399.041692796094,1.6242624e-05,4011.4028,733118.6184066116,100,0.0017321663,1.1427462,440.53,86.14732688016113,87.50849411384252
1.9242302,215325.5324034936,0.018985335,0.11285686,1.013535,4697.70602854969,4697.70602854969,0.01,410.64233,4743.6016,0.20444822,4697.70602854969,1.0986273e-05,4297.843,215325.5324034936,100,0.0020171797,1.1220864,470.29,90.1905024099741,89.11969656454022
3.1062677,733431.5544270681,0.030808844,0.34697238,1.008239,4476.01833297465,4476.01833297465,0.01,700.84216,4567.638,0.021827118,4476.01833297465,3.4132485e-05,4083.493,733431.5544270681,100,0.00021648755,1.323668,448.16,74.74334620515623,75.54764470179936
2.9415665,312437.04258906335,0.030151214,0.20623991,0.97560465,4527.98266818536,4527.98266818536,0.010000002,536.63776,4614.0063,0.111788176,4527.98266818536,2.166831e-05,4149.2017,312437.04258906335,100,0.0011458348,1.2200217,453.43,82.33730208152978,81.96575353976888
3.2638526,390981.3524555539,0.03244489,0.2304743,1.0059681,4610.338831286704,4610.338831286704,0.01,472.19836,4695.4067,0.06880851,4610.338831286704,2.2774771e-05,4230.7285,390981.3524555539,100,0.00068400294,1.2193629,461.59,81.60133684571603,82.01004286249052
4.854767,288059.75019492477,0.047389615,0.25259688,1.0244368,4552.816006505211,4552.816006505211,0.01,539.4585,4586.8325,0.44654545,4552.816006505211,2.4068975e-05,4144.949,288059.75019492477,100,0.0043589356,1.102663,455.9,80.75699165149481,90.68953647470305
5.995227,960259.0097773413,0.055526324,0.61695176,1.0797089,4406.061251342067,4406.061251342067,0.01,964.2079,4474.4175,0.34125242,4406.061251342067,5.2922194e-05,4011.6252,960259.0097773413,100,0.0031605964,1.2094823,441.17,65.61981573894566,82.68000200672726
4.5645876,678209.0952784488,0.04342042,0.56131977,1.0512537,4524.909766181057,4524.909766181057,0.01,550.36206,4662.3623,0.0014688235,4524.909766181057,5.0791994e-05,4167.6772,678209.0952784488,100,1.3972113e-05,1.3819269,453.09,66.54064704807695,72.36272802894092
2.5903115,949454.6484821809,0.026312016,0.1604694,0.9844595,4355.050367794618,4355.050367794618,0.010000002,865.1776,4432.9316,0.09796361,4355.050367794618,1.6557564e-05,3977.5774,949454.6484821809,100,0.0009951004,1.1709172,436.16,85.9165654650011,85.40313865347093
2.8779798,945307.2351646641,0.02994918,0.36477038,0.9609544,4415.893440587213,4415.893440587213,0.010000002,743.698,4533.469,0.010502666,4415.893440587213,3.9501534e-05,4052.2886,945307.2351646641,100,0.00010929411,1.3075045,442.16,71.88734314906962,76.48157030775401
4.534334,394327.0718785822,0.045106657,0.27504444,1.0052472,4615.673855007629,4615.673855007629,0.01,543.6639,4678.581,0.2806932,4615.673855007629,2.7218055e-05,4226.2144,394327.0718785822,100,0.0027922802,1.1556034,462.09,78.77374315337642,86.53487800168023
1.9023737,522961.6334904779,0.019280542,0.251617,0.9866806,4534.997978758215,4534.997978758215,0.010000002,563.1392,4641.5503,0.06869688,4534.997978758215,2.5845617e-05,4179.001,522961.6334904779,100,0.0006962423,1.2082129,454.07,79.62596822901628,82.76687323338882
3.1090536,802800.0685445033,0.029665213,0.22588229,1.048047,4420.551159857533,4420.551159857533,0.009999999,794.9005,4501.621,0.4571743,4420.551159857533,2.0564625e-05,4045.7156,802800.0685445033,100,0.0043621548,1.1737531,442.72,83.08480659158784,85.19679001600117
2.561779,666907.8926188751,0.028215894,0.2621291,0.90792054,4475.232834480439,4475.232834480439,0.010000002,676.6984,4570.1396,0.025265893,4475.232834480439,3.1799445e-05,4095.3303,666907.8926188751,100,0.00027828309,1.2731094,448.13,76.05635469590058,78.5478429186967
2.3540242,506853.6829271744,0.022293959,0.11076334,1.0559022,4512.917468792391,4512.917468792391,0.01,639.4656,4550.4795,0.23549864,4512.917468792391,9.93456e-06,4106.2173,506853.6829271744,100,0.002230307,1.1145684,451.92,91.04546470423018,89.72083206724682
14.917641,686944.938226758,0.12646101,3.2334218,1.1796237,4449.113410290684,4449.113410290684,0.009999999,857.0793,4604.2593,0.044278666,4449.113410290684,0.00023236753,4090.3403,686944.938226758,100,0.00037536264,1.4914778,445.58,30.29900285891607,67.04759322740507
2.5521932,241407.88379839997,0.026372582,0.09544438,0.9677449,4626.411636298604,4626.411636298604,0.010000002,463.66367,4661.3545,0.38731357,4626.411636298604,1.0191275e-05,4223.252,241407.88379839997,100,0.004002228,1.083873,463.22,90.83529321438519,92.26172891755624
4.727554,356369.2474980544,0.047881693,0.45143417,0.9873406,4469.86276285624,4469.86276285624,0.01,638.23694,4572.3784,0.005214625,4469.86276285624,4.6308473e-05,4091.7605,356369.2474980544,100,5.2814852e-05,1.3044473,447.63,68.56576412292677,76.66082065181284
2.42545,387438.91882478236,0.024815988,0.113328874,0.97737396,4538.9433071268695,4538.9433071268695,0.01,591.2529,4579.158,0.34459513,4538.9433071268695,1.1863669e-05,4137.524,387438.91882478236,100,0.0035257244,1.1014208,454.49,89.4894327177043,90.79182417621429
1.9256781,326320.8470310631,0.019210262,0.1923058,1.0024216,4575.096643297171,4575.096643297171,0.009999999,500.70062,4658.3667,0.15685153,4575.096643297171,1.9137782e-05,4196.279,326320.8470310631,100,0.0015647262,1.2058039,458.08,84.0714882099262,82.9322267013715
3.3280852,721087.1952970402,0.032176845,0.4061801,1.0343106,4481.346444904242,4481.346444904242,0.01,542.3892,4661.4824,0.05151448,4481.346444904242,3.7967915e-05,4169.7974,721087.1952970402,100,0.0004980562,1.3652153,448.72,72.68063644797708,73.24851976763355
1.9357057,306849.6652261904,0.019541444,0.12049678,0.9905643,4560.624289216544,4560.624289216544,0.01,526.13995,4619.9,0.10339123,4560.624289216544,1.2280332e-05,4170.793,306849.6652261904,100,0.0010437609,1.1390091,456.66,89.16034076542613,87.79560972132984
1.9316565,255161.0553625831,0.019512407,0.11783121,0.9899632,4597.447979298353,4597.447979298353,0.01,510.1854,4648.6094,0.09729569,4597.447979298353,1.2023262e-05,4203.9287,255161.0553625831,100,0.0009828213,1.1166682,460.33,89.36309761911328,89.55211388734332
1.7363712,309383.312798538,0.016579337,0.08598369,1.0473104,4541.127125671488,4541.127125671488,0.010000002,537.14954,4580.4595,0.326091,4541.127125671488,7.839083e-06,4141.569,309383.312798538,100,0.0031136042,1.0877757,454.7,92.79819511172178,91.9307163544595
2.2621229,477724.4262267539,0.022172973,0.31818947,1.0202163,4551.571586563691,4551.571586563691,0.01,582.10187,4635.2817,0.020090263,4551.571586563691,3.0570412e-05,4162.228,477724.4262267539,100,0.00019692161,1.2637116,455.7,76.76676017160386,79.1319809361216
7.3757534,771635.8112626749,0.07382554,1.2157532,0.9990789,4435.2186985138105,4435.2186985138105,0.01,620.7029,4689.8867,0.0006460269,4435.2186985138105,0.00012179961,4140.137,771635.8112626749,100,6.4662254e-06,1.7066957,444.09,45.33468752998886,58.59275406566034
3.238945,495593.6574578496,0.036336,0.43187228,0.89138734,4465.564216510746,4465.564216510746,0.01,609.7979,4615.1904,0.0024626907,4465.564216510746,5.4352866e-05,4108.8545,495593.6574578496,100,2.7627617e-05,1.4477841,447.24,65.01555410013924,69.07107374268345
3.9836342,740060.3658599439,0.03544476,0.46718177,1.1238993,4396.327802403324,4396.327802403324,0.010000002,811.0227,4533.4517,0.031141737,4396.327802403324,3.698546e-05,4043.2834,740060.3658599439,100,0.00027708654,1.3568057,440.33,73.19807565042778,73.70252152773867
