VanillaAvgRet,AvgDiscRet,ESSClassic,VarNormIw,MaxVanillaIw,eRenyi2,BatchSize,VarRet,MaxNormIw,EpsThisIter,VarVanillaIw,J,AvgEpLen,Bound,VarDiscRet,AvgNormIw,AvgVanillaIw,VarJ,MinVanillaIw,AvgRet,MinNormIw,ESSRenyi,IterType
111.84176680219848,111.84176680219848,1.7048229401654607,0.0058239535,61.33199,42.235065,100,38126.43863718084,0.75785434,100,38.143494,1458.1987,12.19,452.0869,38126.43863718084,0.01,0.8092847,3178.2732,,111.84176680219848,,2.367700840767548,1
111.84176680219848,264.3721266510679,nan,nan,inf,nan,200,38126.43863718084,nan,100,nan,nan,12.19,nan,73794.19979584016,nan,inf,nan,0.016304705,111.84176680219848,nan,nan,
113.93995712395714,113.93995712395714,31.43467496961493,0.0001347337,28.19031,4.073323,200,33497.64896205142,0.13306175,100,6.0474105,323.3353,12.4,102.397964,33497.64896205142,0.005,1.0592942,1093.8605,0.00030552174,113.93995712395714,1.4421004e-06,49.099963628390555,1
356.8844993401966,356.8844993401966,100.0,3.5044917e-18,1.0,1.0,200,369730.82382105343,0.01,100,,356.8845,36.69,-63.923615,369730.82382105343,0.009999998,1.0,605.0071,1.0,356.8844993401966,0.01,200.0,2
335.1333445254749,335.1333445254749,1.8031788327328901,0.0027616885,243.55975,41.972866,200,357014.4713274306,0.7370341,100,301.58575,3945.8823,34.515,2018.1125,357014.4713274306,0.0049999994,1.6522964,11645.467,3.4453453e-19,335.1333445254749,1.042593e-21,4.76498316131105,1
2097.9467153194787,2097.9467153194787,100.0,3.5044917e-18,1.0,1.0,200,4413562.407803563,0.01,100,,2097.9465,210.52,1677.136,4413562.407803563,0.009999998,1.0,2090.3174,1.0,2097.9467153194787,0.01,200.0,2
2217.2240968674873,2217.2240968674873,33.96845907869315,0.00012280942,13.84103,6.824735,200,4444646.624490256,0.07066886,100,4.7109914,4727.925,222.44,3950.5784,4444646.624490256,0.005,0.9792878,1106.8735,3.0908887e-25,2217.2240968674873,1.5781309e-27,29.305166453368372,1
4688.806471881425,4688.806471881425,100.0,3.5044917e-18,1.0,1.0,200,1130916.4753984,0.01,100,,4688.8066,468.99,4267.996,1130916.4753984,0.009999998,1.0,1058.115,1.0,4688.806471881425,0.01,200.0,2
4646.09539706501,4646.09539706501,134.04643772267505,1.2362319e-05,3.0253782,1.5424546,200,1185123.434001758,0.01512133,100,0.49485657,4949.8447,464.74,4580.291,1185123.434001758,0.005,1.0003678,178.32225,0.0052887104,4646.09539706501,2.6433829e-05,129.66345975866693,1
4969.205571749493,4969.205571749493,100.0,3.5044917e-18,1.0,1.0,200,36193.51809460687,0.01,100,,4969.2056,496.96,4548.395,36193.51809460687,0.009999998,1.0,189.29231,1.0,4969.205571749493,0.01,200.0,2
4935.63351602975,4935.63351602975,180.82556238525402,2.664281e-06,1.4974151,1.0922638,200,254772.48919277595,0.007587156,100,0.10377828,4970.0117,493.6,4659.03,254772.48919277595,0.005,0.98680925,278.6662,0.11649126,4935.63351602975,0.00059024204,183.10594633188734,1
4972.8909122561045,4972.8909122561045,100.0,3.5044917e-18,1.0,1.0,200,44098.06502634303,0.01,100,,4972.8906,497.32,4552.08,44098.06502634303,0.009999998,1.0,208.9428,1.0,4972.8909122561045,0.01,200.0,2
4986.411653243882,4986.411653243882,196.282453617553,4.7587235e-07,1.1485221,1.0187465,200,22121.968968589925,0.0057689855,100,0.018861242,4995.834,498.66,4695.5,22121.968968589925,0.005,0.99542814,41.256855,0.23408005,4986.411653243882,0.0011757757,196.3196937934311,1
4986.89895944768,4986.89895944768,100.0,3.5044917e-18,1.0,1.0,200,16920.151799310992,0.01,100,,4986.899,498.71,4566.0884,16920.151799310992,0.009999998,1.0,129.42548,1.0,4986.89895944768,0.01,200.0,2
4977.107995639605,4977.107995639605,193.38947073954444,8.588571e-07,1.2636864,1.030193,200,61406.5359736336,0.0063658175,100,0.033844743,4993.777,497.73,4691.7603,61406.5359736336,0.005,0.99255633,61.655773,0.19737776,4977.107995639605,0.00099429,194.13838531755513,1
4999.91889764765,4999.91889764765,100.0,3.5044917e-18,1.0,1.0,200,0.0060772165823897205,0.01,100,,4999.919,500.0,4579.1084,0.0060772165823897205,0.009999998,1.0,0.07757515,1.0,4999.91889764765,0.01,200.0,2
4981.263182610424,4981.263182610424,195.20808603382832,6.167807e-07,1.2404943,1.0266087,200,69597.44206876414,0.0061243083,100,0.025304995,4991.623,498.14,4690.1323,69597.44206876414,0.005,1.0127628,117.37372,0.35944742,4981.263182610424,0.0017745885,194.81619328230113,1
4999.934927579584,4999.934927579584,100.0,3.5044917e-18,1.0,1.0,200,0.0037318229654707737,0.01,100,,4999.935,500.0,4579.1245,0.0037318229654707737,0.009999998,1.0,0.060779817,1.0,4999.934927579584,0.01,200.0,2
4999.925469000713,4999.925469000713,200.00000010221265,2.179301e-19,1.0,1.0,200,0.00796001224032269,0.005,100,,4999.926,500.0,4702.3677,0.00796001224032269,0.0049999994,1.0,0.08900103,1.0,4999.925469000713,0.005,200.0,1
4999.931140067804,4999.931140067804,100.0,3.5044917e-18,1.0,1.0,200,0.014213853381657853,0.01,100,,4999.931,500.0,4579.1206,0.014213853381657853,0.009999998,1.0,0.11860164,1.0,4999.931140067804,0.01,200.0,2
4999.927907294462,4999.927907294462,199.99997322367838,2.2838717e-12,1.000662,1.0,200,0.011302213223763116,0.00500322,100,9.135896e-08,4999.928,500.0,4702.37,0.011302213223763116,0.005,1.000018,0.10593808,0.99837554,4999.927907294462,0.004991788,200.0,1
4963.228841778971,4963.228841778971,100.0,3.5044917e-18,1.0,1.0,200,134687.26746336796,0.01,100,,4963.2285,496.34,4542.418,134687.26746336796,0.009999998,1.0,365.15805,1.0,4963.228841778971,0.01,200.0,2
4981.5746896425535,4981.5746896425535,194.71786224551852,6.8158687e-07,1.2112483,1.0235217,200,67343.48837049857,0.0060891532,100,0.026969556,4996.2207,498.17,4695.1836,67343.48837049857,0.005,0.99459505,52.50596,0.20092309,4981.5746896425535,0.0010100749,195.4037784177401,1
4999.939973190522,4999.939973190522,100.0,3.5044917e-18,1.0,1.0,200,0.005065956872124916,0.01,100,,4999.9404,500.0,4579.13,0.005065956872124916,0.009999998,1.0,0.07082135,1.0,4999.939973190522,0.01,200.0,2
4999.933014653065,4999.933014653065,199.99967834936214,4.3287072e-11,1.0019525,1.0000008,200,0.009051600018733775,0.005009361,100,1.7317628e-06,4999.9336,500.0,4702.3755,0.009051600018733775,0.005,1.0000802,0.09461504,0.9938556,4999.933014653065,0.0049688797,199.9998331071339,1
4999.930105113756,4999.930105113756,100.0,3.5044917e-18,1.0,1.0,200,0.0095346179146198,0.01,100,,4999.9297,500.0,4579.119,0.0095346179146198,0.009999998,1.0,0.09715635,1.0,4999.930105113756,0.01,200.0,2
4999.927202064645,4999.927202064645,199.99986767181457,1.1841365e-11,1.0008675,1.0000012,200,0.010017068919728658,0.005004407,100,4.7364375e-07,4999.9277,500.0,4702.3696,0.010017068919728658,0.005,0.9999861,0.09967451,0.9966087,4999.927202064645,0.0049831127,199.99976158170512,1
4999.916063288064,4999.916063288064,100.0,3.5044917e-18,1.0,1.0,200,0.006902917168652393,0.01,100,,4999.9155,500.0,4579.105,0.006902917168652393,0.009999998,1.0,0.08267323,1.0,4999.916063288064,0.01,200.0,2
4999.922175394279,4999.922175394279,200.00000010221265,2.179301e-19,1.0,1.0,200,0.007039081037305438,0.005,100,,4999.9224,500.0,4702.3643,0.007039081037305438,0.0049999994,1.0,0.083683506,1.0,4999.922175394279,0.005,200.0,1
4999.937025519686,4999.937025519686,100.0,3.5044917e-18,1.0,1.0,200,0.008195950232945191,0.01,100,,4999.9365,500.0,4579.126,0.008195950232945191,0.009999998,1.0,0.090079404,1.0,4999.937025519686,0.01,200.0,2
4999.931335369395,4999.931335369395,200.00000010221265,2.179301e-19,1.0,1.0,200,0.006562333937796939,0.005,100,,4999.9316,500.0,4702.3735,0.006562333937796939,0.0049999994,1.0,0.08079511,1.0,4999.931335369395,0.005,200.0,1
4952.430026360533,4952.430026360533,100.0,3.5044917e-18,1.0,1.0,200,225637.8895393867,0.01,100,,4952.4297,495.26,4531.619,225637.8895393867,0.009999998,1.0,472.63248,1.0,4952.430026360533,0.01,200.0,2
4976.170466252196,4976.170466252196,192.6454870799532,9.592044e-07,1.2821636,1.0345109,200,112818.46158045816,0.006619132,100,0.03599117,4993.134,497.63,4690.485,112818.46158045816,0.005000001,0.9685285,96.11308,0.27682096,4976.170466252196,0.00142908,193.32808333984397,1
4999.911199040414,4999.911199040414,100.0,3.5044917e-18,1.0,1.0,200,0.01574665420538767,0.01,100,,4999.911,500.0,4579.1006,0.01574665420538767,0.009999998,1.0,0.12485814,1.0,4999.911199040414,0.01,200.0,2
4994.415398979272,4994.415398979272,198.0712964152169,2.4465626e-07,1.0900403,1.0075485,200,6049.637368625149,0.0054484573,100,0.009792518,4997.6396,499.455,4698.961,6049.637368625149,0.005,1.0003201,32.185444,0.41374677,4994.415398979272,0.0020680719,198.50162016268712,1
4999.919685688958,4999.919685688958,100.0,3.5044917e-18,1.0,1.0,200,0.014192015081034876,0.01,100,,4999.9194,500.0,4579.109,0.014192015081034876,0.009999998,1.0,0.11851911,1.0,4999.919685688958,0.01,200.0,2
4999.930331054277,4999.930331054277,199.9999588363653,7.54814e-13,1.0004731,1.0,200,0.009141510638952164,0.0050022625,100,3.019383e-08,4999.9307,500.0,4702.3726,0.009141510638952164,0.005,1.0000206,0.095333345,0.9993792,4999.930331054277,0.0049967933,200.0,1
4999.931455172866,4999.931455172866,100.0,3.5044917e-18,1.0,1.0,200,0.006398131515104274,0.01,100,,4999.931,500.0,4579.1206,0.006398131515104274,0.009999998,1.0,0.079583734,1.0,4999.931455172866,0.01,200.0,2
