EpThisIter,EpLenMean,optimgain,meankl,entropy,ev_tdlam_before,Var_J,surrgain,SampleRenyi2,TimeElapsed,DiscEpRewMean,TimestepsSoFar,entloss,J_hat,Step_size,EpisodesSoFar,EpRewMean
100,500.0,0.0200453,0.00920122,2.84376,0.0173451900482,0.8408384323120117,0.0200453,3566.02,71.76767706871033,0.534472723389,50000,,0.43059054017066956,1.0,100,0.877299697977
100,500.0,0.0243049,0.00942168,2.8381,0.594428479671,13.93821907043457,0.0243049,23339.1,138.09572911262512,6.64170777073,100000,,12.656638145446777,1.0,200,9.01049342474
100,500.0,0.0199012,0.00913095,2.81836,0.723853886127,2.0602142810821533,0.0199012,1293.48,205.24172568321228,13.4379447404,150000,,16.17626190185547,1.0,300,19.3236555428
100,500.0,0.0114509,0.00886939,2.79303,0.758955106139,1.472994089126587,0.0114509,10160.8,272.0466229915619,17.1713724891,200000,,18.60251235961914,1.0,400,23.6993225029
100,500.0,0.00676235,0.00896325,2.76636,0.721085846424,0.21089237928390503,0.00676235,13614.0,336.653573513031,20.916132777,250000,,21.809673309326172,1.0,500,27.0942966381
100,500.0,0.00484145,0.0075898,2.74702,0.686479508877,0.8605737090110779,0.00484145,10907.0,401.6559901237488,22.3429604118,300000,,22.507125854492188,1.0,600,27.2820337139
100,500.0,0.00483736,0.0086718,2.69359,0.683511942625,0.3595460057258606,0.00483736,123.807,469.33831000328064,22.5914092476,350000,,21.521066665649414,1.0,700,26.2451551001
100,500.0,0.00344592,0.00735347,2.67487,0.707219749689,0.03376667574048042,0.00344592,354.678,537.0720221996307,23.688525759,400000,,24.359540939331055,1.0,800,26.4987558539
100,500.0,0.00432915,0.00700562,2.61644,0.740894436836,0.22540587186813354,0.00432915,129.688,605.6492867469788,23.6039510422,450000,,23.56763458251953,1.0,900,26.4420358272
100,500.0,0.0033879,0.0065566,2.59668,0.753869280219,0.1602056324481964,0.0033879,2105.2,673.6287133693695,24.3657039263,500000,,24.935829162597656,1.0,1000,26.2690238818
100,500.0,0.00271405,0.0062024,2.58906,0.777472302318,0.03358788415789604,0.00271405,259.43,742.7614099979401,24.5782266127,550000,,23.656200408935547,1.0,1100,26.1352179881
100,500.0,0.0034953,0.00765141,2.56075,0.805618405342,0.02722763642668724,0.0034953,687.587,811.3295238018036,24.4303891685,600000,,24.361799240112305,1.0,1200,25.4838446637
100,500.0,0.0045476,0.00788533,2.54667,0.826326414943,0.07845243811607361,0.0045476,49792.7,878.6734709739685,24.378333855,650000,,24.134136199951172,1.0,1300,23.9686898029
100,500.0,0.0046662,0.00677815,2.54374,0.857108026743,0.09898052364587784,0.0046662,364.937,944.8180391788483,23.975702923,700000,,23.523832321166992,1.0,1400,21.0259704687
100,500.0,0.00579706,0.00747834,2.51342,0.840200424194,0.031938228756189346,0.00579706,127121.0,1003.6487944126129,23.240877878,750000,,23.147199630737305,1.0,1500,17.7832420357
100,500.0,0.00568217,0.00654885,2.50395,0.853285968304,0.10442034155130386,0.00568217,654.034,1065.9766387939453,22.6569042965,800000,,23.009023666381836,1.0,1600,14.8270748942
