ESSRenyi,VarRet,AvgEpLen,MinVanillaIw,Delta,AvgVanillaIw,AvgRet,Bound,J,eRenyi2,BatchSize,VarNormIw,MinNormIw,VarJ,ESSClassic,MaxNormIw,EpsThisIter,VarDiscRet,AvgDiscRet,IterType,AvgNormIw,VanillaAvgRet,MaxVanillaIw,VarVanillaIw
484.40589394,5515.58593712,153.52,0.152134,0.9,1.07694,-111.930090625,-133.156,-126.838,1.03219,500,2.43102e-07,0.000282531,106.353,471.410490879,0.00214126,100,5515.58593712,-111.930090625,1,0.002,-111.930090625,1.15301,0.0704874
500.0,12664.0977094,177.36,1.0,0.9,1.0,-133.538521778,-147.443,-133.539,1.0,500,3.50449e-18,0.01,111.971,100.0,0.01,100,12664.0977094,-133.538521778,2,0.01,-133.538521778,1.0,
500.0,5430.18293295,146.8,1.0,0.9,1.0,-106.71106073,-129.957,-120.125,1.0,500,2.1793e-19,0.005,95.5855,200.000000102,0.005,100,5430.18293295,-106.71106073,2,0.005,-106.71106073,1.0,
500.0,13444.9629866,180.57,1.0,0.9,1.0,-136.029515538,-133.454,-125.426,1.0,500,5.43914e-20,0.00333333,102.879,299.999969474,0.00333333,100,13444.9629866,-136.029515538,2,0.00333333,-136.029515538,1.0,
500.0,9250.28363752,163.39,1.0,0.9,1.0,-120.737242332,-131.206,-124.254,1.0,500,5.4346e-20,0.0025,101.152,400.0,0.0025,100,9250.28363752,-120.737242332,2,0.0025,-120.737242332,1.0,
192.880440821,13820.2647353,187.18,5.67425e-11,0.9,27.367,-141.689235023,-100.978,-90.9658,2.59228,500,0.000897194,4.14679e-15,190.277,2.22370228717,0.474181,100,13820.2647353,-141.689235023,1,0.002,-141.689235023,6488.45,167989.0
500.0,10959.3851193,170.0,1.0,0.9,1.0,-127.210593968,-141.115,-127.211,1.0,500,3.50449e-18,0.01,104.162,100.0,0.01,100,10959.3851193,-127.210593968,2,0.01,-127.210593968,1.0,
500.0,12659.2427223,173.48,1.0,0.9,1.0,-130.246636743,-138.561,-128.729,1.0,500,2.1793e-19,0.005,108.137,200.000000102,0.005,100,12659.2427223,-130.246636743,2,0.005,-130.246636743,1.0,
500.0,9063.40045139,166.21,1.0,0.9,1.0,-123.77143518,-135.104,-127.076,1.0,500,5.43914e-20,0.00333333,103.885,299.999969474,0.00333333,100,9063.40045139,-123.77143518,2,0.00333333,-123.77143518,1.0,
500.0,13310.5256652,181.03,1.0,0.9,1.0,-136.678298718,-136.429,-129.477,1.0,500,5.4346e-20,0.0025,106.797,400.0,0.0025,100,13310.5256652,-136.678298718,2,0.0025,-136.678298718,1.0,
221.777195956,13249.9310787,181.98,0.726194,0.9,2.96778,-137.449287707,-110.298,-100.961,2.25451,500,9.29855e-05,0.000489386,96.5294,20.6610992363,0.0634316,100,13249.9310787,-137.449287707,1,0.002,-137.449287707,94.1254,204.747
500.0,10054.7720752,166.79,1.0,0.9,1.0,-124.305991612,-138.211,-124.306,1.0,500,3.50449e-18,0.01,99.7709,100.0,0.01,100,10054.7720752,-124.305991612,2,0.01,-124.305991612,1.0,
500.0,10696.3152124,172.52,1.0,0.9,1.0,-128.899874422,-136.436,-126.603,1.0,500,2.1793e-19,0.005,101.376,200.000000102,0.005,100,10696.3152124,-128.899874422,2,0.005,-128.899874422,1.0,
500.0,5513.06966595,152.63,1.0,0.9,1.0,-111.489924471,-129.594,-121.565,1.0,500,5.43914e-20,0.00333333,93.3887,299.999969474,0.00333333,100,5513.06966595,-111.489924471,2,0.00333333,-111.489924471,1.0,
500.0,13184.5153203,183.7,1.0,0.9,1.0,-138.332214057,-132.71,-125.757,1.0,500,5.4346e-20,0.0025,99.2822,400.0,0.0025,100,13184.5153203,-138.332214057,2,0.0025,-138.332214057,1.0,
480.137771466,7474.62089864,149.2,0.884207,0.9,1.0687,-109.190782933,-128.541,-122.195,1.04137,500,1.17895e-06,0.00165473,114.732,386.355597782,0.0054077,100,7474.62089864,-109.190782933,1,0.002,-109.190782933,2.88962,0.336628
500.0,12200.7281622,184.77,1.0,0.9,1.0,-138.440862162,-152.346,-138.441,1.0,500,3.50449e-18,0.01,109.903,100.0,0.01,100,12200.7281622,-138.440862162,2,0.01,-138.440862162,1.0,
500.0,12560.9252142,178.43,1.0,0.9,1.0,-134.363317909,-146.234,-136.402,1.0,500,2.1793e-19,0.005,110.73,200.000000102,0.005,100,12560.9252142,-134.363317909,2,0.005,-134.363317909,1.0,
500.0,11787.8305181,173.99,1.0,0.9,1.0,-130.182930635,-142.357,-134.329,1.0,500,5.43914e-20,0.00333333,109.876,299.999969474,0.00333333,100,11787.8305181,-130.182930635,2,0.00333333,-130.182930635,1.0,
500.0,12705.7366068,174.43,1.0,0.9,1.0,-131.088383785,-140.471,-133.519,1.0,500,5.4346e-20,0.0025,110.459,400.0,0.0025,100,12705.7366068,-131.088383785,2,0.0025,-131.088383785,1.0,
459.852592513,11735.5731292,171.83,0.0826058,0.9,1.08383,-128.822440845,-137.452,-130.967,1.0873,500,6.80788e-07,0.000152434,117.553,427.403557963,0.00236774,100,11735.5731292,-128.822440845,1,0.002,-128.822440845,1.28311,0.199927
500.0,11692.1789267,172.87,1.0,0.9,1.0,-129.264876757,-143.169,-129.265,1.0,500,3.50449e-18,0.01,107.588,100.0,0.01,100,11692.1789267,-129.264876757,2,0.01,-129.264876757,1.0,
500.0,7459.90961168,158.78,1.0,0.9,1.0,-116.874075559,-132.902,-123.069,1.0,500,2.1793e-19,0.005,97.5637,200.000000102,0.005,100,7459.90961168,-116.874075559,2,0.005,-116.874075559,1.0,
500.0,12979.1992563,187.55,1.0,0.9,1.0,-140.975487979,-137.066,-129.038,1.0,500,5.43914e-20,0.00333333,103.442,299.999969474,0.00333333,100,12979.1992563,-140.975487979,2,0.00333333,-140.975487979,1.0,
500.0,11667.9731483,175.75,1.0,0.9,1.0,-131.499331147,-136.606,-129.653,1.0,500,5.4346e-20,0.0025,104.47,400.0,0.0025,100,11667.9731483,-131.499331147,2,0.0025,-131.499331147,1.0,
316.401593299,4560.80603989,139.81,0.750732,0.9,1.86695,-100.855729072,-123.609,-115.792,1.58027,500,1.79283e-05,0.000804235,180.023,91.3559750091,0.0169632,100,4560.80603989,-100.855729072,1,0.002,-100.855729072,15.8347,15.6223
500.0,13811.6918536,188.25,1.0,0.9,1.0,-142.635966588,-156.541,-142.636,1.0,500,3.50449e-18,0.01,116.934,100.0,0.01,100,13811.6918536,-142.635966588,2,0.01,-142.635966588,1.0,
500.0,10938.4642337,173.01,1.0,0.9,1.0,-128.779431373,-145.54,-135.708,1.0,500,2.1793e-19,0.005,110.902,200.000000102,0.005,100,10938.4642337,-128.779431373,2,0.005,-128.779431373,1.0,
500.0,10675.8047695,172.18,1.0,0.9,1.0,-128.507576398,-141.336,-133.308,1.0,500,5.43914e-20,0.00333333,108.324,299.999969474,0.00333333,100,10675.8047695,-128.507576398,2,0.00333333,-128.507576398,1.0,
500.0,14276.2129005,182.34,1.0,0.9,1.0,-137.82242467,-141.389,-134.436,1.0,500,5.4346e-20,0.0025,111.075,400.0,0.0025,100,14276.2129005,-137.82242467,2,0.0025,-137.82242467,1.0,
498.719878623,10780.8416524,171.54,0.965998,0.9,1.01312,-128.236501392,-139.408,-133.182,1.00257,500,4.48505e-08,0.00190698,110.076,494.464278902,0.00248119,100,10780.8416524,-128.236501392,1,0.002,-128.236501392,1.25687,0.0115088
500.0,3784.23017539,144.74,1.0,0.9,1.0,-105.05833502,-118.963,-105.058,1.0,500,3.50449e-18,0.01,61.2077,100.0,0.01,100,3784.23017539,-105.05833502,2,0.01,-105.05833502,1.0,
500.0,9266.93071471,163.4,1.0,0.9,1.0,-121.030616128,-122.877,-113.044,1.0,500,2.1793e-19,0.005,80.7719,200.000000102,0.005,100,9266.93071471,-121.030616128,2,0.005,-121.030616128,1.0,
500.0,10873.5625817,169.8,1.0,0.9,1.0,-126.55164263,-125.575,-117.547,1.0,500,5.43914e-20,0.00333333,89.3209,299.999969474,0.00333333,100,10873.5625817,-126.55164263,2,0.00333333,-126.55164263,1.0,
500.0,10087.123635,169.14,1.0,0.9,1.0,-125.432998477,-126.471,-119.518,1.0,500,5.4346e-20,0.0025,92.1515,400.0,0.0025,100,10087.123635,-125.432998477,2,0.0025,-125.432998477,1.0,
480.77558589,12421.8775112,180.04,0.292094,0.9,1.00303,-135.124793048,-128.625,-122.284,1.03999,500,4.8465e-07,0.000582425,101.882,446.064208502,0.0023412,100,12421.8775112,-135.124793048,1,0.002,-135.124793048,1.17414,0.121897
500.0,7492.34096998,156.89,1.0,0.9,1.0,-115.674825675,-129.579,-115.675,1.0,500,3.50449e-18,0.01,86.1244,100.0,0.01,100,7492.34096998,-115.674825675,2,0.01,-115.674825675,1.0,
500.0,12581.3857029,174.51,1.0,0.9,1.0,-131.754413685,-133.547,-123.715,1.0,500,2.1793e-19,0.005,100.006,200.000000102,0.005,100,12581.3857029,-131.754413685,2,0.005,-131.754413685,1.0,
500.0,9183.77117423,164.38,1.0,0.9,1.0,-121.833869812,-131.116,-123.088,1.0,500,5.43914e-20,0.00333333,98.4827,299.999969474,0.00333333,100,9183.77117423,-121.833869812,2,0.00333333,-121.833869812,1.0,
500.0,5483.28073349,149.46,1.0,0.9,1.0,-107.999641392,-126.268,-119.316,1.0,500,5.4346e-20,0.0025,93.134,400.0,0.0025,100,5483.28073349,-107.999641392,2,0.0025,-107.999641392,1.0,
329.181349846,13002.3257657,187.81,0.755347,0.9,1.35675,-141.962932816,-125.033,-117.369,1.51892,500,6.93327e-06,0.00111346,120.799,183.159920877,0.00980499,100,13002.3257657,-141.962932816,1,0.002,-141.962932816,6.65146,3.19064
500.0,12813.5223061,172.87,1.0,0.9,1.0,-130.238697127,-144.143,-130.239,1.0,500,3.50449e-18,0.01,112.629,100.0,0.01,100,12813.5223061,-130.238697127,2,0.01,-130.238697127,1.0,
500.0,12551.5146128,176.12,1.0,0.9,1.0,-132.939824992,-141.421,-131.589,1.0,500,2.1793e-19,0.005,112.06,200.000000102,0.005,100,12551.5146128,-132.939824992,2,0.005,-132.939824992,1.0,
500.0,15512.1581287,192.37,1.0,0.9,1.0,-146.60000342,-144.621,-136.593,1.0,500,5.43914e-20,0.00333333,116.365,299.999969474,0.00333333,100,15512.1581287,-146.60000342,2,0.00333333,-146.60000342,1.0,
500.0,9269.31189413,164.0,1.0,0.9,1.0,-121.679319016,-139.817,-132.864,1.0,500,5.4346e-20,0.0025,111.765,400.0,0.0025,100,9269.31189413,-121.679319016,2,0.0025,-121.679319016,1.0,
481.675106471,15502.1262762,194.4,0.887976,0.9,1.0803,-148.30214572,-140.376,-134.04,1.03804,500,9.19846e-07,0.00164395,115.987,406.667991754,0.0189567,100,15502.1262762,-148.30214572,1,0.002,-148.30214572,10.2394,0.268374
500.0,10130.8879249,164.82,1.0,0.9,1.0,-122.611091629,-136.516,-122.611,1.0,500,3.50449e-18,0.01,100.148,100.0,0.01,100,10130.8879249,-122.611091629,2,0.01,-122.611091629,1.0,
500.0,10923.1441332,167.02,1.0,0.9,1.0,-124.687427874,-133.481,-123.649,1.0,500,2.1793e-19,0.005,102.092,200.000000102,0.005,100,10923.1441332,-124.687427874,2,0.005,-124.687427874,1.0,
500.0,9859.71655859,170.18,1.0,0.9,1.0,-127.019914635,-132.801,-124.773,1.0,500,5.43914e-20,0.00333333,101.019,299.999969474,0.00333333,100,9859.71655859,-127.019914635,2,0.00333333,-127.019914635,1.0,
500.0,10003.8459518,164.56,1.0,0.9,1.0,-121.923901468,-131.013,-124.061,1.0,500,5.4346e-20,0.0025,100.653,400.0,0.0025,100,10003.8459518,-121.923901468,2,0.0025,-121.923901468,1.0,
414.641088112,14624.0992847,190.78,0.438247,0.9,1.09792,-145.210264661,-132.862,-126.034,1.20586,500,7.07683e-07,0.000798321,106.905,424.966673395,0.00333353,100,14624.0992847,-145.210264661,1,0.002,-145.210264661,1.82998,0.213266
500.0,10826.4450324,170.32,1.0,0.9,1.0,-126.539401248,-140.444,-126.539,1.0,500,3.50449e-18,0.01,103.529,100.0,0.01,100,10826.4450324,-126.539401248,2,0.01,-126.539401248,1.0,
500.0,12738.0289969,175.89,1.0,0.9,1.0,-132.877686429,-139.541,-129.709,1.0,500,2.1793e-19,0.005,108.048,200.000000102,0.005,100,12738.0289969,-132.877686429,2,0.005,-132.877686429,1.0,
500.0,10803.8592611,171.74,1.0,0.9,1.0,-127.900819187,-137.134,-129.106,1.0,500,5.43914e-20,0.00333333,106.532,299.999969474,0.00333333,100,10803.8592611,-127.900819187,2,0.00333333,-127.900819187,1.0,
500.0,14235.3999572,180.38,1.0,0.9,1.0,-136.894535393,-138.005,-131.053,1.0,500,5.4346e-20,0.0025,109.756,400.0,0.0025,100,14235.3999572,-136.894535393,2,0.0025,-136.894535393,1.0,
422.622424913,9992.0528815,169.25,0.807295,0.9,1.07124,-125.60907607,-135.801,-129.037,1.18309,500,1.16168e-06,0.00150722,107.395,387.644718171,0.011555,100,9992.0528815,-125.60907607,1,0.002,-125.60907607,6.1891,0.333273
500.0,11641.1478724,177.33,1.0,0.9,1.0,-133.384160797,-147.288,-133.384,1.0,500,3.50449e-18,0.01,107.353,100.0,0.01,100,11641.1478724,-133.384160797,2,0.01,-133.384160797,1.0,
500.0,14161.3832589,182.44,1.0,0.9,1.0,-138.178063615,-145.613,-135.781,1.0,500,2.1793e-19,0.005,113.04,200.000000102,0.005,100,14161.3832589,-138.178063615,2,0.005,-138.178063615,1.0,
500.0,10011.4272771,164.67,1.0,0.9,1.0,-122.877600726,-139.508,-131.48,1.0,500,5.43914e-20,0.00333333,108.901,299.999969474,0.00333333,100,10011.4272771,-122.877600726,2,0.00333333,-122.877600726,1.0,
500.0,10145.2807205,165.64,1.0,0.9,1.0,-122.755857152,-136.251,-129.299,1.0,500,5.4346e-20,0.0025,106.863,400.0,0.0025,100,10145.2807205,-122.755857152,2,0.0025,-122.755857152,1.0,
122.110422909,10055.0996456,167.36,3.14833e-07,0.9,1.07764,-124.628587382,-127.024,-114.441,4.09465,500,1.1517e-05,5.84301e-10,159.736,129.082420269,0.0148925,100,10055.0996456,-124.628587382,1,0.002,-124.628587382,8.02437,3.34369
500.0,13957.4126441,185.97,1.0,0.9,1.0,-140.341523537,-154.246,-140.342,1.0,500,3.50449e-18,0.01,117.549,100.0,0.01,100,13957.4126441,-140.341523537,2,0.01,-140.341523537,1.0,
500.0,14139.327172,184.7,1.0,0.9,1.0,-139.986716506,-149.996,-140.164,1.0,500,2.1793e-19,0.005,117.932,200.000000102,0.005,100,14139.327172,-139.986716506,2,0.005,-139.986716506,1.0,
500.0,11762.256287,173.33,1.0,0.9,1.0,-129.796767611,-144.736,-136.708,1.0,500,5.43914e-20,0.00333333,114.793,299.999969474,0.00333333,100,11762.256287,-129.796767611,2,0.00333333,-129.796767611,1.0,
500.0,8373.86972881,156.02,1.0,0.9,1.0,-114.354959521,-138.072,-131.12,1.0,500,5.4346e-20,0.0025,109.769,400.0,0.0025,100,8373.86972881,-114.354959521,2,0.0025,-114.354959521,1.0,
366.229487527,7473.92216668,156.37,0.771331,0.9,1.15281,-114.704857452,-132.049,-124.783,1.36526,500,3.99195e-06,0.00133817,109.056,250.502208713,0.042313,100,7473.92216668,-114.704857452,1,0.002,-114.704857452,24.3895,1.3263
500.0,13181.6799504,183.42,1.0,0.9,1.0,-138.92600413,-152.831,-138.926,1.0,500,3.50449e-18,0.01,114.236,100.0,0.01,100,13181.6799504,-138.92600413,2,0.01,-138.92600413,1.0,
500.0,13384.4191654,179.63,1.0,0.9,1.0,-135.81206255,-147.201,-137.369,1.0,500,2.1793e-19,0.005,114.685,200.000000102,0.005,100,13384.4191654,-135.81206255,2,0.005,-135.81206255,1.0,
500.0,12353.7394847,181.49,1.0,0.9,1.0,-136.602220144,-145.141,-137.113,1.0,500,5.43914e-20,0.00333333,113.337,299.999969474,0.00333333,100,12353.7394847,-136.602220144,2,0.00333333,-136.602220144,1.0,
500.0,7405.83982985,155.49,1.0,0.9,1.0,-113.800860623,-138.238,-131.285,1.0,500,5.4346e-20,0.0025,107.558,400.0,0.0025,100,7405.83982985,-113.800860623,2,0.0025,-113.800860623,1.0,
485.119735736,10980.1926281,171.12,0.227107,0.9,0.975192,-127.111440202,-136.304,-129.991,1.03067,500,1.90667e-07,0.000465768,109.252,477.294633234,0.00235584,100,10980.1926281,-127.111440202,1,0.002,-127.111440202,1.1487,0.045331
500.0,13392.7473763,179.68,1.0,0.9,1.0,-136.117399433,-150.022,-136.117,1.0,500,3.50449e-18,0.01,115.147,100.0,0.01,100,13392.7473763,-136.117399433,2,0.01,-136.117399433,1.0,
500.0,16274.3848975,193.52,1.0,0.9,1.0,-148.305863937,-152.045,-142.212,1.0,500,2.1793e-19,0.005,121.336,200.000000102,0.005,100,16274.3848975,-148.305863937,2,0.005,-148.305863937,1.0,
500.0,11070.5936647,167.3,1.0,0.9,1.0,-124.764861859,-144.425,-136.396,1.0,500,5.43914e-20,0.00333333,116.344,299.999969474,0.00333333,100,11070.5936647,-124.764861859,2,0.00333333,-124.764861859,1.0,
500.0,9024.27124383,165.92,1.0,0.9,1.0,-122.687218876,-139.922,-132.969,1.0,500,5.4346e-20,0.0025,111.448,400.0,0.0025,100,9024.27124383,-122.687218876,2,0.0025,-122.687218876,1.0,
322.496845811,9188.45884803,164.63,0.752883,0.9,1.17367,-122.262608506,-133.682,-125.939,1.5504,500,4.11362e-06,0.00128296,109.81,246.750532446,0.0233082,100,9188.45884803,-122.262608506,1,0.002,-122.262608506,13.678,1.41663
500.0,4634.44656582,147.4,1.0,0.9,1.0,-107.470394505,-121.375,-107.47,1.0,500,3.50449e-18,0.01,67.7355,100.0,0.01,100,4634.44656582,-107.470394505,2,0.01,-107.470394505,1.0,
500.0,8267.63536549,159.58,1.0,0.9,1.0,-117.955653715,-122.545,-112.713,1.0,500,2.1793e-19,0.005,80.0876,200.000000102,0.005,100,8267.63536549,-117.955653715,2,0.005,-117.955653715,1.0,
500.0,12245.1017885,182.08,1.0,0.9,1.0,-137.163660019,-128.891,-120.863,1.0,500,5.43914e-20,0.00333333,91.9225,299.999969474,0.00333333,100,12245.1017885,-137.163660019,2,0.00333333,-137.163660019,1.0,
500.0,14611.5340757,191.69,1.0,0.9,1.0,-145.409810409,-133.952,-127.0,1.0,500,5.4346e-20,0.0025,100.333,400.0,0.0025,100,14611.5340757,-145.409810409,2,0.0025,-145.409810409,1.0,
114.474337227,15505.4116852,191.31,0.000121177,0.9,1.17399,-145.778650058,-129.026,-116.03,4.36779,500,1.15053e-05,2.06436e-07,129.914,129.179761314,0.0220035,100,15505.4116852,-145.778650058,1,0.002,-145.778650058,12.916,3.96429
500.0,8200.04549075,163.56,1.0,0.9,1.0,-120.66065546,-134.565,-120.661,1.0,500,3.50449e-18,0.01,90.1002,100.0,0.01,100,8200.04549075,-120.66065546,2,0.01,-120.66065546,1.0,
500.0,10724.1839627,176.25,1.0,0.9,1.0,-131.615322065,-135.97,-126.138,1.0,500,2.1793e-19,0.005,96.9407,200.000000102,0.005,100,10724.1839627,-131.615322065,2,0.005,-131.615322065,1.0,
500.0,14018.5922128,185.93,1.0,0.9,1.0,-140.81397008,-139.058,-131.03,1.0,500,5.43914e-20,0.00333333,104.59,299.999969474,0.00333333,100,14018.5922128,-140.81397008,2,0.00333333,-140.81397008,1.0,
500.0,8263.18783682,159.68,1.0,0.9,1.0,-117.922992954,-134.706,-127.753,1.0,500,5.4346e-20,0.0025,101.398,400.0,0.0025,100,8263.18783682,-117.922992954,2,0.0025,-117.922992954,1.0,
399.886697447,9196.02617736,163.29,0.790495,0.9,1.07301,-121.316209209,-131.632,-124.679,1.25035,500,1.47393e-06,0.00147341,100.796,365.564503411,0.0129214,100,9196.02617736,-121.316209209,1,0.002,-121.316209209,6.93241,0.424254
500.0,14637.8423073,189.89,1.0,0.9,1.0,-144.53996757,-158.445,-144.54,1.0,500,3.50449e-18,0.01,120.38,100.0,0.01,100,14637.8423073,-144.53996757,2,0.01,-144.53996757,1.0,
500.0,11569.953658,175.49,1.0,0.9,1.0,-131.295796921,-147.75,-137.918,1.0,500,2.1793e-19,0.005,114.091,200.000000102,0.005,100,11569.953658,-131.295796921,2,0.005,-131.295796921,1.0,
500.0,10877.5898063,168.76,1.0,0.9,1.0,-126.104145605,-142.008,-133.98,1.0,500,5.43914e-20,0.00333333,110.898,299.999969474,0.00333333,100,10877.5898063,-126.104145605,2,0.00333333,-126.104145605,1.0,
500.0,16018.3353676,198.56,1.0,0.9,1.0,-151.262168474,-145.253,-138.301,1.0,500,5.4346e-20,0.0025,115.084,400.0,0.0025,100,16018.3353676,-151.262168474,2,0.0025,-151.262168474,1.0,
306.27646728,10046.6708449,165.88,0.747344,0.9,1.22838,-123.129551633,-138.772,-130.827,1.63251,500,8.57155e-06,0.0012168,124.013,159.30697302,0.0442178,100,10046.6708449,-123.129551633,1,0.002,-123.129551633,27.1581,3.23343
500.0,13218.3551093,183.26,1.0,0.9,1.0,-138.755546457,-152.66,-138.756,1.0,500,3.50449e-18,0.01,114.395,100.0,0.01,100,13218.3551093,-138.755546457,2,0.01,-138.755546457,1.0,
500.0,10815.3198834,171.83,1.0,0.9,1.0,-128.255182149,-143.338,-133.505,1.0,500,2.1793e-19,0.005,109.198,200.000000102,0.005,100,10815.3198834,-128.255182149,2,0.005,-128.255182149,1.0,
500.0,10640.7740478,176.32,1.0,0.9,1.0,-131.689943178,-140.928,-132.9,1.0,500,5.43914e-20,0.00333333,107.059,299.999969474,0.00333333,100,10640.7740478,-131.689943178,2,0.00333333,-131.689943178,1.0,
500.0,14108.141389,184.06,1.0,0.9,1.0,-139.339577449,-141.462,-134.51,1.0,500,5.4346e-20,0.0025,109.981,400.0,0.0025,100,14108.141389,-139.339577449,2,0.0025,-139.339577449,1.0,
143.190596016,14519.5495772,177.19,1.67847e-25,0.9,1.20901,-133.961059827,-129.78,-118.16,3.49185,500,1.07264e-05,2.7766e-28,173.152,136.009002784,0.00763055,100,14519.5495772,-133.961059827,1,0.002,-133.961059827,4.61271,3.9197
500.0,16657.6321594,202.63,1.0,0.9,1.0,-154.820628451,-168.725,-154.821,1.0,500,3.50449e-18,0.01,128.418,100.0,0.01,100,16657.6321594,-154.820628451,2,0.01,-154.820628451,1.0,
500.0,13896.5207944,188.13,1.0,0.9,1.0,-142.352049717,-158.418,-148.586,1.0,500,2.1793e-19,0.005,123.139,200.000000102,0.005,100,13896.5207944,-142.352049717,2,0.005,-142.352049717,1.0,
500.0,11552.9293063,177.47,1.0,0.9,1.0,-133.37763551,-151.545,-143.517,1.0,500,5.43914e-20,0.00333333,118.206,299.999969474,0.00333333,100,11552.9293063,-133.37763551,2,0.00333333,-133.37763551,1.0,
500.0,13290.5035789,181.42,1.0,0.9,1.0,-136.560358289,-148.73,-141.778,1.0,500,5.4346e-20,0.0025,117.38,400.0,0.0025,100,13290.5035789,-136.560358289,2,0.0025,-136.560358289,1.0,
469.430682514,9166.63887381,160.89,0.862486,0.9,1.13319,-119.338673843,-143.215,-136.797,1.06512,500,1.02802e-06,0.00152222,126.205,397.931641759,0.00414737,100,9166.63887381,-119.338673843,1,0.002,-119.338673843,2.34988,0.330026
500.0,10990.1014067,169.54,1.0,0.9,1.0,-126.910001692,-140.814,-126.91,1.0,500,3.50449e-18,0.01,104.308,100.0,0.01,100,10990.1014067,-126.910001692,2,0.01,-126.910001692,1.0,
500.0,11761.7760274,172.98,1.0,0.9,1.0,-129.444984538,-138.01,-128.177,1.0,500,2.1793e-19,0.005,106.131,200.000000102,0.005,100,11761.7760274,-129.444984538,2,0.005,-129.444984538,1.0,
500.0,10953.2610733,169.77,1.0,0.9,1.0,-127.375145778,-135.938,-127.91,1.0,500,5.43914e-20,0.00333333,105.47,299.999969474,0.00333333,100,10953.2610733,-127.375145778,2,0.00333333,-127.375145778,1.0,
500.0,13120.9063799,184.93,1.0,0.9,1.0,-139.546198354,-137.771,-130.819,1.0,500,5.4346e-20,0.0025,107.776,400.0,0.0025,100,13120.9063799,-139.546198354,2,0.0025,-139.546198354,1.0,
419.477507324,9250.38916354,162.77,0.0458222,0.9,1.15106,-120.849113498,-131.049,-124.26,1.19196,500,1.10378e-06,7.96176e-05,113.639,392.03732875,0.00257362,100,9250.38916354,-120.849113498,1,0.002,-120.849113498,1.48119,0.365608
500.0,12250.125056,181.57,1.0,0.9,1.0,-136.795940651,-150.7,-136.796,1.0,500,3.50449e-18,0.01,110.125,100.0,0.01,100,12250.125056,-136.795940651,2,0.01,-136.795940651,1.0,
500.0,8263.82108923,157.07,1.0,0.9,1.0,-115.204245265,-135.832,-126.0,1.0,500,2.1793e-19,0.005,101.346,200.000000102,0.005,100,8263.82108923,-115.204245265,2,0.005,-115.204245265,1.0,
500.0,14019.6787971,187.21,1.0,0.9,1.0,-141.988623444,-139.358,-131.33,1.0,500,5.43914e-20,0.00333333,107.381,299.999969474,0.00333333,100,14019.6787971,-141.988623444,2,0.00333333,-141.988623444,1.0,
500.0,10006.4932725,164.86,1.0,0.9,1.0,-122.242787486,-136.01,-129.058,1.0,500,5.4346e-20,0.0025,105.546,400.0,0.0025,100,10006.4932725,-122.242787486,2,0.0025,-122.242787486,1.0,
426.262146041,10049.5486471,165.45,0.810389,0.9,1.1715,-123.130759589,-133.473,-126.738,1.17299,500,6.41969e-06,0.0013835,165.744,192.180737272,0.0123924,100,10049.5486471,-123.130759589,1,0.002,-123.130759589,7.25884,2.20262
500.0,10184.9295319,162.96,1.0,0.9,1.0,-121.332164672,-135.237,-121.332,1.0,500,3.50449e-18,0.01,100.415,100.0,0.01,100,10184.9295319,-121.332164672,2,0.01,-121.332164672,1.0,
500.0,7530.03509065,152.63,1.0,0.9,1.0,-112.246215542,-126.621,-116.789,1.0,500,2.1793e-19,0.005,93.7526,200.000000102,0.005,100,7530.03509065,-112.246215542,2,0.005,-112.246215542,1.0,
500.0,11602.1313562,177.51,1.0,0.9,1.0,-133.304162382,-130.322,-122.294,1.0,500,5.43914e-20,0.00333333,98.7371,299.999969474,0.00333333,100,11602.1313562,-133.304162382,2,0.00333333,-133.304162382,1.0,
500.0,7355.76807901,158.68,1.0,0.9,1.0,-116.792899121,-127.871,-120.919,1.0,500,5.4346e-20,0.0025,95.5928,400.0,0.0025,100,7355.76807901,-116.792899121,2,0.0025,-116.792899121,1.0,
490.022445467,11800.0098162,169.48,0.394663,0.9,1.01457,-127.249548378,-128.296,-122.014,1.02036,500,2.47638e-07,0.000777993,101.178,470.906227501,0.00220224,100,11800.0098162,-127.249548378,1,0.002,-127.249548378,1.11716,0.0637265
500.0,13178.2837611,183.39,1.0,0.9,1.0,-138.432988953,-152.338,-138.433,1.0,500,3.50449e-18,0.01,114.221,100.0,0.01,100,13178.2837611,-138.432988953,2,0.01,-138.432988953,1.0,
500.0,13442.7315856,178.94,1.0,0.9,1.0,-135.231241423,-146.664,-136.832,1.0,500,2.1793e-19,0.005,114.804,200.000000102,0.005,100,13442.7315856,-135.231241423,2,0.005,-135.231241423,1.0,
500.0,10149.3931723,165.98,1.0,0.9,1.0,-123.448963931,-140.399,-132.371,1.0,500,5.43914e-20,0.00333333,110.344,299.999969474,0.00333333,100,10149.3931723,-123.448963931,2,0.00333333,-123.448963931,1.0,
500.0,10978.5290201,171.71,1.0,0.9,1.0,-128.564602628,-138.372,-131.419,1.0,500,5.4346e-20,0.0025,108.866,400.0,0.0025,100,10978.5290201,-128.564602628,2,0.0025,-128.564602628,1.0,
390.289693256,10604.9460391,177.55,0.784452,0.9,1.23248,-132.956308225,-136.281,-129.242,1.2811,500,5.489e-06,0.00127296,164.237,211.015075805,0.00953473,100,10604.9460391,-132.956308225,1,0.002,-132.956308225,5.87569,2.08446
