EpThisIter,TimestepsSoFar,OptimizationReturnMin,MeanD2-0,EpRewMean,EmpiricalD2Harmonic,Penalization,TimeElapsed,InitialReturnMin,WReturnMean,OptimizationReturnMean,InitialReturnMean,DivergenceHarmonic,OptimizationReturnMax,Inner Iteration,MeanEntropy,InitialReturnMax,EpLenMean,MinIW,Epsilon,StdIW,Bound,MinTargetPdf,ReturnStepMax,ReturnStepMaxmin,LearnableVariance,Iteration,ESSRenyiHarmonic,MaxIW,EmpiricalD2Arithmetic,InitialReturnStd,MeanIW,MinBehavPdf,StdWReturnMean,InitialBound,ESSRenyiArithmetic,VarianceInitializer,ReturnMeanIW,EpisodesSoFar
50,425,,1.0,74.95804535965652,1.0,True,0.5158693790435791,,8494.648,74.95804,74.95804,2.8498173e+22,299.93,1,0.4189424,299.93,8.5,0.26822236,1.0,11.451053,-1239945600000000.0,-11.692453,9.999996,9.999996,,1,50.0,77.74985,1.0,53.627785,3.821361,-11.692453,,-15839.691,50.0,-1.0,186752.14,50
50,794,,17.428205,63.76554973323695,17.428205,True,1.2966129779815674,9.984032,5029.537,53.781517,63.76555,999591440000.0,159.98944,2,0.4189424,169.97348,7.38,0.00023302082,1.0,0.90191954,-2358462000.0,-10.195519,9.999991,9.999991,,1,2.8689127,3.912389,17.428205,37.350235,0.9969751,-6.3969364,,-3604530000.0,2.8689127,-1.0,4976.473,100
50,1208,,305386140.0,72.75514899003903,305386140.0,True,1.6389856338500977,9.9846325,110949.305,62.77052,72.75515,inf,179.83214,3,0.4189424,189.81677,8.28,3.0199671e-18,1.0,18.664494,-inf,-31.460033,9.999999,9.999999,,1,1.6372714e-07,133.07983,305386140.0,44.558933,3.943443,-11.289391,,-inf,1.6372714e-07,-1.0,110949.305,150
50,1600,,244.92032,68.36021684377843,244.92032,True,1.8683760166168213,19.9673,167534.4,48.39291,68.36022,4.0224756e+22,139.92676,4,0.4189424,159.89406,7.84,7.188013e-06,1.0,38.493095,-418664120000000.0,-11.3995495,9.999996,9.999996,,1,0.20414802,243.71147,244.92032,35.334885,8.906358,-11.811796,,-418664120000000.0,0.20414802,-1.0,167534.4,200
50,1942,,1398.5016,58.36184592106215,1398.5016,True,2.164048433303833,9.980873,5167.5283,48.38097,58.361847,1.960889e+27,159.92209,5,0.4189424,169.90297,6.84,0.00012345548,1.0,1.0753318,-1.0437172e+17,-13.526768,9.99999,9.99999,,1,0.03575255,4.4833136,1398.5016,37.957813,1.0865213,-9.029013,,-1.0437172e+17,0.03575255,-1.0,5167.5283,250
50,2334,,22979.168,68.35667247007059,22979.168,True,2.4039676189422607,9.984118,49271.863,58.37256,68.35668,4.4008635e+34,169.95134,6,0.4189424,179.93546,7.84,0.00019552029,1.0,8.36107,-5.5457055e+20,-13.958715,9.9999895,9.9999895,,1,0.0021758839,52.850964,22979.168,37.31584,3.8054247,-11.579984,,-5.5457055e+20,0.0021758839,-1.0,49271.863,300
50,2751,,4217072800000.0,73.35361398597996,4217072800000.0,True,2.6367955207824707,19.96527,173153.33,53.388344,73.353615,inf,259.85577,7,0.4189424,279.82104,8.34,7.4028885e-13,1.0,34.446537,-inf,-24.9367,9.999996,9.999996,,1,1.1856565e-11,245.66743,4217072800000.0,51.730404,6.744832,-14.022347,,-inf,1.1856565e-11,-1.0,173153.33,350
50,3153,,16783.678,70.35903796886856,16783.678,True,2.9465816020965576,,13459.65,70.35904,70.35904,4.436952e+33,179.9652,8,0.4189424,179.9652,8.04,2.7502438e-05,1.0,2.8378966,-1.7614639e+20,-11.602961,9.999998,9.999998,,1,0.0029790848,18.52244,16783.678,40.433254,1.4928262,-6.422454,,-1.7614639e+20,0.0029790848,-1.0,13459.65,400
50,3499,,1037810800.0,59.162460445739455,1037810800.0,True,3.187258720397949,9.982724,4248.2925,49.179733,59.16246,inf,209.86182,9,0.4189424,219.84454,6.92,6.4542544e-13,1.0,0.8296524,-inf,-20.709805,9.999999,9.999999,,1,4.8178336e-08,4.150454,1037810800.0,41.303318,0.88985664,-7.826002,,-inf,4.8178336e-08,-1.0,4248.2925,450
50,3881,,4160321.2,66.35962780877229,4160321.0,True,3.485452651977539,19.972317,12310.274,46.38731,66.35963,inf,199.88672,10,0.4189424,219.85904,7.64,1.1429415e-09,1.0,1.8713022,-inf,-19.668697,9.999996,9.999996,,1,1.2018303e-05,11.160984,4160321.2,47.81427,1.2802907,-12.391991,,-inf,1.2018303e-05,-1.0,12310.274,500
50,4237,,1.0,61.161924978545564,1.0,True,3.7163054943084717,9.9865465,5834.0063,51.17538,61.161922,21196306000.0,239.97852,1,0.4189424,249.96506,7.12,0.06347243,1.0,107.03916,-742962370.0,-7.3740625,9.999991,9.999991,,2,50.0,607.32513,1.0,45.75178,28.116095,-7.3740625,,-10935.686,50.0,-1.0,211638.5,550
50,4796,,1388871000.0,101.73298892733482,1388871000.0,True,4.058985710144043,9.980496,2807.0857,91.75249,101.733,inf,279.7611,2,0.4189424,289.7416,11.18,3.756005e-09,1.0,1.1839855,-inf,-26.561916,9.999976,9.999976,,2,3.600046e-08,4.4402695,1388871000.0,70.30139,0.81988,-20.874935,,-inf,3.600046e-08,-1.0,2807.0857,600
50,5333,,1187.6606,97.35047650614992,1187.6606,True,4.34330415725708,19.96632,22438.875,77.384155,97.35047,8.697831e+25,259.9295,3,0.4189424,279.8958,10.74,6.699165e-08,1.0,6.4530706,-5.96558e+16,-19.200954,9.999998,9.999998,,2,0.04209957,39.737103,1187.6606,62.271244,2.3045197,-16.652723,,-5.96558e+16,0.04209957,-1.0,22438.875,650
50,5845,,7512.3657,92.34713079127663,7512.3657,True,4.603976726531982,9.983926,7865.852,82.363205,92.34713,7.426667e+29,279.9102,4,0.4189424,289.8941,10.24,7.076502e-07,1.0,5.423356,-5.913303e+18,-20.783272,9.999998,9.999998,,2,0.006655693,37.10802,7512.3657,61.711197,1.606552,-15.274071,,-5.913303e+18,0.006655693,-1.0,7865.852,700
50,6372,,2842112.8,95.34083129500678,2842112.8,True,4.894288063049316,9.986421,1841.9915,85.354416,95.34082,inf,339.923,5,0.4189424,349.90942,10.54,3.1561852e-12,1.0,1.009412,-inf,-25.12139,9.99999,9.99999,,2,1.7592547e-05,4.185768,2842112.8,79.02407,0.7251502,-14.792769,,-inf,1.7592547e-05,-1.0,1841.9915,750
50,6874,,160.0854,90.33982007915964,160.0854,True,5.1953184604644775,9.980149,4902.824,80.359665,90.33982,2.8859606e+20,269.91928,6,0.4189424,279.89944,10.04,0.00014774954,1.0,2.643124,-108668490000000.0,-14.76157,10.0,10.0,,2,0.3123333,13.568286,160.0854,60.046757,1.1687531,-12.406233,,-108668490000000.0,0.3123333,-1.0,4902.824,800
50,7382,,2121.6846,91.54271853459763,2121.6846,True,5.485144853591919,9.982233,88378.38,81.560486,91.54272,3.343471e+27,239.9327,7,0.4189424,249.91493,10.16,3.4178715e-06,1.0,19.499128,-2.9487472e+17,-13.720516,9.999996,9.999996,,2,0.023566179,137.65982,2121.6846,56.80827,4.8773885,-12.00466,,-2.9487472e+17,0.023566179,-1.0,88378.38,850
50,7913,,689687.25,96.1414489047882,689687.25,True,5.703706979751587,,5878.937,96.14145,96.14145,inf,289.88937,8,0.4189424,289.88937,10.62,7.494343e-08,1.0,3.5996034,-inf,-18.834656,9.999994,9.999994,,2,7.249663e-05,18.968588,689687.25,66.814705,1.3800762,-10.965788,,-inf,7.249663e-05,-1.0,5878.937,900
50,8416,,1907.6418,90.54165064620851,1907.6418,True,5.972190618515015,9.980282,6072.08,80.56137,90.54165,9.8355944e+27,219.83882,9,0.4189424,229.8191,10.06,7.905271e-11,1.0,4.6041765,-4.2768786e+17,-23.100477,9.999987,9.999987,,2,0.026210371,22.027834,1907.6418,59.624287,1.8550329,-11.856531,,-4.2768786e+17,0.026210371,-1.0,6072.08,950
50,8833,,51.25933,73.35311564341208,51.25933,True,6.157456636428833,9.9801,14718.059,63.373016,73.35312,1.4113403e+18,179.94601,10,0.4189424,189.92612,8.34,0.0010337392,1.0,9.955801,-3498965000000.0,-11.205881,9.999978,9.999978,,2,0.97543216,70.35751,51.25933,44.82348,2.388013,-10.243086,,-3581981800000.0,0.97543216,-1.0,15307.841,1000
50,9266,,1.0,76.55606125113809,1.0,True,6.553177118301392,9.981121,8926.145,66.57494,76.55606,6.1074626e+21,249.91386,1,0.4189424,259.895,8.66,0.20029527,1.0,3891.388,-431003360000000.0,-18.611725,9.9999895,9.9999895,,3,50.0,24049.803,1.0,55.365276,1035.2145,-18.611725,,-14441.207,50.0,-1.0,22387564.0,1050
50,10097,,49118072000000.0,156.10736328010498,49118072000000.0,True,6.889531135559082,19.969707,70472.46,136.13766,156.10738,inf,619.87317,2,0.4189424,639.8429,16.62,1.4466904e-14,1.0,14.993804,-inf,-45.48348,10.0,10.0,,3,1.0179553e-12,81.09639,49118072000000.0,119.08402,4.4876404,-29.550022,,-inf,1.0179553e-12,-1.0,70472.46,1100
50,11118,,4.4328398e+23,194.09571124842216,4.4328398e+23,True,7.290724039077759,19.962471,3922.434,174.13324,194.09572,inf,809.79,3,0.4189424,829.75244,20.42,1.265893e-32,1.0,1.8692816,-inf,-73.376724,9.999998,9.999998,,3,1.1279451e-22,8.492995,4.4328398e+23,188.43358,0.78651863,-36.65325,,-inf,1.1279451e-22,-1.0,3922.434,1150
50,12006,,1.3929406e+19,167.5021535833648,1.3929406e+19,True,7.613139390945435,19.964731,3531.5222,147.53741,167.50215,inf,829.8063,4,0.4189424,849.771,17.76,4.1238303e-15,1.0,2.452813,-inf,-49.478462,9.999994,9.999994,,3,3.5895283e-18,13.490651,1.3929406e+19,160.14548,0.9191835,-36.910652,,-inf,3.5895283e-18,-1.0,3531.5222,1200
50,12848,,1.617493e+19,158.29299999447713,1.6174929e+19,True,7.983933210372925,19.968117,5380.0337,138.32489,158.293,inf,599.9122,5,0.4189424,619.8803,16.84,2.4869216e-29,1.0,1.2933122,-inf,-63.99787,9.999998,9.999998,,3,3.0912037e-18,6.0038233,1.617493e+19,148.8461,0.6222773,-31.065908,,-inf,3.0912035e-18,-1.0,5380.0337,1250
50,13941,,5.2781912e+26,208.48538741766515,5.278191e+26,True,8.30200457572937,9.980389,7663.9834,198.505,208.4854,inf,639.9142,6,0.4189424,649.8946,21.86,1.2377198e-25,1.0,4.462755,-inf,-55.62108,10.0,10.0,,3,9.4729425e-26,31.135355,5.2781912e+26,164.41383,1.0732008,-34.18652,,-inf,9.472942e-26,-1.0,7663.9834,1300
50,14811,,4.845044e+22,163.88246381003842,4.845044e+22,True,8.583654403686523,19.964432,13314.914,143.91803,163.88246,inf,539.80914,7,0.4189424,559.77356,17.4,8.218401e-17,1.0,6.0829034,-inf,-42.04012,9.999991,9.999991,,3,1.0319823e-21,43.3113,4.845044e+22,125.66408,1.1507589,-25.106136,,-inf,1.0319823e-21,-1.0,13314.914,1350
50,15577,,305469.2,143.09525669426932,305469.2,True,9.016863584518433,9.980522,2245.5403,133.11473,143.09526,inf,529.78253,8,0.4189424,539.76306,15.32,1.8224516e-13,1.0,2.2949896,-inf,-40.128334,9.999999,9.999999,,3,0.00016368263,12.0487585,305469.2,119.37038,0.9412559,-25.461622,,-inf,0.00016368263,-1.0,2245.5403,1400
50,16359,,1.04445996e+27,146.31109590631678,1.04446e+27,True,9.378497838973999,9.981302,200403.42,136.32979,146.3111,inf,949.84174,9,0.4189424,959.82306,15.64,2.6760685e-29,1.0,26.499147,-inf,-75.6306,9.999999,9.999999,,3,4.7871627e-26,178.96718,1.04445996e+27,144.61942,5.7945166,-42.73529,,-inf,4.787163e-26,-1.0,200403.42,1450
50,17130,,491712.47,144.10199470089262,491712.47,True,9.78599238395691,9.984631,2237.928,134.11737,144.10199,inf,399.8346,10,0.4189424,409.8192,15.42,2.0051827e-09,1.0,2.371408,-inf,-32.981293,9.999999,9.999999,,3,0.000101685444,15.340588,491712.47,106.10355,0.749616,-22.967527,,-inf,0.000101685444,-1.0,2237.928,1500
50,18295,,1.0,222.8803982201537,1.0,True,10.106607675552368,9.985981,80837.08,212.89441,222.88042,161813410000000.0,679.7997,1,0.4189424,689.78564,23.3,0.10888277,1.0,17.087536,-494186500000.0,-42.899105,9.999993,9.999993,,4,50.0,102.28644,1.0,176.52594,4.729825,-42.899105,,-119686.38,50.0,-1.0,1070994.9,1550
50,19222,,194.5466,175.29282909550238,194.5466,True,10.413404941558838,9.983365,70571.664,165.30945,175.29283,1.2382861e+22,409.92117,2,0.4189424,419.90454,18.54,3.0736211e-07,1.0,2.08765,-1602012900000000.0,-27.218182,9.999999,9.999999,,4,0.25700784,12.503953,194.5466,123.58011,1.5124655,-24.188507,,-1602012900000000.0,0.25700784,-1.0,70571.664,1600
50,20340,,9819.2295,213.4811882410178,9819.2295,True,10.868378162384033,29.950844,30155.727,183.53035,213.48117,4.2419805e+30,479.86282,3,0.4189424,509.81366,22.36,6.058119e-07,1.0,0.8201741,-4.370807e+19,-24.64442,9.999999,9.999999,,4,0.005092049,3.833838,9819.2295,144.93207,0.9193745,-23.628735,,-4.370807e+19,0.005092049,-1.0,30155.727,1650
50,21482,,6604.9004,218.28799094466035,6604.9004,True,11.215956926345825,9.983692,97029.305,208.30429,218.288,1.5615723e+31,709.8138,4,0.4189424,719.7975,22.84,3.407626e-06,1.0,3.064891,-1.6716911e+20,-28.956396,9.999999,9.999999,,4,0.007570137,19.661652,6604.9004,187.96007,1.6507249,-27.63327,,-1.6716911e+20,0.007570137,-1.0,97029.305,1700
50,22542,,1562.934,201.88156115344825,1562.934,True,11.623661518096924,9.984909,92429.13,191.89667,201.88156,5.5536886e+26,499.7245,5,0.4189424,509.70938,21.2,8.89333e-06,1.0,7.1239276,-4.9990835e+17,-28.912376,10.0,10.0,,4,0.031991117,51.590054,1562.934,149.73323,1.99358,-27.095673,,-4.9990835e+17,0.031991117,-1.0,92429.13,1750
50,23522,,6909.7017,185.8837971690868,6909.7017,True,11.97214388847351,9.983379,240332.92,175.9004,185.88379,3.034404e+31,729.8761,6,0.4189424,739.8595,19.6,9.0288796e-07,1.0,7.830089,-2.4620087e+20,-26.40788,9.999995,9.999995,,4,0.0072362022,55.845486,6909.7017,160.66306,2.5025425,-26.564877,,-2.4620087e+20,0.0072362022,-1.0,240332.92,1800
50,24478,,3596.3213,181.0891973744314,3596.3213,True,12.383810758590698,9.983213,40236.83,171.10597,181.0892,6.670301e+29,469.84256,7,0.4189424,479.82578,19.12,1.6337475e-05,1.0,0.9045255,-1.5353035e+19,-25.505184,9.999997,9.999997,,4,0.013903096,3.6016362,3596.3213,118.22435,1.1810595,-25.67601,,-1.5353035e+19,0.013903096,-1.0,40236.83,1850
50,25579,,13781.446,210.0726568249096,13781.445,True,12.74730658531189,19.964317,34758.695,190.10835,210.07268,5.301396e+31,509.7419,8,0.4189424,529.70624,22.02,6.242695e-10,1.0,1.0212528,-1.6680907e+20,-36.75185,9.999999,9.999999,,4,0.0036280665,5.32781,13781.446,157.45189,1.0965775,-26.15463,,-1.6680907e+20,0.0036280663,-1.0,34758.695,1900
50,26432,,1538.9811,160.49681961854503,1538.9811,True,13.07318377494812,9.981272,918511.1,150.51553,160.49681,1.145878e+26,509.8847,9,0.4189424,519.86597,17.06,1.9634272e-05,1.0,23.383698,-2.3621439e+17,-33.812504,9.999996,9.999996,,4,0.032489028,145.42328,1538.9811,132.31046,6.0263543,-29.421064,,-2.3621439e+17,0.032489028,-1.0,918511.1,1950
50,27352,,16344.131,173.89266979028838,16344.131,True,13.329681634902954,9.979954,2608236.8,163.91272,173.89267,1.8980921e+31,499.87534,10,0.4189424,509.8553,18.4,5.5955556e-09,1.0,78.61093,-9.247127e+19,-24.726753,10.0,10.0,,4,0.003059202,562.50354,16344.131,149.1119,12.279069,-24.004438,,-9.247127e+19,0.003059202,-1.0,2608236.8,2000
