Inner Iteration,EpLenMean,ReturnStepMax,EpRewMean,ReturnStepMaxmin,InitialReturnStd,StdWReturnMean,InitialBound,EmpiricalD2Arithmetic,MinIW,OptimizationReturnMean,Iteration,ESSRenyiArithmetic,Epsilon,InitialReturnMin,ReturnMeanIW,WReturnMean,ESSRenyiHarmonic,MaxIW,EpThisIter,EmpiricalD2Harmonic,MeanIW,EpisodesSoFar,TimestepsSoFar,LearnableVariance,InitialReturnMean,StdIW,MeanD2-0,Penalization,TimeElapsed,Bound,VarianceInitializer,MinTargetPdf,OptimizationReturnMin,InitialReturnMax,DivergenceHarmonic,MeanEntropy,MinBehavPdf,OptimizationReturnMax
3,38.14,9.999999,371.21221683865065,9.999999,222.34608,,-134645170000000.0,124.57665,0.44574162,351.2496,8,0.40135932,1.0,19.96258,407821600000000.0,187946.16,0.40135935,24149647000.0,50,124.576645,545723200.0,3650,107609,,371.21222,3382919200.0,124.57665,True,38.32773303985596,-6.749153e+19,-1.0,-46.715652,,879.73816,1.1406982e+30,0.4189424,-44.891026,859.7756
4,39.56,10.0,385.41543513406805,10.0,230.73895,,-inf,642559.56,4.343983e-08,365.45575,8,7.78138e-05,1.0,19.959686,34098.676,34098.676,7.78138e-05,14.44198,50,642559.56,0.72932875,3700,109587,,385.41544,2.339665,642559.56,True,38.91193079948425,-inf,-1.0,-45.589195,,1049.4828,inf,0.4189424,-39.822124,1029.5231
5,41.78,10.0,407.58451445135245,10.0,292.81366,,-inf,24841144.0,3.1805725e-10,397.59976,8,2.0127898e-06,1.0,9.984767,34727.457,34727.457,2.0127898e-06,6.412454,50,24841144.0,0.3766063,3750,111676,,407.58453,1.1103985,24841144.0,True,39.586692333221436,-inf,-1.0,-67.93725,,1569.1416,inf,0.4189424,-63.663227,1559.1569
6,42.9,9.999999,418.7747118562165,9.999999,275.24155,,-inf,8578518000.0,4.244225e-10,398.8084,8,5.8285123e-09,1.0,19.966331,5163.2563,5163.2563,5.8285123e-09,1.7774658,50,8578518000.0,0.14670524,3800,113821,,418.77472,0.3743852,8578518000.0,True,40.11731266975403,-inf,-1.0,-55.520695,,1299.479,inf,0.4189424,-49.794685,1279.5127
7,50.1,9.999999,490.754063243997,9.999999,245.7619,,-inf,1359319900.0,7.654143e-09,480.77484,8,3.67831e-08,1.0,9.979222,420355.1,420355.1,3.67831e-08,48.89127,50,1359319900.0,1.4427767,3850,116326,,490.75406,7.1169353,1359319900.0,True,40.789244651794434,-inf,-1.0,-50.35111,,1109.6641,inf,0.4189424,-44.954372,1099.6848
8,43.06,10.0,420.41295502024116,10.0,383.46558,,-inf,212604940000.0,2.6185786e-14,400.453,8,2.3517796e-10,1.0,19.959957,652369.4,652369.4,2.3517796e-10,28.087355,50,212604940000.0,0.9461234,3900,118479,,420.41296,3.9529583,212604940000.0,True,41.38005352020264,-inf,-1.0,-104.311295,,1959.497,inf,0.4189424,-88.674515,1939.537
9,44.08,10.0,430.6036343919295,10.0,358.10278,,-inf,1116090400.0,1.504824e-08,430.60367,8,4.479924e-08,1.0,,19217.781,19217.781,4.479924e-08,4.006653,50,1116090400.0,0.3948539,3950,120683,,430.60367,0.7867552,1116090400.0,True,41.98151159286499,-inf,-1.0,-73.000084,,1769.8488,inf,0.4189424,-66.89492,1769.8488
10,40.28,10.0,392.5992376306101,10.0,297.81393,,-inf,1144330800.0,1.4657428e-08,372.62335,8,4.369366e-08,1.0,19.975868,10604.466,10604.466,4.369366e-08,4.023959,50,1144330800.0,0.30218822,4000,122697,,392.59924,0.7191616,1144330800.0,True,42.547072887420654,-inf,-1.0,-74.79632,,1399.4315,inf,0.4189424,-70.739044,1379.4557
1,38.02,10.0,370.0338997994116,10.0,281.3336,,-335559.47,1.0,0.11162015,370.0339,9,50.0,1.0,,89804210.0,216073.67,50.0,3472.7375,50,1.0,258.73584,4050,124598,,370.0339,685.1339,1.0,True,43.143665075302124,-346105600000.0,-1.0,-64.757355,,1209.7079,8386121000000.0,0.4189424,-64.757355,1209.7079
2,62.9,10.0,618.7708002066203,10.0,317.7238,,-inf,80087600.0,4.817353e-13,598.8071,9,6.243164e-07,1.0,19.963697,64724.82,64724.82,6.243164e-07,9.033253,50,80087600.0,0.52578,4100,127743,,618.77075,1.7094598,80087600.0,True,43.80450248718262,-inf,-1.0,-77.13222,,1559.5483,inf,0.4189424,-69.87297,1539.5846
3,81.46,10.0,804.3528241136669,10.0,407.42184,,-inf,16569574.0,2.9643323e-13,794.3719,9,3.017579e-06,1.0,9.980915,89125.45,89125.45,3.017579e-06,23.667269,50,16569574.0,0.6341391,4150,131816,,804.3528,3.3207324,16569574.0,True,44.72471904754639,-inf,-1.0,-79.38365,,1779.7859,inf,0.4189424,-77.7923,1769.8049
4,62.08,10.0,610.5785483711111,10.0,348.76932,,-inf,743671550.0,1.3823929e-12,610.57855,9,6.7233984e-08,1.0,,1602521.0,1602521.0,6.7233984e-08,831.25024,50,743671550.0,21.574585,4200,134920,,610.57855,117.984665,743671550.0,True,45.49247407913208,-inf,-1.0,-73.80473,,1299.5585,inf,0.4189424,-64.98167,1299.5585
5,65.44,10.0,644.1476679844287,10.0,336.01593,,-inf,27623732.0,9.398738e-12,634.16516,9,1.8100378e-06,1.0,9.982544,665110.4,665110.4,1.8100378e-06,172.1071,50,27623732.0,5.5692286,4250,138192,,644.14764,25.493809,27623732.0,True,46.18720364570618,-inf,-1.0,-74.28388,,1389.387,inf,0.4189424,-64.66547,1379.4044
6,75.96,9.999999,749.3390237735323,9.999999,310.43134,,-inf,6541013.0,1.6578378e-11,739.35565,9,7.644076e-06,1.0,9.983396,1947543.2,1947543.2,7.644076e-06,129.90187,50,6541013.5,3.372713,4300,141990,,749.33905,18.324,6541013.0,True,46.93225908279419,-inf,-1.0,-66.20189,,1699.6252,inf,0.4189424,-62.975098,1689.6418
7,66.28,10.0,652.5474738770121,10.0,451.86646,,-inf,177352930.0,8.668735e-12,642.56384,9,2.8192375e-07,1.0,9.983644,4230777.0,4230777.0,2.8192375e-07,1233.0107,50,177352930.0,44.128246,4350,145304,,652.5475,184.92938,177352930.0,True,47.75999593734741,-inf,-1.0,-93.414154,,1999.6748,inf,0.4189424,-86.46639,1989.6912
8,64.68,10.0,636.5362338316845,10.0,309.0782,,-inf,88634400.0,9.596697e-12,606.57416,9,5.6411506e-07,1.0,29.96203,616549.56,616549.56,5.6411506e-07,212.62854,50,88634400.0,5.502758,4400,148538,,636.5362,29.773346,88634400.0,True,48.516573667526245,-inf,-1.0,-90.73979,,1739.2058,inf,0.4189424,-83.85434,1709.2438
9,68.16,9.999999,671.361118928191,9.999999,306.6925,,-inf,8654790.0,1.5992717e-13,641.4111,9,5.7771476e-06,1.0,29.950062,1664688.5,1664688.5,5.7771476e-06,751.53375,50,8654790.0,15.314855,4450,151946,,671.36115,105.17751,8654790.0,True,49.22990083694458,-inf,-1.0,-67.47343,,1309.7915,inf,0.4189424,-58.714745,1279.8414
10,72.64,10.0,716.1265799753737,10.0,332.3635,,-inf,45710696.0,2.9756748e-12,706.1449,9,1.0938359e-06,1.0,9.981653,135322.23,135322.23,1.0938359e-06,12.093269,50,45710696.0,0.60148245,4500,155578,,716.12665,2.0193424,45710696.0,True,49.940821170806885,-inf,-1.0,-78.419624,,1739.2975,inf,0.4189424,-67.30625,1729.3158
1,68.14,9.999999,671.1497376418156,9.999999,382.29117,,-858032.0,1.0,0.12918217,661.1685,10,50.0,1.0,9.981201,1436298500.0,596588.5,50.0,75631.44,50,1.0,2027.8481,4550,158985,,671.1498,10570.313,1.0,True,50.65861678123474,-255310350000000.0,-1.0,-70.09526,,1789.4146,9.536287e+17,0.4189424,-70.09526,1779.4333
2,74.54,10.0,735.080121443736,10.0,471.51868,,-inf,184824200.0,8.371486e-09,705.1216,10,2.7052735e-07,1.0,29.958473,1397339.4,1397339.4,2.7052735e-07,45.732414,50,184824200.0,1.8397086,4600,162712,,735.0801,6.8828955,184824200.0,True,51.50118660926819,-inf,-1.0,-117.38645,,2699.4197,inf,0.4189424,-113.22707,2669.4612
3,81.98,10.0,809.4421179700719,10.0,462.3342,,-inf,7312162.0,7.76285e-10,789.47327,10,6.8379227e-06,1.0,19.968897,2808234.0,2808234.0,6.8379227e-06,141.89586,50,7312162.0,3.035209,4650,166811,,809.4422,19.843082,7312162.0,True,52.3482232093811,-inf,-1.0,-77.37468,,1739.5347,inf,0.4189424,-69.78923,1719.5658
4,79.6,9.999999,785.6506372230854,9.999999,496.99506,,-inf,16021057.0,6.3054245e-10,775.66876,10,3.1208926e-06,1.0,9.981891,268785.78,268785.78,3.1208926e-06,8.349805,50,16021057.0,0.39873147,4700,170791,,785.6507,1.3709663,16021057.0,True,53.143500566482544,-inf,-1.0,-100.26651,,1859.209,inf,0.4189424,-98.97804,1849.227
5,81.5,10.0,804.6797388365891,10.0,496.35767,,-inf,111383900.0,3.3883896e-10,784.711,10,4.488979e-07,1.0,19.968765,47439.55,47439.55,4.488979e-07,1.3552889,50,111383900.0,0.14372984,4750,174866,,804.67975,0.27037412,111383900.0,True,54.01816463470459,-inf,-1.0,-109.15625,,2209.2905,inf,0.4189424,-103.04566,2189.3218
6,64.96,9.999999,639.282100143262,9.999999,383.30344,,-inf,55873760.0,2.0739127e-11,629.29834,10,8.9487446e-07,1.0,9.983763,328367.7,328367.7,8.948745e-07,7.593714,50,55873756.0,0.42558616,4800,178114,,639.2821,1.1120987,55873760.0,True,54.773290395736694,-inf,-1.0,-103.295044,,1469.4167,inf,0.4189424,-101.7272,1459.433
7,67.24,10.0,662.0748449465441,10.0,415.13672,,-inf,11566350.0,6.34467e-06,632.1243,10,4.3228847e-06,1.0,29.950516,308493.88,308493.88,4.3228847e-06,12.992857,50,11566350.0,0.44629452,4850,181476,,662.0748,1.8411099,11566350.0,True,55.50455451011658,-inf,-1.0,-66.57949,,1909.3878,inf,0.4189424,-63.49165,1879.4373
8,76.38,9.999999,753.4779580211878,9.999999,457.04736,,-inf,635923200.0,5.022128e-07,743.49493,10,7.8625845e-08,1.0,9.983084,5679059.0,5679059.0,7.8625845e-08,208.80486,50,635923200.0,5.5563703,4900,185295,,753.47797,29.712696,635923200.0,True,56.33740520477295,-inf,-1.0,-78.80011,,1709.363,inf,0.4189424,-72.14374,1699.38
9,70.82,10.0,697.899625561133,10.0,431.6414,,-inf,127965.45,1.5902781e-08,687.919,10,0.00039073045,1.0,9.98065,87593.266,87593.266,0.00039073048,5.5969048,50,127965.445,0.29012895,4950,188836,,697.89966,0.8494155,127965.45,True,57.127846240997314,-inf,-1.0,-86.85542,,1749.0759,inf,0.4189424,-80.56563,1739.0953
10,66.44,10.0,654.111483776887,10.0,461.95386,,-inf,5702948.0,2.0262522e-08,644.1283,10,8.767395e-06,1.0,9.9831705,30298.252,30298.252,8.767395e-06,1.7567794,50,5702948.0,0.17493019,5000,192158,,654.1115,0.38760749,5702948.0,True,57.84934973716736,-inf,-1.0,-94.26218,,2079.4084,inf,0.4189424,-85.40493,2069.4253
1,69.8,10.0,687.740220258998,10.0,451.3105,,-987017.6,1.0,0.117440574,687.7402,11,50.0,1.0,,90123570.0,676667.75,50.0,1626.3422,50,1.0,75.551735,5050,195648,,687.7402,239.69826,1.0,True,58.58091330528259,-2814100600000.0,-1.0,-96.93165,,1949.6102,82215080000000.0,0.4189424,-96.93165,1949.6102
2,69.34,10.0,683.1476933386484,10.0,361.29843,,-4.0871875e+21,26944.605,3.1298295e-10,683.14764,11,0.0018556591,1.0,,549549.5,549549.5,0.0018556591,79.85701,50,26944.605,3.6062293,5100,199115,,683.14764,13.669842,26944.605,True,59.34873104095459,-4.0871875e+21,-1.0,-58.504704,,1449.4725,5.6767582e+32,0.4189424,-54.962658,1449.4725
3,69.78,10.0,687.5216973105822,10.0,426.53937,,-inf,207654.02,2.3608976e-10,667.5577,11,0.00024078513,1.0,19.96396,1432315.4,1432315.4,0.00024078513,132.35484,50,207654.02,3.2312133,5150,202604,,687.5217,18.567846,207654.02,True,60.09116315841675,-inf,-1.0,-109.85146,,1999.1475,inf,0.4189424,-105.835594,1979.1835
4,79.46,9.999999,784.2989149859709,9.999999,453.25208,,-inf,3397495.2,1.4599474e-12,744.3525,11,1.4716724e-05,1.0,39.94641,969939.7,969939.7,1.4716724e-05,145.83325,50,3397495.2,4.437158,5200,206577,,784.2989,21.549358,3397495.2,True,60.91564154624939,-inf,-1.0,-117.18331,,2308.7192,inf,0.4189424,-107.51433,2268.773
5,73.58,9.999998,725.5471533353467,9.999998,382.54565,,-3.303114e+23,73358.31,1.6473047e-10,695.59784,11,0.00068158604,1.0,29.949379,3028512.2,3028512.2,0.00068158604,202.93568,50,73358.31,4.7493477,5250,210256,,725.5472,28.385244,73358.31,True,61.72089338302612,-3.303114e+23,-1.0,-87.8998,,2199.569,6.991784e+35,0.4189424,-83.13427,2169.6196
6,71.3,10.0,702.7622004504357,10.0,442.19415,,-1.5445274e+20,13764.11,2.4360183e-09,672.8088,11,0.0036326358,1.0,29.95343,90483060.0,90483060.0,0.0036326358,9632.641,50,13764.11,199.32515,5300,213821,,702.7622,1348.0059,13764.11,True,62.48670816421509,-1.5445274e+20,-1.0,-96.21886,,2299.7163,1.2793386e+29,0.4189424,-93.379105,2269.763
7,74.24,9.999999,732.080182415244,9.999999,414.95404,,-5.7368064e+22,47542.57,1.790092e-09,702.13446,11,0.001051689,1.0,29.945663,1044987.7,1044987.7,0.001051689,74.20527,50,47542.57,2.8051538,5350,217533,,732.08026,10.927203,47542.57,True,63.408061265945435,-5.7368064e+22,-1.0,-91.59097,,1779.2871,4.9254683e+34,0.4189424,-84.24133,1749.3414
8,80.2,10.0,791.704364823562,10.0,489.65878,,-1.7092163e+21,16363.705,5.175413e-11,791.70435,11,0.0030555427,1.0,,24045700.0,24045700.0,0.0030555427,2907.6973,50,16363.705,58.73281,5400,221543,,791.70435,406.9999,16363.705,True,64.24886083602905,-1.7092163e+21,-1.0,-99.62766,,2489.4978,1.1408756e+31,0.4189424,-95.47931,2489.4978
9,82.52,10.0,814.9087221054139,10.0,467.74838,,-3.493103e+21,26459.955,3.6731704e-09,764.9832,11,0.0018896479,1.0,49.92546,3165225.2,3165225.2,0.0018896478,70.977264,50,26459.957,2.4721892,5450,225669,,814.90875,10.681933,26459.955,True,65.31204438209534,-3.493103e+21,-1.0,-112.79755,,2658.872,3.66205e+31,0.4189424,-107.06396,2608.9465
10,79.34,10.0,783.1230725579985,10.0,406.9824,,-5.356695e+21,28462.303,7.382626e-09,783.1231,11,0.0017567095,1.0,,26489504.0,26489504.0,0.0017567095,955.19507,50,28462.303,22.462088,5500,229636,,783.1231,134.27618,28462.303,True,66.21149587631226,-5.356695e+21,-1.0,-89.61601,,1769.1957,4.3932074e+32,0.4189424,-81.55404,1769.1957
1,82.36,10.0,813.3448815361559,10.0,468.55988,,-1308952.9,1.0,0.03809437,763.4232,12,50.0,1.0,49.921646,173930430000.0,881078.2,50.0,11422186.0,50,1.0,265833.8,5550,233754,,813.3449,1597015.4,1.0,True,67.13268208503723,-1.0095573e+19,-1.0,-117.2027,,2289.1812,5.567145e+26,0.4189424,-117.2027,2239.2595
2,81.56,10.0,805.2664677433959,10.0,605.87103,,-inf,33260810000.0,2.3354255e-15,795.28625,12,1.5032706e-09,1.0,9.980251,1351665300.0,1351665300.0,1.5032705e-09,44689.285,50,33260812000.0,893.96893,5600,237832,,805.2665,6256.4736,33260810000.0,True,68.01518845558167,-inf,-1.0,-132.26907,,3239.525,inf,0.4189424,-128.46402,3229.5447
3,73.1,9.999998,720.6815909784584,9.999998,481.26666,,-inf,32803924.0,4.4616937e-09,680.73376,12,1.5242078e-06,1.0,39.947884,49270.234,49270.234,1.524208e-06,3.7007713,50,32803922.0,0.19798702,5650,241487,,720.6816,0.60249394,32803924.0,True,68.89176440238953,-inf,-1.0,-115.38203,,2189.272,inf,0.4189424,-105.76816,2149.324
4,73.9,9.999998,728.6894211233968,9.999998,450.86545,,-inf,36011225000.0,3.261446e-08,708.7251,12,1.3884559e-09,1.0,19.964355,64782.4,64782.4,1.3884559e-09,2.2837417,50,36011225000.0,0.15234119,5700,245182,,728.68945,0.40915728,36011225000.0,True,69.7432291507721,-inf,-1.0,-107.27922,,1989.5378,inf,0.4189424,-100.32862,1969.5735
5,62.92,9.999999,618.9151125767654,9.999999,506.44855,,-inf,7085902.0,1.0102992e-07,608.9337,12,7.0562646e-06,1.0,9.981371,162782.64,162782.64,7.0562646e-06,8.487023,50,7085902.0,0.49196357,5750,248328,,618.9151,1.3301514,7085902.0,True,70.49460792541504,-inf,-1.0,-129.08925,,2989.4917,inf,0.4189424,-126.8294,2979.5103
6,70.98,10.0,699.4887710692665,10.0,409.9488,,-inf,598377300.0,6.4235395e-09,669.54486,12,8.355932e-08,1.0,29.943876,383622.38,383622.38,8.355932e-08,9.233299,50,598377300.0,0.3022593,5800,251877,,699.4888,1.3007278,598377300.0,True,71.34916186332703,-inf,-1.0,-82.89722,,1779.6737,inf,0.4189424,-75.75716,1749.7299
7,72.72,9.999999,716.870794734863,9.999999,416.74796,,-inf,29521762.0,2.5933566e-08,676.93896,12,1.6936658e-06,1.0,39.931816,69474.34,69474.34,1.6936658e-06,1.2346869,50,29521762.0,0.115361385,5850,255513,,716.8708,0.2558501,29521762.0,True,72.09350895881653,-inf,-1.0,-89.84551,,1779.2856,inf,0.4189424,-87.10344,1739.3539
8,71.8,9.999999,707.6797650091809,9.999999,484.2874,,-inf,77061060000.0,1.5090691e-12,687.7157,12,6.488361e-10,1.0,19.964104,57865.91,57865.91,6.488361e-10,2.3552852,50,77061060000.0,0.21055855,5900,259103,,707.67975,0.56636775,77061060000.0,True,72.82991671562195,-inf,-1.0,-122.63871,,2369.063,inf,0.4189424,-112.90433,2349.0989
9,67.9,9.999999,668.6981811052965,9.999999,542.56683,,-inf,1003256450.0,3.0958355e-16,658.7159,12,4.9837706e-08,1.0,9.982378,19630626.0,19630626.0,4.9837706e-08,1571.1422,50,1003256450.0,31.618782,5950,262498,,668.6982,219.93227,1003256450.0,True,73.61618566513062,-inf,-1.0,-131.50629,,2829.475,inf,0.4189424,-113.650635,2819.4927
10,66.92,9.999999,658.8956934020287,9.999999,448.04712,,-inf,591832.1,2.7323863e-10,628.9327,12,8.4483414e-05,1.0,29.96294,362387.8,362387.8,8.4483414e-05,6.932696,50,591832.1,0.29641435,6000,265844,,658.8957,1.0593925,591832.1,True,74.31519722938538,-inf,-1.0,-89.582565,,1849.1194,inf,0.4189424,-84.64348,1819.1565
1,81.28,9.999999,802.4574551189528,9.999999,569.7709,,-1528675.6,1.0,0.06335154,792.47705,13,50.0,1.0,9.9804735,1918684.9,968576.9,50.0,12.768605,50,1.0,2.0183566,6050,269908,,802.4575,1.9602969,1.0,True,75.44832611083984,-18557223000.0,-1.0,-101.85611,,2619.1125,1097515600.0,0.4189424,-101.85611,2609.132
2,73.64,10.0,726.1068780473502,10.0,406.0749,,-7112861000000.0,53.526104,7.978816e-07,716.12286,13,0.93412364,1.0,9.98396,888910.44,819012.1,0.9341236,16.360384,50,53.526108,2.0899475,6100,273590,,726.10693,3.4070616,53.526104,True,76.2393319606781,-6460988000000.0,-1.0,-66.155624,,1539.8864,1113613100000000.0,0.4189424,-66.6413,1529.9023
3,69.62,10.0,685.8434409884193,10.0,430.83575,,-508487120000000.0,66.811905,2.4375743e-06,665.87476,13,0.74836963,1.0,19.968761,1298694.2,1105868.5,0.74836963,19.43507,50,66.811905,3.3177655,6150,277071,,685.8435,4.736017,66.811905,True,77.20846772193909,-444830300000000.0,-1.0,-91.75545,,1929.0931,2.1432226e+18,0.4189424,-92.1985,1909.1244
4,85.84,10.0,848.0508220447269,10.0,527.0254,,-23224280000000.0,70.63397,5.142602e-05,818.0969,13,0.70787466,1.0,29.953873,1357517.4,1590967.6,0.70787466,12.913402,50,70.63397,1.9203643,6200,281363,,848.05084,2.9589396,70.63397,True,78.09334254264832,-20666034000000.0,-1.0,-115.34416,,2798.9688,1043790500000000.0,0.4189424,-115.693245,2769.015
5,89.66,10.0,886.2520552492872,10.0,496.7626,,-32070833000000.0,73.005196,5.2287874e-06,846.3147,13,0.68488276,1.0,39.93734,778680.06,775007.75,0.68488276,16.170858,50,73.005196,2.001089,6250,285846,,886.252,3.1974828,73.005196,True,79.06761932373047,-31277403000000.0,-1.0,-83.39542,,2179.099,6507958300000000.0,0.4189424,-83.14041,2139.1619
6,80.2,9.999999,791.6403709410569,9.999999,529.76794,,-185498300000000.0,50.214798,1.7314762e-05,771.6742,13,0.9957224,1.0,19.966204,2101759.2,2106006.0,0.9957224,27.941803,50,50.214798,2.3733485,6300,289856,,791.6404,4.589994,50.214798,True,80.01098394393921,-184721460000000.0,-1.0,-104.88429,,2568.754,1.17553616e+17,0.4189424,-102.59516,2548.7876
7,86.74,9.999999,857.0203474532739,9.999999,452.53162,,-375790580000000.0,87.68393,1.2442789e-06,857.0204,13,0.57022995,1.0,,743313.3,754689.56,0.57022995,10.819391,50,87.68393,1.2622622,6350,294193,,857.0204,2.167673,87.68393,True,81.0126302242279,-366893800000000.0,-1.0,-73.93968,,1859.5498,1.6886541e+18,0.4189424,-73.18263,1859.5498
8,87.14,10.0,861.0634552617374,10.0,507.27783,,-5647536500000.0,45.169144,6.831416e-07,851.0824,13,1.1069504,1.0,9.981044,1078293.5,1050143.1,1.1069504,9.150478,50,45.169144,1.3174328,6400,298550,,861.06354,2.2346692,45.169144,True,81.88720798492432,-5600075000000.0,-1.0,-79.943924,,2049.5046,266614070000000.0,0.4189424,-76.44905,2039.5236
9,83.42,10.0,823.8469830341932,10.0,438.8625,,-380932980000.0,18.975838,0.0004426021,793.89545,13,2.63493,1.0,29.951572,6428435.5,5977491.5,2.63493,210.1762,50,18.975838,6.6821876,6450,302721,,823.8469,29.742346,18.975838,True,82.77756714820862,-342414620000.0,-1.0,-88.8882,,1829.0265,1571446500000.0,0.4189424,-86.807724,1799.075
10,80.26,9.999999,792.2787427741398,9.999999,506.01797,,-59577690000000.0,77.522575,5.5625337e-06,762.3312,13,0.6449734,1.0,29.94754,2142092.5,2278026.2,0.6449734,52.4843,50,77.522575,2.9975426,6500,306734,,792.27875,7.68904,77.522575,True,83.60229396820068,-57986366000000.0,-1.0,-87.000946,,2009.2982,3.094321e+16,0.4189424,-84.82735,1979.3507
1,82.02,9.999997,809.856022471786,9.999997,465.64328,,-1346618.1,1.0,0.16445307,789.8882,14,50.0,1.0,19.967838,3876158000000.0,872690.4,50.0,46423684.0,50,1.0,1244281.5,6550,310835,,809.856,6789093.5,1.0,True,84.4801344871521,-2.6997502e+23,-1.0,-97.616165,,2409.2285,3.2450875e+35,0.4189424,-97.616165,2389.2607
2,64.48,9.999999,634.5987197282178,9.999999,340.19244,,-inf,2199249400.0,3.0513248e-11,614.634,14,2.273503e-08,1.0,19.96477,7475.331,7475.331,2.273503e-08,1.2448044,50,2199249400.0,0.07018727,6600,314059,,634.5987,0.23762347,2199249400.0,True,85.16814303398132,-inf,-1.0,-79.05209,,1689.4883,inf,0.4189424,-66.94566,1669.5236
3,67.44,10.0,664.1973220441716,10.0,322.26767,,-inf,4224139.0,8.594649e-12,644.2282,14,1.1836732e-05,1.0,19.969162,1466.4651,1466.4651,1.1836732e-05,1.312578,50,4224139.0,0.04817147,6650,317431,,664.1973,0.2079101,4224139.0,True,85.88128614425659,-inf,-1.0,-74.7395,,1529.66,inf,0.4189424,-63.549126,1509.6909
4,71.94,9.999998,709.1848056203555,9.999998,431.2543,,-inf,11092731.0,1.4517433e-14,699.2026,14,4.507456e-06,1.0,9.982215,1233975.0,1233975.0,4.507456e-06,49.850048,50,11092731.0,1.2514266,6700,321028,,709.1848,6.9887033,11092731.0,True,86.64520454406738,-inf,-1.0,-89.0939,,2049.6897,inf,0.4189424,-84.08254,2039.7075
5,73.04,10.0,720.1641927209591,10.0,566.4112,,-inf,8102969600000.0,2.566255e-15,720.16425,14,6.170577e-12,1.0,,2880.9001,2880.9001,6.170577e-12,1.4998816,50,8102969600000.0,0.14115462,6750,324680,,720.16425,0.3575151,8102969600000.0,True,87.62630128860474,-inf,-1.0,-129.32703,,2699.4248,inf,0.4189424,-123.128494,2699.4248
6,74.1,10.0,730.7816812725791,10.0,450.95337,,-inf,228097540.0,1.9077003e-12,720.80115,14,2.1920447e-07,1.0,9.9805155,39989.055,39989.055,2.1920447e-07,5.2027783,50,228097540.0,0.22453728,6800,328385,,730.7816,0.82805556,228097540.0,True,88.5983259677887,-inf,-1.0,-91.77661,,2249.676,inf,0.4189424,-86.26003,2239.6956
7,72.74,9.999999,717.1598087802453,9.999999,415.80978,,-inf,37150580000.0,3.7247335e-14,677.22736,14,1.345874e-09,1.0,39.932503,105101.25,105101.25,1.345874e-09,6.706621,50,37150580000.0,0.17490624,6850,332022,,717.1598,0.94812495,37150580000.0,True,89.5785276889801,-inf,-1.0,-87.920364,,1569.7592,inf,0.4189424,-80.68566,1529.8267
8,70.68,10.0,696.6042775132429,10.0,378.6548,,-inf,10932165.0,3.7293298e-12,666.6588,14,4.5736597e-06,1.0,29.945412,818051400.0,818051400.0,4.5736597e-06,157417.94,50,10932165.0,3148.5994,6900,335556,,696.60425,22038.479,10932165.0,True,90.33078980445862,-inf,-1.0,-81.40662,,1719.4843,inf,0.4189424,-71.14628,1689.5388
9,65.68,10.0,646.6128206971208,10.0,352.75388,,-inf,94481530.0,8.32717e-12,646.6129,14,5.29204e-07,1.0,,5697044.0,5697044.0,5.29204e-07,270.1229,50,94481530.0,5.570545,6950,338840,,646.6129,37.796524,94481530.0,True,91.02516198158264,-inf,-1.0,-75.08867,,1739.6802,inf,0.4189424,-72.59709,1739.6802
