MeanD2-0,MeanEntropy,EpisodesSoFar,InitialReturnMean,MinTargetPdf,EpRewMean,EpThisIter,WReturnMean,MaxIW,InitialReturnStd,InitialBound,MinIW,ESSRenyiHarmonic,EmpiricalD2Arithmetic,InitialReturnMax,OptimizationReturnMin,EpLenMean,ReturnStepMax,OptimizationReturnMax,ReturnMeanIW,Iteration,TimestepsSoFar,DivergenceHarmonic,EmpiricalD2Harmonic,Penalization,VarianceInitializer,LearnableVariance,Bound,ReturnStepMaxmin,ESSRenyiArithmetic,InitialReturnMin,Inner Iteration,StdIW,TimeElapsed,Epsilon,StdWReturnMean,MeanIW,MinBehavPdf,OptimizationReturnMean
19517530.0,0.4189424,14000,1510.2175,-174.57077,1510.2175961698572,50,36898404.0,266.37363,728.5929,-inf,5.40356e-14,2.5617996e-06,19517530.0,3288.6877,,152.08,9.999999,2949.0776,36898404.0,28,894535,inf,19517530.0,True,-1.0,,-inf,9.999999,2.5617996e-06,339.61017,10,39.880512,679.9492852687836,1.0,,8.789498,-159.2962,1170.6073
1.0,0.4189424,14050,1490.4371,-188.14552,1490.4371876864395,50,3068948.5,3213.2646,920.62244,-4556394.5,0.06272009,50.0,1.0,4268.1714,,150.1,10.0,4268.1714,1218684700.0,29,902040,2627531000000.0,1.0,True,-1.0,,-2412300700000.0,10.0,50.0,,1,552.0741,686.0552060604095,1.0,,196.3729,-188.14552,1490.4371
2846.5906,0.4189424,14100,1205.8538,-195.17102,1205.853764953096,50,238378.86,3.2047305,889.1676,-4.3700162e+20,5.4002674e-05,0.017564872,2846.5906,4448.539,,121.64,10.0,4438.5557,238378.86,29,908122,7.314552e+28,2846.5906,True,-1.0,,-4.3700162e+20,10.0,0.017564872,9.983432,2,0.5216629,691.1217806339264,1.0,,0.2806674,-190.48181,1195.8704
2834.1985,0.4189424,14150,1406.2042,-178.88855,1406.204253949752,50,3968257.5,175.68918,973.9899,-1.0892004e+20,7.782409e-05,0.017641673,2834.1985,4219.0767,,141.68,10.0,4209.0967,3968257.5,29,915206,5.6161304e+27,2834.1985,True,-1.0,,-1.0892004e+20,10.0,0.017641673,9.98,3,26.817835,695.8106324672699,1.0,,6.1054125,-176.56952,1396.2242
21737.932,0.4189424,14200,1287.2635,-233.49106,1287.2635987997571,50,1641081.0,39.81646,1011.664,-3.661776e+23,7.531698e-05,0.002300127,21737.932,4998.5483,,129.76,10.0,4708.784,1641081.0,29,921694,3.2218043e+34,21737.932,True,-1.0,,-3.661776e+23,10.0,0.002300127,289.7644,4,7.3651357,700.5155079364777,1.0,,1.751115,-228.74416,997.4992
1204.1249,0.4189424,14250,1289.3894,-241.82904,1289.3893766713152,50,6418575.0,158.91702,1017.71674,-9.576931e+18,0.0008842714,0.041523933,1204.1249,4998.2617,,129.96,9.999999,4678.5186,6418575.0,29,928192,2.2042865e+25,1204.1249,True,-1.0,,-9.576931e+18,9.999999,0.041523933,319.74335,5,22.741892,703.9649972915649,1.0,,4.687872,-241.54413,969.6461
702.06854,0.4189424,14300,1366.8539,-187.74174,1366.8538720153563,50,43526750.0,8927.924,1046.9458,-2.9172053e+18,0.00047314313,0.07121812,702.06854,4999.057,,137.72,10.0,4999.057,43526750.0,29,935078,2.043962e+24,702.06854,True,-1.0,,-2.9172053e+18,10.0,0.07121812,,6,1249.7881,709.2781834602356,1.0,,179.45187,-185.84724,1366.8539
66.697136,0.4189424,14350,1677.7717,-219.06798,1677.7717607647203,50,1912443.9,10.493317,1189.4587,-848425600000000.0,0.001405471,0.7496574,66.697136,4998.6304,,168.82,10.0,4998.6304,1409976.4,29,943519,2.2824925e+16,66.697136,True,-1.0,,-308220200000000.0,10.0,0.7496574,,7,1.6683073,715.1773402690887,1.0,,0.54598814,-215.99457,1677.7717
930.0578,0.4189424,14400,1597.5995,-205.34442,1597.599647754819,50,7305045.5,105.33065,1209.6685,-4.4280398e+18,3.9303555e-05,0.0537601,930.0578,4998.501,,160.78,10.0,4968.548,7305045.5,29,951558,4.7114564e+24,930.0578,True,-1.0,,-4.4280398e+18,10.0,0.0537601,29.953033,8,14.712628,721.4208183288574,1.0,,2.4999306,-201.88681,1567.6466
12453.653,0.4189424,14450,1480.6078,-179.91446,1480.6078634261908,50,3171100.2,11.433049,908.464,-4.2595027e+22,2.0102625e-07,0.004014886,12453.653,3918.7566,,149.12,10.0,3918.7566,3171100.2,29,959014,1.15402666e+33,12453.653,True,-1.0,,-4.2595027e+22,10.0,0.004014886,,9,2.248828,726.9160187244415,1.0,,1.0062357,-172.20454,1480.6078
8.313762,0.4189424,14500,1347.8297,-183.43106,1347.82967088124,50,823521.5,2.1609952,973.5079,-214007350000.0,0.015150639,6.014125,8.313762,4387.713,,135.84,10.0,4357.7617,870756.25,29,965806,18211998000.0,8.313762,True,-1.0,,-212134510000.0,10.0,6.014125,29.951183,10,0.38699517,731.0985510349274,1.0,,0.24965987,-183.30693,1317.8784
1.0,0.4189424,14550,1552.3577,-218.29143,1552.3576227635335,50,3584314.0,2172.6118,1083.7435,-5624200.0,0.0198198,50.0,1.0,4998.3203,,156.28,10.0,4948.4023,566559700.0,30,973620,9.731953e+25,1.0,True,-1.0,,-2.0123455e+19,10.0,50.0,49.91815,1,311.79684,736.174973487854,1.0,,60.180424,-218.29143,1502.4393
8351.32,0.4189424,14600,1580.0842,-208.52121,1580.08423409143,50,30505148.0,110.375465,899.5313,-4.3200178e+20,9.6333155e-09,0.0059870775,8351.32,4619.211,,159.06,10.0,4609.2285,30505148.0,30,981573,6.148811e+28,8351.32,True,-1.0,,-4.3200178e+20,10.0,0.0059870775,9.982252,2,15.471412,741.4000935554504,1.0,,2.61605,-206.8532,1570.1019
41095.53,0.4189424,14650,1916.198,-161.78842,1916.1981292946707,50,5805411.0,22.140581,727.98914,-1.4626159e+23,1.0019968e-08,0.0012166773,41095.53,3349.3638,,192.68,10.0,2859.6147,5805411.0,30,991207,2.549779e+34,41095.53,True,-1.0,,-1.4626159e+23,10.0,0.0012166773,489.74902,3,3.743442,748.1231191158295,1.0,,1.1961421,-158.199,1426.4491
24991.742,0.4189424,14700,1570.6617,-147.75858,1570.6617615591458,50,60082864.0,325.9597,894.25726,-1.1477323e+22,2.603158e-09,0.0020006609,24991.742,3359.5825,,158.12,10.0,3329.6365,60082864.0,30,999113,1.5510695e+32,24991.742,True,-1.0,,-1.1477323e+22,10.0,0.0020006609,29.946161,4,46.47627,753.2400705814362,1.0,,11.587358,-141.45728,1540.7155
2559.2273,0.4189424,14750,1203.9512,-162.38826,1203.9510878169247,50,13903932.0,84.28952,711.44666,-1.3856293e+19,4.2587928e-08,0.019537147,2559.2273,3648.6792,,121.44,10.0,3628.7146,13903932.0,30,1005185,1.6249599e+26,2559.2273,True,-1.0,,-1.3856293e+19,10.0,0.019537147,19.964565,5,17.031605,757.4915463924408,1.0,,6.2554326,-159.78888,1183.9865
18990.895,0.4189424,14800,1702.8944,-206.10434,1702.8944020869405,50,5494384.5,48.308212,918.77747,-1.0647127e+22,2.008804e-09,0.0026328408,18990.895,4379.369,,171.34,10.0,4309.4937,5494384.5,30,1013752,4.622851e+31,18990.895,True,-1.0,,-1.0647127e+22,10.0,0.0026328408,69.87572,6,9.277003,764.4235236644745,1.0,,3.0607536,-198.792,1633.0186
11045.107,0.4189424,14850,1509.4486,-161.06198,1509.4485759569295,50,3185261.5,54.13711,760.9205,-2.828325e+21,1.3961581e-09,0.0045268913,11045.107,3628.2852,,152.0,10.0,3238.484,3185261.5,30,1021352,6.923796e+30,11045.107,True,-1.0,,-2.828325e+21,10.0,0.0045268913,389.80118,7,9.637045,768.653783082962,1.0,,3.406413,-153.96616,1119.6473
8193.649,0.4189424,14900,1689.2188,-205.82172,1689.218918465316,50,4449550.5,44.07011,943.57,-1.02639984e+21,5.8919444e-08,0.0061022867,8193.649,4999.253,,169.96,10.0,4939.3486,4449550.5,30,1029850,2.5299032e+29,8193.649,True,-1.0,,-1.02639984e+21,10.0,0.0061022867,59.90426,8,6.8956246,774.9344491958618,1.0,,2.110896,-200.18759,1629.3147
51758.05,0.4189424,14950,1614.4374,-147.60052,1614.4372270769527,50,3786827.5,24.366812,675.4575,-1.4446259e+24,1.7030705e-07,0.0009660333,51758.05,3508.6052,,162.5,10.0,3148.8647,3786827.5,30,1037975,2.0656847e+36,51758.05,True,-1.0,,-1.4446259e+24,10.0,0.0009660333,359.74042,9,5.2975626,779.1794807910919,1.0,,2.0625875,-142.73088,1254.6968
29299.17,0.4189424,15000,1607.245,-194.35443,1607.2450303086466,50,35110188.0,383.52386,919.5525,-6.496803e+22,3.0527252e-09,0.0017065329,29299.17,4099.18,,161.78,10.0,4099.18,35110188.0,30,1046064,2.242346e+33,29299.172,True,-1.0,,-6.496803e+22,10.0,0.001706533,,10,54.772778,783.4606010913849,1.0,,11.215397,-186.848,1607.245
1.0,0.4189424,15050,1520.6885,-164.64545,1520.6884431349251,50,2956939.5,7195.1655,802.7742,-4110904.0,0.13646334,50.0,1.0,3759.3901,,153.12,10.0,3729.4434,1487546100.0,31,1053720,1.7398395e+16,1.0,True,-1.0,,-152211700000000.0,10.0,50.0,29.946815,1,1179.3726,788.3506951332092,1.0,,426.4043,-164.64545,1490.7416
3421.156,0.4189424,15100,1209.4902,-186.09222,1209.4901865633265,50,12839391.0,129.11093,793.33777,-2.3426049e+20,0.0049033305,0.014614943,3421.156,4298.551,,122.0,10.0,4288.5703,12839391.0,31,1059820,2.411022e+28,3421.156,True,-1.0,,-2.3426049e+20,10.0,0.014614943,9.980663,2,18.088749,793.4670488834381,1.0,,3.2359087,-187.2528,1199.5095
4335.1562,0.4189424,15150,1348.4614,-201.81415,1348.461367554579,50,23195112.0,143.77455,1102.5886,-1.8598987e+20,0.00086393236,0.01153361,4335.1562,4999.2803,,135.88,10.0,4999.2803,23195112.0,31,1066614,8.306916e+27,4335.1562,True,-1.0,,-1.8598987e+20,10.0,0.01153361,,3,20.097765,798.5411536693573,1.0,,3.1398232,-201.5398,1348.4614
757.6736,0.4189424,15200,1504.3386,-196.06392,1504.3385086885935,50,6990164.5,163.34232,1184.1273,-2.7993132e+18,4.418748e-05,0.065991476,757.6736,4999.37,,151.48,10.0,4969.4136,6990164.5,31,1074188,1.8816253e+24,757.6736,True,-1.0,,-2.7993132e+18,10.0,0.065991476,29.956673,4,23.836742,804.2279727458954,1.0,,4.9981976,-191.78159,1474.3821
96193270.0,0.4189424,15250,1673.9298,-229.86096,1673.9297884159128,50,14601484.0,321.88205,1229.8685,-inf,2.19585e-12,5.1978685e-07,96193270.0,4988.8906,,168.46,10.0,4988.8906,14601484.0,31,1082611,inf,96193270.0,True,-1.0,,-inf,10.0,5.1978685e-07,,5,45.191246,810.1402730941772,1.0,,7.526304,-216.43874,1673.9298
709.18634,0.4189424,15300,1579.7653,-218.7711,1579.7653946786086,50,5586600.5,27.464987,1047.8578,-1.1372483e+18,1.46142365e-05,0.07050333,709.18634,4998.2026,,159.02,10.0,4968.2544,5586600.5,31,1090562,3.108468e+23,709.18634,True,-1.0,,-1.1372483e+18,10.0,0.07050333,29.948284,6,6.0555687,815.0270314216614,1.0,,1.6190168,-215.95168,1549.8171
466.29742,0.4189424,15350,1457.7736,-201.51773,1457.7736418655084,50,44928750.0,260.0805,1053.3167,-5.4744437e+17,0.0017249644,0.1072277,466.29742,4408.6997,,146.84,10.0,4378.756,44928750.0,31,1097904,1.1899512e+23,466.29742,True,-1.0,,-5.4744437e+17,10.0,0.1072277,29.943958,7,39.665916,821.0147769451141,1.0,,7.781795,-203.90506,1427.8297
7823373.0,0.4189424,15400,1554.9343,-207.76523,1554.9343153719021,50,7404397.5,119.095116,1105.2511,-inf,8.16115e-06,6.391105e-06,7823373.0,4997.9053,,156.54,10.0,4918.0347,7404397.5,31,1105731,inf,7823373.0,True,-1.0,,-inf,10.0,6.391105e-06,79.870605,8,16.69287,826.8006389141083,1.0,,2.839322,-204.34364,1475.0637
363167.97,0.4189424,15450,1517.2036,-208.55061,1517.2036260496354,50,77844320.0,547.0805,1158.4675,-inf,0.0003549252,0.00013767734,363167.97,4998.6216,,152.74,10.0,4998.6216,77844320.0,31,1113368,inf,363167.97,True,-1.0,,-inf,10.0,0.00013767734,,9,76.56432,831.7104477882385,1.0,,11.138459,-206.69626,1517.2036
64705.016,0.4189424,15500,1462.4161,-192.2536,1462.4161447806205,50,39461404.0,507.36606,1142.3998,-inf,1.03098046e-07,0.0007727376,64705.016,4418.678,,147.3,10.0,4408.698,39461404.0,31,1120733,inf,64705.016,True,-1.0,,-inf,10.0,0.0007727376,9.979815,10,73.36923,838.2007477283478,1.0,,13.739917,-192.49225,1452.4363
1.0,0.4189424,15550,1445.9957,-198.59145,1445.995725753246,50,3223290.0,430604.88,1064.1365,-5262927.0,0.18598898,50.0,1.0,4998.0156,,145.64,9.999998,4978.045,183569700000.0,32,1128015,3.104507e+36,1.0,True,-1.0,,-3.593734e+24,9.999998,50.0,19.970793,1,75112.26,842.7765300273895,1.0,,18095.31,-198.59145,1426.0249
9239440000000.0,0.4189424,15600,981.9205,-131.9993,981.9204522144595,50,1062444.5,76.09958,534.14404,-inf,1.2058589e-13,5.411583e-12,9239440000000.0,2839.3794,,99.22,9.999998,2839.3794,1062444.5,32,1132976,inf,9239440000000.0,True,-1.0,,-inf,9.999998,5.411583e-12,,2,10.647823,846.6052422523499,1.0,,1.6048259,-118.591095,981.9205
195246440000.0,0.4189424,15650,1175.663,-166.8777,1175.662920681969,50,10475.9,3.5288465,687.6534,-inf,5.9606054e-14,2.5608662e-10,195246440000.0,3869.574,,118.6,10.0,3849.6072,10475.9,32,1138906,inf,195246440000.0,True,-1.0,,-inf,10.0,2.5608662e-10,19.96688,3,0.5676332,851.5184419155121,1.0,,0.13225351,-157.31638,1155.696
1849368800000.0,0.4189424,15700,1004.6937,-117.20697,1004.6936401384124,50,82726660.0,35825.934,673.8778,-inf,7.3313344e-14,2.703625e-11,1849368800000.0,2548.8362,,101.5,10.0,2548.8362,82726660.0,32,1143981,inf,1849368900000.0,True,-1.0,,-inf,10.0,2.7036252e-11,,4,5015.6074,855.414336681366,1.0,,716.68805,-113.72698,1004.6937
73909780000.0,0.4189424,15750,1331.8441,-159.21075,1331.8439827960651,50,31.62033,0.4308274,819.51575,-inf,4.3538675e-17,6.7650047e-10,73909780000.0,3839.3542,,134.22,10.0,3809.4072,31.62033,32,1150692,inf,73909780000.0,True,-1.0,,-inf,10.0,6.7650047e-10,29.947021,5,0.060314815,860.4538311958313,1.0,,0.00862377,-152.05887,1301.897
66271890000.0,0.4189424,15800,1315.6489,-105.38043,1315.6489141557704,50,1367.8165,0.010151192,516.8516,-inf,1.5713076e-15,7.5446766e-10,66271890000.0,2419.76,,132.6,10.0,2010.0187,1367.8165,32,1157322,inf,66271890000.0,True,-1.0,,-inf,10.0,7.5446766e-10,409.7413,6,0.0015777836,864.5887591838837,1.0,,0.0004139282,-102.0123,905.9076
6026688500.0,0.4189424,15850,1130.1348,-124.58411,1130.1347807066788,50,3.60775,9.675616e-05,564.212,-inf,1.251185e-14,8.29643e-09,6026688500.0,3109.4011,,114.04,9.999999,2689.689,3.60775,32,1163024,inf,6026688500.0,True,-1.0,,-inf,9.999999,8.29643e-09,419.71228,7,1.5511288e-05,868.8591163158417,1.0,,4.332223e-06,-116.99982,710.4225
70334990000.0,0.4189424,15900,1323.0547,-156.2362,1323.054670606371,50,11858477.0,991.82214,674.8241,-inf,9.917492e-15,7.1088374e-10,70334990000.0,3599.48,,133.34,10.0,3589.4993,11858477.0,32,1169691,inf,70334990000.0,True,-1.0,,-inf,10.0,7.1088374e-10,9.980752,8,139.3947,873.2604627609253,1.0,,22.100784,-142.97296,1313.0741
74673090000000.0,0.4189424,15950,1255.6581,-151.55417,1255.6580775236105,50,17199336.0,711.6953,728.6244,-inf,1.6575508e-14,6.6958526e-13,74673090000000.0,3228.9563,,126.6,9.999999,3228.9563,17199336.0,32,1176021,inf,74673090000000.0,True,-1.0,,-inf,9.999999,6.6958526e-13,,9,99.61372,877.4469442367554,1.0,,14.620579,-140.65912,1255.6581
1.9377697e+17,0.4189424,16000,1494.5966,-190.53175,1494.596597588442,50,956.8412,1.1823797,1003.60614,-inf,3.55988e-13,2.580286e-16,1.9377697e+17,4647.896,,150.5,10.0,4617.946,956.8412,32,1183546,inf,1.9377697e+17,True,-1.0,,-inf,10.0,2.580286e-16,29.950153,10,0.16821964,883.2019939422607,1.0,,0.028443107,-182.19562,1464.6464
1.0,0.4189424,16050,1207.4822,-153.26793,1207.4822277824073,50,1961383.9,532.0113,709.4862,-3202593.5,0.12901276,50.0,1.0,3898.917,,121.78,10.0,3888.936,146925800.0,33,1189635,32905523000.0,1.0,True,-1.0,,-225299420000.0,10.0,50.0,9.980884,1,115.79396,886.9812822341919,1.0,,66.598724,-153.26793,1197.5013
759936.8,0.4189424,16100,1717.1937,-237.89919,1717.1937696315895,50,7575055.0,143.25993,1132.7092,-inf,1.2967706e-06,6.579494e-05,759936.8,4998.587,,172.74,10.0,4998.587,7575055.0,33,1198272,inf,759936.8,True,-1.0,,-inf,10.0,6.579494e-05,,2,28.205322,893.461902141571,1.0,,8.626934,-235.47061,1717.1937
249682.7,0.4189424,16150,1637.8114,-204.66765,1637.811416537319,50,15316598.0,2420.596,1275.4509,-inf,1.7423048e-10,0.00020025416,249682.7,4828.9683,,164.84,10.0,4828.9683,15316598.0,33,1206514,inf,249682.7,True,-1.0,,-inf,10.0,0.00020025416,,3,338.62344,899.8883259296417,1.0,,53.415493,-199.1583,1637.8114
46421.184,0.4189424,16200,1641.778,-205.47935,1641.7779711176572,50,5145244.0,83.53855,1248.5941,-1.2974405e+24,2.6761102e-06,0.0010770945,46421.184,4998.1255,,165.22,10.0,4978.1626,5145244.0,33,1214775,4.0461086e+35,46421.184,True,-1.0,,-1.2974405e+24,10.0,0.0010770945,19.963032,4,11.801236,904.1996304988861,1.0,,2.0713928,-201.18878,1621.8148
70455980.0,0.4189424,16250,1670.588,-200.54167,1670.5879600411163,50,307140.94,2.7278593,1075.9822,-inf,4.421938e-11,7.096629e-07,70455980.0,4938.128,,168.12,10.0,4938.128,307140.94,33,1223181,inf,70455980.0,True,-1.0,,-inf,10.0,7.096629e-07,,5,0.47242248,909.8656144142151,1.0,,0.19062492,-196.89853,1670.588
98087520.0,0.4189424,16300,1646.9279,-217.60698,1646.92789894345,50,431897.0,9.10174,1129.322,-inf,1.6590526e-11,5.097489e-07,98087520.0,4997.703,,165.74,10.0,4917.8296,431897.0,33,1231468,inf,98087520.0,True,-1.0,,-inf,10.0,5.097489e-07,79.87357,6,1.376237,915.7137732505798,1.0,,0.3799932,-208.34253,1567.0543
87324664.0,0.4189424,16350,1727.1538,-215.10155,1727.1536297815526,50,5676468.0,61.923534,1032.6576,-inf,6.2439304e-11,5.725759e-07,87324664.0,4998.9634,,173.76,9.999999,4649.1636,5676468.0,33,1240156,inf,87324664.0,True,-1.0,,-inf,9.999999,5.725759e-07,349.79968,7,9.423707,921.678017616272,1.0,,2.3764455,-206.05562,1377.3539
111987.0,0.4189424,16400,1636.5759,-191.76985,1636.5760983819584,50,4032300.2,56.238525,1086.1779,-3.0841599e+24,1.0715991e-09,0.0004464804,111987.0,4998.6104,,164.7,10.0,4658.852,4032300.2,33,1248391,2.28543e+36,111987.0,True,-1.0,,-3.0841599e+24,10.0,0.0004464804,339.75824,8,8.271536,927.3222019672394,1.0,,2.030048,-181.4428,1296.8179
8545162.0,0.4189424,16450,1777.9595,-227.3421,1777.9594545334276,50,3459513.0,381.73294,1490.6062,-inf,1.4111721e-09,5.851264e-06,8545162.0,4999.076,,178.78,10.0,4949.159,3459513.0,33,1257330,inf,8545162.0,True,-1.0,,-inf,10.0,5.851264e-06,49.917114,9,55.033794,933.7663834095001,1.0,,9.913982,-225.54228,1728.0422
91957720.0,0.4189424,16500,1422.9944,-237.62473,1422.9944855785955,50,12202698.0,2982.465,993.6684,-inf,2.635236e-12,5.4372816e-07,91957720.0,4998.554,,143.34,10.0,4948.6387,12202698.0,33,1264497,inf,91957720.0,True,-1.0,,-inf,10.0,5.4372816e-07,49.9155,10,417.46155,938.9835052490234,1.0,,60.28101,-224.2937,1373.0791
1.0,0.4189424,16550,1877.7178,-223.01125,1877.717962180431,50,4898848.5,54595.94,1171.7611,-6938298.0,0.052569374,50.0,1.0,4997.782,,188.82,10.0,4937.8633,33652440000.0,34,1273938,4.4808836e+31,1.0,True,-1.0,,-1.365183e+22,10.0,50.0,59.91893,1,8587.459,944.9943022727966,1.0,,2349.648,-223.01125,1817.799
11528017000000.0,0.4189424,16600,1326.298,-255.10388,1326.2979351084498,50,15333067.0,523.272,1115.835,-inf,3.1769116e-17,4.3372593e-12,11528017000000.0,4887.5713,,133.68,10.0,4817.691,15333067.0,34,1280622,inf,11528017000000.0,True,-1.0,,-inf,10.0,4.3372593e-12,69.8806,2,73.95851,950.1915774345398,1.0,,12.267298,-236.10986,1256.4172
8017578000.0,0.4189424,16650,1300.3204,-239.90828,1300.3203627941919,50,1016076540.0,6619.804,1079.9225,-inf,7.828795e-21,6.2362977e-09,8017578000.0,4998.325,,131.06,10.0,4988.345,1016076540.0,34,1287175,inf,8017577500.0,True,-1.0,,-inf,10.0,6.2362973e-09,9.980019,3,926.58887,955.7722108364105,1.0,,133.9115,-216.76004,1290.3403
6320008000000.0,0.4189424,16700,1399.5044,-225.0877,1399.5043820849723,50,22563006.0,6414.47,1230.5094,-inf,7.5126585e-24,7.9113825e-12,6320008000000.0,4999.4023,,140.96,9.999999,4999.4023,22563006.0,34,1294223,inf,6320008000000.0,True,-1.0,,-inf,9.999999,7.9113825e-12,,4,897.9526,960.858479976654,1.0,,128.81439,-213.54959,1399.5044
8857020.0,0.4189424,16750,1551.4626,-205.17273,1551.4627135144237,50,685694.1,20.318733,1214.5353,-inf,1.9739416e-12,5.6452395e-06,8857020.0,4999.2793,,156.18,9.999999,4969.335,685694.1,34,1302032,inf,8857020.0,True,-1.0,,-inf,9.999999,5.6452395e-06,29.944147,5,3.904449,966.5686106681824,1.0,,0.9237751,-198.39497,1521.5186
1911257500.0,0.4189424,16800,1312.557,-209.70659,1312.5569806095837,50,8621880.0,367.3093,1075.9899,-inf,4.46238e-14,2.6160787e-08,1911257500.0,4738.459,,132.3,10.0,4738.459,8621880.0,34,1308647,inf,1911257500.0,True,-1.0,,-inf,10.0,2.6160787e-08,,6,51.87021,971.8707520961761,1.0,,9.064914,-206.21515,1312.557
204900940000.0,0.4189424,16850,1730.5786,-241.06233,1730.5786050174888,50,3377824.5,43.759197,1267.8414,-inf,1.2092467e-17,2.4402033e-10,204900940000.0,4998.1816,,174.1,10.0,4998.1816,3377824.5,34,1317352,inf,204900960000.0,True,-1.0,,-inf,10.0,2.4402036e-10,,7,6.121024,978.3887052536011,1.0,,1.1013342,-221.58536,1730.5786
39100824.0,0.4189424,16900,1562.0459,-202.7434,1562.045842680638,50,909080.8,31.210598,1142.6603,-inf,3.3231274e-12,1.2787455e-06,39100824.0,4998.754,,157.24,10.0,4998.754,909080.8,34,1325214,inf,39100824.0,True,-1.0,,-inf,10.0,1.2787455e-06,,8,4.4604936,983.0476109981537,1.0,,1.0424011,-199.57356,1562.0459
157780640.0,0.4189424,16950,1665.9131,-238.12392,1665.9131553103089,50,2976161.8,100.569725,1205.9553,-inf,3.502409e-10,3.1689567e-07,157780640.0,4999.1553,,167.62,10.0,4939.246,2976161.8,34,1333595,inf,157780640.0,True,-1.0,,-inf,10.0,3.1689567e-07,59.908962,9,14.461021,988.6290922164917,1.0,,3.0522885,-233.33487,1606.0043
124311010000.0,0.4189424,17000,1740.4454,-222.3426,1740.4453006512733,50,2477174.5,22.736292,1248.8672,-inf,2.7189704e-12,4.0221698e-10,124311010000.0,4999.165,,175.06,10.0,4999.165,2477174.5,34,1342348,inf,124311010000.0,True,-1.0,,-inf,10.0,4.0221698e-10,,10,3.7662969,995.0933818817139,1.0,,0.8360811,-218.77612,1740.4454
1.0,0.4189424,17050,1685.4498,-219.48248,1685.4499330259357,50,4396310.5,1713841.8,1247.2246,-6387216.5,0.16305383,50.0,1.0,4937.9463,,169.6,10.0,4937.9463,903070200000.0,35,1350828,1.4375045e+35,1.0,True,-1.0,,-7.548344e+23,10.0,50.0,,1,244879.02,1002.1667177677155,1.0,,42729.74,-219.48248,1685.4498
1061.887,0.4189424,17100,1309.4663,-185.44464,1309.4662717421534,50,897391.5,4.896385,922.2129,-1.302512e+19,1.5520956e-07,0.04708599,1061.887,4608.77,,131.98,10.0,4568.8384,897391.5,35,1357427,5.64046e+25,1061.887,True,-1.0,,-1.302512e+19,10.0,0.04708599,39.931713,2,1.0935051,1006.5699360370636,1.0,,0.67524165,-183.7425,1269.5347
33844.86,0.4189424,17150,1586.2119,-201.50525,1586.211958626272,50,1723124.0,53.858006,1009.0911,-4.6236714e+23,3.414804e-05,0.0014773292,33844.86,4999.4053,,159.64,10.0,4589.668,1723124.0,35,1365409,5.133242e+34,33844.86,True,-1.0,,-4.6236714e+23,10.0,0.0014773292,409.7375,3,7.689683,1011.9015147686005,1.0,,1.7303834,-199.00584,1176.4745
8704.747,0.4189424,17200,1518.7942,-192.3038,1518.794075146489,50,3667855.5,25.198288,929.2819,-3.3287557e+21,9.567041e-07,0.0057439925,8704.747,4599.4106,,152.92,9.999999,4469.5444,3667855.5,35,1373055,3.714038e+30,8704.747,True,-1.0,,-3.3287557e+21,9.999999,0.0057439925,129.86621,4,4.060063,1017.0759813785553,1.0,,1.6199058,-192.82446,1388.928
1699.3638,0.4189424,17250,1545.0474,-200.02896,1545.0474232865195,50,7141450.5,98.834305,954.22784,-4.812042e+19,1.505566e-06,0.029422777,1699.3638,4769.004,,155.54,10.0,4769.004,7141450.5,35,1380832,6.714898e+26,1699.3638,True,-1.0,,-4.812042e+19,10.0,0.029422777,,5,13.802358,1022.2939813137054,1.0,,2.419409,-197.29529,1545.0474
12018.799,0.4189424,17300,1428.2281,-192.39746,1428.228104009539,50,11781657.0,55.5634,1110.2179,-8.9490066e+21,2.687158e-06,0.0041601495,12018.799,4589.1104,,143.86,9.999999,4589.1104,11781657.0,35,1388025,2.7084876e+31,12018.799,True,-1.0,,-8.9490066e+21,9.999999,0.0041601495,,6,11.016217,1027.351809501648,1.0,,4.2677073,-191.13718,1428.2281
2211.1064,0.4189424,17350,1153.8623,-146.46243,1153.8623805797367,50,702533.1,6.250352,899.0702,-6.3829627e+19,2.1492582e-05,0.022613114,2211.1064,3369.613,,116.42,10.0,3369.613,702533.1,35,1393846,4.7404086e+27,2211.1064,True,-1.0,,-6.3829627e+19,10.0,0.022613114,,7,1.7261372,1032.0135385990143,1.0,,1.0840005,-145.8389,1153.8623
4630.2607,0.4189424,17400,1450.2128,-188.8475,1450.212897075391,50,1596684.0,14.516159,890.41876,-4.8461026e+20,7.904327e-06,0.010798528,4630.2607,4199.585,,146.06,10.0,4199.585,1596684.0,35,1401149,1.1325334e+29,4630.2607,True,-1.0,,-4.8461026e+20,10.0,0.010798528,,8,3.1579041,1036.5417742729187,1.0,,1.4620134,-188.02179,1450.2128
2345.021,0.4189424,17450,1314.684,-150.92184,1314.6839667774714,50,334638.25,6.362624,799.8618,-4.0968995e+19,8.469048e-06,0.02132177,2345.021,3349.4749,,132.5,10.0,3329.5098,334638.25,35,1407774,2.0002991e+27,2345.021,True,-1.0,,-4.0968995e+19,10.0,0.02132177,19.965164,9,1.138242,1040.9726719856262,1.0,,0.53165555,-148.1826,1294.7189
