EpisodesSoFar,MeanIW,Inner Iteration,WReturnMean,MinTargetPdf,MeanEntropy,InitialReturnMean,ReturnStepMax,TimestepsSoFar,EpLenMean,EmpiricalD2Arithmetic,OptimizationReturnMean,ReturnMeanIW,StdWReturnMean,InitialReturnMin,Epsilon,EmpiricalD2Harmonic,OptimizationReturnMax,StdIW,LearnableVariance,MinBehavPdf,Penalization,DivergenceHarmonic,EpRewMean,Iteration,ESSRenyiArithmetic,Bound,EpThisIter,MinIW,InitialReturnStd,VarianceInitializer,OptimizationReturnMin,InitialReturnMax,ESSRenyiHarmonic,ReturnStepMaxmin,MeanD2-0,InitialBound,TimeElapsed,MaxIW
3600,4.4305196,2,550848.3,-54.412064,0.4189424,507.1858,10.0,80680,51.74,14800.053,507.1858,550848.3,,,1.0,14800.052,1119.6903,19.607811,,-48.218204,True,1.189771e+32,507.18578217642266,8,0.0033783664,-1.1165596e+21,50,6.372344e-14,251.51447,-1.0,,1119.6903,0.0033783666,10.0,14800.053,-1.1165596e+21,26.514533042907715,122.04316
3650,7.2960577,3,2377456.0,-54.159916,0.4189424,561.1671,9.999999,83537,57.14,273631.8,551.1816,2377456.0,,9.9854965,1.0,273631.8,1089.5782,44.503704,,-42.8218,True,inf,561.1671474233768,8,0.0001827273,-inf,50,3.713841e-12,225.81473,-1.0,,1099.5637,0.0001827273,9.999999,273631.8,-inf,26.97669291496277,317.55243
3700,2.672382,4,320238.47,-46.912476,0.4189424,511.2,9.999999,86144,52.14,34667.1,501.21954,320238.47,,9.98044,1.0,34667.1,1039.5697,7.47121,,-40.613575,True,3.537126e+35,511.1999999070898,8,0.0014422896,-5.3491653e+22,50,9.991103e-11,234.87326,-1.0,,1049.5502,0.0014422896,9.999999,34667.1,-5.3491653e+22,27.589818716049194,46.88323
3750,1.273266,5,280667.22,-64.84384,0.4189424,527.3821,9.999999,88832,53.76,11552.909,527.3821,280667.22,,,1.0,11552.909,1359.6931,4.5938478,,-62.190453,True,1.79715e+30,527.3821293014017,8,0.004327914,-2.023617e+20,50,4.4826534e-12,213.81291,-1.0,,1359.6931,0.004327914,9.999999,11552.909,-2.023617e+20,28.160892724990845,31.513037
3800,5.806469,6,675086.3,-63.420128,0.4189424,511.6007,9.999999,91441,52.18,22524.152,491.63104,675086.3,,19.969585,1.0,22524.152,1039.4362,20.992887,,-52.182392,True,7.651524e+33,511.6006872907161,8,0.0022198393,-8.0159136e+21,50,2.2316125e-12,214.64342,-1.0,,1059.4058,0.0022198393,9.999999,22524.152,-8.0159136e+21,28.68246841430664,124.78324
3850,5.544355,7,659280.6,-70.40827,0.4189424,508.60208,9.999998,94035,51.88,20613.613,498.6189,659280.6,,9.983141,1.0,20613.613,1109.7538,31.621254,,-59.892952,True,9.33196e+32,508.6020631374927,8,0.0024255814,-3.1273238e+21,50,4.4091222e-10,253.78067,-1.0,,1119.7369,0.0024255814,9.999998,20613.613,-3.1273238e+21,29.300039291381836,226.35226
3900,8.835018,8,2466608.8,-52.3091,0.4189424,486.21164,9.999999,96517,49.64,8166.41,476.22614,2466608.8,,9.985463,1.0,8166.41,1109.6458,54.866547,,-45.04359,True,2.1604472e+28,486.2116551382141,8,0.0061226413,-1.5044447e+19,50,3.29768e-13,227.70375,-1.0,,1119.6312,0.0061226413,9.999999,8166.41,-1.5044447e+19,29.7783100605011,392.59943
3950,1.6724794,9,367333.84,-53.49814,0.4189424,560.9724,9.999999,99373,57.12,7658.9595,411.04956,367333.84,,149.92288,1.0,7658.9595,859.7328,5.456882,,-41.08574,True,3.2143992e+28,560.9724263516393,8,0.006528302,-1.4922817e+19,50,9.275395e-12,200.74553,-1.0,,1009.65564,0.006528302,9.999999,7658.9595,-1.4922817e+19,30.45665144920349,31.870153
4000,3.393273,10,1297919.9,-72.87236,0.4189424,583.57904,10.0,102342,59.38,15272.176,573.595,1297919.9,,9.984064,1.0,15272.176,1569.679,16.92255,,-70.25711,True,6.786981e+30,583.5789930727881,8,0.0032739278,-5.307885e+20,50,3.2087129e-09,292.6737,-1.0,,1579.663,0.0032739278,10.0,15272.176,-5.307885e+20,31.099902868270874,117.2362
4050,60.644253,1,302121.1,-47.226948,0.4189424,511.5859,9.999999,104951,52.18,1.0,511.5859,15751310.0,,,1.0,1.0,1069.6064,181.93633,,-47.226948,True,279657200000.0,511.585926928695,9,50.0,-49414440000.0,50,0.11595817,200.99983,-1.0,,1069.6064,50.0,9.999999,1.0,-395533.3,31.571362257003784,1209.0652
4100,3.085636,2,1840422.9,-55.48208,0.4189424,607.55115,10.0,108040,61.78,285.36206,577.6004,1840422.9,,29.950766,1.0,285.36206,1209.833,14.259815,,-49.286545,True,2.3858943e+19,607.5511308892002,9,0.175216,-613016100000000.0,50,4.1555427e-06,219.11053,-1.0,,1239.7838,0.175216,10.0,285.36206,-613016100000000.0,32.1875216960907,97.95675
4150,0.8773844,3,224354.38,-64.26936,0.4189424,535.18823,9.999999,110767,54.54,6417.398,525.20807,224354.38,,9.980194,1.0,6417.3984,1129.4478,3.6063485,,-59.184643,True,1.7934956e+31,535.1882057011456,9,0.00779132,-4.489296e+20,50,2.2044678e-06,221.11377,-1.0,,1139.428,0.0077913194,9.999999,6417.398,-4.489296e+20,32.78283977508545,24.412403
4200,8976870000.0,4,3644400.0,-48.12585,0.4189424,546.37384,10.0,113550,55.66,72.30435,506.43866,4017197300000000.0,,39.935207,1.0,72.30435,919.6543,62066074000.0,,-43.31024,True,2.3213258e+28,546.3738674712961,9,0.6915213,-1.1458972e+19,50,0.881364,171.42197,-1.0,,959.5895,0.6915213,10.0,72.30435,-628087400000.0,33.277169704437256,443421750000.0
4250,0.19518456,5,12098.4,-44.433403,0.4189424,368.44086,9.999999,115443,37.86,203.39793,358.45874,12098.4,,9.982048,1.0,203.39793,809.6085,0.464331,,-41.109066,True,3.8204242e+19,368.4408211280834,9,0.24582353,-339003400000000.0,50,1.7364173e-05,161.64725,-1.0,,819.5906,0.24582353,9.999999,203.39793,-339003400000000.0,33.90186786651611,2.3747518
4300,0.15639478,6,30474.986,-40.364685,0.4189424,426.23743,10.0,117625,43.64,57725.67,336.2775,30474.986,,89.95993,1.0,57725.67,749.8948,0.37977818,,-36.864086,True,inf,426.2374312331013,9,0.00086616573,-inf,50,8.336567e-07,149.99138,-1.0,,839.8547,0.00086616573,10.0,57725.67,-inf,34.322993993759155,1.9700494
4350,0.87043184,7,216518.88,-39.990067,0.4189424,427.22653,9.999997,119812,43.74,561.64343,417.24573,216518.88,,9.980779,1.0,561.64343,889.5873,4.3186507,,-36.639603,True,1.4898912e+21,427.22653565419023,9,0.089024454,-2550349400000000.0,50,2.3939042e-06,185.50667,-1.0,,899.56805,0.089024454,9.999997,561.64343,-2550349400000000.0,34.79441571235657,30.878185
4400,0.992955,8,265971.97,-52.296406,0.4189424,408.8341,10.0,121907,41.9,6147.3857,388.86365,265971.97,,19.970379,1.0,6147.3853,869.62427,4.51035,,-51.298645,True,2.9341392e+28,408.8340466020308,9,0.008133539,-1.1068252e+19,50,3.5794603e-06,201.82013,-1.0,,889.59467,0.008133539,10.0,6147.3857,-1.1068252e+19,35.24339056015015,31.944033
4450,16.37448,9,2254688.0,-35.756104,0.4189424,428.22113,10.0,124099,43.84,2228.0168,298.26733,2254688.0,,129.95386,1.0,2228.0168,719.6821,89.276375,,-31.508106,True,7.95561e+24,428.22118067759993,9,0.022441482,-1.6624819e+17,50,7.904086e-06,148.29543,-1.0,,849.636,0.022441482,10.0,2228.0168,-1.6624819e+17,35.76176905632019,617.91187
4500,25.129553,10,8960860.0,-60.477608,0.4189424,448.2306,10.0,126391,45.84,2909.1516,438.25122,8960860.0,,9.979401,1.0,2909.1516,1359.4679,138.56277,,-53.338997,True,1.2225422e+27,448.23060544814086,9,0.01718714,-5.353982e+18,50,5.552249e-07,213.1205,-1.0,,1369.4473,0.01718714,10.0,2909.1516,-5.353982e+18,36.20042943954468,951.37683
4550,8.986029,1,194678.78,-32.84008,0.4189424,401.01913,9.999999,128447,41.12,1.0,391.03497,1448828.6,,9.984186,1.0,1.0,919.4627,26.325401,,-32.84008,True,188440790000.0,401.0191605189061,10,50.0,-30620447000.0,50,0.0152627705,184.01746,-1.0,,929.4469,50.0,9.999999,1.0,-265213.75,36.746501207351685,184.07364
4600,0.6799104,2,81926.9,-51.073925,0.4189424,423.40616,10.0,130615,43.36,4567.9185,403.43124,81926.9,,19.97494,1.0,4567.9185,1219.5087,1.2655735,,-47.296165,True,6.7694035e+29,423.40616672309045,10,0.010945905,-1.0320749e+20,50,2.4172246e-11,245.24533,-1.0,,1239.4836,0.010945905,10.0,4567.9185,-1.0320749e+20,37.29784655570984,7.6992755
4650,2.0400047,3,280044.62,-47.454865,0.4189424,419.4245,9.999998,132763,42.96,1345.7788,329.48788,280044.62,,89.9366,1.0,1345.7788,759.7747,3.5824957,,-43.500427,True,7.663873e+26,419.42449762621834,10,0.037153207,-1.6320044e+18,50,0.00014467639,181.1657,-1.0,,849.7113,0.037153207,9.999998,1345.7788,-1.6320044e+18,37.71577453613281,16.192154
4700,3.319736,4,553765.5,-56.943275,0.4189424,428.0238,9.999998,134954,43.82,139.98114,398.06235,553765.5,,29.961437,1.0,139.98114,849.72375,11.988325,,-53.799885,True,4.3981672e+20,428.02374753842173,10,0.35719097,-1325088100000000.0,50,8.473929e-06,182.54936,-1.0,,879.6852,0.35719097,9.999998,139.98114,-1325088100000000.0,38.31884813308716,64.399864
4750,0.71585745,5,120528.96,-40.925728,0.4189424,392.228,10.0,136966,40.24,1049.6829,382.2446,120528.96,,9.98339,1.0,1049.6829,699.69885,1.289501,,-33.17995,True,2.7864842e+26,392.2280271763959,10,0.047633436,-6.864526e+17,50,1.8711279e-07,171.04959,-1.0,,709.68225,0.047633436,10.0,1049.6829,-6.864526e+17,38.74748873710632,6.5220757
4800,2.37535,6,310223.75,-35.29207,0.4189424,373.84302,9.999999,138886,38.4,116.143135,353.871,325825.22,,19.972012,1.0,116.14314,829.83704,8.989507,,-34.434605,True,1.4259356e+18,373.84303097127435,10,0.43050328,-70412055000000.0,50,0.00022452841,190.98758,-1.0,,849.809,0.43050325,9.999999,116.143135,-161472890000000.0,39.34061026573181,64.015076
4850,1.2753496,7,164129.45,-61.436523,0.4189424,362.63486,9.999998,140750,37.28,31.182835,352.65204,181994.48,,9.982826,1.0,31.182833,1079.6093,2.5867066,,-55.216934,True,7.529844e+16,362.6348452958672,10,1.6034462,-26599607000000.0,50,3.829434e-06,193.67801,-1.0,,1089.592,1.6034464,9.999998,31.182835,-27794919000000.0,39.85294699668884,14.818509
4900,1.1424516,8,397091.56,-45.6579,0.4189424,387.6405,9.999999,142739,39.78,16.723906,347.7066,301691.75,,39.933926,1.0,16.723906,929.7755,2.081461,,-46.50659,True,129045080000000.0,387.6405374466411,10,2.9897323,-872184700000.0,50,0.0005449397,183.3613,-1.0,,969.7094,2.9897323,9.999999,16.723906,-1088885160000.0,40.46493673324585,9.637808
4950,5.6545916,9,2200515.8,-42.202988,0.4189424,341.65985,9.999999,144498,35.18,4.927845,331.67853,2129648.5,,9.98132,1.0,4.927845,819.7737,30.832764,,-40.550365,True,6374384600.0,341.6598363584788,10,10.146423,-4490340400.0,50,2.538093e-05,183.7623,-1.0,,829.755,10.146423,9.999999,4.927845,-4506512400.0,40.91471719741821,220.38715
5000,2.5962484,10,701393.7,-40.134724,0.4189424,404.833,9.999999,146573,41.5,30.871025,394.8513,675721.7,,9.98169,1.0,30.871025,819.72327,7.197845,,-36.100586,True,813839460000000.0,404.8329811245988,10,1.6196417,-1603508600000.0,50,5.9223963e-05,178.19507,-1.0,,829.70496,1.6196417,9.999999,30.871025,-1628530400000.0,41.39540696144104,45.550644
5050,485.5751,1,158631.78,-39.026043,0.4189424,361.8409,9.999999,148433,37.2,1.0,351.85706,74521360.0,,9.98383,1.0,1.0,669.8705,2403.6294,,-39.026043,True,1.626409e+26,361.8409128399315,11,50.0,-4.8128352e+17,50,0.12850979,166.44205,-1.0,,679.8543,50.0,9.999999,1.0,-196370.48,41.99772882461548,16349.084
5100,2.86965,2,540858.94,-49.64108,0.4189424,466.78772,9.999998,150818,47.7,16548026000.0,416.86716,540858.94,,49.9206,1.0,16548026000.0,1099.6682,9.492822,,-46.24896,True,inf,466.78772457857923,11,3.0215084e-09,-inf,50,9.430687e-15,237.74896,-1.0,,1149.5889,3.0215084e-09,9.999998,16548026000.0,-inf,42.4382848739624,57.681877
5150,2.8532245,3,362129.75,-75.115974,0.4189424,496.19778,9.999998,153350,50.64,1013668700000.0,376.25464,362129.75,,119.94313,1.0,1013668800000.0,1149.3806,8.996999,,-55.915825,True,inf,496.1977960784045,11,4.932578e-11,-inf,50,2.1035944e-17,270.12015,-1.0,,1269.3237,4.9325776e-11,9.999998,1013668700000.0,-inf,43.0015971660614,58.171776
5200,29.219536,4,6778391.5,-66.934654,0.4189424,560.7861,9.999999,156205,57.1,7310967600000.0,550.8067,6778391.5,,9.979363,1.0,7310967600000.0,1389.6158,192.82695,,-60.92844,True,inf,560.7860726754243,11,6.83904e-12,-inf,50,4.1762675e-20,305.49265,-1.0,,1399.5952,6.83904e-12,9.999999,7310967600000.0,-inf,43.49108695983887,1378.3699
5250,2.2372687,5,276804.47,-55.750427,0.4189424,455.0059,10.0,158531,46.52,69394680.0,425.06247,276804.47,,29.943485,1.0,69394680.0,1349.6351,7.6023593,,-43.38324,True,inf,455.0059112453483,11,7.205163e-07,-inf,50,7.544381e-12,250.45177,-1.0,,1379.5786,7.205163e-07,10.0,69394680.0,-inf,43.9634473323822,50.402084
5300,0.6512358,6,81104.37,-58.287285,0.4189424,422.22754,9.999999,160693,43.24,712498700000.0,422.22754,81104.37,,,1.0,712498700000.0,1229.6278,0.8707274,,-52.250053,True,inf,422.22753477864376,11,7.017557e-11,-inf,50,4.654809e-19,301.17578,-1.0,,1229.6278,7.017557e-11,9.999999,712498700000.0,-inf,44.33391308784485,4.6632156
5350,5.675553,7,1703772.5,-57.01825,0.4189424,493.58524,9.999999,163212,50.38,43221240000.0,483.60492,1703772.5,,9.980352,1.0,43221240000.0,1229.555,25.591421,,-47.18466,True,inf,493.5852518189398,11,1.1568386e-09,-inf,50,5.8867274e-17,264.42123,-1.0,,1239.5354,1.1568386e-09,9.999999,43221240000.0,-inf,44.913662910461426,153.71541
5400,152.93224,8,50897536.0,-61.268158,0.4189424,470.40497,10.0,165615,48.06,2201578400000.0,470.40497,50897536.0,,,1.0,2201578400000.0,1119.608,1051.6266,,-48.18122,True,inf,470.40497127114395,11,2.2710979e-11,-inf,50,1.3481355e-20,271.05197,-1.0,,1119.608,2.2710979e-11,10.0,2201578400000.0,-inf,45.559659004211426,7514.137
5450,2.0451796,9,309759.12,-60.409073,0.4189424,458.405,9.999999,167958,46.86,907810640000.0,448.4199,309759.12,,9.985099,1.0,907810600000.0,1049.7571,7.3524947,,-51.448223,True,inf,458.40499732331983,11,5.5077564e-11,-inf,50,2.938544e-17,222.3476,-1.0,,1059.7422,5.507757e-11,9.999999,907810640000.0,-inf,45.98404669761658,50.486656
5500,0.5766197,10,56619.12,-68.7737,0.4189424,513.36035,10.0,170576,52.36,4797330000000.0,463.44653,56619.12,,49.91383,1.0,4797330000000.0,1119.6638,1.4818588,,-46.79643,True,inf,513.3603542461007,11,1.0422464e-11,-inf,50,1.543794e-21,246.73515,-1.0,,1169.5776,1.0422464e-11,10.0,4797330000000.0,-inf,46.51175928115845,8.059497
5550,40821.56,1,292370.22,-48.547024,0.4189424,486.38278,9.999999,173059,49.66,1.0,466.41208,5728013000.0,,19.970718,1.0,1.0,989.6382,258363.97,,-48.547024,True,1.8535715e+29,486.38275063746886,12,50.0,-3.5831531e+19,50,0.13887803,236.22452,-1.0,,1009.6089,50.0,9.999999,1.0,-375596.75,47.05438995361328,1845359.2
5600,0.612645,2,237258.05,-53.25495,0.4189424,623.9534,9.999999,176230,63.42,171807.34,613.97,237258.05,,9.983461,1.0,171807.34,939.67914,2.3236291,,-47.41797,True,inf,623.9534206824042,12,0.00029102364,-inf,50,8.518076e-12,181.41518,-1.0,,949.6626,0.00029102364,9.999999,171807.34,-inf,47.69086265563965,13.318133
5650,0.27600184,3,59217.48,-90.89395,0.4189424,624.1679,9.999999,179402,63.44,1414236.4,604.20105,59217.48,,19.966864,1.0,1414236.4,1419.7695,1.3408966,,-81.6676,True,inf,624.1679344412416,12,3.535477e-05,-inf,50,9.684902e-09,232.83025,-1.0,,1439.7365,3.535477e-05,9.999999,1414236.4,-inf,48.1378653049469,9.15397
5700,801.70703,4,269055140.0,-59.353626,0.4189424,563.98944,9.999999,182273,57.42,1648169.9,524.0425,269055140.0,,39.946968,1.0,1648169.9,979.7253,5600.061,,-52.140247,True,inf,563.9894369084085,12,3.033668e-05,-inf,50,1.9131379e-11,170.76825,-1.0,,1019.67224,3.033668e-05,9.999999,1648169.9,-inf,48.9104163646698,40002.105
5750,1.4317578,5,410026.8,-77.00969,0.4189424,678.1639,10.0,185715,68.84,3766857.5,678.1639,410026.8,,,1.0,3766857.2,1529.8367,6.607193,,-67.186676,True,inf,678.1638501334559,12,1.3273664e-05,-inf,50,2.9365612e-09,268.26178,-1.0,,1529.8367,1.3273665e-05,10.0,3766857.5,-inf,49.50829339027405,41.184242
5800,784.6993,6,70704990.0,-76.91983,0.4189424,582.36426,10.0,188678,59.26,926024.4,572.38354,70704990.0,,9.980723,1.0,926024.3,1419.5762,5489.232,,-63.832485,True,inf,582.3642378153106,12,5.399426e-05,-inf,50,4.2901893e-12,249.21756,-1.0,,1429.5569,5.3994263e-05,10.0,926024.4,-inf,50.036120891571045,39209.32
5850,1392.2684,7,574113150.0,-54.339993,0.4189424,616.7754,10.0,191813,62.7,361613.3,576.8389,574113150.0,,39.936455,1.0,361613.3,1049.8527,9591.589,,-47.41465,True,inf,616.7754129757659,12,0.00013826924,-inf,50,2.5132033e-08,188.06007,-1.0,,1089.7891,0.00013826924,10.0,361613.3,-inf,50.8889262676239,68525.555
5900,7.5746093,8,4676018.5,-65.46912,0.4189424,648.17114,10.0,195105,65.84,263521.62,628.2036,4676018.5,,19.967445,1.0,263521.62,1399.7074,51.95674,,-58.833305,True,inf,648.1711179881804,12,0.00018973775,-inf,50,1.0192369e-08,230.13858,-1.0,,1419.6748,0.00018973775,10.0,263521.62,-inf,51.65786337852478,371.24512
5950,0.110956915,9,21256.441,-67.933105,0.4189424,574.37115,10.0,198028,58.46,8559933.0,554.40546,21256.441,,19.965683,1.0,8559933.0,1069.5297,0.5235339,,-57.903908,True,inf,574.3711797041541,12,5.8411674e-06,-inf,50,1.1826145e-09,178.55614,-1.0,,1089.4954,5.8411674e-06,10.0,8559933.0,-inf,52.32056164741516,3.541523
6000,0.48374954,10,83131.06,-97.64871,0.4189424,689.7608,10.0,201528,70.0,104205130.0,679.7788,83131.06,,9.982076,1.0,104205130.0,1679.8009,2.0364137,,-84.94701,True,inf,689.7608066414138,12,4.7982286e-07,-inf,50,1.8122812e-13,383.36874,-1.0,,1689.783,4.7982286e-07,10.0,104205130.0,-inf,53.036720275878906,13.746717
6050,616.86536,1,411186.3,-64.075676,0.4189424,594.1641,9.999999,204550,60.44,1.0,564.2162,131699020.0,,29.94795,1.0,1.0,1529.6696,2555.8008,,-64.075676,True,1033924500000000.0,594.1641476428331,13,50.0,-6386221600000.0,50,0.20100233,241.15407,-1.0,,1559.6176,50.0,9.999999,1.0,-609792.2,53.64385509490967,15743.047
6100,0.19776936,2,85065.625,-93.53018,0.4189424,848.10596,10.0,208842,85.84,110282.92,658.2871,85065.625,,189.81888,1.0,110282.93,1729.5946,0.6146779,,-85.28648,True,1.4005004e+33,848.1059450216535,13,0.00045337935,-1.125727e+22,50,1.7930682e-13,312.79596,-1.0,,1919.4135,0.00045337933,10.0,110282.92,-1.125727e+22,54.36492848396301,3.8708777
6150,49.053688,3,12304968.0,-72.488785,0.4189424,685.7375,10.0,212322,69.6,92512.73,645.8105,12304968.0,,39.927,1.0,92512.73,1409.5011,289.64334,,-65.873535,True,4.6330042e+33,685.7374786425643,13,0.00054046616,-1.1675596e+22,50,3.9449308e-10,303.88528,-1.0,,1449.4281,0.00054046616,10.0,92512.73,-1.1675596e+22,55.037763595581055,2054.1646
6200,4.9314404,4,4767335.5,-83.34132,0.4189424,764.9016,9.999999,216198,77.52,128993.69,515.03674,4767335.5,,249.86493,1.0,128993.69,1159.543,30.451092,,-74.51538,True,1.5672372e+33,764.9016615303232,13,0.00038761587,-6.420889e+21,50,6.9628214e-10,251.83562,-1.0,,1409.408,0.00038761587,9.999999,128993.69,-6.420889e+21,55.995646476745605,216.88596
6250,4.463862,5,868579.6,-62.944946,0.4189424,682.9609,10.0,219664,69.32,123322.55,682.9609,868579.6,,,1.0,123322.55,1479.6511,20.320612,,-55.600304,True,1.4747796e+34,682.9608446106446,13,0.00040544086,-2.170884e+22,50,4.5048654e-14,323.36612,-1.0,,1479.6511,0.00040544086,10.0,123322.55,-2.170884e+22,56.5255024433136,139.4968
6300,1.9546443,6,1825013.5,-77.03934,0.4189424,772.9252,10.0,223580,78.32,114612.73,752.95447,1825013.5,,19.970657,1.0,114612.73,1499.5972,9.4571295,,-73.53997,True,2.4542898e+33,772.9251313536724,13,0.00043625172,-9.340228e+21,50,1.807208e-12,291.95093,-1.0,,1519.5679,0.00043625172,10.0,114612.73,-9.340228e+21,57.4767587184906,67.04987
6350,8.328695,7,4040878.0,-58.497543,0.4189424,719.31415,10.0,227228,72.96,128040.81,689.3708,4040878.0,,29.943365,1.0,128040.805,1249.5898,55.31957,,-48.825294,True,2.2133867e+33,719.3141437732223,13,0.0003905005,-6.289066e+21,50,5.6512293e-14,242.481,-1.0,,1279.5332,0.0003905005,10.0,128040.81,-6.289066e+21,58.23163652420044,395.40396
6400,45.307217,8,30015344.0,-60.27885,0.4189424,651.98126,10.0,230539,66.22,60193.52,641.9999,30015344.0,,9.981373,1.0,60193.516,1289.7413,305.81616,,-54.510384,True,4.0898432e+32,651.9812590930549,13,0.00083065423,-2.7893892e+21,50,1.4191989e-10,284.0713,-1.0,,1299.7227,0.00083065423,10.0,60193.52,-2.7893892e+21,58.913341999053955,2185.7627
6450,14.41297,9,6057202.5,-85.07266,0.4189424,841.33405,10.0,234797,85.16,130358.72,831.3535,6057202.5,,9.980533,1.0,130358.72,1629.558,90.543655,,-73.8998,True,2.9399603e+33,841.334064449337,13,0.000383557,-1.1900588e+22,50,6.1121668e-12,382.60266,-1.0,,1639.5386,0.000383557,10.0,130358.72,-1.1900588e+22,59.67998671531677,647.07715
6500,58.3127,10,11984868.0,-61.996773,0.4189424,716.31714,10.0,238430,72.66,134599.27,706.3373,11984868.0,,9.9799185,1.0,134599.27,1139.6721,402.25616,,-53.29521,True,3.9130375e+33,716.3171228471126,13,0.00037147306,-6.750628e+21,50,1.0920464e-10,238.08864,-1.0,,1149.652,0.00037147306,10.0,134599.27,-6.750628e+21,60.57061457633972,2874.0354
6550,7400.201,1,671163.44,-63.98096,0.4189424,775.9263,10.0,242361,78.62,1.0,626.00903,5803500500.0,,149.9173,1.0,1.0,1239.8018,34082.215,,-63.98096,True,3.201576e+16,775.9262681399928,14,50.0,-28221467000000.0,50,0.15475716,262.8724,-1.0,,1389.719,50.0,10.0,1.0,-828855.6,61.505507707595825,231434.19
6600,0.76381564,2,280973.75,-76.665054,0.4189424,651.32556,9.999998,245669,66.16,189720.3,651.32556,280973.75,,,1.0,189720.3,1579.3817,2.2145562,,-66.57128,True,inf,651.325572972454,14,0.00026354587,-inf,50,1.7086781e-09,381.96313,-1.0,,1579.3817,0.00026354587,9.999998,189720.3,-inf,62.143147230148315,11.114736
6650,1.7686719,3,526800.0,-99.24761,0.4189424,766.5067,9.999999,249553,77.68,153067.78,606.6729,526800.0,,159.83374,1.0,153067.78,1919.7593,11.629687,,-91.67393,True,inf,766.5066803649909,14,0.00032665266,-inf,50,8.044903e-12,394.6321,-1.0,,2079.593,0.00032665266,9.999999,153067.78,-inf,63.056408405303955,83.15527
6700,38.387688,4,10040948.0,-73.49521,0.4189424,749.7265,10.0,253353,76.0,115721.9,739.745,10040948.0,,9.981401,1.0,115721.9,1719.532,260.13147,,-71.87654,True,3.0586312e+34,749.7264373316289,14,0.00043207034,-4.271356e+22,50,3.0711569e-09,394.22183,-1.0,,1729.5134,0.00043207034,10.0,115721.9,-4.271356e+22,63.80438041687012,1858.9573
6750,2.1745315,5,944569.5,-87.36991,0.4189424,739.308,10.0,257101,74.96,183759.86,729.32404,944569.5,,9.984024,1.0,183759.86,1769.4158,12.41689,,-83.18269,True,5.566582e+35,739.308030542516,14,0.00027209424,-1.928838e+23,50,7.0621642e-12,376.8762,-1.0,,1779.3998,0.00027209424,10.0,183759.86,-1.928838e+23,64.59379720687866,88.64149
6800,133.07027,6,86392056.0,-72.14963,0.4189424,705.1461,10.0,260678,71.54,143010.34,695.16437,86392056.0,,9.981746,1.0,143010.34,1629.423,856.90704,,-71.56171,True,2.3380616e+36,705.1460917670719,14,0.00034962507,-3.35548e+23,50,1.6605523e-12,403.20654,-1.0,,1639.4047,0.00034962507,10.0,143010.34,-3.35548e+23,65.21179986000061,6113.5894
