EmpiricalD2Arithmetic,ReturnStepMaxmin,InitialBound,VarianceInitializer,TimestepsSoFar,InitialReturnMean,OptimizationReturnMax,WReturnMean,EpLenMean,MinTargetPdf,OptimizationReturnMin,EmpiricalD2Harmonic,MinBehavPdf,Penalization,TimeElapsed,InitialReturnMax,InitialReturnMin,MeanIW,EpRewMean,MeanEntropy,EpisodesSoFar,Bound,Inner Iteration,InitialReturnStd,ESSRenyiHarmonic,StdIW,MinIW,ESSRenyiArithmetic,LearnableVariance,ReturnMeanIW,MaxIW,MeanD2-0,Epsilon,StdWReturnMean,OptimizationReturnMean,DivergenceHarmonic,ReturnStepMax,Iteration,EpThisIter
12184.214,10.0,-3.016172e+21,-1.0,747894,1379.0607,4508.7954,40144628.0,138.96,-182.26733,,12184.214,-177.46027,True,523.1243190765381,4518.7754,9.979809,22.861467,1379.0606531183553,0.4189424,10300,-3.016172e+21,6,1062.9913,0.0041036704,152.11931,1.5945196e-06,0.0041036704,,40144628.0,1087.3522,12184.214,1.0,,1369.0808,3.2728067e+30,10.0,21,50
49179.684,9.999999,-2.4281533e+24,-1.0,753488,1108.3558,4788.3345,298042720.0,111.88,-196.74315,,49179.684,-194.83298,True,526.4251630306244,4788.3345,,228.72516,1108.3558027431163,0.4189424,10350,-2.4281533e+24,7,971.7337,0.00101668,1593.323,0.00030488108,0.00101668,,298042720.0,11381.935,49179.684,1.0,,1108.3558,1.6823081e+36,9.999999,21,50
7562.3027,10.0,-6.7977147e+21,-1.0,759940,1279.8782,4728.4375,1295142.2,129.04,-197.38309,,7562.3027,-191.88039,True,531.1400859355927,4778.363,49.925533,0.8791103,1279.878198221823,0.4189424,10400,-6.7977147e+21,8,870.41095,0.0066117425,3.4391148,1.6611728e-05,0.0066117425,,1295142.2,21.40412,7562.3027,1.0,,1229.9526,1.3295377e+31,10.0,21,50
867499.2,9.999999,-inf,-1.0,764599,921.3621,3428.4426,456345.7,93.18,-150.63979,,867499.2,-149.48714,True,533.3766257762909,3438.4238,9.981119,0.207839,921.3620870114221,0.4189424,10450,-inf,9,799.3796,5.7636942e-05,0.42063698,8.8022813e-07,5.7636942e-05,,456345.7,2.3027203,867499.2,1.0,,911.3809,inf,9.999999,21,50
4924.409,10.0,-1.9775886e+21,-1.0,769676,1004.94556,3478.997,45934932.0,101.54,-177.7987,,4924.409,-172.45177,True,537.729640007019,3478.997,,37.76448,1004.9455769272926,0.4189424,10500,-1.9775886e+21,10,755.5386,0.010153502,180.19814,2.2683378e-05,0.010153502,,45934932.0,1148.9286,4924.409,1.0,,1004.94556,4.004487e+30,10.0,21,50
1.0,10.0,-2852117.0,-1.0,775328,1119.9213,3588.7874,1788776.4,113.04,-148.30626,,1.0,-148.30626,True,541.6782033443451,3608.7578,19.970348,24483.135,1119.9211470879163,0.4189424,10550,-1.3717041e+20,1,731.1314,50.0,149868.39,0.3045317,50.0,,66231812000.0,1069879.6,1.0,1.0,,1099.9508,1.6641066e+28,10.0,22,50
29212560000.0,9.999999,-inf,-1.0,780560,1036.0973,2549.4412,747411.6,104.64,-120.20963,,29212561000.0,-111.15424,True,545.5619261264801,2599.3613,49.920055,2.8978817,1036.0972685499519,0.4189424,10600,-inf,2,638.9291,1.7115924e-09,19.620523,5.9349726e-12,1.7115925e-09,,747411.6,140.22133,29212560000.0,1.0,,986.17725,inf,9.999999,22,50
4564576.5,10.0,-inf,-1.0,785442,966.14087,2549.5803,38002.707,97.64,-142.5383,,4564576.5,-140.645,True,548.2499372959137,2559.561,9.98067,0.23714715,966.1409273322563,0.4189424,10650,-inf,3,567.7592,1.0953919e-05,1.3264667,2.6265476e-10,1.0953919e-05,,38002.707,9.371657,4564576.5,1.0,,956.1602,inf,10.0,22,50
42069060000.0,10.0,-inf,-1.0,790398,980.9294,3399.02,161818.89,99.12,-143.51595,,42069060000.0,-130.41544,True,550.8523049354553,3409.0037,9.9837265,0.533313,980.9293682901396,0.4189424,10700,-inf,4,706.45435,1.1885218e-09,2.2941744,7.8874613e-13,1.1885218e-09,,161818.89,14.897179,42069060000.0,1.0,,970.9457,inf,10.0,22,50
258107740000.0,10.0,-inf,-1.0,796049,1119.8765,3189.6868,46417.715,113.02,-152.23392,,258107750000.0,-145.08171,True,555.1246433258057,3199.668,9.981102,0.06938486,1119.8764349679018,0.4189424,10750,-inf,5,803.598,1.9371754e-10,0.3247011,2.0176911e-15,1.9371756e-10,,46417.715,1.7261059,258107740000.0,1.0,,1109.8953,inf,10.0,22,50
3397880400000.0,10.0,-inf,-1.0,801262,1032.2983,4158.94,1017038.8,104.26,-213.05768,,3397880400000.0,-201.20325,True,559.3402993679047,4168.922,9.9821205,0.8692863,1032.2982885822512,0.4189424,10800,-inf,6,796.20435,1.4715056e-11,5.4449644,2.762851e-13,1.4715056e-11,,1017038.8,38.903015,3397880400000.0,1.0,,1022.3161,inf,10.0,22,50
2736118800.0,10.0,-inf,-1.0,805886,914.5204,3269.155,50435536.0,92.48,-136.30925,,2736118800.0,-128.9209,True,562.6793801784515,3309.096,39.94087,45.316647,914.5203889658168,0.4189424,10850,-inf,7,681.6147,1.827406e-08,286.23914,5.216897e-12,1.827406e-08,,50435536.0,2037.0597,2736118800.0,1.0,,874.57947,inf,10.0,22,50
4893144000000.0,10.0,-inf,-1.0,811194,1051.2473,3539.54,1090239.1,106.16,-159.09134,,4893144000000.0,-150.44284,True,566.47025847435,3909.1777,369.6378,1.3594513,1051.247301784354,0.4189424,10900,-inf,8,746.61774,1.0218378e-11,9.063153,2.090974e-13,1.0218378e-11,,1090239.1,64.763245,4893144000000.0,1.0,,681.60956,inf,10.0,22,50
207438130000000.0,10.0,-inf,-1.0,815975,945.9158,4578.651,53748.42,95.62,-213.90459,,207438130000000.0,-198.12746,True,569.1485731601715,4598.6133,19.962643,0.16421889,945.9158318221106,0.4189424,10950,-inf,9,875.03015,2.4103573e-13,0.47618085,1.9776932e-14,2.4103573e-13,,53748.42,2.5443375,207438130000000.0,1.0,,925.9532,inf,10.0,22,50
303031360.0,10.0,-inf,-1.0,820596,913.91583,3559.4993,1338940.0,92.42,-167.60294,,303031360.0,-157.64548,True,573.2082345485687,3579.4653,19.966095,0.8451911,913.9158722660217,0.4189424,11000,-inf,10,635.8418,1.6499942e-07,2.2704206,3.6282804e-12,1.6499942e-07,,1338940.0,9.428853,303031360.0,1.0,,893.94977,inf,10.0,22,50
1.0,10.0,-2986781.5,-1.0,825815,1033.5094,4208.721,1512916.4,104.38,-187.40312,,1.0,-187.40312,True,576.5537350177765,4248.6455,39.924538,21.012321,1033.5094776815129,0.4189424,11050,-26402198000.0,1,666.91425,50.0,41.24783,0.27678046,50.0,,21645606.0,206.57938,1.0,1.0,,993.5849,320373860.0,10.0,23,50
84.113655,10.0,-27063550000000.0,-1.0,832111,1248.7223,2838.9387,7986840.5,125.92,-133.30681,,84.113655,-130.59373,True,580.4547564983368,2868.8896,29.951036,11.818441,1248.7223618238993,0.4189424,11100,-9524834000000000.0,2,751.4216,0.5944338,55.88234,0.00016941894,0.5944338,,12611136.0,334.8934,84.113655,1.0,,1218.7714,2.0088646e+20,10.0,23,50
1681.8386,9.999999,-1.2074285e+19,-1.0,837714,1110.2261,3239.0105,874114.7,112.06,-149.95743,,1681.8386,-147.96265,True,585.2074546813965,3258.9734,19.962833,1.8637906,1110.226081227154,0.4189424,11150,-1.2074285e+19,3,776.619,0.029729368,5.4715943,1.6141226e-05,0.029729368,,874114.7,28.772629,1681.8386,1.0,,1090.2633,1.9386113e+26,9.999999,23,50
55124.906,10.0,-1.2100687e+24,-1.0,843147,1076.1625,4038.954,493952.56,108.66,-178.50418,,55124.902,-171.94342,True,588.9329218864441,4078.8967,39.94274,0.773741,1076.1624316628472,0.4189424,11200,-1.2100687e+24,4,893.4948,0.00090703106,1.4779168,3.2054373e-07,0.000907031,,493952.56,7.6912613,55124.906,1.0,,1036.2197,7.934882e+35,10.0,23,50
2427.3167,10.0,-2.0627876e+20,-1.0,849804,1320.8892,4298.5835,32249598.0,133.14,-203.63036,,2427.3167,-199.99298,True,593.7230098247528,4378.4727,79.88928,9.386554,1320.8892798006702,0.4189424,11250,-2.0627876e+20,5,927.07404,0.02059888,32.712883,1.2317734e-06,0.02059888,,32249598.0,166.76105,2427.3167,1.0,,1241.0,1.7366398e+28,10.0,23,50
2777.231,10.0,-6.0147337e+19,-1.0,855841,1196.9535,3618.761,15748822.0,120.74,-150.71843,,2777.231,-149.17006,True,598.8894324302673,3648.7065,29.945507,4.958191,1196.953484347236,0.4189424,11300,-6.0147337e+19,6,815.41547,0.018003544,13.484595,1.2447876e-05,0.018003544,,15748822.0,79.733116,2777.231,1.0,,1167.0079,3.0617404e+27,10.0,23,50
455.3225,10.0,-6.3214836e+16,-1.0,861096,1040.5819,2389.6301,590966.75,105.1,-106.11193,,455.32254,-97.74696,True,603.3654527664185,2409.5952,19.965023,0.8673275,1040.581884091143,0.4189424,11350,-6.3214836e+16,7,683.7142,0.10981227,2.2233226,5.423525e-08,0.109812275,,590966.75,10.994678,455.3225,1.0,,1020.61694,1.7780867e+22,10.0,23,50
301444400.0,10.0,-inf,-1.0,866472,1064.8119,4488.496,1109977.4,107.52,-174.2324,,301444400.0,-162.74652,True,606.343997001648,4488.496,,2.4704294,1064.811900705764,0.4189424,11400,-inf,8,924.9119,1.6586806e-07,10.4196005,1.05556876e-10,1.6586806e-07,,1109977.4,73.10863,301444400.0,1.0,,1064.8119,inf,10.0,23,50
7267.695,10.0,-1.359537e+21,-1.0,873090,1313.0911,3978.7495,940070.7,132.36,-207.26364,,7267.695,-202.64066,True,611.2285854816437,3988.7322,9.982706,0.8470966,1313.0910410853526,0.4189424,11450,-1.359537e+21,9,968.8506,0.0068797604,2.6425993,4.7232235e-05,0.0068797604,,940070.7,14.498229,7267.695,1.0,,1303.1084,1.0953019e+30,10.0,23,50
87691.93,10.0,-inf,-1.0,879436,1258.7832,4908.8525,5954994.0,126.92,-210.40509,,87691.93,-203.58578,True,615.7120943069458,4908.8525,,6.1817303,1258.7832102187037,0.4189424,11500,-inf,10,1083.9984,0.0005701779,31.768837,1.1935114e-06,0.0005701779,,5954994.0,226.27457,87691.93,1.0,,1258.7832,inf,10.0,23,50
1.0,9.999999,-2287268.2,-1.0,884216,945.5856,3088.7957,1498167.4,95.6,-130.56783,,1.0,-130.56783,True,619.4797208309174,3108.7656,19.970034,30.42546,945.5855072126138,0.4189424,11550,-127796980000.0,1,777.1971,50.0,65.97303,0.14328758,50.0,,80327784.0,379.95325,1.0,1.0,,925.6155,26195960000.0,9.999999,24,50
25.674612,10.0,-1165868500000.0,-1.0,888606,867.5891,3419.2947,1774056.6,87.8,-145.5288,,25.674612,-142.07437,True,623.1358189582825,3499.1948,79.90019,1.4200493,867.5891422945427,0.4189424,11600,-1502594300000.0,2,663.09863,1.9474491,5.869302,0.0008058451,1.9474491,,1986213.9,40.553783,25.674612,1.0,,787.68896,2258921600000.0,10.0,24,50
126.190605,9.999999,-2.0785052e+16,-1.0,893311,930.6001,3888.662,4467854.5,94.1,-156.16768,,126.190605,-155.28226,True,626.836457490921,3938.5845,49.922478,2.9145968,930.6000761873458,0.4189424,11650,-2.0785052e+16,3,665.11383,0.39622602,9.955129,5.4007203e-05,0.39622602,,4467854.5,62.055958,126.190605,1.0,,880.6777,2.692978e+20,9.999999,24,50
93.87436,10.0,-2285079400000000.0,-1.0,897958,918.9796,2398.682,359316.53,92.94,-97.07045,,93.87436,-95.08971,True,630.8067240715027,2408.663,9.98113,0.6278719,918.9796107106902,0.4189424,11700,-2285079400000000.0,4,519.38556,0.5326268,1.6229712,5.6671655e-05,0.5326268,,359316.53,9.907169,93.87436,1.0,,908.9984,2.3269635e+19,10.0,24,50
33.657703,10.0,-36221200000000.0,-1.0,902340,866.04553,2569.0164,578551.06,87.64,-96.15617,,33.657703,-96.05104,True,633.7889184951782,2588.9795,19.963165,1.4376606,866.0455275182042,0.4189424,11750,-35293010000000.0,5,582.4823,1.485544,5.5323005,0.0002589003,1.485544,,573363.7,37.49711,33.657703,1.0,,846.08234,4158667300000000.0,10.0,24,50
35.87124,9.999999,-18264298000000.0,-1.0,906678,857.20447,3039.293,188817.33,86.76,-121.8544,,35.87124,-118.92787,True,637.5107097625732,3049.2754,9.982494,0.50865895,857.2044610659826,0.4189424,11800,-18060522000000.0,6,576.5794,1.3938744,1.5376102,0.0001571658,1.3938744,,180869.08,9.722517,35.87124,1.0,,847.22186,565933350000000.0,9.999999,24,50
34.969593,10.0,-7673008000000.0,-1.0,911449,943.78564,4558.904,247964.22,95.42,-172.03275,,34.969593,-171.48541,True,641.240207195282,4558.904,,0.47806647,943.7856203089534,0.4189424,11850,-6988946000000.0,7,793.95386,1.4298136,1.4073337,0.00026426156,1.4298136,,196216.56,7.3428054,34.969593,1.0,,943.78564,16961837000000.0,10.0,24,50
48.97068,10.0,-59886184000000.0,-1.0,917145,1128.7401,4178.9614,11738491.0,113.92,-165.617,,48.97068,-164.00113,True,645.8545250892639,4228.882,49.92032,2.3212967,1128.7400614017442,0.4189424,11900,-1928316600000000.0,8,897.2978,1.0210191,5.62331,0.00021305901,1.0210191,,12548786.0,28.954414,48.97068,1.0,,1078.8198,1.7439968e+18,10.0,24,50
28.669619,9.999999,-3000360800000.0,-1.0,921710,902.61346,2559.2725,81210760.0,91.3,-125.009995,,28.66962,-124.96565,True,649.0249969959259,2589.2163,29.943787,35.768764,902.6133956687812,0.4189424,11950,-3239780500000.0,9,586.8421,1.7440064,233.38557,0.00014629918,1.7440065,,60318750.0,1665.9772,28.669619,1.0,,872.6696,35029424000000.0,9.999999,24,50
36.059563,10.0,-3671718400000.0,-1.0,927142,1075.9618,2838.9849,7821502.0,108.64,-132.80446,,36.059563,-132.83319,True,653.4784829616547,2898.8833,59.898518,29.10608,1075.9616860315557,0.4189424,12000,-3670471300000.0,10,681.4567,1.3865948,198.22395,7.147209e-05,1.3865948,,8237181.0,1416.6228,36.059563,1.0,,1016.06323,28616080000000.0,10.0,24,50
1.0,10.0,-1359849.4,-1.0,930738,708.8707,2589.3994,803912.9,71.92,-123.16731,,1.0,-123.16731,True,656.322662115097,2609.3635,19.964003,41.888847,708.8706707028745,0.4189424,12050,-1.3147058e+18,1,549.01294,50.0,238.43568,0.00012766478,50.0,,43924820.0,1708.4539,1.0,1.0,,688.9066,5.5925524e+24,10.0,25,50
62203630000.0,9.999999,-inf,-1.0,937579,1357.7223,3408.2417,157667.97,136.82,-148.52385,,62203630000.0,-140.34357,True,661.1047215461731,3418.2231,9.981401,0.30769533,1357.7222715813432,0.4189424,12100,-inf,2,665.8664,8.0381163e-10,0.9540303,2.520352e-11,8.0381163e-10,,157667.97,5.2985983,62203630000.0,1.0,,1347.741,inf,9.999999,25,50
2162394000.0,10.0,-inf,-1.0,943344,1142.5803,2799.4763,5689778.0,115.3,-140.87871,,2162394000.0,-132.29764,True,665.5700805187225,2829.4204,29.944017,1.666315,1142.5802806740849,0.4189424,12150,-inf,3,618.95416,2.3122519e-08,5.986664,1.467195e-11,2.3122519e-08,,5689778.0,39.96254,2162394000.0,1.0,,1112.6364,inf,10.0,25,50
24882772000.0,10.0,-inf,-1.0,950365,1393.7568,3898.2976,2245005.8,140.42,-187.36185,,24882772000.0,-180.22852,True,669.6787042617798,3898.2976,,2.7808466,1393.7569503821744,0.4189424,12200,-inf,4,762.1099,2.0094224e-09,14.806398,7.616597e-17,2.0094224e-09,,2245005.8,104.93321,24882772000.0,1.0,,1393.7568,inf,10.0,25,50
6832429600.0,10.0,-inf,-1.0,956521,1220.7904,2769.1372,299170.34,123.12,-126.83315,,6832429600.0,-120.02932,True,674.3236711025238,2769.1372,,1.0873005,1220.7904288613815,0.4189424,12250,-inf,5,651.5619,7.318041e-09,4.7690096,3.356585e-19,7.318041e-09,,299170.34,29.159863,6832429600.0,1.0,,1220.7904,inf,10.0,25,50
3170108000000.0,10.0,-inf,-1.0,962884,1262.1924,2729.94,16499111.0,127.26,-151.27827,,3170108000000.0,-141.22263,True,678.4330949783325,3119.5454,389.60553,21.937294,1262.1923605283637,0.4189424,12300,-inf,6,617.8024,1.5772333e-11,99.29822,7.8015865e-11,1.5772333e-11,,16499111.0,684.3315,3170108000000.0,1.0,,872.58685,inf,10.0,25,50
322732260000.0,10.0,-inf,-1.0,969870,1386.723,4498.8228,29795450.0,139.72,-173.02956,,322732260000.0,-174.87589,True,683.6750290393829,4828.715,329.89227,18.494543,1386.7230204137998,0.4189424,12350,-inf,7,880.8619,1.5492718e-10,65.58075,4.0739426e-12,1.5492718e-10,,29795450.0,430.72412,322732260000.0,1.0,,1056.8308,inf,10.0,25,50
27924340000.0,10.0,-inf,-1.0,976734,1362.3186,3848.6213,970959.8,137.28,-185.99724,,27924340000.0,-174.03012,True,689.5214524269104,3858.6016,9.980172,2.021082,1362.3185955944903,0.4189424,12400,-inf,8,752.5828,1.7905526e-09,8.2873745,4.027893e-12,1.7905526e-09,,970959.8,47.9781,27924340000.0,1.0,,1352.3384,inf,10.0,25,50
9626321000.0,10.0,-inf,-1.0,982663,1175.3783,3998.9688,94468.19,118.58,-152.86359,,9626321000.0,-142.6969,True,693.0038042068481,4018.9368,19.967945,0.7847479,1175.3783329150485,0.4189424,12450,-inf,9,796.8488,5.1940923e-09,2.0538957,1.023852e-13,5.1940923e-09,,94468.19,10.099874,9626321000.0,1.0,,1155.4104,inf,10.0,25,50
89055570000.0,10.0,-inf,-1.0,989350,1327.006,3999.0806,1274689.4,133.74,-181.87231,,89055570000.0,-171.06549,True,697.732697725296,4029.0388,29.958227,1.7680271,1327.0058838822692,0.4189424,12500,-inf,10,907.87335,5.614472e-10,4.3015146,4.3115793e-14,5.614472e-10,,1274689.4,21.478222,89055570000.0,1.0,,1297.0476,inf,10.0,25,50
1.0,10.0,-1972883.2,-1.0,994600,1039.6237,2538.7344,1442487.9,105.0,-105.83087,,1.0,-105.83087,True,702.6317155361176,2548.7166,9.982275,154.41046,1039.6237004273687,0.4189424,12550,-39931924000.0,1,601.39056,50.0,565.18854,0.06526437,50.0,,182900200.0,2883.155,1.0,1.0,,1029.6414,5616400400.0,10.0,26,50
217.98788,9.999999,-2901092800000000.0,-1.0,1000253,1120.1508,2239.4062,16118997.0,113.06,-101.54973,,217.98788,-97.93694,True,707.0861217975616,2239.4062,,7.712963,1120.150739469635,0.4189424,12600,-2901092800000000.0,2,650.16736,0.22937055,33.86278,0.00042051412,0.22937055,,16118997.0,223.33574,217.98788,1.0,,1120.1508,5.01976e+19,9.999999,26,50
262161.28,10.0,-inf,-1.0,1006691,1277.088,4599.045,21413458.0,128.76,-178.46683,,262161.28,-175.71515,True,711.5515644550323,4609.026,9.9808,9.659408,1277.08803626062,0.4189424,12650,-inf,3,991.21075,0.00019072229,63.582764,3.771988e-08,0.00019072229,,21413458.0,454.4254,262161.28,1.0,,1267.1073,inf,10.0,26,50
1714.3171,10.0,-8.607052e+19,-1.0,1012901,1231.5055,3598.6187,34192732.0,124.2,-174.48068,,1714.3171,-171.55875,True,716.6571187973022,3608.6008,9.982242,4.2764444,1231.5054412111238,0.4189424,12700,-8.607052e+19,4,923.54193,0.029166132,23.606726,0.00014383007,0.029166132,,34192732.0,166.81448,1714.3171,1.0,,1221.5232,6.553068e+27,10.0,26,50
2417.757,10.0,-3.194162e+19,-1.0,1019288,1266.9014,3379.186,2636543.5,127.74,-150.01749,,2417.757,-145.12436,True,721.3002049922943,3379.186,,1.7157395,1266.9013189158202,0.4189424,12750,-3.194162e+19,5,905.0782,0.020680323,5.542989,5.621905e-05,0.020680323,,2636543.5,33.648495,2417.757,1.0,,1266.9014,1.1736991e+27,10.0,26,50
83317490.0,10.0,-inf,-1.0,1025147,1161.3042,3898.8184,561950.4,117.18,-201.61931,,83317490.0,-191.27948,True,726.4949026107788,3938.7563,39.93788,1.0317634,1161.3040810079476,0.4189424,12800,-inf,6,897.3168,6.001141e-07,5.451335,1.0445738e-09,6.001141e-07,,561950.4,39.01805,83317490.0,1.0,,1121.3662,inf,10.0,26,50
7693.379,10.0,-1.0452615e+22,-1.0,1031580,1276.0132,4278.486,53251264.0,128.66,-190.47363,,7693.379,-188.35349,True,731.5657224655151,4328.4014,49.915676,20.453407,1276.0131579428382,0.4189424,12850,-1.0452615e+22,7,955.03204,0.006499095,137.42802,0.0006046885,0.006499095,,53251264.0,982.131,7693.379,1.0,,1226.0974,4.669077e+31,10.0,26,50
18676.162,10.0,-7.673635e+22,-1.0,1038440,1361.4253,3518.7678,5979213.5,137.2,-143.91644,,18676.162,-139.64592,True,735.3457100391388,3528.7527,9.984865,4.279889,1361.425318883161,0.4189424,12900,-7.673635e+22,8,908.5002,0.0026772097,28.977404,5.9417416e-06,0.0026772097,,5979213.5,207.11356,18676.162,1.0,,1351.4404,5.6965074e+33,10.0,26,50
151625.05,10.0,-inf,-1.0,1044777,1256.9069,4128.7407,2445677.8,126.74,-167.28378,,151625.05,-160.6918,True,739.3797297477722,4158.6934,29.952625,1.1397595,1256.906915803806,0.4189424,12950,-inf,9,912.7239,0.00032976083,6.5127344,1.8805242e-06,0.00032976083,,2445677.8,46.543762,151625.05,1.0,,1226.9543,inf,10.0,26,50
138.20132,9.999999,-3137603000000000.0,-1.0,1050719,1177.8905,3658.9377,248854.0,118.84,-139.56645,,138.20132,-135.13802,True,744.548063993454,3668.918,9.980242,0.18472633,1177.8904465199112,0.4189424,13000,-3470084000000000.0,10,787.5392,0.36179104,0.36762643,0.00013812809,0.36179104,,479149.8,1.823465,138.20132,1.0,,1167.9103,9.968256e+18,9.999999,26,50
1.0,10.0,-3637178.5,-1.0,1056553,1156.3313,4368.5923,2064644.5,116.68,-184.3952,,1.0,-184.3952,True,748.7523560523987,4388.5547,19.962204,6.360279,1156.3312807051202,0.4189424,13050,-2.3251654e+17,1,852.96106,50.0,10.269535,0.16694601,50.0,,38003612.0,72.35729,1.0,1.0,,1136.3691,2.1863157e+22,10.0,27,50
6303.7095,9.999999,-1.2810747e+21,-1.0,1062714,1221.7867,2899.1892,4677894.0,123.22,-129.09195,,6303.7095,-127.81341,True,753.5539181232452,2919.154,19.964844,1.9533949,1221.7867157890314,0.4189424,13100,-1.2810747e+21,2,573.9368,0.007931838,5.2566776,7.716243e-07,0.007931838,,4677894.0,25.310331,6303.7095,1.0,,1201.8219,3.390097e+30,9.999999,27,50
1256.8945,9.999999,-2.0349901e+18,-1.0,1068959,1238.5822,3159.4822,2908286.2,124.9,-131.59573,,1256.8945,-129.02342,True,757.4779233932495,3169.4658,9.983724,4.1268425,1238.5820959509158,0.4189424,13150,-2.0349901e+18,3,817.48254,0.039780587,11.018111,1.7801032e-08,0.039780587,,2908286.2,60.073776,1256.8945,1.0,,1228.5984,6.1556157e+24,9.999999,27,50
840.5622,10.0,-1.8558504e+16,-1.0,1074394,1076.6067,2139.6785,3508723.0,108.7,-111.54852,,840.5622,-109.46254,True,761.3853566646576,2149.662,9.98368,4.001546,1076.6067778110948,0.4189424,13200,-1.8558504e+16,4,601.80273,0.059483998,9.608665,3.1326653e-07,0.059483998,,3508723.0,55.07383,840.5622,1.0,,1066.6232,2.4193368e+21,10.0,27,50
2160.993,10.0,-9.576988e+18,-1.0,1080480,1206.7883,3469.0159,805111.7,121.72,-138.53558,,2160.993,-137.95883,True,765.9303903579712,3488.9785,19.962624,1.7671456,1206.7884373744603,0.4189424,13250,-9.576988e+18,5,824.238,0.023137512,4.5142765,3.3554787e-07,0.023137512,,805111.7,19.855358,2160.993,1.0,,1186.8258,9.284446e+25,10.0,27,50
25108.082,9.999999,-1.7235517e+23,-1.0,1086813,1256.1614,3459.2507,22830474.0,126.66,-168.17844,,25108.082,-162.92783,True,770.3390753269196,3808.8906,349.63995,7.2666445,1256.1613256429396,0.4189424,13300,-1.7235517e+23,6,740.6432,0.0019913907,35.132965,7.451842e-07,0.0019913907,,22830474.0,250.13177,25108.082,1.0,,906.5214,2.1171216e+34,9.999999,27,50
2375.209,10.0,-1.4866578e+19,-1.0,1093209,1268.7661,4198.6973,3173481.0,127.92,-182.73495,,2375.209,-178.20229,True,775.203848361969,4228.6465,29.94931,3.3450687,1268.7661738830582,0.4189424,13350,-1.4866578e+19,7,780.7393,0.02105078,17.852526,3.2907895e-08,0.02105078,,3173481.0,126.8206,2375.209,1.0,,1238.8169,1.0368304e+26,10.0,27,50
17563.758,10.0,-1.6284215e+23,-1.0,1099670,1281.7616,4918.533,4141718.0,129.22,-217.99133,,17563.758,-215.36824,True,780.0298097133636,4938.495,19.962122,6.227269,1281.7615740025474,0.4189424,13400,-1.6284215e+23,8,895.6356,0.0028467712,22.37988,3.4386963e-07,0.0028467712,,4141718.0,114.08091,17563.758,1.0,,1261.7994,6.6872326e+33,10.0,27,50
12692.055,10.0,-1.1753713e+22,-1.0,1105492,1154.0164,3269.4185,16568735.0,116.44,-124.41571,,12692.056,-122.04139,True,784.3519966602325,3279.3982,9.979827,7.9965725,1154.0163090916876,0.4189424,13450,-1.1753713e+22,9,735.8427,0.003939472,19.0673,4.5697698e-07,0.0039394726,,16568735.0,79.637054,12692.055,1.0,,1144.0364,1.7916977e+32,10.0,27,50
91934.3,10.0,-inf,-1.0,1111721,1235.3782,3939.1414,2212953.2,124.58,-152.29848,,91934.3,-147.0049,True,789.1574482917786,3949.124,9.982664,1.814627,1235.3780982982844,0.4189424,13500,-inf,10,822.48773,0.00054386666,3.6343052,2.6657673e-07,0.00054386666,,2212953.2,11.992799,91934.3,1.0,,1225.3955,inf,10.0,27,50
1.0,10.0,-4096837.5,-1.0,1118933,1431.9564,3979.2712,2790930.5,144.24,-155.0073,,1.0,-155.0073,True,793.7755858898163,3999.2383,19.96704,92.978516,1431.9563986723597,0.4189424,13550,-565820200000.0,1,860.4833,50.0,180.24347,0.14900859,50.0,,240135730.0,740.62213,1.0,1.0,,1411.9893,187573040000.0,10.0,28,50
26266.662,10.0,-3.6950464e+23,-1.0,1124992,1201.2821,3789.052,1344990.8,121.18,-171.88805,,26266.662,-170.38107,True,797.8201863765717,3799.0344,9.982347,0.3414541,1201.2821380527027,0.4189424,13600,-3.6950464e+23,2,899.5486,0.0019035536,1.3904042,0.00051165995,0.0019035536,,1344990.8,9.897952,26266.662,1.0,,1191.2998,9.831915e+34,10.0,28,50
284.8712,9.999999,-8.92937e+16,-1.0,1131468,1284.6575,4188.7534,6462203.0,129.52,-173.16144,,284.8712,-169.92287,True,801.7056243419647,4208.7217,19.9685,3.9596891,1284.6573212845362,0.4189424,13650,-8.92937e+16,3,908.1535,0.17551793,22.441603,1.2836939e-05,0.17551793,,6462203.0,159.74486,284.8712,1.0,,1264.6888,3.8118175e+21,9.999999,28,50
33.798325,10.0,-14654707000000.0,-1.0,1137745,1244.8618,3499.093,358760.88,125.54,-160.63158,,33.798325,-158.6076,True,806.377151966095,3519.0537,19.96074,0.35291776,1244.8617900643842,0.4189424,13700,-6381688600000.0,4,742.2456,1.4793633,0.76560396,3.6608122e-05,1.4793633,,481671.53,3.9379745,33.798325,1.0,,1224.9011,39834446000000.0,10.0,28,50
128.12633,9.999999,-2476780400000000.0,-1.0,1144225,1285.7245,4988.5337,15679665.0,129.6,-205.8518,,128.12633,-202.16997,True,812.0213975906372,4998.5137,9.980126,10.430847,1285.724394940554,0.4189424,13750,-1607965300000000.0,5,923.1035,0.39023986,45.80893,7.701371e-05,0.39023986,,30662076.0,317.20377,128.12633,1.0,,1275.7443,6.212711e+17,9.999999,28,50
