AvgRet,ESSClassic,MinVanillaIw,VarRet,VarNormIw,AvgEpLen,AvgNormIw,VanillaAvgRet,VarDiscRet,Bound,VarVanillaIw,BatchSize,ESSRenyi,AvgDiscRet,AvgVanillaIw,VarJ,J,MaxNormIw,eRenyi2,MinNormIw,MaxVanillaIw
-1.1596057447604835e-13,40.13752971497938,2.5907015e-12,3680974.5780205172,0.0001506499,200.0,0.01,-1439.2221432774563,3680974.5780205172,1181.9183,1.092759,100,46.56005623212358,-1.1596057447604835e-13,0.8516826,42.215843,1418.3938,0.03455076,2.1477637,3.0418627e-14,2.942628
5.329070518200751e-17,1.2907749025944457,,93.46451495888644,0.007724532,200.0,0.01,-11.50072656884749,93.46451495888644,5.223415,9.56699,100,1.9954398037809407,5.329070518200751e-17,0.35192627,5.096076,10.979346,0.8759961,50.114265,,30.828604
4.618527782440651e-16,3.7772133944725974,,65.20115630847224,0.0025731863,200.0,0.01,-9.284286463910778,65.20115630847224,2.1612747,32.16685,100,3.4787002858929403,4.618527782440651e-16,1.118069,8.341794,5.8023586,0.34332845,28.746368,,38.38649
1.2967404927621828e-15,3.5871748495327878,1.4345074e-36,68.86134860300645,0.0027148577,200.0,0.01,-9.10010274134197,68.86134860300645,4.507761,23.171642,100,3.794840563467465,1.2967404927621828e-15,0.9238573,5.7804575,8.090396,0.40641433,26.351568,1.552737e-38,37.546883
3.730349362740526e-16,4.44261631933624,,61.047206681846305,0.0021726529,200.0,0.01,-9.067508623760666,61.047206681846305,4.454714,9.801333,100,5.994795168379505,3.730349362740526e-16,0.67165685,7.7114305,7.1385574,0.32366565,16.681137,,21.739225
-1.936228954946273e-15,10.355296631783125,0.41560447,69.99307598982527,0.0008744337,200.0,0.010000002,-9.467227718943882,69.99307598982527,0.506477,20.284292,100,25.81065362434941,-1.936228954946273e-15,1.5230583,21.23795,1.8914446,0.2885513,3.8743691,0.0027287495,43.948044
5.861977570020827e-16,2.5013025952207744,,64.57019404866293,0.0039372896,200.0,0.01,-9.802744728089744,64.57019404866293,4.960983,32.823837,100,2.8388852688317483,5.861977570020827e-16,0.913053,3.7808685,8.9719925,0.44799775,35.225094,,40.904568
-1.2079226507921704e-15,1.138992070225718,,74.8309972646529,0.008767367,200.0,0.010000002,-9.100046280328066,74.8309972646529,2.7414308,16.037764,100,3.152325312507027,-1.2079226507921704e-15,0.42769805,3.4783123,6.839099,0.93627316,31.722614,,40.04422
-3.019806626980426e-16,2.726035054886205,,66.10756423964779,0.0036043753,200.0,0.01,-9.880342567099131,66.10756423964779,4.800547,41.255657,100,3.1481455239107214,-3.019806626980426e-16,1.0698595,5.466901,8.65453,0.4170511,31.764732,,44.618607
4.973799150320702e-16,17.59890776684695,0.008420675,68.54535271323431,0.00047294653,200.0,0.01,-9.578654644152598,68.54535271323431,0.5972209,10.132422,100,15.932181989308967,4.973799150320702e-16,1.463695,14.228919,2.3416884,0.11113148,6.276604,5.7530255e-05,16.26626
2.1316282072803005e-16,79.9496827683942,0.7910787,56.980501535155256,2.5331956e-05,200.0,0.010000002,-8.621171695322904,56.980501535155256,-0.44213226,0.28403175,100,80.15418146516346,2.1316282072803005e-16,1.0588857,7.861141,0.26697436,0.030772382,1.2475955,0.0074708606,3.2584434
-8.881784197001252e-16,22.652992889008754,9.32443e-33,67.84089623935559,0.00034489174,200.0,0.009999999,-9.815757917583591,67.84089623935559,1.1178483,4.753361,100,25.138318155041116,-8.881784197001252e-16,1.1739755,16.020266,2.4994702,0.044787657,3.9779909,7.94261e-35,5.2579613
