BatchSize,AvgRet,MinVanillaIw,AvgNormIw,MaxNormIw,J,ESSRenyi,VarRet,AvgVanillaIw,AvgDiscRet,SamplesThisIter,EpsThisIter,AvgEpLen,VanillaAvgRet,MaxVanillaIw,VarNormIw,renyi2,VarVanillaIw,ESSClassic,delta,MinNormIw,VarDiscRet,IterType,VarJ,Bound
100,786.234603806,,8.84642e-06,0.190449,674371.0,nan,1055308.66463,20345.1,786.234603806,50000,628,79.6178343949,786.234603806,4.37996e+08,1.31761e-06,nan,6.96899e+12,3.90391353834,0.6,,1055308.66463,1,37218.7,3866.01
100,864.340622651,,9.71251e-06,0.112459,673887.0,nan,1191515.36402,10123.8,864.340622651,50000,572,87.4125874126,864.340622651,1.17221e+08,8.94033e-07,nan,9.7136e+11,2.3310969624,0.6,,1191515.36402,1,40265.6,4123.99
100,362.104867094,,4.1336e-06,0.210792,552175.0,nan,630222.835146,4934.9,362.104867094,50000,1344,37.2023809524,362.104867094,2.51654e+08,7.38938e-07,nan,1.0532e+12,4.19647852622,0.6,,630222.835146,1,48321.5,4074.27
100,1803.18754604,,2.01288e-05,0.0231032,837795.0,nan,3424151.0328,5.91244,1803.18754604,50000,276,181.15942029,1803.18754604,6786.09,4.83861e-08,nan,4174.62,3.96811244958,0.6,,3424151.0328,1,18826.5,4418.42
100,2008.09556585,,2.24014e-05,0.010744,850444.0,nan,3113562.57108,5.88696,2008.09556585,50000,248,201.612903226,2008.09556585,2823.47,2.56682e-08,nan,1772.66,3.66421615301,0.6,,3113562.57108,1,15433.8,4421.65
100,3042.72464844,,3.38753e-05,0.000684898,879176.0,nan,4099499.29359,1.70004,3042.72464844,50000,164,304.87804878,3042.72464844,34.3718,4.71939e-09,nan,11.886,2.78830984584,0.6,,4099499.29359,1,7918.6,4508.36
100,2185.47446783,,2.43665e-05,0.0244843,862048.0,nan,3684803.16155,4.2996,2185.47446783,50000,228,219.298245614,2185.47446783,4320.39,8.5665e-08,nan,2667.31,4.00442463792,0.6,,3684803.16155,1,16403.8,4477.14
100,2833.92679352,,3.15657e-05,0.00218633,871009.0,nan,3718901.39837,2.61502,2833.92679352,50000,176,284.090909091,2833.92679352,181.124,7.87117e-09,nan,54.0205,3.31652055968,0.6,,3718901.39837,1,10868.3,4460.42
100,1830.17159232,,2.04248e-05,0.00308281,781177.0,nan,3836789.01136,4.04222,1830.17159232,50000,272,183.823529412,1830.17159232,610.109,9.63168e-09,nan,377.246,7.83620674081,0.6,,3836789.01136,1,34912.5,4347.85
100,1915.74211385,,2.13675e-05,0.0104906,860509.0,nan,4453897.2557,3.61345,1915.74211385,50000,260,192.307692308,1915.74211385,1774.07,1.70524e-08,nan,487.665,3.87649229875,0.6,,4453897.2557,1,17714.8,4504.86
100,3120.15914482,,3.47222e-05,0.00975352,876756.0,nan,4606606.35745,1.64449,3120.15914482,50000,160,312.5,3120.15914482,461.94,3.19722e-08,nan,71.7168,8.19846185277,0.6,,4606606.35745,1,9372.43,4549.01
100,2834.9043186,,3.15657e-05,0.00127551,872213.0,nan,4536722.76194,1.80228,2834.9043186,50000,176,284.090909091,2834.9043186,72.8268,5.09139e-09,nan,16.5978,3.53166431385,0.6,,4536722.76194,1,10359.2,4514.18
100,2711.41645989,,3.01932e-05,0.01897,874313.0,nan,4616145.71368,2.1038,2711.41645989,50000,184,271.739130435,2711.41645989,1321.79,4.79316e-08,nan,232.709,4.25796567168,0.6,,4616145.71368,1,11230.2,4535.89
100,2771.64364293,,3.08642e-05,0.00864571,877068.0,nan,4353972.46276,2.08372,2771.64364293,50000,180,277.777777778,2771.64364293,583.694,1.40616e-08,nan,64.092,4.36911725036,0.6,,4353972.46276,1,9886.75,4515.94
100,2396.58437097,,2.67094e-05,0.00677024,868511.0,nan,4003518.043,3.24322,2396.58437097,50000,208,240.384615385,2396.58437097,822.085,1.47801e-08,nan,217.922,3.57886426922,0.6,,4003518.043,1,14164.8,4470.01
100,2901.30281746,,3.22997e-05,0.00224262,873220.0,nan,4116723.53877,1.90722,2901.30281746,50000,172,290.697674419,2901.30281746,132.421,5.8679e-09,nan,20.459,2.85012437633,0.6,,4116723.53877,1,11668.6,4526.08
100,2901.07943394,,3.22997e-05,0.00136393,871142.0,nan,4193128.149,1.94084,2901.07943394,50000,172,290.697674419,2901.07943394,81.9561,5.40371e-09,nan,19.5106,3.29252144354,0.6,,4193128.149,1,11328.7,4512.12
100,3467.71536001,,3.85802e-05,0.00053551,877944.0,nan,3681823.16975,1.36885,3467.71536001,50000,144,347.222222222,3467.71536001,19.0002,4.00007e-09,nan,5.03555,3.00896585813,0.6,,3681823.16975,1,7822.15,4540.21
100,3567.67284187,,3.96825e-05,0.000910784,871432.0,nan,3910378.34192,1.19398,3567.67284187,50000,140,357.142857143,3567.67284187,27.404,3.46116e-09,nan,3.13341,5.48326598931,0.6,,3910378.34192,1,9070.45,4562.49
100,3284.66193893,,3.65497e-05,0.000390376,872650.0,nan,4222272.74302,1.43359,3284.66193893,50000,152,328.947368421,3284.66193893,15.3118,3.93144e-09,nan,6.04833,2.82644481007,0.6,,4222272.74302,1,9217.86,4539.55
100,3567.6508659,,3.96825e-05,0.00119289,876220.0,nan,3878504.91998,1.14545,3567.6508659,50000,140,357.142857143,3567.6508659,34.4331,3.58062e-09,nan,2.98339,3.53069826304,0.6,,3878504.91998,1,8053.26,4561.79
100,3784.17973142,,4.20875e-05,0.00043999,875440.0,nan,3131662.73307,1.1596,3784.17973142,50000,132,378.787878788,3784.17973142,12.1226,3.12789e-09,nan,2.37444,3.19737330093,0.6,,3131662.73307,1,7728.4,4551.04
100,1727.66284699,,1.92901e-05,0.0144461,800355.0,nan,3144134.62813,7.81773,1727.66284699,50000,288,173.611111111,1727.66284699,5854.58,3.6855e-08,nan,6053.24,3.34307596338,0.6,,3144134.62813,1,25936.6,4405.38
100,2444.43962708,,2.72331e-05,0.000726367,828461.0,nan,4480847.50558,2.15893,2444.43962708,50000,204,245.098039216,2444.43962708,57.5834,3.9434e-09,nan,24.783,3.81974165936,0.6,,4480847.50558,1,19222.3,4529.85
100,2397.61486196,,2.67094e-05,0.00237984,846562.0,nan,4705185.30492,2.21961,2397.61486196,50000,208,240.384615385,2397.61486196,197.77,4.86779e-09,nan,33.6169,4.34231503984,0.6,,4705185.30492,1,19403.4,4534.63
100,2835.59564955,,3.15657e-05,0.00251402,861196.0,nan,4758003.51932,1.47929,2835.59564955,50000,176,284.090909091,2835.59564955,117.817,4.531e-09,nan,9.95106,4.14495992278,0.6,,4758003.51932,1,13217.4,4549.84
100,2493.29772749,,2.77778e-05,0.0623686,846837.0,nan,4053367.72518,3.34304,2493.29772749,50000,200,250.0,2493.29772749,7506.03,4.35645e-07,nan,6309.87,4.02822364495,0.6,,4053367.72518,1,18562.4,4508.71
100,3284.08606923,,3.65497e-05,0.000653772,855396.0,nan,3783321.07396,1.64868,3284.08606923,50000,152,328.947368421,3284.08606923,29.4903,4.199e-09,nan,8.5438,2.48358596474,0.6,,3783321.07396,1,11769.3,4515.59
100,2653.97623408,,2.95508e-05,0.0112444,838657.0,nan,4867977.45151,1.9465,2653.97623408,50000,188,265.957446809,2653.97623408,740.665,1.83369e-08,nan,79.5595,4.41200188493,0.6,,4867977.45151,1,17055.7,4546.87
100,2397.00617142,,2.67094e-05,0.187555,826625.0,nan,4202426.0512,10.7536,2397.00617142,50000,208,240.384615385,2397.00617142,75512.2,3.75809e-06,nan,609176.0,4.00049000077,0.6,,4202426.0512,1,19178.2,4501.12
100,2971.37271907,,3.30688e-05,0.00146651,850249.0,nan,5168003.55089,1.46462,2971.37271907,50000,168,297.619047619,2971.37271907,64.9518,3.52552e-09,nan,6.91567,4.35463570117,0.6,,5168003.55089,1,14581.7,4560.44
100,3120.47506953,,3.47222e-05,0.0017488,852719.0,nan,4710713.68078,1.42974,3120.47506953,50000,160,312.5,3120.47506953,72.0092,4.62876e-09,nan,7.84806,4.5982951168,0.6,,4710713.68078,1,11897.3,4560.54
100,3284.66571608,,3.65497e-05,0.000432307,850860.0,nan,4190473.25931,1.47675,3284.66571608,50000,152,328.947368421,3284.66571608,17.4669,3.53122e-09,nan,5.76464,3.43934227147,0.6,,4190473.25931,1,13366.6,4537.91
100,3672.86784006,,4.08497e-05,0.00359464,867089.0,nan,3880642.67391,1.26302,3672.86784006,50000,136,367.647058824,3672.86784006,111.141,5.15391e-09,nan,4.92694,5.72145209334,0.6,,3880642.67391,1,9719.8,4561.91
100,3374.04002095,,3.75375e-05,0.000651559,852351.0,nan,4505772.46415,1.25917,3374.04002095,50000,148,337.837837838,3374.04002095,21.8561,2.87092e-09,nan,3.23042,3.09354798401,0.6,,4505772.46415,1,13059.2,4559.5
100,3120.20743713,,3.47222e-05,0.0112047,848131.0,nan,4558671.95945,1.63009,3120.20743713,50000,160,312.5,3120.20743713,526.021,2.1969e-08,nan,48.4191,6.55219332813,0.6,,4558671.95945,1,13620.8,4550.17
100,3672.92105386,,4.08497e-05,0.000454479,863945.0,nan,4182086.63289,1.12945,3672.92105386,50000,136,367.647058824,3672.92105386,12.5659,2.64565e-09,nan,2.0225,3.63911818377,0.6,,4182086.63289,1,10530.4,4561.33
100,3784.5174432,,4.20875e-05,0.000394951,857091.0,nan,3786402.10501,1.17568,3784.5174432,50000,132,378.787878788,3784.5174432,11.0326,2.39037e-09,nan,1.86525,2.2283052181,0.6,,3786402.10501,1,11137.5,4562.11
100,4307.56862064,4.33135e-14,4.78927e-05,0.000314429,879034.0,nan,2030200.08657,1.03337,4307.56862064,50000,116,431.034482759,4307.56862064,6.78438,1.7358e-09,nan,0.80812,1.91324729737,0.6,2.00741e-18,2030200.08657,1,6490.55,4563.04
100,3784.18111023,1.45231e-25,4.20875e-05,0.000476878,858488.0,nan,3183373.79622,1.19725,3784.18111023,50000,132,378.787878788,3784.18111023,13.5655,2.6243e-09,nan,2.1236,2.90033345401,0.6,5.10538e-30,3183373.79622,1,10388.4,4553.1
100,3672.92712186,,4.08497e-05,0.000519869,851082.0,nan,4022411.73994,1.19899,3672.92712186,50000,136,367.647058824,3672.92712186,15.2588,2.2999e-09,nan,1.98135,3.08568408338,0.6,,4022411.73994,1,12669.4,4571.27
100,3784.79476653,5.20156e-26,4.20875e-05,0.000745212,862404.0,nan,3703079.41413,1.10836,3784.79476653,50000,132,378.787878788,3784.79476653,19.6249,2.42993e-09,nan,1.68518,2.72092793039,0.6,1.97518e-30,3703079.41413,1,10393.4,4571.21
100,3672.29959965,,4.08497e-05,0.000401052,855986.0,nan,3515733.22919,1.30662,3672.29959965,50000,136,367.647058824,3672.29959965,12.8281,2.98808e-09,nan,3.05715,2.76707830029,0.6,,3515733.22919,1,10916.0,4541.23
100,4164.33202863,1.92911e-18,4.62963e-05,0.000294723,873682.0,nan,2949029.45755,0.997313,4164.33202863,50000,120,416.666666667,4164.33202863,6.34891,1.65459e-09,nan,0.767823,1.7426955085,0.6,8.95511e-23,2949029.45755,1,8411.79,4576.84
100,3672.89556908,,4.08497e-05,0.000535784,862227.0,nan,3700779.70858,1.18815,3672.89556908,50000,136,367.647058824,3672.89556908,15.5838,2.67124e-09,nan,2.25986,2.7427942461,0.6,,3700779.70858,1,10226.2,4560.98
100,3784.52754266,,4.20875e-05,0.00286433,859128.0,nan,3527434.26601,1.20379,3784.52754266,50000,132,378.787878788,3784.52754266,81.9256,4.45556e-09,nan,3.64497,7.6528832822,0.6,,3527434.26601,1,10988.9,4562.33
100,4462.5118443,2.30126e-08,4.96032e-05,0.000207926,882404.0,nan,2386375.3027,0.967717,4462.5118443,50000,112,446.428571429,4462.5118443,4.05647,1.02557e-09,nan,0.390339,1.41174666955,0.6,1.17958e-12,2386375.3027,1,7438.88,4587.11
100,4163.94641358,1.63178e-25,4.62963e-05,0.000545334,872724.0,nan,2954419.21121,1.09903,4163.94641358,50000,120,416.666666667,4163.94641358,12.9457,1.8214e-09,nan,1.02643,4.08164714322,0.6,6.87383e-30,2954419.21121,1,8556.22,4566.92
100,3903.11479646,1.45908e-24,4.34028e-05,0.000457884,857968.0,nan,3396667.29898,1.15234,3903.11479646,50000,128,390.625,3903.11479646,12.1567,2.16493e-09,nan,1.52604,2.33898010743,0.6,5.49562e-29,3396667.29898,1,11122.8,4562.28
100,4029.32797857,3.18737e-20,4.48029e-05,0.000281893,860282.0,nan,2802260.15293,1.19207,4029.32797857,50000,124,403.225806452,4029.32797857,7.50031,1.97446e-09,nan,1.39778,2.45020907418,0.6,1.19795e-24,2802260.15293,1,10224.1,4562.48
100,3285.20354692,,3.65497e-05,0.00199585,842059.0,nan,4371085.19032,1.37553,3285.20354692,50000,152,328.947368421,3285.20354692,75.1126,4.29122e-09,nan,6.07789,5.41850788605,0.6,,4371085.19032,1,14507.6,4561.87
100,4029.66659113,2.77182e-25,4.48029e-05,0.00040223,867623.0,nan,3248498.17477,1.07336,4029.66659113,50000,124,403.225806452,4029.66659113,9.63642,1.97856e-09,nan,1.13561,3.54759876287,0.6,1.15697e-29,3248498.17477,1,9430.79,4572.35
100,4164.32942069,1.32698e-14,4.62963e-05,0.000377019,873173.0,nan,2965690.98337,1.05037,4164.32942069,50000,120,416.666666667,4164.32942069,8.55383,1.62844e-09,nan,0.838237,2.96012905588,0.6,5.84879e-19,2965690.98337,1,8697.49,4581.71
100,3902.81024354,8.84574e-36,4.34028e-05,0.000397627,857381.0,nan,2841967.74447,1.29176,3902.81024354,50000,128,390.625,3902.81024354,11.8342,2.57935e-09,nan,2.28474,2.38339825686,0.6,2.97215e-40,2841967.74447,1,10356.4,4551.82
100,4028.94766539,,4.48029e-05,0.000432758,862902.0,nan,2692138.41208,1.16074,4028.94766539,50000,124,403.225806452,4028.94766539,11.2118,2.22724e-09,nan,1.49495,2.47564263203,0.6,,2692138.41208,1,9495.24,4554.22
100,4628.1635805,3.63893e-14,5.14403e-05,0.00016739,884097.0,nan,1277226.06988,0.978001,4628.1635805,50000,108,462.962962963,4628.1635805,3.18248,8.05322e-10,nan,0.291099,1.44179524196,0.6,1.91398e-18,1277226.06988,1,6232.61,4581.57
100,4029.69989287,1.10381e-21,4.48029e-05,0.000602644,864108.0,nan,3256269.83975,1.09666,4029.69989287,50000,124,403.225806452,4029.69989287,14.7512,1.87347e-09,nan,1.12248,2.72624897417,0.6,4.50951e-26,3256269.83975,1,10114.2,4572.27
100,4628.19273522,1.3603e-05,5.14403e-05,0.000160852,887532.0,nan,1342937.17652,0.997066,4628.19273522,50000,108,462.962962963,4628.19273522,3.1178,8.5362e-10,nan,0.320705,1.44770186854,0.6,7.018e-10,1342937.17652,1,5202.11,4581.78
100,3903.40465832,,4.34028e-05,0.000484022,858248.0,nan,3498535.50029,1.14333,3903.40465832,50000,128,390.625,3903.40465832,12.7503,2.07775e-09,nan,1.44179,2.39471077833,0.6,,3498535.50029,1,11232.2,4572.03
100,4029.0266938,3.59407e-31,4.48029e-05,0.000383244,862705.0,nan,3158859.52718,1.08623,4029.0266938,50000,124,403.225806452,4029.0266938,9.29163,1.9982e-09,nan,1.17455,2.76136423317,0.6,1.48242e-35,3158859.52718,1,10061.8,4559.45
100,4029.31326883,3.52102e-18,4.48029e-05,0.00060299,866175.0,nan,3228696.62713,1.13097,4029.31326883,50000,124,403.225806452,4029.31326883,15.2214,1.96152e-09,nan,1.24992,2.21718534881,0.6,1.39484e-22,3228696.62713,1,9649.13,4563.5
100,4163.6501444,1.33763e-20,4.62963e-05,0.000330606,868890.0,nan,2591837.25431,1.11193,4163.6501444,50000,120,416.666666667,4163.6501444,7.94039,1.82793e-09,nan,1.05444,2.38387089816,0.6,5.56936e-25,2591837.25431,1,8559.26,4557.15
100,3903.43268397,1.46861e-22,4.34028e-05,0.000526021,860528.0,nan,3751399.57623,1.12625,3903.43268397,50000,128,390.625,3903.43268397,13.6496,2.04135e-09,nan,1.37452,2.91271932621,0.6,5.65968e-27,3751399.57623,1,10887.4,4572.47
100,4164.33051582,3.46324e-17,4.62963e-05,0.000330623,865359.0,nan,2692679.88825,1.1295,4164.33051582,50000,120,416.666666667,4164.33051582,8.06629,1.72576e-09,nan,1.02722,2.55381242431,0.6,1.41952e-21,2692679.88825,1,9757.88,4571.88
100,4164.36920872,9.82733e-38,4.62963e-05,0.000363273,870128.0,nan,2454117.63383,1.10767,4164.36920872,50000,120,416.666666667,4164.36920872,8.69157,1.88723e-09,nan,1.08032,2.71577598524,0.6,4.10721e-42,2454117.63383,1,8789.0,4572.31
100,4164.32206148,1.4271e-24,4.62963e-05,0.000405454,871372.0,nan,3199693.76928,1.04374,4164.32206148,50000,120,416.666666667,4164.32206148,9.14088,1.549e-09,nan,0.787308,1.86788776555,0.6,6.33006e-29,3199693.76928,1,9232.47,4578.06
100,3567.68656503,,3.96825e-05,0.0023874,844432.0,nan,4066396.48435,1.30346,3567.68656503,50000,140,357.142857143,3567.68656503,78.4192,3.55097e-09,nan,3.83125,3.53139834937,0.6,,4066396.48435,1,13151.3,4562.05
100,4462.52713781,3.99144e-10,4.96032e-05,0.000223825,876907.0,nan,2175373.11318,1.05246,4462.52713781,50000,112,446.428571429,4462.52713781,4.74904,1.02598e-09,nan,0.461886,2.00033787508,0.6,1.88119e-14,2175373.11318,1,8438.08,4577.7
100,4308.29045603,1.34129e-30,4.78927e-05,0.000277687,876700.0,nan,2271872.47239,1.05396,4308.29045603,50000,116,431.034482759,4308.29045603,6.11098,1.55569e-09,nan,0.753414,2.53773661797,0.6,6.09492e-35,2271872.47239,1,7594.7,4572.58
100,4806.5597271,1.98007e-06,5.34188e-05,0.000136711,892704.0,nan,844617.269081,0.976071,4806.5597271,50000,104,480.769230769,4806.5597271,2.49799,3.97899e-10,nan,0.132846,1.13864998638,0.6,1.08366e-10,844617.269081,1,4172.83,4583.75
100,4806.57502101,0.000236908,5.34188e-05,0.000133808,891834.0,nan,774507.181785,1.00663,4806.57502101,50000,104,480.769230769,4806.57502101,2.52149,4.06883e-10,nan,0.144483,1.12133680916,0.6,1.2572e-08,774507.181785,1,4382.85,4582.38
100,4628.14102198,4.55884e-13,5.14403e-05,0.000198343,884394.0,nan,1260725.74633,1.00005,4628.14102198,50000,108,462.962962963,4628.14102198,3.856,8.08031e-10,nan,0.305398,1.46189867481,0.6,2.34496e-17,1260725.74633,1,6078.9,4581.17
100,4462.5383306,8.55966e-10,4.96032e-05,0.000221648,877452.0,nan,1935234.82359,1.04821,4462.5383306,50000,112,446.428571429,4462.5383306,4.68384,9.87974e-10,nan,0.441187,1.72107115334,0.6,4.05059e-14,1935234.82359,1,7958.88,4582.25
100,4308.28651397,3.79157e-11,4.78927e-05,0.00029063,876723.0,nan,2964864.74324,0.996174,4308.28651397,50000,116,431.034482759,4308.28651397,6.04514,1.24318e-09,nan,0.537854,1.86264072365,0.6,1.82286e-15,2964864.74324,1,8746.18,4585.66
100,4462.51179553,1.31873e-09,4.96032e-05,0.000248401,878178.0,nan,1413631.09814,1.02317,4462.51179553,50000,112,446.428571429,4462.51179553,5.1238,1.27388e-09,nan,0.542005,2.09490719575,0.6,6.39318e-14,1413631.09814,1,6721.5,4572.69
100,4628.17554657,2.96981e-09,5.14403e-05,0.00018523,887034.0,nan,1389762.66453,0.993402,4628.17554657,50000,108,462.962962963,4628.17554657,3.57711,7.95018e-10,nan,0.296497,1.87711817664,0.6,1.53783e-13,1389762.66453,1,5675.42,4582.04
100,4164.34135194,4.0393e-14,4.62963e-05,0.000340541,867387.0,nan,2932194.82763,1.0554,4164.34135194,50000,120,416.666666667,4164.34135194,7.76321,1.45287e-09,nan,0.755041,1.97893258815,0.6,1.77188e-18,2932194.82763,1,9929.64,4581.76
100,4806.52794786,0.000396246,5.34188e-05,0.000125045,891271.0,nan,686205.288734,0.994722,4806.52794786,50000,104,480.769230769,4806.52794786,2.32848,4.33872e-10,nan,0.150445,1.13805943366,0.6,2.12793e-08,686205.288734,1,4353.44,4582.35
100,4308.30344083,4.30918e-19,4.78927e-05,0.000325156,875166.0,nan,2809822.81154,1.02585,4308.30344083,50000,116,431.034482759,4308.30344083,6.96477,1.2336e-09,nan,0.565984,1.7655353475,0.6,2.01178e-23,2809822.81154,1,8788.0,4581.36
100,4462.11866353,8.71596e-10,4.96032e-05,0.000209239,878713.0,nan,1879756.94152,1.03276,4462.11866353,50000,112,446.428571429,4462.11866353,4.35646,1.2108e-09,nan,0.524874,2.13484539307,0.6,4.18624e-14,1879756.94152,1,7287.55,4573.14
100,4628.16979209,4.08661e-11,5.14403e-05,0.000161427,885996.0,nan,1729618.17088,0.980301,4628.16979209,50000,108,462.962962963,4628.16979209,3.07633,6.42012e-10,nan,0.23316,1.42020195997,0.6,2.14441e-15,1729618.17088,1,6890.93,4590.04
100,4164.02209837,2.18945e-27,4.62963e-05,0.000244637,864681.0,nan,2774207.55429,1.11235,4164.02209837,50000,120,416.666666667,4164.02209837,5.87784,1.74869e-09,nan,1.00949,2.82384960787,0.6,9.11256e-32,2774207.55429,1,9878.52,4562.39
100,4462.53474551,7.56139e-09,4.96032e-05,0.0002201,880090.0,nan,2404095.6484,0.976367,4462.53474551,50000,112,446.428571429,4462.53474551,4.33236,8.58688e-10,nan,0.332692,1.82729875697,0.6,3.84147e-13,2404095.6484,1,8353.7,4588.71
100,4806.55832641,0.000838459,5.34188e-05,0.000115811,892598.0,nan,906377.778941,0.978205,4806.55832641,50000,104,480.769230769,4806.55832641,2.12073,3.48497e-10,nan,0.116861,1.03474382867,0.6,4.57874e-08,906377.778941,1,4635.26,4587.92
100,4164.34587395,1.5716e-17,4.62963e-05,0.000333201,872955.0,nan,3000306.47628,1.06733,4164.34587395,50000,120,416.666666667,4164.34587395,7.68172,1.54083e-09,nan,0.818953,2.29496048184,0.6,6.81695e-22,3000306.47628,1,8907.72,4580.99
100,4628.18414215,3.48875e-07,5.14403e-05,0.000147291,885409.0,nan,1518821.67321,0.982453,4628.18414215,50000,108,462.962962963,4628.18414215,2.81309,7.71452e-10,nan,0.281401,1.54462757016,0.6,1.82668e-11,1518821.67321,1,6452.47,4582.15
100,4628.17272964,3.91148e-10,5.14403e-05,0.000168827,886474.0,nan,1185550.82376,1.04102,4628.17272964,50000,108,462.962962963,4628.17272964,3.41664,8.13963e-10,nan,0.333363,1.69555072225,0.6,1.93279e-14,1185550.82376,1,5498.28,4582.18
100,4462.52505496,4.73807e-09,4.96032e-05,0.000210481,878922.0,nan,2182823.347,1.01397,4462.52505496,50000,112,446.428571429,4462.52505496,4.30258,1.00644e-09,nan,0.420554,2.37044982575,0.6,2.31784e-13,2182823.347,1,8006.62,4579.14
100,4462.52735959,4.66421e-12,4.96032e-05,0.000271951,879501.0,nan,2404087.75094,0.960173,4462.52735959,50000,112,446.428571429,4462.52735959,5.26419,9.49784e-10,nan,0.355881,1.55777146989,0.6,2.40956e-16,2404087.75094,1,8343.36,4588.64
100,4628.20909531,2.06139e-05,5.14403e-05,0.00017333,885520.0,nan,1679047.8309,0.974966,4628.20909531,50000,108,462.962962963,4628.20909531,3.28519,6.79979e-10,nan,0.244268,1.43208027629,0.6,1.08762e-09,1679047.8309,1,6964.28,4585.6
100,4308.27781241,2.57158e-19,4.78927e-05,0.000284313,874113.0,nan,2233634.65506,1.04715,4308.27781241,50000,116,431.034482759,4308.27781241,6.21637,1.52056e-09,nan,0.72692,2.18937161747,0.6,1.17614e-23,2233634.65506,1,8151.56,4573.15
100,4462.51965893,5.16062e-11,4.96032e-05,0.000226011,875314.0,nan,1950467.82054,1.03909,4462.51965893,50000,112,446.428571429,4462.51965893,4.73448,1.02391e-09,nan,0.44931,1.7180083786,0.6,2.46354e-15,1950467.82054,1,8590.41,4582.16
100,4462.536494,1.03601e-16,4.96032e-05,0.000224319,875105.0,nan,1833191.38297,1.07159,4462.536494,50000,112,446.428571429,4462.536494,4.84601,1.07166e-09,nan,0.500141,2.09293975143,0.6,4.79563e-21,1833191.38297,1,8084.15,4572.58
