ESSRenyi,MinVanillaIw,EpsThisIter,ESSClassic,MaxVanillaIw,VarDiscRet,VarRet,AvgNormIw,AvgDiscRet,J,MinNormIw,VanillaAvgRet,BatchSize,AvgVanillaIw,VarNormIw,MaxNormIw,IterType,AvgRet,eRenyi2,AvgEpLen,Bound,VarJ,Delta,VarVanillaIw
99.2320483509,0.571909,100,98.9806666399,1.13649,76.0561900394,76.0561900394,0.01,-108.687514274,-108.367,0.00576954,-108.687514274,100,0.991256,1.04025e-06,0.0114652,1,-108.687514274,1.00774,21.09,-146.217,6.65346,0.2,0.0102214
99.7616264771,0.798079,100,99.6793169197,1.08501,13.1945905571,13.1945905571,0.01,-107.321346427,-107.259,0.00801369,-107.321346427,100,0.995896,3.24974e-07,0.0108948,1,-107.321346427,1.00239,17.62,-133.255,3.55891,0.2,0.00322312
99.5898922399,0.823219,100,99.5671846396,1.10584,17.2839396696,17.2839396696,0.01,-107.66984904,-107.563,0.00825108,-107.66984904,100,0.997711,4.39076e-07,0.0110838,1,-107.66984904,1.00412,19.9,-133.42,3.96432,0.2,0.00437068
99.8431523964,0.891417,100,99.8538141273,1.0919,11.7582245504,11.7582245504,0.01,-108.25581893,-108.215,0.00893323,-108.25581893,100,0.997867,1.47894e-07,0.0109424,1,-108.25581893,1.00157,16.14,-133.727,3.32445,0.2,0.00147264
99.6915466674,0.839386,100,99.665520631,1.16384,11.3085560691,11.3085560691,0.01,-107.972840472,-107.901,0.00848647,-107.972840472,100,0.989086,3.39032e-07,0.0117668,1,-107.972840472,1.00309,17.25,-131.537,3.37316,0.2,0.00331672
99.7956051478,0.854732,100,99.8062018169,1.10416,7.74652964075,7.74652964075,0.01,-107.03207253,-106.985,0.00852671,-107.03207253,100,1.00242,1.96133e-07,0.0110149,1,-107.03207253,1.00205,16.63,-130.099,2.78508,0.2,0.00197082
96.7024413637,0.809359,100,86.9347383257,4.64999,8.46433015649,8.46433015649,0.01,-107.24808141,-106.704,0.00798573,-107.24808141,100,1.01351,1.51806e-05,0.0458802,1,-107.24808141,1.0341,17.36,-130.15,6.47485,0.2,0.155935
99.7562760261,0.808663,100,99.7723107673,1.0904,12.7773443611,12.7773443611,0.01,-107.304211037,-107.244,0.00811806,-107.304211037,100,0.996128,2.30502e-07,0.0109464,1,-107.304211037,1.00244,18.1,-130.886,3.53418,0.2,0.0022872
99.7732191123,0.911088,100,99.6944665674,1.24903,6.98609996311,6.98609996311,0.01,-106.552106486,-106.502,0.00907783,-106.552106486,100,1.00364,3.09601e-07,0.012445,1,-106.552106486,1.00227,17.93,-129.551,2.67195,0.2,0.00311859
99.8175855176,0.854809,100,99.8488830779,1.06281,15.0630385373,15.0630385373,0.01,-107.449231936,-107.398,0.00856285,-107.449231936,100,0.998277,1.52897e-07,0.0106464,1,-107.449231936,1.00183,16.35,-133.998,3.62607,0.2,0.0015237
98.7863746391,0.558913,100,98.5723257092,1.14997,1279.13918125,1279.13918125,0.01,-110.894083935,-109.603,0.0056178,-110.894083935,100,0.994896,1.46301e-06,0.0115587,1,-110.894083935,1.01229,22.0,-202.971,23.0645,0.2,0.0144811
99.928835051,0.91488,100,99.9300976344,1.0783,5.52990228358,5.52990228358,0.01,-106.820405212,-106.804,0.00913938,-106.820405212,100,1.00103,7.06535e-08,0.0107719,1,-106.820405212,1.00071,16.83,-129.746,2.3193,0.2,0.000707993
99.7924116155,0.837857,100,99.702976732,1.19463,5.50392869219,5.50392869219,0.01,-107.05792157,-107.012,0.00843584,-107.05792157,100,0.993212,3.00896e-07,0.0120279,1,-107.05792157,1.00208,15.85,-129.932,2.28299,0.2,0.00296825
99.925490148,0.868165,100,99.9203475152,1.06221,7.84973287777,7.84973287777,0.01,-106.900620551,-106.879,0.00864725,-106.900620551,100,1.00398,8.04932e-08,0.01058,1,-106.900620551,1.00075,17.05,-130.072,2.77773,0.2,0.000811348
99.5894547778,0.707597,100,99.3630136803,1.11759,15.4018382513,15.4018382513,0.01,-107.545671584,-107.448,0.00712507,-107.545671584,100,0.993109,6.47526e-07,0.0112534,1,-107.545671584,1.00412,19.69,-130.714,3.9565,0.2,0.00638633
98.550966412,0.432994,100,98.3665439869,1.20545,104.959480739,104.959480739,0.01,-108.384596095,-107.714,0.00434098,-108.384596095,100,0.997458,1.67738e-06,0.0120852,1,-108.384596095,1.0147,17.73,-145.973,6.0748,0.2,0.0166886
99.4255709296,0.703799,100,99.1910758086,1.12279,10.123637099,10.123637099,0.01,-107.840022879,-107.692,0.00709163,-107.840022879,100,0.992436,8.23806e-07,0.0113135,1,-107.840022879,1.00578,17.41,-132.573,2.91927,0.2,0.0081139
99.8264825413,0.778619,100,99.7650353037,1.12417,7.23405906275,7.23405906275,0.01,-106.988117597,-106.946,0.00781868,-106.988117597,100,0.995846,2.37896e-07,0.0112886,1,-106.988117597,1.00174,16.26,-130.308,2.6342,0.2,0.00235923
99.9043664857,0.954173,100,99.9306722752,1.08721,5.96696689383,5.96696689383,0.01,-107.045093933,-107.023,0.00949645,-107.045093933,100,1.00477,7.00697e-08,0.0108205,1,-107.045093933,1.00096,17.68,-130.034,2.40492,0.2,0.000707395
99.8337296204,0.849664,100,99.8302187007,1.12084,7.44612025016,7.44612025016,0.01,-107.209276681,-107.169,0.00845224,-107.209276681,100,1.00525,1.71769e-07,0.0111499,1,-107.209276681,1.00167,16.07,-130.599,2.63573,0.2,0.00173578
98.5531894296,0.576713,100,98.0413355862,1.18828,1531.56057135,1531.56057135,0.01,-111.673738896,-109.978,0.00584517,-111.673738896,100,0.98665,2.01799e-06,0.0120436,1,-111.673738896,1.01468,22.22,-210.29,22.9876,0.2,0.0196447
99.9551378377,0.951851,100,99.9536050002,1.05187,6.71769023845,6.71769023845,0.01,-107.02538931,-107.015,0.00952665,-107.02538931,100,0.999145,4.68614e-08,0.0105277,1,-107.02538931,1.00045,16.39,-129.998,2.57119,0.2,0.000467813
99.8535397109,0.87906,100,99.8232841991,1.10061,6.19211844391,6.19211844391,0.01,-107.11017233,-107.077,0.0087943,-107.11017233,100,0.99958,1.7882e-07,0.0110107,1,-107.11017233,1.00147,16.86,-130.058,2.42707,0.2,0.0017867
99.8681378966,0.832073,100,99.8624540169,1.05452,6.36041399248,6.36041399248,0.01,-107.2553961,-107.223,0.00831292,-107.2553961,100,1.00094,1.39129e-07,0.0105353,1,-107.2553961,1.00132,15.85,-131.022,2.40766,0.2,0.00139391
99.9628562661,0.945763,100,99.9632789855,1.05105,4.37789334501,4.37789334501,0.01,-107.027520131,-107.021,0.00946239,-107.027520131,100,0.999497,3.70887e-08,0.0105158,1,-107.027520131,1.00037,16.32,-129.814,2.06872,0.2,0.000370514
99.8337415017,0.844224,100,99.778871466,1.09582,7.13449711035,7.13449711035,0.01,-107.554405846,-107.516,0.00848753,-107.554405846,100,0.994664,2.23851e-07,0.011017,1,-107.554405846,1.00167,16.43,-130.262,2.64365,0.2,0.00221469
99.9117319768,0.939006,100,99.8881795186,1.13054,5.59567793457,5.59567793457,0.01,-106.555376133,-106.535,0.00939508,-106.555376133,100,0.999466,1.13055e-07,0.0113115,1,-106.555376133,1.00088,16.11,-129.079,2.35418,0.2,0.00112934
99.6622445642,0.800026,100,99.5985070913,1.15217,9.10758818758,9.10758818758,0.01,-107.235189975,-107.15,0.00800625,-107.235189975,100,0.999252,4.07179e-07,0.0115303,1,-107.235189975,1.00339,16.66,-131.745,2.74352,0.2,0.0040657
99.9177298832,0.909313,100,99.9144298027,1.07577,4.86682228684,4.86682228684,0.01,-107.028393343,-107.011,0.00910819,-107.028393343,100,0.998346,8.65365e-08,0.0107755,1,-107.028393343,1.00082,16.08,-129.695,2.17864,0.2,0.000862506
99.7103877547,0.868892,100,99.6992374131,1.22323,10.3784682979,10.3784682979,0.01,-106.494738419,-106.432,0.00871655,-106.494738419,100,0.996831,3.04706e-07,0.0122712,1,-106.494738419,1.0029,17.11,-129.136,3.412,0.2,0.00302778
99.6952550732,0.752777,100,99.5987521546,1.11044,8.61372078292,8.61372078292,0.01,-107.143330172,-107.073,0.0075471,-107.143330172,100,0.997438,4.06948e-07,0.0111329,1,-107.143330172,1.00306,18.2,-130.379,2.90669,0.2,0.00404866
99.9517435358,0.914527,100,99.9509417805,1.03776,5.86069592616,5.86069592616,0.01,-106.975342986,-106.964,0.00913963,-106.975342986,100,1.00062,4.95772e-08,0.0103712,1,-106.975342986,1.00048,16.22,-129.646,2.39916,0.2,0.000496384
99.9161946362,0.956494,100,99.9211859046,1.07745,5.56874387428,5.56874387428,0.01,-106.805762648,-106.786,0.00956395,-106.805762648,100,1.0001,7.96895e-08,0.0107734,1,-106.805762648,1.00084,17.62,-129.76,2.35976,0.2,0.00079706
99.8410609331,0.832843,100,99.8548532481,1.08693,6.97026972203,6.97026972203,0.01,-107.233946964,-107.198,0.00830876,-107.233946964,100,1.00237,1.46775e-07,0.0108436,1,-107.233946964,1.00159,16.72,-130.084,2.60867,0.2,0.0014747
99.9539944681,0.905278,100,99.9566710867,1.07806,5.32761457971,5.32761457971,0.01,-107.042431768,-107.032,0.00904809,-107.042431768,100,1.00052,4.38157e-08,0.010775,1,-107.042431768,1.00046,18.35,-130.117,2.29348,0.2,0.000438612
99.923216694,0.947032,100,99.8980074427,1.11385,5.09296518397,5.09296518397,0.01,-106.85895155,-106.84,0.00945591,-106.85895155,100,1.00152,1.03158e-07,0.0111216,1,-106.85895155,1.00077,16.06,-129.644,2.21793,0.2,0.00103472
99.7402399751,0.781683,100,99.7539940608,1.12049,10.1998153623,10.1998153623,0.01,-107.048882157,-106.978,0.00779393,-107.048882157,100,1.00294,2.49081e-07,0.011172,1,-107.048882157,1.0026,15.85,-132.878,2.84137,0.2,0.00250546
99.8827879233,0.891737,100,99.8691615809,1.11996,8.69641143119,8.69641143119,0.01,-107.067463159,-107.039,0.00890627,-107.067463159,100,1.00125,1.32288e-07,0.0111856,1,-107.067463159,1.00117,16.98,-131.531,2.88132,0.2,0.00132618
99.6910135327,0.808158,100,99.6038043355,1.30467,8.75938484891,8.75938484891,0.01,-107.220421968,-107.147,0.00806586,-107.220421968,100,1.00195,4.01827e-07,0.0130213,1,-107.220421968,1.0031,19.0,-131.642,2.85244,0.2,0.00403395
99.8071700567,0.862616,100,99.8069565224,1.13317,10.0346475009,10.0346475009,0.01,-106.870959914,-106.828,0.00856105,-106.870959914,100,1.00761,1.95354e-07,0.0112462,1,-106.870959914,1.00193,16.75,-129.508,3.20278,0.2,0.00198337
99.9371089937,0.937736,100,99.9246133848,1.09193,6.5973540045,6.5973540045,0.01,-107.230032853,-107.218,0.00939748,-107.230032853,100,0.997859,7.61923e-08,0.0109428,1,-107.230032853,1.00063,16.05,-130.905,2.55059,0.2,0.000758664
99.698335748,0.737645,100,99.6720384382,1.11415,7.69690039984,7.69690039984,0.01,-107.346999234,-107.278,0.00735863,-107.346999234,100,1.00242,3.32369e-07,0.0111146,1,-107.346999234,1.00303,17.77,-130.339,2.73817,0.2,0.00333981
99.9520412724,0.891834,100,99.9461128605,1.02042,4.7078695637,4.7078695637,0.01,-107.037997812,-107.027,0.00895821,-107.037997812,100,0.995549,5.4461e-08,0.0102498,1,-107.037997812,1.00048,17.2,-129.649,2.14966,0.2,0.000539772
99.9033194605,0.891568,100,99.9152629349,1.09033,5.00361742334,5.00361742334,0.01,-106.785187499,-106.764,0.00888747,-106.785187499,100,1.00317,8.57199e-08,0.0108688,1,-106.785187499,1.00097,17.17,-129.703,2.18508,0.2,0.00086265
99.8825381709,0.886793,100,99.8820869226,1.08439,5.92413963837,5.92413963837,0.01,-106.9725198,-106.944,0.00886351,-106.9725198,100,1.0005,1.19259e-07,0.0108385,1,-106.9725198,1.00118,16.99,-129.872,2.36419,0.2,0.00119378
99.9406094625,0.896494,100,99.9362047246,1.0596,6.01180639463,6.01180639463,0.01,-107.065999043,-107.054,0.00898995,-107.065999043,100,0.997218,6.44838e-08,0.0106256,1,-107.065999043,1.00059,16.67,-129.677,2.42406,0.2,0.000641254
99.9543160382,0.944285,100,99.9562701253,1.07179,4.09669956443,4.09669956443,0.01,-107.036200885,-107.026,0.00942337,-107.036200885,100,1.00207,4.41995e-08,0.0106958,1,-107.036200885,1.00046,16.13,-129.219,2.01901,0.2,0.000443825
99.8761639617,0.919589,100,99.9058503445,1.07701,6.04363984711,6.04363984711,0.01,-106.509647195,-106.481,0.00916406,-106.509647195,100,1.00347,9.51848e-08,0.0107329,1,-106.509647195,1.00124,15.7,-129.15,2.47353,0.2,0.000958472
99.9411333633,0.959137,100,99.9548566622,1.05905,5.23174652574,5.23174652574,0.01,-106.70173446,-106.688,0.0095559,-106.70173446,100,1.00371,4.56369e-08,0.0105514,1,-106.70173446,1.00059,16.46,-129.649,2.26666,0.2,0.000459763
99.8039995327,0.909311,100,99.8293310225,1.13782,5.6338677284,5.6338677284,0.01,-106.751723235,-106.708,0.00903166,-106.751723235,100,1.0068,1.72664e-07,0.0113013,1,-106.751723235,1.00196,16.43,-129.616,2.32327,0.2,0.00175021
99.795747615,0.909297,100,99.7971515573,1.17317,7.15959401316,7.15959401316,0.01,-106.794004687,-106.748,0.00904331,-106.794004687,100,1.00549,2.05344e-07,0.0116676,1,-106.794004687,1.00205,18.35,-129.552,2.77113,0.2,0.00207605
100.0,,100,1.39461557361,7.53276e-06,5.27597049161,5.27597049161,0.01,-107.04673097,-104.25,,-107.04673097,100,9.08189e-08,0.00714186,0.829426,1,-107.04673097,1.0,16.27,-126.927,2.93946,0.2,5.89065e-13
98.7829196598,0.660785,100,98.8099910258,1.21019,100.108376395,100.108376395,0.01,-105.329134791,-104.98,0.00658537,-105.329134791,100,1.00341,1.21652e-06,0.0120608,1,-105.329134791,1.01232,49.58,-135.58,10.7948,0.2,0.0122484
98.2844813163,0.62453,100,98.4358919204,1.46849,87.2979571577,87.2979571577,0.01,-104.668787566,-104.192,0.00630671,-104.668787566,100,0.990263,1.60499e-06,0.0148293,1,-104.668787566,1.01745,40.76,-132.379,10.8608,0.2,0.0157389
97.8977891851,0.286492,100,97.1184874812,1.32802,107.966838747,107.966838747,0.01,-106.923376728,-106.46,0.00295306,-106.923376728,100,0.970154,2.99699e-06,0.0136887,1,-106.923376728,1.02147,56.19,-131.712,12.9084,0.2,0.0282076
98.2921051195,0.551141,100,97.9611814718,1.30739,144.10752764,144.10752764,0.01,-105.93075007,-105.361,0.00559827,-105.93075007,100,0.984485,2.10228e-06,0.0132799,1,-105.93075007,1.01738,51.03,-137.728,11.2934,0.2,0.0203756
46.9406148014,0.0403424,100,22.0837481271,24.4809,237.061427485,237.061427485,0.01,-105.757024296,-83.2329,0.000307557,-105.757024296,100,1.3117,0.000356386,0.186634,1,-105.757024296,2.13035,57.98,-124.883,192.311,0.2,6.13185
98.2486698799,0.490704,100,97.9755800776,1.20548,78.4919389424,78.4919389424,0.01,-106.721915293,-106.246,0.00497227,-106.721915293,100,0.986881,2.08708e-06,0.0122151,1,-106.721915293,1.01783,52.89,-134.58,8.42433,0.2,0.0203268
97.7257574566,0.178195,100,95.5955396205,1.18305,901.914803092,901.914803092,0.01,-108.745392728,-105.728,0.001874,-108.745392728,100,0.950883,4.65392e-06,0.0124416,1,-108.745392728,1.02327,70.68,-179.726,12.4847,0.2,0.0420798
99.3944110455,0.805812,100,99.381264655,1.11192,70.3753233594,70.3753233594,0.01,-105.799047142,-105.637,0.00808856,-105.799047142,100,0.996236,6.28915e-07,0.0111612,1,-105.799047142,1.00609,50.01,-133.425,8.53403,0.2,0.0062419
96.8364995889,0.483461,100,96.1526214084,1.71755,110.922097394,110.922097394,0.01,-105.139858919,-104.351,0.00474045,-105.139858919,100,1.01986,4.04175e-06,0.016841,1,-105.139858919,1.03267,52.82,-131.75,14.757,0.2,0.0420391
98.7024068675,0.598384,100,98.5054779403,1.17541,150.902746645,150.902746645,0.01,-105.233212331,-104.81,0.00596641,-105.233212331,100,1.00292,1.53255e-06,0.0117198,1,-105.233212331,1.01315,58.8,-137.265,12.2481,0.2,0.0154151
98.7554861654,0.643599,100,98.9380656059,1.25069,225.874894194,225.874894194,0.01,-105.383897472,-104.993,0.00640657,-105.383897472,100,1.00459,1.08419e-06,0.0124498,1,-105.383897472,1.0126,74.66,-137.684,16.1142,0.2,0.0109417
96.7105241162,0.526537,100,96.4347103832,1.74646,273.444443415,273.444443415,0.01,-104.831432835,-103.979,0.00526838,-104.831432835,100,0.999429,3.73447e-06,0.0174745,1,-104.831432835,1.03401,57.85,-132.781,22.8271,0.2,0.0373021
90.1747207452,0.519341,100,93.0148156213,1.69898,757.933867835,757.933867835,0.01,-101.426916397,-98.9547,0.00503608,-101.426916397,100,1.03124,7.58563e-06,0.0164751,1,-101.426916397,1.10896,73.23,-128.355,39.8147,0.2,0.08067
97.2902771169,0.638355,100,97.628912585,1.34223,553.29780456,553.29780456,0.01,-102.136499966,-101.363,0.00622373,-102.136499966,100,1.02568,2.45324e-06,0.0130863,1,-102.136499966,1.02785,96.7,-133.918,24.9042,0.2,0.0258085
96.6954522657,0.482207,100,96.685871261,1.28896,514.22609532,514.22609532,0.01,-101.59498639,-100.632,0.00493798,-101.59498639,100,0.976528,3.46237e-06,0.0131995,1,-101.59498639,1.03417,83.27,-133.055,28.1197,0.2,0.0330173
65.9439198146,0.000592914,100,63.3374170903,3.336,984.092237324,984.092237324,0.01,-99.075617255,-88.4163,5.91201e-06,-99.075617255,100,1.0029,5.84693e-05,0.0332637,1,-99.075617255,1.51644,97.5,-126.9,68.8474,0.2,0.588085
94.1487345668,0.40174,100,95.4515290471,1.62151,566.845814237,566.845814237,0.01,-100.241423361,-98.3197,0.00409762,-100.241423361,100,0.980422,4.81333e-06,0.0165389,1,-100.241423361,1.06215,97.55,-135.119,31.8812,0.2,0.046267
92.0203373462,0.212328,100,91.0774673068,1.56047,1288.73006621,1288.73006621,0.01,-98.7436374298,-95.7531,0.00209397,-98.7436374298,100,1.014,9.89558e-06,0.0153893,1,-98.7436374298,1.08672,108.51,-135.282,43.9856,0.2,0.101745
96.8473217041,0.510912,100,97.3238973424,1.46125,739.576401936,739.576401936,0.01,-97.9895981088,-97.086,0.00517481,-97.9895981088,100,0.987306,2.77747e-06,0.0148004,1,-97.9895981088,1.03255,86.44,-128.884,31.2286,0.2,0.027074
37.4829042445,6.92774e-08,100,38.7550235511,6.65427,1818.00654452,1818.00654452,0.01,-92.9124176736,-63.0469,6.38531e-10,-92.9124176736,100,1.08495,0.000159627,0.0613325,1,-92.9124176736,2.66788,109.47,-115.715,138.789,0.2,1.879
11.4847054198,9.88346e-30,100,6.37607732757,19.3841,1928.11071493,1928.11071493,0.01,-85.4111398079,4.77371,1.60862e-31,-85.4111398079,100,0.614408,0.00148319,0.315493,1,-85.4111398079,8.70723,179.8,-79.0417,265.82,0.2,5.59901
18.3341457939,2.74918e-16,100,11.6808815341,14.329,7066.76440094,7066.76440094,0.01,-40.536655085,36.544,3.3089e-18,-40.536655085,100,0.830845,0.000763737,0.172464,1,-40.536655085,5.4543,260.27,-34.0239,114.142,0.2,5.27211
25.8634714871,0.000111913,100,22.6073468386,15.0878,6957.39459878,6957.39459878,0.01,-33.7259929837,20.1005,9.54534e-07,-33.7259929837,100,1.17243,0.000345792,0.128688,1,-33.7259929837,3.86646,288.14,-30.9201,127.259,0.2,4.75327
nan,0.0662788,100,3.30101716297,8935.52,8035.6412656,6957.39459878,0.01,-37.4198621132,-20.2034,3.75726e-06,-33.7259929837,200,176.402,0.00295896,0.506543,,-33.7259929837,nan,288.14,-inf,221.696,0.2,920760.0
62.4368540686,1.0774e-06,100,33.3209552095,28.4792,7587.14815346,7587.14815346,0.005,-18.0624358668,10.3486,5.23015e-09,-18.0624358668,200,1.02999,0.000125684,0.13825,1,-18.0624358668,3.20324,316.03,-23.5958,151.272,0.2,5.33341
200.0,1.0,100,100.0,1.0,7219.20012224,7219.20012224,0.01,-43.6011986971,-43.6012,0.01,-43.6011986971,200,1.0,3.50449e-18,0.01,2,-43.6011986971,1.0,248.67,-73.1904,84.54,0.2,
nan,0.0351134,100,1.18275154975,928162.0,7620.45440925,7587.14815346,0.005,-34.267577619,69.8338,3.47521e-08,-18.0624358668,300,5051.99,0.00422355,0.918611,,-18.0624358668,nan,316.03,-inf,170.155,0.2,4.31184e+09
41.7085296214,2.31325e-22,100,29.8262767041,27.2216,7618.64793352,7618.64793352,0.00333333,-31.8433134245,20.6098,8.65423e-25,-31.8433134245,300,0.89099,0.000100984,0.10184,1,-31.8433134245,7.19277,284.99,-22.4696,176.382,0.2,7.21507
300.0,1.0,100,100.0,1.0,7418.51142869,7418.51142869,0.01,-38.8335418614,-38.8335,0.01,-38.8335418614,300,1.0,3.50449e-18,0.01,2,-38.8335418614,1.0,253.25,-64.0599,85.699,0.2,
300.0,1.0,100,200.000000102,1.0,7956.16751484,7956.16751484,0.005,-31.1927021958,-35.0131,0.005,-31.1927021958,300,1.0,2.1793e-19,0.005,2,-31.1927021958,1.0,267.63,-52.8508,87.3216,0.2,
nan,0.0367356,100,,4.32292e+21,7735.36103826,7618.64793352,0.00333333,-26.3822136092,-102.689,8.49786e-24,-31.8433134245,400,1.44097e+19,0.00333333,1.0,,-31.8433134245,nan,284.99,-inf,1.262e-06,0.2,inf
111.998116945,3.84593e-09,100,120.067804747,12.057,7575.449589,7575.449589,0.0025,-37.5333393416,-6.39616,9.84553e-12,-37.5333393416,400,0.976566,1.46081e-05,0.0308658,1,-37.5333393416,3.57149,274.82,-32.6853,152.286,0.2,2.22904
400.0,1.0,100,100.0,1.0,7926.62517678,7926.62517678,0.01,-30.7749273191,-30.7749,0.01,-30.7749273191,400,1.0,3.50449e-18,0.01,2,-30.7749273191,1.0,275.94,-59.0542,88.5853,0.2,
400.0,1.0,100,200.000000102,1.0,7827.23165473,7827.23165473,0.005,-36.592006455,-33.6835,0.005,-36.592006455,400,1.0,2.1793e-19,0.005,2,-36.592006455,1.0,258.81,-53.6799,88.3551,0.2,
400.0,1.0,100,299.999969474,1.0,7692.6200186,7692.6200186,0.00333333,-34.443789042,-33.9369,0.00333333,-34.443789042,400,1.0,5.43914e-20,0.00333333,2,-34.443789042,1.0,269.29,-50.264,87.9949,0.2,
155.178953428,0.0312209,100,47.2232711828,58.1895,7693.62875377,7693.62875377,0.0025,-20.6195745798,-12.952,7.18441e-05,-20.6195745798,400,1.08641,4.6807e-05,0.133903,1,-20.6195745798,2.57767,303.75,-35.6534,217.705,0.2,8.83936
400.0,1.0,100,100.0,1.0,8137.34917609,8137.34917609,0.01,-26.1711332646,-26.1711,0.01,-26.1711332646,400,1.0,3.50449e-18,0.01,2,-26.1711332646,1.0,284.73,-52.0165,89.7551,0.2,
