MinNormIw,eRenyi2,VarJ,MinVanillaIw,MaxNormIw,AvgDiscRet,VanillaAvgRet,ESSClassic,VarVanillaIw,ESSRenyi,VarRet,AvgNormIw,AvgEpLen,BatchSize,MaxVanillaIw,AvgRet,Bound,VarDiscRet,VarNormIw,AvgVanillaIw,J
4.83182e-08,1.42837,8.0814,2.45822e-05,0.00369506,-8.11692565411,-8.11692565411,357.482020346,0.413586,350.049590937,49.3555824551,0.002,200.0,500,1.87989,-8.11692565411,-8.75326,49.3555824551,1.59788e-06,1.01751,-7.70391
0.000889627,1.25734,7.51327,0.462906,0.00933666,-7.66020045617,-7.66020045617,394.754117807,0.28932,397.663568769,48.9068635506,0.002,200.0,500,4.85822,-7.66020045617,-8.43458,48.9068635506,1.06858e-06,1.04068,-7.45531
4.34742e-06,1.46235,8.30845,0.0021856,0.0040851,-7.81004747909,-7.81004747909,342.272988047,0.466813,341.916215893,47.77268697,0.002,200.0,500,2.05373,-7.81004747909,-8.53572,47.77268697,1.84698e-06,1.00547,-7.47667
,4.86729,14.149,,0.0149481,-7.90469127601,-7.90469127601,99.1458006001,3.38337,102.72653797,47.6573067184,0.002,200.0,500,6.83029,-7.90469127601,-8.37594,47.6573067184,1.62047e-05,0.913868,-6.46199
0.00171477,1.04916,7.06783,0.860842,0.00580675,-7.77906967671,-7.77906967671,478.731438711,0.0448757,476.573193962,48.9898615823,0.002,200.0,500,2.91508,-7.77906967671,-8.63281,48.9898615823,1.78064e-07,1.00403,-7.73424
0.000155608,1.38005,8.07415,0.0775325,0.0078949,-7.80516313469,-7.80516313469,370.387357375,0.348196,362.305164954,50.6066652365,0.002,200.0,500,3.93367,-7.80516313469,-8.538,50.6066652365,1.40256e-06,0.996509,-7.50922
0.00189854,1.00714,6.94797,0.94539,0.00318095,-7.64999025207,-7.64999025207,497.336102991,0.00532324,496.454466506,48.142816124,0.002,200.0,500,1.58398,-7.64999025207,-8.52387,48.142816124,2.1468e-08,0.995915,-7.64405
,8.21815,14.6449,,0.019979,-7.91511693089,-7.91511693089,68.8474790758,8.45751,60.8409566139,47.7605386261,0.002,200.0,500,11.5973,-7.91511693089,-8.26217,47.7605386261,2.50999e-05,1.16095,-5.76
0.00153202,1.26458,7.11735,0.787594,0.00843297,-7.53406038648,-7.53406038648,406.649321065,0.243166,395.387741304,47.6699544248,0.002,200.0,500,4.3353,-7.53406038648,-8.24533,47.6699544248,9.20083e-07,1.02818,-7.26765
1.55209e-08,1.33449,8.40132,7.92041e-06,0.00337152,-7.50467687539,-7.50467687539,348.844319764,0.452254,374.674182595,50.0937952316,0.002,200.0,500,1.7205,-7.50467687539,-8.33106,50.0937952316,1.73669e-06,1.02061,-7.32316
0.000860085,1.06709,7.31915,0.410344,0.00259776,-7.62589654409,-7.62589654409,427.222870623,0.155411,468.564756341,47.2288029955,0.002,200.0,500,1.23938,-7.62589654409,-8.47406,47.2288029955,6.82762e-07,0.954193,-7.56817
0.000804305,1.0326,7.27344,0.40314,0.00230267,-7.45853590252,-7.45853590252,458.515729188,0.091102,484.213800109,47.5984065865,0.002,200.0,500,1.15416,-7.45853590252,-8.30342,47.5984065865,3.62626e-07,1.00245,-7.42115
0.00122916,1.26553,8.61364,0.787409,0.0061079,-7.31534917672,-7.31534917672,279.074907392,1.30208,395.092206462,49.117186725,0.002,200.0,500,3.91277,-7.31534917672,-7.89973,49.117186725,3.17288e-06,1.28122,-6.91531
0.000774005,1.04805,7.65647,0.390777,0.00236621,-8.02133945612,-8.02133945612,449.542482075,0.114671,477.077865317,52.8705570615,0.002,200.0,500,1.19464,-8.02133945612,-8.87173,52.8705570615,4.49867e-07,1.00975,-7.97347
0.000245005,1.08059,7.10561,0.130054,0.00239048,-7.3319829323,-7.3319829323,426.868610149,0.193481,462.710284044,45.8603680781,0.002,200.0,500,1.26892,-7.3319829323,-8.08948,45.8603680781,6.86656e-07,1.06165,-7.18025
0.00195274,1.00101,7.18671,0.978252,0.00252909,-8.09085978528,-8.09085978528,496.893839931,0.00628804,499.494825113,51.0871520724,0.002,200.0,500,1.26698,-8.09085978528,-8.96264,51.0871520724,2.50554e-08,1.00193,-8.0899
0.00124814,1.21333,10.313,0.799022,0.00999069,-7.9662626199,-7.9662626199,199.842733074,2.46706,412.089722152,49.1006219445,0.002,200.0,500,6.39573,-7.9662626199,-8.69922,49.1006219445,6.01991e-06,1.28034,-7.7384
0.000482683,1.04809,7.43722,0.24861,0.00231963,-8.48367887366,-8.48367887366,445.933155681,0.128915,477.059633023,50.1607775761,0.002,200.0,500,1.19474,-8.48367887366,-9.31773,50.1607775761,4.85949e-07,1.03012,-8.41977
0.000179654,1.05742,7.06796,0.0974694,0.00224354,-7.46198022073,-7.46198022073,450.1134458,0.130753,472.849056304,45.8317862701,0.002,200.0,500,1.21721,-7.46198022073,-8.20523,45.8317862701,4.44212e-07,1.08508,-7.31788
0.000236222,1.0247,6.86957,0.129326,0.00206587,-7.70964190779,-7.70964190779,485.887960771,0.0348908,487.946364691,46.4114829186,0.002,200.0,500,1.13101,-7.70964190779,-8.53051,46.4114829186,1.16408e-07,1.09495,-7.64683
0.00195192,1.00207,7.17661,0.969365,0.00355469,-7.98787124807,-7.98787124807,490.827041617,0.0184739,498.969181072,50.6724960098,0.002,200.0,500,1.76534,-7.98787124807,-8.85972,50.6724960098,7.49042e-08,0.993244,-7.9863
0.000188528,1.02135,6.89284,0.103313,0.00204454,-8.33248326478,-8.33248326478,490.112984186,0.0242802,489.549791565,47.0216896317,0.002,200.0,500,1.12041,-8.33248326478,-9.15718,47.0216896317,8.08526e-08,1.096,-8.27122
0.001447,1.00037,7.16305,0.729878,0.00201014,-7.93802354442,-7.93802354442,499.300363657,0.00142902,499.814996056,51.3425079026,0.002,200.0,500,1.01393,-7.93802354442,-8.81467,51.3425079026,5.61664e-09,1.00881,-7.93763
0.000597049,1.00427,7.07802,0.309316,0.00202572,-7.48318518996,-7.48318518996,495.530439624,0.00970288,497.875930809,49.5820787813,0.002,200.0,500,1.04947,-7.48318518996,-8.34611,49.5820787813,3.61506e-08,1.03615,-7.47075
0.000383249,1.82817,40.9825,0.737784,0.162058,-7.45825879392,-7.45825879392,7.61109004813,960.922,273.498084967,47.7544602518,0.002,200.0,500,311.975,-7.45825879392,-6.4277,47.7544602518,0.000259293,3.85016,-5.24612
0.000469451,1.01512,6.93158,0.245126,0.00210465,-7.29635790084,-7.29635790084,480.748993754,0.043759,492.5506237,46.5805337304,0.002,200.0,500,1.09896,-7.29635790084,-8.1539,46.5805337304,1.60497e-07,1.04431,-7.27118
0.000898694,1.66217,15.5712,0.745609,0.0432566,-7.92660194967,-7.92660194967,40.4562371379,31.3378,300.812335252,47.2831475542,0.002,200.0,500,35.8882,-7.92660194967,-8.04277,47.2831475542,4.55272e-05,1.65932,-6.92761
0.000310341,1.04434,6.93213,0.16622,0.00221311,-7.62522955922,-7.62522955922,458.706915798,0.103505,478.773351494,45.0449360779,0.002,200.0,500,1.18535,-7.62522955922,-8.42834,45.0449360779,3.60805e-07,1.07121,-7.53865
9.18624e-05,1.05426,6.98946,0.0514149,0.00216143,-7.58508051184,-7.58508051184,464.250236493,0.0966841,474.265337765,46.2152369818,0.002,200.0,500,1.20974,-7.58508051184,-8.25373,46.2152369818,3.0864e-07,1.11939,-7.35817
0.000898635,1.00285,6.80854,0.461041,0.00202708,-7.96819306522,-7.96819306522,496.299312398,0.00786693,498.577244035,46.5556708874,0.002,200.0,500,1.03999,-7.96819306522,-8.8441,46.5556708874,2.98877e-08,1.02609,-7.9658
0.000823223,1.92424,27.243,0.73435,0.118501,-7.61412661827,-7.61412661827,14.174788713,109.311,259.843234322,48.9281841504,0.002,200.0,500,105.708,-7.61412661827,-7.35688,48.9281841504,0.00013737,1.78409,-6.14262
0.00125292,1.00321,7.13873,0.628757,0.00207751,-8.05931616523,-8.05931616523,492.864950042,0.0146124,498.398502869,50.5317429768,0.002,200.0,500,1.04256,-8.05931616523,-8.93391,50.5317429768,5.80233e-08,1.00367,-8.05517
0.000348184,1.0262,6.95738,0.18209,0.00217138,-7.79397350355,-7.79397350355,466.952857448,0.0775794,487.235845599,46.2556194882,0.002,200.0,500,1.13557,-7.79397350355,-8.63069,46.2556194882,2.83656e-07,1.04594,-7.75363
0.000158029,1.03042,7.00664,0.0860079,0.00210927,-7.53599947837,-7.53599947837,476.046404294,0.0597382,485.240008644,47.8394937181,0.002,200.0,500,1.14798,-7.53599947837,-8.33025,47.8394937181,2.01674e-07,1.08851,-7.44218
0.000938248,1.21097,25.2218,0.799621,0.0451779,-7.41404238736,-7.41404238736,40.1249937772,33.3647,412.893795741,46.2144718014,0.002,200.0,500,38.5028,-7.41404238736,-8.18258,46.2144718014,4.59361e-05,1.7045,-7.21755
0.000227937,1.03138,7.18169,0.124126,0.00211311,-8.07614316467,-8.07614316467,476.14055587,0.0595589,484.786728949,49.4933574012,0.002,200.0,500,1.15072,-8.07614316467,-8.88542,49.4933574012,2.0084e-07,1.08913,-8.00138
0.000841949,1.2889,20.3035,0.783041,0.0284146,-7.47488808596,-7.47488808596,57.8211036692,26.5118,387.928151369,44.2910354517,0.002,200.0,500,26.4265,-7.47488808596,-8.1154,44.2910354517,3.06508e-05,1.86007,-7.12786
0.000358895,1.03095,6.93947,0.191489,0.00215441,-7.51777467625,-7.51777467625,470.210883845,0.072285,484.990213019,45.5466259537,0.002,200.0,500,1.14949,-7.51777467625,-8.35359,45.5466259537,2.53918e-07,1.0671,-7.46339
0.000999261,1.38133,14.8992,0.769262,0.0202442,-7.76108558205,-7.76108558205,89.8564124484,10.8419,361.971075308,45.7799279696,0.002,200.0,500,15.5846,-7.76108558205,-8.16718,45.7799279696,1.82943e-05,1.53966,-7.13745
0.00163049,1.00131,7.20287,0.811326,0.00206317,-8.25260108711,-8.25260108711,497.098907478,0.0057914,499.34431581,51.7301716461,0.002,200.0,500,1.02663,-8.25260108711,-9.12989,51.7301716461,2.33898e-08,0.995195,-8.25139
0.00194566,1.00114,6.66572,0.976975,0.00239849,-7.61874207188,-7.61874207188,497.307706864,0.00547056,499.431958161,44.783579648,0.002,200.0,500,1.20435,-7.61874207188,-8.49167,44.783579648,2.1697e-08,1.00426,-7.61767
0.000130934,1.08829,7.07131,0.073667,0.00228424,-7.4326229959,-7.4326229959,441.378741439,0.168506,459.437027787,45.3282342443,0.002,200.0,500,1.28517,-7.4326229959,-8.0935,45.3282342443,5.3232e-07,1.12526,-7.17859
0.00186138,1.01867,7.2468,0.916464,0.00593831,-7.77963911785,-7.77963911785,439.955757476,0.132602,490.834384892,48.2519934215,0.002,200.0,500,2.92376,-7.77963911785,-8.65295,48.2519934215,5.47006e-07,0.984712,-7.76701
0.00131816,1.22776,11.1981,0.795514,0.0123156,-7.0808505624,-7.0808505624,181.263508125,2.56692,407.246797557,43.6316846773,0.002,200.0,500,7.43255,-7.0808505624,-7.8006,43.6316846773,7.04775e-06,1.20701,-6.84755
0.00103631,1.01341,7.12793,0.518486,0.00218356,-7.55846494157,-7.55846494157,478.824956495,0.0443682,493.385595008,48.457791563,0.002,200.0,500,1.09247,-7.55846494157,-8.42866,48.457791563,1.77248e-07,1.00064,-7.54543
0.000664116,1.02154,7.50796,0.344399,0.00216174,-7.85519306449,-7.85519306449,474.375423724,0.058224,489.456386867,53.6299591127,0.002,200.0,500,1.12104,-7.85519306449,-8.71577,53.6299591127,2.16504e-07,1.03717,-7.82943
0.000252834,1.03886,7.11503,0.136811,0.00216439,-7.42445832782,-7.42445832782,466.502279937,0.0842685,481.296767834,47.8868613929,0.002,200.0,500,1.17118,-7.42445832782,-8.23476,47.8868613929,2.878e-07,1.08222,-7.34055
0.000989367,1.18685,13.6284,0.806191,0.0158516,-7.82448889617,-7.82448889617,111.117825309,9.31375,421.283203529,50.1444025127,0.002,200.0,500,12.9168,-7.82448889617,-8.44393,50.1444025127,1.4027e-05,1.62971,-7.50408
0.000176805,1.05899,7.30012,0.097601,0.00221162,-7.79183466843,-7.79183466843,456.014381595,0.11781,472.147883019,49.4594376969,0.002,200.0,500,1.22088,-7.79183466843,-8.50356,49.4594376969,3.866e-07,1.10405,-7.60014
0.000943712,1.32649,14.6209,0.776847,0.019806,-7.8211171306,-7.8211171306,87.6875112506,12.7706,376.93490912,47.0945505033,0.002,200.0,500,16.304,-7.8211171306,-8.36508,47.0945505033,1.8846e-05,1.64637,-7.35915
0.000553303,1.02767,7.05264,0.28461,0.00221617,-7.30505396422,-7.30505396422,463.742774309,0.0829132,486.539357416,46.5862603746,0.002,200.0,500,1.13996,-7.30505396422,-8.15071,46.5862603746,3.13364e-07,1.02877,-7.26788
0.00119904,1.23918,12.1023,0.79291,0.0112111,-8.22375793802,-8.22375793802,175.782067168,3.23276,403.493768041,49.234112552,0.002,200.0,500,7.41375,-8.22375793802,-8.91414,49.234112552,7.39251e-06,1.32258,-7.94176
0.000160799,1.09842,7.67137,0.0903427,0.00232456,-7.82296661358,-7.82296661358,435.071948295,0.188807,455.201351223,52.9765792435,0.002,200.0,500,1.30602,-7.82296661358,-8.49897,52.9765792435,5.98136e-07,1.12367,-7.58147
