MinNormIw,eRenyi2,VarJ,MinVanillaIw,MaxNormIw,AvgDiscRet,VanillaAvgRet,ESSClassic,VarVanillaIw,ESSRenyi,VarRet,AvgNormIw,AvgEpLen,BatchSize,MaxVanillaIw,AvgRet,Bound,VarDiscRet,VarNormIw,AvgVanillaIw,J
5.13954e-22,2.76181,185.25,4.4125e-20,0.0451319,-2285.10696405,-2285.10696405,34.3048700512,1.42582,36.2081661539,5129759.25228,0.01,200.0,100,3.87475,-2285.10696405,-874.928,5129759.25228,0.000193438,0.85854,-69.678
0.000255999,1.11765,50.2715,0.0244992,0.0140599,-102.103503947,-102.103503947,86.3127581347,0.146701,89.4736943152,259628.320764,0.01,200.0,100,1.34553,-102.103503947,-298.776,259628.320764,1.60179e-05,0.957003,-17.3955
5.6329e-07,1.57524,9.48864,5.59039e-05,0.0213596,-8.90921765826,-8.90921765826,61.3861592246,0.62583,63.4823172787,69.1975684418,0.01,200.0,100,2.11984,-8.90921765826,-10.7292,69.1975684418,6.35385e-05,0.992452,-7.73155
1.7016e-30,3.68041,11.0514,3.51603e-28,0.0251344,-8.79195129371,-8.79195129371,53.2619516978,2.95552,54.3417906603,51.9764821698,0.005,200.0,200,5.19355,-8.79195129371,-9.57753,51.9764821698,6.92217e-05,1.03316,-6.39619
0.00365149,1.22676,7.56579,0.711329,0.0213089,-8.43835165099,-8.43835165099,170.97977457,0.161835,163.031735147,50.5831441132,0.005,200.0,200,4.15109,-8.43835165099,-9.70595,50.5831441132,4.26455e-06,0.974024,-8.12818
9.2336e-09,1.62851,8.48102,1.79291e-06,0.0112262,-8.2356438764,-8.2356438764,118.446385074,0.652247,122.81146125,52.819364995,0.005,200.0,200,2.17982,-8.2356438764,-9.32058,52.819364995,1.72997e-05,0.970861,-7.45519
0.00392725,1.13624,7.13172,0.796657,0.025907,-7.54778664242,-7.54778664242,171.236155461,0.173673,176.019593245,44.6547845491,0.005,200.0,200,5.25532,-7.54778664242,-8.87644,44.6547845491,4.22054e-06,1.01427,-7.41038
3.1469e-05,1.26731,7.38107,0.00667982,0.00788932,-7.27827528558,-7.27827528558,160.272937721,0.280612,157.814461985,47.5428515493,0.005,200.0,200,1.67464,-7.27827528558,-8.49226,47.5428515493,6.22792e-06,1.06133,-6.92892
0.00280774,1.09331,7.11538,0.843747,0.0119622,-7.95131483113,-7.95131483113,275.681622842,0.0888062,274.395801102,50.7429048043,0.00333333,200.0,300,3.59472,-7.95131483113,-9.03912,50.7429048043,9.83409e-07,1.00169,-7.84391
1.39005e-31,2.59766,10.3077,3.96452e-29,0.0127106,-7.83257685839,-7.83257685839,106.240588416,1.65388,115.488764204,48.7896361865,0.00333333,200.0,300,3.62516,-7.83257685839,-8.42,48.7896361865,2.0332e-05,0.950693,-6.60757
,6.73433,11.4993,,0.0361255,-7.68646071395,-7.68646071395,42.0242885961,4.72916,44.54789185,46.3147293798,0.00333333,200.0,300,9.49648,-7.68646071395,-7.69481,46.3147293798,6.84362e-05,0.87625,-4.77359
0.00104112,1.03351,6.93622,0.311808,0.00388683,-7.60135294783,-7.60135294783,290.76624195,0.0317553,290.273932801,47.6265096365,0.00333333,200.0,300,1.16408,-7.60135294783,-8.69822,47.6265096365,3.54033e-07,0.998309,-7.56145
2.24173e-05,1.14075,7.03496,0.00905345,0.00343774,-7.64980810371,-7.64980810371,350.273492818,0.14508,350.646085885,45.071946782,0.0025,200.0,400,1.38836,-7.64980810371,-8.5968,45.071946782,8.89504e-07,1.00965,-7.54915
0.00181747,1.11971,6.8419,0.735313,0.010379,-7.25122194354,-7.25122194354,355.836104774,0.127291,357.235327579,45.6449179441,0.0025,200.0,400,4.19916,-7.25122194354,-8.18447,45.6449179441,7.77651e-07,1.01145,-7.14863
0.000862398,1.01492,6.96841,0.435086,0.0021865,-7.17238873006,-7.17238873006,494.300529254,0.0117628,492.649437323,48.8695781339,0.002,200.0,500,1.10311,-7.17238873006,-8.03936,48.8695781339,4.62143e-08,1.00902,-7.16062
7.64234e-22,2.67568,9.72638,3.67315e-19,0.00778919,-7.68490447842,-7.68490447842,180.281372137,1.64199,186.868307044,46.5665447572,0.002,200.0,500,3.74373,-7.68490447842,-7.93517,46.5665447572,7.10799e-06,0.961263,-6.51012
0.000344798,1.04862,6.85946,0.173216,0.00238274,-7.4557341214,-7.4557341214,477.090378782,0.0485724,476.818837094,47.2159129605,0.002,200.0,500,1.19701,-7.4557341214,-8.30291,47.2159129605,1.92463e-07,1.00474,-7.40802
0.00167679,1.11997,6.95554,0.830094,0.00701276,-7.69137014741,-7.69137014741,460.14552492,0.0850763,446.439831212,46.0015470886,0.002,200.0,500,3.47166,-7.69137014741,-8.51701,46.0015470886,3.47145e-07,0.990099,-7.5908
9.71459e-05,1.38802,7.99021,0.0469143,0.00558628,-7.62644237764,-7.62644237764,355.142526437,0.381267,360.2251304,48.4592380041,0.002,200.0,500,2.69776,-7.62644237764,-8.35457,48.4592380041,1.63481e-06,0.965852,-7.32179
2.03707e-10,1.68791,8.72335,1.08573e-07,0.00427923,-7.87106934764,-7.87106934764,312.082216165,0.685587,296.225001118,50.9997052207,0.002,200.0,500,2.28078,-7.87106934764,-8.4976,50.9997052207,2.41339e-06,1.06598,-7.36077
0.00146398,1.21956,7.61409,0.763346,0.0193194,-8.17012390404,-8.17012390404,353.528849531,0.451468,409.982276443,50.5316745087,0.002,200.0,500,10.0735,-8.17012390404,-8.94157,50.5316745087,1.66057e-06,1.04283,-7.97426
0.00117066,1.16492,7.70985,0.605223,0.00791286,-7.57053913113,-7.57053913113,426.488447368,0.18465,429.21416521,47.7296260361,0.002,200.0,500,4.0909,-7.57053913113,-8.38594,47.7296260361,6.90841e-07,1.03399,-7.44161
0.00154785,1.17137,7.51361,0.774667,0.00818318,-8.29572469879,-8.29572469879,441.049422712,0.134184,426.852294267,50.9633879553,0.002,200.0,500,4.0955,-8.29572469879,-9.06564,50.9633879553,5.3571e-07,1.00096,-8.12693
0.000731191,1.02336,6.94891,0.36475,0.00225922,-8.0888434617,-8.0888434617,488.731657388,0.0229958,488.585642424,46.8896904816,0.002,200.0,500,1.127,-8.0888434617,-8.95513,46.8896904816,9.24101e-08,0.997687,-8.07346
0.00162666,1.00144,6.82238,0.813477,0.00205914,-7.54919599593,-7.54919599593,499.299456179,0.00140628,499.278931111,46.5976434332,0.002,200.0,500,1.02976,-7.54919599593,-8.42147,46.5976434332,5.6231e-09,1.00018,-7.54753
1.66267e-07,4.35311,12.0878,9.62404e-05,0.0344591,-7.72022239668,-7.72022239668,107.033953822,4.93021,114.860464783,51.0657789561,0.002,200.0,500,19.9459,-7.72022239668,-7.51217,51.0657789561,1.47151e-05,1.15766,-5.7002
0.00184513,1.01194,6.86537,0.930449,0.00545667,-7.1918756346,-7.1918756346,489.848794216,0.0211212,494.099682864,45.9808604178,0.002,200.0,500,2.75166,-7.1918756346,-8.05749,45.9808604178,8.30588e-08,1.00855,-7.17762
0.000717643,1.77889,9.78154,0.341362,0.0360188,-7.52218356343,-7.52218356343,238.238825039,0.996405,281.073604585,50.7560281307,0.002,200.0,500,17.1331,-7.52218356343,-8.23063,50.7560281307,4.40374e-06,0.951342,-7.05972
0.00145861,1.09996,7.14905,0.731757,0.00821777,-7.72956598869,-7.72956598869,450.729009826,0.11027,454.562784887,48.8615948003,0.002,200.0,500,4.12269,-7.72956598869,-8.56138,48.8615948003,4.38132e-07,1.00336,-7.64151
0.000521589,1.45372,7.7466,0.257957,0.00996112,-7.80414657419,-7.80414657419,360.780227516,0.378291,343.94575924,48.5818217377,0.002,200.0,500,4.92638,-7.80414657419,-8.52787,48.5818217377,1.54663e-06,0.989121,-7.47612
0.000335905,1.03955,7.19282,0.167448,0.00235315,-7.64330998007,-7.64330998007,479.176588319,0.0432825,480.979466509,49.4100505362,0.002,200.0,500,1.17304,-7.64330998007,-8.48998,49.4100505362,1.74175e-07,0.996995,-7.59596
0.000435173,1.1686,7.46682,0.216716,0.00542544,-8.24813253161,-8.24813253161,420.281644295,0.18854,427.861278127,49.3351311002,0.002,200.0,500,2.70186,-8.24813253161,-9.0626,49.3351311002,7.60234e-07,0.995998,-8.11621
,16.1829,31.2152,,0.0680544,-7.79012703748,-7.79012703748,20.4435761314,10.622,30.8968773816,47.2088866559,0.002,200.0,500,22.8746,-7.79012703748,-7.98018,47.2088866559,9.40183e-05,0.672245,-4.47188
0.000226671,1.20184,7.56859,0.112395,0.00435666,-8.21307648329,-8.21307648329,416.930124254,0.196341,416.028328345,51.0021344602,0.002,200.0,500,2.16025,-8.21307648329,-8.94466,51.0021344602,7.98564e-07,0.991701,-7.98681
0.000801196,1.19753,7.72206,0.404065,0.00924052,-8.09248207367,-8.09248207367,414.771567095,0.209473,417.524982988,50.6473165775,0.002,200.0,500,4.66024,-8.09248207367,-8.91787,50.6473165775,8.23578e-07,1.00865,-7.9572
9.46093e-13,2.07417,9.91482,4.58743e-10,0.00603386,-8.46159241606,-8.46159241606,231.985494645,1.08868,241.060571246,50.5550480633,0.002,200.0,500,2.92571,-8.46159241606,-8.83174,50.5550480633,4.63049e-06,0.969763,-7.56949
0.00123777,1.68057,8.66533,0.611575,0.0212318,-7.94890428358,-7.94890428358,306.724574399,0.616559,297.517870704,48.9213645399,0.002,200.0,500,10.4905,-7.94890428358,-8.6067,48.9213645399,2.52556e-06,0.988185,-7.47004
0.00153818,1.03981,6.64146,0.759888,0.00415304,-7.36622544906,-7.36622544906,482.639953746,0.0351838,480.856830727,43.754003357,0.002,200.0,500,2.05168,-7.36622544906,-8.22257,43.754003357,1.44164e-07,0.988035,-7.32993
0.00164472,1.14833,7.20505,0.818792,0.00732228,-7.72796705557,-7.72796705557,452.315689917,0.10472,435.416499055,49.5350356527,0.002,200.0,500,3.64526,-7.72796705557,-8.53102,49.5350356527,4.22535e-07,0.995663,-7.59188
0.00182138,1.02383,7.14702,0.906381,0.00435831,-7.98717396968,-7.98717396968,490.084149186,0.020082,488.36315191,50.1783933814,0.002,200.0,500,2.16884,-7.98717396968,-8.85654,50.1783933814,8.10941e-08,0.995266,-7.97283
1.13789e-06,1.1118,7.21549,0.000574777,0.00263858,-7.89683149067,-7.89683149067,451.058045724,0.110964,449.722492869,47.300889666,0.002,200.0,500,1.33282,-7.89683149067,-8.68382,47.300889666,4.34889e-07,1.01026,-7.76642
0.0016149,1.13043,7.283,0.825804,0.00995387,-7.81928736995,-7.81928736995,433.784546171,0.159984,442.309570215,48.4499844902,0.002,200.0,500,5.09006,-7.81928736995,-8.6011,48.4499844902,6.11808e-07,1.02273,-7.66872
8.86415e-09,1.51431,8.3972,4.49994e-06,0.00397005,-7.60239943831,-7.60239943831,337.246220491,0.498486,330.182551581,48.4206108514,0.002,200.0,500,2.01542,-7.60239943831,-8.27679,48.4206108514,1.93425e-06,1.01531,-7.1989
