BatchSize,ESSRenyi,MaxNormIw,J,VarNormIw,MinVanillaIw,AvgDiscRet,VarJ,ESSClassic,MinNormIw,VarDiscRet,AvgRet,Bound,VarVanillaIw,MaxVanillaIw,VarRet,AvgVanillaIw,AvgNormIw,AvgEpLen,eRenyi2
100,70.47535914582124,0.03575326,167.89626,4.131689e-05,0.003588084,184.50096623515583,74.260506,70.97044718430952,3.2420798e-05,12369.93182061497,215.6018611185439,90.961426,0.506064,3.9568954,30539.976892376162,1.106723,0.009999999,22.57,1.4189357
100,63.75935552081188,0.054467764,204.80927,7.313339e-05,0.015505668,162.74718577969156,109.33018,58.00394474378022,0.00013968922,4629.778290606123,180.41839834062384,105.52142,0.90109587,6.0459857,7882.018820367838,1.1100117,0.01,19.05,1.5683973
100,57.95358398076755,0.051463407,209.55536,7.7323944e-05,0.00200166,181.12314819850627,71.41887,56.640947892724135,2.0692742e-05,4135.217146111947,202.11205605806782,127.040146,0.7235333,4.9781823,6898.878791404681,0.9673247,0.010000002,21.22,1.7255188
100,62.44045586268025,0.034099147,260.50342,6.166246e-05,0.0013138014,222.1985563354266,92.360214,62.094123844788335,1.2951916e-05,7099.8241624351085,256.3875362962484,151.33298,0.6344718,3.4589097,13454.270167066908,1.0143684,0.01,26.65,1.6015258
100,83.8150132502651,0.02953918,297.18613,1.9114595e-05,0.36808422,293.12994960197136,98.092865,84.08770093157675,0.0034202924,12787.424540619479,362.2610289095144,198.025,0.2213773,3.1789408,41202.2071570821,1.0761777,0.01,37.24,1.1931037
100,68.86900706348749,0.038233362,329.83643,5.5604232e-05,0.06082243,295.43864165365216,100.592995,64.49606048207227,0.0006210528,10190.38340002934,359.3563100172021,210.53883,0.5333083,3.7443612,22904.289731109493,0.97934395,0.010000002,36.95,1.452032
100,83.37562938422099,0.021373305,335.79965,2.0537074e-05,0.2145519,317.05724183758525,97.85117,83.10362154330554,0.0021743136,8674.873662339802,389.83916277483104,238.72455,0.1999673,2.1090257,22435.945718084335,0.9867569,0.01,40.0,1.1993912
100,97.3438700319118,0.014070257,353.63968,2.019867e-06,0.64068276,349.1183311943071,101.15172,98.03952481510419,0.006331736,9545.5645483867,440.5306672531739,266.9485,0.020680603,1.4237123,29438.066672821085,1.0118595,0.01,45.07,1.027286
100,69.49261064931035,0.02459353,357.2027,5.615971e-05,0.0075987233,328.6368267209415,93.50689,64.26811886964596,7.888804e-05,7182.955723018093,404.7364169640094,257.35754,0.5210553,2.3689196,17185.74613565197,0.96322876,0.01,41.49,1.4390019
100,92.60680749800238,0.02192824,369.03598,1.0711153e-05,0.289722,360.6489982973311,100.47298,90.41259248829527,0.0030051803,8993.096453053822,457.5194764154032,280.8925,0.09955385,2.1140473,26974.112840952308,0.96407527,0.010000002,46.77,1.0798342
