EpThisIter,EpisodesSoFar,EpLenMean,J_sample_variance,MeanIWNorm,ReturnStepMax,MaxIW,EpRewMean,MinIW,StdIW,Bound,Weights,InitialReturnMin,ReturnMeanIW,MinIWNorm,TimestepsSoFar,ESSRenyi,MaxIWNorm,EmpiricalD2,InitialReturnStd,MeanIW,InitialReturnMax,ESSClassic,Iteration,EntropyCoefficient,InitialReturnMean,MeanEntropy,StdIWNorm,ReturnStepMaxmin,InitialBound,TimeElapsed
100,100,35.09,20371.041,0.013027755,100.0,63.16236,-108.1894935537418,0.00018003793,6.5012727,15.732901,[-0.822 -0.493 -0.474 -0.749  0.   ],-16.371025,15.101407,1.8003792e-06,3509,3.5531461,0.6316236,28.144072,10.794412,1.3027754,33.495453,3.8605053,1,5.0,-4.119873e-06,1.3109431,0.06501273,92.833694,5.9782066,10.093814373016357
100,200,33.71,300.06046,0.008995557,100.0,3.9055696,-106.1545073040503,0.029887643,0.6561053,7.072398,[-0.864 -0.525 -0.496 -0.827 -0.108],-16.854515,2.6015155,0.00029887643,6880,54.02167,0.039055694,1.8511089,14.239461,0.89955574,47.14136,65.27524,2,5.0,7.6293944e-08,1.3217658,0.0065610525,92.701904,4.983337,23.624590396881104
100,300,35.89,671.0263,0.010551291,100.0,9.811391,-105.48007955525158,0.074589744,1.410438,9.49033,[-0.832 -0.535 -0.456 -0.837 -0.097],-18.261002,5.3895397,0.0007458974,10469,23.6568,0.09811391,4.2271147,13.81249,1.055129,38.79618,35.882347,3,5.0,6.8664554e-07,1.3519231,0.01410438,93.12204,5.3156238,37.43340444564819
100,400,38.9,321172.62,0.027889412,100.0,174.83684,-105.63488366179212,0.0005095038,17.454462,36.36267,[-0.843 -0.555 -0.421 -0.841 -0.067],-19.73935,51.605488,5.095038e-06,14359,0.64994234,1.7483684,153.8598,13.68925,2.7889414,52.47785,2.489528,4,5.0,4.7683716e-06,1.2910137,0.17454463,93.56891,5.0103583,48.84587550163269
100,500,39.6,244719060.0,1.2796655,100.0,12750.858,-106.81380167162759,1.07857e-11,1268.6493,1085.2354,[-0.866 -0.576 -0.454 -0.764 -0.128],-17.614876,1559.686,1.07856995e-13,18319,0.0005031673,127.50858,198741.06,12.39502,127.96656,32.30312,1.0071948,5,5.0,-1.9073487e-07,1.1155882,12.686495,93.60537,5.378298,64.86382508277893
100,600,41.98,1055.3309,0.007262105,100.0,9.88426,-105.372607045899,0.0071172267,1.3180174,7.0149827,[-0.779 -0.644 -0.388 -0.902 -0.303],-20.452087,4.302508,7.117227e-05,22517,17.842428,0.0988426,5.6046185,13.451609,0.72621053,33.296974,23.288574,6,5.0,3.967285e-06,1.0680116,0.013180175,93.9799,4.4680457,83.76806902885437
100,700,41.28,6344.38,0.018618394,100.0,67.43991,-105.14493662826789,0.016224079,7.1260014,10.740138,[-0.797 -0.646 -0.352 -0.9   -0.351],-20.07785,8.783037,0.00016224079,26645,5.1125293,0.6743991,19.55979,12.859883,1.8618393,25.50959,6.390191,7,5.0,-2.5558472e-06,1.1435525,0.07126001,93.90577,4.489736,99.42562747001648
100,800,44.84,79662.195,0.023875076,100.0,74.245476,-103.62439032280209,0.0040851543,9.236257,39.701416,[-0.761 -0.684 -0.315 -0.923 -0.275],-22.882294,41.22207,4.085154e-05,31129,4.17345,0.74245477,23.96099,13.538599,2.3875077,43.898308,6.263354,8,5.0,4.15802e-06,1.1284163,0.09236257,94.37804,4.25449,114.87940001487732
100,900,44.57,2206.509,0.014957336,100.0,35.94465,-103.31663853470413,0.010325486,4.128018,9.041668,[-0.64  -0.75  -0.285 -0.972 -0.291],-23.484833,5.124778,0.00010325485,35586,18.002748,0.35944647,5.5547075,12.597587,1.4957336,22.275562,11.605185,9,5.0,-5.340576e-06,1.1523784,0.04128018,94.363846,4.859248,131.91146302223206
100,1000,47.79,4310.457,0.012756366,100.0,16.540909,-100.84605048208759,0.0044077653,2.1367621,9.747852,[-0.656 -0.795 -0.272 -1.005 -0.266],-26.44114,6.7195,4.4077653e-05,40365,30.68016,0.16540909,3.2594354,15.04953,1.2756368,43.675026,26.275621,10,5.0,-5.531311e-06,1.1313405,0.021367623,94.77962,4.3060527,148.31204533576965
100,1100,47.66,1911.6443,0.00929887,100.0,11.570278,-101.33337464300831,0.056542043,1.4945467,8.3950405,[-0.616 -0.79  -0.23  -0.998 -0.288],-26.910477,5.0536733,0.0005654204,45131,24.908073,0.11570278,4.0147624,13.705746,0.929887,35.398247,27.907991,11,5.0,1.411438e-06,1.1411203,0.014945466,94.74765,4.4767623,165.9759500026703
100,1200,47.38,339.3955,0.009881323,100.0,4.2795534,-100.1682012101417,0.046569936,0.8611511,5.383809,[-0.651 -0.808 -0.235 -0.98  -0.278],-25.65818,2.0786986,0.00046569936,49869,47.72375,0.04279553,2.0953927,14.309028,0.9881324,49.83562,56.834293,12,5.0,7.6293945e-06,1.1419514,0.008611511,94.77171,4.044422,183.75844264030457
100,1300,49.32,834.565,0.014462994,100.0,11.489077,-100.69204450606057,0.028670793,1.95972,6.370349,[-0.673 -0.825 -0.221 -1.007 -0.277],-25.637863,3.9306054,0.00028670792,54801,27.370794,0.11489076,3.6535294,11.50261,1.4462994,49.071255,35.260986,13,5.0,-8.69751e-06,1.1132542,0.0195972,94.91678,4.07404,201.6627197265625
100,1400,53.12,1235.105,0.010945593,100.0,6.0047703,-98.87096059209958,0.018179137,1.3454318,7.342407,[-0.684 -0.87  -0.232 -1.009 -0.306],-28.740662,4.8813844,0.00018179137,60113,30.804028,0.0600477,3.2463288,13.518609,1.0945594,48.57582,39.82586,14,5.0,-1.0681152e-06,1.0756835,0.013454318,95.27745,3.9470754,219.76339864730835
100,1500,49.9,243.48651,0.010295261,100.0,4.2030025,-101.41732374052248,0.23999713,0.690611,5.7237463,[-0.674 -0.851 -0.217 -1.026 -0.343],-26.952194,1.7678038,0.0023999712,65103,70.949104,0.042030025,1.409461,11.887359,1.0295262,38.906273,68.966515,15,5.0,1.7929077e-06,1.0991205,0.0069061103,94.93518,4.0815434,238.47661304473877
100,1600,48.55,2122.558,0.010782136,100.0,15.375223,-99.85965082869811,0.009513825,1.7098621,6.9305115,[-0.638 -0.862 -0.209 -1.023 -0.32 ],-26.493492,3.645485,9.5138246e-05,69958,24.363462,0.15375222,4.104507,12.866662,1.0782137,32.653297,28.450693,16,5.0,-4.196167e-07,1.0980334,0.01709862,94.88632,4.407159,255.66640162467957
100,1700,48.13,606.1533,0.012356734,100.0,9.278153,-101.02897137735486,0.0037810553,2.1181948,8.539564,[-0.649 -0.891 -0.242 -1.02  -0.321],-24.55394,6.0553904,3.7810554e-05,74771,11.751715,0.09278153,8.509397,12.383824,1.2356734,29.212696,25.39043,17,5.0,-5.683899e-06,1.0649413,0.021181947,94.801834,4.5164046,272.63469099998474
100,1800,50.23,6996033.5,0.16677372,100.0,1576.6312,-101.07122084144373,1.790444e-05,156.79712,212.04193,[-0.651 -0.908 -0.23  -0.995 -0.354],-26.088066,265.30142,1.7904439e-07,79794,0.07313211,15.766312,1367.3884,12.735065,16.67737,47.5902,1.1186479,18,5.0,2.632141e-06,1.080106,1.5679709,94.97566,3.738369,289.9582426548004
100,1900,49.41,746.9004,0.009318122,100.0,5.1393156,-100.1793385998581,0.0630235,0.9081187,6.024788,[-0.642 -0.831 -0.194 -0.905 -0.339],-24.048164,3.0883687,0.000630235,84735,40.37113,0.051393155,2.4770174,13.165601,0.9318123,48.210167,51.28753,19,5.0,-3.1280517e-06,1.0931224,0.009081187,94.94498,3.793521,308.8626854419708
100,2000,55.58,18644.922,0.014533397,100.0,28.531858,-100.77821652750927,0.031479638,3.6202567,14.280626,[-0.606 -0.843 -0.174 -0.895 -0.326],-25.149952,12.830047,0.00031479637,90293,15.276056,0.28531858,6.546192,10.549149,1.4533397,47.54225,13.879177,20,5.0,-2.2125244e-06,1.1010451,0.036202565,95.37358,3.880868,327.50710821151733
100,2100,55.7,3769.0999,0.010945368,100.0,15.672571,-100.75701478285953,0.00796797,2.0028646,8.847521,[-0.574 -0.896 -0.198 -0.909 -0.318],-23.45729,6.043312,7.96797e-05,95863,18.397648,0.1567257,5.4354773,12.112817,1.094537,33.542164,22.996761,21,5.0,-2.3269654e-06,1.082179,0.020028647,95.38216,4.3871512,346.97610902786255
100,2200,59.44,546.64307,0.01028307,100.0,7.7833824,-100.32103683171243,0.035423167,1.2989204,7.0201635,[-0.646 -0.883 -0.189 -0.904 -0.337],-27.209297,4.4447155,0.00035423166,101807,39.68659,0.077833824,2.519743,13.4291315,1.0283068,52.881783,38.52698,22,5.0,-5.340576e-07,1.0747093,0.012989203,95.624466,3.648168,365.63697624206543
100,2300,57.11,508.0454,0.011182777,100.0,8.515148,-100.29980645550324,0.1095273,1.1980528,4.6108303,[-0.611 -0.887 -0.168 -0.892 -0.344],-28.055477,1.8901732,0.001095273,107518,43.135033,0.08515148,2.3183012,11.368821,1.1182777,51.54788,46.560047,23,5.0,2.632141e-06,1.0673757,0.011980527,95.48749,3.6552866,384.78186869621277
100,2400,64.3,7576702.5,0.09444026,100.0,811.6576,-99.21929429796923,5.3078857e-05,80.72923,266.4645,[-0.617 -0.902 -0.152 -0.894 -0.352],-28.349075,281.3879,5.3078855e-07,113948,0.46715355,8.116576,214.06238,14.286774,9.444027,41.42922,1.3500493,24,5.0,1.5258789e-06,1.0562944,0.8072923,95.913864,3.9559054,403.91403555870056
100,2500,61.81,221160.89,0.023944985,100.0,138.9089,-99.74922873899513,0.0014082899,13.850005,43.041496,[-0.506 -0.929 -0.127 -0.889 -0.363],-22.736359,48.67272,1.4082899e-05,120129,1.1010298,1.389089,90.824066,11.851364,2.3944993,33.80414,2.9022748,25,5.0,-1.5258789e-06,1.0214825,0.13850005,95.7724,4.154666,426.2577500343323
100,2600,66.13,587.6512,0.010553228,100.0,6.593154,-99.70024189667322,0.06920366,1.1568029,5.5629396,[-0.492 -0.938 -0.167 -0.868 -0.397],-18.789547,2.2992241,0.0006920366,126742,42.993805,0.065931536,2.3259165,12.201405,1.0553228,33.830883,45.42218,26,5.0,-3.1280517e-06,0.99671197,0.011568029,95.984726,3.979713,448.8069007396698
100,2700,70.56,348616.38,0.04625138,100.0,385.20197,-100.06364390416384,0.0006039825,38.278183,40.842804,[-0.49  -0.953 -0.169 -0.858 -0.422],-24.367832,55.79514,6.0398247e-06,133798,0.38547164,3.8520195,259.42245,13.666018,4.625138,37.105335,1.4389706,27,5.0,-5.722046e-07,0.99380374,0.3827819,96.16373,3.7467146,471.66630578041077
100,2800,75.21,219165.47,0.043070678,100.0,351.9527,-100.6191490816898,7.9818536e-05,35.00519,40.40302,[-0.49  -0.983 -0.197 -0.837 -0.425],-30.027954,44.170673,7.9818534e-07,141319,2.4429803,3.519527,40.93361,14.694631,4.3070683,39.924812,1.4913281,28,5.0,-2.2888183e-07,0.9493792,0.35005188,96.32431,3.6381917,496.96324157714844
100,2900,88.39,741.2077,0.010020967,100.0,8.405608,-103.19422210251909,0.038387712,1.1668171,5.585075,[-0.534 -1.015 -0.212 -0.825 -0.47 ],-23.490952,2.885272,0.0003838771,150158,43.637333,0.08405608,2.2916157,14.827859,1.0020967,38.74878,42.44895,29,5.0,-2.8991699e-06,0.9310154,0.011668171,96.66502,3.4552667,524.2932152748108
100,3000,98.91,786.2626,0.009662829,100.0,5.380249,-103.18353380967613,0.13103199,0.8012883,5.396248,[-0.509 -1.021 -0.198 -0.818 -0.488],-24.954174,2.7110848,0.0013103199,160049,56.41516,0.05380249,1.7725731,15.346979,0.966283,45.11981,59.253918,30,5.0,-6.8664554e-07,0.93751013,0.008012883,96.91359,3.1510828,553.1703827381134
100,3100,94.76,318.52402,0.01008115,100.0,1.7285453,-102.0080413361124,0.42659914,0.29076892,4.054725,[-0.498 -1.016 -0.206 -0.81  -0.481],-23.661484,0.9575551,0.0042659915,169525,90.49966,0.017285453,1.1049765,16.068005,1.008115,44.741234,92.31984,31,5.0,4.6920777e-06,0.9329742,0.0029076892,96.847015,3.196181,580.8086133003235
100,3200,103.56,777.5044,0.010475648,100.0,7.0264635,-101.76210842758466,0.14343707,1.0507236,4.6075034,[-0.489 -1.025 -0.206 -0.811 -0.486],-26.8433,1.3226942,0.0014343706,179881,63.057865,0.07026463,1.585845,16.665052,1.0475647,34.733475,49.849464,32,5.0,-5.722046e-07,0.9485618,0.010507234,97.03473,3.507088,611.7142615318298
100,3300,100.31,1325.4471,0.013506526,100.0,33.461277,-102.65854155894236,0.0041002105,3.8473709,7.1705008,[-0.48  -1.022 -0.192 -0.809 -0.47 ],-26.11784,5.452087,4.1002106e-05,189912,13.635543,0.33461276,7.3337746,15.757929,1.3506526,33.49381,10.972002,33,5.0,2.0980835e-07,0.94837874,0.038473703,96.95317,3.6263487,641.028872013092
100,3400,110.4,854.16565,0.009789049,100.0,6.0340385,-101.37293628454643,0.08212519,0.7526416,5.243707,[-0.461 -1.005 -0.199 -0.783 -0.471],-32.45725,2.1266246,0.00082125183,200952,62.34642,0.060340386,1.6039413,17.020555,0.9789049,39.12725,62.847748,34,5.0,2.9754638e-06,0.9537726,0.0075264163,97.16353,3.437655,672.9134335517883
100,3500,104.64,501499.9,0.07581599,100.0,682.75,-101.28875541932024,1.804965e-05,67.9039,37.389473,[-0.46  -1.022 -0.204 -0.784 -0.465],-28.482807,69.177185,1.804965e-07,211416,0.20214663,6.8275,494.6904,15.84671,7.5815997,49.21393,1.2312655,35,5.0,-5.683899e-06,0.9397793,0.679039,97.06406,3.1283932,703.170868396759
100,3600,145.69,1270.7771,0.012205254,100.0,10.063993,-101.88847513756245,0.019468203,1.3230858,9.069023,[-0.47  -1.021 -0.181 -0.766 -0.479],-30.082253,5.7700405,0.00019468203,225985,48.1738,0.10063993,2.075817,15.74274,1.2205255,29.129059,45.974472,36,5.0,2.0599366e-06,0.94874054,0.013230857,97.6013,3.6961567,743.4787085056305
100,3700,152.05,33263.27,0.017131407,100.0,63.224525,-102.4397723100952,0.002561957,6.596931,20.55839,[-0.47  -1.04  -0.194 -0.775 -0.47 ],-31.102997,21.03342,2.561957e-05,241190,5.694946,0.63224524,17.55943,18.015623,1.7131406,37.43731,6.3177094,37,5.0,6.8664554e-07,0.95084196,0.06596931,97.65256,3.4957936,786.1968882083893
