InitialReturnMean,InitialReturnStd,TimestepsSoFar,StdIWNorm,Weights,InitialReturnMin,StdIW,ReturnMeanIW,EpisodesSoFar,Bound,InitialReturnMax,MeanEntropy,ESSClassic,EpLenMean,MaxIW,MinIW,Iteration,ReturnStepMaxmin,EmpiricalD2,ReturnStepMax,MeanIWNorm,TimeElapsed,InitialBound,MaxIWNorm,MeanIW,EpThisIter,EntropyCoefficient,J_sample_variance,MinIWNorm,ESSRenyi,EpRewMean
8.926391e-06,3.3858862,20011,0.19558267,[-0.604  0.713 -0.52   0.212  0.648],-5.161743,19.55827,9.3511715,1100,15.001887,12.005943,1.9963542,1.3954897,19.64,196.80365,0.00021043427,11,88.0986,110.11459,100.0,0.023267262,87.05066657066345,9.931938,1.9680364,2.3267264,100,4.9341016,8976.426,2.1043427e-06,0.90814483,-110.73684871408972
-1.7776489e-05,3.6813025,21835,0.016195204,[-0.609  0.698 -0.743  0.141  0.578],-5.005478,1.6195204,1.026189,1200,10.571496,13.482491,2.086183,35.41153,18.24,11.119782,0.065113515,12,87.43909,3.703281,100.0,0.011991715,96.85975122451782,9.532337,0.11119782,1.1991715,100,4.9900513,61.888943,0.0006511351,27.003082,-108.59519160648922
6.5612794e-06,3.6042385,23769,0.14274785,[-0.634  0.67  -0.672  0.068  0.667],-5.4467163,14.274784,14.477994,1300,21.106693,10.435532,2.1845107,2.3112793,19.34,143.19873,0.014191309,13,87.93555,143.2983,100.0,0.021957032,104.63706612586975,10.083072,1.4319873,2.195703,100,4.940571,19714.701,0.00014191309,0.69784504,-110.50714141899775
5.569458e-06,3.622429,25652,0.014391926,[-0.672  0.726 -0.72  -0.099  0.765],-4.893776,1.4391925,0.4908486,1400,11.155429,14.658104,2.274146,35.645023,18.83,11.864042,0.14425808,14,87.72864,2.0411968,100.0,0.010710932,114.8051986694336,10.433956,0.11864042,1.0710933,100,4.9964466,42.16848,0.0014425808,48.990868,-109.61920750383425
-8.392334e-07,3.4483354,27544,0.012136002,[-0.68   0.754 -0.71  -0.175  0.855],-5.382904,1.2136003,0.5429809,1500,11.858207,11.25943,2.3859475,40.367584,18.92,8.733307,0.15751001,15,87.76684,2.6792755,100.0,0.009985062,121.46601915359497,10.995415,0.08733307,0.99850625,100,4.999925,59.22926,0.0015751001,37.32352,-109.69876596472632
3.8146973e-07,3.5626736,29458,0.00824896,[-0.652  0.831 -0.709 -0.162  0.967],-5.5124817,0.824896,0.08597856,1600,11.770048,11.71833,2.4326336,60.743946,19.14,7.642662,0.24329081,16,87.86321,1.484513,100.0,0.010261182,128.38984441757202,11.539126,0.07642662,1.0261183,100,4.9986944,19.266289,0.0024329082,67.36216,-110.14307033279175
-5.1879883e-06,3.1540933,31278,0.017299984,[-0.649  0.862 -0.735 -0.22   1.014],-4.455551,1.7299985,0.34713382,1700,12.236077,10.643097,2.4718776,29.448874,18.2,17.352009,0.29780033,17,87.31457,1.6514087,100.0,0.011177071,135.11651492118835,11.808393,0.17352009,1.1177073,100,4.994118,14.230751,0.0029780034,60.554363,-109.54127268507169
-2.9754638e-06,3.3811767,33153,0.0077329283,[-0.633  0.958 -0.644 -0.322  1.053],-5.0636673,0.7732929,1.0755613,1800,13.445311,11.2105255,2.6093752,57.652687,18.75,4.8901086,0.17636956,18,87.67215,3.1610267,100.0,0.009022789,142.7126874923706,11.985702,0.048901085,0.90227896,100,4.995116,58.260258,0.0017636956,31.63529,-109.61713677503043
-3.4332274e-06,3.6525998,35157,0.0057312055,[-0.641  0.934 -0.64  -0.376  1.19 ],-5.440544,0.57312053,0.3007305,1900,13.242295,12.541122,2.7030687,70.03078,20.04,2.9631033,0.23681203,19,88.352875,1.775612,100.0,0.008760981,149.84313654899597,12.628835,0.029631032,0.8760981,100,4.9938087,14.47521,0.0023681202,56.31861,-110.67734199627685
9.155273e-07,4.447333,37493,0.008329078,[-0.651  0.896 -0.606 -0.407  1.284],-7.174652,0.83290774,0.883821,2000,14.248974,13.590881,2.8212085,57.26357,23.36,3.769005,0.14037819,20,89.73469,2.6381807,100.0,0.009641332,157.7395248413086,13.062315,0.03769005,0.96413314,100,4.998207,35.992004,0.0014037819,37.904907,-112.26093729185264
-2.0599366e-06,4.735881,39781,0.0037349355,[-0.659  0.906 -0.623 -0.421  1.402],-6.280327,0.37349358,0.44288182,2100,14.025067,13.393806,2.8181882,86.62357,22.88,2.522829,0.3317498,21,89.57495,1.2631484,100.0,0.009504544,165.43393874168396,13.65958,0.02522829,0.9504544,100,4.9975233,26.510878,0.003317498,79.16726,-112.07137850142601
1.1444092e-06,4.356404,42021,9.105028,[-0.661  0.88  -0.531 -0.494  1.399],-6.2672195,910.50287,334.7628,2200,251.65607,14.310806,3.000011,1.0143766,22.4,9151.522,0.0004922782,22,89.35446,34914.34,100.0,0.92171097,173.7066171169281,13.6139145,91.51522,92.17111,100,2.0091803,11270220.0,4.922782e-06,0.0028641527,-112.05109345034123
9.613037e-06,5.994377,44466,0.02325859,[-0.622  1.013 -0.692 -0.811  1.581],-9.402771,2.325859,4.2783904,2300,17.888351,16.643898,3.0271323,28.630209,24.45,13.300339,0.030736554,23,90.20661,6.8709393,100.0,0.014731208,186.74389815330505,14.445269,0.13300338,1.473121,100,4.9764,779.6586,0.00030736552,14.554051,-111.50721147887279
3.8146972e-08,7.273092,47176,0.9004212,[-0.804  0.74  -0.606 -0.843  1.608],-9.388481,90.042114,296.37146,2400,281.1766,35.603874,2.809647,1.1571265,27.1,905.4263,1.13930895e-07,24,90.96346,559.29846,100.0,0.09742345,199.90684127807617,13.948865,9.054262,9.742344,100,4.581445,8834268.0,1.1393089e-09,0.17879541,-112.56659560467219
6.5612794e-06,7.092693,49617,0.01739385,[-0.629  0.695 -0.277 -0.886  1.391],-7.897835,1.7393851,2.7918637,2500,15.37418,32.26245,2.8840454,32.00296,24.41,14.307919,0.04715287,25,90.01667,2.8329334,100.0,0.011932893,213.3731861114502,12.972826,0.14307918,1.1932894,100,4.990345,367.21045,0.00047152868,35.2991,-110.76280472294208
8.964538e-06,12.587572,52845,0.029704565,[-0.655  0.557 -0.327 -1.003  1.465],-11.9453125,2.9704564,12.033456,2600,22.194256,41.139282,2.9199662,15.9998045,32.28,21.208214,0.07833182,26,92.18438,10.275643,100.0,0.012964037,225.90888857841492,13.048926,0.21208213,1.296404,100,4.985202,5389.304,0.0007833182,9.7317505,-112.20397541417783
-4.348755e-06,12.327723,56433,0.9238517,[-0.786  0.437 -0.343 -1.154  1.501],-14.055199,92.38516,422.65387,2700,401.82928,45.598,2.9988496,1.1722581,35.88,929.17596,0.01881024,27,92.97661,515.80804,100.0,0.100617714,240.14505124092102,13.079893,9.2917595,10.061771,100,4.566834,17951934.0,0.0001881024,0.19387057,-111.88447832949234
-2.2125244e-06,16.900412,61130,0.36707175,[-1.21   0.265 -0.388 -0.94   1.58 ],-18.713684,36.707172,182.83484,2800,161.66676,49.67389,3.0729032,1.4657135,46.97,369.5568,0.015152142,28,94.16202,472.90433,100.0,0.044769462,258.8519971370697,13.3384495,3.6955678,4.476946,100,4.82914,3370617.5,0.00015152142,0.21145926,-113.62489465977562
2.708435e-06,18.885914,67323,0.011331726,[-0.845  0.292 -0.157 -0.898  1.654],-22.512459,1.1331728,7.639807,2900,19.615189,63.422714,3.050614,35.270214,61.93,9.449093,0.06031295,29,95.1791,2.3673258,100.0,0.008364656,281.58989548683167,13.250427,0.09449092,0.8364656,100,4.99183,2979.0842,0.0006031295,42.241756,-118.46703440880884
-6.2561035e-06,20.54007,74680,0.018704226,[-0.947  0.11  -0.14  -0.853  1.632],-26.089737,1.8704224,9.172276,3000,20.599762,47.81919,3.0499423,23.76447,73.57,12.480686,0.027981047,30,95.78984,5.7297316,100.0,0.010442996,304.78522753715515,13.659092,0.12480686,1.0442996,100,4.9977856,2738.8735,0.00027981045,17.452826,-118.08637943294974
5.340576e-06,21.212212,85509,0.3230007,[-1.075 -0.13  -0.228 -0.887  1.631],-35.79126,32.300076,112.2311,3100,107.60174,45.910774,3.09652,1.5573939,108.29,325.16672,0.004183477,31,96.831635,164.7844,100.0,0.040626664,337.4280354976654,13.719357,3.251667,4.0626664,100,4.849188,1307768.5,4.1834766e-05,0.6068536,-117.40642954930489
5.8746336e-06,23.862997,97713,0.061381157,[-1.142 -0.184 -0.341 -0.727  1.678],-38.93489,6.138117,55.939537,3200,65.03984,53.98884,3.051938,8.351488,122.04,52.30463,0.027400816,32,96.958954,11.2263565,100.0,0.018529102,373.7458281517029,13.682977,0.5230463,1.85291,100,4.9575357,92731.54,0.00027400814,8.90761,-124.54418990924873
1.6021728e-06,22.011484,112266,0.3587913,[-1.324 -0.356 -0.327 -0.73   1.633],-43.995403,35.879128,55.881626,3300,42.957985,48.8133,2.9590354,1.8585122,145.53,355.89346,9.609442e-05,33,97.2787,278.37405,100.0,0.049373996,415.26275181770325,13.632582,3.5589345,4.9373994,100,4.8069553,234984.2,9.609442e-07,0.35922888,-125.2503317077813
1.3732911e-06,23.749914,127162,0.022715814,[-1.36  -0.342 -0.255 -0.778  1.54 ],-45.468918,2.2715816,10.126675,3400,21.097326,42.382404,3.0050206,15.883611,148.96,21.751123,0.08880523,34,97.45584,7.149278,100.0,0.009871034,455.79452204704285,13.279549,0.21751124,0.98710334,100,4.9993553,8138.87,0.0008880523,13.987426,-115.00913177300008
-3.3569336e-06,23.29235,143843,0.03038022,[-1.336 -0.433 -0.223 -0.762  1.586],-51.56461,3.0380218,18.214836,3500,26.985275,36.882587,2.9824116,10.510676,166.81,23.33323,0.004860702,35,97.59892,12.74196,100.0,0.010411676,502.11214804649353,13.306278,0.23333229,1.0411676,100,4.997942,11144.253,4.860702e-05,7.8480864,-116.85731738421306
3.5476685e-06,19.2857,166390,0.041529074,[-1.372 -0.562 -0.142 -0.747  1.563],-50.99308,4.1529074,8.774446,3600,19.850576,39.17924,3.0125253,10.111004,225.47,41.32586,0.016989527,36,98.01784,5.33875,100.0,0.013928237,559.3181931972504,13.212292,0.41325858,1.3928237,100,4.980397,6580.5156,0.00016989527,18.730976,-110.7239863939269
-1.1062622e-06,20.521858,188543,0.004220781,[-1.444 -0.647 -0.13  -0.804  1.594],-54.041515,0.42207816,0.89732754,3700,13.978529,32.421295,3.020329,84.336395,221.53,2.5810952,0.18964002,37,98.0367,1.2541286,100.0,0.009793872,617.0257091522217,13.261242,0.025810951,0.9793871,100,4.9989696,421.1867,0.0018964001,79.73664,-106.70037824085773
7.6293944e-08,22.194479,212183,0.5690093,[-1.496 -0.675 -0.111 -0.816  1.601],-53.233967,56.900925,111.60213,3800,89.84284,39.06403,3.0603378,1.2327563,236.4,572.26996,0.00010852463,38,98.19681,417.62677,100.0,0.063569896,679.7311499118805,13.327179,5.7226996,6.35699,100,4.739198,1265560.8,1.0852463e-06,0.23944825,-94.93761360729724
-3.2234193e-06,14.400078,247918,0.01791304,[-1.488 -0.827 -0.076 -0.739  1.641],-48.80833,1.7913041,3.7172215,3900,16.064726,32.911667,3.066406,25.30346,357.35,13.510382,0.019197114,39,98.39856,3.350453,100.0,0.010425789,772.6507759094238,13.674742,0.1351038,1.042579,100,4.9978714,1176.8579,0.00019197114,29.846712,-107.46224907334981
5.340576e-07,16.833347,277238,0.010318745,[-1.45  -0.766 -0.034 -0.797  1.647],-54.623653,1.0318745,5.0202165,4000,17.559175,25.947811,3.0548456,46.103657,293.2,6.215701,0.04598048,40,98.28343,2.2452548,100.0,0.00954366,848.2681741714478,13.511242,0.06215701,0.95436585,100,4.997719,487.25742,0.00045980478,44.538376,-105.04879026557454
-4.196167e-07,15.4045725,310888,0.004541986,[-1.518 -0.86  -0.069 -0.775  1.636],-47.589516,0.45419863,0.8539357,4100,14.345964,30.096281,3.0618238,82.137184,336.5,2.5297523,0.2415102,41,98.443344,1.3063694,100.0,0.009739593,930.7211673259735,13.68791,0.025297523,0.97395927,100,4.998698,320.7273,0.002415102,76.54803,-93.65716337083639
4.5776366e-07,14.537654,347222,0.011435791,[-1.548 -0.9   -0.067 -0.809  1.643],-37.719353,1.1435791,2.3298287,4200,15.714722,27.514143,3.0798702,45.56599,363.34,8.602133,0.0617354,42,98.51605,2.5488982,100.0,0.010462886,1024.1289904117584,14.051808,0.08602133,1.0462885,100,4.9976864,269.8767,0.000617354,39.23264,-87.91878642367693
-1.0490418e-06,15.925518,382644,0.020655483,[-1.554 -0.907 -0.027 -0.775  1.661],-42.102375,2.0655484,4.9514027,4300,16.718538,36.254917,3.0372682,20.898867,354.22,17.568295,0.004243218,43,98.47304,5.9033165,100.0,0.010617087,1115.7819604873657,13.995937,0.17568295,1.0617088,100,4.9969153,1392.7434,4.2432177e-05,16.93963,-93.32988285503735
1.1634827e-06,16.144047,419704,0.19439012,[-1.588 -0.957 -0.005 -0.817  1.618],-60.898872,19.439014,46.564964,4400,37.80553,32.772972,2.980469,1.6539917,370.6,195.66405,1.1872093e-05,44,98.55559,133.2975,100.0,0.025209399,1208.2472593784332,13.156379,1.9566405,2.5209398,100,4.924528,252281.75,1.18720926e-07,0.75020164,-82.35078229830754
-1.7166138e-07,15.422701,455757,0.049267154,[-1.641 -0.958 -0.1   -0.825  1.562],-46.55253,4.926715,8.329577,4500,18.023436,31.540752,2.9316373,10.058252,360.53,35.33081,0.008288195,45,98.50618,9.848341,100.0,0.016475476,1298.2285175323486,13.350594,0.3533081,1.647548,100,4.967727,5141.3794,8.2881954e-05,10.153995,-89.01884878060238
1.9073487e-07,15.160244,489569,0.04793207,[-1.663 -0.884 -0.11  -0.772  1.513],-34.98741,4.793207,7.85231,4600,17.706097,31.548819,2.899266,6.6152573,338.12,44.496548,0.001628104,46,98.49234,15.57509,100.0,0.012757382,1383.5276367664337,13.491939,0.44496548,1.2757382,100,4.9862323,4767.529,1.628104e-05,6.4205084,-85.82602025909436
2.2506713e-06,15.528706,531842,2.1351345,[-1.666 -0.949 -0.064 -0.73   1.48 ],-47.154114,213.51343,97.63436,4700,55.183353,29.413797,2.8332531,1.0271854,422.73,2146.1567,2.815269e-06,47,98.66737,1178.6577,100.0,0.21751623,1488.9908900260925,12.924528,21.461567,21.751623,100,4.063,938281.56,2.8152689e-08,0.08484227,-70.30396120526382
-2.7275084e-06,13.514655,578073,0.027743101,[-1.653 -0.979  0.029 -0.717  1.414],-35.850388,2.7743104,5.029183,4800,15.403445,36.15492,2.7879703,10.613455,462.31,24.582432,0.009723954,48,98.70473,8.723176,100.0,0.009559767,1603.370644569397,12.961099,0.2458243,0.9559767,100,4.9977994,869.5223,9.7239536e-05,11.463715,-68.2535277663665
1.4877319e-06,11.396175,625351,0.3040351,[-1.680e+00 -1.006e+00  1.459e-03 -7.314e-01  1.369e+00],-36.57673,30.40351,57.079018,4900,44.56463,22.917877,2.7363284,2.1379545,472.78,294.05234,4.8876645e-06,49,98.74756,445.23206,100.0,0.04493821,1718.6986482143402,12.720629,2.9405234,4.4938216,100,4.8283253,181149.39,4.8876643e-08,0.22460198,-59.67628107874725
3.8146973e-07,13.034518,671993,0.05196475,[-1.757 -0.989 -0.083 -0.684  1.317],-32.78851,5.1964746,12.403126,5000,20.523367,27.93694,2.6921315,6.3744445,466.42,46.13138,9.916597e-05,50,98.75653,23.449636,100.0,0.01355916,1831.1982457637787,12.588692,0.46131378,1.355916,100,4.982236,5871.3726,9.916597e-07,4.2644587,-56.78108514378911
-1.1444092e-06,12.701287,720140,0.047612242,[-1.778 -1.031 -0.049 -0.736  1.273],-38.378166,4.7612243,7.7641854,5100,16.820915,33.495193,2.6651,7.1817536,481.47,44.87951,0.0045294757,51,98.81288,10.91073,100.0,0.01324394,1947.7944374084473,12.181383,0.44879508,1.3243941,100,4.9838066,2539.1082,4.5294757e-05,9.165289,-45.0445848806314
1.077652e-06,13.939145,765080,0.27607796,[-1.74  -1.051 -0.073 -0.791  1.246],-44.027237,27.607794,47.69005,5200,38.532784,26.80484,2.6250582,2.02122,449.4,271.82794,0.0002648843,52,98.77429,222.6645,100.0,0.039652675,2059.453456878662,11.857926,2.7182794,3.9652677,100,4.8539133,213520.22,2.6488428e-06,0.44910616,-50.71566898640678
-1.926422e-06,12.697199,811597,0.004751697,[-1.807 -1.111 -0.009 -0.823  1.206],-43.780212,0.47516972,0.8410565,5300,12.180532,18.969152,2.6120596,79.579796,465.17,2.405157,0.23795153,53,98.792725,1.3774178,100.0,0.009380374,2177.172176361084,11.665949,0.024051571,0.9380375,100,4.996903,159.05113,0.0023795152,72.59962,-48.21067465646063
1.14440915e-07,11.851114,858477,0.009710326,[-1.82  -1.125  0.004 -0.83   1.193],-38.471977,0.9710326,2.1691804,5400,13.26469,35.53086,2.6191442,48.95125,468.8,6.2048173,0.06753199,54,98.82977,2.4171708,100.0,0.009508741,2293.7169032096863,11.777899,0.06204817,0.95087427,100,4.9975443,242.57347,0.00067531987,41.37068,-39.89990932572254
-1.4019013e-06,11.90553,905109,0.4449186,[-1.782 -1.131  0.03  -0.814  1.2  ],-42.04506,44.49186,63.883587,5500,51.921066,20.15026,2.6737716,1.231822,466.32,447.58762,0.0024235314,55,98.78279,313.40646,100.0,0.049687374,2406.901126384735,11.694218,4.475876,4.9687376,100,4.8054495,393541.22,2.4235313e-05,0.31907445,-50.64304165571364
7.4386594e-07,11.172936,953228,0.051311176,[-1.829 -1.176  0.074 -0.857  1.255],-28.536608,5.131118,10.34773,5600,19.571941,25.986443,2.6853569,3.5436475,481.19,51.12201,0.001915159,56,98.79794,19.498905,100.0,0.0098349415,2523.623278617859,12.417639,0.5112201,0.9834941,100,4.9991746,8266.616,1.915159e-05,5.128493,-48.61466905021575
-8.5830686e-07,10.728776,999230,0.013590865,[-1.839 -1.034  0.095 -0.837  1.266],-26.629,1.3590865,2.1613128,5700,13.8859,18.042341,2.70509,34.962044,460.02,7.789065,0.025010109,57,98.78871,4.1139946,100.0,0.009964651,2636.8921077251434,12.53915,0.07789065,0.9964651,100,4.999823,262.92218,0.0002501011,24.307276,-48.597916620219415
1.7166138e-07,11.972617,1043440,0.0131417215,[-1.817 -0.995  0.106 -0.861  1.286],-36.65863,1.3141723,1.8627365,5800,13.255791,18.23961,2.7196324,32.534824,442.1,11.189756,0.07799742,58,98.77774,3.2215023,100.0,0.009126131,2744.9769871234894,12.303495,0.11189756,0.91261315,100,4.9956326,345.09094,0.0007799742,31.041418,-49.13005825327711
-8.2969666e-07,11.8356,1086342,0.14209218,[-1.851 -1.024  0.117 -0.834  1.301],-32.12215,14.209219,15.967024,5900,21.328285,21.22771,2.7715282,3.5157566,429.02,113.126976,0.00028956108,59,98.750595,59.526382,100.0,0.027123854,2851.0224783420563,12.527423,1.1312697,2.7123857,100,4.9151096,14429.155,2.8956108e-06,1.6799273,-53.50135877951487
2.670288e-07,11.41296,1131667,0.062248886,[-1.795 -1.081  0.096 -0.882  1.353],-35.472466,6.2248883,9.71065,6000,18.712471,25.097088,2.7297213,7.932892,453.25,56.089996,0.001342842,60,98.78204,14.705806,100.0,0.018272378,2960.806217432022,12.675226,0.5609,1.8272378,100,4.958809,2515.8684,1.342842e-05,6.8000355,-49.392825120336546
-9.727478e-07,15.986593,1172789,0.02668507,[-1.835 -1.127  0.075 -0.942  1.311],-47.261322,2.6685069,5.6320734,6100,14.391451,40.284885,2.6893935,11.130997,411.22,25.414438,0.0030670757,61,98.746124,8.825598,100.0,0.0094440915,3061.5272505283356,12.073228,0.25414437,0.94440913,100,4.997221,4898.699,3.0670755e-05,11.330677,-52.19978554585104
-2.670288e-07,13.382328,1215781,0.13989435,[-1.859 -1.172  0.109 -0.97   1.27 ],-44.965355,13.989436,6.234066,6200,14.05536,23.143501,2.6677747,2.7851243,429.92,140.14685,0.0076670097,62,98.76155,12.675861,100.0,0.023678603,3166.1599564552307,11.948122,1.4014685,2.3678603,100,4.9320726,2878.013,7.66701e-05,7.8890104,-51.255587556420096
-1.1157989e-06,12.425375,1258373,0.0016400923,[-1.886 -1.196  0.159 -0.957  1.249],-31.887213,0.16400923,0.02820424,6300,12.312483,27.683374,2.6735897,97.32897,425.92,1.5259387,0.7027645,63,98.775085,1.0368942,100.0,0.009900313,3270.7085876464844,12.275965,0.015259387,0.99003136,100,4.9995017,148.32993,0.007027645,96.44186,-47.898077897677496
-6.8664554e-07,12.858415,1301472,0.018905632,[-1.888 -1.2    0.156 -0.959  1.254],-42.609097,1.8905632,3.5557208,6400,13.547007,34.866558,2.676958,21.365719,430.99,13.527878,0.01079811,64,98.714554,5.702126,100.0,0.009854713,3372.0124423503876,11.947644,0.13527878,0.98547137,100,4.999274,1576.54,0.0001079811,17.53732,-61.51225354226781
-1.8119812e-06,12.753478,1341882,0.948219,[-1.921 -1.181  0.204 -0.968  1.258],-28.755335,94.82191,119.51589,6500,101.965454,33.926292,2.7126992,1.143822,404.1,953.4563,0.00016572335,65,98.67839,700.07666,100.0,0.10199665,3470.7856504917145,12.253912,9.534563,10.199665,100,4.560541,1439505.5,1.6572335e-06,0.1428415,-64.98201451857979
-3.4332277e-07,16.105814,1378360,0.20978466,[-2.034 -1.164  0.157 -1.024  1.294],-42.34295,20.978468,43.986633,6600,40.177124,26.558987,2.6794493,1.8293656,364.78,210.69919,0.000514287,66,98.659454,144.37767,100.0,0.028637374,3561.255181789398,12.152063,2.1069918,2.8637376,100,4.9076757,191744.53,5.1428697e-06,0.6926279,-62.11235657505158
-4.196167e-07,13.908964,1418458,0.4136451,[-2.    -1.12   0.075 -0.986  1.26 ],-44.28881,41.364513,21.789923,6700,22.603907,34.130707,2.6337974,1.3732775,400.98,415.95523,0.00043757123,67,98.75499,64.470726,100.0,0.048810095,3660.123230457306,11.920953,4.159552,4.8810105,100,4.8096666,32682.156,4.3757123e-06,1.5510916,-49.12166617796645
2.8800964e-06,14.731931,1459479,0.23451973,[-2.016 -1.196  0.131 -1.023  1.215],-63.891888,23.451973,40.800747,6800,28.820225,22.618776,2.5642505,1.624535,410.21,234.61946,0.00010046215,68,98.728516,132.83687,100.0,0.030137034,3757.4654302597046,11.039261,2.3461945,3.0137036,100,4.9003215,189910.56,1.0046215e-06,0.752803,-55.68432543181966
-2.2506713e-06,12.516319,1502653,0.007256281,[-2.119 -1.205  0.135 -1.009  1.145],-43.25061,0.7256281,0.82753026,6900,11.943111,20.110025,2.5840318,63.542603,431.74,4.5985293,0.105420664,69,98.76712,1.5573716,100.0,0.009579739,3861.5759942531586,11.379563,0.045985293,0.95797384,100,4.997899,198.81305,0.0010542066,64.21075,-50.27184038428227
-4.1007996e-07,10.581821,1547101,0.011229165,[-2.126 -1.215  0.127 -1.009  1.165],-37.20634,1.1229167,1.6835583,7000,12.734227,15.612128,2.6083868,40.092278,444.48,8.867622,0.090446085,70,98.78993,2.5505078,100.0,0.009186214,3970.0409874916077,11.679948,0.08867622,0.9186213,100,4.9959326,202.38896,0.00090446085,39.20788,-46.685546224983085
6.67572e-07,10.820132,1592652,0.036235496,[-2.105 -1.19   0.11  -0.987  1.189],-24.128616,3.62355,6.767921,7100,17.091295,23.567572,2.6005862,13.1629305,455.51,28.026222,0.0061852755,71,98.829956,10.6623,100.0,0.014107755,4078.7293512821198,12.237647,0.2802622,1.4107757,100,4.9795036,1608.6753,6.1852756e-05,9.3788395,-38.72773561338647
1.335144e-07,12.534222,1635583,0.17777184,[-2.084 -1.084  0.075 -0.914  1.182],-55.277252,17.777184,37.687008,7200,31.118073,23.063831,2.546934,1.5884458,429.31,178.55649,2.7863352e-05,72,98.77637,107.95191,100.0,0.022585314,4180.884450912476,11.160356,1.7855649,2.2585313,100,4.937468,134948.66,2.786335e-07,0.9263384,-48.00306227479973
