EpLenMean,InitialBound,MaxIWNorm,Weights,ReturnStepMaxmin,MeanEntropy,EpRewMean,J_sample_variance,InitialReturnMax,ReturnStepMax,EmpiricalD2,InitialReturnMean,EpThisIter,ESSClassic,InitialReturnStd,TimeElapsed,StdIWNorm,StdIW,Bound,MinIWNorm,ESSRenyi,TimestepsSoFar,ReturnMeanIW,MeanIW,MeanIWNorm,MaxIW,EntropyCoefficient,EpisodesSoFar,InitialReturnMin,MinIW,Iteration
466.4,9.34731,0.18191464,[-1.235 -0.983 -0.021 -0.856 -0.296],98.85443,1.125941,-33.94732361163625,267.68802,19.90636,100.0,3.4204774,2.6226044e-07,100,25.216038,10.251403,4068.872239589691,0.023292484,2.3292487,11.402377,0.00037484462,29.235685,1552060,3.6256578,1.3525397,0.013525397,18.191465,10.0,6900,-56.49277,0.037484463,69
470.7,10.014744,0.020040853,[-1.237 -0.981 -0.019 -0.845 -0.293],98.875244,1.125977,-29.360584838824494,80.92976,21.399319,100.0,1.0762701,2.670288e-07,100,92.91905,8.995875,4183.447774648666,0.002766142,0.27661422,10.123002,0.0051405164,92.91348,1599130,0.15449306,1.0020317,0.010020318,2.0040853,10.0,7000,-37.340034,0.5140517,70
482.61,10.083227,0.06203427,[-1.238 -0.982 -0.018 -0.844 -0.293],98.88008,1.1337873,-28.935448745950243,101.92178,23.870945,100.0,1.9827952,-1.4305115e-07,100,46.732323,8.352737,4301.570905208588,0.010927863,1.0927863,10.929311,0.0010391499,50.43385,1647391,1.2481498,1.023557,0.010235567,6.2034273,10.0,7100,-35.29629,0.10391499,71
490.68,10.505651,0.6801394,[-1.255 -0.983 -0.019 -0.842 -0.285],98.89633,1.1463535,-25.433746805760883,1868.7751,24.214079,100.0,17.291655,-5.912781e-07,100,3.4313898,7.952391,4424.096267700195,0.06780421,6.7804217,13.179421,3.654997e-05,5.7831364,1696459,5.176526,1.2781262,0.01278126,68.01395,10.0,7200,-24.966597,0.003654997,72
500.0,10.773441,0.81821615,[-1.25  -0.985 -0.022 -0.828 -0.273],0.083806515,1.1143993,-20.95163790748395,20195.113,20.702839,1.0,45.567665,4.196167e-07,100,4.5300727,6.7147293,4546.769986152649,0.10531001,10.531002,22.319395,4.240566e-06,2.1945386,1746459,15.833804,2.2939765,0.022939766,81.82162,10.0,7300,-19.55397,0.0004240566,73
487.68,9.323286,0.04915982,[-1.246 -1.002 -0.029 -0.849 -0.304],98.88992,1.123013,-26.841881265391947,119.183975,23.789093,100.0,1.4274018,-1.335144e-07,100,67.23006,9.566628,4666.038804531097,0.008077518,0.8077518,9.834887,0.001888818,70.05736,1795227,0.78002685,1.1569692,0.011569691,4.9159822,10.0,7400,-54.62123,0.1888818,74
492.86,10.70832,0.4257119,[-1.239 -1.001 -0.027 -0.845 -0.296],98.87488,1.1235708,-30.83391681943304,552.2607,13.647301,100.0,18.121775,1.14440915e-07,100,11.15709,6.1693316,4785.006240606308,0.050541062,5.0541067,12.4371395,2.43201e-05,5.5182233,1844513,3.4227617,1.7910532,0.017910533,42.57119,10.0,7500,-15.65431,0.00243201,75
497.69,10.377064,0.39393774,[-1.232 -1.002 -0.025 -0.83  -0.295],98.90486,1.1590695,-23.67340289954346,7763.754,25.7593,100.0,20.53193,-6.1035155e-07,100,6.1407323,6.8821645,4905.343878984451,0.03976915,3.9769156,17.66025,1.865778e-05,4.8704624,1894282,9.960255,1.0172268,0.010172268,39.393776,10.0,7600,-15.956715,0.001865778,76
481.18,10.225164,0.67619264,[-1.207 -0.986 -0.017 -0.82  -0.26 ],98.89189,1.1650374,-26.010008934479785,15831.5,18.75343,100.0,48.092968,7.1525574e-07,100,4.6863894,8.65602,5020.283594608307,0.09865252,9.8652525,16.090147,4.2788843e-06,2.0793061,1942400,13.909613,2.187509,0.021875093,67.61926,10.0,7700,-40.965954,0.00042788844,77
500.0,10.747316,0.7085242,[-1.211 -0.983 -0.021 -0.8   -0.254],0.11525613,1.1469728,-28.81403303027144,4326.632,27.091698,1.0,26.499554,-3.528595e-07,100,4.745431,8.622505,5144.047080039978,0.07604033,7.6040335,15.328521,2.7111748e-05,3.7736485,1992400,8.507523,1.697223,0.016972229,70.852425,10.0,7800,-23.613426,0.0027111748,78
499.15,10.559529,0.10272742,[-1.219 -0.971 -0.025 -0.809 -0.272],98.90764,1.1482999,-23.05230037803299,128.80391,27.305944,100.0,2.5302503,-4.2915346e-08,100,39.91077,7.2832985,5264.574854373932,0.013775947,1.3775947,11.147621,0.00074793806,39.521782,2042315,1.1124519,1.1227114,0.011227114,10.272742,10.0,7900,-19.934685,0.07479381,79
492.49,10.23032,0.037601702,[-1.229 -0.97  -0.019 -0.812 -0.271],98.89101,1.1487931,-26.83829700448597,63.564686,37.580406,100.0,1.4972569,-1.9073486e-08,100,67.97253,8.197515,5376.7231369018555,0.006791672,0.6791672,10.699955,0.0014360916,66.7888,2091564,0.7448336,0.9894232,0.009894232,3.7601705,10.0,8000,-23.62693,0.14360917,80
499.31,10.82742,0.117613524,[-1.231 -0.973 -0.023 -0.809 -0.27 ],98.89438,1.1517235,-26.36908189862315,141.67708,17.09784,100.0,5.3258095,1.2683869e-06,100,29.135653,6.215933,5495.4028787612915,0.018375602,1.8375602,12.163137,0.00045307167,18.77649,2141495,2.170214,1.1782569,0.011782568,11.761353,10.0,8100,-19.815365,0.045307167,81
498.33,10.954777,0.042015467,[-1.235 -0.985 -0.013 -0.819 -0.267],98.88565,1.1463792,-28.49355919400963,25.973652,16.873743,100.0,1.6130562,3.7193297e-07,100,64.10027,5.614537,5600.040310144424,0.006071216,0.6071216,11.428661,0.0015340406,61.99412,2191328,0.6792246,0.8112599,0.008112598,4.2015467,10.0,8200,-12.165873,0.15340406,82
495.64,9.541954,0.029205741,[-1.232 -0.971 -0.014 -0.815 -0.273],98.89043,1.1498693,-27.154324745913765,106.78074,23.943462,100.0,1.3498389,-1.4305115e-07,100,75.93303,8.98197,5697.69998550415,0.0056857094,0.568571,9.8568535,0.0024065934,74.08292,2240892,0.591001,1.0099251,0.010099251,2.9205742,10.0,8300,-57.655136,0.24065936,83
500.0,10.752546,0.07887628,[-1.236 -0.965 -0.015 -0.816 -0.269],0.10010409,1.1464822,-25.026020045629885,62.325706,22.384434,1.0,2.5692227,3.2901764e-07,100,39.986027,6.271614,5782.651493549347,0.012850945,1.2850945,11.619881,0.00026047844,38.92228,2290892,1.3510429,1.0489697,0.010489697,7.887628,10.0,8400,-13.56882,0.026047844,84
492.16,10.1809845,1.0667583,[-1.222 -0.962 -0.014 -0.821 -0.272],98.891495,1.1308612,-26.700754365292543,34248.348,38.51515,100.0,48.674824,-1.6212464e-07,100,5.0182114,8.264564,5864.116810321808,0.118201226,11.820122,26.066025,2.6910244e-05,2.0544503,2340108,23.71441,2.7169166,0.027169168,106.67583,10.0,8500,-26.219902,0.0026910244,85
474.88,9.995559,2.8466113,[-1.245 -0.966 -0.006 -0.838 -0.288],98.86496,1.0893917,-32.0640882797352,56035.12,24.955128,100.0,109.40558,8.392334e-07,100,1.9482508,8.770483,5947.230749130249,0.28528795,28.528793,23.605585,3.3200413e-07,0.9140302,2387596,26.445831,4.0214076,0.04021408,284.66113,10.0,8600,-39.39161,3.3200413e-05,86
488.97,9.6156845,0.047265045,[-1.231 -0.956  0.008 -0.828 -0.329],98.88858,1.0932251,-27.24219881762494,67.06135,16.129448,100.0,1.293558,3.6239624e-07,100,71.98162,7.436333,6028.624669313431,0.006634658,0.66346586,10.004886,0.0034266114,77.30616,2436493,0.5264296,1.0634274,0.010634272,4.726505,10.0,8700,-38.347,0.34266114,87
484.1,9.620623,0.020890782,[-1.221 -0.956  0.008 -0.825 -0.326],98.89337,1.0933801,-25.809425918154012,78.67052,17.184187,100.0,1.0969245,-9.250641e-07,100,91.29415,8.45405,6115.025806427002,0.0032388605,0.32388604,9.728986,0.005607591,91.16397,2484903,0.16890779,1.0488373,0.010488373,2.0890782,10.0,8800,-39.348827,0.5607591,88
480.06,9.077583,0.066294014,[-1.222 -0.956  0.006 -0.826 -0.326],98.88428,1.0844818,-27.778471267280942,178.8902,21.896042,100.0,1.6611397,2.9563904e-07,100,51.27528,9.465638,6201.047308206558,0.009700696,0.9700696,10.231831,0.0011385266,60.19963,2532909,1.7794027,0.9951355,0.009951355,6.6294017,10.0,8900,-55.68653,0.11385266,89
495.0,9.951024,0.23372509,[-1.234 -0.949  0.005 -0.822 -0.334],98.90697,1.1084074,-23.026682082563774,1374.6475,24.561066,100.0,7.1796446,-2.861023e-07,100,16.105673,8.023194,6287.266067743301,0.027679153,2.7679152,12.353252,0.000100363715,13.928267,2582409,3.6640847,1.212763,0.0121276295,23.372509,10.0,9000,-26.813797,0.010036372,90
488.22,9.216517,0.042066973,[-1.220e+00 -9.364e-01 -7.928e-04 -8.137e-01 -3.105e-01],98.90611,1.1074218,-22.919581544066226,106.41907,29.587444,100.0,1.4843138,-6.1035155e-07,100,66.27594,9.387809,6371.774092435837,0.0066406867,0.6640687,9.789889,0.0012961733,67.37119,2631231,0.9909606,0.9309387,0.009309387,4.2066975,10.0,9100,-56.02668,0.12961733,91
482.7,10.245676,0.5662874,[-1.219 -0.939 -0.003 -0.81  -0.312],98.86864,1.093606,-31.704330822577475,9832.751,24.856243,100.0,49.317467,-2.670288e-07,100,4.443909,7.838068,6462.390373468399,0.057511132,5.751114,17.150166,1.4170144e-05,2.0276792,2679501,12.032654,1.2402389,0.012402389,56.628742,10.0,9200,-23.997414,0.0014170144,92
491.18,10.252999,0.045324534,[-1.219 -0.934 -0.018 -0.807 -0.325],98.886765,1.10839,-27.809588540579007,58.823395,20.49183,100.0,2.5981982,3.8146973e-07,100,54.866688,6.2657204,6558.530427932739,0.008534391,0.8534392,11.34554,0.00096311775,38.488213,2728619,1.3626615,0.94097555,0.009409755,4.5324535,10.0,9300,-14.879884,0.09631178,93
479.04,9.859912,0.014670067,[-1.216 -0.938 -0.02  -0.816 -0.311],98.88605,1.1083696,-27.292245793251144,61.34399,18.468754,100.0,1.031317,-8.583069e-08,100,96.79212,8.227246,6654.024105548859,0.00178623,0.178623,9.890656,0.006429448,96.963394,2776523,0.049965203,0.9811771,0.00981177,1.4670067,10.0,9400,-36.71961,0.6429448,94
477.1,9.480284,0.022779098,[-1.216 -0.939 -0.02  -0.814 -0.311],98.86919,1.113742,-31.204805527110185,80.23094,26.736126,100.0,1.250446,-3.6239624e-07,100,83.58214,8.879206,6754.671148061752,0.0043740217,0.43740213,9.9061165,0.002682503,79.971466,2824233,0.5616864,0.98691446,0.009869145,2.2779098,10.0,9500,-48.102367,0.26825032,95
482.98,9.765633,11.339783,[-1.21  -0.938 -0.018 -0.81  -0.305],98.85985,1.1342422,-33.84385584139785,21785096.0,41.153618,100.0,7680.4106,-8.583069e-08,100,1.2256604,8.638714,6857.357380390167,1.1287069,112.8707,351.89362,2.1516965e-07,0.013020137,2872531,460.77182,12.5731535,0.12573153,1133.9783,10.0,9600,-31.32089,2.1516966e-05,96
423.44,9.989708,0.1096955,[-1.209 -0.952 -0.03  -0.838 -0.285],98.773285,1.1332941,-47.99952912467035,473.30548,40.581394,100.0,3.4969528,-8.392334e-07,100,28.564243,11.894174,6953.183902025223,0.016538989,1.653899,11.850739,0.00045718497,28.596325,2914875,3.0473907,1.0458332,0.0104583325,10.96955,10.0,9700,-36.14089,0.0457185,97
463.17,9.485956,0.03191189,[-1.211 -0.962 -0.027 -0.835 -0.286],98.85399,1.1331679,-33.8123056211749,135.4427,32.10128,100.0,1.5948994,7.4386594e-07,100,74.97381,12.125463,7058.968674659729,0.005883892,0.5883892,10.425461,0.001932258,62.69988,2961192,1.4263273,1.0184087,0.010184087,3.191189,10.0,9800,-55.409557,0.1932258,98
464.51,9.438895,0.02447179,[-1.212 -0.965 -0.027 -0.83  -0.286],98.86345,1.1329271,-31.71481235426201,99.78887,23.279316,100.0,1.2294605,4.005432e-07,100,83.78168,11.612009,7161.64466381073,0.0042211604,0.422116,9.949942,0.003378724,81.33649,3007643,0.7194098,0.95940775,0.009594077,2.447179,10.0,9900,-56.78351,0.33787242,99
474.39,-1.8457932,0.042629026,[-1.209 -0.968 -0.025 -0.828 -0.286],98.879944,1.1373211,-28.475914915256784,174.26505,29.048538,100.0,1.8774841,7.2479247e-07,100,56.560158,10.636572,7269.506689310074,0.008784021,0.8784022,-1.1268101,0.0013257633,53.262768,3055082,1.4023211,1.0023159,0.010023159,4.2629027,,10000,-55.373817,0.13257633,100
491.75,-0.85344857,0.048182957,[-1.21  -0.969 -0.021 -0.823 -0.282],98.90794,1.1269246,-22.635782381422214,105.15787,18.759005,100.0,1.7254024,-1.5258789e-07,100,59.42518,7.0216427,7378.644279241562,0.008458698,0.84586984,-0.25438672,0.0010759895,57.957497,3104257,0.8666565,1.0236712,0.010236711,4.818296,,10100,-25.603447,0.10759895,101
491.6,-1.5068787,0.042005222,[-1.211 -0.985 -0.023 -0.831 -0.292],98.89584,1.1153442,-25.602402891936272,81.82414,16.284061,100.0,1.2955496,-5.245209e-07,100,72.61444,8.088416,7488.293126821518,0.0064381165,0.64381164,-0.9086547,0.0015891913,77.18732,3153417,0.80650723,1.0483574,0.010483572,4.2005224,,10200,-45.206337,0.15891913,102
486.63,-0.81372243,0.27561256,[-1.208 -0.992 -0.023 -0.836 -0.304],98.888626,1.0960801,-27.098949436855477,4750.7856,24.411694,100.0,16.259602,7.724762e-07,100,13.052289,7.45345,7599.991678714752,0.038460754,3.8460755,3.9116738,2.2294838e-05,6.1502123,3202080,7.1928654,1.4901574,0.014901571,27.561256,,10300,-20.22537,0.0022294838,103
499.8,-0.82628775,0.027614355,[-1.227 -0.988 -0.023 -0.824 -0.323],98.879684,1.0962273,-30.065657173460295,43.453693,24.788658,100.0,1.1750591,9.727478e-07,100,83.98628,6.1591816,7712.87705373764,0.004447904,0.44479042,-0.61164457,0.0041592265,85.102104,3252060,0.2840535,1.0186232,0.010186233,2.7614355,,10400,-12.861851,0.41592264,104
499.52,-0.82656616,0.07551726,[-1.219 -0.987 -0.022 -0.824 -0.323],98.88815,1.0934062,-27.935666007696195,141.43294,17.502495,100.0,3.9192545,-7.05719e-07,100,36.7254,6.7863317,7821.699343442917,0.012543053,1.2543055,0.38302517,7.268136e-05,25.515057,3302012,2.0193856,0.9555905,0.009555904,7.5517263,,10500,-24.796963,0.0072681364,105
499.73,-0.9196446,0.20530921,[-1.224 -0.989 -0.016 -0.82  -0.325],98.88309,1.0986054,-29.21303072629675,344.76562,27.589317,100.0,5.5178986,-6.8664554e-07,100,18.875454,8.118984,7935.337091207504,0.02278346,2.2783458,0.84498286,0.00010380682,18.12284,3351985,3.0052454,1.0989863,0.0109898625,20.530922,,10600,-19.787601,0.010380683,106
494.82,-1.0802052,0.16381937,[-1.2   -0.982 -0.019 -0.819 -0.32 ],98.905136,1.0743393,-23.471349746358,809.23737,24.471962,100.0,3.486651,-5.722046e-07,100,22.83108,7.915472,8048.323153734207,0.018890267,1.8890266,1.7263031,0.00026566183,28.680819,3401467,3.743323,1.0274959,0.01027496,16.381937,,10700,-32.406136,0.026566185,107
491.09,-1.1886958,0.06561114,[-1.195 -0.997 -0.022 -0.827 -0.345],98.87811,1.0771465,-29.92855448008928,261.4688,16.327175,100.0,2.9286616,-6.4849854e-07,100,37.530983,7.7389474,8159.321046113968,0.012663082,1.2663082,0.5561514,0.00025929583,34.14529,3450576,2.5904047,0.98152643,0.009815264,6.561114,,10800,-35.66085,0.025929585,108
489.59,-1.8278229,0.026819987,[-1.204 -0.997 -0.025 -0.835 -0.342],98.8849,1.0663973,-28.175994522941767,110.721214,25.865604,100.0,1.2906092,2.670288e-07,100,80.8835,9.293352,8270.535240411758,0.0047260616,0.4726062,-1.2616919,0.0028051843,77.48279,3499535,0.8148066,0.9721321,0.009721321,2.6819987,,10900,-54.8347,0.28051844,109
492.95,-0.8116071,0.04807555,[-1.208 -0.99  -0.027 -0.83  -0.353],98.89354,1.0668852,-26.240568673260867,64.42135,16.192326,100.0,1.7570492,1.3017655e-06,100,61.920795,6.2248573,8380.238319396973,0.007968063,0.7968062,-0.3383568,0.001191004,56.9136,3548830,0.73746043,1.0160779,0.010160779,4.807555,,11000,-24.348251,0.11910039,110
495.07,-0.8218024,1.9367694,[-1.208 -0.992 -0.022 -0.828 -0.352],98.89804,1.0590726,-25.238950855306502,6014.962,24.654093,100.0,44.998272,8.773804e-07,100,2.3323312,7.476483,8489.719143629074,0.19342709,19.34271,2.9416199,8.201746e-06,2.2223074,3598337,8.454337,2.9890761,0.029890759,193.67694,,11100,-22.197151,0.00082017464,111
485.18,-1.8779341,0.06694069,[-1.192 -0.997 -0.034 -0.829 -0.36 ],98.888626,1.0595697,-27.01705673105346,198.76886,22.621723,100.0,1.8945814,-4.386902e-07,100,54.97767,9.821816,8597.33130645752,0.010381998,1.0381998,-0.7541001,0.0014479902,52.78211,3646855,1.8307588,1.1472554,0.011472553,6.694069,,11200,-56.338005,0.14479902,112
496.56,-0.597702,0.044429317,[-1.188 -0.998 -0.029 -0.825 -0.359],98.90929,1.0551777,-22.521704841749916,52.395405,17.931065,100.0,2.513821,1.0967255e-07,100,59.86905,5.2956057,8709.108449220657,0.00804824,0.80482394,0.33795607,0.00032318075,39.780083,3696511,1.2856148,0.98302,0.0098302,4.4429317,,11300,-12.773211,0.032318074,113
492.69,-1.176154,0.037040792,[-1.177 -0.991 -0.025 -0.826 -0.364],98.91806,1.0502858,-20.186028347045998,173.2108,35.284607,100.0,2.357316,-4.196167e-07,100,52.28612,8.492652,8824.779764652252,0.007757672,0.77576727,0.0009422302,0.0006895875,42.421127,3745780,1.8067559,0.8120866,0.008120866,3.7040792,,11400,-32.572216,0.06895875,114
480.34,-1.1256264,1.6969013,[-1.175 -0.984 -0.025 -0.829 -0.369],98.88779,1.0545642,-26.949640175843406,11873.716,24.258387,100.0,30.514532,5.722046e-07,100,2.4545033,8.267558,8942.039433002472,0.16879332,16.879332,5.867482,8.8076395e-06,3.277127,3793814,12.085441,2.6775248,0.026775243,169.69014,,11500,-33.768806,0.000880764,115
462.82,-1.8047967,0.06889957,[-1.183 -1.007 -0.036 -0.847 -0.364],98.87413,1.0489448,-29.128434980246812,163.88847,21.037949,100.0,1.9793625,-3.671646e-07,100,45.947853,10.772052,9054.212326049805,0.010553228,1.0553228,-1.3098183,0.00075802556,50.521317,3840096,1.229346,0.97299695,0.009729969,6.8899574,,11600,-54.143883,0.07580256,116
474.98,-1.8723392,14.934797,[-1.184 -1.001 -0.03  -0.844 -0.37 ],98.88667,1.0135528,-26.914914189130883,1845762.8,17.323902,100.0,392.5679,-3.6239624e-07,100,1.0996928,11.103117,9168.471799850464,1.485575,148.5575,98.121,2.0078944e-07,0.254733,3887594,135.21826,15.665039,0.15665036,1493.4797,,11700,-56.17016,2.0078945e-05,117
466.73,-1.2384806,0.039423995,[-1.204 -1.009 -0.02  -0.864 -0.405],98.86662,1.0131465,-31.125852795187093,68.06959,28.529715,100.0,1.3676403,-1.1634827e-06,100,72.852066,8.458467,9281.046411514282,0.006642883,0.6642884,-0.792619,0.0022396506,73.118645,3934267,0.655735,1.0882012,0.010882012,3.9423995,,11800,-37.15438,0.22396506,118
486.23,-1.2819517,0.061635975,[-1.205 -1.013 -0.018 -0.863 -0.406],98.918365,1.0170918,-19.84827105071736,81.72755,20.774593,100.0,1.9405532,-1.6117096e-06,100,52.28348,7.6686163,9391.40499162674,0.008975909,0.8975909,-0.44939494,0.00032497002,51.531696,3982890,1.3364092,0.93956393,0.00939564,6.1635976,,11900,-38.458496,0.032497004,119
493.34,-0.6169364,0.057818364,[-1.214 -1.017 -0.023 -0.861 -0.402],98.91502,1.0170801,-20.9611931135978,32.349155,18.508091,100.0,1.5563451,1.14440915e-07,100,65.57246,6.1028366,9505.74224281311,0.0065778526,0.65778524,-0.2332251,0.0011402299,64.253105,4032224,0.536425,0.90780336,0.009078033,5.7818365,,12000,-16.731438,0.114022985,120
489.63,-1.8430196,0.0137103945,[-1.215 -1.015 -0.018 -0.863 -0.402],98.913284,1.0167588,-21.229840668962993,79.99488,16.530064,100.0,1.0151963,-2.5749208e-07,100,98.591095,8.636004,9614.276938676834,0.0011830253,0.11830253,-1.7977837,0.0076035606,98.50311,4081187,0.059185877,0.9896328,0.009896329,1.3710395,,12100,-55.29057,0.76035607,121
487.71,-0.6417955,0.021696823,[-1.216 -1.014 -0.018 -0.863 -0.402],98.911194,1.0167221,-21.65475582427997,41.572803,15.892244,100.0,1.0868193,4.7683716e-07,100,91.72728,6.1588187,9724.961975574493,0.0031089133,0.31089133,-0.53105545,0.004176627,92.01162,4129958,0.13802078,1.035222,0.010352219,2.1696823,,12200,-19.253878,0.41766268,122
494.47,-0.80891716,0.016778177,[-1.215 -1.015 -0.016 -0.864 -0.402],98.92369,1.016483,-18.867390375571798,51.866066,14.760027,100.0,1.1107552,-1.7547608e-06,100,91.83133,6.474243,9835.975054979324,0.0028645569,0.2864557,-0.66922534,0.005227813,90.02884,4179405,0.18330972,0.96045417,0.009604541,1.6778177,,12300,-24.26746,0.5227813,123
467.46,-1.814393,0.032015193,[-1.215 -1.014 -0.017 -0.866 -0.402],98.88753,1.0029396,-26.288234771191995,149.9556,19.525124,100.0,1.3174144,9.059906e-07,100,73.57364,10.954333,9940.604981899261,0.006327883,0.6327883,-1.1136252,0.0021139355,75.90626,4226151,0.968912,1.0558466,0.0105584655,3.2015193,,12400,-54.431816,0.21139356,124
492.36,-0.64201564,0.11753638,[-1.215 -1.008 -0.019 -0.861 -0.416],98.9196,0.99707854,-19.79273878070764,264.92114,18.079859,100.0,7.6004157,-2.479553e-07,100,21.041624,6.532721,10052.332653999329,0.021595608,2.1595612,1.3543252,4.821659e-05,13.157175,4275387,3.1242876,1.1148231,0.011148231,11.753638,,12500,-19.26046,0.004821659,125
480.67,-1.8278152,0.034935307,[-1.226 -1.008 -0.014 -0.87  -0.422],98.89621,0.9970308,-24.94490673240455,94.73783,23.756664,100.0,1.3547102,-7.6293946e-07,100,73.0163,10.877162,10163.619912147522,0.0062772655,0.62772655,-1.3873279,0.002208049,73.81652,4323454,0.74010223,1.0325941,0.010325939,3.4935308,,12600,-54.834435,0.2208049,126
483.18,-0.8137884,0.030976605,[-1.226 -1.01  -0.015 -0.867 -0.422],98.90402,0.9946291,-23.186420333924406,41.65322,24.413683,100.0,1.2730156,9.727478e-07,100,71.85213,7.1011395,10273.180252790451,0.0056634513,0.56634516,-0.38217944,0.0023943724,78.553635,4371772,0.5360029,0.9048533,0.009048533,3.0976605,,12700,-21.806011,0.23943725,127
485.65,-1.7819214,0.03928574,[-1.232 -1.017 -0.013 -0.873 -0.424],98.91901,0.9966217,-19.66609585201374,103.81394,20.6419,100.0,1.4137334,-2.670288e-07,100,69.0832,8.860218,10388.324569702148,0.007286499,0.7286499,-1.2041346,0.001321135,70.734695,4420337,0.9145788,1.0892006,0.0108920075,3.9285743,,12800,-53.45763,0.1321135,128
488.37,-0.69788516,4.7644224,[-1.225 -1.014 -0.015 -0.867 -0.422],98.89288,0.9749433,-26.155026815746005,32334.195,20.936543,100.0,175.30028,-3.33786e-07,100,1.3080542,7.100609,10504.371652126312,0.47359425,47.359432,9.824459,3.1231273e-06,0.57044977,4469174,19.064524,5.452284,0.054522835,476.44226,,12900,-17.981693,0.00031231274,129
481.64,-0.84780914,0.1387615,[-1.221 -1.023 -0.028 -0.876 -0.444],98.91432,0.9789709,-20.634395624671807,256.11414,20.941795,100.0,4.7738,1.9073487e-07,100,24.789354,8.386883,10616.711785316467,0.017214961,1.7214961,0.7159667,0.00016149435,20.947674,4517338,2.5683475,0.98832315,0.009883232,13.87615,,13000,-25.434277,0.016149435,130
483.14,-0.76768625,0.032834698,[-1.224 -1.015 -0.034 -0.863 -0.44 ],98.8974,0.97359955,-24.78399532185824,50.715855,14.714864,100.0,1.2840902,9.536743e-07,100,80.157135,6.956962,10728.964145898819,0.005077741,0.5077741,-0.24937123,0.0025178324,77.87615,4565652,0.62055427,1.020562,0.010205621,3.2834697,,13100,-23.030615,0.25178325,131
474.88,-1.8342471,0.020752711,[-1.23  -1.012 -0.037 -0.861 -0.445],98.891495,0.975625,-25.763512243096294,91.25602,22.589836,100.0,1.1218405,-1.335144e-07,100,89.64271,9.04333,10841.306565761566,0.0033442667,0.33442667,-1.5275381,0.004697315,89.13924,4613140,0.4152407,0.98386467,0.009838646,2.0752711,,13200,-55.02741,0.4697315,132
490.13,-0.75470126,0.6159456,[-1.224 -1.012 -0.036 -0.86  -0.443],98.90314,0.9682223,-23.735995883691395,4540.872,22.641018,100.0,36.137318,-7.4386594e-07,100,3.3933356,6.3249516,10959.137095689774,0.06169244,6.1692443,2.505528,5.0560075e-06,2.7672226,4662153,7.0423594,1.1562235,0.011562236,61.59456,,13300,-22.494316,0.00050560076,133
485.18,-1.0547302,5.6359897,[-1.253 -1.018 -0.03  -0.864 -0.451],98.90332,0.9586298,-23.45401922802293,297561.66,25.17157,100.0,269.90005,5.722046e-07,100,1.3916386,7.5554852,11074.375250816345,0.5615615,56.15615,36.422104,7.2268e-08,0.3705075,4710671,53.74989,6.6711965,0.06671196,563.599,,13400,-31.641918,7.2268003e-06,134
465.98,-1.7442746,0.031863857,[-1.241 -1.028 -0.027 -0.887 -0.46 ],98.886826,0.9584936,-26.368663734886578,115.95803,22.43547,100.0,1.441999,-2.8610229e-08,100,74.391426,10.7622385,11185.4610517025,0.0055999053,0.5599906,-0.9683281,0.001956275,69.348175,4757269,1.1262537,0.95444185,0.009544418,3.1863856,,13500,-52.328236,0.19562751,135
480.57,-1.9492636,0.2044263,[-1.247 -1.023 -0.026 -0.882 -0.46 ],98.88504,0.9559212,-27.62349819021723,1156.2122,23.42477,100.0,5.2360377,-1.1062622e-06,100,17.754644,9.481347,11296.78264451027,0.028963674,2.8963675,0.08011389,6.612985e-05,19.098412,4805326,4.5404916,1.3457178,0.013457178,20.44263,,13600,-58.477867,0.006612985,136
484.36,-1.5236788,0.11368606,[-1.258 -1.029 -0.029 -0.878 -0.463],98.91884,0.94762665,-19.657403026359717,420.96225,20.385609,100.0,3.673973,-9.536743e-08,100,27.293892,8.678223,11410.740697860718,0.017114153,1.7114155,0.16593075,0.00025459446,27.21849,4853762,3.086459,1.0485828,0.010485828,11.368607,,13700,-45.71036,0.025459448,137
493.76,-0.7584171,14.990942,[-1.251 -1.038 -0.034 -0.879 -0.471],98.923996,0.9568744,-18.76207186890199,327662.9,22.752533,100.0,1384.4275,7.05719e-07,100,1.5119234,7.261274,11526.582041025162,1.5192057,151.9206,34.939598,2.6496688e-08,0.07223202,4903138,63.158726,18.823034,0.1882303,1499.0942,,13800,-17.570662,2.6496689e-06,138
489.95,-1.7692585,0.057699755,[-1.272 -1.022 -0.024 -0.88  -0.462],98.9216,0.9613941,-19.207781547963336,81.18341,24.941067,100.0,1.2861012,-2.9087067e-07,100,62.211864,8.688553,11641.581203699112,0.008472781,0.84727806,-1.2116972,0.003021385,77.75438,4952133,0.7947546,1.0871385,0.010871386,5.7699757,,13900,-53.077744,0.3021385,139
497.14,-0.6180669,0.035728905,[-1.272 -1.026 -0.021 -0.881 -0.458],98.91817,0.9521801,-20.340659516748435,39.541065,18.54197,100.0,1.2532029,-1.3446808e-06,100,79.527626,6.2403164,11760.452385902405,0.0047104424,0.47104424,-0.2913767,0.0030935043,79.79554,5001847,0.4005264,0.928403,0.009284029,3.5728905,,14000,-13.089248,0.30935043,140
