J_sample_variance,Weights,ReturnStepMaxmin,ReturnMeanIW,MaxIW,StdIW,InitialReturnMin,EmpiricalD2,EpLenMean,ESSRenyi,MeanIWNorm,MinIW,ESSClassic,MinIWNorm,TimestepsSoFar,EpRewMean,Iteration,InitialBound,InitialReturnStd,MaxIWNorm,EpisodesSoFar,InitialReturnMean,Bound,EpThisIter,MeanEntropy,EntropyCoefficient,InitialReturnMax,MeanIW,TimeElapsed,ReturnStepMax,StdIWNorm
188.34906,[-1.085 -0.679 -0.103 -0.518  0.29 ],98.84947,1.5556102,5.735545,1.1563845,-45.56127,2.3619452,470.13,42.337986,0.010616268,0.053952806,45.73559,0.00053952803,2425552,-35.383463185457465,73,15.571123,10.075,0.05735545,7300,4.5776366e-07,16.40906,100,1.7187496,10.0,20.812693,1.0616269,5933.264295578003,100.0,0.011563844
334994.2,[-1.099 -0.681 -0.105 -0.504  0.3  ],98.85617,51.622192,517.3108,52.16458,-39.87641,372.46487,482.98,0.2684817,0.06909829,8.499338e-05,1.7243644,8.4993377e-07,2473850,-34.734085913643405,74,15.858282,10.258403,5.1731076,7400,-7.2479247e-07,43.44359,100,1.7474355,10.0,19.87421,6.9098296,6023.926424980164,100.0,0.5216458
16794.162,[-1.121 -0.676 -0.086 -0.53   0.329],98.83577,15.562784,114.35814,11.4549265,-45.728386,41.330032,464.02,2.419548,0.019263921,0.00032894785,2.750379,3.2894784e-06,2520252,-38.1021604273493,75,15.950074,12.091071,1.1435814,7500,-3.8146972e-08,23.357502,100,1.7594072,10.0,19.448044,1.926392,6109.617463827133,100.0,0.11454928
300.88803,[-1.142 -0.697 -0.063 -0.553  0.34 ],98.88397,3.1519473,7.4809737,1.232989,-50.784763,3.007802,482.79,33.24687,0.010262643,0.06287775,40.925842,0.0006287775,2568531,-28.010254186010012,76,15.901246,10.556832,0.07480974,7600,-7.8201293e-07,18.02876,100,1.7812682,10.0,19.611124,1.0262643,6190.785922527313,100.0,0.0123298885
1131712.2,[-1.117 -0.671 -0.064 -0.536  0.362],98.88751,107.42848,485.1267,49.08132,-43.955208,767.3803,482.19,0.13031349,0.0666203,1.4172515e-06,1.8090559,1.4172515e-08,2616750,-27.12182203955599,77,16.347511,9.286924,4.851267,7700,8.392334e-07,84.28201,100,1.7441233,10.0,21.926786,6.662029,6281.292277574539,100.0,0.4908132
63106.996,[-1.078 -0.722 -0.057 -0.596  0.325],98.84219,23.66168,124.6363,12.436354,-40.156853,89.140076,456.35,1.1218299,0.020111868,0.00034783533,2.54863,3.4783532e-06,2662385,-36.00773539445205,78,16.10267,9.865899,1.2463629,7800,3.528595e-07,28.744999,100,1.772122,10.0,20.097624,2.011187,6373.247938871384,100.0,0.12436353
385.37027,[-1.073 -0.724 -0.076 -0.615  0.353],98.631714,3.3650079,7.492435,1.1990688,-45.848682,2.2320452,359.32,44.80196,0.010656464,0.08010189,44.129025,0.0008010189,2698317,-66.16662829698821,79,16.192928,16.06584,0.07492435,7900,-1.5640259e-06,18.923521,100,1.7841783,10.0,31.876476,1.0656464,6439.0606944561005,100.0,0.011990688
16362.884,[-1.086 -0.718 -0.076 -0.597  0.365],98.65869,14.756156,134.97072,13.454439,-48.866592,27.08198,379.16,3.6924922,0.020960543,0.009646308,2.369514,9.6463074e-05,2736233,-64.70439786254913,80,16.212896,15.276359,1.3497071,8000,1.2969971e-06,24.608753,100,1.832938,10.0,28.574287,2.0960543,6507.3421976566315,100.0,0.13454439
2341.4631,[-1.089 -0.703 -0.088 -0.577  0.414],98.7675,6.740281,15.720961,2.3011067,-50.314186,6.442362,392.94,15.522258,0.013462132,0.012235324,25.4987,0.00012235323,2775527,-45.680330046368574,81,16.65224,17.055262,0.1572096,8100,-8.583069e-08,21.177532,100,1.8694136,10.0,30.700672,1.3462132,6574.4039623737335,100.0,0.023011068
12941.811,[-1.121 -0.689 -0.086 -0.574  0.451],98.72476,14.926205,41.90735,5.517521,-48.085476,21.506609,388.04,4.6497335,0.018066604,0.021519944,9.683499,0.00021519944,2814331,-53.402207600178784,82,17.091286,16.815533,0.41907346,8200,1.14440915e-07,26.685116,100,1.9192159,10.0,27.661736,1.8066607,6651.311424255371,100.0,0.0551752
2008.0928,[-1.108 -0.7   -0.074 -0.572  0.5  ],98.75758,5.3775415,48.870827,4.9051495,-47.972145,8.00604,397.97,12.49057,0.012948365,0.04599774,6.514339,0.00045997737,2854128,-48.23825284835714,83,17.593088,15.468993,0.48870826,8300,2.861023e-07,20.250187,100,1.939721,10.0,30.14732,1.2948365,6740.65109205246,100.0,0.049051497
169.44579,[-1.116 -0.698 -0.061 -0.551  0.521],98.85318,1.5899937,3.288001,0.73741376,-27.204823,1.7023299,462.68,58.743023,0.00919786,0.06232052,60.87316,0.00062320515,2900396,-33.96483646007052,84,18.490381,10.403473,0.03288001,8400,7.6293944e-08,19.614977,100,1.9208151,10.0,24.299004,0.9197861,6841.101373195648,100.0,0.007374137
719.4804,[-1.092 -0.69  -0.061 -0.551  0.502],98.794205,2.8104413,10.042198,1.3504641,-45.012695,2.4582593,422.96,40.67919,0.011562631,0.06632444,42.299023,0.0006632444,2942692,-43.52135478428496,85,17.70773,12.417349,0.10042198,8500,1.039505e-06,19.754816,100,1.9296864,10.0,27.585896,1.1562631,6934.164138317108,100.0,0.013504641
763.3149,[-1.124 -0.671 -0.053 -0.539  0.511],98.89665,3.228163,15.053526,1.6524879,-51.307823,4.0233045,471.0,24.85519,0.009533588,0.026949076,24.972273,0.00026949076,2989792,-24.33895499329571,86,17.586603,12.42204,0.15053526,8600,1.7166138e-07,19.350967,100,1.9553275,10.0,27.286835,0.9533588,7041.068799734116,100.0,0.01652488
4191028.0,[-1.128 -0.667 -0.066 -0.525  0.536],98.87198,203.363,2394.8672,238.24657,-33.276672,6541.422,470.6,0.015287196,0.24797064,8.3267304e-07,1.0716864,8.32673e-09,3036852,-30.124403336409934,87,18.444054,10.477553,23.948671,8700,-8.5830686e-07,132.54666,100,1.8896528,10.0,25.91777,24.797064,7147.639193534851,100.0,2.3824656
67442.836,[-1.22  -0.732 -0.089 -0.58   0.471],98.86247,26.789833,564.496,56.115364,-33.843533,102.27055,471.49,0.9777986,0.06379331,0.00029188057,1.275881,2.9188056e-06,3084001,-32.41995831525418,88,17.76841,10.744066,5.6449594,8800,-3.6239624e-07,33.714172,100,1.833287,10.0,29.493908,6.379332,7256.505342960358,100.0,0.5611536
165835900000.0,[-1.276 -0.681 -0.096 -0.563  0.414],98.86128,40723.098,250934.72,24967.678,-37.347366,16103700.0,482.19,6.209753e-06,25.094305,8.114367e-10,1.0000662,8.114367e-12,3132220,-33.445054927508274,89,17.087957,9.680742,2509.3472,8900,-6.008148e-07,35744.812,100,1.747685,10.0,19.113337,2509.4304,7366.201889514923,100.0,249.67679
188.97816,[-1.293 -0.724 -0.054 -0.625  0.329],98.8961,1.4290397,5.05863,0.68812525,-52.76159,1.5818696,476.69,63.216335,0.0095867505,0.10637749,65.99703,0.0010637749,3179889,-24.761539962225143,90,15.71813,10.718643,0.050586298,9000,7.6293946e-07,16.807678,100,1.7590622,10.0,26.164621,0.958675,7475.846390485764,100.0,0.0068812524
82.965965,[-1.311 -0.736 -0.055 -0.639  0.34 ],98.86214,0.7236369,4.988618,0.7488818,-35.79338,1.8837024,483.72,53.08694,0.008739539,0.07421542,57.66151,0.0007421542,3228261,-33.34316489963833,91,16.397509,8.04869,0.04988618,9100,1.14440915e-07,16.895187,100,1.7809075,10.0,17.04683,0.873954,7587.481255054474,100.0,0.007488818
613.0119,[-1.306 -0.741 -0.049 -0.642  0.362],98.88135,4.135029,16.781906,2.6200006,-37.62526,6.3198986,478.76,15.823039,0.01396392,0.01265444,22.12209,0.00012654439,3276137,-28.401293972063645,92,16.554897,9.667004,0.16781905,9200,-1.2016296e-06,18.465332,100,1.7483225,10.0,22.379452,1.3963919,7700.330446004868,100.0,0.026200006
115.634186,[-1.317 -0.756 -0.04  -0.664  0.329],98.90456,1.0474482,3.4132497,0.55359626,-48.258484,1.3414643,480.16,74.54541,0.009502452,0.27446416,74.66016,0.0027446416,3324153,-22.914828440725554,93,15.874608,10.417434,0.034132496,9300,-7.9154967e-07,16.553688,100,1.7369366,10.0,28.512226,0.9502452,7811.542895317078,100.0,0.0055359625
1811.7467,[-1.324 -0.765 -0.04  -0.664  0.318],98.87932,5.6683064,27.608246,4.3092575,-30.096006,8.760596,477.76,11.414748,0.015296313,0.0053853733,11.190013,5.385373e-05,3371929,-28.82965238083711,94,16.366165,8.317819,0.27608246,9400,5.912781e-07,20.039118,100,1.7340114,10.0,24.476809,1.5296314,7923.216889858246,100.0,0.04309257
1152.5559,[-1.35  -0.719 -0.038 -0.635  0.315],98.876236,5.014639,17.116323,3.2071254,-19.328087,16.439869,487.45,6.0827737,0.014066932,0.0044226986,16.134336,4.4226985e-05,3420674,-30.16372272056493,95,16.695845,7.3049083,0.17116323,9500,-4.196167e-07,19.657366,100,1.7254989,10.0,18.585182,1.4066932,8032.233742237091,100.0,0.03207125
136.2189,[-1.333 -0.696 -0.05  -0.64   0.306],98.88553,0.058613792,1.4434383,0.13316433,-52.976288,1.0186061,473.08,98.17338,0.009793521,0.68695253,98.18473,0.006869525,3467982,-27.077682559275857,96,15.489113,11.312813,0.014434382,9600,-3.8146972e-08,15.561355,100,1.728497,10.0,23.8156,0.9793521,8141.021141052246,100.0,0.0013316432
324454.6,[-1.329 -0.696 -0.05  -0.64   0.309],98.84976,56.626877,323.72885,32.186867,-46.272427,364.36676,461.48,0.27444875,0.035031557,0.00027136347,1.1707039,2.7136348e-06,3514130,-34.66445355175451,97,15.742556,10.2627125,3.2372885,9700,6.7710874e-07,44.623108,100,1.7438439,10.0,19.668169,3.5031552,8243.353775024414,100.0,0.32186866
189393.98,[-1.358 -0.628 -0.073 -0.608  0.325],98.77809,47.39009,554.78815,55.17254,-56.527416,168.16182,415.52,0.5946653,0.06659863,0.001220805,1.436159,1.2208049e-05,3555682,-46.10399522510447,98,15.554191,13.14327,5.547881,9800,-6.1035155e-07,40.612682,100,1.7656986,10.0,22.98222,6.6598644,8339.214011907578,100.0,0.55172527
36656.78,[-1.397 -0.654 -0.05  -0.638  0.347],98.86609,22.356071,111.34714,12.481822,-46.54103,59.4637,449.42,1.6816983,0.029388752,0.0018173833,5.2525916,1.8173832e-05,3600624,-30.0915552755261,99,16.105618,12.331252,1.1134714,9900,-8.9645386e-07,28.13018,100,1.7737125,10.0,20.001438,2.9388747,8442.4863884449,100.0,0.12481821
1917.3773,[-1.386 -0.664 -0.073 -0.622  0.355],98.85475,4.458235,19.199717,2.2411585,-51.913033,5.7830687,454.5,17.291857,0.011404786,0.02106093,20.569233,0.0002106093,3646074,-33.00711957355828,100,-1.7304336,10.730249,0.19199716,10000,8.773804e-07,0.29688358,100,1.7756655,,20.598118,1.1404786,8546.695658445358,100.0,0.022411583
424.16687,[-1.382 -0.644 -0.06  -0.627  0.357],98.815475,2.5920815,8.352719,1.1794808,-44.290916,2.405482,438.25,41.57171,0.0096910475,0.055276036,40.301594,0.0005527604,3689899,-40.432873043143125,101,-1.476363,11.15442,0.08352719,10100,9.3460085e-07,0.30229783,100,1.75908,,30.399075,0.9691047,8648.195681810379,100.0,0.011794809
213.2088,[-1.364 -0.647 -0.055 -0.615  0.34 ],98.86322,1.2545265,5.928302,0.8742762,-48.632214,1.7053963,455.75,58.637398,0.011612432,0.1828044,63.823235,0.0018280441,3735474,-31.16917140576769,102,-1.6210747,11.718547,0.059283018,10200,-7.4386594e-07,-0.86244714,100,1.7783159,,24.394764,1.1612432,8750.73716378212,100.0,0.008742762
253.14278,[-1.366 -0.656 -0.053 -0.614  0.359],98.86093,2.5300694,9.55946,1.3768959,-55.863457,2.6627724,460.66,37.554844,0.009963535,0.07302939,34.36728,0.0007302939,3781540,-32.03250851414925,103,-1.8621147,12.334613,0.09559459,10300,6.4849854e-07,-0.50853086,100,1.771506,,23.568836,0.9963535,8862.254128932953,100.0,0.013768958
100.922424,[-1.383 -0.658 -0.051 -0.601  0.353],98.901474,0.5536184,2.1852295,0.4055863,-54.352264,1.2092553,485.22,82.69552,0.00956845,0.2373165,84.76923,0.002373165,3830062,-23.904147290610805,104,-1.811742,10.103609,0.021852294,10400,2.479553e-07,-1.4386847,100,1.7636026,,18.851608,0.95684505,8981.265935897827,100.0,0.004055863
308.7459,[-1.366 -0.661 -0.049 -0.601  0.345],98.863174,2.8090982,8.628937,1.3118051,-30.946941,4.049862,477.88,24.6922,0.009415184,0.048447993,33.99918,0.0004844799,3877850,-32.69323325749208,105,-1.0315629,9.330035,0.08628937,10500,1.7929077e-06,0.7331495,100,1.7832046,,20.722843,0.9415184,9099.175615549088,100.0,0.013118051
76717.12,[-1.353 -0.656 -0.036 -0.592  0.364],98.886826,39.44379,250.55496,27.93352,-25.271465,349.94763,482.59,0.28575704,0.04331436,0.00013706232,2.3479767,1.3706232e-06,3926109,-27.308644251186728,106,-0.9120232,9.472591,2.5055497,10600,-5.912781e-07,22.38269,100,1.7551606,,27.360672,4.3314366,9215.502135276794,100.0,0.2793352
138.13084,[-1.322 -0.708 -0.055 -0.617  0.336],98.85501,1.7992878,9.877605,1.3090299,-34.424156,2.2865472,473.83,43.734062,0.010762947,0.08669403,40.335037,0.0008669403,3973492,-34.348927174638646,107,-1.1474719,10.265135,0.09877605,10700,-2.8610229e-08,0.06415737,100,1.7627847,,22.666004,1.0762947,9331.440863609314,100.0,0.0130902985
197.37231,[-1.319 -0.698 -0.044 -0.62   0.344],98.84833,1.6017827,9.594467,1.3497995,-44.609966,2.0003462,464.32,49.99135,0.010897437,0.0547431,39.459766,0.000547431,4019924,-35.213274181803,108,-1.4869995,11.1220045,0.09594467,10800,-5.340576e-07,-0.50133336,100,1.7499096,,26.540342,1.0897439,9439.295467376709,100.0,0.013497993
10696.992,[-1.337 -0.676 -0.049 -0.614  0.331],98.85585,9.961261,67.72927,8.357846,-37.267525,18.465618,452.7,5.41547,0.018062802,0.006494328,4.462275,6.494328e-05,4065194,-32.629516232649884,109,-1.2422503,10.310588,0.6772927,10900,4.5776366e-07,4.6231055,100,1.7838895,,22.320724,1.8062803,9546.40155673027,100.0,0.08357847
100290.92,[-1.358 -0.689 -0.035 -0.618  0.365],98.88208,34.557404,159.90779,16.286253,-33.93241,100.029785,476.02,0.9997022,0.02755714,0.0006809434,2.7833421,6.809434e-06,4112796,-28.065466644032686,110,-1.1310797,9.628116,1.5990778,11000,7.6293946e-07,23.244915,100,1.78322,,26.22598,2.7557137,9655.730312347412,100.0,0.16286251
9972.335,[-1.363 -0.606 -0.034 -0.578  0.364],98.888794,12.85366,97.22722,9.773609,-52.99847,23.781721,470.61,4.2049103,0.018367669,0.004059462,3.4113352,4.059462e-05,4159857,-26.167359973949928,111,-1.766616,10.069201,0.97227216,11100,-3.4332277e-07,4.238492,100,1.769825,,27.158699,1.8367668,9765.949288129807,100.0,0.09773609
252.243,[-1.386 -0.619 -0.011 -0.589  0.351],98.830765,2.3349977,8.49026,1.4237775,-40.03872,3.0190976,466.14,33.122482,0.010572547,0.021025846,35.542515,0.00021025845,4206471,-39.444712444117606,112,-1.3346251,9.82488,0.0849026,11200,-1.0490418e-06,0.016015053,100,1.7419075,,23.91933,1.0572547,9871.088360786438,100.0,0.0142377755
1777496.4,[-1.397 -0.635 -0.017 -0.599  0.323],98.89615,133.66687,1469.9519,146.23001,-53.579113,1272.329,482.21,0.078596026,0.15004493,1.2662539e-06,1.0418881,1.2662539e-08,4254692,-25.03850401207565,113,-1.7859707,11.12024,14.699519,11300,-3.8146972e-08,69.96181,100,1.6914953,,26.17125,15.004494,9981.973022699356,100.0,1.4623001
637.06134,[-1.48  -0.669 -0.006 -0.636  0.273],98.85904,2.7049987,15.482138,1.7583044,-29.255936,5.8465376,470.63,17.104141,0.008386004,0.010361292,18.531542,0.000103612925,4301755,-33.17171446517395,114,-0.9751983,9.449885,0.15482137,11400,-4.2915343e-07,0.347008,100,1.6855518,,25.277378,0.8386004,10091.31127524376,100.0,0.017583042
2215.917,[-1.49  -0.677  0.003 -0.624  0.267],98.8853,6.9621186,27.819042,4.212023,-23.980171,13.280698,489.82,7.5297246,0.015635686,0.013217749,12.111172,0.00013217749,4350737,-28.08949432231101,115,-0.79933894,7.7214737,0.2781904,11500,1.14440915e-07,4.049112,100,1.6861628,,18.137962,1.5635686,10204.910339832306,100.0,0.042120222
191.41307,[-1.482 -0.645  0.019 -0.608  0.267],98.838745,0.9982439,4.7532773,0.7330032,-33.64054,1.7253716,479.14,57.95853,0.009509635,0.07164823,62.73001,0.0007164823,4398651,-38.632839523456305,116,-1.1213517,8.141503,0.04753277,11600,-3.1471254e-07,-0.47468925,100,1.6826398,,23.788364,0.9509636,10313.613819122314,100.0,0.0073300316
39860.848,[-1.493 -0.642  0.01  -0.6    0.264],98.8537,18.468723,92.75889,9.357522,-39.404564,63.47274,483.3,1.5754795,0.017351676,0.00040316104,3.3241384,4.0316104e-06,4446981,-35.35503472620375,117,-1.3134845,9.891712,0.9275889,11700,9.822845e-07,8.004213,100,1.6644458,,23.924528,1.7351679,10428.043757677078,100.0,0.09357523
200.36514,[-1.534e+00 -6.601e-01  1.544e-04 -6.342e-01  2.456e-01],98.83153,2.149704,10.028835,1.6166888,-37.406097,2.9773724,473.23,33.586662,0.011214652,0.02210138,32.48683,0.00022101379,4494304,-39.86275355130289,118,-1.2468694,9.654228,0.100288354,11800,4.196167e-07,-0.0017781258,100,1.6491002,,19.300581,1.1214653,10542.864693880081,100.0,0.016166888
97.91882,[-1.531 -0.678 -0.006 -0.65   0.23 ],98.8466,1.3499357,5.9153247,0.8929508,-32.1416,1.8319271,480.69,54.587326,0.010647404,0.09256409,58.708057,0.00092564087,4542373,-36.86736709817964,119,-1.0713867,8.182599,0.059153244,11900,5.7220458e-08,-0.1001724,100,1.6601623,,20.168825,1.0647404,10657.225052595139,100.0,0.008929508
1813.4952,[-1.542 -0.676 -0.009 -0.64   0.241],98.83754,5.168145,29.969246,3.28135,-22.737217,15.590288,483.52,6.4142494,0.011563262,0.005496691,11.046367,5.496691e-05,4590725,-39.276296964056996,120,-0.75790703,7.647137,0.29969245,12000,1.7166138e-07,2.1755834,100,1.6651292,,19.658228,1.1563263,10768.605892181396,100.0,0.032813497
110.110756,[-1.54  -0.707 -0.021 -0.666  0.246],98.855545,1.7677538,7.574591,1.2642004,-36.23049,2.5968778,484.8,38.507782,0.010380901,0.03150619,40.272724,0.0003150619,4639205,-35.01576104576177,121,-1.207683,8.579819,0.07574591,12100,4.7683717e-08,-0.17840707,100,1.6357483,,19.292885,1.0380902,10884.401394844055,100.0,0.012642004
4467634.5,[-1.533 -0.71  -0.016 -0.665  0.217],98.85132,214.91492,902.63635,89.77867,-26.8894,1874.1978,485.9,0.053356163,0.09602083,5.6834295e-05,1.1309539,5.6834295e-07,4687795,-36.12317824911144,122,-0.8963141,8.043219,9.026363,12200,-6.437302e-07,176.11171,100,1.6146529,,26.287544,9.602083,10998.887580156326,100.0,0.89778686
1637.0149,[-1.445 -0.706 -0.031 -0.662  0.196],98.848145,4.7701473,129.73944,13.059005,-26.239565,9.130261,479.83,10.952589,0.023193214,0.014073146,3.0578382,0.00014073146,4735778,-36.43315044523256,123,-1.0877475,8.922784,1.2973944,12300,4.7683716e-07,1.4833734,100,1.6292206,,32.632435,2.3193216,11111.746138811111,100.0,0.13059004
1532.4869,[-1.44  -0.678 -0.045 -0.653  0.21 ],98.84587,6.6327524,43.23289,4.8338976,-46.623646,9.163492,472.59,10.91287,0.01341945,0.0029019983,7.1553583,2.9019982e-05,4783037,-36.42111186706779,124,-1.5541228,10.239922,0.4323289,12400,-1.0585785e-06,1.9282308,100,1.5858428,,22.274574,1.341945,11221.663971185684,100.0,0.048338976
813179.25,[-1.427 -0.679 -0.034 -0.655  0.167],98.8625,89.8802,957.8286,95.26417,-36.11376,134.53532,474.73,0.7432992,0.100287646,5.610882e-05,1.0960975,5.610882e-07,4830510,-32.63702730733992,125,-1.2037916,8.672291,9.578286,12500,6.1035155e-07,75.917496,100,1.5338607,,16.404478,10.028765,11334.377783536911,100.0,0.9526416
109.8395,[-1.414 -0.649 -0.051 -0.639  0.115],98.82706,0.5540016,3.2114491,0.4366424,-56.477013,1.1979342,460.98,83.47704,0.010015649,0.38108742,84.0293,0.0038108742,4876608,-39.86225179831379,126,-1.882567,12.10821,0.03211449,12600,9.536743e-08,-1.5064716,100,1.5332097,,26.78104,1.001565,11444.326936006546,100.0,0.0043664244
101.18161,[-1.421 -0.654 -0.053 -0.638  0.114],98.875305,0.86095726,3.4627833,0.62933844,-38.921104,1.4513763,481.92,68.900116,0.010933016,0.17942074,75.111664,0.0017942074,4924800,-30.047348589191458,127,-1.2973707,8.204056,0.034627832,12700,-5.0544736e-07,-0.7020247,100,1.5318089,,24.083637,1.0933017,11558.950581550598,100.0,0.006293385
2069.0198,[-1.421 -0.661 -0.052 -0.65   0.113],98.79166,6.329415,53.314224,5.884106,-36.622272,13.833972,452.62,7.228582,0.014959404,0.014910993,6.0710907,0.00014910992,4970062,-47.14882828022008,128,-1.2207425,10.517351,0.5331422,12800,1.5258789e-07,1.7889795,100,1.5274286,,21.682219,1.4959402,11663.96614074707,100.0,0.05884106
294395.8,[-1.427 -0.662 -0.053 -0.629  0.109],98.84738,56.442223,355.5086,36.075638,-19.075611,766.1793,482.64,0.13051775,0.04605227,0.00016397767,1.6034447,1.6397767e-06,5018326,-36.83166661664954,129,-0.7039597,7.2213974,3.555086,12900,-1.2397766e-07,36.956665,100,1.5336004,,21.118784,4.6052275,11779.556505680084,100.0,0.36075637
1728410.5,[-1.413 -0.614 -0.074 -0.61   0.115],98.81065,132.86957,2487.135,247.42867,-51.207626,1559.494,453.17,0.06412336,0.25340545,1.8037131e-06,1.038007,1.8037131e-08,5063643,-42.90272160846667,130,-1.7069215,10.607308,24.87135,13000,-3.8146973e-07,65.462524,100,1.4603773,,25.50373,25.340548,11886.284077167511,100.0,2.4742866
29672.035,[-1.385 -0.632 -0.064 -0.6    0.041],98.83566,17.708284,161.83517,16.084183,-31.897003,69.966995,482.19,1.4292454,0.023194958,0.0004488331,2.0372772,4.488331e-06,5111862,-39.62002352278324,131,-1.063234,7.7724323,1.6183517,13100,-4.959106e-07,8.814733,100,1.4380372,,16.468197,2.319496,12003.467022418976,100.0,0.16084182
404560.25,[-1.403 -0.63  -0.086 -0.595  0.019],98.85477,63.572475,1210.8717,120.44446,-19.934483,890.28204,494.93,0.112323955,0.12571159,0.00016088766,1.0776343,1.6088766e-06,5161355,-35.94186173301139,132,-0.9241096,8.109994,12.108717,13200,-2.2888183e-07,35.999275,100,1.4717004,,27.723278,12.571158,12116.747581243515,100.0,1.2044446
150.07135,[-1.375 -0.583 -0.095 -0.579  0.053],98.829895,0.8862608,5.851136,0.73911095,-53.607098,1.4592943,456.88,68.526276,0.009536019,0.2072428,62.471195,0.002072428,5207043,-38.85914190153197,133,-1.7869039,10.935038,0.05851136,13300,-7.2479247e-07,-1.272341,100,1.4766705,,22.535206,0.9536019,12225.181116819382,100.0,0.0073911087
1511.762,[-1.356 -0.586 -0.09  -0.58   0.058],98.82565,5.086786,17.930368,2.9236639,-22.702133,16.757404,459.66,5.967511,0.011432259,0.00072453637,13.262254,7.2453636e-06,5253009,-40.07071881889118,134,-0.7567373,9.234811,0.17930368,13400,5.722046e-07,1.9890182,100,1.4723302,,19.047617,1.1432259,12331.4399228096,100.0,0.029236637
5181.495,[-1.358 -0.58  -0.102 -0.592  0.053],98.772354,11.044087,71.13862,7.483557,-55.045906,12.175977,421.23,8.2128935,0.019281257,0.0064111236,6.2250323,6.4111235e-05,5295132,-47.947001826399735,135,-1.834864,11.657553,0.71138614,13500,-5.340576e-07,4.6414976,100,1.4522378,,18.62939,1.9281257,12434.07631611824,100.0,0.07483557
265.48697,[-1.354 -0.554 -0.114 -0.568  0.033],98.74123,1.1951499,5.592005,1.0281373,-51.00832,1.8453965,423.55,54.188896,0.010960329,0.11932606,53.19307,0.0011932605,5337487,-54.80045477855735,136,-1.7002778,13.299849,0.055920046,13600,-3.2424927e-07,-1.1145983,100,1.4483303,,27.349052,1.096033,12532.429334878922,100.0,0.010281374
207.41925,[-1.341 -0.557 -0.12  -0.567  0.029],98.73125,1.9169927,7.0444613,0.9304887,-54.089447,2.007018,411.29,49.82516,0.009708082,0.11849653,52.11968,0.0011849653,5378616,-55.267320340905734,137,-1.8029822,12.94011,0.07044461,13700,-5.626678e-07,-0.6372783,100,1.4453386,,18.046408,0.9708082,12630.37817955017,100.0,0.009304888
6070.3496,[-1.349 -0.568 -0.112 -0.573  0.026],98.74994,7.8516726,36.36655,3.6427846,-54.03204,11.751196,436.37,8.509772,0.009292291,0.006038581,6.109426,6.038581e-05,5422253,-54.56001005129575,138,-1.801068,12.230298,0.3636655,13800,1.66893e-07,1.6776085,100,1.4444206,,21.21776,0.929229,12733.966445922852,100.0,0.036427848
135.7783,[-1.348 -0.583 -0.122 -0.565  0.026],98.8412,2.4015,15.187349,1.8964219,-51.487095,2.5737839,471.92,38.853302,0.013060604,0.10168303,32.171364,0.0010168302,5469445,-37.47125433284909,139,-1.7162364,9.998872,0.15187348,13900,4.7683717e-08,-0.351861,100,1.4648507,,20.297977,1.3060603,12843.237517595291,100.0,0.01896422
473011.84,[-1.357 -0.582 -0.124 -0.556  0.046],98.84465,67.59443,607.61884,60.642048,-24.184494,539.16284,478.83,0.18547273,0.072544344,7.220253e-05,1.4108745,7.220253e-07,5517328,-37.194140046108764,140,-0.80614924,6.9376864,6.076188,14000,5.531311e-07,48.875725,100,1.4579031,,18.609585,7.2544346,12958.136019706726,100.0,0.60642046
49728786000.0,[-1.34  -0.521 -0.137 -0.523  0.039],98.806015,22300.027,175418.22,17453.867,-52.460796,9377148.0,439.05,1.0664223e-05,17.544434,2.5877918e-09,1.000298,2.5877918e-11,5561233,-42.58441179110751,141,-1.7486949,12.642507,1754.1821,14100,-1.4591217e-06,16945.156,100,1.3857135,,23.241856,1754.4436,13061.647963762283,100.0,174.53865
1167.5632,[-1.314 -0.479 -0.104 -0.511 -0.033],98.76167,4.4405103,21.163288,2.3307269,-39.50294,3.453786,435.07,28.953735,0.010540438,0.016842483,16.979334,0.00016842483,5604740,-51.84562069851173,142,-1.316766,10.690127,0.21163288,14200,-1.1825562e-06,1.9933867,100,1.3477527,,21.567432,1.0540437,13169.57024860382,100.0,0.023307268
3509.7188,[-1.318 -0.476 -0.105 -0.511 -0.071],98.82356,7.411008,80.99406,8.133296,-33.974483,20.177656,456.4,4.955977,0.016246164,0.0060217227,3.8368716,6.0217226e-05,5650380,-40.26318186350744,143,-1.1324813,9.74763,0.8099406,14300,1.6021728e-06,2.323947,100,1.3623327,,28.716194,1.6246164,13277.083813428879,100.0,0.08133296
150.79321,[-1.307 -0.501 -0.101 -0.511 -0.057],98.80037,1.3670537,7.0270534,1.1499748,-35.169,2.1597157,451.65,46.30239,0.010751771,0.026566362,46.642326,0.0002656636,5695545,-45.082497438377985,144,-1.1722987,10.2432995,0.07027053,14400,1.3732911e-06,-0.35575497,100,1.3583086,,22.803429,1.075177,13386.569867610931,100.0,0.011499748
54101.52,[-1.291 -0.515 -0.095 -0.514 -0.061],98.846054,24.98943,282.86115,29.431103,-55.150887,84.99757,473.53,1.1765043,0.04010206,0.0005058622,1.8227668,5.058622e-06,5742898,-36.44731291818306,145,-1.8383635,9.483332,2.8286114,14500,-5.531311e-07,8.040802,100,1.3745617,,23.637936,4.010206,13496.507286071777,100.0,0.29431102
