MeanIW,TimestepsSoFar,InitialReturnMax,InitialReturnStd,MeanIWNorm,Iteration,ReturnStepMaxmin,EpLenMean,MeanEntropy,TimeElapsed,EpRewMean,EpisodesSoFar,EpThisIter,InitialBound,MinIW,ESSClassic,EmpiricalD2,EntropyCoefficient,InitialReturnMean,StdIWNorm,MaxIW,Weights,Bound,ESSRenyi,ReturnMeanIW,MinIWNorm,J_sample_variance,InitialReturnMin,ReturnStepMax,MaxIWNorm,StdIW
7.0542936,3540,33.927227,12.600159,0.07054293,1,92.924065,35.4,1.2286454,10.070014953613281,-107.5568281044892,100,100,13.058543,1.2626494e-06,1.1384083,303.09763,10.0,-1.2207031e-06,0.6573827,661.05426,[-0.563 -1.093 -0.809 -1.04   0.   ],215.92934,0.3299267,223.33165,1.26264945e-08,5030678.5,-16.716774,100.0,6.6105423,65.738266
52.22037,7314,35.446266,12.850243,0.5222037,2,93.35704,37.74,1.1021873,27.473036527633667,-106.4843891880312,200,100,11.104908,5.6388966e-08,1.7027576,7476.81,10.0,-3.967285e-06,3.967658,3800.7812,[-0.41  -0.997 -0.681 -0.966 -0.19 ],191.3917,0.013374688,282.53607,5.6388966e-10,5615008.5,-18.87548,100.0,38.007812,396.7658
1.3642257,11512,36.47122,13.949574,0.013642257,3,93.93335,41.98,1.0273535,43.706507444381714,-106.34935503665909,300,100,9.80617,0.0034326385,12.685225,7.5021057,10.0,5.41687e-06,0.0357916,32.385082,[-0.483 -1.03  -0.64  -0.921 -0.317],12.373248,13.329591,5.429532,3.4326386e-05,2773.9817,-21.962639,100.0,0.3238508,3.5791595
2.201066,15837,45.56275,15.466562,0.02201066,4,94.15433,43.25,0.9525007,59.92118978500366,-104.78766527235737,400,100,8.754767,8.3658684e-05,2.2543633,124.68981,10.0,-8.888244e-06,0.14493385,144.78333,[-0.512 -1.077 -0.647 -0.917 -0.392],46.726234,0.80199015,54.160378,8.365868e-07,324496.56,-21.863762,100.0,1.4478332,14.493386
1.1400158,19754,36.504547,14.362344,0.0114001585,5,93.57576,39.17,1.0172448,75.82197213172913,-106.23375677623373,500,100,8.308193,0.007397897,10.78605,15.750103,10.0,4.15802e-06,0.03278657,26.938852,[-0.455 -1.073 -0.649 -0.971 -0.466],17.232092,6.349165,11.888758,7.397897e-05,11665.233,-18.957298,100.0,0.26938853,3.278657
1.123389,23830,51.092915,16.272936,0.01123389,6,93.87993,40.76,0.95345336,89.89746475219727,-104.34696940817828,600,100,8.469351,0.00025443858,20.60915,4.3559065,10.0,-4.959106e-07,0.022048816,17.399782,[-0.454 -1.06  -0.637 -1.004 -0.402],11.173933,22.957335,5.1939006,2.5443858e-06,5997.7803,-21.593811,100.0,0.17399782,2.204882
1.0204337,27728,37.614513,14.984013,0.010204337,7,93.59976,38.98,0.88569766,104.84489750862122,-105.25069297462014,700,100,8.280718,0.03880542,41.178196,2.0291734,10.0,2.1362305e-06,0.01219608,9.475275,[-0.486 -1.039 -0.676 -0.982 -0.466],11.250969,49.28115,4.1800437,0.0003880542,905.7437,-19.21923,100.0,0.09475275,1.219608
3.8142993,31726,66.59219,16.139458,0.03814299,8,93.808075,39.98,0.9228523,119.67926383018494,-103.78664527518502,800,100,6.6372337,0.0024172158,1.7104133,92.25076,10.0,-2.822876e-06,0.28914657,291.14084,[-0.475 -1.091 -0.696 -1.008 -0.533],27.230274,1.0840019,39.321743,2.4172157e-05,202323.86,-20.541222,100.0,2.9114084,28.914658
1.5096254,35764,33.316315,13.855879,0.015096253,9,93.82551,40.38,0.97281057,135.54219770431519,-104.47299073156314,900,100,8.11798,0.003514641,13.690422,12.7705345,10.0,3.8146973e-07,0.037904453,29.082829,[-0.467 -1.086 -0.743 -0.979 -0.496],17.385925,7.830526,11.626448,3.5146408e-05,7866.621,-20.202713,100.0,0.2908283,3.7904453
1.1532905,39617,36.256153,14.595967,0.011532906,10,93.48562,38.53,0.9449909,150.2266457080841,-106.2352004155527,1000,100,8.519564,0.003871424,10.226207,16.795208,10.0,-3.7002565e-06,0.03417088,32.246044,[-0.468 -1.134 -0.732 -1.02  -0.446],16.948284,5.954079,12.451201,3.871424e-05,11247.371,-18.40487,100.0,0.32246044,3.4170883
2.4602604,43334,37.882153,14.846698,0.024602603,11,93.359634,37.17,0.8737068,164.4523220062256,-104.82623062625348,1100,100,8.187172,0.0015444575,2.9875033,36.72911,10.0,1.2588501e-06,0.14019763,140.3159,[-0.472 -1.159 -0.696 -1.06  -0.474],30.378881,2.722636,29.294582,1.5444575e-05,99171.09,-18.544022,100.0,1.403159,14.019765
1.0974317,47691,44.287083,15.486734,0.010974315,12,94.2852,43.57,0.85822135,181.06021690368652,-102.71200815955208,1200,100,7.260825,0.022875916,26.50991,4.683943,10.0,-6.828308e-06,0.018272068,13.360509,[-0.505 -1.254 -0.722 -1.122 -0.545],8.783646,21.349535,3.3963645,0.00022875916,2502.6082,-24.279785,100.0,0.1336051,1.8272069
1.022592,52248,36.571995,15.617344,0.010225919,13,94.52684,45.57,0.8948848,197.90975737571716,-101.92110211576102,1300,100,7.3631477,0.3330564,81.30761,1.2344632,10.0,1.0681152e-06,0.004903081,4.400026,[-0.52  -1.246 -0.713 -1.149 -0.561],8.493721,81.00687,0.8993329,0.003330564,422.77637,-24.348389,100.0,0.044000257,0.4903081
0.98625475,56758,42.936714,16.747892,0.009862548,14,94.438614,45.1,0.87091005,215.04559063911438,-102.85920802971053,1400,100,7.517625,0.04158489,31.380575,2.9490561,10.0,-1.5258789e-07,0.014584185,11.659363,[-0.523 -1.262 -0.725 -1.154 -0.524],11.569599,33.909153,5.3183126,0.0004158489,1388.2592,-25.688034,100.0,0.11659362,1.4584185
0.8988039,61188,29.628124,14.175898,0.008988039,15,94.31807,44.3,0.8828097,231.03953337669373,-103.70487072206592,1500,100,7.7214985,0.093478486,44.22264,2.1715095,10.0,1.8692017e-06,0.010094193,6.5775037,[-0.514 -1.247 -0.687 -1.141 -0.548],9.538987,46.050915,2.1662276,0.0009347848,423.43762,-22.786446,100.0,0.06577504,1.0094193
2.1277208,65437,54.597397,17.097857,0.021277208,16,94.149414,42.49,0.88476557,247.00159668922424,-103.05084549531114,1600,100,7.008175,0.0013914595,4.4299536,32.906208,10.0,-8.926391e-06,0.09882707,95.35594,[-0.509 -1.261 -0.689 -1.171 -0.536],21.450796,3.0389402,23.04288,1.3914595e-05,32520.422,-23.64885,100.0,0.9535594,9.882709
1.3090537,69817,34.874714,14.827965,0.013090535,17,94.25281,43.8,0.878067,263.6108400821686,-103.96358806592771,1700,100,7.685167,0.0041495655,8.71765,9.57901,10.0,1.9073486e-06,0.04235953,39.545433,[-0.517 -1.241 -0.703 -1.114 -0.534],12.409833,10.439492,7.227068,4.1495652e-05,6620.7563,-24.660004,100.0,0.39545432,4.2359524
1.0966536,73969,45.370216,15.980358,0.010966537,18,94.05213,41.52,0.89163584,279.3275454044342,-102.71781783105463,1800,100,7.268327,0.037741546,15.442084,4.9909434,10.0,-2.4032593e-06,0.025662186,23.638966,[-0.497 -1.281 -0.673 -1.15  -0.541],11.655404,20.036291,6.117678,0.00037741545,1918.8302,-21.99546,100.0,0.23638965,2.5662186
1.0232265,78265,29.42339,15.426684,0.010232265,19,94.177826,42.96,0.9203672,294.35971760749817,-103.58039986274443,1900,100,7.9355755,0.15585262,72.90811,1.3358979,10.0,-2.3651123e-06,0.006237397,3.7171915,[-0.538 -1.244 -0.704 -1.12  -0.527],8.669644,74.85602,0.5995682,0.0015585261,310.418,-23.05899,100.0,0.037171915,0.6237398
1.0277604,82353,34.95392,16.107655,0.010277603,20,93.95172,40.88,0.92346984,309.55544877052307,-103.18676297148268,2000,100,8.038542,0.008548959,23.73438,4.457743,10.0,5.722046e-07,0.018423293,14.356967,[-0.548 -1.252 -0.722 -1.115 -0.499],10.369527,22.432877,3.5948117,8.548959e-05,959.6807,-20.992195,100.0,0.14356966,1.8423293
0.7957406,86586,38.266098,14.363173,0.0079574045,21,94.054184,42.33,0.96781284,323.49962639808655,-104.67815534287963,2100,100,7.959161,0.09443593,35.33845,4.4774895,10.0,-1.335144e-06,0.010763927,9.153247,[-0.548 -1.266 -0.724 -1.092 -0.495],10.806572,22.333944,3.8274887,0.0009443593,1413.3339,-20.714722,100.0,0.09153247,1.0763928
1.0163639,90891,53.69976,15.274164,0.010163639,22,94.18288,43.05,1.0010984,339.7197654247284,-103.68864834083325,2200,100,7.8881354,0.046922635,38.032322,3.0083039,10.0,-9.155273e-07,0.012973445,9.332108,[-0.541 -1.267 -0.694 -1.083 -0.451],11.412369,33.24132,4.5060296,0.00046922633,480.33926,-20.803833,100.0,0.09332107,1.2973444
2.0149357,95078,43.729946,15.630449,0.020149358,23,94.00992,41.87,0.992835,356.6381995677948,-104.46749129319967,2300,100,8.55332,0.0009149063,5.1215835,60.254784,10.0,5.340576e-07,0.08672468,80.554665,[-0.536 -1.273 -0.679 -1.066 -0.418],26.674377,1.6596192,28.061,9.149063e-06,50901.758,-20.768875,100.0,0.80554664,8.672468
