MaxIW,ReturnMeanIW,Bound,InitialReturnStd,TimeElapsed,EntropyCoefficient,Weights,MinIW,MeanIWNorm,ESSClassic,StdIWNorm,ReturnStepMaxmin,MeanEntropy,TimestepsSoFar,InitialBound,EpThisIter,MinIWNorm,InitialReturnMax,InitialReturnMean,EpRewMean,J_sample_variance,ReturnStepMax,MaxIWNorm,Iteration,InitialReturnMin,EpisodesSoFar,EpLenMean,MeanIW,ESSRenyi,StdIW,EmpiricalD2
661.05426,223.33165,215.92934,12.600159,10.190558433532715,10.0,[-0.563 -1.093 -0.809 -1.04   0.   ],1.2626494e-06,0.07054293,1.1384083,0.6573827,92.924065,1.2286454,3540,13.058543,100,1.26264945e-08,33.927227,-1.2207031e-06,-107.5568281044892,5030678.5,100.0,6.6105423,1,-16.716774,100,35.4,7.0542936,0.3299267,65.738266,303.09763
3800.7812,282.53607,191.3917,12.850243,28.626837015151978,10.0,[-0.41  -0.997 -0.681 -0.966 -0.19 ],5.6388966e-08,0.5222037,1.7027576,3.967658,93.35704,1.1021873,7314,11.104908,100,5.6388966e-10,35.446266,-3.967285e-06,-106.4843891880312,5615008.5,100.0,38.007812,2,-18.87548,200,37.74,52.22037,0.013374688,396.7658,7476.81
32.385082,5.429532,12.373248,13.949574,47.27391076087952,10.0,[-0.483 -1.03  -0.64  -0.921 -0.317],0.0034326385,0.013642257,12.685225,0.0357916,93.93335,1.0273535,11512,9.80617,100,3.4326386e-05,36.47122,5.41687e-06,-106.34935503665909,2773.9817,100.0,0.3238508,3,-21.962639,300,41.98,1.3642257,13.329591,3.5791595,7.5021057
144.78333,54.160378,46.726234,15.466562,64.93314218521118,10.0,[-0.512 -1.077 -0.647 -0.917 -0.392],8.3658684e-05,0.02201066,2.2543633,0.14493385,94.15433,0.9525007,15837,8.754767,100,8.365868e-07,45.56275,-8.888244e-06,-104.78766527235737,324496.56,100.0,1.4478332,4,-21.863762,400,43.25,2.201066,0.80199015,14.493386,124.68981
26.938852,11.888758,17.232092,14.362344,81.14601945877075,10.0,[-0.455 -1.073 -0.649 -0.971 -0.466],0.007397897,0.0114001585,10.78605,0.03278657,93.57576,1.0172448,19754,8.308193,100,7.397897e-05,36.504547,4.15802e-06,-106.23375677623373,11665.233,100.0,0.26938853,5,-18.957298,500,39.17,1.1400158,6.349165,3.278657,15.750103
17.399782,5.1939006,11.173933,16.272936,95.34422421455383,10.0,[-0.454 -1.06  -0.637 -1.004 -0.402],0.00025443858,0.01123389,20.60915,0.022048816,93.87993,0.95345336,23830,8.469351,100,2.5443858e-06,51.092915,-4.959106e-07,-104.34696940817828,5997.7803,100.0,0.17399782,6,-21.593811,600,40.76,1.123389,22.957335,2.204882,4.3559065
9.475275,4.1800437,11.250969,14.984013,110.14027237892151,10.0,[-0.486 -1.039 -0.676 -0.982 -0.466],0.03880542,0.010204337,41.178196,0.01219608,93.59976,0.88569766,27728,8.280718,100,0.0003880542,37.614513,2.1362305e-06,-105.25069297462014,905.7437,100.0,0.09475275,7,-19.21923,700,38.98,1.0204337,49.28115,1.219608,2.0291734
291.14084,39.321743,27.230274,16.139458,125.27746939659119,10.0,[-0.475 -1.091 -0.696 -1.008 -0.533],0.0024172158,0.03814299,1.7104133,0.28914657,93.808075,0.9228523,31726,6.6372337,100,2.4172157e-05,66.59219,-2.822876e-06,-103.78664527518502,202323.86,100.0,2.9114084,8,-20.541222,800,39.98,3.8142993,1.0840019,28.914658,92.25076
29.082829,11.626448,17.385925,13.855879,140.61246919631958,10.0,[-0.467 -1.086 -0.743 -0.979 -0.496],0.003514641,0.015096253,13.690422,0.037904453,93.82551,0.97281057,35764,8.11798,100,3.5146408e-05,33.316315,3.8146973e-07,-104.47299073156314,7866.621,100.0,0.2908283,9,-20.202713,900,40.38,1.5096254,7.830526,3.7904453,12.7705345
32.246044,12.451201,16.948284,14.595967,154.68572974205017,10.0,[-0.468 -1.134 -0.732 -1.02  -0.446],0.003871424,0.011532906,10.226207,0.03417088,93.48562,0.9449909,39617,8.519564,100,3.871424e-05,36.256153,-3.7002565e-06,-106.2352004155527,11247.371,100.0,0.32246044,10,-18.40487,1000,38.53,1.1532905,5.954079,3.4170883,16.795208
140.3159,29.294582,30.378881,14.846698,168.27641344070435,10.0,[-0.472 -1.159 -0.696 -1.06  -0.474],0.0015444575,0.024602603,2.9875033,0.14019763,93.359634,0.8737068,43334,8.187172,100,1.5444575e-05,37.882153,1.2588501e-06,-104.82623062625348,99171.09,100.0,1.403159,11,-18.544022,1100,37.17,2.4602604,2.722636,14.019765,36.72911
13.360509,3.3963645,8.783646,15.486734,184.43695974349976,10.0,[-0.505 -1.254 -0.722 -1.122 -0.545],0.022875916,0.010974315,26.50991,0.018272068,94.2852,0.85822135,47691,7.260825,100,0.00022875916,44.287083,-6.828308e-06,-102.71200815955208,2502.6082,100.0,0.1336051,12,-24.279785,1200,43.57,1.0974317,21.349535,1.8272069,4.683943
4.400026,0.8993329,8.493721,15.617344,201.326340675354,10.0,[-0.52  -1.246 -0.713 -1.149 -0.561],0.3330564,0.010225919,81.30761,0.004903081,94.52684,0.8948848,52248,7.3631477,100,0.003330564,36.571995,1.0681152e-06,-101.92110211576102,422.77637,100.0,0.044000257,13,-24.348389,1300,45.57,1.022592,81.00687,0.4903081,1.2344632
11.659363,5.3183126,11.569599,16.747892,217.63831305503845,10.0,[-0.523 -1.262 -0.725 -1.154 -0.524],0.04158489,0.009862548,31.380575,0.014584185,94.438614,0.87091005,56758,7.517625,100,0.0004158489,42.936714,-1.5258789e-07,-102.85920802971053,1388.2592,100.0,0.11659362,14,-25.688034,1400,45.1,0.98625475,33.909153,1.4584185,2.9490561
6.5775037,2.1662276,9.538987,14.175898,234.13618516921997,10.0,[-0.514 -1.247 -0.687 -1.141 -0.548],0.093478486,0.008988039,44.22264,0.010094193,94.31807,0.8828097,61188,7.7214985,100,0.0009347848,29.628124,1.8692017e-06,-103.70487072206592,423.43762,100.0,0.06577504,15,-22.786446,1500,44.3,0.8988039,46.050915,1.0094193,2.1715095
95.35594,23.04288,21.450796,17.097857,249.28919863700867,10.0,[-0.509 -1.261 -0.689 -1.171 -0.536],0.0013914595,0.021277208,4.4299536,0.09882707,94.149414,0.88476557,65437,7.008175,100,1.3914595e-05,54.597397,-8.926391e-06,-103.05084549531114,32520.422,100.0,0.9535594,16,-23.64885,1600,42.49,2.1277208,3.0389402,9.882709,32.906208
39.545433,7.227068,12.409833,14.827965,265.3351421356201,10.0,[-0.517 -1.241 -0.703 -1.114 -0.534],0.0041495655,0.013090535,8.71765,0.04235953,94.25281,0.878067,69817,7.685167,100,4.1495652e-05,34.874714,1.9073486e-06,-103.96358806592771,6620.7563,100.0,0.39545432,17,-24.660004,1700,43.8,1.3090537,10.439492,4.2359524,9.57901
23.638966,6.117678,11.655404,15.980358,280.62916684150696,10.0,[-0.497 -1.281 -0.673 -1.15  -0.541],0.037741546,0.010966537,15.442084,0.025662186,94.05213,0.89163584,73969,7.268327,100,0.00037741545,45.370216,-2.4032593e-06,-102.71781783105463,1918.8302,100.0,0.23638965,18,-21.99546,1800,41.52,1.0966536,20.036291,2.5662186,4.9909434
3.7171915,0.5995682,8.669644,15.426684,295.63336300849915,10.0,[-0.538 -1.244 -0.704 -1.12  -0.527],0.15585262,0.010232265,72.90811,0.006237397,94.177826,0.9203672,78265,7.9355755,100,0.0015585261,29.42339,-2.3651123e-06,-103.58039986274443,310.418,100.0,0.037171915,19,-23.05899,1900,42.96,1.0232265,74.85602,0.6237398,1.3358979
14.356967,3.5948117,10.369527,16.107655,311.09377121925354,10.0,[-0.548 -1.252 -0.722 -1.115 -0.499],0.008548959,0.010277603,23.73438,0.018423293,93.95172,0.92346984,82353,8.038542,100,8.548959e-05,34.95392,5.722046e-07,-103.18676297148268,959.6807,100.0,0.14356966,20,-20.992195,2000,40.88,1.0277604,22.432877,1.8423293,4.457743
9.153247,3.8274887,10.806572,14.363173,325.7186131477356,10.0,[-0.548 -1.266 -0.724 -1.092 -0.495],0.09443593,0.0079574045,35.33845,0.010763927,94.054184,0.96781284,86586,7.959161,100,0.0009443593,38.266098,-1.335144e-06,-104.67815534287963,1413.3339,100.0,0.09153247,21,-20.714722,2100,42.33,0.7957406,22.333944,1.0763928,4.4774895
9.332108,4.5060296,11.412369,15.274164,342.7288324832916,10.0,[-0.541 -1.267 -0.694 -1.083 -0.451],0.046922635,0.010163639,38.032322,0.012973445,94.18288,1.0010984,90891,7.8881354,100,0.00046922633,53.69976,-9.155273e-07,-103.68864834083325,480.33926,100.0,0.09332107,22,-20.803833,2200,43.05,1.0163639,33.24132,1.2973444,3.0083039
80.554665,28.061,26.674377,15.630449,359.537314414978,10.0,[-0.536 -1.273 -0.679 -1.066 -0.418],0.0009149063,0.020149358,5.1215835,0.08672468,94.00992,0.992835,95078,8.55332,100,9.149063e-06,43.729946,5.340576e-07,-104.46749129319967,50901.758,100.0,0.80554664,23,-20.768875,2300,41.87,2.0149357,1.6596192,8.672468,60.254784
871.54834,147.7727,104.22094,14.204462,375.0968656539917,10.0,[-0.537 -1.277 -0.652 -1.122 -0.426],0.0018665068,0.09498464,1.1868124,0.8667022,93.94656,1.0859283,99215,8.7721,100,1.8665067e-05,34.687576,3.7384034e-06,-104.53028723122708,2357976.5,100.0,8.715484,24,-21.324028,2400,41.37,9.498465,0.045157637,86.67021,2214.4648
17.295952,3.9199848,12.487781,14.520522,392.4751546382904,10.0,[-0.51  -1.332 -0.648 -1.107 -0.333],0.016853472,0.011446633,20.140162,0.022793472,94.71834,1.0919154,104043,9.852718,100,0.00016853472,30.19704,2.4795531e-06,-103.35926490398703,1161.9935,100.0,0.17295952,25,-26.143303,2500,48.28,1.1446632,18.325207,2.2793472,5.4569645
7.2859917,2.5724382,10.634414,14.668092,409.1408438682556,10.0,[-0.477 -1.35  -0.65  -1.082 -0.327],0.026461413,0.009582103,43.07371,0.011015676,94.61205,1.0810639,108805,9.301803,100,0.00026461412,48.52069,5.41687e-06,-104.47702519835767,652.02203,100.0,0.07285991,26,-26.114426,2600,47.62,0.95821035,34.623302,1.1015675,2.8882282
7.59638,2.0575953,9.740623,15.408158,426.2553446292877,10.0,[-0.482 -1.348 -0.651 -1.049 -0.338],0.08592923,0.012253229,45.87307,0.013310009,94.42963,1.0794768,113342,8.72681,100,0.0008592923,62.514725,-3.3950805e-06,-103.67885812508213,919.78986,100.0,0.0759638,27,-22.64167,2700,45.37,1.2253228,44.84515,1.3310009,2.2298956
10.753695,7.248569,14.909279,14.723323,444.2768483161926,10.0,[-0.5   -1.335 -0.635 -1.068 -0.339],0.006145212,0.011383773,29.341385,0.017665604,94.89557,1.0180644,118375,9.596606,100,6.145212e-05,35.944714,-4.5013426e-06,-103.28809148345383,2204.3333,100.0,0.10753694,28,-24.308838,2800,50.33,1.1383772,22.607323,1.7665603,4.4233456
18.267277,9.571173,16.130333,14.647404,461.21307730674744,10.0,[-0.536 -1.384 -0.7   -1.092 -0.401],0.0040356186,0.010960869,17.189322,0.024057958,94.52461,1.0091286,123022,9.103037,100,4.0356186e-05,32.328075,-4.234314e-06,-103.98561633645373,4889.833,100.0,0.18267277,29,-24.00824,2900,46.47,1.0960869,9.307759,2.405796,10.743725
