ReturnMeanIW,EmpiricalD2,MinIWNorm,InitialBound,EpRewMean,ReturnStepMax,EpThisIter,StdIWNorm,EpLenMean,MeanIWNorm,J_sample_variance,Weights,TimestepsSoFar,EntropyCoefficient,Bound,MeanIW,Iteration,MeanEntropy,InitialReturnStd,StdIW,InitialReturnMean,ReturnStepMaxmin,MaxIWNorm,InitialReturnMin,InitialReturnMax,EpisodesSoFar,MinIW,ESSRenyi,ESSClassic,TimeElapsed,MaxIW
135.28064,172.63416,1.0397951e-07,5.963817,-107.5568281044892,100.0,100,0.39494172,35.4,0.04593251,1814107.1,[-0.563 -1.093 -0.809 -1.04   0.   ],3540,4.823527,126.4275,4.593251,1,1.2451248,12.600159,39.494175,-1.2207031e-06,92.924065,3.9693847,-16.716774,33.927227,100,1.0397951e-05,0.57925963,1.3345636,10.38955807685852,396.93848
403.46893,12359.286,8.666339e-10,4.728549,-103.72120578155909,100.0,100,13.844838,38.35,1.4161507,13462308.0,[-0.436 -1.027 -0.704 -0.963 -0.174],7375,1.2254243,238.45862,141.61508,2,1.161141,17.292873,1384.4839,-1.2207031e-06,93.59081,139.1613,-19.239166,44.912224,200,8.666339e-08,0.008091082,1.0354352,27.392447471618652,13916.131
1.2552077,1.5708983,0.0013963523,4.442293,-105.74946878043482,100.0,100,0.0079844985,41.31,0.01026248,377.36594,[-0.436 -1.017 -0.647 -1.067 -0.258],11506,4.9986877,5.288825,1.026248,3,1.1487931,14.728526,0.7984499,1.6403199e-06,93.88021,0.054591313,-20.976883,40.9024,300,0.13963524,63.657845,62.29257,44.32538819313049,5.4591312
27.031916,21.033255,0.0005999127,3.9723287,-106.1797892776695,100.0,100,0.058429874,35.4,0.017281922,58849.605,[-0.435 -1.064 -0.654 -1.101 -0.27 ],15046,4.9637227,25.234482,1.7281921,4,1.2747787,14.594286,5.842988,-1.0299683e-06,93.001144,0.5034379,-17.969269,53.149086,400,0.05999127,4.754376,8.044376,58.603936433792114,50.34379
14.8827095,27.42011,0.00013723047,5.319742,-105.8896196380652,100.0,100,0.04918342,41.56,0.01260425,24000.906,[-0.481 -1.03  -0.629 -1.069 -0.144],19202,4.9869957,16.263247,1.2604251,5,1.3837019,13.34197,4.918342,-5.722046e-07,93.90426,0.4885809,-21.925491,31.624527,500,0.0137230465,3.6469584,6.162715,73.6975576877594,48.858093
14.460888,5.74952,3.825968e-05,5.597036,-105.28185064504946,100.0,100,0.04852632,42.03,0.0154518075,12119.363,[-0.469 -1.089 -0.634 -1.069 -0.035],23405,4.972815,17.571272,1.5451812,6,1.2626715,13.397597,4.8526325,-9.155273e-07,93.99016,0.45639327,-20.848358,39.644176,600,0.0038259681,17.392757,9.205811,88.47662711143494,45.639328
8.150759,6.194929,3.5856687e-05,5.0841975,-104.61398799416307,100.0,100,0.025286498,41.09,0.013663615,3963.393,[-0.48  -1.109 -0.605 -1.083 -0.156],27514,4.981715,11.344703,1.3663615,7,1.2552454,14.123766,2.5286496,-2.2888183e-07,93.90805,0.21915919,-21.938866,36.874794,700,0.0035856687,16.142235,22.599457,103.81268525123596,21.915918
43.263466,23.336529,9.587139e-06,4.8640623,-103.4384663614555,100.0,100,0.11616948,43.53,0.02203634,168366.88,[-0.392 -1.22  -0.614 -1.13  -0.164],31867,4.940179,42.553963,2.203634,8,1.2372743,16.069036,11.616949,-1.1825562e-06,94.24748,1.168052,-23.269653,42.36489,800,0.00095871394,4.2851276,3.4732995,119.09761309623718,116.8052
2.15811,2.1683142,0.00048048896,5.043536,-104.38922911078913,100.0,100,0.011242883,41.83,0.010961235,556.1107,[-0.286 -1.38  -0.65  -1.239 -0.182],36050,4.9951963,6.773396,1.0961235,9,1.2608392,14.227536,1.1242884,4.043579e-06,94.00889,0.07590411,-21.416168,34.285183,900,0.0480489,46.11878,48.731754,135.79221773147583,7.590411
0.7428181,1.2214055,0.0037201275,5.253916,-102.35374071114627,100.0,100,0.0036530322,45.82,0.009716043,250.80911,[-0.248 -1.387 -0.613 -1.269 -0.158],40632,4.9985805,6.065075,0.9716043,10,1.296968,14.911075,0.36530322,1.2588501e-06,94.53235,0.024724059,-26.529327,31.508453,1000,0.37201276,81.872894,87.61473,153.17715620994568,2.472406
24.091099,42.816994,7.6274006e-07,4.835532,-103.11585291376657,100.0,100,0.08587976,42.94,0.022514353,41795.348,[-0.232 -1.399 -0.608 -1.284 -0.122],44926,4.937818,19.114517,2.2514353,11,1.1777682,15.579143,8.5879755,-1.1062622e-06,94.19722,0.7624054,-23.076622,49.479187,1100,7.627401e-05,2.3355212,6.430873,168.5946695804596,76.24054
17.9943,25.459873,4.1835465e-05,4.6941814,-104.44527020385071,100.0,100,0.059449915,41.41,0.014114015,36549.777,[-0.183 -1.411 -0.661 -1.259 -0.241],49067,4.979472,17.945711,1.4114014,12,1.2008089,15.802026,5.9449925,-3.4332277e-07,93.95555,0.5908125,-21.7127,35.839775,1200,0.0041835466,3.9277494,5.335623,183.81457328796387,59.081253
3.599441,4.3072457,0.0010535626,4.671117,-102.15438775038243,100.0,100,0.018497566,45.77,0.012232074,927.35956,[-0.227 -1.415 -0.7   -1.306 -0.218],53644,4.988852,6.944794,1.2232072,13,1.2250714,15.212733,1.8497565,4.959106e-07,94.536194,0.14779015,-27.405937,39.987846,1300,0.10535626,23.216692,30.424685,200.3426215648651,14.779015
354.67325,2722.7197,2.148311e-09,4.9279933,-103.45686100391512,100.0,100,1.6817213,42.55,0.17370544,12726756.0,[-0.212 -1.466 -0.693 -1.312 -0.194],57899,4.2449603,296.88754,17.370548,14,1.105467,15.412328,168.17212,5.645752e-06,94.13716,16.905664,-22.275925,35.921085,1400,2.1483112e-07,0.03672798,1.0556263,216.17687225341797,1690.5664
10.955123,19.611683,0.00023037403,4.234352,-102.10448529097613,100.0,100,0.06843343,47.33,0.016087338,6846.55,[-0.248 -1.5   -0.62  -1.318 -0.313],62632,4.969656,11.100825,1.6087338,15,1.1815072,14.834035,6.8433423,-1.5258789e-07,94.685425,0.6717093,-27.052513,38.789467,1500,0.023037404,5.0990014,5.2368627,236.49141669273376,67.17093
173.4094,1051.4724,2.6195272e-07,4.6411543,-102.71126955779107,100.0,100,0.46479765,47.17,0.05191743,3016068.5,[-0.234 -1.514 -0.573 -1.342 -0.238],67349,4.794745,137.8047,5.1917434,16,1.138645,15.440984,46.479767,-3.0517577e-07,94.645065,4.6681414,-26.315933,37.991444,1600,2.6195274e-05,0.09510473,1.2322917,253.01337051391602,466.81415
4.446464,7.176727,4.398376e-05,4.3772783,-103.24156933585034,100.0,100,0.04305659,50.48,0.015455736,1616.857,[-0.172 -1.541 -0.518 -1.299 -0.28 ],72397,4.9727955,6.491891,1.5455736,17,1.1202512,12.888304,4.305659,2.670288e-06,94.90961,0.39737102,-25.137512,39.478497,1700,0.004398376,13.9339285,11.414638,271.4605574607849,39.737103
18.604267,51.42435,9.21207e-07,4.398854,-103.96814571077955,100.0,100,0.09976271,45.57,0.01898501,41210.965,[-0.186 -1.559 -0.503 -1.349 -0.299],76954,4.9552765,15.181387,1.8985012,18,1.0493088,12.125802,9.976271,-3.3569336e-06,94.437,0.99363035,-22.29528,36.07196,1800,9.21207e-05,1.944604,3.494906,287.7459406852722,99.36304
865.8146,3435.4182,7.887602e-08,4.354271,-103.2050550294046,100.0,100,3.239146,45.16,0.33210328,75978450.0,[-0.254 -1.546 -0.519 -1.395 -0.37 ],81470,3.6231165,816.72363,33.21033,19,0.8852511,12.472482,323.9146,1.335144e-06,94.42936,32.56072,-24.299248,26.768227,1900,7.887602e-06,0.029108537,1.0402646,304.94494009017944,3256.072
7.0149837,3.696496,0.00087832456,2.9583788,-101.22338037359503,100.0,100,0.031976987,48.32,0.012813466,3149.5618,[-0.077 -1.561 -0.455 -1.435 -0.534],86302,4.9859524,8.816019,1.2813466,20,0.9272468,13.442942,3.1976984,-3.1280517e-06,94.81029,0.24747205,-26.979256,44.03621,2000,0.08783246,27.052647,13.83527,325.01740527153015,24.747206
6.7732997,8.114749,0.0001311959,3.4714334,-99.80764322539613,100.0,100,0.020520167,46.54,0.010854424,2436.931,[-0.11  -1.584 -0.452 -1.446 -0.492],90956,4.9957294,7.937065,1.0854425,21,0.89714056,14.553837,2.0520165,2.822876e-06,94.71089,0.15033667,-25.605812,34.944107,2100,0.0131195905,12.32324,21.862957,341.8873791694641,15.033667
3.655588,4.0146627,0.00052729435,3.528785,-101.17141815664145,100.0,100,0.011208302,43.95,0.008897214,827.2762,[-0.08  -1.56  -0.473 -1.428 -0.522],95351,4.994489,6.50512,0.88972145,22,0.9544244,12.731639,1.1208303,-5.340576e-06,94.39607,0.08958193,-25.514824,28.70739,2200,0.052729435,24.908693,38.65511,357.5938198566437,8.958193
1.3459371,1.320242,0.0033548735,3.7462275,-102.31879813934248,100.0,100,0.00714536,44.67,0.011403805,261.46094,[-0.079 -1.574 -0.475 -1.461 -0.465],99818,4.992986,5.0944924,1.1403805,23,0.9868489,13.338063,0.7145361,-2.822876e-06,94.4189,0.048600104,-26.166534,30.776745,2300,0.33548737,75.74369,71.808205,374.99904346466064,4.8600106
12.002608,15.122999,1.4970223e-05,3.4569225,-100.87391348769499,100.0,100,0.04553711,44.66,0.012467021,12165.314,[-0.056 -1.589 -0.471 -1.481 -0.432],104284,4.98768,10.993528,1.2467021,24,0.94953907,14.943571,4.5537114,5.722046e-06,94.48259,0.42426288,-23.594856,44.31984,2400,0.0014970223,6.612445,6.972758,391.42370653152466,42.42629
5.0988617,3.2054577,3.159657e-05,3.3818855,-101.6301261584138,100.0,100,0.015394078,48.52,0.010464338,2679.9136,[-0.074 -1.592 -0.468 -1.44  -0.469],109136,4.9976788,7.243521,1.0464339,25,0.9184218,14.929734,1.5394078,7.6293944e-08,94.81079,0.112769976,-25.760475,40.9743,2500,0.0031596571,31.196793,31.604242,408.19661831855774,11.276998
12.264654,33.75981,6.1657756e-06,3.4237242,-101.91881531829353,100.0,100,0.09524315,47.19,0.019760802,13221.471,[-0.016 -1.607 -0.434 -1.448 -0.501],113855,4.9514337,10.022057,1.9760803,26,0.9181343,13.623663,9.524315,-1.7166137e-06,94.6805,0.88798994,-26.988342,35.05149,2600,0.00061657757,2.962102,4.1270323,425.02583026885986,88.798996
22.040054,28.97186,4.526375e-05,3.1414082,-99.29852075126088,100.0,100,0.12087691,47.45,0.02480579,20976.268,[-9.914e-04 -1.615e+00 -4.327e-01 -1.499e+00 -5.008e-01],118600,4.9265165,18.836525,2.4805787,27,0.93314826,14.546281,12.087691,-6.4468386e-06,94.814606,1.2048185,-29.816986,43.4777,2700,0.0045263753,3.451625,4.0411453,441.49884510040283,120.48185
92.53115,1362.5964,1.3187221e-05,3.6332846,-99.78575408770386,100.0,100,1.2465224,50.05,0.1353312,840373.6,[ 0.114 -1.633 -0.429 -1.511 -0.486],123605,4.411023,58.79423,13.533119,28,0.99168974,14.239844,124.65226,-4.997253e-06,95.01256,12.535283,-28.110954,30.973568,2800,0.0013187221,0.0733893,1.164948,459.0436363220215,1253.5283
4.446393,4.2819643,9.840833e-05,3.8404384,-100.88253188762761,100.0,100,0.011897703,44.5,0.009704546,1011.89575,[ 0.094 -1.615 -0.428 -1.554 -0.427],128055,4.9985228,6.9353504,0.97045463,29,0.960771,14.869288,1.1897702,-4.9591063e-06,94.46596,0.070792854,-25.076279,33.54016,2900,0.009840833,23.353767,39.951134,476.2756028175354,7.0792856
23.325855,57.591454,2.682419e-05,3.2315917,-99.96369085445627,100.0,100,0.26158503,44.27,0.034171652,42376.26,[ 0.165 -1.606 -0.387 -1.542 -0.458],132482,4.880591,16.124596,3.4171653,30,0.96923774,15.234063,26.158499,-5.378723e-06,94.4839,2.622395,-27.150818,47.167732,3000,0.002682419,1.7363688,1.6778667,491.64846563339233,262.2395
41.78955,17.147314,3.9757828e-07,2.1657689,-98.298321809785,100.0,100,0.05285987,50.62,0.010788309,177824.83,[ 0.175 -1.565 -0.385 -1.56  -0.45 ],137544,4.9960604,35.177216,1.078831,31,0.89812523,17.424187,5.2859874,-2.0599366e-06,95.11623,0.5241702,-30.997974,80.41252,3100,3.975783e-05,5.831817,3.9988136,508.2357425689697,52.417023
10.681748,13.234166,7.935094e-05,3.1015396,-100.0918601775889,100.0,100,0.047724135,48.43,0.014571482,15381.003,[ 0.234 -1.548 -0.396 -1.557 -0.521],142387,4.977195,10.109135,1.4571483,32,0.90024674,14.844445,4.7724137,-3.2043456e-06,94.86654,0.47341383,-28.32602,41.6725,3200,0.007935094,7.5561996,8.527502,524.7338390350342,47.341385
9.914091,11.144107,0.00023124687,3.1075418,-98.60721458306426,100.0,100,0.042251196,45.28,0.01291845,10424.802,[ 0.196 -1.594 -0.394 -1.601 -0.519],146915,4.985429,10.088942,1.291845,33,0.9682952,15.363943,4.2251196,-4.4250487e-06,94.64456,0.39411616,-26.815193,41.810616,3300,0.023124687,8.973352,8.549287,540.7787399291992,39.411617
4.054316,5.988059,0.000110721994,3.8560069,-98.55304171185546,100.0,100,0.02002213,46.31,0.008990883,713.7444,[ 0.227 -1.598 -0.377 -1.578 -0.451],151546,4.994957,6.418266,0.89908826,34,0.95605487,13.955573,2.0022128,4.0817263e-06,94.743774,0.17650224,-28.809006,29.564198,3400,0.0110722,16.699902,16.78064,555.3208713531494,17.650225
3.4196625,3.7219617,0.0003334579,3.803839,-99.81323702636072,100.0,100,0.01624972,48.06,0.012129402,978.864,[ 0.218 -1.6   -0.378 -1.542 -0.463],156352,4.9893646,6.4154224,1.2129402,35,0.9779864,13.706541,1.6249719,-3.2043456e-06,94.84631,0.10888349,-29.292969,26.040154,3500,0.03334579,26.867552,35.7809,572.2045550346375,10.88835
56.896427,87.65245,7.147529e-07,2.9618762,-97.67639498086034,100.0,100,0.15599418,48.71,0.025015602,305353.28,[ 0.198 -1.63  -0.368 -1.571 -0.441],161223,4.9254827,43.22278,2.5015602,36,0.8887142,16.987633,15.599417,-2.3269654e-06,94.98947,1.5610934,-28.658958,57.841606,3600,7.147529e-05,1.1408694,2.5071368,587.7062079906464,156.10934
1.0148888,1.4179441,0.0019727908,2.9281216,-99.2796610329358,100.0,100,0.005480946,45.03,0.009432825,375.31827,[ 0.177 -1.598 -0.333 -1.595 -0.53 ],165726,4.9971647,3.6918125,0.9432825,37,0.8968053,15.816909,0.54809463,1.2969971e-06,94.590515,0.028027458,-26.780212,45.463516,3700,0.1972791,70.52464,74.75968,604.8075749874115,2.8027458
20.149454,49.38422,6.262404e-06,3.1447773,-98.55716879798014,100.0,100,0.09601768,46.66,0.018883362,34665.11,[ 0.181 -1.579 -0.34  -1.582 -0.522],170392,4.95578,15.313915,1.8883358,38,0.9233501,16.41819,9.6017685,4.577637e-06,94.77551,0.9650413,-28.860085,40.177612,3800,0.0006262404,2.0249383,3.7237065,621.2463729381561,96.50413
3.8437304,5.7193184,0.00015128145,3.2618337,-98.98292218312197,100.0,100,0.05661961,50.86,0.01486527,1340.445,[ 0.209 -1.612 -0.3   -1.602 -0.496],175478,4.975733,5.205879,1.4865268,39,0.9249776,13.348412,5.6619616,-1.6784668e-06,95.107635,0.5362336,-32.12882,40.647453,3900,0.015128145,17.4846,6.448552,638.564882516861,53.623363
0.6660661,1.2532796,0.0025284758,2.6804178,-98.25761846426487,100.0,100,0.0046525733,51.88,0.009652665,215.87608,[ 0.186 -1.645 -0.293 -1.611 -0.494],180666,4.998264,3.100261,0.9652664,40,0.9225265,15.347461,0.46525732,2.1743774e-06,95.21211,0.024876315,-33.303177,58.33416,4000,0.25284758,79.79066,81.14756,656.7269382476807,2.4876316
7.6072416,6.755246,8.6241555e-05,3.4084482,-98.89605610269057,100.0,100,0.020228283,48.88,0.010828066,3507.7273,[ 0.187 -1.638 -0.292 -1.618 -0.496],185554,4.9958615,9.292608,1.0828066,41,0.96382815,13.009935,2.0228286,3.1280517e-06,94.95352,0.17766006,-30.942253,36.125618,4100,0.008624156,14.803309,22.272078,671.6043288707733,17.766006
7.3808494,9.23321,3.537305e-05,3.711166,-99.07503090644468,100.0,100,0.020788053,47.83,0.009000618,3544.981,[ 0.202 -1.611 -0.262 -1.625 -0.455],190337,4.9950056,8.658154,0.9000618,42,0.9297298,13.020424,2.0788054,-4.310608e-06,94.85721,0.15191723,-29.520966,33.23912,4200,0.0035373052,10.83047,15.786896,687.7175259590149,15.191724
0.53282154,1.1197065,0.0034278189,3.5170534,-100.48432164667233,100.0,100,0.00324176,43.28,0.0099403085,255.86539,[ 0.209 -1.592 -0.271 -1.644 -0.489],194665,4.9997015,3.9183612,0.99403083,43,0.9166435,13.916411,0.32417598,-6.866455e-06,94.35655,0.020839795,-26.224846,33.94767,4300,0.3427819,89.30912,90.38681,701.6864984035492,2.0839796
252.42995,812.12665,3.6253966e-06,3.0031786,-100.6439959815245,100.0,100,0.54233253,44.6,0.063505605,6696393.0,[ 0.198 -1.591 -0.272 -1.635 -0.502],199125,4.7395034,211.56482,6.35056,44,0.87827265,14.76832,54.23325,3.0517577e-07,94.48682,5.4575896,-26.325676,47.401184,4400,0.00036253966,0.1231335,1.3526278,717.8371570110321,545.759
1.4771111,1.5102623,0.0030578098,2.788304,-98.02244052601938,100.0,100,0.00823444,47.77,0.01024357,391.40298,[ 0.093 -1.482 -0.277 -1.591 -0.541],203902,4.998782,3.9910684,1.0243571,45,0.8970172,13.873021,0.8234441,-5.340576e-06,94.89607,0.07639612,-31.164772,48.091606,4500,0.30578098,66.21367,60.74604,735.4031484127045,7.6396127
143.77728,437.34055,8.290946e-09,3.1448853,-99.86368723397325,100.0,100,0.45304742,41.76,0.051809534,2049094.0,[ 0.125 -1.511 -0.282 -1.603 -0.522],208078,4.7952623,119.59999,5.180952,46,0.8028839,15.796797,45.304745,6.065369e-06,94.21726,4.556922,-25.054329,40.2062,4600,8.290946e-07,0.22865477,1.2908896,751.4357717037201,455.6922
15.7784395,9.997804,1.375411e-05,1.1422837,-99.73339569228983,100.0,100,0.08777197,43.02,0.021930382,17416.336,[ 0.138 -1.542 -0.245 -1.669 -0.616],212380,4.9407024,10.271172,2.193038,47,0.7234252,16.381775,8.777197,1.3732911e-06,94.36339,0.8414078,-23.49759,86.16411,4700,0.001375411,10.002197,5.8759913,766.4337136745453,84.14078
4.8931003,5.480397,0.00038031762,2.357835,-99.65378664686172,100.0,100,0.017240772,46.68,0.01264728,2070.4038,[ 0.16  -1.531 -0.252 -1.687 -0.695],217048,4.986781,5.558518,1.2647281,48,0.7246067,13.701663,1.7240771,2.632141e-06,94.73035,0.1028041,-28.16426,37.778805,4800,0.038031764,18.246853,34.985657,782.1539030075073,10.280411
51.42298,249.85635,1.687561e-05,2.2108593,-100.17460404038735,100.0,100,0.23266138,41.37,0.033846572,174730.61,[ 0.176 -1.525 -0.273 -1.672 -0.694],221185,4.8821774,32.75272,3.3846579,49,0.74799585,15.223742,23.26614,5.569458e-06,94.157135,2.2976203,-25.710304,42.365402,4900,0.001687561,0.40022996,2.0724578,796.5004324913025,229.76204
15.042833,17.067764,7.874825e-05,2.2822037,-97.87442068629066,100.0,100,0.06582318,45.57,0.018688954,20220.35,[ 0.144 -1.595 -0.282 -1.702 -0.671],225742,4.9567432,12.68562,1.8688955,50,0.7394615,16.627728,6.582319,9.155273e-07,94.70444,0.631561,-29.266975,43.733288,5000,0.007874825,5.8589983,7.4600472,811.8117437362671,63.156097
5427.695,846188.25,8.336547e-08,1.7567902,-99.29465256854293,100.0,100,29.782747,44.76,2.996884,2948984800.0,[ 0.11  -1.587 -0.313 -1.71  -0.679],230218,0.2522219,3642.8306,299.6884,51,0.7571558,15.672283,2978.2744,3.0899048e-06,94.56325,299.33145,-24.543816,58.215603,5100,8.336548e-06,0.00011817701,1.0023863,827.5265309810638,29933.145
3.8045049,3.365414,0.00061650085,2.2499022,-98.65203363520739,100.0,100,0.016877377,44.41,0.011689475,1641.0474,[ 0.111 -1.475 -0.318 -1.657 -0.662],234659,4.9915595,4.7996826,1.1689475,52,0.7638396,15.073529,1.6877377,-1.5640259e-06,94.55722,0.11074796,-28.696014,46.076256,5200,0.061650086,29.714027,32.419254,846.202959060669,11.074797
7.8862805,19.956383,5.483055e-05,2.4571443,-99.03225378707282,100.0,100,0.096902475,45.38,0.0161887,5546.994,[ 0.098 -1.497 -0.305 -1.68  -0.655],239197,4.969152,5.6765513,1.6188701,53,0.779795,14.9008045,9.690248,1.0299683e-06,94.63542,0.97503227,-25.232971,40.86165,5300,0.005483055,5.010928,2.7151852,861.621509552002,97.50323
20.200539,47.789284,3.2813882e-06,2.7301939,-99.77247547182498,100.0,100,0.07757987,44.51,0.017931297,27314.38,[ 0.07  -1.52  -0.297 -1.673 -0.639],243648,4.9605002,16.093098,1.7931299,54,0.80079126,13.877435,7.757987,1.2588501e-06,94.516846,0.6465987,-26.056015,35.063465,5400,0.00032813882,2.0925193,5.0713396,876.562287569046,64.659874
261.73975,632.7285,4.3893625e-08,2.9861274,-99.56101430538352,100.0,100,0.9090528,46.58,0.096547194,7125745.0,[ 0.04  -1.556 -0.295 -1.672 -0.618],248306,4.585461,239.47667,9.65472,55,0.72829604,14.486878,90.9053,3.1280517e-06,94.72516,9.140679,-26.436691,30.534966,5500,4.3893624e-06,0.15804566,1.1153978,892.0072841644287,914.068
3.2781916,3.407731,0.00014787365,2.3048193,-100.5003920807722,100.0,100,0.0145308385,42.54,0.010704588,2319.7908,[ 0.033 -1.497 -0.281 -1.579 -0.691],252560,4.996478,4.335836,1.0704588,56,0.70552045,12.766818,1.453084,-4.615784e-06,94.275024,0.111756496,-23.908318,40.09969,5600,0.014787366,29.34504,35.178505,907.0891857147217,11.17565
3.4190722,2.6428547,7.1846174e-05,2.1104517,-98.28796782509993,100.0,100,0.014017016,46.07,0.010794412,1436.7517,[ 0.029 -1.487 -0.284 -1.594 -0.713],257167,4.9960294,4.5240526,1.0794412,57,0.6823057,15.13276,1.4017016,-1.411438e-06,94.73311,0.0958422,-28.447502,42.514465,5700,0.0071846177,37.83787,37.22709,922.8002254962921,9.58422
0.9489272,1.3114871,0.0016412836,1.7916944,-98.08498375402469,100.0,100,0.0064407857,48.03,0.011025276,388.8729,[ 0.021 -1.489 -0.304 -1.581 -0.737],261970,4.9948764,2.4766335,1.1025276,58,0.6772426,15.75132,0.6440786,-2.670288e-07,94.91568,0.03148846,-30.062706,48.595016,5800,0.16412836,76.24932,74.556175,939.1639802455902,3.1488461
6.9313827,5.4117146,0.00017309265,1.6568649,-98.26801816152843,100.0,100,0.024285631,43.67,0.011604412,5752.205,[ 0.009 -1.493 -0.31  -1.592 -0.742],266337,4.9919844,6.209985,1.1604412,59,0.6613794,15.872009,2.428563,-1.7929077e-06,94.49952,0.22062351,-26.584007,51.88038,5900,0.017309265,18.478432,18.588108,955.0806357860565,22.062351
10.583692,16.914824,2.5854832e-05,1.9836266,-100.14964036782348,100.0,100,0.05927658,45.4,0.015543567,20179.355,[ 0.005 -1.497 -0.338 -1.595 -0.758],270877,4.9723587,8.379007,1.5543567,60,0.65112334,12.302846,5.9276586,1.2207031e-06,94.58812,0.58306795,-26.03099,39.698143,6000,0.0025854832,5.911974,6.433613,969.6848046779633,58.306797
8.296156,4.6780186,0.00032297,2.0410569,-99.207573496117,100.0,100,0.025258806,46.43,0.014295206,1901.968,[-0.019 -1.451 -0.331 -1.589 -0.768],275520,4.97857,9.13816,1.4295206,61,0.69677377,15.335077,2.5258806,-2.5939942e-06,94.72658,0.18415782,-27.541954,36.436718,6100,0.032297,21.376572,24.259565,986.2866747379303,18.415783
48.015503,110.95338,1.7992944e-06,1.9653368,-98.65046320244471,100.0,100,0.14293763,46.67,0.02015754,285128.75,[-0.039 -1.471 -0.325 -1.609 -0.722],280187,4.949469,35.310246,2.0157537,62,0.66473484,15.465349,14.293763,-2.2506713e-06,94.77243,1.4351721,-28.368423,45.55589,6200,0.00017992944,0.90127945,1.9499772,1001.4909205436707,143.51721
8.544666,5.111409,0.00012423984,1.6063274,-98.69000679519476,100.0,100,0.027221737,44.8,0.013653674,2788.4075,[-0.07  -1.492 -0.302 -1.622 -0.754],284667,4.981765,7.879927,1.3653674,63,0.64593726,14.561511,2.7221737,-1.4495849e-06,94.59419,0.14371128,-26.011482,51.520355,6300,0.012423985,19.564077,20.100672,1017.6954646110535,14.371128
147.73447,90.77247,7.2001603e-07,1.8690814,-98.37955477813082,100.0,100,0.5692813,48.6,0.07566744,1861031.2,[-0.066 -1.492 -0.291 -1.6   -0.773],289527,4.6822114,137.58377,7.5667443,64,0.60064834,12.836279,56.928127,-5.264282e-06,94.95146,5.702751,-28.991302,40.817986,6400,7.20016e-05,1.1016556,1.7360351,1033.0797410011292,570.27515
1.7697783,1.766444,0.0015058323,1.4629354,-98.96049432237743,100.0,100,0.008890331,47.44,0.010460707,226.97194,[-0.088 -1.548 -0.309 -1.612 -0.818],294271,4.997697,2.6085536,1.0460708,65,0.57745755,14.416342,0.88903314,-1.8310546e-06,94.82797,0.05814769,-27.720284,46.209137,6500,0.15058324,56.61091,58.062115,1051.0530796051025,5.8147693
2.185785,1.7767634,0.0010115985,1.4250073,-98.40980705057167,100.0,100,0.010226952,47.66,0.011607268,515.96216,[-0.077 -1.546 -0.316 -1.618 -0.841],299037,4.99197,3.1259296,1.1607268,66,0.5787892,13.822213,1.0226953,2.0980835e-06,94.870346,0.06053727,-29.31186,43.868473,6600,0.101159856,56.282112,56.296623,1067.3997557163239,6.053727
1.527857,1.5351622,0.0005226212,1.3112131,-98.49406010896284,100.0,100,0.005943793,51.25,0.009892833,575.4409,[-0.055 -1.533 -0.303 -1.604 -0.84 ],304162,4.999464,2.495883,0.98928344,67,0.5858734,14.800974,0.59437925,-4.4250487e-06,95.15633,0.039594103,-31.04779,47.481853,6700,0.05226212,65.139694,73.47634,1085.4797241687775,3.9594102
