InitialReturnMean,Weights,TimestepsSoFar,MinIWNorm,EmpiricalD2,MeanIWNorm,InitialReturnMin,ESSRenyi,MeanEntropy,StdIWNorm,EpisodesSoFar,MinIW,MaxIWNorm,J_sample_variance,InitialReturnMax,InitialReturnStd,StdIW,ReturnStepMax,EntropyCoefficient,EpLenMean,ReturnMeanIW,ESSClassic,Iteration,ReturnStepMaxmin,MeanIW,EpThisIter,Bound,InitialBound,MaxIW,EpRewMean,TimeElapsed
1.6403199e-06,[-1.008 -0.804 -0.355 -0.919 -0.274],46513,0.0002732841,2.9653733,0.012163758,-26.238007,33.72257,1.1522067,0.012992106,1100,0.02732841,0.07294672,774.4391,35.318592,13.324033,1.2992107,100.0,4.989193,50.16,4.567807,46.71071,11,94.93089,1.2163761,100,8.289071,4.545903,7.294672,-102.05320990136059,168.08184552192688
4.0817263e-06,[-1.089 -0.824 -0.371 -0.934 -0.267],51358,6.43915e-06,77.63556,0.033491224,-22.6305,1.2880696,1.1126496,0.25024235,1200,0.00064391503,2.5155923,527757.6,37.1878,12.140987,25.024231,100.0,4.883913,48.45,71.21657,1.7596664,12,94.74539,3.3491225,100,65.72846,4.521444,251.55923,-103.06801073524072,185.73760390281677
-3.013611e-06,[-1.166 -0.821 -0.365 -0.981 -0.306],56020,1.1868409e-06,21.962202,0.033273682,-23.66536,4.5532775,1.0307525,0.1378223,1300,0.00011868409,1.0488499,94041.08,30.355198,12.437586,13.782229,100.0,4.8849754,46.62,38.4937,5.507566,13,94.55339,3.3273683,100,38.78703,4.5514045,104.884995,-103.65034416089064,203.50791549682617
-2.3651123e-06,[-1.229 -0.876 -0.366 -1.004 -0.388],61205,2.8659972e-06,1832.2589,0.087970436,-25.905838,0.05457744,1.015176,0.81000686,1400,0.00028659974,8.144412,11441992.0,43.503006,13.534913,81.00069,100.0,4.624959,51.85,335.99026,1.1657449,14,95.092545,8.797044,100,278.61404,3.70366,814.4412,-101.30060527848516,221.76712679862976
-1.6021728e-06,[-1.247 -0.904 -0.375 -1.083 -0.404],65896,6.8712734e-06,36.945168,0.017005289,-23.351982,2.706714,0.98241943,0.07623651,1500,0.00068712735,0.6853718,10505.564,38.91085,12.124983,7.6236506,100.0,4.965096,46.91,12.327573,4.7397327,15,94.63356,1.700529,100,9.321712,3.77885,68.537186,-102.41484137443797,241.53926467895508
8.010864e-07,[-1.257 -0.911 -0.347 -1.053 -0.437],70884,5.9844584e-05,7.0683403,0.011576208,-24.863518,14.147593,0.961756,0.021830827,1600,0.0059844586,0.15162891,6619.049,50.56853,14.385608,2.1830826,100.0,4.992125,49.88,8.455336,21.947262,16,94.97221,1.1576207,100,8.775099,3.22648,15.162891,-100.45281306140059,257.3748424053192
-1.5258789e-07,[-1.248 -0.935 -0.331 -1.102 -0.457],75808,0.0026294836,1.3559395,0.010593959,-22.719902,73.7496,0.946418,0.006083574,1700,0.26294836,0.04298824,850.2313,62.726063,16.227688,0.6083575,100.0,4.997031,49.24,2.1057386,75.20139,17,94.866264,1.0593959,100,4.4003105,2.7179108,4.2988243,-101.77264567312446,274.26112961769104
9.918213e-07,[-1.285 -0.943 -0.344 -1.11  -0.473],80758,0.00053965684,2.3726487,0.01175702,-24.488625,42.146988,0.938829,0.026278846,1800,0.053965684,0.24740645,1835.4905,39.83548,12.933454,2.6278849,100.0,4.9912224,49.5,3.1877003,16.677921,18,94.87184,1.175702,100,5.8282647,3.4042416,24.740646,-102.17206285641927,291.80426001548767
-3.7765503e-06,[-1.266 -0.94  -0.326 -1.129 -0.48 ],85931,0.00042010625,10.638524,0.020326378,-27.680466,9.3998,1.0107044,0.08143184,1900,0.042010628,0.7767388,119530.93,47.181023,15.032166,8.143184,100.0,4.948634,51.73,37.03099,5.8651843,19,95.13179,2.0326378,100,36.902958,3.121441,77.67388,-100.05125075982266,310.26257395744324
-5.378723e-06,[-1.283 -0.97  -0.348 -1.141 -0.408],90744,0.0004353663,6.449372,0.012451453,-23.71518,15.505386,1.0809137,0.03317489,2000,0.04353663,0.29928246,1958.8474,35.04146,11.915786,3.3174891,100.0,4.9877577,48.13,5.926813,12.347658,20,94.75578,1.2451454,100,8.351818,3.885468,29.928247,-102.13695846865636,327.08485436439514
-2.3269654e-06,[-1.298 -0.987 -0.328 -1.161 -0.338],95969,0.00036609537,32.252983,0.02057544,-23.864052,3.1004884,1.082973,0.09769285,2100,0.036609538,0.96679425,240732.33,50.66532,14.004419,9.769286,100.0,4.947401,52.25,53.899105,4.2474008,21,95.12775,2.057544,100,49.66577,3.7157216,96.67943,-101.16252309408952,345.5995988845825
4.196167e-07,[-1.325 -0.974 -0.363 -1.171 -0.336],100560,1.9973513e-05,75.808846,0.026249781,-23.109688,1.3191073,1.1026479,0.15645896,2200,0.0019973514,1.504665,37978.28,31.693806,12.038148,15.645897,100.0,4.919408,45.91,22.358496,2.7377563,22,94.577896,2.6249783,100,18.584454,4.358405,150.4665,-101.50946942437457,362.6436035633087
-6.1416627e-06,[-1.359 -1.014 -0.327 -1.206 -0.316],105603,0.003519245,1.1900586,0.010254936,-24.984543,84.02948,1.1014177,0.0044090664,2300,0.3519245,0.02815843,201.52188,47.852623,13.3928585,0.44090667,100.0,4.9987254,50.43,0.5652705,84.39861,23,94.988716,1.0254935,100,4.3308773,3.9181457,2.815843,-101.14452984872288,380.5343475341797
-5.722046e-06,[-1.358 -1.012 -0.33  -1.215 -0.318],110263,0.0017469802,1.5386243,0.01035835,-25.008278,64.993126,1.1077675,0.0054944786,2400,0.17469802,0.030243756,455.4239,50.349167,14.419903,0.5494479,100.0,4.9982085,46.6,2.1423616,78.041695,24,94.69867,1.035835,100,5.5974226,3.8287768,3.0243757,-100.22079383267878,394.63518357276917
1.3732911e-06,[-1.352 -1.011 -0.314 -1.233 -0.311],115163,0.0004908154,2.005289,0.011377521,-26.857841,49.868122,1.1043813,0.010245697,2500,0.04908154,0.049689874,286.54205,44.344666,11.199841,1.0245697,100.0,4.9931173,49.0,1.8984324,55.22,25,94.87242,1.137752,100,5.319548,4.0606833,4.9689875,-101.12583270862268,410.87082386016846
-5.722046e-06,[-1.376 -1.015 -0.316 -1.216 -0.315],120127,6.213486e-05,13.22163,0.019864416,-21.771324,7.563364,1.1025372,0.058888674,2600,0.0062134857,0.4374137,25682.852,50.661602,12.722164,5.8888674,100.0,4.95092,49.64,17.828207,10.216133,26,94.882385,1.986442,100,17.146332,3.8331811,43.74137,-102.1993716050881,429.2402174472809
-1.9836425e-06,[-1.353 -1.016 -0.343 -1.235 -0.316],124826,4.3032287e-08,5528.094,0.14055143,-23.167122,0.018089417,1.0956736,1.3356388,2700,4.3032287e-06,13.429095,16503058.0,49.84745,12.009296,133.56387,100.0,4.3880568,46.99,405.2126,1.0952413,27,94.62854,14.055145,100,286.47995,3.851102,1342.9095,-102.7072830093895,445.2675893306732
-3.013611e-06,[-1.401 -0.968 -0.366 -1.134 -0.323],130212,0.000572912,2.3058977,0.011973243,-26.846046,43.367058,1.1185383,0.01478705,2800,0.057291202,0.11003308,662.1918,48.330765,13.023596,1.4787052,100.0,4.9901433,53.86,3.1193428,39.600113,28,95.21896,1.1973243,100,6.254637,3.8673391,11.003308,-101.82329517647317,466.18797063827515
-1.4877319e-06,[-1.433 -0.984 -0.359 -1.155 -0.3  ],135680,0.0050846445,1.066174,0.010006708,-24.937489,93.79332,1.1245139,0.0023066679,2900,0.50846446,0.017956102,151.88077,38.820156,12.133155,0.2306668,100.0,4.999966,54.68,0.18919754,94.95451,29,95.23372,1.0006708,100,4.4755945,4.2986846,1.7956103,-102.97014120543436,483.7550163269043
-4.043579e-06,[-1.431 -0.995 -0.356 -1.16  -0.294],140876,1.2075721e-05,17.886229,0.022116328,-25.57119,5.5908937,1.1274498,0.14247876,3000,0.0012075722,1.4333844,72689.02,39.954758,12.315366,14.247875,100.0,4.939784,51.96,25.943974,2.3528035,30,95.08028,2.2116327,100,25.880762,4.2907395,143.33844,-101.83450108678129,499.33289194107056
3.3569336e-06,[-1.46  -1.081 -0.369 -1.197 -0.291],146166,6.573651e-05,2.6034527,0.011150989,-25.184746,38.41053,1.1253461,0.011531206,3100,0.006573651,0.060383625,1176.074,43.08271,13.962886,1.1531205,100.0,4.9942484,52.9,5.3873744,48.324196,31,95.175934,1.1150988,100,8.690469,4.201162,6.0383625,-101.1465144798361,516.7952160835266
-5.8364867e-06,[-1.462 -1.118 -0.379 -1.197 -0.294],152058,0.00065577496,3.444253,0.009772922,-27.726887,29.033873,1.1405132,0.014235354,3200,0.0655775,0.111968465,2521.403,45.116844,15.129768,1.4235355,100.0,4.9988647,58.92,4.05207,32.033634,32,95.616684,0.9772921,100,6.962308,4.12283,11.196847,-99.6724358615914,535.302791595459
3.7765503e-06,[-1.466 -1.126 -0.355 -1.198 -0.278],157739,0.00057339604,3.1543262,0.010363548,-24.548649,31.702492,1.1625907,0.017198643,3300,0.057339605,0.1593116,4249.0806,40.326508,12.879609,1.7198641,100.0,4.998183,56.81,4.73896,26.637913,33,95.40204,1.0363548,100,8.162415,4.358353,15.93116,-102.20010416093622,553.6237645149231
-2.1743774e-06,[-1.437 -1.136 -0.372 -1.185 -0.256],163405,9.6041695e-06,9.251601,0.017627569,-26.941471,10.80894,1.1483313,0.06913212,3400,0.000960417,0.68751615,21713.898,39.302914,13.553589,6.9132123,100.0,4.962007,56.66,14.820482,6.1047606,34,95.41089,1.762757,100,16.53366,4.5028543,68.75162,-101.67955030651494,570.829912185669
3.7384034e-06,[-1.363 -1.119 -0.341 -1.151 -0.271],169538,1.214299e-06,63.122284,0.03461933,-24.35725,1.5842266,1.0457473,0.24983615,3500,0.000121429905,2.5021684,721814.9,57.071106,15.61157,24.983616,100.0,4.878406,61.33,82.58846,1.8839397,35,95.72951,3.4619334,100,72.5758,3.8392897,250.21684,-100.28960304118795,591.2134759426117
-3.0517577e-07,[-1.306 -1.212 -0.336 -1.237 -0.373],175276,0.0005142886,5.699521,0.015643299,-25.541622,17.545334,1.1214733,0.045186304,3600,0.051428862,0.38393062,12290.076,41.06929,14.193123,4.5186305,100.0,4.971863,57.38,15.427637,10.702437,36,95.47026,1.5643299,100,17.735199,3.8597598,38.393063,-101.26816550616799,609.1299965381622
1.0299683e-06,[-1.297 -1.234 -0.325 -1.269 -0.297],180833,0.00091054547,3.2452734,0.009457031,-21.68589,30.814045,1.1639509,0.012641749,3700,0.09105455,0.11300674,1332.5476,35.56932,10.814535,1.2641748,100.0,4.997286,55.57,3.1059167,35.88193,37,95.32655,0.94570315,100,6.786617,4.4217234,11.300674,-102.06661433006157,626.9596259593964
-4.272461e-06,[-1.279 -1.232 -0.345 -1.259 -0.255],186524,0.0006186317,3.23763,0.012340473,-26.674656,30.886791,1.1660225,0.017595004,3800,0.061863173,0.11062326,2753.81,45.720993,12.797838,1.7595004,100.0,4.9883113,56.91,7.060751,32.97179,38,95.452835,1.2340473,100,10.134978,4.2957172,11.062326,-100.93444685743263,646.3147895336151
5.0354006e-06,[-1.329 -1.255 -0.345 -1.259 -0.253],193089,0.0021826904,1.6422082,0.0099470485,-27.12373,60.89362,1.1985974,0.008766557,3900,0.21826905,0.0721226,529.4579,44.564148,14.855866,0.87665576,100.0,4.9997354,65.65,1.1891247,56.2832,39,95.91585,0.9947049,100,5.2781825,4.3446465,7.2122602,-101.23727580895697,666.7890682220459
-4.8828124e-06,[-1.336 -1.247 -0.351 -1.268 -0.22 ],199728,0.0018994156,2.0560172,0.011274744,-29.660591,48.637726,1.2261981,0.012720454,4000,0.18994157,0.089426294,623.7025,42.639633,15.682332,1.2720454,100.0,4.9936304,66.39,2.230763,43.996796,40,95.97958,1.1274743,100,6.315936,4.571661,8.94263,-100.2628739222859,687.3712606430054
-1.6403199e-06,[-1.36  -1.269 -0.36  -1.265 -0.193],206228,0.0006142028,4.207258,0.010301683,-27.6222,23.768448,1.275873,0.01815259,4100,0.06142028,0.1429328,3741.711,50.997746,15.252214,1.815259,100.0,4.998492,65.0,8.644988,24.360567,41,95.88765,1.0301683,100,11.53561,4.4310637,14.293281,-101.15135786467498,708.2889773845673
4.482269e-06,[-1.397 -1.231 -0.357 -1.223 -0.143],212518,0.00013646444,12.479357,0.0121636,-24.253471,8.013233,1.3516569,0.042799644,4200,0.013646444,0.41616154,27299.406,46.510735,15.220389,4.2799644,100.0,4.989194,62.9,18.166752,7.473277,42,95.7867,1.21636,100,19.433617,4.8290114,41.616154,-101.05830152783842,727.4433040618896
-5.607605e-06,[-1.399 -1.291 -0.365 -1.247 -0.067],218727,0.0031228915,1.238438,0.0100212665,-23.755432,80.74687,1.3124995,0.0062770112,4300,0.31228915,0.045376204,425.1879,32.7178,11.687452,0.62770116,100.0,4.9998937,62.09,1.4855577,71.82164,43,95.696686,1.0021268,100,6.8342476,5.6676855,4.5376205,-102.55123951320152,747.1878147125244
-1.8310546e-06,[-1.392 -1.304 -0.36  -1.258 -0.106],225269,1.675016e-05,168.83665,0.061722327,-30.597408,0.59228843,1.3515862,0.55072606,4400,0.0016750161,5.5400305,3411329.5,44.62107,14.642463,55.0726,100.0,4.7479625,65.42,182.96017,1.2404878,44,95.89256,6.1722345,100,170.05101,5.0751266,554.00305,-101.6440219057517,769.0328779220581
6.1035155e-07,[-1.414 -1.252 -0.323 -1.207 -0.067],231832,5.892827e-06,10.540949,0.015323579,-20.996353,9.486812,1.2642789,0.048400156,4500,0.0005892827,0.45973578,9330.525,37.565716,13.076898,4.840016,100.0,4.9734526,65.63,13.539142,9.11047,45,95.90149,1.5323579,100,15.761508,5.505741,45.97358,-101.67746445153357,791.4096455574036
-1.1444092e-06,[-1.449 -1.243 -0.313 -1.173 -0.155],239326,0.00011490352,18.714876,0.015798692,-19.597225,5.343343,1.2495433,0.07409898,4600,0.011490352,0.72752243,45944.48,62.03582,16.865707,7.4098983,100.0,4.9710903,74.94,23.299412,4.3482122,46,96.30205,1.579869,100,20.565296,4.2535324,72.75224,-101.09240329964734,812.6151013374329
-2.2506713e-06,[-1.488 -1.2   -0.342 -1.109 -0.169],247327,0.00038904737,5.869309,0.012337123,-20.473892,17.03778,1.2689184,0.027505416,4700,0.038904738,0.26004267,6408.2227,49.91688,17.134203,2.7505417,100.0,4.988328,80.01,8.751289,16.74874,47,96.40985,1.2337123,100,11.050007,4.583818,26.004269,-103.61892600108578,836.064023733139
-2.4032593e-06,[-1.502 -1.205 -0.38  -1.1   -0.15 ],254366,1.5362114e-06,670.0173,0.032350834,-17.672894,0.14924988,1.2244806,0.21424837,4800,0.00015362113,2.1192827,1199933.4,51.577793,16.309004,21.424837,100.0,4.8894854,70.39,111.89459,2.22918,48,96.09038,3.2350836,100,73.379166,4.62533,211.92828,-102.40437289997149,857.2919235229492
-4.0817263e-06,[-1.516 -1.261 -0.333 -1.136 -0.195],263651,0.0014073994,1.7468115,0.011279461,-22.815346,57.24716,1.2061608,0.007849908,4900,0.14073995,0.03935402,924.3077,53.347282,18.84987,0.7849909,100.0,4.9936066,92.85,3.806569,67.369896,49,96.78607,1.1279461,100,7.479411,4.3441563,3.935402,-102.78138037267671,885.2111270427704
6.5612794e-06,[-1.518 -1.252 -0.315 -1.133 -0.213],271735,3.4001325e-05,13.876242,0.016835619,-20.18861,7.2065625,1.1727232,0.06343983,5000,0.0034001325,0.5070815,57009.03,45.39197,16.010147,6.343983,100.0,4.9659386,80.84,31.189386,6.579264,50,96.41571,1.6835618,100,31.376762,4.517744,50.708153,-104.4571127520964,910.067892074585
4.4250487e-06,[-1.544 -1.258 -0.289 -1.135 -0.246],283553,0.00091074914,2.1204224,0.010814197,-26.445381,47.160416,1.1841837,0.012807926,5100,0.091074914,0.115098886,1617.8379,57.170883,19.457865,1.2807925,100.0,4.9959307,118.18,3.4383438,41.619602,51,97.205826,1.0814196,100,6.5794315,3.9579244,11.509889,-106.01775345542215,945.1432311534882
-3.2424927e-07,[-1.522 -1.264 -0.295 -1.132 -0.235],293341,4.369226e-05,150.96085,0.035666607,-22.803528,0.66242343,1.2299484,0.26547238,5200,0.0043692263,2.668997,515454.62,48.126358,18.959002,26.54724,100.0,4.8733,97.88,76.98042,1.7730283,52,96.84444,3.566661,100,63.264004,4.316706,266.89972,-105.49332859708556,972.4716198444366
-4.119873e-06,[-1.529 -1.248 -0.297 -1.095 -0.189],308301,8.171925e-05,5.227086,0.014230915,-29.115368,19.131119,1.2203135,0.028814934,5300,0.008171925,0.2689779,5732.7163,54.951283,21.22973,2.8814933,100.0,4.97889,149.6,10.415941,19.608356,53,97.624466,1.4230914,100,12.303944,4.3180285,26.89779,-102.89023088397177,1015.6314198970795
-2.822876e-06,[-1.51  -1.251 -0.312 -1.092 -0.199],322980,0.0022937804,1.5785903,0.011352298,-30.634628,63.34766,1.2089863,0.009804956,5400,0.22937806,0.08170404,1549.6147,45.790676,22.171894,0.98049563,100.0,4.993243,146.79,4.240616,57.274635,54,97.585526,1.13523,100,8.359634,4.575209,8.170404,-103.81520966675035,1053.9374022483826
6.1798096e-06,[-1.501 -1.249 -0.315 -1.081 -0.21 ],335876,0.0003350772,3.0298316,0.012919035,-25.641136,33.005135,1.1785836,0.029614454,5500,0.03350772,0.25590274,12006.647,46.89026,19.586878,2.9614456,100.0,4.985426,128.96,16.42773,15.987994,55,97.452896,1.2919035,100,19.582834,4.481929,25.590273,-99.75689098669739,1089.1708540916443
1.5640259e-06,[-1.488 -1.233 -0.3   -1.059 -0.24 ],354247,0.000111033296,25.774641,0.017005846,-32.425735,3.8797824,1.1923807,0.059326034,5600,0.01110333,0.4462497,31075.99,40.733692,22.4868,5.9326034,100.0,4.965093,183.71,25.694519,7.5929565,56,97.93236,1.7005845,100,24.721474,4.53513,44.62497,-98.06859680729507,1138.1772575378418
-1.9836425e-06,[-1.446 -1.22  -0.271 -1.03  -0.227],373192,0.0011684725,1.8011649,0.011059653,-33.717617,55.519627,1.2168956,0.010564156,5700,0.11684725,0.068697095,1811.5876,39.16777,23.269049,1.0564156,100.0,4.9947042,189.45,4.5642767,52.290245,57,97.99826,1.1059653,100,8.890107,4.656309,6.86971,-94.88947958631121,1187.2634718418121
1.8310546e-06,[-1.432 -1.224 -0.259 -1.027 -0.202],394542,0.00015395318,16.449469,0.015902167,-36.381893,6.0792236,1.1962957,0.07620459,5800,0.015395319,0.7650022,37277.297,40.70155,23.712772,7.6204596,100.0,4.9705763,213.5,18.476103,4.172906,58,98.201065,1.5902166,100,18.919811,4.7277617,76.50022,-85.28622034618348,1240.7407767772675
-3.8146973e-07,[-1.437 -1.236 -0.269 -1.016 -0.223],419687,0.00037231654,3.2085552,0.012036917,-39.17128,31.166676,1.1640624,0.015274313,5900,0.037231654,0.08724313,1783.8522,36.576797,23.869993,1.5274314,100.0,4.9898257,251.45,5.829042,38.31054,59,98.35095,1.2036918,100,9.298666,4.675769,8.724314,-81.60101235296838,1305.226573228836
-1.5258789e-06,[-1.436 -1.238 -0.258 -1.013 -0.255],445651,0.00023712055,3.2016644,0.012078246,-41.461792,31.233753,1.1704108,0.017022943,6000,0.023712056,0.14140534,2600.1526,51.37999,24.31982,1.7022942,100.0,4.9896197,259.64,6.524061,33.485397,60,98.44409,1.2078246,100,9.2994585,4.107644,14.140534,-72.16879270156134,1372.0956575870514
-1.9836425e-06,[-1.432 -1.227 -0.272 -1.003 -0.249],467287,0.0005910979,2.4898672,0.011219466,-33.562534,40.162785,1.177356,0.011413159,6100,0.059109792,0.061082408,1480.1193,44.909348,22.663979,1.1413159,100.0,4.9939065,216.36,3.6786375,49.14424,61,98.190414,1.1219466,100,7.1961145,4.3550735,6.108241,-87.58057136164527,1428.5045006275177
8.392334e-07,[-1.435 -1.224 -0.259 -0.997 -0.242],491669,6.662328e-08,981.8239,0.059307054,-37.29296,0.101851255,1.14551,0.51428,6200,6.662328e-06,5.1741247,2017611.2,41.69109,24.369125,51.42801,100.0,4.759444,243.82,141.16954,1.3124288,62,98.384415,5.930704,100,103.07648,4.497078,517.4125,-75.04535491498166,1489.739459991455
2.1362305e-06,[-1.407 -1.265 -0.272 -1.013 -0.273],518119,4.8219164e-05,10.487637,0.012716587,-42.146885,9.535037,1.1561377,0.035923455,6300,0.0048219166,0.3281842,12622.495,34.233852,24.216595,3.592346,100.0,4.9864354,264.5,11.266072,11.135579,63,98.46138,1.2716588,100,12.481375,4.322655,32.81842,-71.2325310709263,1556.3609082698822
-9.536743e-07,[-1.418 -1.303 -0.272 -1.026 -0.263],547386,1.0891444e-05,17.8422,0.018907072,-43.62429,5.60469,1.147838,0.06357373,6400,0.0010891444,0.49788746,13205.585,31.386381,23.020838,6.3573728,100.0,4.9556627,292.67,17.782099,8.126155,64,98.54881,1.8907074,100,17.328093,4.3265443,49.788746,-66.02342720907299,1629.9217545986176
-9.155273e-07,[-1.435 -1.315 -0.258 -1.032 -0.271],572686,9.45652e-05,4.4090405,0.014243339,-38.401012,22.680672,1.1363646,0.017511766,6500,0.00945652,0.11446568,2359.5183,38.621475,22.57187,1.7511765,100.0,4.978828,253.0,5.457764,39.815292,65,98.43788,1.4243339,100,8.412319,4.451806,11.4465685,-71.10782762100122,1696.2134447097778
-7.8201293e-07,[-1.436 -1.308 -0.268 -1.038 -0.282],601461,0.00052081904,2.1736083,0.013522519,-43.47626,46.00645,1.1284513,0.013388859,6600,0.052081905,0.091771945,1785.2881,39.870243,24.313099,1.3388859,100.0,4.9824185,287.75,3.5085087,50.496662,66,98.53183,1.352252,100,6.9943337,4.2326136,9.177195,-67.3570985397781,1770.967898607254
9.727478e-07,[-1.448 -1.308 -0.263 -1.043 -0.29 ],625646,0.00029462212,2.4914515,0.011771438,-37.14467,40.137245,1.1222106,0.02417112,6700,0.029462213,0.22796246,4937.3545,58.380478,22.701862,2.417112,100.0,4.9911504,241.85,6.5555563,19.170572,67,98.34099,1.1771439,100,9.085022,3.6962416,22.796247,-79.69052768714916,1831.520502090454
1.6403199e-06,[-1.436 -1.291 -0.269 -1.026 -0.297],651133,1.2196465e-05,16.908201,0.019186253,-38.920795,5.9142895,1.1070439,0.07520077,6800,0.0012196465,0.63510245,32007.938,33.315147,23.62806,7.5200768,100.0,4.954279,254.87,21.840004,6.111507,68,98.39055,1.9186255,100,21.989918,4.313695,63.510246,-77.66619722927584,1897.7550728321075
-1.5258789e-07,[-1.454 -1.303 -0.255 -1.035 -0.312],678702,2.2336358e-06,36.69365,0.016341694,-40.92772,2.7252672,1.1020217,0.062380474,6900,0.00022336359,0.5610147,22682.637,41.97972,22.665882,6.238048,100.0,4.968392,275.69,19.692225,6.4220037,69,98.471405,1.6341696,100,16.691055,4.135895,56.101475,-72.86404735590033,1967.3161046504974
-1.7166138e-07,[-1.46  -1.3   -0.233 -1.036 -0.317],704737,1.7959377e-06,282.39072,0.04053027,-41.625076,0.3541193,1.0879257,0.32811928,7000,0.00017959377,3.3034072,739771.8,33.48537,23.240803,32.811928,100.0,4.849655,260.35,79.84775,1.5028621,70,98.44087,4.053027,100,61.80755,4.122606,330.34073,-72.78474603251225,2035.3665571212769
-4.386902e-07,[-1.434 -1.319 -0.243 -1.033 -0.331],732550,0.00013998541,4.2420177,0.012368387,-39.65699,23.573687,1.0626205,0.021890292,7100,0.013998541,0.17590578,5436.5845,39.838383,23.99498,2.189029,100.0,4.988172,278.13,11.064431,24.199022,71,98.531204,1.2368387,100,13.629906,4.1116815,17.590578,-65.19370184748553,2107.465416431427
