J_sample_variance,InitialReturnStd,TimestepsSoFar,ReturnStepMaxmin,InitialReturnMean,EpisodesSoFar,EmpiricalD2,InitialReturnMax,MaxIW,Bound,ESSClassic,MeanEntropy,MinIW,TimeElapsed,EpLenMean,MinIWNorm,StdIWNorm,InitialReturnMin,ReturnMeanIW,Weights,ReturnStepMax,Iteration,EpRewMean,MaxIWNorm,EntropyCoefficient,StdIW,ESSRenyi,EpThisIter,MeanIWNorm,InitialBound,MeanIW
2456.0618,6.0958357,41832,91.58817,-2.2125244e-06,2100,13.668475,20.064888,31.227034,16.44611,11.820221,2.4275324,0.006047332,190.24950909614563,30.44,6.047332e-05,0.03430113,-10.136208,6.7811713,[-1.291  0.671 -0.34  -0.227  1.022],100.0,21,-116.21517659984232,0.31227034,5.0,3.4301128,7.316105,100,0.012558469,11.533337,1.2558469
5064.2915,8.957567,45668,92.88274,-9.765625e-06,2200,22.989538,26.04161,37.703003,21.711905,11.239128,2.3964877,0.005617058,204.65735983848572,38.36,5.617058e-05,0.04341647,-11.539894,13.891558,[-1.193  0.493 -0.258 -0.31   1.008],100.0,22,-119.61174324754268,0.37703001,5.0,4.3416467,4.349805,100,0.015449345,11.269598,1.5449344
3124.803,9.517868,50390,93.92676,-1.083374e-05,2300,13.2292385,28.117332,20.567823,19.686,15.194801,2.390688,0.008254029,221.33637285232544,47.22,8.254029e-05,0.035635237,-14.665062,11.141508,[-1.329  0.416 -0.141 -0.221  0.978],100.0,23,-123.10479627453533,0.20567822,5.0,3.5635238,7.559014,100,0.01508398,11.045184,1.5083979
34460.434,14.280439,58456,95.74607,8.926391e-06,2400,18.048628,44.45133,63.94564,29.178366,3.485644,2.3718133,0.008312466,246.98127460479736,80.66,8.312466e-05,0.0636747,-22.773445,23.614153,[-1.283  0.261 -0.081 -0.257  0.972],100.0,24,-131.24525776149414,0.6394564,5.0,6.3674707,5.5405874,100,0.012100752,10.471738,1.2100755
2651.4373,18.25807,71839,96.91228,2.2888183e-07,2500,5.070317,39.22379,28.599527,15.650914,14.465483,2.3727782,0.048420385,284.5235035419464,133.83,0.00048420383,0.031155484,-35.209167,6.7310777,[-1.376  0.135 -0.081 -0.279  0.953],100.0,25,-139.7001420799932,0.28599527,5.0,3.1155484,19.722633,100,0.012812395,10.551607,1.2812395
15527.353,17.860369,90620,97.40529,-3.5858154e-06,2600,26.842175,41.125504,29.18639,21.045025,10.8066,2.359582,0.0029388198,334.9858763217926,187.81,2.9388197e-05,0.040408388,-37.92525,16.349411,[-1.363  0.06  -0.049 -0.252  0.954],100.0,26,-149.7515701745421,0.2918639,5.0,4.0408387,3.7254806,100,0.0140653225,10.493037,1.4065323
15811.548,18.45842,106923,97.427704,1.6021728e-06,2700,12.820613,48.713932,44.52102,20.275818,5.7138743,2.3996267,0.01892212,379.5931987762451,163.03,0.0001892212,0.05638645,-43.899666,14.091837,[-1.31   0.036 -0.053 -0.331  0.941],100.0,27,-128.16616622109154,0.4452102,5.0,5.6386447,7.799939,100,0.013880853,10.174113,1.3880854
16434326.0,19.45712,126797,97.69724,2.4414062e-06,2800,1448.2532,35.900013,2373.6074,359.27158,1.1591753,2.3622496,0.0006246901,433.2098557949066,198.74,6.2469007e-06,2.3613343,-44.38346,403.76212,[-1.311 -0.018 -0.017 -0.326  0.981],100.0,28,-129.4559005233403,23.736074,5.0,236.13342,0.0690487,100,0.2557195,10.518687,25.57195
3299.0547,17.208715,152399,97.822205,-2.0599366e-06,2900,9.276907,34.612545,23.911129,16.97536,16.559225,2.3591037,0.0072835684,500.9721896648407,256.02,7.283568e-05,0.026562914,-49.16819,10.171727,[-1.518  0.009  0.005 -0.259  0.943],100.0,29,-150.76970605222803,0.23911129,5.0,2.6562912,10.779455,100,0.0118333185,10.172306,1.1833318
11780278.0,16.849588,173430,97.84105,-2.5177003e-06,3000,6978.4844,31.01218,1678.7761,218.30553,1.0711854,2.3193219,3.3679982e-05,555.4139294624329,210.31,3.3679981e-07,1.6698102,-47.51012,339.00455,[-1.509 -0.044 -0.009 -0.307  0.94 ],100.0,30,-121.86893134724805,16.787762,5.0,166.98103,0.014329759,100,0.1737553,10.211845,17.37553
271.36862,16.29215,198602,97.96777,9.536743e-07,3100,1.5608969,30.316826,4.010384,11.308903,71.301476,2.3231766,0.29494578,622.7360939979553,251.72,0.0029494576,0.006170659,-49.343052,1.7479255,[-1.545 -0.017  0.07  -0.285  0.9  ],100.0,31,-129.9165108478527,0.04010384,5.0,0.61706585,64.065735,100,0.009726378,9.951841,0.9726377
8552.046,16.455666,224319,98.04631,-1.9836425e-06,3200,6.378568,36.64232,37.877472,14.493305,8.700293,2.3076823,0.0012388089,686.4399237632751,257.17,1.2388088e-05,0.038560346,-54.338436,7.529435,[-1.548 -0.055  0.074 -0.292  0.904],100.0,32,-122.62931038584281,0.3787747,5.0,3.856035,15.6775,100,0.011903459,9.8046,1.1903459
21300.166,15.799387,250087,98.01125,-1.5068055e-06,3300,16.253857,32.198223,51.757603,19.87307,5.959118,2.3105502,0.004258544,752.6561748981476,257.68,4.258544e-05,0.0522581,-50.48093,15.104295,[-1.46  -0.047  0.036 -0.298  0.889],100.0,33,-127.39013424802239,0.51757604,5.0,5.2258096,6.152386,100,0.01315486,9.855712,1.3154862
32283770.0,17.162558,280042,98.27255,7.6293944e-08,3400,4647.478,38.287502,2637.8938,463.87637,1.024013,2.2551093,6.454031e-06,829.1724064350128,299.55,6.454031e-08,2.6243842,-50.400322,567.1312,[-1.525 -0.117  0.055 -0.29   0.892],100.0,34,-108.95382556127673,26.378937,5.0,262.43842,0.021517046,100,0.26694095,9.872741,26.694098
27252.432,14.419565,321378,98.45279,-1.5449524e-06,3500,34.55423,26.34067,99.32125,19.412085,4.00556,2.2626965,0.0003699162,934.0845584869385,413.36,3.6991619e-06,0.101263516,-50.05621,17.906757,[-1.484 -0.15   0.091 -0.234  0.836],100.0,35,-113.0990493177817,0.99321246,5.0,10.126352,2.8940017,100,0.020685287,9.607005,2.0685291
3543614.5,14.414468,368392,98.56741,9.918213e-07,3600,1870.7191,32.06786,1080.4606,159.59787,1.129296,2.2442083,4.3534515e-06,1051.9972591400146,470.14,4.3534513e-08,1.0753529,-31.54696,194.60992,[-1.487 -0.23   0.061 -0.236  0.844],100.0,36,-101.68915200030644,10.8046055,5.0,107.53528,0.05345538,100,0.114926726,10.2445545,11.492673
9857.63,12.545854,412387,98.659256,9.536743e-08,3700,38.444164,24.231108,82.705185,17.552967,4.188832,2.2067997,0.0005289989,1166.2841181755066,439.95,5.289989e-06,0.08633245,-39.091766,14.5983715,[-1.456 -0.262  0.022 -0.303  0.825],100.0,37,-74.95460797607636,0.8270518,5.0,8.6332445,2.601175,100,0.018051466,9.917983,1.8051467
798.6112,11.689596,460809,98.705124,2.1362305e-06,3800,7.0870137,24.28717,14.364496,12.451273,20.56567,2.2020793,0.0040271548,1286.8163754940033,484.22,4.0271545e-05,0.023341762,-33.06214,4.3747497,[-1.485e+00 -2.649e-01  1.067e-03 -2.607e-01  7.878e-01],100.0,38,-71.39150311723583,0.14364496,5.0,2.3341763,14.110315,100,0.01187684,9.931929,1.187684
989559.25,12.950083,505615,98.63461,-2.1362305e-06,3900,894.06494,26.63619,412.21002,74.16748,1.4909848,2.1317654,1.4206182e-06,1398.0007603168488,448.06,1.4206182e-08,0.41170812,-33.418896,96.81718,[-1.494 -0.232  0.031 -0.254  0.783],100.0,39,-81.8564581634813,4.1221004,5.0,41.17081,0.1118487,100,0.050651003,9.896431,5.0651
50471.363,11.829668,548499,98.61482,5.722046e-07,4000,75.87201,20.171377,154.18132,22.917511,1.7718277,2.1630676,0.00026339252,1507.1943476200104,428.84,2.633925e-06,0.15310952,-33.495567,21.82756,[-1.492 -0.185  0.067 -0.249  0.713],100.0,40,-82.59133715132099,1.5418131,5.0,15.310951,1.3180091,100,0.020563398,9.542309,2.0563397
836.24347,13.639276,596720,98.633224,-1.335144e-06,4100,6.9999475,34.956833,12.755358,13.711834,22.108934,2.1806788,0.013781717,1623.4725675582886,482.21,0.00013781717,0.020800503,-38.80729,6.230908,[-1.42  -0.254  0.075 -0.257  0.744],100.0,41,-88.4313062933582,0.12755357,5.0,2.0800502,14.285821,100,0.011081891,9.521761,1.1081892
12175.342,12.920416,640427,98.6449,-5.722046e-07,4200,24.56636,23.340132,50.62213,16.849003,6.4749265,2.1434948,0.00015799384,1730.343189239502,437.07,1.5799384e-06,0.05395072,-38.64895,12.5169115,[-1.421 -0.26   0.081 -0.291  0.762],100.0,42,-77.60356491617091,0.5062213,5.0,5.395072,4.070607,100,0.014195496,9.615096,1.4195497
2464432.5,16.130991,679912,98.60347,2.4414062e-06,4300,811.1968,26.124199,595.9872,129.17667,1.6625944,2.139644,8.145393e-05,1828.9244737625122,394.85,8.145393e-07,0.6116486,-59.41927,174.89014,[-1.453 -0.284  0.095 -0.33   0.724],100.0,43,-78.28449251196142,5.959872,5.0,61.164867,0.123274654,100,0.07953088,8.736834,7.9530883
160536.78,13.151941,722399,98.61073,-4.5776366e-07,4400,184.9175,31.554491,259.03445,29.938934,1.3869212,2.065449,9.335907e-05,1934.598305940628,424.87,9.335907e-07,0.25739613,-44.21347,39.65283,[-1.453 -0.211  0.05  -0.292  0.721],100.0,44,-82.69545750275236,2.5903444,5.0,25.739616,0.54078174,100,0.030525351,9.224436,3.0525353
4594913.5,15.287041,760429,98.56508,-8.010864e-07,4500,3070.1694,31.030302,2211.0154,146.57861,1.0286987,2.0556457,5.329682e-05,2030.5817375183105,380.3,5.3296816e-07,2.1996443,-41.490967,212.93298,[-1.457 -0.198  0.041 -0.308  0.647],100.0,45,-82.69993070498491,22.110153,5.0,219.96443,0.03257149,100,0.22425483,8.944212,22.425488
1395087.9,12.7740345,807068,98.72171,3.8433077e-06,4600,881.7662,38.248623,504.11868,91.35354,1.1579581,2.0235007,9.289095e-05,2148.391216278076,466.39,9.2890946e-07,0.50130475,-36.82993,119.09522,[-1.434 -0.213  0.031 -0.243  0.637],100.0,46,-64.8953002513103,5.041187,5.0,50.130474,0.11340875,100,0.054259695,9.003279,5.42597
1519.9059,12.1036415,851274,98.70888,3.4332277e-07,4700,4.253425,28.197693,12.231224,10.40666,32.45314,2.0095115,0.030384518,2257.191816806793,442.06,0.00030384518,0.018380579,-39.641235,3.0842829,[-1.36  -0.279  0.054 -0.296  0.605],100.0,47,-64.34708747957552,0.12231224,5.0,1.8380578,23.510464,100,0.012740456,8.796129,1.2740456
515.78644,11.529829,898460,98.79677,-1.2874603e-06,4800,3.637617,26.230267,8.601457,10.613041,34.662964,1.9863285,0.008398292,2372.9575848579407,471.86,8.3982915e-05,0.012642355,-39.693207,3.2048988,[-1.342 -0.272  0.033 -0.302  0.591],100.0,48,-47.949302968396225,0.08601456,5.0,1.2642355,27.490524,100,0.009208336,8.72445,0.9208336
915.49866,13.590535,941606,98.75496,2.5749208e-07,4900,4.431583,38.638123,15.538783,11.152578,24.811762,1.9791689,0.013859131,2478.165766954422,431.46,0.0001385913,0.021348191,-55.22619,5.1320157,[-1.332 -0.286  0.027 -0.323  0.567],100.0,49,-52.864275936589266,0.15538783,5.0,2.134819,22.5653,100,0.012263515,8.09077,1.2263515
267.6291,11.795848,985428,98.77594,-1.9073486e-08,5000,2.4500935,22.149103,11.247195,11.092246,36.659576,1.9736947,0.06592879,2586.540709733963,438.22,0.00065928785,0.016218418,-38.454407,3.230167,[-1.337 -0.325  0.021 -0.352  0.56 ],100.0,50,-49.09239801572774,0.11247195,5.0,1.6218418,40.81477,100,0.012338484,8.614031,1.2338482
6656.864,9.820891,1032352,98.82388,7.8201293e-07,5100,18.34855,22.99039,50.16512,11.846764,5.0628657,1.9797955,0.010550703,2701.9050948619843,469.24,0.000105507024,0.050797597,-36.791653,7.2010465,[-1.39  -0.342  0.021 -0.364  0.555],100.0,51,-41.32130887191485,0.50165117,5.0,5.0797596,5.4500217,100,0.011730683,8.642085,1.1730683
422.78943,12.711057,1072090,98.69005,-5.722046e-07,5200,3.316391,25.924122,7.737102,9.88506,36.52929,1.9843142,0.030805053,2800.0117268562317,397.38,0.0003080505,0.0139989825,-34.380455,2.0504935,[-1.349 -0.322  0.033 -0.387  0.561],100.0,52,-61.58360671364011,0.077371016,5.0,1.3998983,30.15326,100,0.010620143,8.752961,1.0620143
14503.21,13.998739,1108235,98.58037,-2.0408631e-06,5300,26.400894,25.717588,46.09512,17.500845,7.9194694,1.9924436,0.00072413916,2887.6653954982758,361.45,7.2413914e-06,0.05626298,-35.64488,13.6436205,[-1.349 -0.302  0.013 -0.382  0.565],100.0,53,-75.83899283031296,0.46095118,5.0,5.626298,3.7877505,100,0.01650011,8.733406,1.6500112
299.85004,13.957807,1153090,98.79562,-1.1253356e-06,5400,1.6194835,31.113258,5.1016235,9.7897835,60.432755,1.9890004,0.11468692,2998.6213958263397,448.55,0.0011468692,0.008567926,-44.431076,1.7295308,[-1.421 -0.334  0.008 -0.367  0.574],100.0,54,-45.837739386862324,0.051016234,5.0,0.85679257,61.748085,100,0.010588733,8.48118,1.0588734
996.8512,12.906761,1197721,98.8029,1.3923645e-06,5500,6.7169933,29.204977,13.461651,11.615848,23.758524,2.0158818,0.0036475626,3110.4290883541107,446.31,3.6475623e-05,0.01841098,-38.910973,4.8979793,[-1.44  -0.358  0.007 -0.381  0.57 ],100.0,55,-43.98436328505048,0.13461651,5.0,1.841098,14.887613,100,0.010277585,8.647971,1.0277584
133.04451,11.286008,1245908,98.83931,-6.67572e-07,5600,1.4280359,24.819054,2.437974,9.890784,73.09626,2.0276,0.22294085,3229.6807034015656,481.87,0.0022294084,0.0055705644,-34.37742,1.1221563,[-1.45  -0.395  0.015 -0.39   0.597],100.0,56,-38.716110150602724,0.02437974,5.0,0.5570564,70.02625,100,0.009182065,8.933495,0.91820663
14728.062,12.141715,1292820,98.82381,7.6293946e-07,5700,65.14126,29.878548,293.31573,18.914066,1.8341434,2.0186152,0.001113809,3344.0488233566284,469.12,1.113809e-05,0.29211995,-35.975616,18.499647,[-1.456 -0.383  0.015 -0.393  0.609],100.0,57,-41.32627472976722,2.9331572,5.0,29.211998,1.5351254,100,0.039929844,8.938814,3.9929845
28126.854,12.006338,1337594,98.80966,-3.6239624e-07,5800,59.73826,37.674576,131.99335,18.505642,1.9122919,1.9688274,8.870439e-05,3453.4158866405487,447.74,8.8704394e-07,0.13127948,-39.55983,18.853506,[-1.455 -0.412 -0.016 -0.423  0.6  ],100.0,58,-42.609829998234176,1.3199334,5.0,13.127949,1.6739691,100,0.018330175,8.774415,1.8330176
136.29106,11.648426,1384017,98.848114,-1.9073487e-07,5900,1.6683561,21.191952,3.6072946,9.378036,71.48522,1.947934,0.24071844,3566.6803019046783,464.23,0.0024071843,0.0060072537,-42.971798,1.4885144,[-1.478 -0.412  0.009 -0.428  0.55 ],100.0,59,-35.255129197096764,0.036072943,5.0,0.6007254,59.939243,100,0.009511504,8.411743,0.9511504
3401.3872,10.724317,1430212,98.81668,4.959106e-07,6000,16.75577,23.451015,80.296036,11.04103,3.5118194,1.9533758,0.0050253193,3681.3935062885284,461.95,5.025319e-05,0.079671234,-38.428085,6.517511,[-1.475 -0.406  0.011 -0.42   0.529],100.0,60,-42.34285865060601,0.80296034,5.0,7.967124,5.9680934,100,0.015199543,8.4587345,1.5199543
15659.774,10.330652,1475883,98.80275,1.0681152e-06,6100,60.660767,28.530743,145.40704,19.295055,2.6155229,1.9403511,0.00015036392,3791.540517091751,456.71,1.5036392e-06,0.1496001,-35.934525,18.922503,[-1.431 -0.416 -0.014 -0.421  0.534],100.0,61,-45.04361935353161,1.4540704,5.0,14.9600115,1.648512,100,0.024516938,8.569062,2.4516938
320.34918,12.806906,1519235,98.80144,1.4686584e-06,6200,3.3742337,23.072632,11.820683,10.48286,33.496063,1.9326795,0.041645054,3900.0446100234985,433.52,0.00041645052,0.021640323,-49.839478,3.8711479,[-1.433 -0.435 -0.005 -0.471  0.521],100.0,62,-43.039580247819586,0.11820682,5.0,2.1640322,29.636358,100,0.015358081,8.040441,1.5358081
539.97363,11.72557,1564460,98.858185,-2.7656554e-07,6300,2.3708632,23.81031,7.897857,10.511637,48.8735,1.9247413,0.06763677,4010.837099313736,452.25,0.0006763677,0.013086374,-36.776314,2.7754877,[-1.419 -0.464 -0.007 -0.466  0.514],100.0,63,-32.06641525634474,0.07897857,5.0,1.3086375,42.17873,100,0.012794789,8.43752,1.2794788
164.68156,11.451682,1609268,98.81738,-2.670288e-07,6400,2.1309235,21.98292,6.1622,9.899696,51.592045,1.9440078,0.058505684,4120.673278808594,448.08,0.00058505684,0.008772765,-42.098366,2.2281196,[-1.377e+00 -4.747e-01  2.008e-04 -4.796e-01  5.057e-01],100.0,64,-40.91297084828104,0.061621998,5.0,0.87727654,46.92801,100,0.00905669,8.2204275,0.9056691
332803600000.0,13.210958,1653645,98.82901,-1.0681152e-06,6500,9851022.0,24.503021,347679.06,52706.117,1.0000765,2.0305836,8.5450375e-07,4230.424831867218,443.77,8.545038e-09,345.9362,-47.714966,57687.957,[-1.391 -0.476 -0.009 -0.487  0.525],100.0,65,-37.94154086101786,3476.7905,5.0,34593.617,1.0151231e-05,100,34.769238,8.129539,3476.9238
584.85077,10.4370775,1699169,98.79518,4.959106e-07,6600,2.7413018,23.218193,13.725286,9.8119,29.41898,2.0175583,0.048987493,4344.357283830643,455.24,0.0004898749,0.01440079,-43.3796,2.1182108,[-1.484 -0.454 -0.002 -0.453  0.612],100.0,66,-46.6213707082351,0.13725285,5.0,1.4400789,36.47902,100,0.009297284,8.706932,0.9297284
8126.1387,12.795775,1742159,98.780945,5.912781e-07,6700,36.052002,30.92877,119.75667,16.773968,3.8246033,1.9982882,0.0006314085,4451.247174739838,429.9,6.3140847e-06,0.13694936,-45.0633,15.801696,[-1.471 -0.427  0.011 -0.449  0.599],100.0,67,-47.08531797361635,1.1975666,5.0,13.694938,2.773771,100,0.02730997,8.585682,2.7309973
249.87262,10.7047415,1789234,98.85451,-7.05719e-07,6800,2.3720715,29.447166,8.140384,10.948569,43.701702,2.0184755,0.18670815,4566.210662841797,470.75,0.0018670815,0.01129815,-28.620514,2.3679633,[-1.444 -0.464 -0.017 -0.45   0.579],100.0,68,-34.24502026303148,0.08140384,5.0,1.129815,42.157246,100,0.009954257,9.009868,0.9954258
172841.8,12.136769,1835474,98.82695,-2.0980835e-07,6900,134.57176,22.197517,259.77524,32.16133,1.656239,2.050718,0.0017648127,4680.219023704529,462.4,1.7648126e-05,0.25826886,-52.550636,42.22821,[-1.42  -0.489 -0.014 -0.463  0.599],100.0,69,-40.0090964112621,2.5977523,5.0,25.82689,0.74309796,100,0.033516616,8.34069,3.3516614
1612816.8,13.262498,1877037,98.72002,-1.0681152e-06,7000,2389.3228,19.472548,897.6638,71.298706,1.0831624,2.043691,5.2517207e-06,4781.524698495865,415.63,5.2517205e-08,0.8928508,-39.36557,125.22081,[-1.47  -0.426 -0.007 -0.458  0.632],100.0,70,-58.18470857975653,8.976638,5.0,89.28509,0.041852865,100,0.09343089,8.941403,9.343091
3355353.0,14.905495,1919309,98.77426,-1.1920929e-06,7100,1107.7334,27.636524,662.6338,118.42895,1.1042342,1.9657544,9.666193e-08,4886.226185321808,422.72,9.666192e-10,0.6590726,-64.79882,180.48935,[-1.477 -0.476 -0.052 -0.493  0.625],100.0,71,-47.71260810235051,6.6263375,5.0,65.907265,0.09027443,100,0.0696426,8.058493,6.964261
12772.917,10.540631,1963730,98.815384,-7.05719e-07,7200,45.85699,24.518497,149.61777,16.087555,3.7433352,1.9374986,0.0012559566,4995.374935388565,444.21,1.2559565e-05,0.15669554,-46.711006,16.94395,[-1.509 -0.421 -0.056 -0.451  0.547],100.0,72,-41.003519741843604,1.4961777,5.0,15.669554,2.1806927,100,0.030900862,8.271737,3.090086
