InitialBound,MinIW,Iteration,InitialReturnMin,StdIWNorm,Weights,EmpiricalD2,EpLenMean,ReturnStepMax,TimestepsSoFar,MeanIW,MeanEntropy,EpRewMean,TimeElapsed,ESSClassic,EpisodesSoFar,MaxIWNorm,ESSRenyi,EpThisIter,InitialReturnMean,Bound,InitialReturnStd,MaxIW,J_sample_variance,MeanIWNorm,ReturnMeanIW,StdIW,InitialReturnMax,ReturnStepMaxmin,MinIWNorm,EntropyCoefficient
13.9755535,0.26219147,1,-2.4639435,0.0055895816,[ 0.579 -0.554  0.227  0.402  0.   ],1.548596,46.09,100.0,4609,1.0022295,1.4678807,-141.8229098366061,12.700425863265991,76.27497,100,0.030678276,64.57462,100,-3.8146973e-07,14.405848,2.1648557,3.0678277,7.534811,0.010022295,-0.0067790076,0.5589582,6.4169464,93.845825,0.0026219147,10.0
14.504495,0.049537815,2,-1.9538422,0.018428527,[ 0.58  -0.577  0.247  0.391  0.049],3.049793,41.47,100.0,8756,1.1733029,1.540065,-137.878769024755,24.929569005966187,28.84377,200,0.17846213,32.789112,100,3.3569336e-06,15.043754,1.3876487,17.846214,4.770194,0.011733028,-0.052477017,1.8428528,5.2294846,93.35043,0.00049537816,10.0
15.243499,0.16666514,3,-2.2656937,0.0075067664,[ 0.587 -0.56   0.269  0.37   0.121],1.5846866,39.43,100.0,12699,1.0290158,1.5982325,-135.3447780785456,35.84492588043213,65.26633,300,0.037460297,63.10396,100,-2.670288e-06,15.603114,1.5799059,3.7460299,4.701174,0.010290158,-0.18138525,0.75067663,4.714447,93.13493,0.0016666513,10.0
15.783944,0.051469844,4,-2.000145,0.014385752,[ 0.592 -0.557  0.285  0.356  0.179],3.276209,39.1,100.0,16609,0.9896164,1.6981659,-135.33038645834165,47.494179010391235,32.121746,400,0.100910105,30.523083,100,-3.8146973e-07,16.49515,1.6176918,10.091011,3.4762762,0.009896163,-0.12743372,1.4385754,5.951416,93.07773,0.00051469845,10.0
16.814894,0.13211958,5,-2.309517,0.009439993,[ 0.599 -0.549  0.29   0.352  0.279],2.419912,38.72,100.0,20481,1.0376539,1.7861372,-134.57819439730198,58.63315773010254,54.71555,500,0.059830945,41.323814,100,8.31604e-06,17.53697,1.6983967,5.9830947,5.2968397,0.01037654,-0.06496877,0.94399935,5.0032043,93.048645,0.0013211957,10.0
17.626041,0.016821727,6,-2.5212326,0.10034367,[ 0.602 -0.545  0.275  0.333  0.367],59.555176,36.76,100.0,24157,1.9603386,1.8801544,-132.44074197765124,69.6766905784607,3.6763356,600,0.99425596,1.6791152,100,1.1901855e-05,24.074379,1.9427109,99.4256,4930.041,0.019603385,7.0890164,10.034368,7.0602646,92.7943,0.00016821727,10.0
18.564415,0.1588296,7,-2.7939682,0.0062814034,[ 0.662 -0.573  0.211  0.19   0.461],1.6059369,47.52,100.0,28909,0.95287436,1.9375011,-142.39675433437097,86.93713998794556,69.708145,700,0.054842625,62.268948,100,3.1280517e-06,18.99824,2.171049,5.4842625,3.727898,0.009528744,-0.076263785,0.62814033,7.113991,94.00687,0.0015882959,10.0
18.968554,0.097352885,8,-3.0995865,0.008095305,[ 0.649 -0.568  0.229  0.174  0.519],1.8828391,45.74,100.0,33483,1.0237828,1.9723929,-140.36006741004033,100.31810784339905,61.529156,800,0.06089582,53.111282,100,1.7547608e-06,19.619585,2.6765354,6.089582,25.530624,0.010237827,0.45338616,0.80953056,12.193787,93.8627,0.00097352883,10.0
19.444778,0.013948734,9,-2.9824905,0.04100909,[ 0.662 -0.577  0.18   0.151  0.553],15.772303,43.87,100.0,37870,1.4722278,2.052716,-138.50639053307705,113.59527516365051,11.416724,900,0.34993368,6.3402286,100,4.119873e-06,21.92237,2.4763622,34.99337,342.76886,0.014722278,2.5038538,4.1009088,8.374626,93.68559,0.00013948734,10.0
19.939785,0.0012408396,10,-3.9907837,0.16797534,[ 0.677 -0.545  0.244  0.068  0.634],60.861397,45.12,100.0,42382,2.988578,2.0240989,-138.03021677994278,130.77484679222107,3.0683417,1000,1.6421667,1.6430776,100,1.9073486e-06,49.793335,4.1509056,164.21667,69729.305,0.029885784,34.134705,16.797535,17.621353,93.82358,1.2408395e-05,10.0
19.597103,0.0060777497,11,-5.2714615,0.07205526,[ 0.553 -0.685  0.229 -0.073  0.605],18.838037,42.76,100.0,46658,1.886001,2.1296387,-134.62497857680836,147.89829349517822,6.4117107,1100,0.6736589,5.3084087,100,9.155274e-06,32.070534,4.9294286,67.36589,17033.285,0.018860007,13.5688305,7.2055254,19.316841,93.49039,6.0777496e-05,10.0
20.564697,0.0002367003,12,-7.6874084,0.79529136,[ 0.568 -0.847  0.268 -0.172  0.711],436.48505,51.33,100.0,51791,8.140951,2.0257053,-138.83286601861337,166.00219869613647,1.0369807,1200,7.9943986,0.22910292,100,9.918213e-07,60.88165,6.517409,799.4399,307974.47,0.08140949,55.911232,79.52914,21.950706,94.12463,2.367003e-06,10.0
18.444387,0.049664587,13,-13.630966,0.009856758,[ 0.389 -0.862  0.13  -0.197  0.607],2.125293,77.51,100.0,59542,0.9437654,1.9963944,-153.91529027494474,190.47187995910645,47.828865,1300,0.053264923,47.052334,100,7.858276e-06,20.570377,10.0524,5.3264923,367.1568,0.009437655,3.2490196,0.9856758,54.38021,95.10416,0.00049664587,10.0
18.962763,0.012863976,14,-15.918175,0.04993932,[ 0.353 -0.892  0.115 -0.244  0.578],8.558083,93.66,100.0,68908,1.0214283,2.0090914,-161.67676638671026,219.96265149116516,4.0154295,1400,0.50251687,11.68486,100,-2.7465821e-06,29.390232,10.41828,50.25169,12755.13,0.010214282,12.228188,4.993932,30.035358,95.75955,0.00012863976,10.0
19.103922,0.014285015,15,-19.01387,0.0773522,[ 0.244 -1.004  0.102 -0.259  0.59 ],38.244293,116.31,100.0,80539,1.6391349,2.0205076,-173.6881826421917,254.2672426700592,4.2974176,1500,0.7210847,2.6147692,100,-4.959106e-07,37.810104,11.500028,72.108475,22978.543,0.016391348,23.708778,7.7352204,29.609749,96.356346,0.00014285014,10.0
19.15411,0.0046288613,16,-26.006935,0.0895111,[ 0.24  -0.97   0.057 -0.308  0.602],58.189163,149.57,100.0,95496,2.1283808,1.9950523,-177.67338147880872,296.35161781311035,5.351302,1600,0.6825732,1.718533,100,6.790161e-06,41.276573,13.521345,68.257324,49869.523,0.021283807,29.343071,8.951111,31.529217,96.70448,4.6288613e-05,10.0
18.684872,0.060214125,17,-34.258896,0.01132115,[ 0.237 -0.886  0.019 -0.345  0.576],3.9479873,165.24,100.0,112020,0.986876,1.9954189,-167.81655557570878,341.99621534347534,43.177887,1700,0.06010264,25.329363,100,6.408691e-06,24.530193,15.507132,6.0102644,975.58936,0.00986876,7.0908093,1.132115,37.969757,96.96935,0.00060214126,10.0
18.732166,0.016222702,18,-36.660496,0.041127287,[ 0.209 -0.891  0.004 -0.382  0.577],11.60766,176.5,100.0,129670,1.2512858,1.9772762,-163.03298204029608,390.42724204063416,8.472372,1800,0.38492084,8.615001,100,-6.5231325e-06,28.14753,15.059848,38.492085,6054.0737,0.012512857,12.53818,4.112729,34.834373,97.1526,0.00016222702,10.0
18.371159,0.03703216,19,-42.04805,0.029680336,[ 0.073 -0.879  0.012 -0.372  0.558],8.50935,277.72,100.0,157442,1.2264119,1.960222,-173.6221705520147,462.8708519935608,14.583935,1900,0.24999274,11.75178,100,-1.6593933e-06,27.822582,15.546127,24.999275,3609.28,0.01226412,12.308946,2.9680338,31.295185,97.749664,0.0003703216,10.0
18.685625,0.02322795,20,-27.497887,0.014941708,[-0.021 -0.834  0.004 -0.376  0.541],3.2509296,380.34,100.0,195476,1.156289,1.9491533,-165.5923841524053,558.0456383228302,37.45581,2000,0.10156503,30.760433,100,1.4495849e-06,21.844477,12.072102,10.156504,316.04852,0.011562889,4.005597,1.4941709,26.114628,98.12924,0.0002322795,10.0
18.180347,9.269285e-06,21,-39.33545,0.20195521,[-0.048 -0.807 -0.002 -0.39   0.53 ],412.90445,378.59,100.0,233335,2.743306,1.9354651,-147.64568295656275,655.9309389591217,1.8117481,2100,2.0253942,0.24218678,100,-3.2043456e-06,47.574932,13.897599,202.53943,344331.56,0.027433064,54.86356,20.195524,28.891201,98.22002,9.269285e-08,10.0
18.04171,0.00025011314,22,-39.38812,0.15895087,[-0.028 -0.829 -0.025 -0.445  0.516],151.81084,317.2,100.0,265055,2.5394125,1.9052745,-126.66769865732665,736.5805213451385,2.4888294,2200,1.5804443,0.65871453,100,-2.6130676e-06,62.780014,14.607609,158.04443,284777.75,0.025394125,59.90417,15.895085,33.7372,98.20134,2.5011313e-06,10.0
17.61559,0.06580131,23,-43.114563,0.0074834246,[-0.079 -0.855  0.005 -0.469  0.486],1.7540172,386.82,100.0,303737,0.9378831,1.8993971,-115.65583065309838,836.1335868835449,61.100277,2300,0.045633405,57.011982,100,-4.2152406e-06,19.827147,13.975346,4.5633407,152.04713,0.00937883,2.7365308,0.74834245,26.689098,98.40202,0.00065801304,10.0
17.615097,0.0020328935,24,-41.366165,0.31016618,[-1.320e-01 -8.332e-01  7.773e-04 -4.614e-01  4.804e-01],120.99869,414.0,100.0,345137,3.8157072,1.9505231,-111.22404244545612,939.935348033905,1.4908631,2400,3.1178873,0.82645524,100,-1.335144e-06,63.775978,11.096598,311.78873,332824.2,0.03815707,59.438255,31.016615,27.323496,98.46269,2.0328935e-05,10.0
18.41826,6.8148554e-05,25,-32.60913,0.31378755,[-0.136 -0.748  0.015 -0.427  0.532],259.7709,348.46,100.0,379983,3.743223,1.9085335,-116.74780521327581,1028.5758328437805,1.4030827,2500,3.1549227,0.38495457,100,-1.9073486e-08,73.603645,14.00224,315.49228,537038.94,0.037432224,72.03747,31.378757,28.836592,98.329926,6.814855e-07,10.0
17.729519,0.038522027,26,-40.6745,0.010602299,[-0.225 -0.66   0.017 -0.428  0.49 ],3.068353,342.89,100.0,414272,0.91916,1.918235,-100.5496050054704,1116.273200750351,42.909084,2600,0.066269256,32.590775,100,-1.5258789e-07,20.40281,15.200871,6.626926,856.8117,0.0091916,3.5954049,1.06023,36.6799,98.41351,0.00038522028,10.0
18.046158,2.9080222e-06,27,-34.085796,0.18059364,[-0.257 -0.652  0.037 -0.42   0.499],100.9108,327.71,100.0,447043,2.4118152,1.8622398,-103.1688158572652,1197.7080328464508,1.7522876,2700,1.8183292,0.99097425,100,1.4686584e-06,41.039917,14.715897,181.83293,119958.68,0.02411815,33.831078,18.059364,27.09842,98.37036,2.9080221e-08,10.0
17.709696,0.0031859148,28,-27.381075,0.031857576,[-0.31  -0.643  0.03  -0.442  0.443],20.048199,333.68,100.0,480411,1.0821396,1.8355892,-96.42144022078043,1281.5043005943298,10.34468,2800,0.27676603,4.9879794,100,-5.531311e-07,23.689173,12.435168,27.676603,5018.731,0.0108213965,9.419926,3.1857579,23.806326,98.42207,3.185915e-05,10.0
16.575737,0.0027353654,29,-53.40459,0.056421783,[-0.308 -0.645  0.004 -0.461  0.417],7.747679,228.12,100.0,503223,1.7492838,1.8225335,-101.90145057552265,1339.20703291893,8.769354,2900,0.4159451,12.907091,100,-1.8310546e-06,28.568209,16.592237,41.594513,18081.238,0.017492838,15.297869,5.6421785,30.933182,98.1066,2.7353653e-05,10.0
16.323689,0.06725357,30,-57.049316,0.021768965,[-0.284 -0.61  -0.013 -0.428  0.404],3.470523,280.31,100.0,531254,1.3336884,1.8483566,-97.07501429672486,1409.9248337745667,27.291082,3000,0.14360702,28.8141,100,-1.1444092e-06,18.647436,16.320274,14.3607025,921.5463,0.013336885,3.706507,2.1768966,31.739262,98.30737,0.0006725357,10.0
17.176584,0.033126567,31,-39.20951,0.010844499,[-2.898e-01 -6.207e-01 -5.113e-04 -4.192e-01  4.294e-01],3.8012338,334.95,100.0,564749,0.8651881,1.8739544,-88.70654468317855,1493.5040135383606,38.894184,3100,0.0929354,26.30725,100,1.6784668e-06,19.93627,17.152874,9.29354,1416.4175,0.0086518815,3.7449195,1.08445,37.6231,98.47034,0.00033126565,10.0
17.540682,0.07031584,32,-35.96588,0.023076778,[-0.305 -0.625  0.015 -0.417  0.455],3.7416396,352.98,100.0,600047,1.2496413,1.8746786,-90.49768190015426,1580.250245809555,22.674715,3200,0.18186422,26.726252,100,1.1253356e-06,19.912302,13.985032,18.186422,803.5981,0.012496415,3.484515,2.307678,29.135143,98.48723,0.0007031584,10.0
17.376032,0.04126922,33,-41.122715,0.01778019,[-3.189e-01 -6.176e-01 -2.032e-04 -3.912e-01  4.557e-01],5.16995,388.59,100.0,638906,1.171363,1.915995,-91.37585510924703,1677.4361109733582,30.265985,3300,0.11416708,19.342546,100,2.374649e-06,20.371014,12.993332,11.416708,849.2198,0.01171363,4.3278265,1.7780191,27.329477,98.52971,0.0004126922,10.0
17.774986,0.0005195249,34,-41.548897,0.13663241,[-3.088e-01 -6.169e-01  1.706e-04 -3.867e-01  4.970e-01],97.396805,364.97,100.0,675403,2.0959518,1.8613286,-98.506096049186,1765.6299498081207,2.2990792,3400,1.3711635,1.0267277,100,-1.3732911e-06,52.05727,14.288647,137.11635,207067.64,0.020959519,47.112164,13.66324,33.149643,98.46019,5.195249e-06,10.0
17.184633,0.0063916855,35,-42.859573,0.023876453,[-0.251 -0.629  0.019 -0.369  0.442],9.183434,444.27,100.0,719830,1.194101,1.8438163,-86.06925451177078,1873.4947113990784,20.007462,3500,0.15643296,10.8891735,100,1.5258789e-07,20.803816,13.224262,15.643295,1857.032,0.011941011,6.695066,2.3876452,26.977676,98.61253,6.391685e-05,10.0
17.408468,0.00019317644,36,-30.890823,0.6731832,[-0.292 -0.644  0.036 -0.386  0.425],583.4956,403.92,100.0,760222,10.125312,1.911385,-98.99552150801915,1972.6398131847382,2.2122524,3600,5.2646494,0.17138089,100,-1.964569e-06,65.56749,10.208736,526.46497,331772.72,0.10125312,71.32658,67.31832,22.078756,98.50983,1.9317645e-06,10.0
17.656359,0.00018705134,37,-43.724747,0.9198675,[-0.361 -0.647  0.042 -0.374  0.492],2220.715,440.77,100.0,804299,9.859596,1.9274697,-96.869769291453,2082.55730843544,1.135813,3700,9.250187,0.04503054,100,8.201599e-07,123.35391,13.402063,925.0187,2986681.5,0.09859597,172.76273,91.98673,29.868732,98.560455,1.8705133e-06,10.0
17.876162,0.06333074,38,-41.955982,0.107479386,[-0.372 -0.596  0.064 -0.408  0.508],6.2273316,385.67,100.0,842866,1.9681526,1.9596969,-89.25931506188445,2180.284387588501,3.2444644,3800,1.0834942,16.058243,100,-2.0980835e-06,25.900978,13.761974,108.34942,12446.384,0.019681528,9.793993,10.747938,34.576668,98.537125,0.0006333074,10.0
