InitialBound,MinIW,Iteration,InitialReturnMin,StdIWNorm,Weights,EmpiricalD2,EpLenMean,ReturnStepMax,TimestepsSoFar,MeanIW,MeanEntropy,EpRewMean,TimeElapsed,ESSClassic,EpisodesSoFar,MaxIWNorm,ESSRenyi,EpThisIter,InitialReturnMean,Bound,InitialReturnStd,MaxIW,J_sample_variance,MeanIWNorm,ReturnMeanIW,StdIW,InitialReturnMax,ReturnStepMaxmin,MinIWNorm,EntropyCoefficient
17.61061,0.048586585,39,-59.590828,0.0086240135,[-0.41  -0.618  0.067 -0.401  0.541],2.0932286,401.82,100.0,883048,0.9086946,1.9856085,-89.65695504227146,2279.1225066184998,52.61203,3900,0.053309843,47.77309,100,5.1498415e-07,18.51681,13.96522,5.3309846,260.18948,0.009086947,1.5345904,0.8624014,28.324486,98.55374,0.00048586584,10.0
18.611378,0.0023284357,40,-37.34121,0.052331522,[-0.424 -0.612  0.071 -0.391  0.567],24.810759,411.8,100.0,924228,1.3510525,1.959062,-85.47766332167626,2379.588185071945,6.248773,4000,0.5087252,4.0305095,100,-1.1253356e-06,30.54735,14.013211,50.872524,14542.585,0.013510524,17.156666,5.233153,30.934513,98.584854,2.3284356e-05,10.0
18.327375,0.011118451,41,-37.897263,0.015708119,[-0.447 -0.632  0.041 -0.409  0.54 ],4.9789543,415.87,100.0,965815,1.0049266,1.9250544,-87.18475865938518,2480.4224214553833,29.041767,4100,0.08684551,20.08454,100,-2.5177003e-06,23.940449,13.830515,8.684551,1201.5079,0.010049267,7.50865,1.570812,29.43954,98.5807,0.00011118451,10.0
17.901522,1.249501e-05,42,-40.470654,0.35095435,[-0.473 -0.599  0.053 -0.406  0.506],83.1543,393.03,100.0,1005118,4.114548,1.8635439,-85.13120924454043,2575.8314728736877,1.3558582,4200,3.5318499,1.2025837,100,-1.9073487e-07,30.884777,13.457556,353.185,54878.742,0.041145474,24.55093,35.09544,29.284613,98.5668,1.249501e-07,10.0
17.128416,0.0017851816,43,-45.210674,0.07292366,[-0.484 -0.63   0.036 -0.43   0.445],43.201904,416.38,100.0,1046756,1.5157197,1.8496135,-73.71849080221017,2679.2707438468933,4.1412597,4300,0.71265256,2.3147128,100,-8.773804e-07,23.163677,13.099095,71.26526,19803.818,0.015157196,14.572922,7.2923665,26.042107,98.645905,1.7851815e-05,10.0
17.337755,0.0003103247,44,-34.751373,0.11241209,[-0.481 -0.619  0.003 -0.417  0.431],60.86875,375.7,100.0,1084326,2.0229094,1.8532555,-77.59642922464238,2772.8591475486755,3.1367924,4400,1.1008795,1.6428791,100,-1.4686584e-06,31.245253,12.933359,110.08795,42285.152,0.020229096,21.750189,11.241207,24.89165,98.58693,3.103247e-06,10.0
17.407862,0.0034764367,45,-33.740788,0.022886988,[-0.512 -0.691 -0.015 -0.417  0.434],8.987759,451.69,100.0,1129495,1.1718155,1.8352431,-73.68769708323698,2883.214745283127,20.769785,4500,0.14717536,11.126245,100,-1.5258789e-07,21.833841,11.517807,14.717536,1539.5198,0.011718155,6.853194,2.2886987,27.71679,98.67372,3.4764365e-05,10.0
16.994196,0.13043155,46,-40.746964,0.008630188,[-0.525 -0.689 -0.013 -0.443  0.416],1.502908,410.69,100.0,1170564,0.93913424,1.8477262,-75.29611758967901,2984.7671456336975,54.21606,4600,0.056199457,66.537674,100,-1.8310546e-06,18.23678,13.430594,5.619946,320.83517,0.00939134,1.424617,0.8630188,21.54785,98.633316,0.0013043154,10.0
17.23697,0.0025424985,47,-37.20867,0.08670573,[-0.543 -0.662 -0.013 -0.426  0.429],105.10257,412.22,100.0,1211786,1.4181937,1.8522747,-72.7508641545408,3086.2686080932617,2.6056104,4700,0.8689709,0.95145154,100,-2.0122527e-06,33.029278,12.833448,86.89709,76050.32,0.014181934,27.221918,8.670573,31.72381,98.64703,2.5424984e-05,10.0
17.496202,0.0014988973,48,-30.796307,0.13687158,[-0.528 -0.684  0.005 -0.399  0.433],107.54886,480.48,100.0,1259834,1.9502923,1.8723267,-73.9990779488587,3203.8325304985046,1.9899559,4800,1.3762188,0.92981,100,-1.6593933e-06,28.668427,11.633435,137.62189,45206.46,0.019502921,20.59101,13.687158,28.729242,98.69197,1.4988973e-05,10.0
17.533705,2.5887843e-05,49,-35.686783,0.2859365,[-0.519 -0.653 -0.012 -0.419  0.453],440.03772,404.12,100.0,1300246,4.748372,1.9121304,-74.53652947786846,3301.2349610328674,2.6837106,4900,2.8189611,0.22725324,100,-1.7929077e-06,45.70398,13.974936,281.89612,194361.17,0.047483716,51.53615,28.593655,25.153397,98.63112,2.5887843e-07,10.0
-1.1293327,0.022158612,50,-33.879913,0.00839915,[-0.632 -0.642 -0.046 -0.399  0.493],1.8605477,454.56,100.0,1345702,0.9852552,1.8922452,-65.23048867953845,3411.178567647934,57.912918,5000,0.040070884,53.747616,100,-2.0980835e-06,0.23417974,13.369189,4.0070887,244.64789,0.009852552,1.7746079,0.8399151,32.869354,98.713,0.00022158612,
-1.35963,0.15574838,51,-40.788837,0.0075794975,[-0.656 -0.644 -0.041 -0.404  0.473],1.7993455,472.79,100.0,1392981,1.0522616,1.8936224,-55.56131746063023,3527.5409700870514,65.83972,5100,0.037863042,55.575764,100,-2.1076203e-06,-0.3266735,10.731045,3.7863045,211.30463,0.010522615,1.4971272,0.75794977,22.553606,98.76497,0.0015574838,
-0.99545336,0.00064861914,52,-26.620749,0.09020305,[-0.681 -0.642 -0.038 -0.415  0.475],95.13807,449.92,100.0,1437973,1.8519046,1.8964646,-63.34426063317209,3637.391605615616,4.0444984,5200,0.8955304,1.051104,100,-2.155304e-06,18.242737,12.1065645,89.55304,71637.125,0.018519046,27.952242,9.020305,29.863533,98.718414,6.486191e-06,
-1.104474,0.14005814,53,-33.13418,0.008497559,[-0.725 -0.624 -0.035 -0.448  0.477],1.9416667,403.49,100.0,1478322,0.9501922,1.8916026,-52.81397502177404,3736.6517267227173,55.562634,5300,0.057386152,51.502144,100,-1.411438e-06,0.1576637,12.589997,5.7386155,219.95819,0.009501922,1.6966769,0.84975594,24.357136,98.73822,0.0014005814,
-1.4322124,0.001997276,54,-42.966335,0.06720193,[-0.749 -0.602 -0.027 -0.447  0.473],18.648811,409.91,100.0,1519313,1.3257642,1.834333,-53.395991052800426,3835.7597286701202,3.7461674,5400,0.67375684,5.3622723,100,-9.918213e-07,3.2120748,13.879114,67.37569,8085.3613,0.0132576395,9.396974,6.720192,28.916073,98.73947,1.997276e-05,
-1.4553577,0.041821904,55,-43.660774,0.012981385,[-0.766 -0.611 -0.027 -0.46   0.416],2.7592592,427.83,100.0,1562096,0.9655633,1.8300614,-46.14331998572914,3939.035241127014,35.61876,5500,0.08134607,36.24161,100,1.4495849e-06,0.096276045,13.647965,8.134607,312.9333,0.009655634,2.5137756,1.2981384,32.94452,98.78429,0.00041821905,
-1.5015298,0.24204049,56,-45.045883,0.004374124,[-0.792 -0.624 -0.015 -0.466  0.411],1.2729586,438.13,100.0,1605909,0.94354004,1.8291847,-44.30150687585647,4046.404900074005,82.31045,5600,0.022974018,78.55715,100,-3.8146973e-07,-1.0836616,12.287916,2.297402,159.73778,0.0094354,0.6104461,0.4374124,31.43937,98.797775,0.0024204047,
-1.2523308,0.022009421,57,-37.569923,0.03041378,[-0.792 -0.62  -0.009 -0.472  0.41 ],5.880122,436.54,100.0,1649563,1.4148729,1.866211,-46.56803623002,4146.8380444049835,17.791441,5700,0.26805693,17.006449,100,1.14440915e-07,1.121402,11.156919,26.805693,833.4394,0.014148728,4.1581745,3.041378,25.417412,98.78665,0.00022009421,
-1.5168786,9.316957e-08,58,-45.506355,5.684575,[-0.805 -0.59  -0.013 -0.457  0.447],22186.045,416.78,100.0,1691241,58.143063,1.7861373,-43.3476262643925,4248.955204486847,1.0353324,5800,57.136032,0.0045073377,100,2.670288e-07,562.8926,16.669641,5713.6035,61360256.0,0.5814307,788.83136,568.4576,36.931477,98.79199,9.316956e-10,
-1.2895991,0.06895599,59,-38.687927,0.0074162856,[-0.916 -0.602 -0.041 -0.449  0.367],1.7256334,470.88,100.0,1738329,1.0073241,1.7835618,-37.57290794046809,4366.416754722595,64.84899,5900,0.040435046,57.949738,100,-1.2779236e-06,-0.124266624,11.493558,4.0435047,262.99176,0.01007324,1.5697922,0.7416286,28.348644,98.84041,0.00068955985,
-1.3063774,0.0031896695,60,-39.19129,0.19294813,[-0.921 -0.586 -0.044 -0.453  0.365],68.53818,475.62,100.0,1785891,2.9193957,1.8121635,-23.949009551161645,4483.869517087936,2.2380745,6000,1.9208736,1.4590409,100,-9.3460085e-07,22.783356,10.450872,192.08737,103569.68,0.02919396,33.598557,19.294815,25.638771,98.89929,3.1896692e-05,
-1.3433297,4.3425815e-05,61,-40.299896,0.66997516,[-0.975 -0.557 -0.049 -0.415  0.393],951.159,480.92,100.0,1833983,7.603723,1.795986,-33.157854603147925,4600.041669368744,1.2716771,6100,6.733146,0.1051349,100,3.2424927e-07,40.937946,10.867365,673.31464,741331.25,0.07603722,82.3674,66.99752,24.573639,98.86211,4.3425814e-07,
-1.7806456,0.0056756954,62,-53.419388,0.17553286,[-0.982 -0.515 -0.058 -0.439  0.377],28.363428,439.21,100.0,1877904,2.5880377,1.8398273,-32.60605018298642,4707.981953859329,2.127574,6200,1.7543368,3.525667,100,9.441376e-07,7.6826935,13.409571,175.43369,18515.459,0.025880372,17.16594,17.553284,22.354027,98.85152,5.675695e-05,
-1.5562727,0.015097151,63,-46.688133,0.04202834,[-0.943 -0.528 -0.066 -0.443  0.421],9.063495,403.71,100.0,1918275,1.453694,1.8297942,-51.144639214991074,4807.620625495911,10.685248,6300,0.35353175,11.033272,100,-1.6021728e-06,2.1916032,12.7139435,35.353176,3160.9927,0.01453694,6.876857,4.202834,24.863773,98.74663,0.00015097151,
-1.9018171,0.018769616,64,-57.05455,0.017356971,[-0.935 -0.514 -0.041 -0.448  0.411],3.8137302,410.97,100.0,1959372,1.222262,1.8259035,-41.26484602371358,4907.507657766342,33.14993,6400,0.12457951,26.221046,100,1.1444092e-06,2.2934656,15.490655,12.457952,736.6862,0.012222621,6.007484,1.735697,42.05738,98.79918,0.00018769616,
-1.6717701,0.1683011,65,-50.153084,0.0063384385,[-0.952 -0.529 -0.028 -0.444  0.407],1.6079422,448.67,100.0,2004239,0.99500334,1.812478,-29.06298932052766,5015.5852727890015,71.13371,6500,0.041559134,62.191288,100,-6.1035155e-07,-0.87002707,13.282472,4.1559134,183.41411,0.009950033,1.2498548,0.63384384,30.72651,98.87045,0.0016830111,
-1.4619999,0.0036233386,66,-43.859955,0.06376299,[-0.974 -0.545 -0.031 -0.456  0.393],14.718208,462.11,100.0,2050450,1.3009436,1.7733516,-31.164961939406172,5127.959364891052,3.9963844,6600,0.64009064,6.7943053,100,-1.2397766e-06,1.0087323,11.467336,64.00906,3917.6702,0.013009436,6.6175895,6.3762984,21.998365,98.86511,3.6233385e-05,
-1.2383317,0.035589945,67,-37.149944,0.012403161,[-0.978 -0.545 -0.049 -0.448  0.354],3.3988671,470.99,100.0,2097549,1.1262832,1.778045,-23.25660696517923,5238.811590194702,45.192726,6700,0.07265237,29.421568,100,-7.6293944e-08,1.1482291,11.47075,7.265237,338.66187,0.01126283,3.431219,1.2403163,23.049702,98.901245,0.00035589945,
-1.6616577,0.014608539,68,-49.84972,0.055199735,[-0.982 -0.539 -0.033 -0.449  0.359],6.277313,468.62,100.0,2144411,1.5185714,1.8000726,-27.398384445583794,5345.49418091774,7.0357785,6800,0.5472195,15.930383,100,-4.7683716e-07,1.8364301,11.995597,54.721954,1691.0164,0.015185714,5.999641,5.5199747,28.91121,98.88307,0.00014608538,
-1.5908499,0.1349137,69,-47.725468,0.015890293,[-0.97  -0.506 -0.044 -0.434  0.381],2.3280168,442.07,100.0,2188618,1.1277344,1.8213769,-31.96177868294113,5449.829252958298,33.496235,6900,0.12413868,42.955017,100,-8.392334e-07,0.50266576,12.927739,12.413869,904.7094,0.011277345,2.9299576,1.5890294,33.101677,98.85539,0.0013491369,
-1.4455984,7.7606965e-06,70,-43.36795,1.9924897,[-0.988 -0.485 -0.048 -0.421  0.403],3431.854,460.51,100.0,2234669,20.73604,1.780188,-29.676684080559617,5551.696494579315,1.0714723,7000,20.029732,0.029138768,100,1.335144e-07,106.15519,10.637634,2002.9731,3747678.5,0.2073604,190.84128,199.24898,26.133224,98.87111,7.760696e-08,
-1.2557867,0.023356766,71,-37.673615,0.021169752,[-1.039 -0.474 -0.022 -0.448  0.361],4.4289603,447.86,100.0,2279455,1.1153475,1.8055767,-34.5799847426813,5640.129608631134,21.727045,7100,0.14185275,22.578663,100,8.5830686e-07,0.38935804,10.950745,14.185276,402.0939,0.011153475,3.032174,2.1169753,22.05205,98.84558,0.00023356765,
-1.6704656,0.03488055,72,-50.113983,0.011314105,[-1.049 -0.505 -0.026 -0.459  0.387],3.223356,440.68,100.0,2323523,1.0947251,1.7808951,-34.6547997437787,5722.025040149689,48.35251,7200,0.058820862,31.023567,100,4.5776366e-07,1.7362154,12.190593,5.8820863,516.46045,0.010947252,4.7353215,1.1314106,25.424347,98.84273,0.00034880548,
