TimestepsSoFar,Weights,InitialReturnMin,EmpiricalD2,EpLenMean,MaxIW,EpRewMean,InitialBound,StdIW,Iteration,MaxIWNorm,ReturnMeanIW,InitialReturnMax,EpThisIter,ESSRenyi,Bound,ESSClassic,MeanIW,TimeElapsed,InitialReturnMean,J_sample_variance,ReturnStepMax,StdIWNorm,ReturnStepMaxmin,MeanIWNorm,MeanEntropy,EpisodesSoFar,EntropyCoefficient,MinIWNorm,InitialReturnStd,MinIW
2293006,[-0.764 -0.364 -0.004 -0.325  0.16 ],-39.88082,1.3771884,472.54,3.113732,-20.590470145844897,6.5676737,0.54321176,73,0.031137321,0.54428065,30.592726,100,72.6117,6.8914995,76.72356,0.98622346,5709.771836280823,-5.245209e-07,126.50697,100.0,0.0054321177,98.91286,0.009862235,1.5814545,7300,5.0,0.0028680915,10.531095,0.28680915
2340958,[-0.766 -0.368 -0.001 -0.32   0.163],-44.504414,1.4872872,479.52,8.023231,-20.37413928031317,6.423791,0.9268464,74,0.08023231,0.6300101,31.103796,100,67.23651,6.778199,54.540825,1.0152144,5791.821161746979,-5.912781e-07,184.9639,100.0,0.009268464,98.91502,0.010152144,1.5914717,7400,5.0,0.0017080853,10.923628,0.17080854
2388258,[-0.765 -0.363  0.005 -0.322  0.173],-35.390656,9.624808,473.0,23.014492,-22.524919023193952,6.777671,3.6871774,75,0.23014492,7.2770233,23.498806,100,10.389817,11.446363,13.769256,1.4733915,5878.330028533936,1.4400482e-06,817.1824,100.0,0.036871772,98.904755,0.014733914,1.5658383,7500,5.0,9.453783e-06,10.752109,0.0009453783
2434687,[-0.781 -0.38  -0.006 -0.341  0.147],-39.836693,28.991348,464.29,106.8215,-23.889374923618906,6.5013027,13.604643,76,1.068215,11.083143,25.619797,100,3.4493048,11.731638,4.439588,2.9323745,5958.496378183365,8.010864e-07,14858.43,100.0,0.13604642,98.897095,0.029323746,1.5596665,7600,5.0,2.6966852e-06,9.677928,0.00026966853
2479850,[-0.779 -0.39  -0.027 -0.347  0.141],-53.83483,3.4490118,451.63,18.534712,-25.48017802445388,6.003839,2.1060092,77,0.18534711,2.9701986,23.152884,100,28.993813,7.3963413,21.918861,1.1158252,6037.3540942668915,7.4386594e-07,1016.31714,100.0,0.021060089,98.88716,0.011158252,1.5517582,7700,5.0,0.00031026924,12.430457,0.031026924
2527525,[-0.789 -0.381 -0.018 -0.334  0.133],-21.885391,6.2134056,476.75,11.079053,-19.615765315631236,6.9413366,1.7868085,78,0.11079053,3.8974333,24.523645,100,16.094233,9.734114,27.286427,1.0945702,6120.855730295181,5.626678e-07,579.8561,100.0,0.017868085,98.91771,0.010945702,1.5748651,7800,5.0,0.00018668361,8.9468775,0.018668361
2572288,[-0.776 -0.375 -0.026 -0.341  0.156],-40.252186,1.8973373,447.63,5.029376,-25.899385922773423,6.532586,0.82043636,79,0.05029376,1.6143718,25.726547,100,52.70544,7.6374025,60.034832,1.0055549,6196.844522476196,1.335144e-07,215.63126,100.0,0.008204363,98.88428,0.010055549,1.574239,7900,5.0,0.00079801056,13.62532,0.07980106
2615284,[-0.799 -0.392 -0.027 -0.352  0.155],-44.74493,3.291527,429.96,15.744051,-31.544412280536463,6.379696,1.8132999,80,0.15744051,3.0268114,24.040344,100,30.381035,8.144773,26.546782,1.0901096,6278.133280277252,-9.536743e-07,372.97952,100.0,0.018133,98.85327,0.010901094,1.5647842,8000,5.0,0.00034337828,13.746365,0.03433783
2660316,[-0.816 -0.39  -0.041 -0.342  0.146],-36.986233,61.035507,450.32,158.29309,-25.879416722682645,6.5910463,15.89762,81,1.5829309,27.79185,20.30289,100,1.6383905,25.769487,2.908743,2.7516596,6358.667052030563,4.959106e-07,74708.15,100.0,0.1589762,98.885056,0.027516592,1.5218998,8100,5.0,1.22014735e-05,12.00031,0.0012201474
2710219,[-0.812 -0.41  -0.037 -0.33   0.103],-25.530678,56968.77,499.03,9530.754,-19.833640426361264,6.7584763,948.2875,82,95.30753,1151.9668,16.931849,100,0.0017553477,956.3142,1.0022063,95.41263,6445.730121612549,-1.14440915e-07,132576530.0,100.0,9.482876,98.92052,0.9541262,1.4941155,8200,5.0,2.2445473e-08,9.865961,2.2445474e-06
2751450,[-0.788 -0.371 -0.046 -0.35   0.075],-56.54238,1.8793727,412.31,5.991029,-37.889496069108276,5.5858316,0.87011135,83,0.059910286,2.202976,26.969963,100,53.209244,7.094732,58.5276,1.0336549,6522.864681482315,8.869171e-07,278.02625,100.0,0.008701114,98.81621,0.010336549,1.4951117,8300,5.0,0.0010655101,15.043452,0.10655101
2794794,[-0.803 -0.374 -0.051 -0.342  0.076],-40.182556,13.114372,433.44,53.566055,-33.06021220991352,6.13614,5.356493,84,0.53566056,7.3091307,26.236275,100,7.625222,10.004549,4.526556,1.1663346,6610.027731657028,6.4849854e-07,3683.6113,100.0,0.053564936,98.84746,0.011663345,1.5091915,8400,5.0,0.00013744022,12.770573,0.013744022
2841738,[-0.823 -0.388 -0.04  -0.34   0.09 ],-49.015556,2.1387248,469.44,4.541841,-22.418572246810466,5.9121056,0.95555556,85,0.045418408,1.7793547,25.834507,100,46.756832,6.9310055,51.814632,0.9908878,6712.288128376007,-5.38826e-07,201.43831,100.0,0.009555555,98.904495,0.009908876,1.5082116,8500,5.0,0.0009666144,12.264318,0.09666144
2889085,[-0.836 -0.393 -0.038 -0.353  0.089],-37.35265,15.131314,473.47,22.164398,-21.222245987780212,6.2959685,3.9445212,86,0.22164398,10.756426,24.351238,100,6.6088114,13.515275,14.882381,1.6493802,6816.437601804733,-1.2207031e-06,3028.6326,100.0,0.03944521,98.910355,0.016493801,1.5204234,8600,5.0,6.78552e-05,11.280335,0.0067855204
2935144,[-0.798 -0.371 -0.046 -0.338  0.101],-41.232697,15.532075,460.59,49.89584,-26.47474483159043,6.2276936,5.199196,87,0.49895838,9.220299,22.68863,100,6.4382896,11.415905,6.894949,1.4148651,6915.535818576813,-2.670288e-07,4417.418,100.0,0.051991954,98.88504,0.014148652,1.5224624,8700,5.0,6.769672e-05,11.261832,0.006769672
2980460,[-0.829 -0.367 -0.036 -0.351  0.104],-52.276062,31.037193,453.16,118.27655,-19.249610794117523,5.8697762,11.802399,88,1.1827655,12.76371,26.76125,100,3.2219408,10.721749,2.6123283,1.9330014,7018.924054145813,-1.5258789e-07,12951.763,100.0,0.118023984,98.91504,0.019330015,1.533177,8800,5.0,5.7512305e-05,13.0863,0.0057512308
3027264,[-0.816 -0.384 -0.035 -0.336  0.114],-38.851604,57.57756,468.04,101.78171,-30.3267056196018,6.370832,10.20065,89,1.017817,17.038359,18.611908,100,1.7367877,14.967061,3.0061336,1.7958078,7125.505312681198,6.7710874e-07,31236.885,100.0,0.102006495,98.87041,0.017958075,1.5511105,8900,5.0,2.0892721e-05,10.131479,0.0020892723
3076243,[-0.811 -0.408 -0.048 -0.328  0.132],-26.988743,1.1391647,489.79,1.9236953,-20.437794797938572,6.8559275,0.30100727,90,0.019236952,0.29358542,22.077736,100,87.78362,7.1049023,90.61999,0.9355929,7238.321055173874,1.9073487e-07,86.07331,100.0,0.0030100723,98.91655,0.009355929,1.5543002,9000,5.0,0.0040933564,9.739603,0.40933567
3125147,[-0.819 -0.416 -0.047 -0.333  0.135],-40.39731,4.1068254,489.04,10.293407,-19.729527914259492,6.424924,1.5823078,91,0.10293407,3.3097348,19.705986,100,24.349709,8.429159,29.78086,1.0304617,7351.902403354645,-2.2888183e-07,317.17487,100.0,0.015823077,98.91931,0.010304617,1.5696608,9100,5.0,0.0005257381,10.021624,0.052573815
3174728,[-0.808 -0.41  -0.035 -0.325  0.151],-38.762596,149.75856,495.81,2453.5417,-23.72563359963851,6.5562177,244.07253,92,24.535418,275.12122,25.609707,100,0.6677415,266.90854,1.0473896,25.11073,7461.964784383774,4.4822693e-07,7505334.5,100.0,2.440725,98.9043,0.25110722,1.5198671,9200,5.0,3.7355633e-06,9.363816,0.00037355634
3224072,[-0.859 -0.371 -0.031 -0.312  0.101],-26.636906,6.5328283,493.44,14.411115,-21.835099089694868,6.711439,2.3213155,93,0.14411114,4.967189,23.315926,100,15.307305,10.21891,22.337317,1.2449259,7574.059892416,8.201599e-07,797.40106,100.0,0.023213156,98.9115,0.012449257,1.5042266,9300,5.0,8.244718e-05,9.4944105,0.008244718
3271868,[-0.852 -0.35  -0.021 -0.314  0.085],-49.027294,176.50674,477.96,234.93607,-20.182973121508642,5.8868885,23.354725,94,2.3493607,44.525185,23.465158,100,0.5665506,30.462978,1.6244109,3.00109,7683.985286474228,-9.822845e-07,198794.84,100.0,0.23354724,98.91554,0.030010901,1.5299336,9400,5.0,1.0478975e-05,11.6429205,0.0010478975
3317075,[-0.819 -0.357 -0.036 -0.327  0.111],-35.96649,6.646159,452.07,51.05852,-27.990336611226557,6.4507847,5.098263,95,0.5105852,4.951441,25.459873,100,15.046285,9.409564,6.1151905,1.3011566,7787.6942484378815,5.7220458e-08,1023.0318,100.0,0.050982624,98.876175,0.013011565,1.5097722,9500,5.0,0.0001461104,11.726756,0.014611039
3363214,[-0.812 -0.393 -0.037 -0.345  0.091],-30.87894,25.020348,461.39,76.63875,-26.193873650017405,6.5195627,8.332442,96,0.76638746,9.594396,17.90116,100,3.996747,11.8844795,6.092646,2.1223912,7895.048801183701,-7.6293944e-08,4323.532,100.0,0.08332441,98.88646,0.021223912,1.4877336,9600,5.0,1.5527885e-05,9.95256,0.0015527885
3405865,[-0.822 -0.379 -0.047 -0.357  0.069],-48.416275,567.0499,426.51,777.5148,-31.892079340479576,5.824791,77.67824,97,7.7751474,107.220085,38.713562,100,0.17635131,76.3071,1.5731977,9.8205185,7993.422984838486,-1.1062622e-06,1221929.5,100.0,0.7767824,98.85045,0.09820518,1.5035853,9700,5.0,1.1605623e-06,14.769624,0.00011605623
3452011,[-0.863 -0.359 -0.033 -0.341  0.085],-34.889977,764.9563,461.46,818.6705,-27.24216003109632,6.354928,81.41766,98,8.186705,70.64565,33.517704,100,0.13072643,45.92048,1.1113322,8.631124,8096.636260271072,6.8664554e-07,517518.2,100.0,0.8141766,98.88193,0.08631123,1.488175,9800,5.0,2.8427624e-07,10.105584,2.8427625e-05
3496483,[-0.835 -0.39  -0.049 -0.367  0.069],-49.045425,5.597804,444.72,65.76104,-29.20296248238079,5.806028,6.5742326,99,0.65761036,4.8189335,26.6158,100,17.864147,8.387563,5.396701,1.5702039,8197.757090806961,4.6730042e-07,1306.3358,100.0,0.06574232,98.86867,0.015702037,1.4873253,9900,5.0,0.00048017132,13.286003,0.048017133
3542108,[-0.854 -0.382 -0.056 -0.347  0.068],-47.83355,1.8342515,456.25,5.861083,-27.82224495276747,-1.5944506,0.84933406,100,0.05861083,1.523298,35.967175,100,54.51815,-0.63614035,52.575127,0.8942637,8301.14043211937,1.0108947e-06,401.9899,100.0,0.008493341,98.87804,0.008942636,1.4781857,10000,,0.00081324973,12.170427,0.08132497
3586696,[-0.873 -0.367 -0.062 -0.34   0.059],-49.246735,4.843286,445.88,37.340218,-28.926735564627307,-1.6415585,3.8770971,101,0.37340218,5.19392,27.584991,100,20.647139,1.5812671,10.122383,1.3011348,8401.20039844513,-6.198883e-07,1580.0809,100.0,0.03877097,98.870255,0.013011346,1.4850218,10100,,0.00011727677,12.378203,0.011727678
3633583,[-0.87  -0.357 -0.062 -0.319  0.066],-49.419697,1.6149157,468.87,6.5036707,-22.9912584345326,-1.647323,0.8501467,102,0.06503671,0.90513015,21.90403,100,61.922737,-1.1882772,57.806496,0.99508333,8507.76600265503,2.479553e-07,171.941,100.0,0.008501466,98.90193,0.009950832,1.4889089,10200,,0.0018096061,10.808711,0.18096061
3682332,[-0.859 -0.354 -0.065 -0.309  0.07 ],-29.217028,16.746536,487.49,34.55738,-24.97014854173221,-0.97390145,3.6076074,103,0.3455738,7.1021037,25.296455,100,5.971384,3.1166546,8.068644,1.0687785,8620.135822296143,-5.1498415e-07,2614.964,100.0,0.036076073,98.89755,0.010687784,1.4448713,10300,,1.1779593e-05,9.02657,0.0011779593
3730842,[-0.874 -0.35  -0.057 -0.317  0.026],-19.455301,6.6337185,485.1,12.968924,-20.805320260672197,-0.64850897,2.149927,104,0.12968923,3.4330852,17.859259,100,15.074502,1.7627823,27.416216,1.321319,8732.040760278702,1.1253356e-06,804.4494,100.0,0.02149927,98.914215,0.013213188,1.4678606,10400,,0.00015959247,8.486941,0.015959248
3779003,[-0.872 -0.358 -0.048 -0.313  0.049],-32.76938,2.773093,481.61,10.980186,-19.461895699385305,-1.0923127,1.3558067,105,0.10980186,3.1287873,20.5928,100,36.060818,1.309802,32.07416,0.9316609,8844.135274648666,1.335144e-07,403.4779,100.0,0.013558066,98.919174,0.009316609,1.4775133,10500,,0.000648596,10.17734,0.0648596
3827511,[-0.902 -0.356 -0.058 -0.314  0.059],-24.118847,3.758208,485.08,9.232027,-21.63733569429145,-0.8039625,1.3565912,106,0.09232027,2.6450577,21.03857,100,26.608425,1.0864898,36.20679,1.022014,8964.007812976837,-7.8201293e-07,197.5559,100.0,0.013565912,98.91078,0.010220139,1.5000867,10600,,0.0006109887,8.76279,0.061098874
3875469,[-0.93  -0.368 -0.06  -0.325  0.081],-23.674477,168.93318,479.58,183.79692,-22.715192952569627,-0.9028494,18.266905,107,1.8379692,28.61623,27.085476,100,0.59195,16.881512,1.4246817,2.1960375,9078.151150226593,-3.33786e-07,86104.61,100.0,0.18266903,98.90527,0.021960372,1.5231011,10700,,5.861071e-06,8.99231,0.0005861071
3925177,[-0.952 -0.352 -0.041 -0.326  0.104],-21.502182,393.4827,497.08,257.04007,-19.742483743527,-0.71673894,25.5483,108,2.5704007,36.075493,21.24024,100,0.2541408,21.857964,1.3763518,3.018117,9199.255022764206,4.6730042e-07,138603.22,100.0,0.25548297,98.92056,0.030181171,1.5001017,10800,,1.41773e-06,7.599403,0.00014177301
3974827,[-0.96  -0.357 -0.02  -0.314  0.081],-21.851513,8.025141,496.5,16.278124,-26.598589455158404,-0.8675563,2.111892,109,0.16278124,4.006675,26.026703,100,12.46084,1.549001,17.979927,0.98879343,9318.756838321686,4.959106e-07,671.9744,100.0,0.021118918,98.89285,0.009887934,1.5013825,10900,,0.00021483577,8.749959,0.021483578
4023321,[-0.969 -0.333 -0.032 -0.311  0.082],-29.388891,6.7480855,484.94,77.59858,-30.001874553687273,-0.97963,7.7854457,110,0.7759858,6.522575,25.919708,100,14.819018,3.9777832,4.2389994,1.6380261,9429.005290031433,-1.9073487e-07,2350.7832,100.0,0.077854455,98.87627,0.01638026,1.4843497,11000,,5.7263234e-05,9.320066,0.0057263235
4070046,[-0.993 -0.325 -0.028 -0.323  0.065],-44.68605,4.61717,467.25,11.673804,-27.775063684281648,-1.4895363,1.763858,111,0.116738044,4.104589,26.987698,100,21.658289,0.9039357,23.415594,0.97531736,9540.431694507599,-1.2397766e-06,1139.0969,100.0,0.017638579,98.88112,0.009753173,1.5029042,11100,,0.00016032525,11.27555,0.016032524
4116440,[-0.993 -0.3   -0.035 -0.311  0.084],-36.22026,57.099995,463.94,98.39253,-33.61909426567237,-1.2073429,10.289802,112,0.9839253,23.582779,23.159184,100,1.7513137,14.459555,3.8960543,2.071805,9646.269273281097,-8.773804e-07,27089.43,100.0,0.10289802,98.85507,0.020718055,1.4408673,11200,,4.880145e-06,9.812214,0.00048801448
4164214,[-0.994 -0.311 -0.04  -0.324  0.022],-25.833328,13.365266,477.74,53.50207,-32.66246048865932,-0.8611118,5.4001794,113,0.5350207,4.739785,25.273893,100,7.482081,1.5916896,4.8410697,1.2180189,9755.525351047516,-9.536743e-07,1538.049,100.0,0.054001782,98.863266,0.012180188,1.4366121,11300,,4.0961146e-05,8.211747,0.0040961145
4206708,[-0.974 -0.311 -0.05  -0.335  0.018],-48.491222,36.434864,424.94,121.67331,-37.97524956203517,-1.6163733,14.845314,114,1.2167331,16.307718,29.059536,100,2.744624,6.551074,3.6221306,2.8779469,9854.82654428482,8.5830686e-07,17763.111,100.0,0.14845313,98.82127,0.028779466,1.4487994,11400,,2.8860002e-05,12.679424,0.0028860003
4249480,[-0.972 -0.301 -0.033 -0.343  0.03 ],-44.38803,142.37872,427.72,205.79793,-40.90163120553467,-1.4796005,20.500507,115,2.0579793,28.501322,27.4562,100,0.7023521,10.846342,1.5328178,2.5577853,9952.695748806,1.9073487e-07,99767.41,100.0,0.20500506,98.80875,0.02557785,1.4454215,11500,,3.2880605e-06,13.032028,0.00032880605
4294574,[-0.97  -0.3   -0.045 -0.315  0.027],-37.754395,249.37282,450.94,371.0545,-34.249944247286045,-1.2584803,36.892036,116,3.710545,42.6282,24.745756,100,0.401006,22.754862,1.4049118,4.403819,10056.049371242523,-3.0517577e-07,164254.34,100.0,0.36892033,98.8481,0.044038188,1.489172,11600,,6.421994e-06,11.730844,0.0006421994
4343165,[-0.988 -0.323 -0.042 -0.309  0.07 ],-50.864815,3.5185668,485.91,11.747687,-21.93211245343148,-1.6954927,1.8966395,117,0.11747687,3.308671,21.851906,100,28.420662,0.12829018,26.485636,1.1384236,10169.116513252258,1.0871887e-06,355.6119,100.0,0.018966395,98.90973,0.011384236,1.4991236,11700,,0.00048284512,10.046088,0.048284512
4391961,[-0.958 -0.314 -0.037 -0.296  0.08 ],-36.54284,22.93769,487.96,41.279243,-28.295287698221518,-1.2180948,4.3431168,118,0.4127924,7.821817,26.658249,100,4.359637,1.9879584,7.6360774,1.2487788,10281.092010736465,-1.14440915e-07,6038.599,100.0,0.043431167,98.88403,0.012487787,1.5068376,11800,,4.2297135e-05,10.328758,0.0042297137
4439040,[-0.997 -0.316 -0.038 -0.318  0.088],-34.170956,512.55133,470.79,993.9488,-34.27225926959667,-1.1390315,98.889946,119,9.939487,37.6072,30.801819,100,0.19510241,11.819979,1.1933542,10.867853,10390.24048948288,5.4359435e-07,128045.24,100.0,0.98889935,98.8544,0.10867852,1.486896,11900,,1.227238e-06,11.251854,0.00012272381
4479976,[-1.007 -0.296 -0.035 -0.341  0.068],-37.11717,16.634113,409.36,40.31378,-50.37556680407698,-1.2372397,4.2337046,120,0.4031378,9.7596445,20.39749,100,6.011742,4.7135725,7.5467696,1.2095951,10488.786130189896,-7.6293946e-07,7009.576,100.0,0.04233704,98.753876,0.012095951,1.518892,12000,,6.706984e-05,12.304981,0.0067069847
4523758,[-1.009 -0.306 -0.023 -0.338  0.1  ],-40.903725,841.40155,437.82,1239.3757,-45.871040632587366,-1.3634586,123.31453,121,12.393757,78.00122,27.503172,100,0.118849315,38.451515,1.1679382,13.40526,10591.034196853638,-1.1682511e-06,588567.3,100.0,1.2331452,98.79045,0.1340526,1.5563114,12100,,1.7964061e-07,10.754514,1.7964061e-05
4557606,[-1.008 -0.281 -0.019 -0.355  0.137],-43.434395,5.7283387,338.48,25.724262,-70.85500722269761,-1.4478126,3.0079565,122,0.25724262,5.5483146,28.416973,100,17.457067,2.0831258,19.065392,1.459914,10673.468642950058,7.6293946e-07,986.3939,100.0,0.030079562,98.58133,0.01459914,1.5542964,12200,,0.00013518597,14.017689,0.013518597
4595870,[-1.014 -0.285 -0.035 -0.345  0.135],-49.48436,520.814,382.64,960.0408,-55.42210851340594,-1.649478,95.487946,123,9.600408,88.70347,26.850712,100,0.19200712,51.06014,1.0800145,9.97749,10763.859449863434,9.155273e-07,797668.7,100.0,0.9548794,98.71031,0.099774905,1.5585887,12300,,2.4267772e-06,16.325758,0.00024267772
4638286,[-1.016 -0.294 -0.009 -0.337  0.14 ],-48.665974,152.23537,424.16,256.2853,-49.903753624490236,-1.6222008,25.489758,124,2.562853,48.624043,21.860493,100,0.6568776,28.60875,1.6637678,3.3155477,10863.159217596054,-1.7929077e-06,250830.0,100.0,0.25489756,98.764694,0.03315548,1.5650975,12400,,5.278139e-07,12.2583475,5.278139e-05
4678422,[-1.04  -0.244 -0.014 -0.302  0.146],-44.32257,1.7985405,401.36,3.676161,-54.6733938136621,-1.4774199,0.74723166,125,0.036761608,1.582579,23.823671,100,55.60064,-0.39878285,58.322742,0.8839439,10956.91576385498,-7.8201293e-07,133.06412,100.0,0.0074723163,98.727554,0.00883944,1.5586134,12500,,0.00058664737,13.326026,0.058664735
4721869,[-1.041 -0.257 -0.018 -0.299  0.14 ],-32.702885,38.780502,434.47,75.12625,-46.60918379979294,-1.0900949,7.652477,126,0.7512625,15.167676,32.44545,100,2.5786154,8.379211,4.608937,1.6820874,11058.643988847733,1.2588501e-06,19117.77,100.0,0.076524764,98.785446,0.016820872,1.5787722,12600,,3.2542273e-05,12.17125,0.0032542273
4762825,[-1.04  -0.22  -0.006 -0.283  0.16 ],-45.04459,20.330992,409.56,45.375156,-51.233530855461346,-1.5014865,4.5535245,127,0.45375156,12.221004,27.594566,100,4.918599,5.4508166,4.919224,1.0357374,11154.547619104385,-3.8146973e-07,16044.984,100.0,0.045535248,98.74982,0.010357372,1.5824164,12700,,2.5248164e-05,13.969946,0.0025248164
4802261,[-1.043 -0.23  -0.027 -0.293  0.164],-44.3815,4.7779207,394.36,21.733059,-54.92764613343543,-1.4793832,2.4081109,128,0.21733059,4.990452,26.276443,100,20.929605,1.7567484,15.271504,1.0223571,11246.466557502747,1.335144e-07,545.3662,100.0,0.024081107,98.721436,0.010223571,1.5923904,12800,,0.0002727922,14.356869,0.02727922
4847045,[-1.052 -0.252 -0.028 -0.289  0.173],-38.063103,106.168304,447.84,129.07344,-43.88798057169171,-1.2687703,12.826333,129,1.2907344,31.49513,23.98322,100,0.9419007,18.421976,1.8743274,1.7726947,11350.649379491806,-2.002716e-07,95950.91,100.0,0.12826334,98.804,0.017726948,1.6488256,12900,,8.263236e-06,11.719859,0.00082632364
4891376,[-1.047 -0.268 -0.017 -0.294  0.23 ],-41.951164,1.4800006,443.31,4.000937,-37.73953945529512,-1.3983725,0.76017576,130,0.04000937,1.1055634,26.95507,100,67.56754,-0.59563017,64.544,1.0256453,11457.221618175507,-4.5776366e-07,221.61949,100.0,0.007601757,98.82974,0.010256453,1.6646775,13000,,0.0023878035,12.782981,0.23878035
4933985,[-1.028 -0.271 -0.015 -0.296  0.246],-64.81724,661.9864,426.09,905.5541,-51.74951230375883,-2.1605754,90.058075,131,9.055541,125.21037,16.513216,100,0.1510605,69.62074,1.1114454,9.547589,11556.665117740631,-8.201599e-07,1587547.5,100.0,0.90058076,98.757095,0.095475905,1.7252846,13100,,6.0224856e-06,13.380637,0.0006022486
4977806,[-0.992 -0.261  0.002 -0.288  0.306],-42.502563,4.529369,438.21,10.508366,-41.91107427854247,-1.4167511,1.7952163,132,0.10508365,4.3184514,19.625885,100,22.07813,1.3032751,27.709238,1.1114441,11662.105825185776,1.1444092e-06,372.34915,100.0,0.017952163,98.808716,0.011114441,1.7291969,13200,,0.00033409934,12.643755,0.033409934
5023806,[-1.019 -0.275 -0.014 -0.29   0.31 ],-45.6813,33.03611,460.0,77.73309,-32.20771902979904,-1.5227094,8.619735,133,0.77733094,17.045961,18.053913,100,3.026991,8.293875,3.6987934,1.689305,11772.475906848907,8.5830686e-07,18352.578,100.0,0.08619735,98.85997,0.016893052,1.7265637,13300,,6.1669252e-06,11.520235,0.00061669253
5071617,[-1.013 -0.25  -0.027 -0.254  0.308],-38.84081,4.0543423,478.11,11.913147,-35.143024895620805,-1.2946936,1.7589118,134,0.11913147,4.2592597,32.92417,100,24.664913,1.6523423,29.870132,1.1479186,11885.546627044678,3.0517577e-07,669.2098,100.0,0.017589116,98.853,0.011479187,1.7262616,13400,,0.00022933402,12.52131,0.022933403
5117943,[-1.    -0.252 -0.04  -0.263  0.307],-38.812435,2.9858203,463.26,7.748677,-39.86382714774206,-1.293747,1.2982198,135,0.07748677,1.9230144,20.928646,100,33.491634,-0.31252074,35.983818,0.9733228,11995.51523399353,9.155273e-07,356.45853,100.0,0.012982198,98.827896,0.009733229,1.7405331,13500,,0.00065287465,9.818155,0.06528746
5164542,[-1.009 -0.267 -0.053 -0.271  0.322],-49.835327,12.3608885,465.99,43.605724,-33.75995747351959,-1.6611782,4.4137278,136,0.43605724,7.531559,24.071438,100,8.090034,1.6911821,6.4518476,1.1591243,12106.219438314438,-5.1498415e-07,4150.294,100.0,0.044137273,98.8551,0.011591243,1.7184649,13600,,2.2354365e-05,11.968423,0.0022354366
5207535,[-1.012 -0.249 -0.071 -0.274  0.3  ],-52.774513,8.014802,429.93,26.391651,-41.88880219588325,-1.7591494,3.6524856,137,0.2639165,8.043642,33.892395,100,12.476914,3.0634117,14.009484,1.4742608,12208.86823105812,1.0490418e-06,2862.5762,100.0,0.03652486,98.80513,0.014742608,1.7183995,13700,,4.24559e-05,14.641188,0.00424559
5252406,[-1.058 -0.28  -0.068 -0.285  0.299],-46.74945,1.6168838,448.71,6.3979464,-41.92576541285546,-1.5583167,0.8567339,138,0.06397946,1.2120448,21.147469,100,61.847366,-0.7694578,63.479088,1.129511,12312.566740751266,-1.6021728e-06,211.9788,100.0,0.008567339,98.813126,0.011295109,1.7122645,13800,,0.0014869162,12.776079,0.14869162
5297985,[-1.041 -0.299 -0.07  -0.294  0.293],-38.89827,3532.6477,455.79,8599.175,-41.02656452764914,-1.2966086,855.5003,139,85.991745,149.39871,27.98391,100,0.02830738,72.33335,1.0288748,87.22623,12422.565237760544,5.722046e-07,2070528.1,100.0,8.555002,98.81998,0.87226236,1.6976367,13900,,7.187862e-08,11.403237,7.187862e-06
5343443,[-1.034 -0.26  -0.035 -0.293  0.279],-50.62465,457.62738,454.58,1452.262,-35.42071114217709,-1.6874875,144.47856,140,14.522619,73.59662,20.964342,100,0.21851839,37.497482,1.1341066,15.47416,12531.928799390793,8.2969666e-07,481773.75,100.0,1.4447855,98.84416,0.15474159,1.6988478,14000,,1.11262196e-07,11.174163,1.112622e-05
5388191,[-1.053 -0.322 -0.043 -0.332  0.28 ],-69.803764,628.37805,447.48,697.68066,-36.44267402390739,-2.32679,70.80275,141,6.9768066,107.64219,19.10561,100,0.15913987,49.3154,1.7533575,9.458593,12636.84941482544,2.0217894e-06,864999.0,100.0,0.7080276,98.83713,0.09458593,1.7578992,14100,,5.2723763e-06,13.802483,0.00052723766
5431982,[-1.003 -0.353 -0.034 -0.353  0.339],-39.743988,1.9148427,437.91,4.3639812,-36.022561497272,-1.3247991,0.6583041,142,0.043639813,1.6806401,26.836166,100,52.22361,-0.15258908,67.93326,0.9581652,12740.669447660446,2.670288e-07,183.3329,100.0,0.006583041,98.83548,0.0095816525,1.7640132,14200,,0.00051754434,12.680594,0.051754437
5476606,[-1.008 -0.375 -0.034 -0.371  0.345],-45.232315,618.1093,446.24,550.82025,-33.50064595541964,-1.5077438,54.850643,143,5.5082026,83.058266,24.844252,100,0.16178368,45.573032,1.4663047,6.69116,12844.468780994415,-2.861023e-07,771659.3,100.0,0.54850644,98.84985,0.06691161,1.7370067,14300,,1.637335e-07,13.73433,1.6373351e-05
5523870,[-1.091 -0.372 -0.066 -0.361  0.318],-36.074432,233.77443,472.64,726.6492,-23.32169514814434,-1.2024803,72.256714,144,7.2664914,79.98283,19.60345,100,0.42776278,61.59727,1.1487027,7.7891636,12958.667213439941,8.106232e-07,626333.9,100.0,0.72256714,98.901306,0.077891625,1.7021259,14400,,8.008678e-07,10.023979,8.008678e-05
5570577,[-1.037 -0.342 -0.04  -0.343  0.283],-49.259586,2656112.2,467.07,103440.71,-28.246046623812617,-1.6419874,10292.143,145,1034.4071,15750.467,25.08177,100,3.764901e-05,13074.426,1.0015614,1035.2146,13070.10875248909,-1.2111664e-06,24780554000.0,100.0,102.92141,98.87904,10.352146,1.648516,14500,,2.1702202e-12,12.252577,2.1702201e-10
