InitialReturnStd,ReturnMeanIW,TimestepsSoFar,EmpiricalD2,InitialBound,EpisodesSoFar,StdIW,MaxIWNorm,ReturnStepMaxmin,EpLenMean,EpThisIter,StdIWNorm,MeanEntropy,J_sample_variance,InitialReturnMin,Bound,MaxIW,InitialReturnMean,Iteration,MeanIW,MinIWNorm,ReturnStepMax,EntropyCoefficient,ESSRenyi,ESSClassic,MinIW,MeanIWNorm,EpRewMean,TimeElapsed,InitialReturnMax,Weights
2.0085728,2.5845764,42430,17.805626,8.785651,1100,8.458219,0.75580055,92.031235,31.91,100,0.08458218,1.8913425,370.03452,-2.6852264,10.861715,75.580055,2.3651123e-06,11,1.9180112,0.00048128178,100.0,4.9543095,5.6162024,4.8906612,0.04812818,0.019180112,-127.14155769619246,136.1107201576233,7.771866,[ 0.719 -0.349  0.315  0.243  0.39 ]
3.0660741,5.758448,45558,30.130259,9.127371,1200,7.7983317,0.78582424,91.7048,31.28,100,0.07798331,1.9403484,3245.51,-3.43264,13.606983,78.58243,-9.002685e-06,12,1.4697324,0.00012327135,100.0,4.9765687,3.3189228,3.430162,0.0123271365,0.014697323,-125.67093728369568,146.5204381942749,9.879982,[ 0.713 -0.355  0.276  0.077  0.472]
4.1401005,2.2963712,48586,5.2854304,9.273663,1300,2.8674386,0.28693,91.385124,30.28,100,0.028674385,1.9860814,543.4579,-4.8573914,11.229926,28.693,2.5939942e-06,13,1.1278437,0.00060764427,100.0,4.993612,18.919935,13.397934,0.06076443,0.0112784365,-122.44790548922894,159.93241214752197,12.842468,[ 0.751 -0.344  0.27  -0.09   0.521]
5.5638366,1.6939296,51714,1.9449393,9.009754,1400,0.83377063,0.05368276,91.616776,31.28,100,0.008337706,1.9781922,245.47858,-5.651932,10.295003,5.368276,1.5258789e-06,14,0.9399904,0.0007494003,100.0,4.997,51.41549,55.967003,0.07494003,0.009399903,-122.46753995806868,171.8106083869934,27.619606,[ 0.747 -0.351  0.212 -0.188  0.567]
7.023609,4.187826,55391,4.2619386,9.006809,1500,1.2567896,0.091525115,92.64749,36.77,100,0.012567895,1.9567244,702.95026,-7.9926453,12.130484,9.152512,-5.41687e-06,15,0.8394653,6.603645e-05,100.0,4.9919796,23.463501,30.850853,0.006603645,0.008394653,-123.9476816837552,183.48731899261475,26.524368,[ 0.741 -0.358  0.151 -0.249  0.559]
8.915184,5.9883413,59534,6.0011024,8.610291,1600,2.1548636,0.17036793,92.9821,41.43,100,0.021548636,1.922836,1337.86,-10.590752,12.724722,17.036793,-9.536743e-06,16,0.96365297,7.149172e-05,100.0,4.998183,16.663605,16.665764,0.007149172,0.009636529,-124.66825455792045,198.96847200393677,35.19966,[ 0.711 -0.468  0.177 -0.339  0.538]
12.315967,7.4407134,64274,7.889827,8.263279,1700,2.1028068,0.19492124,93.85614,47.4,100,0.02102807,1.9277539,2407.4192,-16.317085,13.283469,19.492125,-3.1661987e-06,17,1.0155597,3.8321028e-05,100.0,4.9992223,12.674549,18.91311,0.003832103,0.010155597,-121.91428087017846,215.0893590450287,40.526924,[ 0.674 -0.509  0.099 -0.374  0.504]
10.299398,4.750901,69711,5.2869673,8.626552,1800,2.4963274,0.21925049,94.42857,54.37,100,0.024963275,1.8619664,781.25934,-16.969833,11.719636,21.925049,3.7002565e-06,18,1.1467998,6.223095e-05,100.0,4.9926653,18.914434,17.426584,0.0062230956,0.011467997,-126.06821804899226,233.66970658302307,30.366623,[ 0.627 -0.602  0.051 -0.424  0.509]
14.1925535,50.107826,76629,214.28053,7.9634085,1900,25.731115,2.5892107,95.337234,69.18,100,0.25731117,1.7704219,267379.97,-24.662102,39.06835,258.92108,1.7547608e-06,19,3.0794709,2.2108832e-06,100.0,4.8971,0.46667796,1.412078,0.00022108831,0.030794706,-126.69895506191929,254.50684237480164,40.39275,[ 0.502 -0.655  0.035 -0.413  0.443]
18.323906,1948.1345,84664,12336.088,6.8954515,2000,329.46655,33.11782,96.043335,80.35,100,3.2946649,1.7274685,377899500.0,-33.7473,1737.0076,3311.7822,-5.378723e-06,20,34.246307,1.3669641e-08,100.0,3.5857759,0.008106298,1.0689018,1.3669642e-06,0.34246305,-118.7860184886743,279.62552785873413,58.69957,[ 0.354 -0.55   0.029 -0.453  0.351]
17.587873,42.989277,97769,72.81144,7.2298613,2100,8.934933,0.8771902,97.067856,131.05,100,0.08934932,1.7430722,139966.27,-36.274242,39.61612,87.71902,2.0980835e-06,21,1.9049306,2.4400959e-05,100.0,4.9549575,1.3734106,4.3478117,0.0024400959,0.019049307,-126.60418446760455,319.2685980796814,42.224506,[ 0.215 -0.655 -0.003 -0.417  0.308]
19.55801,10.554767,110148,7.8072352,7.401759,2200,2.9333613,0.28827354,97.0522,123.79,100,0.02933361,1.7288812,6936.5024,-37.182533,15.522078,28.827356,1.2207031e-06,22,0.92245376,0.00016587168,100.0,4.9961243,12.808632,8.999189,0.016587168,0.009224537,-120.55916252117925,353.91197776794434,39.40809,[ 0.186 -0.641 -0.021 -0.46   0.324]
17.348085,35.64186,126496,35.42249,7.1668277,2300,9.392494,0.939655,97.526245,163.48,100,0.09392495,1.6845512,96816.875,-44.327385,35.2136,93.9655,1.2779236e-06,23,1.6782986,3.107608e-05,100.0,4.9662,2.8230653,3.094048,0.003107608,0.016782988,-120.46479739857907,398.0799090862274,35.07948,[ 0.098 -0.672 -0.007 -0.467  0.31 ]
15.498249,12.469641,149988,12.960279,7.030571,2400,4.1889005,0.3062015,97.94769,234.92,100,0.041889,1.6871977,5012.0825,-41.765625,15.853485,30.62015,2.4795531e-06,24,1.4778513,0.00022450637,100.0,4.9761643,7.715883,11.0691395,0.022450637,0.0147785125,-123.60419981298921,460.4837489128113,33.984303,[ 4.793e-02 -7.062e-01  1.644e-04 -4.435e-01  2.656e-01]
13.720397,20.295553,180268,15.678234,7.072115,2500,6.550295,0.6318004,98.194244,302.8,100,0.06550295,1.6527308,28236.104,-40.916157,23.114033,63.180042,-1.3732911e-06,25,1.5438727,3.8617974e-05,100.0,4.9728804,6.378269,5.262855,0.0038617975,0.015438726,-121.99119371395518,540.1844749450684,26.295319,[-0.006 -0.747 -0.003 -0.433  0.268]
14.154367,3.4459908,213942,4.2490683,7.074159,2600,1.6476171,0.11196906,98.37117,336.74,100,0.016476171,1.6435351,540.6102,-35.684742,9.207657,11.196906,-2.8991699e-06,26,1.0496516,0.00026643314,100.0,4.997518,23.53457,28.869236,0.026643315,0.010496514,-105.87694390678298,624.6022126674652,30.065758,[-7.917e-02 -7.114e-01 -3.555e-04 -4.283e-01  2.339e-01]
13.242392,1.8090842,251597,1.9580692,6.6442537,2700,0.95807326,0.04819079,98.44333,376.55,100,0.009580732,1.6336914,238.4464,-47.202705,7.7702055,4.8190794,1.3923645e-06,27,1.0689199,0.0004112443,100.0,4.9965553,51.070717,55.452217,0.041124433,0.010689199,-104.80609192424043,718.3243126869202,30.487469,[-0.088 -0.705 -0.013 -0.407  0.225]
11.982668,3.4642417,290837,3.6886764,6.947578,2800,2.1436248,0.20721939,98.49078,392.4,100,0.021436248,1.6350833,897.75385,-36.626434,9.284042,20.72194,1.964569e-06,28,1.1321913,0.000115472874,100.0,4.993395,27.109995,21.811478,0.011547288,0.011321913,-99.90708605826319,816.305582523346,28.546757,[-0.129 -0.72  -0.023 -0.408  0.215]
9.591046,8.707003,335016,20.037167,7.0607567,2900,7.8398952,0.7334719,98.56143,441.79,100,0.07839896,1.6100522,2767.3457,-33.439827,11.69903,73.34719,5.722046e-07,29,1.8569046,1.5988367e-06,100.0,4.957338,4.9907255,5.3119483,0.00015988367,0.018569047,-96.87727379085,925.5990703105927,18.093964,[-0.151 -0.74  -0.011 -0.411  0.216]
11.419465,11.176866,375693,32.573868,7.054143,3000,12.96567,1.2275906,98.53316,406.77,100,0.1296567,1.5853394,14488.609,-29.883518,13.312446,122.75906,-1.0299683e-06,30,2.3453166,3.7093944e-06,100.0,4.9331846,3.0699456,3.1683297,0.00037093944,0.023453165,-94.94999894153722,1027.1949348449707,29.872173,[-0.176 -0.772 -0.014 -0.443  0.191]
12.361645,7.0377674,414520,5.3823457,6.5116167,3100,2.828512,0.22439784,98.47287,388.27,100,0.028285118,1.5634569,2517.1125,-42.452415,11.557495,22.439785,-1.9073487e-07,31,1.1867672,0.00012637983,100.0,4.99067,18.57926,14.968987,0.012637983,0.011867673,-102.33549812454774,1123.8430018424988,27.278147,[-0.155 -0.784  0.011 -0.465  0.166]
12.980872,413.92352,452509,5602.2676,6.431573,3200,140.51732,14.127595,98.46182,379.89,100,1.4051731,1.5205276,16893430.0,-41.571373,316.82803,1412.7595,6.294251e-07,32,14.798798,1.01675695e-07,100.0,4.355546,0.017849915,1.09699,1.016757e-05,0.14798796,-102.22424631773524,1218.1526091098785,29.092966,[-0.139 -0.749  0.026 -0.453  0.144]
13.834944,3.498929,485541,6.4781456,6.5884857,3300,1.9111556,0.1612845,98.41527,330.32,100,0.019111553,1.50087,1250.0157,-30.424616,8.419382,16.12845,1.1634827e-06,33,1.0353485,0.00013103198,100.0,4.998233,15.436516,22.689285,0.013103198,0.010353485,-96.57440521115686,1301.2874369621277,27.54106,[-0.194 -0.719  0.03  -0.477  0.102]
12.604631,12.776744,517481,9.281187,6.194146,3400,3.2475302,0.26904652,98.40831,319.4,100,0.0324753,1.5269508,11908.769,-30.74066,16.394882,26.904654,2.4604797e-06,34,1.3288873,5.7525307e-05,100.0,4.9835825,10.774484,14.342793,0.005752531,0.013288873,-94.4920298648801,1382.3366627693176,39.306175,[-0.202 -0.719  0.012 -0.467  0.082]
12.541399,3.4788504,551186,3.64859,6.6151733,3500,2.1430545,0.14005433,98.44322,337.05,100,0.021430546,1.5113945,702.50507,-30.587322,9.077384,14.005433,-3.013611e-06,35,1.1445377,0.00010598853,100.0,4.9927783,27.407846,22.19286,0.010598853,0.011445378,-93.83184414109378,1466.50243973732,25.929201,[-0.232 -0.748 -0.004 -0.477  0.108]
14.574209,123.990074,586264,1696.981,6.3713264,3600,74.762405,7.517445,98.442,350.78,100,0.74762404,1.5576155,1570337.1,-32.753468,82.414444,751.7445,4.386902e-07,36,7.933212,2.0777992e-07,100.0,4.665084,0.05892818,1.1134454,2.0777992e-05,0.07933211,-97.86850126759526,1553.141369819641,35.569397,[-0.235 -0.748  0.002 -0.461  0.092]
9.965546,3.7495344,629329,5.510616,6.8651047,3700,1.9114211,0.10492885,98.54765,430.65,100,0.019114211,1.5623993,950.75464,-27.689276,9.371917,10.492886,3.1852721e-06,37,1.2942762,3.1966214e-05,100.0,4.9853077,18.146791,31.436506,0.0031966215,0.012942762,-97.40059693081656,1665.2432506084442,22.929129,[-0.233 -0.779  0.004 -0.445  0.139]
10.608675,14.229795,672667,32.91447,6.7204266,3800,4.310773,0.40542182,98.55876,433.38,100,0.04310773,1.5625014,16305.837,-32.747032,15.768775,40.542183,-1.8501282e-06,38,1.1419193,2.7048345e-05,100.0,4.992909,3.0381775,6.5570292,0.0027048346,0.011419193,-95.61305292532978,1771.0322742462158,31.048532,[-0.258 -0.798 -0.01  -0.464  0.143]
10.600684,3321.1887,716282,298581.56,6.802349,3900,3554.1086,357.20752,98.53989,436.15,100,35.541084,1.4931436,1101660500.0,-30.304777,2769.4216,35720.754,1.3923645e-06,39,357.84573,1.7937045e-09,100.0,0.1409966,0.00033491687,1.003575,1.7937046e-07,3.5784566,-100.3380395842227,1879.1715364456177,18.07972,[-0.245 -0.814 -0.033 -0.457  0.144]
9.295521,4.8187084,761828,6.972774,6.461976,4000,1.2845654,0.096850514,98.51137,455.46,100,0.012845654,1.4876286,1032.1572,-27.358822,9.595447,9.685052,-1.4686584e-06,40,0.85298043,4.7083464e-05,100.0,4.9926543,14.341495,30.60018,0.0047083464,0.008529805,-111.2771036680111,1993.2274487018585,30.112204,[-0.234 -0.81  -0.06  -0.42   0.074]
11.126565,15.904425,804267,44.643852,6.1598253,4100,7.2412786,0.67223257,98.50546,424.39,100,0.07241279,1.4823189,11892.724,-38.349457,14.72331,67.22326,-2.0980835e-06,41,1.6974298,1.6333659e-05,100.0,4.96525,2.2399502,5.2086115,0.001633366,0.016974296,-104.93859018563802,2099.439633131027,23.462425,[-0.245 -0.796 -0.065 -0.432  0.069]
10.812637,1.6085827,844796,1.872705,6.1734886,4200,0.9125977,0.059540223,98.49808,405.29,100,0.009125977,1.4686475,110.74927,-37.143166,7.2573833,5.9540224,-5.1498415e-07,42,1.0017571,0.0014059871,100.0,4.9999123,53.398693,54.64734,0.14059871,0.010017571,-101.71198201717222,2200.5316214561462,24.843285,[-0.231 -0.792 -0.089 -0.435  0.063]
11.0285845,208.48192,887951,1445.0565,6.2629485,4300,161.04762,16.069725,98.553345,431.55,100,1.6104763,1.4283485,3926090.0,-32.408623,173.3183,1606.9725,-1.335144e-06,43,20.061142,2.0871769e-09,100.0,4.1322684,0.06920145,1.5279727,2.087177e-07,0.20061146,-96.3765527519737,2308.2124927043915,21.337532,[-0.249 -0.793 -0.085 -0.432  0.05 ]
10.331328,1.1886629,932389,1.5139705,5.9672365,4400,0.7263982,0.040923443,98.49132,444.38,100,0.0072639817,1.4101508,258.94504,-35.23525,6.79412,4.0923443,2.07901e-06,44,1.001995,0.0010132171,100.0,4.9999003,66.05148,65.54991,0.10132172,0.01001995,-113.02493592602914,2419.914335489273,26.559607,[-0.313 -0.828 -0.08  -0.446  0.009]
8.305348,55.390263,977053,430.97305,6.131691,4500,63.64929,6.394625,98.53587,446.64,100,0.63649285,1.3755114,302307.97,-27.571917,42.752815,639.4625,1.2779236e-06,45,7.5390663,1.1244903e-07,100.0,4.6835074,0.23203307,1.383558,1.1244903e-05,0.07539067,-103.64946136155275,2527.805680036545,14.9696865,[-0.311 -0.818 -0.083 -0.442 -0.009]
9.073677,1.9943243,1020305,2.2541564,5.7287636,4600,1.5869988,0.11891676,98.58789,432.52,100,0.015869986,1.3481253,192.35567,-34.463795,7.0008807,11.891676,-5.7220458e-08,46,1.1379156,0.000282396,100.0,4.993109,44.362495,33.95516,0.028239602,0.011379156,-89.12173624021857,2634.471841096878,23.095507,[-0.221 -0.79  -0.063 -0.46  -0.043]
10.093579,844.15814,1062579,75984.48,5.715974,4700,589.6515,59.267998,98.55299,422.74,100,5.8965144,1.3261487,70803150.0,-30.739603,565.38904,5926.8,2.479553e-07,47,59.892525,4.450551e-09,100.0,2.7746167,0.0013160583,1.0211669,4.4505512e-07,0.59892523,-94.4845244745148,2739.6160159111023,21.61338,[-0.223 -0.787 -0.058 -0.462 -0.071]
13.040946,0.8423533,1100157,1.3303688,5.425688,4800,0.53538305,0.031766374,98.50113,375.78,100,0.0053538303,1.313935,271.69568,-36.15174,6.0176454,3.1766374,1.8119812e-06,48,1.0677544,0.0010727487,100.0,4.9966135,75.16713,79.90972,0.107274875,0.0106775435,-93.73264633108201,2835.175887823105,21.37595,[-0.222 -0.777 -0.03  -0.489 -0.093]
13.553578,43.403725,1138684,196.86603,5.0044794,4900,46.12159,4.638909,98.52791,385.27,100,0.46121585,1.2876288,216295.88,-46.95588,27.61492,463.8909,-5.340576e-07,49,5.216926,5.1156476e-08,100.0,4.7935376,0.50795966,1.2632799,5.1156476e-06,0.052169256,-90.94215233341737,2932.56245803833,27.906248,[-0.223 -0.765 -0.025 -0.487 -0.105]
13.143122,14.537221,1173988,33.260826,5.3496356,5000,9.22111,0.7286146,98.48996,353.04,100,0.0922111,1.2748066,17250.076,-32.655262,14.564735,72.861465,8.201599e-07,50,2.0860322,3.6360805e-05,100.0,4.9459925,3.0065398,4.8685513,0.0036360805,0.02086032,-90.03171089120087,3022.420083999634,25.73947,[-0.217 -0.758 -0.05  -0.488 -0.131]
12.8791485,1.6515918,1210405,1.5313414,5.0491123,5100,0.65805936,0.043773133,98.52992,364.17,100,0.006580593,1.2528979,244.54642,-39.747673,6.2735534,4.3773136,1.7929077e-06,51,1.0474415,0.0021157872,100.0,4.9976287,65.30222,71.699844,0.21157873,0.010474415,-85.59336544520615,3112.440005540848,25.069834,[-0.196 -0.733 -0.021 -0.479 -0.144]
13.542747,3.867525,1245404,3.1898763,4.838482,5200,1.5709898,0.099437654,98.493515,349.99,100,0.0157099,1.2622089,1023.8219,-42.78013,7.6182623,9.943766,-2.5939942e-06,52,1.2130545,0.0002849519,100.0,4.9893584,31.349178,37.35239,0.028495193,0.012130545,-88.63215928291046,3201.5205929279327,27.704077,[-0.202 -0.731 -0.021 -0.481 -0.166]
14.660871,3.1694055,1273396,4.733668,5.090429,5300,2.0329366,0.11578615,98.29886,279.92,100,0.020329366,1.2718533,1146.0571,-36.618504,6.8543143,11.578615,7.6293946e-07,53,1.2938957,0.000249326,100.0,4.985327,21.125267,28.83015,0.0249326,0.012938958,-98.13252919249211,3273.485228538513,33.297848,[-0.214 -0.711 -0.031 -0.476 -0.157]
15.214276,6.3621182,1299530,8.70167,5.227995,5400,3.998487,0.30995673,98.252365,261.34,100,0.039984874,1.2899208,3292.29,-33.93817,9.438877,30.995674,5.340576e-07,54,1.5558563,0.00025621452,100.0,4.9722843,11.492047,13.149779,0.025621453,0.015558563,-97.69283365077841,3340.310208082199,30.945364,[-0.205 -0.721 -0.039 -0.495 -0.147]
13.277668,12.908517,1330957,13.052511,5.120373,5500,8.5755415,0.8366835,98.4574,314.27,100,0.08575542,1.2530314,12267.68,-32.502777,14.311557,83.66835,-5.1498415e-07,55,1.9596775,2.3906714e-06,100.0,4.9522457,7.6613607,4.962939,0.00023906714,0.019596776,-85.26089062200509,3417.3370835781097,39.876923,[-0.219 -0.744 -0.053 -0.491 -0.129]
14.308367,6.174455,1360613,6.307327,5.2339916,5600,2.9181638,0.2348011,98.40402,296.56,100,0.02918164,1.2371753,1454.257,-30.93494,9.757273,23.48011,-2.670288e-07,56,1.2160829,8.661135e-05,100.0,4.9892073,15.854577,14.7966585,0.008661135,0.012160829,-88.37247033664367,3493.311507463455,26.565159,[-0.214 -0.735 -0.066 -0.479 -0.166]
13.837702,13.253119,1395629,21.856619,4.953039,5700,8.374143,0.6494093,98.49513,350.16,100,0.08374143,1.2384088,7233.5024,-36.985077,13.592394,64.94093,-1.5068055e-06,57,2.4498968,1.2982754e-05,100.0,4.928028,4.575273,7.8840547,0.0012982754,0.024498966,-88.3909640734114,3581.2973577976227,26.398794,[-0.231 -0.743 -0.072 -0.465 -0.182]
14.961004,24.02182,1426432,49.57787,4.983255,5800,7.883392,0.78781277,98.398636,308.03,100,0.078833915,1.2154385,69654.35,-36.263733,21.562761,78.78128,1.5258789e-06,58,1.4116423,3.3619654e-06,100.0,4.9794602,2.017029,3.106822,0.00033619654,0.014116423,-92.61977170511041,3657.350597381592,33.44115,[-0.237 -0.752 -0.074 -0.489 -0.18 ]
11.611302,2.2848141,1463232,2.9138565,4.8961277,5900,1.3591784,0.10913683,98.50877,368.0,100,0.013591785,1.2042012,602.9618,-35.431908,6.2833877,10.913683,-7.6293946e-07,59,1.1055928,0.00040577503,100.0,4.9947233,34.31878,39.81936,0.040577505,0.011055929,-90.38618629758716,3748.505530834198,23.8912,[-0.237 -0.782 -0.09  -0.486 -0.203]
12.33043,33.584145,1498725,79.028145,4.790948,6000,16.573399,1.4057373,98.5085,354.93,100,0.16573398,1.2523396,57984.695,-36.901764,28.764858,140.57373,5.340576e-07,60,3.3598254,3.8533544e-05,100.0,4.88339,1.265372,3.9474714,0.0038533546,0.03359826,-87.22449010335626,3836.211445093155,25.17423,[-0.232 -0.774 -0.081 -0.492 -0.215]
13.422903,2.2449028,1537502,2.0639966,4.9175344,6100,0.9493301,0.05351831,98.59268,387.77,100,0.009493301,1.2651292,324.8081,-40.324932,6.636176,5.351831,1.0299683e-06,61,1.0516053,0.001254251,100.0,4.9974203,48.44969,55.098053,0.1254251,0.010516053,-78.97226313925447,3935.2476530075073,25.993261,[-0.255 -0.79  -0.077 -0.499 -0.167]
11.99532,6.0554743,1576470,8.247295,5.298481,6200,2.2664478,0.1856525,98.546936,389.68,100,0.022664476,1.2773672,1435.4661,-30.814981,9.485068,18.56525,1.4305115e-06,62,1.1161783,9.2540715e-05,100.0,4.9941945,12.125187,19.519417,0.009254072,0.011161783,-88.27365784360394,4032.6026949882507,26.777166,[-0.255 -0.784 -0.07  -0.489 -0.154]
12.67341,2.0634775,1614700,2.1383948,4.9006367,6300,1.0774778,0.05132398,98.55997,382.3,100,0.010774777,1.2988207,264.85593,-44.585976,6.3734865,5.132398,-4.5776366e-07,63,1.1662629,0.0005973116,100.0,4.991694,46.76405,53.95083,0.059731163,0.0116626285,-84.11360779171946,4125.316479444504,32.699284,[-0.259 -0.806 -0.088 -0.506 -0.142]
14.067833,4.3576827,1651379,4.544778,5.1334395,6400,1.9493206,0.1428565,98.53465,366.79,100,0.019493205,1.2884737,1215.0323,-40.81994,7.8903093,14.285649,9.155273e-07,64,1.1399632,8.355455e-05,100.0,4.9930067,22.003275,25.48387,0.0083554555,0.011399631,-85.34172815507026,4216.368493556976,23.618126,[-0.261 -0.812 -0.09  -0.502 -0.12 ]
12.121747,3.4388504,1691685,4.359918,5.0947323,6500,2.858105,0.15991412,98.589966,403.06,100,0.02858105,1.2934551,377.58316,-40.42907,7.0582743,15.991412,-6.7710874e-07,65,1.5260625,0.00025535095,100.0,4.973766,22.93621,22.184689,0.025535095,0.015260625,-82.63471003620704,4317.556319475174,22.715277,[-0.268 -0.834 -0.084 -0.521 -0.131]
11.80762,1.1315838,1730291,1.5869287,5.4946384,6600,1.038903,0.07342008,98.51039,386.06,100,0.010389029,1.2710923,303.16125,-29.17916,6.251807,7.342008,1.5640259e-06,66,1.1570305,0.0015110368,100.0,4.9921546,63.0148,55.363853,0.15110368,0.011570304,-94.5081842443757,4412.82715177536,21.292866,[-0.262 -0.836 -0.087 -0.509 -0.126]
12.078677,21.167423,1772190,27.15316,5.0420966,6700,13.392647,1.3406451,98.573685,418.99,100,0.13392645,1.2274107,51713.71,-39.400963,20.399605,134.06451,5.1498415e-07,67,2.0005236,1.1388279e-05,100.0,4.9502234,3.6828127,2.1825829,0.0011388279,0.020005235,-89.31143538750537,4520.130009174347,24.34072,[-0.259 -0.827 -0.084 -0.507 -0.148]
12.991836,3.8567088,1810764,3.574298,4.7603574,6800,1.8131676,0.12768714,98.50044,385.74,100,0.018131675,1.2349604,1105.4233,-41.300816,7.421709,12.768715,-2.1362305e-06,68,1.1142361,0.00023494057,100.0,4.9942913,27.977522,27.41212,0.023494057,0.011142362,-96.35060318433818,4615.7592442035675,35.41597,[-0.25  -0.825 -0.093 -0.497 -0.192]
11.666483,5.953821,1851400,5.5324206,4.8859415,6900,2.8095477,0.2227848,98.5349,406.36,100,0.028095476,1.2187177,1367.4128,-38.66581,8.998584,22.27848,-1.7166138e-07,69,1.2840534,0.0002991056,100.0,4.9858174,18.07527,17.27869,0.02991056,0.012840536,-94.50086789736575,4715.643362522125,23.238487,[-0.251 -0.817 -0.103 -0.486 -0.184]
11.560473,0.6503556,1891677,1.4578292,4.964288,7000,0.67211527,0.03364509,98.559494,402.77,100,0.006721153,1.2112937,130.57272,-33.879013,5.3401365,3.3645089,7.6293944e-08,70,1.0522457,0.0013745892,100.0,4.9973884,68.59514,71.02306,0.13745892,0.010522458,-88.7111763753324,4814.307634830475,19.040104,[-0.248 -0.796 -0.09  -0.485 -0.2  ]
