EpThisIter,InitialReturnStd,EpisodesSoFar,MeanEntropy,Iteration,EpLenMean,InitialReturnMin,J_sample_variance,TimeElapsed,ReturnStepMaxmin,InitialReturnMean,EmpiricalD2,MinIW,ESSClassic,Bound,StdIW,StdIWNorm,ReturnStepMax,MaxIWNorm,MeanIWNorm,ReturnMeanIW,MeanIW,EntropyCoefficient,MinIWNorm,InitialBound,ESSRenyi,Weights,TimestepsSoFar,MaxIW,InitialReturnMax,EpRewMean
100,8.854463,100,1.3100525,1,45.73,-16.882248,19040.984,12.624347925186157,93.704056,1.2969971e-06,42.874832,0.00020449804,3.8139582,26.914099,15.63152,0.1563152,100.0,1.2915581,0.031126704,19.407494,3.1126707,10.0,2.0449804e-06,13.335144,2.3323708,[-0.365 -0.68  -0.484 -0.253  0.   ],4573,129.15582,25.629276,-121.62483749719935
100,10.349439,200,1.1910439,2,50.33,-19.151642,575612.2,31.058095455169678,94.23613,-4.653931e-06,606.7968,7.1458385e-07,1.2560487,48.91252,77.99703,0.7799704,100.0,7.8408837,0.08796826,77.096886,8.796827,10.0,7.145838e-09,11.47285,0.16479981,[-0.399 -0.701 -0.449 -0.316 -0.109],9606,784.0884,48.83011,-119.88305729562762
100,10.050931,300,1.2168047,3,46.62,-19.164093,863.35376,48.58519792556763,94.1381,2.2888183e-07,4.6524577,0.025708847,27.716997,13.78459,1.7678833,0.01767883,100.0,0.12783906,0.010947338,3.7785747,1.0947338,10.0,0.00025708845,10.908085,21.494017,[-0.381 -0.702 -0.449 -0.398 -0.228],14268,12.783906,30.070599,-114.79234808683255
100,11.222447,400,1.2445083,4,47.75,-19.12387,26061.191,66.2387216091156,94.29048,4.8065185e-06,47.52691,0.0010757222,6.058654,27.115974,7.334619,0.07334619,100.0,0.6950809,0.018626757,22.126324,1.8626757,10.0,1.0757221e-05,11.086611,2.1040711,[-0.378 -0.743 -0.434 -0.441 -0.202],19043,69.50809,32.443245,-112.4402146065528
100,11.398111,500,1.2366935,5,48.76,-23.349815,301.298,84.2806351184845,94.447426,-2.0980835e-06,2.4158518,0.088957325,41.223953,12.95236,1.1754214,0.011754214,100.0,0.096396044,0.009843922,2.4871905,0.98439234,10.0,0.00088957325,11.221531,41.39327,[-0.406 -0.826 -0.451 -0.52  -0.174],23919,9.639605,36.70649,-110.99174916592855
100,15.3268795,600,1.2103237,6,56.41,-22.72248,698.20685,102.83806324005127,95.174225,-4.8065185e-06,1.9541259,0.08875559,50.34539,12.916674,0.9735443,0.009735443,100.0,0.057110127,0.009802926,2.9911807,0.98029274,10.0,0.0008875559,10.809062,51.173775,[-0.448 -0.825 -0.433 -0.529 -0.182],29560,5.711013,46.73603,-107.9060496403915
100,13.670121,700,1.105471,7,55.73,-20.664406,184367.64,122.08523225784302,95.04036,-7.6293944e-08,338.52158,1.0398725e-05,2.7928724,44.635403,21.526974,0.21526974,100.0,1.7269728,0.03648879,56.382908,3.648879,10.0,1.0398725e-07,10.863915,0.29540214,[-0.457 -0.823 -0.409 -0.539 -0.209],35133,172.69728,37.179634,-110.33540390951246
100,13.222838,800,1.0952512,8,67.68,-25.889881,90556.85,144.0684003829956,95.69681,2.0599366e-06,114.52304,0.0018733671,2.5530226,35.07089,15.503655,0.15503658,100.0,1.5230435,0.025094433,37.787827,2.5094428,10.0,1.873367e-05,9.777378,0.8731867,[-0.505 -0.933 -0.408 -0.581 -0.313],41901,152.30435,38.320026,-111.78019758340284
100,13.160706,900,1.092885,9,81.21,-23.89473,337.8067,169.24178528785706,96.212685,-7.858276e-06,1.5512109,0.1077877,68.40719,10.285132,0.7847263,0.007847263,100.0,0.0401718,0.011547151,1.1443399,1.1547151,10.0,0.001077877,9.516862,64.46577,[-0.541 -0.918 -0.369 -0.566 -0.324],50022,4.01718,43.06926,-113.17899346837058
100,16.335371,1000,1.0834967,10,95.73,-32.028027,840.524,195.091655254364,96.65381,-4.5776366e-07,3.5603247,0.045084793,23.180166,13.491261,2.367783,0.02367783,100.0,0.21012919,0.013006592,6.102883,1.3006592,10.0,0.00045084793,9.102245,28.087326,[-0.545 -0.911 -0.36  -0.577 -0.326],59595,21.012918,54.798145,-112.3003227751869
