MeanIWNorm,InitialBound,MeanIW,Iteration,J_sample_variance,EmpiricalD2,ReturnMeanIW,EpRewMean,InitialReturnMin,TimestepsSoFar,EpisodesSoFar,MinIWNorm,ESSClassic,ESSRenyi,StdIWNorm,Bound,TimeElapsed,MaxIWNorm,InitialReturnStd,MeanEntropy,StdIW,MaxIW,Weights,EpLenMean,ReturnStepMax,InitialReturnMax,MinIW,InitialReturnMean,ReturnStepMaxmin,EntropyCoefficient,EpThisIter
0.009518864,2.9037402,0.9518863,72,187.32416,1.2837278,0.68008316,-75.6275069552757,-48.480293,2386062,7200,0.00268555,82.08191,77.89813,0.004447409,3.3617792,5846.72602391243,0.027352588,14.534233,0.902967,0.44474092,2.7352588,[-0.602 -0.728 -0.212 -0.483 -0.515],347.05,100.0,32.236477,0.268555,-8.392334e-07,98.56416,4.997595,100
0.011273639,2.9700305,1.127364,73,3194.3538,9.3701515,5.300883,-76.71783635418275,-46.3441,2421241,7300,6.5104876e-05,11.718997,10.672186,0.030942298,5.0700827,5904.9482617378235,0.29515022,14.555548,0.9007368,3.09423,29.515022,[-0.604 -0.729 -0.209 -0.481 -0.516],351.79,100.0,28.496796,0.0065104878,-9.3460085e-07,98.56384,4.9936357,100
0.010269979,2.9629157,1.0269979,74,358.58603,1.8122907,2.242582,-78.63522078632904,-46.223,2451511,7400,0.0013442977,48.507713,55.178787,0.010581209,4.7278647,5962.804370880127,0.07568561,16.828598,0.912143,1.0581208,7.5685616,[-0.614 -0.728 -0.22  -0.49  -0.518],302.7,100.0,37.304707,0.13442977,-1.7929077e-06,98.48044,4.99865,100
0.00996902,3.021462,0.99690217,75,263.56226,1.5095319,1.7131227,-74.71580307517513,-46.177616,2485100,7500,0.00220674,69.82931,66.245705,0.0065527908,4.4265122,6028.607057094574,0.034732904,15.42025,0.92094123,0.65527904,3.4732904,[-0.617 -0.734 -0.22  -0.487 -0.507],335.89,100.0,28.368853,0.22067401,1.2779236e-06,98.555115,4.999845,100
0.00999831,3.1754012,0.9998311,76,3519.7856,6.888925,6.002463,-78.14303578189046,-42.879086,2520578,7600,9.0219044e-05,13.575397,14.516053,0.0252272,6.887443,6106.067373514175,0.24368711,14.62063,0.92728907,2.5227203,24.368711,[-0.622 -0.74  -0.22  -0.485 -0.498],354.78,100.0,35.931473,0.009021904,-2.269745e-06,98.55948,4.9999914,100
0.13118471,3.3031325,13.11847,77,3631054.8,3171.2485,196.54396,-77.21228824418493,-39.99937,2553787,7700,6.224822e-07,1.2077274,0.031533323,1.1864794,125.62829,6163.973316192627,11.921348,15.305796,0.94105595,118.64793,1192.1348,[-0.635 -0.758 -0.23  -0.505 -0.492],332.09,100.0,26.195093,6.2248226e-05,-4.959106e-07,98.53499,4.429352,100
0.014003884,3.291435,1.4003885,78,4562.6724,13.825726,8.509975,-77.83396948128012,-42.415367,2592992,7800,1.037058e-05,5.6620297,7.2328935,0.057161774,7.739938,6234.930709838867,0.5517442,13.409426,0.9010121,5.7161784,55.174423,[-0.636 -0.772 -0.225 -0.491 -0.478],392.05,100.0,28.602018,0.001037058,1.0299683e-06,98.602936,4.9800205,100
0.012375531,3.08563,1.2375531,79,455.8397,2.1002057,1.4267046,-85.80242212910903,-42.58287,2630719,7900,0.0014813863,43.81025,47.614384,0.014015372,3.8562639,6301.026734113693,0.074930616,13.61372,0.8994558,1.4015372,7.493062,[-0.638 -0.774 -0.236 -0.49  -0.518],377.27,100.0,22.724579,0.14813863,-1.2207031e-06,98.545135,4.9881363,100
0.010660593,3.1002693,1.0660594,80,117.196556,1.3660322,0.95066714,-75.89115321360637,-41.91028,2671842,8000,0.0016454905,59.615982,73.20471,0.008774145,3.8656564,6372.282680988312,0.06260074,10.4554615,0.9101564,0.8774144,6.260074,[-0.635 -0.779 -0.243 -0.495 -0.519],411.23,100.0,25.963867,0.16454905,-2.670288e-07,98.630905,4.9966984,100
0.011958351,3.1813047,1.1958351,81,344.22598,1.7064354,2.8467317,-74.08194565699331,-41.08432,2712919,8100,0.0010767925,40.71627,58.60169,0.014429625,5.62153,6445.884969472885,0.108489186,12.054608,0.9145403,1.4429625,10.848919,[-0.641 -0.771 -0.248 -0.49  -0.509],410.77,100.0,22.507717,0.107679255,-1.335144e-07,98.6393,4.9902177,100
0.01144827,3.0831406,1.144827,82,229.29404,1.4682894,1.0921794,-70.40004458543326,-44.686806,2753723,8200,0.0017227741,64.85579,68.10647,0.008427377,3.8150697,6513.782649040222,0.066837415,11.609758,0.9068794,0.8427377,6.6837416,[-0.641 -0.752 -0.249 -0.48  -0.504],408.04,100.0,20.259777,0.17227742,-5.722046e-07,98.65494,4.992764,100
0.014236921,3.032661,1.4236922,83,6335.713,13.483168,8.410694,-82.26525947369811,-45.052048,2790040,8300,5.087699e-05,11.63305,7.4166546,0.03923866,7.3824635,6581.442763090134,0.34511074,16.474314,0.9010204,3.9238665,34.511074,[-0.64  -0.745 -0.251 -0.473 -0.512],363.17,100.0,30.262053,0.0050876993,-1.335144e-06,98.54697,4.9788604,100
0.013390345,2.9538703,1.3390346,84,10421.126,12.094329,8.645442,-75.38676589132365,-46.536972,2830950,8400,2.3548155e-05,8.297107,8.268338,0.044516392,7.6757784,6664.253430604935,0.42865512,12.724937,0.88801396,4.451639,42.865513,[-0.642 -0.741 -0.24  -0.465 -0.518],409.1,100.0,24.412525,0.0023548156,8.773804e-07,98.631454,4.983077,100
0.011455384,2.9063344,1.1455384,85,823.5561,4.1250978,3.4817154,-74.78343732520082,-46.012024,2868700,8500,0.00011574813,26.63626,24.24185,0.019011388,4.7882404,6746.479735851288,0.15963447,13.989386,0.8856061,1.9011387,15.963448,[-0.642 -0.741 -0.249 -0.473 -0.531],377.5,100.0,23.941994,0.011574813,-9.727478e-07,98.60379,4.992728,100
0.010471876,2.9580836,1.0471874,86,326.8653,1.5616843,2.2079406,-76.53512069807323,-44.098366,2903033,8600,0.0016774572,67.44656,64.03343,0.0072751665,4.723484,6822.273465633392,0.038168047,15.216774,0.87091005,0.7275167,3.816805,[-0.636 -0.738 -0.254 -0.478 -0.533],343.33,100.0,24.98289,0.16774572,-9.536743e-07,98.55415,4.997641,100
0.010136776,2.8617902,1.0136777,87,259.52466,1.0639333,0.41104135,-70.40497692035247,-44.78282,2940022,8700,0.005564262,92.99772,93.99086,0.0027815285,3.2141426,6901.171308517456,0.025824722,15.895423,0.86868703,0.27815285,2.5824723,[-0.645 -0.738 -0.262 -0.475 -0.548],369.89,100.0,26.356108,0.5564262,6.8664554e-07,98.61932,4.999316,100
0.013334818,2.9483914,1.3334818,88,1103.4957,2.8880136,4.973881,-84.07589708062187,-41.851364,2975167,8800,0.00053894526,35.161148,34.625877,0.018108115,6.92797,6983.271346092224,0.11719539,11.822365,0.86785954,1.8108115,11.71954,[-0.655 -0.744 -0.266 -0.478 -0.55 ],351.45,100.0,23.454659,0.053894527,1.2969971e-06,98.521545,4.9833536,100
0.064397424,2.948244,6.4397426,89,173257.08,176.90291,40.59036,-77.51666128040642,-41.73166,3010609,8900,4.775924e-07,1.5478112,0.5652818,0.5135966,26.132805,7064.414227724075,5.1657004,13.945086,0.8540485,51.35967,516.57007,[-0.647 -0.72  -0.258 -0.47  -0.551],354.42,100.0,23.478205,4.775924e-05,1.5258789e-06,98.56258,4.735278,100
0.010098193,2.6639676,1.0098191,90,203.25316,1.0327349,0.28358725,-72.6302088790045,-48.188255,3050188,9000,0.0057596606,96.90355,96.83028,0.0018051182,2.8947463,7154.829717159271,0.016380403,14.08751,0.84878594,0.18051183,1.6380404,[-0.645 -0.735 -0.254 -0.462 -0.565],395.79,100.0,26.076206,0.57596606,3.6239624e-07,98.63298,4.9995093,100
0.038619302,2.6560855,3.8619308,91,337214.06,173.21074,52.89204,-67.56525370058073,-47.635372,3091036,9100,1.053971e-05,2.6823602,0.5773314,0.23261712,36.239796,7247.777946472168,2.3129833,14.854572,0.87371546,23.261715,231.29834,[-0.643 -0.733 -0.253 -0.461 -0.57 ],408.48,100.0,26.740887,0.001053971,1.411438e-06,98.66919,4.8589315,100
0.011991229,2.9511542,1.199123,92,430.65137,1.8341479,1.722199,-80.02709793029928,-42.522743,3123382,9200,0.0009899769,43.821957,54.52123,0.013576918,4.136285,7322.474999427795,0.08964712,15.265192,0.8684705,1.3576918,8.964712,[-0.653 -0.735 -0.263 -0.476 -0.545],323.46,100.0,30.579285,0.09899769,1.3542175e-06,98.50519,4.9900537,100
0.009876038,2.6754103,0.98760396,93,393.6674,2.0082285,2.473218,-74.30762881934429,-50.008232,3159503,9300,0.0009265385,45.903656,49.795128,0.010721193,4.375574,7404.652643918991,0.061681565,12.683625,0.8530281,1.0721194,6.1681566,[-0.655 -0.73  -0.268 -0.468 -0.551],361.21,100.0,22.616497,0.09265385,-8.106232e-07,98.58856,4.99938,100
0.011056017,2.7039552,1.1056019,94,527.514,1.8079617,2.4709895,-79.5046554570144,-46.83561,3193496,9400,0.0017321133,48.478733,55.310905,0.011397678,4.7162266,7480.4559445381165,0.09298939,17.69039,0.86980146,1.1397678,9.29894,[-0.658 -0.723 -0.269 -0.458 -0.566],339.93,100.0,33.324608,0.17321134,1.9454956e-06,98.53223,4.9947224,100
0.048759174,3.1230302,4.8759184,95,94005.01,172.35635,30.632568,-68.39848012232112,-36.779247,3232381,9500,2.2893805e-06,1.4384425,0.5801933,0.40361193,18.7439,7568.848171472549,4.058766,12.748917,0.8745461,40.36119,405.8766,[-0.665 -0.723 -0.274 -0.453 -0.549],388.85,100.0,22.949005,0.00022893805,-1.8310546e-06,98.64821,4.8099117,100
0.010127842,2.989786,1.0127842,96,206.09424,1.1861813,0.7496861,-78.90086206769008,-41.488365,3267457,9600,0.0031161648,87.08659,84.304146,0.003899973,3.55621,7648.720787763596,0.022871802,13.616104,0.8626537,0.3899973,2.2871802,[-0.67  -0.729 -0.262 -0.466 -0.544],350.76,100.0,25.22192,0.31161648,8.392334e-07,98.55011,4.9993606,100
0.010559839,3.006133,1.0559838,97,400.48953,2.6486306,2.0000176,-79.6878654807339,-39.214058,3303320,9700,0.00025457633,42.41504,37.75536,0.012304158,4.139619,7732.185049057007,0.07259751,12.038142,0.8538606,1.2304158,7.2597513,[-0.673 -0.732 -0.261 -0.467 -0.556],358.63,100.0,21.75097,0.025457634,2.2888183e-07,98.5556,4.9972014,100
0.0130151175,2.932272,1.3015119,98,4619.0796,11.8246155,7.944035,-76.49495946074136,-40.110977,3339861,9800,0.0001201963,6.4347334,8.456935,0.049629528,7.6774898,7816.959377527237,0.485576,13.4636965,0.8688358,4.962953,48.557602,[-0.674 -0.732 -0.269 -0.464 -0.565],365.41,100.0,30.03603,0.0120196305,1.411438e-06,98.581314,4.984947,100
0.010025971,2.8614397,1.0025971,99,370.71732,2.0964158,2.5058403,-82.23230759162661,-44.48214,3373192,9900,0.0005074334,54.681175,47.700462,0.009127395,4.676158,7893.534321546555,0.05681233,16.368008,0.86345726,0.9127396,5.6812334,[-0.675 -0.724 -0.277 -0.467 -0.55 ],333.31,100.0,27.327368,0.050743338,-1.926422e-06,98.50658,4.9998703,100
0.010639662,2.9423711,1.063966,100,296.81436,1.9088159,1.5304617,-78.9563780316294,-41.247448,3409033,10000,0.0009468529,57.30583,52.3885,0.009183593,3.9103699,7975.756988525391,0.05238167,12.383503,0.85644555,0.9183594,5.238167,[-0.677 -0.728 -0.271 -0.467 -0.555],358.41,100.0,23.003155,0.094685294,-2.670288e-07,98.5594,4.996803,100
0.010159671,2.8341599,1.0159672,101,703.81287,2.9790304,3.6431751,-83.1650575274299,-43.442013,3439836,10100,0.0001994168,32.966164,33.56797,0.01448747,5.391388,8047.340544462204,0.11367907,16.902554,0.8496471,1.448747,11.367907,[-0.673 -0.716 -0.273 -0.462 -0.562],308.03,100.0,29.812643,0.01994168,-7.6293946e-07,98.46002,4.999202,100
0.010887993,2.7722895,1.0887992,102,220.40543,1.2173454,0.9949206,-81.29149336101537,-44.27845,3472964,10200,0.0020426908,85.87172,82.14596,0.0044163913,3.5717196,8124.116292715073,0.025095062,14.303363,0.8417997,0.44163916,2.5095062,[-0.674 -0.719 -0.277 -0.455 -0.569],331.28,100.0,19.786129,0.20426908,2.2315978e-06,98.50923,4.995562,100
0.012840871,2.873653,1.2840872,103,16982.715,14.402474,12.724838,-75.09313424289138,-40.060356,3511080,10300,0.00010208616,8.697952,6.943251,0.041603155,11.935217,8210.452720165253,0.3864458,12.12828,0.85805273,4.1603155,38.64458,[-0.67  -0.724 -0.279 -0.456 -0.577],381.16,100.0,33.360435,0.010208616,7.6293944e-08,98.60597,4.985816,100
0.010179621,2.8335032,1.0179621,104,452.9308,1.896138,1.7111976,-80.63071440129607,-43.702785,3547052,10400,0.001321255,59.150555,52.738777,0.008459512,4.054856,8291.69771194458,0.061149262,14.148124,0.8700804,0.8459512,6.1149263,[-0.669 -0.713 -0.278 -0.438 -0.561],359.72,100.0,26.65127,0.1321255,-5.340576e-07,98.5517,4.999102,100
0.011341157,2.7076046,1.1341156,105,217.51358,1.3457761,1.0496887,-79.5338336320083,-49.283966,3584348,10500,0.0017638138,74.765686,74.306564,0.006588732,3.4650264,8376.697541952133,0.040266078,14.347375,0.8653817,0.6588731,4.026608,[-0.662 -0.707 -0.28  -0.433 -0.549],372.96,100.0,31.989346,0.17638138,1.6307831e-06,98.5735,4.9932985,100
0.010125297,2.904912,1.0125297,106,711.3046,3.6897647,3.3849893,-75.62719633633917,-42.659897,3624167,10600,0.00013359463,33.52658,27.102,0.014257299,4.991302,8468.321435451508,0.11269181,11.267697,0.86766714,1.4257299,11.269181,[-0.666 -0.706 -0.277 -0.433 -0.554],398.19,100.0,19.286581,0.013359463,-4.196167e-07,98.62015,4.9993734,100
0.010707183,2.5887072,1.0707184,107,228.33586,1.1492656,0.94259787,-69.22252014455225,-52.488846,3662370,10700,0.0043710475,88.86358,87.012085,0.0037904093,3.3633962,8556.638881921768,0.022939675,14.898049,0.8599011,0.37904093,2.2939675,[-0.665 -0.695 -0.284 -0.427 -0.551],382.03,100.0,25.975138,0.43710476,1.14440915e-07,98.6376,4.9964657,100
0.009002257,2.7155886,0.9002258,108,186.02267,1.434657,0.9512062,-76.42198071437095,-47.517532,3698938,10800,0.0021663017,71.757545,69.70307,0.005647664,3.3481774,8638.854543209076,0.035394087,15.719165,0.85968596,0.5647664,3.5394087,[-0.663 -0.696 -0.282 -0.426 -0.559],365.68,100.0,22.787281,0.21663018,9.918213e-07,98.58203,4.9950137,100
0.0139829805,2.714599,1.398298,109,1213.1003,6.0939803,4.473643,-72.21844424562214,-47.514996,3738722,10900,6.663977e-05,14.868161,16.409636,0.033459317,4.8475733,8725.898569583893,0.2549144,13.104555,0.860175,3.3459318,25.491442,[-0.664 -0.698 -0.279 -0.423 -0.559],397.84,100.0,18.853994,0.006663977,2.0980835e-06,98.63695,4.980125,100
0.014625746,3.0712166,1.4625746,110,3594.2024,16.588045,6.6456013,-73.9080964091876,-36.889687,3779936,11000,3.2643387e-05,4.7101645,6.028438,0.06578445,5.8925323,8824.31555390358,0.64502233,10.804339,0.8549711,6.5784454,64.502235,[-0.666 -0.695 -0.269 -0.421 -0.559],412.14,100.0,21.10373,0.0032643387,-2.307892e-06,98.64134,4.976925,100
0.010954125,2.6984105,1.0954126,111,335.8261,2.0152864,2.3360245,-67.28994315323318,-47.29335,3820315,11100,0.0014385426,58.72745,49.62074,0.009183069,4.3779287,8923.039004802704,0.06065376,14.655596,0.8567846,0.91830695,6.0653763,[-0.671 -0.686 -0.262 -0.425 -0.564],403.79,100.0,26.20723,0.14385426,2.2888183e-07,98.6667,4.9952316,100
0.010643804,2.662197,1.0643804,112,580.8695,2.3133225,3.0659833,-78.00203367399703,-48.651733,3857402,11200,0.0009020128,56.00067,43.227867,0.009434596,4.9090753,9013.686876296997,0.05199267,15.209742,0.86248946,0.9434596,5.199267,[-0.673 -0.689 -0.265 -0.433 -0.562],370.87,100.0,30.622162,0.09020128,-1.6021728e-06,98.57936,4.996782,100
0.010211148,2.6707366,1.0211148,113,343.84338,1.2843451,0.56743956,-75.34888177808527,-49.25136,3892547,11300,0.0023600932,77.90896,77.86069,0.0054373695,3.035524,9099.800204515457,0.04019312,15.14482,0.8659067,0.54373693,4.019312,[-0.677 -0.687 -0.261 -0.437 -0.556],351.45,100.0,25.447618,0.23600931,1.3542175e-06,98.57121,4.9989443,100
0.009677279,3.2028291,0.96772796,114,519.7861,3.7693555,2.4247928,-61.78746858761023,-33.801144,3930846,11400,0.00016552325,27.09935,26.529734,0.01587229,4.561354,9195.06478190422,0.101901874,13.108589,0.865087,1.587229,10.190187,[-0.672 -0.689 -0.257 -0.442 -0.553],382.99,100.0,25.272923,0.016552325,1.14440915e-07,98.67734,4.998387,100
0.12295701,3.0120125,12.295703,115,3997072.8,2255.583,196.67786,-76.97534417868629,-39.402603,3965232,11500,4.421692e-08,1.0566031,0.044334434,1.1898464,138.04797,9280.233484983444,11.961661,15.318768,0.8393195,118.98464,1196.1661,[-0.666 -0.692 -0.265 -0.442 -0.554],343.86,100.0,27.478659,4.421692e-06,-2.117157e-06,98.55229,4.4659452,100
0.013094608,2.5287156,1.3094608,116,3120.7913,10.166367,6.2944436,-75.58112411082234,-50.036404,4001567,11600,4.9666894e-05,5.8215423,9.836356,0.052668296,5.179507,9367.370497703552,0.5203095,15.890685,0.8432165,5.26683,52.030952,[-0.671 -0.703 -0.247 -0.454 -0.58 ],363.35,100.0,25.367737,0.0049666897,-1.8310546e-06,98.58397,4.984551,100
0.011020716,2.6992078,1.1020716,117,4576.962,11.818021,7.5594745,-74.00197677334198,-45.506256,4039603,11700,1.470319e-05,9.985895,8.461654,0.03308808,6.5375786,9456.351305961609,0.32719275,12.32117,0.8394002,3.308808,32.719276,[-0.677 -0.701 -0.255 -0.441 -0.576],380.36,100.0,23.934792,0.001470319,4.386902e-07,98.610886,4.994899,100
0.010033898,2.8936536,1.0033898,118,357.50214,2.282506,1.7551243,-82.70798595865666,-39.100403,4076716,11800,0.00062398036,51.45773,43.811497,0.009745506,4.0200067,9542.870862007141,0.054353137,12.848091,0.8468236,0.9745506,5.4353137,[-0.686 -0.701 -0.246 -0.44  -0.579],371.13,100.0,23.890533,0.06239804,-5.722046e-07,98.55429,4.9998302,100
0.012098843,2.7549665,1.2098843,119,993.7645,3.8858552,4.330492,-76.27249285363985,-44.374573,4115179,11900,0.00035719213,37.184837,25.734362,0.015725087,5.6954803,9630.2485435009,0.10360433,13.317611,0.8579545,1.5725087,10.360434,[-0.682 -0.692 -0.25  -0.435 -0.572],384.63,100.0,30.036596,0.035719212,1.0299683e-06,98.60339,4.9895167,100
0.010508418,2.8757987,1.0508419,120,1673.6681,4.110243,4.5892167,-77.29292303221696,-42.41918,4150266,12000,0.00013966425,18.447538,24.329462,0.022094628,6.0547276,9711.835627555847,0.1899546,13.680004,0.8668729,2.209463,18.99546,[-0.686 -0.688 -0.26  -0.435 -0.561],350.87,100.0,21.713015,0.013966424,-9.155273e-07,98.55942,4.9974585,100
0.009970943,2.8350797,0.99709433,121,202.09158,1.0495089,0.2794569,-67.69066921796819,-44.978577,4187437,12100,0.0059418315,94.85564,95.28266,0.0023220442,3.1086166,9798.045513153076,0.022406826,13.926416,0.8730476,0.23220442,2.2406826,[-0.691 -0.669 -0.253 -0.43  -0.552],371.71,100.0,28.260807,0.59418315,1.0681152e-06,98.63579,4.999855,100
0.01056569,2.9464135,1.0565691,122,264.0644,1.2468,0.805239,-79.79938590672724,-42.564743,4220306,12200,0.002002957,82.88957,80.20533,0.004800411,3.5381303,9875.864347219467,0.026497759,15.392255,0.8639194,0.48004118,2.649776,[-0.695 -0.666 -0.254 -0.428 -0.546],328.69,100.0,26.638073,0.20029572,3.2424927e-07,98.514435,4.9971724,100
0.050241347,2.724979,5.0241346,123,364115.44,214.0606,61.012135,-72.2699484734493,-47.83853,4256597,12300,5.368149e-07,1.4065815,0.46715745,0.42063245,41.92928,9960.63722729683,4.2276416,15.854857,0.884422,42.06324,422.76416,[-0.7   -0.666 -0.259 -0.426 -0.555],362.91,100.0,27.63945,5.368149e-05,-1.335144e-07,98.601715,4.802788,100
0.015217377,3.2479339,1.5217378,124,11190.546,14.352845,10.968629,-85.34088846817265,-35.225235,4288222,12400,2.5333484e-05,7.1144314,6.96726,0.05498495,10.852142,10034.964657306671,0.5388549,14.0204525,0.8709102,5.498495,53.88549,[-0.736 -0.647 -0.256 -0.41  -0.534],316.25,100.0,21.382479,0.0025333485,-1.7166137e-06,98.4603,4.973981,100
0.014157139,2.8642168,1.4157141,125,7548.114,6.2939863,8.3649435,-80.5659390224266,-44.710022,4320613,12500,4.7567584e-05,13.510306,15.888182,0.035819966,8.912133,10110.752272605896,0.32827473,14.784927,0.86079353,3.5819967,32.827473,[-0.732 -0.646 -0.267 -0.414 -0.548],323.91,100.0,25.360739,0.0047567585,-4.959106e-07,98.50255,4.9792576,100
0.0213355,3.0035584,2.13355,126,5999.8667,10.246529,10.667037,-76.2122894313623,-39.01229,4353408,12600,0.00010155428,13.2067175,9.759403,0.0546951,10.825941,10187.28872847557,0.46106878,14.404871,0.8741613,5.4695106,46.10688,[-0.735 -0.669 -0.263 -0.432 -0.558],327.95,100.0,26.573128,0.010155428,8.773804e-07,98.53522,4.9436426,100
0.021414265,2.8951702,2.1414268,127,20264.338,37.302307,15.8534355,-79.12923020440516,-44.26909,4385580,12700,2.888659e-05,2.2028618,2.6807992,0.14268313,11.175953,10262.071370840073,1.4259421,14.90087,0.87696445,14.268315,142.59421,[-0.733 -0.658 -0.273 -0.424 -0.545],321.72,100.0,28.813396,0.002888659,1.9073486e-08,98.50809,4.943253,100
0.009607765,3.0169153,0.9607765,128,821.83923,3.5383973,2.8825924,-77.59233859044946,-41.037243,4422533,12800,0.00018326388,35.342022,28.261383,0.012995342,4.6801434,10348.013186454773,0.08798066,13.907838,0.8744773,1.2995342,8.798066,[-0.73  -0.669 -0.277 -0.415 -0.542],369.53,100.0,26.256227,0.018326389,9.918213e-07,98.58005,4.9980392,100
0.018110907,2.8214188,1.8110907,129,4092.9937,8.065985,6.8314853,-76.08194676499572,-46.528976,4458964,12900,4.2451466e-05,16.07952,12.397742,0.041374967,6.664806,10434.079816102982,0.28018147,13.164645,0.8545368,4.1374965,28.018147,[-0.725 -0.663 -0.283 -0.41  -0.544],364.31,100.0,24.259724,0.0042451466,-1.8119812e-06,98.58232,4.9596095,100
0.011385536,2.8428173,1.1385535,130,1167.822,3.3035595,4.3991394,-75.78423420793354,-42.896057,4494009,13000,0.00011885404,31.663286,30.27038,0.016726399,6.010721,10518.869782209396,0.1295901,14.701649,0.843261,1.6726401,12.959009,[-0.742 -0.644 -0.278 -0.401 -0.564],350.45,100.0,28.758127,0.011885405,2.155304e-06,98.567505,4.9930773,100
0.08357844,2.7546031,8.357843,131,1910871.6,628.65015,139.48914,-84.48048732648351,-43.85103,4525961,13100,7.314383e-07,1.1894237,0.15907098,0.7617766,106.697624,10595.325987100601,7.658574,16.062239,0.8304213,76.17766,765.8574,[-0.748 -0.647 -0.287 -0.408 -0.576],319.52,100.0,31.287132,7.3143834e-05,-6.67572e-07,98.47121,4.645316,100
0.012526434,2.6836715,1.2526432,132,2182.668,8.708204,4.373471,-79.7250708668209,-44.05306,4562115,13200,0.00016640635,5.132644,11.483424,0.053853657,4.2134175,10683.248885631561,0.54034644,12.884553,0.8367615,5.385366,54.034645,[-0.759 -0.693 -0.304 -0.421 -0.589],361.54,100.0,26.11597,0.016640635,7.6293944e-08,98.558975,4.987384,100
0.0129636405,2.6347094,1.2963638,133,15275.058,21.734259,13.997582,-74.95274155958754,-46.472923,4603690,13300,2.9139355e-05,6.051812,4.6010313,0.051077347,10.9300585,10778.763402938843,0.49275714,11.420908,0.8333402,5.107735,49.275715,[-0.762 -0.701 -0.31  -0.414 -0.582],415.75,100.0,27.74147,0.0029139356,-5.912781e-07,98.639435,4.9852037,100
0.010931007,3.1563196,1.0931007,134,217.9625,1.6198066,1.7978735,-72.18513889066183,-30.311438,4646266,13400,0.0017307887,56.487198,61.735764,0.009593866,4.656937,10879.201646327972,0.0686944,9.822211,0.8297706,0.9593866,6.8694396,[-0.76  -0.702 -0.321 -0.421 -0.586],425.76,100.0,20.25212,0.17307888,-3.0517577e-07,98.660904,4.995347,100
0.01752645,2.8812973,1.7526451,135,3441.664,13.478611,8.855719,-69.73989743891309,-38.026733,4685404,13500,2.0095333e-05,7.6988516,7.4191623,0.060685452,8.247937,10970.607879638672,0.45255417,13.314064,0.81527954,6.0685453,45.255417,[-0.76  -0.689 -0.322 -0.411 -0.589],391.38,100.0,22.462852,0.0020095333,1.7547608e-06,98.643616,4.962509,100
0.010212005,2.7770815,1.0212005,136,211.91455,1.8942199,1.8687905,-75.16979836592222,-38.979496,4727495,13600,0.0005815611,51.08613,52.792183,0.0099925315,4.1169586,11068.34782409668,0.06107452,10.896434,0.8074563,0.9992531,6.1074524,[-0.761 -0.707 -0.325 -0.409 -0.604],420.91,100.0,23.248533,0.058156114,1.9073487e-07,98.64282,4.9989405,100
0.011323149,2.687622,1.1323149,137,491.9254,2.7328005,2.4272854,-67.26209345100045,-40.489822,4769236,13700,0.0005218543,36.749817,36.5925,0.014854926,4.185936,11164.004197359085,0.118318535,11.90835,0.7990165,1.4854927,11.831854,[-0.757 -0.709 -0.329 -0.412 -0.611],417.41,100.0,33.764862,0.05218543,1.5258789e-06,98.67772,4.9933887,100
1.10024,2.3969653,110.024025,138,315475600.0,57810.465,1781.788,-67.76162233321458,-47.943497,4811201,13800,4.6045063e-08,1.0189741,0.0017297906,10.84381,1398.9238,11263.135757684708,108.99233,11.7632065,0.8234244,1084.3811,10899.233,[-0.759 -0.701 -0.329 -0.415 -0.62 ],419.65,100.0,27.838533,4.6045066e-06,-3.4332277e-07,98.67706,1.6806787,100
0.01033135,2.900117,1.033135,139,105.47165,1.2335522,0.60029703,-69.46531559346028,-36.510197,4852407,13900,0.002554118,75.73461,81.066696,0.0058479463,3.3656688,11359.236895561218,0.042114988,10.404913,0.8236819,0.58479464,4.2114987,[-0.772 -0.654 -0.321 -0.373 -0.596],412.06,100.0,19.608545,0.2554118,1.1634827e-06,98.66284,4.9983435,100
0.009974701,2.6734948,0.99747026,140,195.38916,1.5103322,0.81019425,-78.16790004898513,-43.34742,4893095,14000,0.0020785737,77.43443,66.2106,0.0053846315,3.1678374,11454.294086694717,0.032049604,12.755778,0.82669663,0.5384632,3.2049606,[-0.768 -0.653 -0.318 -0.369 -0.595],406.88,100.0,26.413805,0.20785737,-8.392334e-07,98.61577,4.9998736,100
0.0120443115,2.7843344,1.2044312,141,263.52448,2.6941977,2.3335414,-68.03362976332598,-40.47444,4936193,14100,0.00030422863,38.472385,37.116802,0.015231493,4.2843823,11552.21410036087,0.09097986,10.823055,0.83477163,1.5231495,9.097986,[-0.765 -0.65  -0.321 -0.37  -0.592],430.98,100.0,27.190563,0.030422863,-5.8174135e-07,98.68428,4.989789,100
0.014288595,2.7451844,1.4288596,142,1300.0321,6.051779,3.9169078,-65.61358278966017,-42.860245,4979991,14200,0.00018950141,14.840702,16.524067,0.034227747,4.552679,11654.136986017227,0.2848506,9.456996,0.8336402,3.422775,28.485062,[-0.768 -0.656 -0.316 -0.375 -0.584],437.98,100.0,23.710585,0.018950142,9.059906e-07,98.70038,4.978603,100
0.027386762,2.4528105,2.7386765,143,83186.74,60.248516,28.881193,-70.29855247807473,-51.46172,5020835,14300,1.1520036e-05,2.5756576,1.659792,0.16843422,19.722902,11752.002049207687,1.6509145,13.101693,0.84589165,16.843424,165.09146,[-0.771 -0.647 -0.311 -0.379 -0.585],408.44,100.0,22.416065,0.0011520036,2.670288e-07,98.65578,4.9138174,100
