AvgRet,VarRet,AvgEpLen,EpsThisIter,AvgNormIw,BatchSize,IterType,Bound,AvgVanillaIw,ESSClassic,ESSRenyi,delta,VarVanillaIw,VarNormIw,MaxVanillaIw,renyi2,MaxNormIw,VarDiscRet,AvgDiscRet,J,MinVanillaIw,SamplesThisIter,VanillaAvgRet,VarJ,MinNormIw
2205.40693174,3865718.19842,221.238938053,226,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3865718.19842,2205.40693174,nan,nan,50000,2205.40693174,nan,nan
2682.40431256,4257935.9878,268.817204301,186,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4257935.9878,2682.40431256,nan,nan,50000,2682.40431256,nan,nan
3468.59035575,4337138.35468,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4337138.35468,3468.59035575,nan,nan,50000,3468.59035575,nan,nan
4164.27188671,2456266.62313,416.666666667,120,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2456266.62313,4164.27188671,nan,nan,50000,4164.27188671,nan,nan
3517.5365206,3430886.43787,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3430886.43787,3517.5365206,nan,nan,50000,3517.5365206,nan,nan
3200.9173049,4321507.89788,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4321507.89788,3200.9173049,nan,nan,50000,3200.9173049,nan,nan
3783.01660492,2223432.10506,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2223432.10506,3783.01660492,nan,nan,50000,3783.01660492,nan,nan
3199.40543847,3218654.57579,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3218654.57579,3199.40543847,nan,nan,50000,3199.40543847,nan,nan
2625.11142977,3036895.90224,263.157894737,190,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3036895.90224,2625.11142977,nan,nan,50000,2625.11142977,nan,nan
3159.57748429,4498925.14033,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4498925.14033,3159.57748429,nan,nan,50000,3159.57748429,nan,nan
3843.18493909,3445112.70549,384.615384615,130,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3445112.70549,3843.18493909,nan,nan,50000,3843.18493909,nan,nan
2443.7424162,3156969.32178,245.098039216,204,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3156969.32178,2443.7424162,nan,nan,50000,2443.7424162,nan,nan
2444.82575904,4901848.86953,245.098039216,204,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4901848.86953,2444.82575904,nan,nan,50000,2444.82575904,nan,nan
3419.20778281,3839469.57574,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3839469.57574,3419.20778281,nan,nan,50000,3419.20778281,nan,nan
2936.52403173,4287517.54947,294.117647059,170,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4287517.54947,2936.52403173,nan,nan,50000,2936.52403173,nan,nan
3200.89874508,3564399.52478,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3564399.52478,3200.89874508,nan,nan,50000,3200.89874508,nan,nan
2835.35026691,3569543.44615,284.090909091,176,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3569543.44615,2835.35026691,nan,nan,50000,2835.35026691,nan,nan
3673.18586058,3598359.73685,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3598359.73685,3673.18586058,nan,nan,50000,3673.18586058,nan,nan
3160.23597627,4426391.54989,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4426391.54989,3160.23597627,nan,nan,50000,3160.23597627,nan,nan
3783.83722564,1992448.98942,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1992448.98942,3783.83722564,nan,nan,50000,3783.83722564,nan,nan
3044.30287825,3985392.94896,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3985392.94896,3044.30287825,nan,nan,50000,3044.30287825,nan,nan
2374.68159739,4055725.39315,238.095238095,210,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4055725.39315,2374.68159739,nan,nan,50000,2374.68159739,nan,nan
2742.25819281,4707867.43957,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4707867.43957,2742.25819281,nan,nan,50000,2742.25819281,nan,nan
3120.73248458,5284358.32181,312.5,160,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5284358.32181,3120.73248458,nan,nan,50000,3120.73248458,nan,nan
3784.82685911,3603648.82895,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3603648.82895,3784.82685911,nan,nan,50000,3784.82685911,nan,nan
2421.5486038,5399562.03856,242.718446602,206,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5399562.03856,2421.5486038,nan,nan,50000,2421.5486038,nan,nan
3283.17996729,3149419.39303,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3149419.39303,3283.17996729,nan,nan,50000,3283.17996729,nan,nan
2742.2397747,4562566.99899,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4562566.99899,2742.2397747,nan,nan,50000,2742.2397747,nan,nan
4028.55005113,2158019.78579,403.225806452,124,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2158019.78579,4028.55005113,nan,nan,50000,4028.55005113,nan,nan
3727.26056373,2190104.98001,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2190104.98001,3727.26056373,nan,nan,50000,3727.26056373,nan,nan
3517.54545133,3850853.24677,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3850853.24677,3517.54545133,nan,nan,50000,3517.54545133,nan,nan
3728.13893013,2725638.5623,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2725638.5623,3728.13893013,nan,nan,50000,3728.13893013,nan,nan
3200.93668482,4494318.30022,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4494318.30022,3200.93668482,nan,nan,50000,3200.93668482,nan,nan
2654.41026886,5239775.58964,265.957446809,188,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5239775.58964,2654.41026886,nan,nan,50000,2654.41026886,nan,nan
2936.46990103,4075546.28019,294.117647059,170,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4075546.28019,2936.46990103,nan,nan,50000,2936.46990103,nan,nan
3007.54958332,5146090.33693,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5146090.33693,3007.54958332,nan,nan,50000,3007.54958332,nan,nan
2059.36444461,4373971.05236,206.611570248,242,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4373971.05236,2059.36444461,nan,nan,50000,2059.36444461,nan,nan
2772.81224253,5662592.02621,277.777777778,180,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5662592.02621,2772.81224253,nan,nan,50000,2772.81224253,nan,nan
3784.79156857,3664004.33245,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3664004.33245,3784.79156857,nan,nan,50000,3784.79156857,nan,nan
4543.77681609,2074413.08052,454.545454545,110,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2074413.08052,4543.77681609,nan,nan,50000,4543.77681609,nan,nan
4095.82899183,1882915.05504,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1882915.05504,4095.82899183,nan,nan,50000,4095.82899183,nan,nan
2935.95707081,4654738.04634,294.117647059,170,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4654738.04634,2935.95707081,nan,nan,50000,2935.95707081,nan,nan
4543.79899599,2002709.61859,454.545454545,110,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2002709.61859,4543.79899599,nan,nan,50000,4543.79899599,nan,nan
3467.62670649,3003024.13303,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3003024.13303,3467.62670649,nan,nan,50000,3467.62670649,nan,nan
3200.93195764,4468565.04109,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4468565.04109,3200.93195764,nan,nan,50000,3200.93195764,nan,nan
3468.47774641,4265321.7713,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4265321.7713,3468.47774641,nan,nan,50000,3468.47774641,nan,nan
2902.20164467,4373338.60626,290.697674419,172,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4373338.60626,2902.20164467,nan,nan,50000,2902.20164467,nan,nan
3420.87598311,3685633.68682,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3685633.68682,3420.87598311,nan,nan,50000,3420.87598311,nan,nan
4164.21461847,2245967.96108,416.666666667,120,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2245967.96108,4164.21461847,nan,nan,50000,4164.21461847,nan,nan
2803.32004251,3738283.91973,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3738283.91973,2803.32004251,nan,nan,50000,2803.32004251,nan,nan
3673.15449423,4005871.04169,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4005871.04169,3673.15449423,nan,nan,50000,3673.15449423,nan,nan
3728.10935875,3511964.60083,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3511964.60083,3728.10935875,nan,nan,50000,3728.10935875,nan,nan
3284.80603418,4262958.93717,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4262958.93717,3284.80603418,nan,nan,50000,3284.80603418,nan,nan
2971.55253288,4454587.58476,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4454587.58476,2971.55253288,nan,nan,50000,2971.55253288,nan,nan
3467.79792777,3198295.66256,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3198295.66256,3467.79792777,nan,nan,50000,3467.79792777,nan,nan
3468.55403884,4566863.63332,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4566863.63332,3468.55403884,nan,nan,50000,3468.55403884,nan,nan
2598.23987843,4107443.16742,260.416666667,192,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4107443.16742,2598.23987843,nan,nan,50000,2598.23987843,nan,nan
3006.16903539,3728286.09029,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3728286.09029,3006.16903539,nan,nan,50000,3006.16903539,nan,nan
2571.90156689,4866411.04372,257.731958763,194,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4866411.04372,2571.90156689,nan,nan,50000,2571.90156689,nan,nan
4094.00761471,1697340.18663,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1697340.18663,4094.00761471,nan,nan,50000,4094.00761471,nan,nan
2287.11636034,4328859.76352,229.357798165,218,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4328859.76352,2287.11636034,nan,nan,50000,2287.11636034,nan,nan
2712.34761805,5180490.94199,271.739130435,184,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5180490.94199,2712.34761805,nan,nan,50000,2712.34761805,nan,nan
2971.59094176,4243459.69259,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4243459.69259,2971.59094176,nan,nan,50000,2971.59094176,nan,nan
1901.35437805,3826113.22477,190.839694656,262,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3826113.22477,1901.35437805,nan,nan,50000,1901.35437805,nan,nan
3006.74823889,3184645.21639,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3184645.21639,3006.74823889,nan,nan,50000,3006.74823889,nan,nan
3673.18417865,3832537.28018,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3832537.28018,3673.18417865,nan,nan,50000,3673.18417865,nan,nan
2264.85413932,3061499.19508,227.272727273,220,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3061499.19508,2264.85413932,nan,nan,50000,2264.85413932,nan,nan
3006.89337146,3455074.35719,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3455074.35719,3006.89337146,nan,nan,50000,3006.89337146,nan,nan
3467.67614177,3610164.75925,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3610164.75925,3467.67614177,nan,nan,50000,3467.67614177,nan,nan
3420.88642917,4297738.82079,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4297738.82079,3420.88642917,nan,nan,50000,3420.88642917,nan,nan
4029.59196692,2559487.22585,403.225806452,124,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2559487.22585,4029.59196692,nan,nan,50000,4029.59196692,nan,nan
3420.07111992,3500112.26485,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3500112.26485,3420.07111992,nan,nan,50000,3420.07111992,nan,nan
2804.03840348,4667845.67051,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4667845.67051,2804.03840348,nan,nan,50000,2804.03840348,nan,nan
2741.46803358,3972080.63196,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3972080.63196,2741.46803358,nan,nan,50000,2741.46803358,nan,nan
3728.15051137,2896716.20465,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2896716.20465,3728.15051137,nan,nan,50000,3728.15051137,nan,nan
3081.93877708,3917744.33632,308.641975309,162,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3917744.33632,3081.93877708,nan,nan,50000,3081.93877708,nan,nan
3158.69836144,3881146.73102,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3881146.73102,3158.69836144,nan,nan,50000,3158.69836144,nan,nan
3728.17389646,4744900.62252,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4744900.62252,3728.17389646,nan,nan,50000,3728.17389646,nan,nan
2653.70705878,4737944.3774,265.957446809,188,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4737944.3774,2653.70705878,nan,nan,50000,2653.70705878,nan,nan
3200.94286551,4679675.48968,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4679675.48968,3200.94286551,nan,nan,50000,3200.94286551,nan,nan
3160.26645777,4540061.42458,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4540061.42458,3160.26645777,nan,nan,50000,3160.26645777,nan,nan
2287.15876295,4300488.67705,229.357798165,218,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4300488.67705,2287.15876295,nan,nan,50000,2287.15876295,nan,nan
3006.953566,3812340.44032,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3812340.44032,3006.953566,nan,nan,50000,3006.953566,nan,nan
3419.41340333,3564562.02625,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3564562.02625,3419.41340333,nan,nan,50000,3419.41340333,nan,nan
2287.70304579,4636271.53409,229.357798165,218,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4636271.53409,2287.70304579,nan,nan,50000,2287.70304579,nan,nan
3285.4288626,3897982.54784,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3897982.54784,3285.4288626,nan,nan,50000,3285.4288626,nan,nan
3515.93774238,2173861.77957,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2173861.77957,3515.93774238,nan,nan,50000,3515.93774238,nan,nan
3007.43350042,4157832.31285,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4157832.31285,3007.43350042,nan,nan,50000,3007.43350042,nan,nan
3784.70951863,3370719.63483,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3370719.63483,3784.70951863,nan,nan,50000,3784.70951863,nan,nan
2519.13659282,4229560.1772,252.525252525,198,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4229560.1772,2519.13659282,nan,nan,50000,2519.13659282,nan,nan
3284.68752883,3653239.79805,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3653239.79805,3284.68752883,nan,nan,50000,3284.68752883,nan,nan
4543.69089989,1444344.36464,454.545454545,110,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1444344.36464,4543.69089989,nan,nan,50000,4543.69089989,nan,nan
3200.84147171,4283427.00894,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4283427.00894,3200.84147171,nan,nan,50000,3200.84147171,nan,nan
3726.27231963,2730358.91789,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2730358.91789,3726.27231963,nan,nan,50000,3726.27231963,nan,nan
3728.12775035,3724087.57843,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3724087.57843,3728.12775035,nan,nan,50000,3728.12775035,nan,nan
3467.85329014,3240058.65955,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3240058.65955,3467.85329014,nan,nan,50000,3467.85329014,nan,nan
3283.76989804,3194170.83803,328.947368421,152,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3194170.83803,3283.76989804,nan,nan,50000,3283.76989804,nan,nan
2970.89196145,4064046.66646,297.619047619,168,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4064046.66646,2970.89196145,nan,nan,50000,2970.89196145,nan,nan
2901.68057532,4162069.17398,290.697674419,172,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4162069.17398,2901.68057532,nan,nan,50000,2901.68057532,nan,nan
3082.026529,3997620.64973,308.641975309,162,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3997620.64973,3082.026529,nan,nan,50000,3082.026529,nan,nan
2330.67111667,4884103.20645,233.644859813,214,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4884103.20645,2330.67111667,nan,nan,50000,2330.67111667,nan,nan
3517.53522874,3412941.11032,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3412941.11032,3517.53522874,nan,nan,50000,3517.53522874,nan,nan
3784.73311767,3435737.60641,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3435737.60641,3784.73311767,nan,nan,50000,3784.73311767,nan,nan
3419.51632978,3976357.04703,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3976357.04703,3419.51632978,nan,nan,50000,3419.51632978,nan,nan
3673.15772616,3904377.50954,367.647058824,136,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3904377.50954,3673.15772616,nan,nan,50000,3673.15772616,nan,nan
3784.71901027,3529689.85358,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3529689.85358,3784.71901027,nan,nan,50000,3784.71901027,nan,nan
3420.05636825,3242999.46254,342.465753425,146,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3242999.46254,3420.05636825,nan,nan,50000,3420.05636825,nan,nan
3043.57398835,4038421.59279,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4038421.59279,3043.57398835,nan,nan,50000,3043.57398835,nan,nan
3784.03801112,3338989.86486,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3338989.86486,3784.03801112,nan,nan,50000,3784.03801112,nan,nan
3728.11245172,3620644.61638,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3620644.61638,3728.11245172,nan,nan,50000,3728.11245172,nan,nan
3006.1488572,3667502.42661,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3667502.42661,3006.1488572,nan,nan,50000,3006.1488572,nan,nan
3466.97522653,4014256.91323,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4014256.91323,3466.97522653,nan,nan,50000,3466.97522653,nan,nan
2519.21569158,4221581.23472,252.525252525,198,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4221581.23472,2519.21569158,nan,nan,50000,2519.21569158,nan,nan
2901.67229751,3620684.17887,290.697674419,172,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3620684.17887,2901.67229751,nan,nan,50000,2901.67229751,nan,nan
4094.73755029,1388996.49,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,1388996.49,4094.73755029,nan,nan,50000,4094.73755029,nan,nan
4164.27069076,2614735.12924,416.666666667,120,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2614735.12924,4164.27069076,nan,nan,50000,4164.27069076,nan,nan
3728.10683962,4019632.56818,373.134328358,134,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4019632.56818,3728.10683962,nan,nan,50000,3728.10683962,nan,nan
2493.40752195,4088762.90891,250.0,200,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4088762.90891,2493.40752195,nan,nan,50000,2493.40752195,nan,nan
2936.49589144,4541253.72134,294.117647059,170,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4541253.72134,2936.49589144,nan,nan,50000,2936.49589144,nan,nan
3200.90554378,3853905.00004,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3853905.00004,3200.90554378,nan,nan,50000,3200.90554378,nan,nan
2772.82188023,4568579.95459,277.777777778,180,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4568579.95459,2772.82188023,nan,nan,50000,2772.82188023,nan,nan
3516.61675176,4314921.38213,352.112676056,142,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4314921.38213,3516.61675176,nan,nan,50000,3516.61675176,nan,nan
3468.5669361,4052868.91908,347.222222222,144,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4052868.91908,3468.5669361,nan,nan,50000,3468.5669361,nan,nan
4095.83666775,3691718.49516,409.836065574,122,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3691718.49516,4095.83666775,nan,nan,50000,4095.83666775,nan,nan
4029.57548293,2554504.90788,403.225806452,124,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,2554504.90788,4029.57548293,nan,nan,50000,4029.57548293,nan,nan
2868.81139641,4539357.98561,287.356321839,174,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4539357.98561,2868.81139641,nan,nan,50000,2868.81139641,nan,nan
3044.30436585,4169713.12021,304.87804878,164,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4169713.12021,3044.30436585,nan,nan,50000,3044.30436585,nan,nan
2742.26483416,5980881.88228,274.725274725,182,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5980881.88228,2742.26483416,nan,nan,50000,2742.26483416,nan,nan
2653.81277181,4471718.52343,265.957446809,188,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4471718.52343,2653.81277181,nan,nan,50000,2653.81277181,nan,nan
3328.70311278,4938995.21757,333.333333333,150,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4938995.21757,3328.70311278,nan,nan,50000,3328.70311278,nan,nan
2682.51624247,4190966.39249,268.817204301,186,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4190966.39249,2682.51624247,nan,nan,50000,2682.51624247,nan,nan
3783.87976713,3407353.90219,378.787878788,132,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3407353.90219,3783.87976713,nan,nan,50000,3783.87976713,nan,nan
2329.05265476,3359487.20517,233.644859813,214,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3359487.20517,2329.05265476,nan,nan,50000,2329.05265476,nan,nan
3006.75026987,4847318.39426,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4847318.39426,3006.75026987,nan,nan,50000,3006.75026987,nan,nan
4029.62251516,3643972.05092,403.225806452,124,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3643972.05092,4029.62251516,nan,nan,50000,4029.62251516,nan,nan
3200.17712143,4535539.92989,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4535539.92989,3200.17712143,nan,nan,50000,3200.17712143,nan,nan
2375.2329192,5048009.89477,238.095238095,210,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,5048009.89477,2375.2329192,nan,nan,50000,2375.2329192,nan,nan
3006.74878879,3775070.42502,301.204819277,166,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3775070.42502,3006.74878879,nan,nan,50000,3006.74878879,nan,nan
3200.92123977,4903451.87063,320.512820513,156,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4903451.87063,3200.92123977,nan,nan,50000,3200.92123977,nan,nan
3082.02127745,4293937.42752,308.641975309,162,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4293937.42752,3082.02127745,nan,nan,50000,3082.02127745,nan,nan
3160.29885539,4352836.8176,316.455696203,158,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4352836.8176,3160.29885539,nan,nan,50000,3160.29885539,nan,nan
2804.1215129,4542286.55441,280.898876404,178,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4542286.55441,2804.1215129,nan,nan,50000,2804.1215129,nan,nan
3241.93093747,3349869.97362,324.675324675,154,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,3349869.97362,3241.93093747,nan,nan,50000,3241.93093747,nan,nan
2469.09585108,4102085.62202,247.524752475,202,nan,100,1,nan,nan,nan,nan,0.8,nan,nan,nan,nan,nan,4102085.62202,2469.09585108,nan,nan,50000,2469.09585108,nan,nan
