BatchSize,AvgEpLen,AvgVanillaIw,MinVanillaIw,VarNormIw,VarDiscRet,MaxVanillaIw,ESSRenyi,VarVanillaIw,VanillaAvgRet,ESSClassic,MaxNormIw,MinNormIw,VarRet,J,Bound,AvgNormIw,eRenyi2,AvgRet,VarJ,AvgDiscRet
100,8.88,2.502832,,0.0074601443,10125.743307710829,216.21065,6.122380821036716,467.31586,78.74893765960705,1.33590849942714,0.86386406,,10125.743307710829,733.014,450.798,0.01,16.333515,78.74893765960705,877.81244,78.74893765960705
100,26.5,1.2958583,7.8348744e-10,0.0027992243,98663.8536014307,54.952503,6.969221271060594,47.00594,254.890071280634,3.482825766205314,0.42406258,6.046089e-12,98663.8536014307,1122.4132,590.3041,0.009999999,14.348805,254.890071280634,1209.498,254.890071280634
100,92.98,0.45342952,,0.008000909,755603.2062086628,40.56882,5.39407428395703,16.449732,919.6185189883088,1.2467430017441006,0.8947106,,755603.2062086628,4734.146,2922.4998,0.01,18.538862,919.6185189883088,2462.7854,919.6185189883088
100,166.79,1.0519626,,0.0039428268,1570887.8028745463,47.206757,5.417639506376955,43.63232,1657.7176190416073,2.497877687173093,0.44874936,,1570887.8028745463,4730.244,2922.3323,0.010000002,18.458223,1657.7176190416073,1873.7448,1657.7176190416073
100,259.43,1.0607994,,0.0009465418,2501272.8956098594,19.266996,10.412536957606719,10.651389,2585.341228537535,9.64249021121393,0.18162714,,2501272.8956098594,4384.0444,3079.9526,0.01,9.603807,2585.341228537535,2489.3433,2585.341228537535
100,299.7,2.33305,1.0777438e-10,0.004492609,2274836.9336280706,156.36972,16.00709787390466,244.53821,2988.1191101403315,2.1989217718462357,0.6702373,4.619463e-13,2274836.9336280706,4319.037,3267.2456,0.01,6.2472286,2988.1191101403315,4030.1953,2988.1191101403315
100,312.66,0.90653336,2.6481404e-08,0.00054714724,2452713.3392103747,12.788759,18.7773021166225,4.4964714,3118.1003511995364,15.58419255691556,0.14107323,2.9211725e-10,2452713.3392103747,4408.3296,3437.2158,0.010000002,5.3255787,3118.1003511995364,1904.1289,3118.1003511995364
100,373.52,1.1262547,0.3128835,9.260286e-05,1350703.5031402241,10.36493,70.04821603348242,1.1746204,3727.5118888896754,52.1711477364519,0.09203008,0.0027780884,1350703.5031402241,3865.1106,3362.3188,0.01,1.4275881,3727.5118888896754,1539.757,3727.5118888896754
100,351.65,1.1722218,0.0003215025,0.00018062482,1669018.778999354,9.917594,33.953824041434586,2.4819722,3508.266095497254,35.865621155996116,0.0846051,2.7426765e-06,1669018.778999354,3981.6663,3259.492,0.01,2.9451764,3508.266095497254,1683.6936,3508.266095497254
100,359.48,1.014189,0.113547206,3.435374e-05,1468845.8266419482,2.231787,72.83071913906925,0.3533555,3586.9771222950885,74.62118986752674,0.022005633,0.0011195863,1468845.8266419482,3733.0212,3239.928,0.01,1.373047,3586.9771222950885,1343.664,3586.9771222950885
100,372.76,0.97087157,0.0005756029,0.00046973093,1482665.3935808807,15.162074,29.91353589239325,4.427644,3719.397421402955,17.698061275436324,0.15616971,5.9287236e-06,1482665.3935808807,4295.257,3525.856,0.01,3.3429682,3719.397421402955,1715.4323,3719.397421402955
100,369.18,0.8173866,2.2842104e-09,0.00094768795,1439822.854905034,17.089178,15.810422572842542,6.3317013,3684.158387134527,9.63195262499394,0.20907092,2.7945287e-11,1439822.854905034,4568.7446,3510.43,0.01,6.3249416,3684.158387134527,1663.7158,3684.158387134527
100,374.19,1.203524,2.7214256e-15,0.0006561399,1415996.0352863527,22.678904,23.666775192652434,9.503989,3734.417857608764,13.34083083672652,0.18843748,2.2612142e-17,1415996.0352863527,4434.561,3569.559,0.01,4.2253327,3734.417857608764,1859.479,3734.417857608764
100,345.51,1.4911608,0.0013209211,0.00036517106,1989184.303366967,20.114141,26.1571338598764,8.119799,3447.291623451953,21.66756045112843,0.13488916,8.858342e-06,1989184.303366967,4310.4536,3487.6587,0.010000002,3.8230488,3447.291623451953,1710.8079,3447.291623451953
