VarNormIw,AvgVanillaIw,ESSRenyi,AvgDiscRet,MaxVanillaIw,MinVanillaIw,J,VanillaAvgRet,AvgEpLen,MinNormIw,BatchSize,Bound,VarDiscRet,eRenyi2,MaxNormIw,ESSClassic,AvgNormIw,VarRet,VarVanillaIw,VarJ,AvgRet
0.009101319,15.175524,17.327926618864225,-3.082655381692848,1448.4092,0.009408206,37.12212,-3.082655381692848,500.0,6.199592e-06,100,29.258667,152.2960173933041,5.771031,0.9544377,1.0976576730369572,0.009999999,152.2960173933041,20960.025,17.186201,-3.082655381692848
0.008498834,9.570603,23.225681555682275,2.0183662019426016,883.0042,0.008679185,31.556877,2.0183662019426016,500.0,9.068587e-06,100,22.617668,205.0363650089623,4.3055787,0.9226213,1.174557354236835,0.01,205.0363650089623,7784.628,16.462772,2.0183662019426016
0.008949519,10.032949,18.468388496709924,4.817020559644036,949.64087,0.0052800677,47.00226,4.817020559644036,500.0,5.262727e-06,100,37.358177,204.97391707566283,5.4146576,0.9465221,1.1160685475948477,0.01,204.97391707566283,9008.592,21.541426,4.817020559644036
0.010000002,77638.01,100.0,9.918263470495667,7763801.0,,63.677277,9.918263470495667,500.0,,100,58.087566,485.4151570045799,1.0,1.0,1.0,0.01,485.4151570045799,602766050000.0,5.7331353e-09,9.918263470495667
0.0099996645,14485.474,99.99995231630692,7.90098884562691,1448523.2,0.0004168125,60.06061,7.90098884562691,500.0,2.8774516e-10,100,54.09869,525.3718797682332,1.0000005,0.9999834,1.0000333100637488,0.01,525.3718797682332,20982188000.0,0.009628139,7.90098884562691
0.009999706,2271.5818,99.99997615814777,13.491906091781669,227154.88,,74.33835,13.491906091781669,500.0,,100,68.081795,664.5123183046969,1.0000002,0.9999854,1.0000291653362259,0.01,664.5123183046969,515993280.0,0.011373493,13.491906091781669
0.00999838,3165.1414,99.99997615814777,2.2775913574381272,316488.72,4.640337e-06,59.13596,2.2775913574381272,500.0,1.4660759e-11,100,52.723507,503.5829501872451,1.0000002,0.9999197,1.0001605571904644,0.010000002,503.5829501872451,1001649400.0,0.033558134,2.2775913574381272
0.009999325,4317.728,99.99747282692917,7.096122061495601,431758.3,1.9333573e-11,90.03191,7.096122061495601,500.0,4.4777192e-17,100,82.4544,1229.4038313660408,1.0000253,0.9999665,1.000067023573207,0.01,1229.4038313660408,1864151300.0,0.018417971,7.096122061495601
0.009028537,17.675493,33.367475370199784,13.61976888911485,1680.3507,0.031855315,62.472668,13.61976888911485,500.0,1.8022307e-05,100,51.488564,1304.300705597154,2.9969304,0.95066696,1.10640868478635,0.01,1304.300705597154,28207.227,16.66882,13.61976888911485
0.009994879,2002.6952,99.99985694905718,21.709150020992993,200218.73,0.0020701094,73.597115,21.709150020992993,500.0,1.0336618e-08,100,66.727684,1213.6899750348373,1.0000014,0.99974644,1.0005073220540914,0.01,1213.6899750348373,400873400.0,0.093890406,21.709150020992993
