Bound,VarNormIw,MaxVanillaIw,eRenyi2,AvgEpLen,BatchSize,ESSClassic,MinVanillaIw,AvgNormIw,Delta,J,MaxNormIw,VarRet,IterType,VarVanillaIw,VarJ,VarDiscRet,AvgVanillaIw,EpsThisIter,ESSRenyi,AvgRet,MinNormIw,AvgDiscRet,VanillaAvgRet
-465.311,1.18755e-06,1.26431,1.00977,500.0,100,98.8379889886,0.620916,0.01,0.2,-357.099,0.0128281,1556.06721041,1,0.0115354,39.5883,1556.06721041,0.985578,100,99.032472812,-358.161174428,0.00630002,-358.161174428,-358.161174428
-444.389,2.05434e-06,1.42332,1.01521,500.0,100,98.0067480635,0.606427,0.01,0.2,-349.954,0.0142611,1056.98362909,1,0.0204629,30.9838,1056.98362909,0.998039,100,98.5022357494,-351.335461929,0.00607619,-351.335461929,-351.335461929
-444.572,3.40351e-06,1.39417,1.02485,500.0,100,96.7404076742,0.274626,0.01,0.2,-355.216,0.0139945,1086.7795996,1,0.0337786,32.5138,1086.7795996,0.996225,100,97.5752198308,-357.440373843,0.00275666,-357.440373843,-357.440373843
-447.428,1.01334e-06,1.19754,1.00926,500.0,100,99.0067770289,0.631321,0.01,0.2,-354.196,0.0120156,1005.18705689,1,0.0100659,31.2459,1005.18705689,0.99666,100,99.0827595265,-355.0901265,0.00633437,-355.0901265,-355.0901265
-438.897,2.94232e-06,1.36036,1.0252,500.0,100,97.1695553459,0.642158,0.01,0.2,-349.852,0.0135548,1001.39860832,1,0.0296357,30.679,1001.39860832,1.0036,100,97.541635911,-351.958385939,0.00639852,-351.958385939,-351.958385939
-456.763,2.05738e-06,1.24829,1.01676,500.0,100,98.0038642371,0.503273,0.01,0.2,-355.597,0.0127334,1330.82251925,1,0.0197722,37.4257,1330.82251925,0.980326,100,98.3515929505,-357.145020126,0.00513373,-357.145020126,-357.145020126
-465.648,3.12398e-06,1.29009,1.02419,500.0,100,97.0000721031,0.550867,0.01,0.2,-358.859,0.0130802,1477.31607021,1,0.0303893,36.4861,1477.31607021,0.986294,100,97.638013399,-361.356745332,0.00558522,-361.356745332,-361.356745332
-458.286,7.39128e-07,1.23839,1.00855,500.0,100,99.2735978803,0.760221,0.01,0.2,-356.885,0.012239,1252.74460731,1,0.00756737,34.1968,1252.74460731,1.01184,100,99.1524896842,-357.730662124,0.00751324,-357.730662124,-357.730662124
-462.564,7.46826e-07,1.29192,1.00571,500.0,100,99.2660656934,0.852526,0.01,0.2,-362.92,0.0129339,1409.45162854,1,0.00745128,36.9647,1409.45162854,0.998863,100,99.4324181188,-363.441923942,0.00853497,-363.441923942,-363.441923942
-449.505,2.44722e-06,1.78464,1.02109,500.0,100,97.6345269338,0.732162,0.01,0.2,-357.516,0.017958,1116.6164526,1,0.024169,32.985,1116.6164526,0.993786,100,97.9341570118,-359.341032643,0.0073674,-359.341032643,-359.341032643
-442.37,3.16159e-06,1.71989,1.02415,500.0,100,96.9650257156,0.497511,0.01,0.2,-352.584,0.0169418,941.647101812,1,0.0325824,30.1529,941.647101812,1.01517,100,97.6421615951,-354.716047228,0.00490077,-354.716047228,-354.716047228
-441.965,5.32415e-06,2.10145,1.03545,500.0,100,94.9929919217,0.550915,0.01,0.2,-348.77,0.0208963,1286.75831401,1,0.0538455,36.8085,1286.75831401,1.00566,100,96.5763805893,-351.742291395,0.00547817,-351.742291395,-351.742291395
-446.965,1.76298e-06,1.25211,1.01704,500.0,100,98.2845719564,0.517038,0.01,0.2,-355.556,0.012491,1080.28551608,1,0.0177148,31.8722,1080.28551608,1.00241,100,98.3249862393,-357.14410144,0.00515796,-357.14410144,-357.14410144
-457.572,1.05647e-06,1.48146,1.0121,500.0,100,98.9649257367,0.752905,0.01,0.2,-359.528,0.0147237,1433.54635439,1,0.0106956,37.1749,1433.54635439,1.00618,100,98.8047820027,-360.718601932,0.00748284,-360.718601932,-360.718601932
-444.08,1.17814e-06,1.21645,1.00846,500.0,100,98.8471139789,0.570503,0.01,0.2,-355.646,0.0123492,1117.87011248,1,0.0114317,33.6706,1117.87011248,0.985047,100,99.1608231076,-356.413655676,0.00579163,-356.413655676,-356.413655676
-432.707,5.54757e-06,1.33192,1.03841,500.0,100,94.7938262051,0.310974,0.01,0.2,-345.169,0.0135618,982.81797624,1,0.0535091,29.5561,982.81797624,0.982115,100,96.3013126359,-348.567313537,0.00316637,-348.567313537,-348.567313537
-437.632,3.0089e-06,1.61865,1.02944,500.0,100,97.1073482703,0.603103,0.01,0.2,-350.587,0.0162752,1286.35865136,1,0.0297618,37.0778,1286.35865136,0.994548,100,97.1404134236,-353.063092553,0.00606409,-353.063092553,-353.063092553
-443.508,1.80055e-06,1.30868,1.01565,500.0,100,98.2486611216,0.528655,0.01,0.2,-353.399,0.0133262,878.219000707,1,0.0173644,28.7794,878.219000707,0.982035,100,98.4589151032,-354.733627116,0.00538326,-354.733627116,-354.733627116
-452.635,4.42911e-06,1.57166,1.03755,500.0,100,95.7993822596,0.491753,0.01,0.2,-356.473,0.0161639,1554.44091839,1,0.0418739,41.1123,1554.44091839,0.972329,100,96.3810438156,-359.959649938,0.00505748,-359.959649938,-359.959649938
-397.564,0.00959648,178.668,1.00003,500.0,100,1.04161107534,,0.01,0.2,-309.036,0.979706,1021.15254554,1,319.165,12.4474,1021.15254554,1.82369,100,99.9971390589,-354.070714798,,-354.070714798,-354.070714798
-447.85,2.4447e-06,1.38102,1.02202,500.0,100,97.6369766243,0.567666,0.01,0.2,-357.861,0.0134689,1236.71192169,1,0.0257017,34.8615,1236.71192169,1.02534,100,97.8452510118,-359.783738193,0.00553637,-359.783738193,-359.783738193
-452.962,4.45004e-06,1.50436,1.03082,500.0,100,95.7804013189,0.362955,0.01,0.2,-358.339,0.0151056,1340.49826605,1,0.0441363,34.8407,1340.49826605,0.9959,100,97.0098993115,-361.336416347,0.0036445,-361.336416347,-361.336416347
-447.227,2.93359e-06,1.28304,1.02874,500.0,100,97.1777363416,0.487429,0.01,0.2,-349.227,0.0129928,1324.60081782,1,0.0286068,34.7573,1324.60081782,0.987496,100,97.2064330513,-352.005450707,0.00493601,-352.005450707,-352.005450707
-444.829,1.87516e-06,1.29681,1.01819,500.0,100,98.1774464793,0.576616,0.01,0.2,-354.337,0.01298,962.583028574,1,0.0187171,31.7298,962.583028574,0.999079,100,98.2137584365,-355.874926689,0.00577147,-355.874926689,-355.874926689
-440.842,1.87468e-06,1.36589,1.01721,500.0,100,98.1778883677,0.598142,0.01,0.2,-350.701,0.0136638,885.561387677,1,0.0187335,29.2234,885.561387677,0.999645,100,98.3082433832,-352.197320596,0.00598354,-352.197320596,-352.197320596
-427.278,2.93303e-06,1.31459,1.02113,500.0,100,97.1782101094,0.519205,0.01,0.2,-342.522,0.0131768,811.991600241,1,0.0291928,28.3315,811.991600241,0.997653,100,97.930338378,-344.322579408,0.00520426,-344.322579408,-344.322579408
-446.546,9.57463e-07,1.25797,1.01036,500.0,100,99.0610245238,0.677315,0.01,0.2,-353.082,0.0126015,929.964997689,1,0.00954145,29.7074,929.964997689,0.998266,100,98.9748211816,-354.092826242,0.00678491,-354.092826242,-354.092826242
-443.281,3.53932e-06,1.60521,1.02933,500.0,100,96.6146912211,0.604865,0.01,0.2,-352.326,0.0159058,1082.67734969,1,0.0360472,32.5275,1082.67734969,1.0092,100,97.1503584679,-355.048065103,0.00599352,-355.048065103,-355.048065103
-441.717,2.32503e-06,1.29866,1.0177,500.0,100,97.7500097165,0.344681,0.01,0.2,-354.731,0.0132479,1026.38585328,1,0.0223421,31.5334,1026.38585328,0.980274,100,98.2610645208,-356.220799255,0.00351617,-356.220799255,-356.220799255
-445.18,1.82415e-06,1.4614,1.01419,500.0,100,98.2261406438,0.50028,0.01,0.2,-350.196,0.0144896,1157.05972035,1,0.0185562,33.9608,1157.05972035,1.00859,100,98.6005218114,-351.49308881,0.0049602,-351.49308881,-351.49308881
-445.701,2.7255e-06,1.3422,1.02916,500.0,100,97.3726696763,0.609666,0.01,0.2,-347.814,0.0133686,1307.5696703,1,0.0274733,33.9688,1307.5696703,1.004,100,97.1669343158,-350.44589082,0.00607238,-350.44589082,-350.44589082
-438.579,1.46339e-06,1.19437,1.01462,500.0,100,98.5719192302,0.574988,0.01,0.2,-351.501,0.0119854,988.159333714,1,0.0145321,30.3088,988.159333714,0.996515,100,98.5586547742,-352.835760081,0.00576999,-352.835760081,-352.835760081
-443.08,3.26265e-06,1.58044,1.02307,500.0,100,96.8710354888,0.506966,0.01,0.2,-349.942,0.0156585,1343.94484714,1,0.033237,35.2017,1343.94484714,1.00931,100,97.7452636367,-352.104769761,0.00502288,-352.104769761,-352.104769761
-448.416,6.53446e-06,2.69412,1.0312,500.0,100,93.9238936759,0.53455,0.01,0.2,-352.065,0.0265992,1274.08410768,1,0.0670356,34.1342,1274.08410768,1.01286,100,96.9741921455,-354.834687184,0.00527765,-354.834687184,-354.834687184
-443.022,6.26328e-06,2.72232,1.03197,500.0,100,94.161378795,0.556071,0.01,0.2,-351.208,0.0272304,1105.53935844,1,0.0625999,33.5968,1105.53935844,0.999737,100,96.9024984085,-353.90205934,0.00556218,-353.90205934,-353.90205934
-442.018,9.38916e-07,1.23617,1.01034,500.0,100,99.0790403499,0.642517,0.01,0.2,-353.744,0.0124701,965.749619856,1,0.00922669,31.1838,965.749619856,0.99131,100,98.9764911295,-354.646413406,0.00648149,-354.646413406,-354.646413406
-434.042,3.93997e-06,1.32914,1.02992,500.0,100,96.2458790896,0.223644,0.01,0.2,-344.025,0.0132025,1216.39809408,1,0.0399318,35.5941,1216.39809408,1.00673,100,97.0948430263,-346.562152352,0.00222149,-346.562152352,-346.562152352
-433.737,3.76374e-06,1.54787,1.02832,500.0,100,96.4077413541,0.432301,0.01,0.2,-347.699,0.0155149,1084.9014359,1,0.0374616,32.3889,1084.9014359,0.997662,100,97.2464035756,-350.24382478,0.00433314,-350.24382478,-350.24382478
-437.542,2.32583e-06,1.4346,1.02244,500.0,100,97.7492730703,0.770237,0.01,0.2,-345.354,0.014167,1185.31924121,1,0.0238499,33.6682,1185.31924121,1.01264,100,97.8053683654,-347.436296352,0.00760624,-347.436296352,-347.436296352
-439.202,1.45134e-06,1.38794,1.0144,500.0,100,98.5835265862,0.635307,0.01,0.2,-347.723,0.0137711,958.297133043,1,0.0147426,29.8059,958.297133043,1.00786,100,98.5805917251,-349.0808091,0.00630351,-349.0808091,-349.0808091
-438.551,3.9886e-06,2.5834,1.02217,500.0,100,96.2012985932,0.794387,0.01,0.2,-345.709,0.0259342,1188.9259669,1,0.0395784,35.954,1188.9259669,0.996137,100,97.8308959018,-347.484692699,0.00797467,-347.484692699,-347.484692699
-450.404,4.14742e-06,1.80066,1.02676,500.0,100,96.0560069154,0.568621,0.01,0.2,-355.15,0.0179388,1309.03014849,1,0.0417884,35.2495,1309.03014849,1.00378,100,97.3938921226,-357.587146387,0.0056648,-357.587146387,-357.587146387
-439.259,2.03272e-06,1.18765,1.01791,500.0,100,98.0273046729,0.413742,0.01,0.2,-346.543,0.0119404,892.988152161,1,0.0201103,29.7594,892.988152161,0.99465,100,98.2402014317,-348.131593079,0.00415967,-348.131593079,-348.131593079
-446.807,2.36737e-06,1.37599,1.01682,500.0,100,97.7099878984,0.497216,0.01,0.2,-351.427,0.0140162,1223.10652577,1,0.0228158,34.4358,1223.10652577,0.981715,100,98.3457931204,-353.009292204,0.00506477,-353.009292204,-353.009292204
-435.708,1.49493e-06,1.22973,1.013,500.0,100,98.5416178728,0.608822,0.01,0.2,-348.615,0.0124645,967.651734856,1,0.0145509,29.9259,967.651734856,0.986586,100,98.7162870303,-349.728189037,0.006171,-349.728189037,-349.728189037
-438.719,2.55529e-06,1.8938,1.01939,500.0,100,97.5326523278,0.735643,0.01,0.2,-345.586,0.0190458,1089.37056565,1,0.0252643,33.7823,1089.37056565,0.994337,100,98.0982504156,-347.210805096,0.00739833,-347.210805096,-347.210805096
-444.321,7.48312e-07,1.1612,1.00583,500.0,100,99.2646289428,0.755782,0.01,0.2,-351.865,0.0117259,1174.00858535,1,0.00733846,34.4118,1174.00858535,0.990287,100,99.4207277904,-352.388862896,0.00763195,-352.388862896,-352.388862896
-443.652,1.49373e-06,1.20039,1.01174,500.0,100,98.5427617028,0.646134,0.01,0.2,-349.009,0.0123808,1384.69892915,1,0.0140415,35.5949,1384.69892915,0.969553,100,98.83960254,-350.104828862,0.00666425,-350.104828862,-350.104828862
-440.079,1.77025e-06,1.31321,1.01867,500.0,100,98.2776795181,0.632283,0.01,0.2,-347.444,0.0132157,1124.44921962,1,0.0174794,31.7862,1124.44921962,0.993677,100,98.1667391239,-349.126552747,0.00636307,-349.126552747,-349.126552747
-443.521,3.22775e-06,1.64725,1.02341,500.0,100,96.9034680875,0.591796,0.01,0.2,-352.004,0.0162973,1351.31856599,1,0.0329753,36.1332,1351.31856599,1.01075,100,97.7129056254,-354.120904267,0.00585501,-354.120904267,-354.120904267
-441.471,7.2415e-07,1.22044,1.00554,500.0,100,99.2881869357,0.793999,0.01,0.2,-351.731,0.0123011,1095.70750111,1,0.0071281,32.9481,1095.70750111,0.992139,100,99.4495461135,-352.211593361,0.0080029,-352.211593361,-352.211593361
-437.73,1.09031e-06,1.29525,1.01214,500.0,100,98.932115342,0.716298,0.01,0.2,-348.843,0.0129124,1064.75399388,1,0.0109709,32.2955,1064.75399388,1.00311,100,98.8004995259,-349.886396273,0.00714079,-349.886396273,-349.886396273
-449.784,5.01935e-06,1.73359,1.03562,500.0,100,95.2660872254,0.48275,0.01,0.2,-352.805,0.017512,1348.52239342,1,0.0491891,33.0641,1348.52239342,0.989944,100,96.5608169917,-356.210827258,0.00487654,-356.210827258,-356.210827258
-448.268,1.08594e-06,1.31318,1.01066,500.0,100,98.9363524267,0.673461,0.01,0.2,-347.05,0.0131381,1269.3642492,1,0.0108491,33.4429,1269.3642492,0.999523,100,98.9453786315,-348.182377424,0.00673782,-348.182377424,-348.182377424
-433.038,3.80686e-06,1.33904,1.02788,500.0,100,96.3680883236,0.462034,0.01,0.2,-344.079,0.0134878,919.155789027,1,0.0375209,29.7584,919.155789027,0.99278,100,97.2880317256,-346.470191108,0.00465393,-346.470191108,-346.470191108
-446.801,1.73104e-06,1.53237,1.01884,500.0,100,98.3151640384,0.655539,0.01,0.2,-352.447,0.0150621,1332.96021606,1,0.017917,36.2141,1332.96021606,1.01737,100,98.1509573529,-354.246420249,0.00644345,-354.246420249,-354.246420249
-444.481,1.97483e-06,1.46559,1.01657,500.0,100,98.082399365,0.713359,0.01,0.2,-348.113,0.0145275,1265.20226023,1,0.0200991,35.3595,1265.20226023,1.00884,100,98.3704846142,-349.721412082,0.00707107,-349.721412082,-349.721412082
-442.076,2.34454e-06,1.25025,1.02049,500.0,100,97.731542088,0.560751,0.01,0.2,-351.315,0.0129847,1041.33654536,1,0.0217365,30.509,1041.33654536,0.962866,100,97.9921590928,-353.227430801,0.00582377,-353.227430801,-353.227430801
-440.131,2.81581e-06,1.27556,1.02176,500.0,100,97.2879438938,0.514569,0.01,0.2,-346.841,0.0129564,1138.07730053,1,0.0272921,33.1848,1138.07730053,0.984501,100,97.8700114908,-348.742102022,0.0052267,-348.742102022,-348.742102022
-474.17,1.01148e-06,1.29899,1.00935,500.0,100,99.0085569611,0.740929,0.01,0.2,-349.411,0.0130302,1967.4100461,1,0.0100522,42.1441,1967.4100461,0.996901,100,99.0735967333,-350.572308995,0.00743232,-350.572308995,-350.572308995
-433.902,2.20442e-06,1.45868,1.01714,500.0,100,97.8642148517,0.649965,0.01,0.2,-347.382,0.0145589,962.223977363,1,0.0221288,31.817,962.223977363,1.00192,100,98.3149260142,-348.761857333,0.0064872,-348.761857333,-348.761857333
-436.452,2.60411e-06,1.37173,1.01703,500.0,100,97.4867180882,0.421219,0.01,0.2,-347.842,0.0137052,1177.26918062,1,0.0260872,33.6535,1177.26918062,1.00089,100,98.3256662142,-349.315317618,0.00420847,-349.315317618,-349.315317618
-439.132,8.32058e-07,1.18271,1.00789,500.0,100,99.1830148355,0.62697,0.01,0.2,-350.671,0.0117496,903.117900016,1,0.00843068,30.2426,903.117900016,1.00659,100,99.2172599972,-351.309644268,0.00622863,-351.309644268,-351.309644268
-441.862,2.63952e-06,1.23494,1.02144,500.0,100,97.4534135882,0.326963,0.01,0.2,-350.205,0.0122535,1036.50019458,1,0.0268101,30.154,1036.50019458,1.00783,100,97.9010225644,-352.315268847,0.00324423,-352.315268847,-352.315268847
-430.567,2.53391e-06,2.1979,1.01302,500.0,100,97.552831262,0.595114,0.01,0.2,-341.423,0.0212289,1049.86654525,1,0.0271613,30.7654,1049.86654525,1.03533,100,98.7149743457,-342.630601039,0.00574804,-342.630601039,-342.630601039
-431.171,8.60824e-07,1.29608,1.01046,500.0,100,99.1549810309,0.699192,0.01,0.2,-345.038,0.0129692,704.598043372,1,0.00859701,26.7263,704.598043372,0.999347,100,98.9648844054,-345.91020769,0.00699649,-345.91020769,-345.91020769
-440.015,2.04911e-06,1.18354,1.01614,500.0,100,98.0117385403,0.537015,0.01,0.2,-349.498,0.0120874,952.320415574,1,0.0196456,30.1836,952.320415574,0.97915,100,98.4118570888,-350.921166975,0.0054845,-350.921166975,-350.921166975
-445.963,2.57241e-06,1.3475,1.0229,500.0,100,97.5165572592,0.35204,0.01,0.2,-351.355,0.0135826,1154.12203743,1,0.0253181,33.6337,1154.12203743,0.992077,100,97.7612228171,-353.526503889,0.00354851,-353.526503889,-353.526503889
-428.391,0.000846084,39.2209,1.15607,500.0,100,10.665270373,0.483864,0.01,0.2,-337.441,0.29737,993.557938097,1,14.7182,58.9431,993.557938097,1.31893,100,86.5000063932,-346.22157685,0.00366862,-346.22157685,-346.22157685
-442.987,1.54289e-06,1.26975,1.01293,500.0,100,98.4955434477,0.336294,0.01,0.2,-344.946,0.01281,1302.05472389,1,0.0151592,35.3495,1302.05472389,0.991221,100,98.7233970438,-346.230881507,0.00339273,-346.230881507,-346.230881507
-432.882,8.17923e-07,1.27522,1.01059,500.0,100,99.1967755865,0.777149,0.01,0.2,-344.236,0.0128357,828.904293116,1,0.00807313,28.6232,828.904293116,0.993493,100,98.9516579276,-345.146684607,0.0078224,-345.146684607,-345.146684607
-431.09,1.17246e-06,1.16158,1.01197,500.0,100,98.8525237451,0.576496,0.01,0.2,-342.617,0.01175,1008.965957,1,0.0114582,30.8158,1008.965957,0.988574,100,98.8174803322,-343.752628611,0.00583159,-343.752628611,-343.752628611
-448.574,1.34853e-06,1.43813,1.01199,500.0,100,98.6825871958,0.694844,0.01,0.2,-347.756,0.0144156,1238.79382494,1,0.0134213,34.3266,1238.79382494,0.997626,100,98.8150125736,-348.915407824,0.00696497,-348.915407824,-348.915407824
-449.704,2.14812e-06,1.42789,1.01543,500.0,100,97.9176479031,0.648573,0.01,0.2,-343.008,0.0144272,1141.47630636,1,0.0210418,33.5467,1141.47630636,0.989719,100,98.4805995658,-344.609846448,0.0065531,-344.609846448,-344.609846448
-430.732,4.31505e-06,1.85818,1.02588,500.0,100,95.9031253922,0.524395,0.01,0.2,-338.575,0.0182711,1070.45327881,1,0.0446305,33.5794,1070.45327881,1.017,100,97.4777541861,-340.894265034,0.00515626,-340.894265034,-340.894265034
-434.583,2.67572e-06,1.56076,1.02363,500.0,100,97.4194264132,0.521569,0.01,0.2,-342.531,0.0156809,955.589002838,1,0.0265077,29.8674,955.589002838,0.995327,100,97.6918650632,-344.650892243,0.00524018,-344.650892243,-344.650892243
-440.3,8.26569e-07,1.22956,1.00805,500.0,100,99.1883563268,0.795518,0.01,0.2,-350.906,0.0121974,1261.93503498,1,0.00839932,35.0214,1261.93503498,1.00805,100,99.2012677164,-351.624119578,0.00789164,-351.624119578,-351.624119578
-431.519,3.63752e-07,1.18429,1.006,500.0,100,99.641205307,0.860703,0.01,0.2,-347.065,0.0118446,861.973346084,1,0.00363646,29.3005,861.973346084,0.999854,100,99.4033152419,-347.578603868,0.00860828,-347.578603868,-347.578603868
-437.854,1.46768e-06,1.47407,1.01337,500.0,100,98.5678219263,0.771748,0.01,0.2,-350.659,0.014716,1041.85941945,1,0.014726,32.4082,1041.85941945,1.00168,100,98.6803576327,-351.777355282,0.00770457,-351.777355282,-351.777355282
-436.914,9.95278e-07,1.22017,1.0134,500.0,100,99.0243041294,0.751977,0.01,0.2,-345.782,0.0120068,1067.17961131,1,0.0102786,31.9771,1067.17961131,1.01624,100,98.677444016,-346.991487179,0.00739964,-346.991487179,-346.991487179
-439.634,2.35985e-06,1.5673,1.01781,500.0,100,97.7170761226,0.567397,0.01,0.2,-349.081,0.0158226,966.395397699,1,0.0231547,31.8136,966.395397699,0.990551,100,98.2500392363,-350.573658187,0.0057281,-350.573658187,-350.573658187
-463.539,1.34057e-06,1.17982,1.01211,500.0,100,98.6901952683,0.642406,0.01,0.2,-350.876,0.0117311,1691.08666005,1,0.0135595,38.863,1691.08666005,1.00572,100,98.8032807661,-352.209670895,0.00638753,-352.209670895,-352.209670895
-430.383,6.2746e-07,1.20556,1.00662,500.0,100,99.3826503628,0.678139,0.01,0.2,-342.843,0.0120775,986.760097212,1,0.00625188,31.0665,986.760097212,0.998187,100,99.3421957961,-343.440311993,0.0067937,-343.440311993,-343.440311993
-437.684,9.73359e-07,1.28836,1.00802,500.0,100,99.045525491,0.813868,0.01,0.2,-347.648,0.0129578,1036.17271473,1,0.0096225,31.1402,1036.17271473,0.994277,100,99.204071566,-348.361302838,0.00818552,-348.361302838,-348.361302838
-423.549,1.27486e-06,1.36641,1.01624,500.0,100,98.7535916415,0.716039,0.01,0.2,-343.237,0.014061,940.662603003,1,0.012039,31.5772,940.662603003,0.971773,100,98.4020330254,-344.502293632,0.00736838,-344.502293632,-344.502293632
-431.932,1.60917e-06,1.30799,1.01344,500.0,100,98.4319292529,0.565024,0.01,0.2,-345.186,0.0135361,950.304093712,1,0.0150253,30.6688,950.304093712,0.966298,100,98.6742984317,-346.334007381,0.00584731,-346.334007381,-346.334007381
-432.808,1.39001e-06,1.36099,1.01094,500.0,100,98.6425796527,0.612732,0.01,0.2,-346.217,0.0137848,852.428157348,1,0.0135495,27.8456,852.428157348,0.987308,100,98.9180881279,-347.12136689,0.00620608,-347.12136689,-347.12136689
-426.916,3.40359e-06,1.4035,1.02148,500.0,100,96.740283349,0.5881,0.01,0.2,-342.895,0.014247,932.376499669,1,0.03303,31.0168,932.376499669,0.985114,100,97.897526411,-344.570042764,0.00596987,-344.570042764,-344.570042764
-437.042,9.60998e-07,1.40006,1.00977,500.0,100,99.0575598008,0.72526,0.01,0.2,-344.852,0.0141438,1251.02591047,1,0.00941638,35.4938,1251.02591047,0.989875,100,99.0324260466,-345.736001311,0.00732678,-345.736001311,-345.736001311
-438.383,2.00546e-06,1.36689,1.01709,500.0,100,98.0532640591,0.542768,0.01,0.2,-349.893,0.0137666,952.221645156,1,0.0197709,30.7741,952.221645156,0.992902,100,98.3201690591,-351.37011494,0.00546648,-351.37011494,-351.37011494
-436.256,1.01181e-06,1.27979,1.0095,500.0,100,99.0082551582,0.690903,0.01,0.2,-346.75,0.0128174,1061.88614819,1,0.0100874,32.9697,1061.88614819,0.998481,100,99.0589023562,-347.600542718,0.00691954,-347.600542718,-347.600542718
-432.139,1.3181e-06,1.30194,1.01589,500.0,100,98.7118502998,0.721672,0.01,0.2,-343.536,0.0131544,1091.07092038,1,0.0129118,32.5732,1091.07092038,0.989737,100,98.4356345904,-344.90549474,0.00729155,-344.90549474,-344.90549474
-434.928,1.42784e-06,1.41466,1.01774,500.0,100,98.6061701348,0.673832,0.01,0.2,-343.254,0.0142918,1283.39249312,1,0.0139897,35.4469,1283.39249312,0.98984,100,98.2570362072,-344.836401836,0.00680748,-344.836401836,-344.836401836
-444.028,1.52931e-06,1.20898,1.01349,500.0,100,98.5085727108,0.597452,0.01,0.2,-350.608,0.0120076,1372.1278688,1,0.0155032,35.3358,1372.1278688,1.00685,100,98.6687390148,-351.919244097,0.00593389,-351.919244097,-351.919244097
-432.122,1.81218e-05,4.69682,1.05769,500.0,100,84.7884446567,0.477062,0.01,0.2,-342.322,0.045313,860.151580167,1,0.1947,36.448,860.151580167,1.03653,100,94.5457225839,-346.434857102,0.00460249,-346.434857102,-346.434857102
-431.734,2.40888e-06,1.40086,1.01847,500.0,100,97.6707822158,0.644304,0.01,0.2,-348.055,0.0141442,767.294910445,1,0.0236289,27.5895,767.294910445,0.990408,100,98.1869159382,-349.633703654,0.00650545,-349.633703654,-349.633703654
-440.833,1.47594e-06,1.31886,1.01347,500.0,100,98.5598680108,0.693575,0.01,0.2,-343.697,0.0132728,1268.86125602,1,0.0145728,35.1746,1268.86125602,0.993659,100,98.670445074,-344.962643604,0.00698001,-344.962643604,-344.962643604
-440.225,0.00472009,55.5941,1.0,500.0,100,2.09516905183,5.96883e-10,0.01,0.2,-335.727,0.680799,1375.22540522,1,31.4753,103.671,1375.22540522,0.816601,100,99.9999523163,-347.385908385,7.30936e-12,-347.385908385,-347.385908385
-437.298,1.66117e-06,1.45964,1.01114,500.0,100,98.3820501938,0.689099,0.01,0.2,-348.968,0.014417,1023.52583029,1,0.0170278,31.4232,1023.52583029,1.01245,100,98.8980061494,-349.990777193,0.00680628,-349.990777193,-349.990777193
-440.96,2.3931e-06,1.43321,1.02306,500.0,100,97.6856616528,0.661914,0.01,0.2,-348.074,0.0143093,1234.33182316,1,0.0240073,34.6104,1234.33182316,1.00159,100,97.7457533842,-350.255727226,0.00660862,-350.255727226,-350.255727226
-434.807,1.39475e-06,1.59396,1.0112,500.0,100,98.638001645,0.782217,0.01,0.2,-349.915,0.0159951,869.911063434,1,0.0138508,29.9124,869.911063434,0.996527,100,98.8919551661,-350.853592354,0.00784943,-350.853592354,-350.853592354
-437.084,4.99481e-07,1.1691,1.00543,500.0,100,99.5079539826,0.709303,0.01,0.2,-340.452,0.0118109,854.265843826,1,0.00489386,28.6133,854.265843826,0.989844,100,99.4595804599,-340.964476629,0.00716581,-340.964476629,-340.964476629
-445.455,1.44306e-06,1.2085,1.01496,500.0,100,98.5914979822,0.599569,0.01,0.2,-355.24,0.0120143,1056.82265667,1,0.0146011,31.7761,1056.82265667,1.00589,100,98.5261842428,-356.655023787,0.00596058,-356.655023787,-356.655023787
-441.958,1.3607e-06,1.58996,1.01569,500.0,100,98.6708195403,0.805985,0.01,0.2,-349.965,0.0157363,1180.33885786,1,0.0138908,33.1644,1180.33885786,1.01037,100,98.4552865471,-351.393066778,0.0079771,-351.393066778,-351.393066778
-429.711,1.68067e-06,1.50889,1.01359,500.0,100,98.3633498046,0.559417,0.01,0.2,-346.142,0.0150787,804.81491976,1,0.0168296,29.4008,804.81491976,1.00068,100,98.6591420805,-347.202591368,0.00559036,-347.202591368,-347.202591368
-429.531,1.08335e-06,1.21272,1.01397,500.0,100,98.9388680305,0.715046,0.01,0.2,-344.099,0.0119864,1095.60227794,1,0.0110895,32.8694,1095.60227794,1.01174,100,98.6222223215,-345.230610735,0.00706746,-345.230610735,-345.230610735
-434.312,1.3407e-06,1.3206,1.00978,500.0,100,98.6900511357,0.509977,0.01,0.2,-347.744,0.0130525,1007.5610723,1,0.0137241,31.1692,1007.5610723,1.01176,100,99.0315725848,-348.641915735,0.00504052,-348.641915735,-348.641915735
-431.535,2.34581e-06,1.67519,1.01664,500.0,100,97.7303467317,0.696959,0.01,0.2,-344.575,0.0162649,688.960629671,1,0.0248841,26.0183,688.960629671,1.02995,100,98.3627794453,-346.037818344,0.00676695,-346.037818344,-346.037818344
-428.613,3.6534e-06,1.45602,1.02323,500.0,100,96.5093824397,0.351128,0.01,0.2,-342.944,0.0149109,949.931823652,1,0.0348361,31.964,949.931823652,0.976487,100,97.7295829237,-344.824193635,0.00359583,-344.824193635,-344.824193635
