Bound,VarNormIw,MaxVanillaIw,eRenyi2,AvgEpLen,BatchSize,ESSClassic,MinVanillaIw,AvgNormIw,Delta,J,MaxNormIw,VarRet,IterType,VarVanillaIw,VarJ,VarDiscRet,AvgVanillaIw,EpsThisIter,ESSRenyi,AvgRet,MinNormIw,AvgDiscRet,VanillaAvgRet
-517.858,2.01222e-06,1.30213,1.01942,500.0,100,98.0468221092,0.627809,0.01,0.2,-415.98,0.0129724,1697.4277949,1,0.0202741,40.5747,1697.4277949,1.00377,100,98.0948548721,-417.912471798,0.00625453,-417.912471798,-417.912471798
-513.192,3.68146e-06,1.49055,1.03466,500.0,100,96.4835328501,0.48897,0.01,0.2,-407.069,0.0146162,1706.85819171,1,0.0382865,40.0923,1706.85819171,1.0198,100,96.6502426162,-410.832458598,0.00479479,-410.832458598,-410.832458598
-512.093,1.7122e-06,1.42447,1.01272,500.0,100,98.3331988771,0.523592,0.01,0.2,-410.859,0.0140811,1187.6464013,1,0.0175222,34.4555,1187.6464013,1.01162,100,98.7443496559,-412.172244017,0.00517577,-412.172244017,-412.172244017
-508.989,5.74742e-06,1.59919,1.04978,500.0,100,94.6163927398,0.363976,0.01,0.2,-400.639,0.015597,1960.004958,1,0.0604221,42.9544,1960.004958,1.02532,100,95.2581287745,-405.950467201,0.00354986,-405.950467201,-405.950467201
-498.074,2.32019e-06,1.34886,1.02252,500.0,100,97.7545865561,0.429583,0.01,0.2,-396.232,0.013482,1621.38820317,1,0.0232246,40.391,1621.38820317,1.00049,100,97.7978540826,-398.470199757,0.00429374,-398.470199757,-398.470199757
-513.738,2.82134e-06,1.43155,1.02699,500.0,100,97.2827613221,0.583767,0.01,0.2,-409.016,0.0145553,1717.48818119,1,0.0272915,41.6528,1717.48818119,0.983525,100,97.3720166746,-411.671109176,0.00593545,-411.671109176,-411.671109176
-508.283,2.37817e-06,1.30382,1.02156,500.0,100,97.6997704082,0.527387,0.01,0.2,-404.226,0.0130527,1802.12740358,1,0.0237288,41.53,1802.12740358,0.998886,100,97.8899065761,-406.453392626,0.00527975,-406.453392626,-406.453392626
-527.738,3.93854e-06,1.39622,1.02831,500.0,100,96.2471449668,0.373339,0.01,0.2,-401.197,0.0140284,2246.91939597,1,0.0390144,45.7876,2246.91939597,0.995278,100,97.2468094218,-404.83153847,0.0037511,-404.83153847,-404.83153847
-509.132,2.88049e-06,1.36507,1.02442,500.0,100,97.2273646484,0.596924,0.01,0.2,-396.366,0.0137382,1588.23646153,1,0.0284395,41.6107,1588.23646153,0.993636,100,97.6164143812,-398.876048478,0.00600747,-398.876048478,-398.876048478
-507.139,2.44177e-06,1.26779,1.02381,500.0,100,97.6396926557,0.627105,0.01,0.2,-400.02,0.0130639,1814.17243016,1,0.0229964,39.7971,1814.17243016,0.970459,100,97.674120202,-402.540872128,0.00646194,-402.540872128,-402.540872128
-504.082,2.24825e-06,1.53931,1.02446,500.0,100,97.8227222349,0.734382,0.01,0.2,-397.824,0.0149834,1804.02701077,1,0.0237288,41.0962,1804.02701077,1.02734,100,97.6124728248,-400.346148298,0.00714836,-400.346148298,-400.346148298
-497.621,1.49949e-06,1.25005,1.01639,500.0,100,98.537215806,0.604843,0.01,0.2,-395.123,0.0124129,1532.93255365,1,0.0152073,37.5956,1532.93255365,1.00706,100,98.3870063501,-396.893668281,0.00600605,-396.893668281,-396.893668281
-506.765,8.7699e-07,1.25413,1.00893,500.0,100,99.1392582488,0.734893,0.01,0.2,-399.344,0.012468,1756.82331579,1,0.00887335,42.3303,1756.82331579,1.00588,100,99.1153169446,-400.287833377,0.00730596,-400.287833377,-400.287833377
-487.094,5.80898e-06,1.36792,1.04591,500.0,100,94.5618781522,0.321474,0.01,0.2,-389.143,0.0141064,1501.01279122,1,0.0546243,37.91,1501.01279122,0.969712,100,95.6106189849,-393.721008786,0.00331515,-393.721008786,-393.721008786
-494.182,3.82031e-06,1.32371,1.03049,500.0,100,96.3557130639,0.541171,0.01,0.2,-396.244,0.0135169,1095.33724405,1,0.0366375,34.2721,1095.33724405,0.979295,100,97.0416810547,-399.048300226,0.00552613,-399.048300226,-399.048300226
-502.115,3.63358e-06,2.11782,1.02551,500.0,100,96.5276900844,0.704353,0.01,0.2,-390.327,0.021119,1937.02873773,1,0.0365399,41.5173,1937.02873773,1.0028,100,97.5126316668,-393.096363316,0.00702383,-393.096363316,-393.096363316
-516.188,1.68146e-06,1.4064,1.01542,500.0,100,98.3626360032,0.587612,0.01,0.2,-401.192,0.0139295,1560.91967374,1,0.0171408,38.189,1560.91967374,1.00965,100,98.4817904072,-403.007824157,0.00581994,-403.007824157,-403.007824157
-488.425,1.99882e-06,1.41084,1.01815,500.0,100,98.0595600535,0.673212,0.01,0.2,-389.97,0.0143766,1102.6411005,1,0.0192493,33.8361,1102.6411005,0.981342,100,98.2171047186,-391.650351617,0.00686011,-391.650351617,-391.650351617
-491.678,5.30295e-06,1.31652,1.03792,500.0,100,95.011953388,0.307148,0.01,0.2,-390.005,0.0133283,1483.51292609,1,0.0517395,39.6311,1483.51292609,0.987762,100,96.3463512843,-393.880054306,0.00310953,-393.880054306,-393.880054306
-482.068,5.50449e-06,1.31339,1.03795,500.0,100,94.8321859655,0.370918,0.01,0.2,-384.991,0.0137737,1376.56264036,1,0.0500498,35.1139,1376.56264036,0.953548,100,96.3440164687,-388.507614503,0.00388987,-388.507614503,-388.507614503
-481.475,3.46579e-06,1.4224,1.03561,500.0,100,96.6826459797,0.474736,0.01,0.2,-379.622,0.0142724,1245.62493492,1,0.0344235,32.2746,1245.62493492,0.996612,100,96.5618173578,-383.082524515,0.0047635,-383.082524515,-383.082524515
-493.803,2.86161e-06,1.33326,1.01981,500.0,100,97.2450318954,0.474664,0.01,0.2,-386.082,0.0135744,1622.57014466,1,0.0276057,39.754,1622.57014466,0.982187,100,98.0578976592,-388.200073314,0.00483273,-388.200073314,-388.200073314
-482.935,3.5748e-06,1.5477,1.03034,500.0,100,96.5819052714,0.572516,0.01,0.2,-385.345,0.0154895,1167.88864779,1,0.0356901,33.6591,1167.88864779,0.99919,100,97.0552889274,-388.286478488,0.0057298,-388.286478488,-388.286478488
-475.858,3.2976e-06,1.33701,1.03504,500.0,100,96.8385522111,0.470132,0.01,0.2,-377.404,0.0134929,1282.71194652,1,0.0323786,34.3144,1282.71194652,0.9909,100,96.6143545764,-380.676816855,0.0047445,-380.676816855,-380.676816855
-484.124,3.21188e-06,1.40809,1.03151,500.0,100,96.9182253183,0.563056,0.01,0.2,-383.105,0.0141908,1414.70428942,1,0.0316233,37.5138,1414.70428942,0.992257,100,96.9449977557,-386.019417851,0.0056745,-386.019417851,-386.019417851
-496.803,2.35004e-06,1.56268,1.02663,500.0,100,97.7263913777,0.631838,0.01,0.2,-389.665,0.0153888,1881.00825738,1,0.0242328,41.3216,1881.00825738,1.01546,100,97.4062077442,-392.454482855,0.00622216,-392.454482855,-392.454482855
-489.128,4.09003e-06,1.62676,1.03394,500.0,100,96.1084336017,0.456055,0.01,0.2,-384.795,0.0157978,1701.69409038,1,0.0433692,42.1708,1701.69409038,1.02974,100,96.7178499294,-388.357779709,0.00442883,-388.357779709,-388.357779709
-471.889,7.86857e-06,2.27181,1.04896,500.0,100,92.7730933424,0.299259,0.01,0.2,-376.016,0.0232646,1064.90324541,1,0.0750325,32.7344,1064.90324541,0.97651,100,95.3324791762,-380.366145943,0.00306457,-380.366145943,-380.366145943
-474.425,3.2308e-06,1.80211,1.02647,500.0,100,96.9006353773,0.546498,0.01,0.2,-378.487,0.0179733,1433.25171599,1,0.0324802,38.3779,1433.25171599,1.00266,100,97.421660394,-380.972059474,0.00545047,-380.972059474,-380.972059474
-472.059,9.61788e-07,1.31693,1.01095,500.0,100,99.0567971393,0.790358,0.01,0.2,-376.009,0.0133018,1821.80766958,1,0.00942727,43.4885,1821.80766958,0.990041,100,98.9164318142,-377.06514515,0.00798308,-377.06514515,-377.06514515
-481.813,1.29747e-06,1.29014,1.0107,500.0,100,98.7317661077,0.668908,0.01,0.2,-381.573,0.0130037,1407.54405869,1,0.0127712,36.848,1407.54405869,0.992126,100,98.9413990442,-382.650119795,0.00674217,-382.650119795,-382.650119795
-489.526,3.19045e-06,1.4305,1.02365,500.0,100,96.9381873219,0.405085,0.01,0.2,-381.566,0.0142152,1666.10522549,1,0.032309,36.6081,1666.10522549,1.00632,100,97.6895783442,-384.357176955,0.00402542,-384.357176955,-384.357176955
-476.985,1.59084e-06,1.25087,1.01372,500.0,100,98.449453543,0.73311,0.01,0.2,-377.48,0.0125202,1309.5482929,1,0.0158793,35.4837,1309.5482929,0.999083,100,98.6463800061,-378.837266386,0.00733783,-378.837266386,-378.837266386
-480.238,2.99053e-06,1.34709,1.02763,500.0,100,97.1245014027,0.531922,0.01,0.2,-371.219,0.0135303,1420.99369952,1,0.0296431,36.2455,1420.99369952,0.995607,100,97.3108402428,-374.141195009,0.00534269,-374.141195009,-374.141195009
-474.822,2.40163e-06,1.34789,1.01872,500.0,100,97.677588738,0.517874,0.01,0.2,-379.62,0.0135539,1312.58686718,1,0.0237511,35.3446,1312.58686718,0.994463,100,98.1620523041,-381.481755822,0.00520758,-381.481755822,-381.481755822
-478.053,3.96213e-06,1.57385,1.02555,500.0,100,96.2255552914,0.409735,0.01,0.2,-377.043,0.0157706,1209.91307168,1,0.03946,33.1732,1209.91307168,0.997962,100,97.5083584574,-379.639430872,0.00410571,-379.639430872,-379.639430872
-475.24,3.178e-06,1.31174,1.02246,500.0,100,96.9497302031,0.470886,0.01,0.2,-376.538,0.0132837,1594.45286565,1,0.0309891,39.6348,1594.45286565,0.987478,100,97.8029166895,-378.756007769,0.00476857,-378.756007769,-378.756007769
-485.228,1.09356e-06,1.35944,1.01184,500.0,100,98.928966053,0.69166,0.01,0.2,-377.427,0.0137806,1512.90166724,1,0.010642,38.1789,1512.90166724,0.986487,100,98.8294600247,-378.705130441,0.00701135,-378.705130441,-378.705130441
-479.583,1.7357e-06,1.33152,1.01787,500.0,100,98.3106835095,0.630307,0.01,0.2,-377.022,0.0134854,1445.2027018,1,0.0169217,38.0921,1445.2027018,0.987379,100,98.2445390278,-378.758478377,0.00638364,-378.758478377,-378.758478377
-462.731,4.5224e-07,1.18731,1.00522,500.0,100,99.5542786872,0.747206,0.01,0.2,-372.706,0.0119105,997.690290748,1,0.00449404,31.4731,997.690290748,0.996859,100,99.4810237217,-373.165941281,0.0074956,-373.165941281,-373.165941281
-473.791,2.85572e-06,1.65357,1.02607,500.0,100,97.2505429531,0.594598,0.01,0.2,-376.453,0.0164304,1291.85950227,1,0.0289243,36.1871,1291.85950227,1.00641,100,97.4596907099,-378.92792189,0.00590812,-378.92792189,-378.92792189
-480.834,4.97207e-06,1.38243,1.03693,500.0,100,95.3085536718,0.423642,0.01,0.2,-374.078,0.0141063,1624.62892761,1,0.0477524,39.206,1624.62892761,0.980006,100,96.4388389504,-377.707315309,0.00432285,-377.707315309,-377.707315309
-471.301,1.09477e-06,1.20869,1.00993,500.0,100,98.9278012611,0.699496,0.01,0.2,-369.507,0.0121302,1473.30809065,1,0.0108698,37.3649,1473.30809065,0.996435,100,99.0163881019,-370.505129173,0.00701999,-370.505129173,-370.505129173
-472.657,2.73248e-06,1.28858,1.02392,500.0,100,97.366128379,0.453378,0.01,0.2,-373.957,0.0128451,1199.20170379,1,0.0274981,33.928,1199.20170379,1.00317,100,97.6641017533,-376.392478246,0.00451947,-376.392478246,-376.392478246
-480.749,1.47996e-06,1.38221,1.01606,500.0,100,98.5560030734,0.751687,0.01,0.2,-377.099,0.0134241,1598.37549414,1,0.0156902,38.5106,1598.37549414,1.02965,100,98.4196161373,-378.719140707,0.00730042,-378.719140707,-378.719140707
-462.897,5.21463e-06,1.36247,1.02912,500.0,100,95.0909276518,0.286298,0.01,0.2,-368.737,0.0141561,1004.23659922,1,0.048305,31.0495,1004.23659922,0.962463,100,97.1702321549,-371.795961692,0.00297463,-371.795961692,-371.795961692
-473.221,2.5599e-06,1.24867,1.02103,500.0,100,97.5283602424,0.520478,0.01,0.2,-369.357,0.0126313,1376.89980863,1,0.0250163,36.7676,1376.89980863,0.988553,100,97.9398740861,-371.572839566,0.00526505,-371.572839566,-371.572839566
-472.561,1.67604e-06,1.25393,1.01523,500.0,100,98.3678249884,0.607738,0.01,0.2,-365.157,0.0125195,1295.56749207,1,0.0168133,34.4089,1295.56749207,1.00158,100,98.5000034639,-366.749761264,0.00606781,-366.749761264,-366.749761264
-468.001,4.48767e-06,2.15217,1.02489,500.0,100,95.746226061,0.613315,0.01,0.2,-372.321,0.0211925,1408.95273246,1,0.0462817,38.607,1408.95273246,1.01553,100,97.5718377001,-374.517136842,0.00603933,-374.517136842,-374.517136842
-480.216,3.51519e-06,1.30599,1.03061,500.0,100,96.6369895936,0.427395,0.01,0.2,-373.305,0.0131233,1583.75274352,1,0.0348135,39.8011,1583.75274352,0.995175,100,97.0300410439,-376.301623727,0.00429468,-376.301623727,-376.301623727
-477.519,1.7889e-06,1.37431,1.01523,500.0,100,98.2598353988,0.688501,0.01,0.2,-371.084,0.0137987,1409.49999828,1,0.0177454,36.2059,1409.49999828,0.995976,100,98.4994251681,-372.761581773,0.00691282,-372.761581773,-372.761581773
-471.864,1.02134e-06,1.32617,1.01207,500.0,100,98.9990108551,0.861796,0.01,0.2,-377.96,0.0132391,1150.98650168,1,0.0102483,34.4596,1150.98650168,1.00171,100,98.8076798675,-379.0957623,0.00860327,-379.0957623,-379.0957623
-479.469,2.77056e-06,1.45097,1.0203,500.0,100,97.3303664808,0.557079,0.01,0.2,-374.706,0.0147252,1201.81860967,1,0.0269009,32.777,1201.81860967,0.985369,100,98.0102487361,-376.90205712,0.00565351,-376.90205712,-376.90205712
-471.438,3.28494e-06,1.38917,1.02608,500.0,100,96.8503762537,0.378557,0.01,0.2,-365.668,0.0139236,1448.01851642,1,0.0326987,36.2158,1448.01851642,0.997705,100,97.4587282674,-368.56063344,0.00379428,-368.56063344,-368.56063344
-452.589,2.14905e-06,1.20232,1.01872,500.0,100,97.9167776313,0.586027,0.01,0.2,-363.87,0.0121778,1064.22278414,1,0.0209481,32.5533,1064.22278414,0.987299,100,98.162213119,-365.453001234,0.00593566,-365.453001234,-365.453001234
-462.857,1.39853e-06,1.22362,1.01186,500.0,100,98.6343430718,0.47943,0.01,0.2,-371.021,0.0123181,1284.4124726,1,0.0137999,35.7556,1284.4124726,0.993352,100,98.8277717484,-372.101782934,0.00482638,-372.101782934,-372.101782934
-455.073,1.65951e-06,1.33671,1.01504,500.0,100,98.3836345654,0.723678,0.01,0.2,-361.44,0.0131978,1235.09030937,1,0.0170238,34.8626,1235.09030937,1.01283,100,98.5178992921,-362.785417327,0.00714509,-362.785417327,-362.785417327
-459.122,1.27892e-06,1.28509,1.01542,500.0,100,98.7497155601,0.733559,0.01,0.2,-362.869,0.0131157,1435.53929383,1,0.012278,37.5917,1435.53929383,0.979809,100,98.4816632286,-364.293785171,0.00748675,-364.293785171,-364.293785171
-477.125,4.01586e-06,1.40007,1.03456,500.0,100,96.1763278219,0.337909,0.01,0.2,-363.948,0.0138184,1701.5795088,1,0.041225,37.1026,1701.5795088,1.01319,100,96.6592522057,-367.684000528,0.0033351,-367.684000528,-367.684000528
-480.805,9.36621e-07,1.19546,1.00953,500.0,100,99.081261364,0.751292,0.01,0.2,-365.404,0.0118216,1555.32921607,1,0.0095781,39.075,1555.32921607,1.01125,100,99.0561534943,-366.491107835,0.00742935,-366.491107835,-366.491107835
-464.61,3.00513e-06,2.07582,1.02045,500.0,100,97.1108801484,0.817685,0.01,0.2,-368.897,0.0202318,1095.64121542,1,0.0316355,34.2328,1095.64121542,1.02602,100,97.9964290204,-370.716326294,0.00796948,-370.716326294,-370.716326294
-469.524,2.10903e-06,1.25945,1.01579,500.0,100,97.9547598308,0.553131,0.01,0.2,-367.324,0.0128434,1216.79171993,1,0.0202808,34.3982,1216.79171993,0.980621,100,98.4459968138,-368.813493843,0.00564063,-368.813493843,-368.813493843
-458.089,1.23356e-06,1.22452,1.012,500.0,100,98.793519227,0.692596,0.01,0.2,-365.185,0.0123332,929.561022614,1,0.0121601,29.992,929.561022614,0.992864,100,98.8137903803,-366.284431057,0.00697574,-366.284431057,-366.284431057
-459.218,2.35375e-06,1.57364,1.02035,500.0,100,97.7228381173,0.663888,0.01,0.2,-363.6,0.015678,1290.06296745,1,0.0237134,34.7404,1290.06296745,1.00373,100,98.0059203529,-365.541178969,0.00661421,-365.541178969,-365.541178969
-455.943,4.09983e-06,1.48317,1.02921,500.0,100,96.0994985892,0.473283,0.01,0.2,-362.859,0.0149077,1180.79789566,1,0.0405813,33.7556,1180.79789566,0.994901,100,97.16229746,-365.565274735,0.00475709,-365.565274735,-365.565274735
-467.141,2.11276e-06,1.30092,1.01823,500.0,100,97.9512549381,0.451592,0.01,0.2,-366.808,0.0129093,1473.81500852,1,0.0214558,35.8669,1473.81500852,1.00774,100,98.2098029882,-368.548554419,0.00448124,-368.548554419,-368.548554419
-454.791,4.31322e-06,2.44562,1.02367,500.0,100,95.9047972698,0.61583,0.01,0.2,-362.593,0.0242726,1264.72561512,1,0.0437873,36.8327,1264.72561512,1.00757,100,97.6873486119,-364.589025782,0.00611206,-364.589025782,-364.589025782
-450.207,1.92292e-06,1.51036,1.01867,500.0,100,98.1318903285,0.562896,0.01,0.2,-360.66,0.0149771,1259.8160895,1,0.0195555,35.4119,1259.8160895,1.00845,100,98.1671412004,-362.339018748,0.00558181,-362.339018748,-362.339018748
-460.525,3.82599e-06,1.27956,1.02894,500.0,100,96.3505093316,0.300741,0.01,0.2,-361.577,0.0130407,1419.04716502,1,0.0368351,35.5186,1419.04716502,0.981203,100,97.1870287197,-364.585736432,0.00306502,-364.585736432,-364.585736432
-456.893,1.82791e-06,1.28657,1.02343,500.0,100,98.2225152341,0.430436,0.01,0.2,-361.494,0.0129169,1408.26845825,1,0.0181347,35.5446,1408.26845825,0.996042,100,97.7102081946,-363.876671405,0.00432146,-363.876671405,-363.876671405
-463.476,2.22928e-06,1.33707,1.02037,500.0,100,97.8406572967,0.673888,0.01,0.2,-360.915,0.0134708,1204.64789731,1,0.0219628,33.7735,1204.64789731,0.992572,100,98.0041112479,-362.892900025,0.00678931,-362.892900025,-362.892900025
-463.461,4.19989e-06,1.51074,1.03527,500.0,100,96.0080850876,0.503673,0.01,0.2,-366.881,0.0152685,1321.24257555,1,0.0411173,37.491,1321.24257555,0.989448,100,96.5928167466,-369.971276354,0.00509044,-369.971276354,-369.971276354
-453.183,8.86405e-07,1.12956,1.00908,500.0,100,99.1300969451,0.716448,0.01,0.2,-356.283,0.0112854,1237.68763223,1,0.00888,34.7744,1237.68763223,1.0009,100,99.1001418938,-357.130566688,0.00715804,-357.130566688,-357.130566688
-450.301,9.94281e-07,1.18081,1.01106,500.0,100,99.025272757,0.71008,0.01,0.2,-359.656,0.0117879,1133.52647185,1,0.0099769,32.8856,1133.52647185,1.00171,100,98.90600531,-360.666886371,0.00708866,-360.666886371,-360.666886371
-457.977,1.09954e-06,1.40349,1.00825,500.0,100,98.9231673587,0.718242,0.01,0.2,-363.841,0.0139143,1304.08411161,1,0.0111869,36.6323,1304.08411161,1.00867,100,99.1813051352,-364.579784682,0.00712068,-364.579784682,-364.579784682
-451.695,3.14471e-06,1.93674,1.01918,500.0,100,96.9807268601,0.605292,0.01,0.2,-363.349,0.0194475,1022.49502767,1,0.0311887,33.4019,1022.49502767,0.995883,100,98.1183187473,-364.870484227,0.00607795,-364.870484227,-364.870484227
-464.079,2.17884e-06,1.19785,1.01827,500.0,100,97.888483071,0.366408,0.01,0.2,-353.569,0.0121528,1218.18422991,1,0.0211678,29.7663,1218.18422991,0.985656,100,98.2062617525,-355.859666332,0.0037174,-355.859666332,-355.859666332
-458.754,1.13641e-06,1.1666,1.01276,500.0,100,98.887481604,0.703136,0.01,0.2,-364.735,0.0115514,1202.91104884,1,0.0115907,34.3038,1202.91104884,1.00992,100,98.7402002628,-365.865459628,0.00696228,-365.865459628,-365.865459628
-454.112,2.35615e-06,1.21043,1.02209,500.0,100,97.7205875054,0.564989,0.01,0.2,-360.019,0.0122398,1088.0820441,1,0.0230427,31.965,1088.0820441,0.988929,100,97.838883122,-361.943394722,0.00571314,-361.943394722,-361.943394722
-457.426,1.00371e-06,1.36494,1.00873,500.0,100,99.0160947149,0.710908,0.01,0.2,-362.871,0.0138259,1146.3515242,1,0.00978244,33.3441,1146.3515242,0.987231,100,99.1347726293,-363.704713669,0.00720103,-363.704713669,-363.704713669
-466.892,5.38895e-06,2.7886,1.02719,500.0,100,94.9351443506,0.654814,0.01,0.2,-361.428,0.0271665,1559.33670778,1,0.0567815,38.5164,1559.33670778,1.02648,100,97.3525461857,-364.173534587,0.0063792,-364.173534587,-364.173534587
-445.921,2.93412e-07,1.16277,1.00433,500.0,100,99.7103519048,0.872417,0.01,0.2,-352.538,0.011536,958.645945599,1,0.00298097,30.611,958.645945599,1.00795,100,99.5686029346,-352.929563462,0.00865534,-352.929563462,-352.929563462
-460.2,4.03864e-06,1.69496,1.02964,500.0,100,96.1554805866,0.467434,0.01,0.2,-362.761,0.0173855,1500.81854463,1,0.0383866,38.2988,1500.81854463,0.974928,100,97.1210017048,-365.437566727,0.00479455,-365.437566727,-365.437566727
-445.002,2.57727e-06,1.30687,1.01815,500.0,100,97.5119735723,0.441721,0.01,0.2,-356.593,0.0131035,976.655950272,1,0.0256357,30.3171,976.655950272,0.997337,100,98.2170817193,-358.327518831,0.004429,-358.327518831,-358.327518831
-452.14,8.41722e-07,1.18387,1.00815,500.0,100,99.1735405693,0.80944,0.01,0.2,-363.818,0.0118449,940.11614726,1,0.00840846,30.2243,940.11614726,0.999479,100,99.1917193924,-364.546939179,0.00809862,-364.546939179,-364.546939179
-447.29,3.73538e-06,1.41039,1.03035,500.0,100,96.4338441535,0.421198,0.01,0.2,-358.909,0.0140977,1035.11442895,1,0.0373867,31.4093,1035.11442895,1.00044,100,97.0539526719,-361.446195955,0.00421013,-361.446195955,-361.446195955
-453.471,1.61881e-06,1.2968,1.01197,500.0,100,98.4226595546,0.618865,0.01,0.2,-361.379,0.0130126,772.566807093,1,0.0160774,26.9907,772.566807093,0.996575,100,98.8173755663,-362.497460718,0.00620991,-362.497460718,-362.497460718
-450.511,1.66804e-06,1.22718,1.0159,500.0,100,98.3754488426,0.600723,0.01,0.2,-358.561,0.0124478,1005.37832641,1,0.0162121,30.0152,1005.37832641,0.985862,100,98.4351956592,-360.043084983,0.00609338,-360.043084983,-360.043084983
-445.542,8.31011e-07,1.27629,1.00906,500.0,100,99.1840153048,0.711872,0.01,0.2,-357.049,0.0127841,1121.80008588,1,0.00828252,33.9584,1121.80008588,0.998339,100,99.1025302511,-357.85762613,0.00713056,-357.85762613,-357.85762613
-462.694,2.55098e-06,1.22768,1.01947,500.0,100,97.5367325578,0.549899,0.01,0.2,-358.911,0.0126343,1498.5560497,1,0.0240867,37.3554,1498.5560497,0.971706,100,98.0897046484,-360.958673433,0.00565911,-360.958673433,-360.958673433
-446.976,0.00013671,8.63367,1.0,500.0,100,42.4911103063,0.173324,0.01,0.2,-352.66,0.0886521,1287.9453694,1,1.29663,36.4675,1287.9453694,0.973882,100,99.9999165536,-361.124525303,0.00177972,-361.124525303,-361.124525303
-467.543,2.97985e-06,1.22189,1.02282,500.0,100,97.1344689437,0.51753,0.01,0.2,-361.256,0.0123103,1371.89040335,1,0.0293577,36.4237,1371.89040335,0.992575,100,97.7689023952,-363.535410812,0.00521401,-363.535410812,-363.535410812
-449.872,2.15351e-06,1.46041,1.02388,500.0,100,97.9125192013,0.566479,0.01,0.2,-358.167,0.0145458,1243.51406147,1,0.0217082,34.7347,1243.51406147,1.00401,100,97.667956509,-360.22878503,0.00564217,-360.22878503,-360.22878503
-442.038,1.672e-06,1.33288,1.01568,500.0,100,98.3716977023,0.704843,0.01,0.2,-354.658,0.0133059,1163.17883229,1,0.0167778,34.2811,1163.17883229,1.00173,100,98.4562572175,-355.976718526,0.00703629,-355.976718526,-355.976718526
-458.4,1.76055e-06,1.26385,1.01506,500.0,100,98.2869261579,0.593938,0.01,0.2,-356.628,0.0126544,1110.88631323,1,0.0175614,31.0639,1110.88631323,0.998748,100,98.5159323996,-358.209986075,0.00594682,-358.209986075,-358.209986075
-439.936,8.4993e-07,1.46072,1.00803,500.0,100,99.1655725337,0.714439,0.01,0.2,-355.093,0.014532,893.076943358,1,0.00858751,30.6297,893.076943358,1.00518,100,99.2034028511,-355.721490704,0.0071076,-355.721490704,-355.721490704
-447.387,1.20411e-06,1.2587,1.01212,500.0,100,98.821973882,0.73693,0.01,0.2,-358.708,0.0123246,1062.8232937,1,0.0125591,32.1248,1062.8232937,1.02129,100,98.8022217817,-359.747829071,0.00721571,-359.747829071,-359.747829071
-456.755,3.41084e-06,1.34137,1.02493,500.0,100,96.7335716605,0.235523,0.01,0.2,-358.984,0.0136922,1464.86892144,1,0.0327353,36.9974,1464.86892144,0.979665,100,97.567933787,-361.691360084,0.00240411,-361.691360084,-361.691360084
-452.565,3.55541e-06,1.29887,1.02582,500.0,100,96.5998074053,0.40182,0.01,0.2,-357.049,0.0131906,1360.51331154,1,0.0344738,35.8046,1360.51331154,0.984691,100,97.4831688705,-359.415545722,0.00408067,-359.415545722,-359.415545722
-455.852,1.33891e-06,1.24338,1.01355,500.0,100,98.6918100527,0.66667,0.01,0.2,-358.389,0.0124345,1053.12320622,1,0.0133876,30.7802,1053.12320622,0.999942,100,98.6629481382,-359.725090496,0.00666709,-359.725090496,-359.725090496
-452.706,1.81692e-06,1.40226,1.01663,500.0,100,98.2330323552,0.734975,0.01,0.2,-357.611,0.0143132,1246.91353024,1,0.0174389,35.3325,1246.91353024,0.979696,100,98.3638520986,-359.145317967,0.00750207,-359.145317967,-359.145317967
-460.146,1.3201e-06,1.22266,1.01298,500.0,100,98.7099525344,0.540266,0.01,0.2,-354.335,0.0122633,1523.41884804,1,0.0131221,37.784,1523.41884804,0.997005,100,98.7186801558,-355.665101881,0.00541889,-355.665101881,-355.665101881
-439.921,1.27947e-06,1.37958,1.01218,500.0,100,98.7491216208,0.753263,0.01,0.2,-353.926,0.013923,875.162716678,1,0.012562,29.6301,875.162716678,0.990865,100,98.796194149,-354.920882911,0.00760207,-354.920882911,-354.920882911
-438.661,2.4138e-06,1.51519,1.02115,500.0,100,97.6661119253,0.672098,0.01,0.2,-352.437,0.0151236,989.495896769,1,0.0242282,32.1824,989.495896769,1.00187,100,97.9285320622,-354.154522663,0.00670846,-354.154522663,-354.154522663
-437.777,4.69764e-06,1.58616,1.03452,500.0,100,95.5560408812,0.510728,0.01,0.2,-350.885,0.0157848,928.767390945,1,0.0474343,30.0215,928.767390945,1.00486,100,96.6633176507,-353.870518922,0.00508257,-353.870518922,-353.870518922
-448.401,5.64284e-06,2.12703,1.04063,500.0,100,94.7091670012,0.404705,0.01,0.2,-353.534,0.0214907,1317.5093249,1,0.0552771,35.1809,1317.5093249,0.989746,100,96.0954488104,-357.067485196,0.00408898,-357.067485196,-357.067485196
-447.448,1.09703e-06,1.30611,1.0101,500.0,100,98.9256090585,0.770478,0.01,0.2,-356.236,0.0131663,1279.40838111,1,0.0107957,35.4907,1279.40838111,0.992008,100,99.000074941,-357.200231838,0.00776685,-357.200231838,-357.200231838
-447.483,1.24587e-06,1.20519,1.01237,500.0,100,98.7815911637,0.669207,0.01,0.2,-357.874,0.0121259,986.202399053,1,0.0123071,31.183,986.202399053,0.993897,100,98.7781738196,-358.970974851,0.00673316,-358.970974851,-358.970974851
