BatchSize,IterType,VarJ,MinNormIw,ESSClassic,AvgNormIw,AvgEpLen,ESSRenyi,VarRet,VanillaAvgRet,Bound,MaxVanillaIw,VarDiscRet,J,VarNormIw,AvgRet,EpsThisIter,MinVanillaIw,AvgDiscRet,VarVanillaIw,AvgVanillaIw,eRenyi2,MaxNormIw
100,1,137.13513,6.419843e-08,40.944707952070004,0.01,500.0,43.25800550287757,156831.22787300352,-1486.5165880448162,-1424.4305,4.586741,156831.22787300352,-1171.764,0.00014568871,-1486.5165880448162,100,6.107134e-06,-1486.5165880448162,1.3184144,0.9512902,2.3117108,0.048216
100,1,76.43277,0.0015413706,87.49999764994548,0.01,500.0,88.8030704919088,28587.847031654826,-1171.8767704225584,-1318.4878,1.6239251,28587.847031654826,-1143.3447,1.4430021e-05,-1171.8767704225584,100,0.15567686,-1171.8767704225584,0.1471977,1.0099897,1.1260872,0.016078629
100,1,589.4943,0.00013607467,21.06066698109229,0.010000002,500.0,47.343728482965844,19056.684137997494,-1151.5497330010587,-1269.278,17.763334,19056.684137997494,-1029.3473,0.00037860483,-1151.5497330010587,100,0.015114698,-1151.5497330010587,4.6712213,1.110765,2.1122122,0.15991983
100,1,62.38453,0.0024781618,94.0263456707348,0.01,500.0,94.93548860958562,17385.975743002688,-1150.8623060609398,-1306.9244,1.3853568,17385.975743002688,-1137.6538,6.41735e-06,-1150.8623060609398,100,0.24445201,-1150.8623060609398,0.062442966,0.9864247,1.0533469,0.014044222
100,1,95.15751,0.003579312,92.30184966990029,0.01,500.0,92.49756643618197,5165.586957398755,-1131.7016008556536,-1264.9496,2.0399694,5165.586957398755,-1122.4332,8.424434e-06,-1131.7016008556536,100,0.34746346,-1131.7016008556536,0.07938892,0.97075486,1.0811095,0.02101426
100,1,632.53754,7.06732e-06,18.38887104741943,0.01,500.0,40.78481646801473,7984.528335591381,-1120.498317033619,-1210.4766,22.426447,7984.528335591381,-1008.27075,0.00044829014,-1120.498317033619,100,0.00081242796,-1120.498317033619,5.9240594,1.1495559,2.4518929,0.19508792
100,1,256.714,0.00086699903,70.01672347879266,0.01,500.0,74.960127819737,22785.361181602704,-1104.0076758772136,-1254.1101,3.209165,22785.361181602704,-1063.4421,4.325556e-05,-1104.0076758772136,100,0.09113513,-1104.0076758772136,0.4779433,1.051156,1.3340425,0.030529862
100,1,326.60098,2.8283186e-05,44.639906369067255,0.009999999,500.0,50.40186384455913,56006.35698329552,-1114.0912849348802,-1236.4893,5.548423,56006.35698329552,-1004.0276,0.0001252675,-1114.0912849348802,100,0.0029838614,-1114.0912849348802,1.3942449,1.0549948,1.9840536,0.052591942
100,1,253.87904,7.9845386e-10,35.91576078958403,0.01,500.0,37.153329375559274,54663.01425411601,-1004.8419972824075,-1079.1467,6.907459,54663.01425411601,-808.31696,0.00018023154,-1004.8419972824075,100,9.033268e-08,-1004.8419972824075,2.3068583,1.131345,2.6915488,0.061055284
100,1,160.06844,3.5142261e-06,64.02916050223736,0.01,500.0,63.054035526584805,78461.74695295862,-840.0054416603896,-919.2257,3.5194025,78461.74695295862,-711.2993,5.6746314e-05,-840.0054416603896,100,0.00039262592,-840.0054416603896,0.70833087,1.1172471,1.5859413,0.031500664
100,1,197.55206,0.00016990033,46.49199759025479,0.01,500.0,56.631383083471434,75193.02497808076,-833.3665540602138,-940.4634,4.91574,75193.02497808076,-720.8709,0.00011625331,-833.3665540602138,100,0.014436788,-833.3665540602138,0.8393789,0.849721,1.7658054,0.057851225
100,1,149.58492,0.0004011623,71.81210030070748,0.01,500.0,71.62423329501641,35221.389857208014,-748.4353667171047,-889.6331,2.9811,35221.389857208014,-694.7092,3.964879e-05,-748.4353667171047,100,0.04113526,-748.4353667171047,0.4168868,1.025402,1.3961755,0.029072503
100,1,102.10444,0.0018193672,86.04717554957237,0.01,500.0,86.09437488755327,24762.118938463904,-672.6361981174655,-825.1177,1.9161065,24762.118938463904,-647.35486,1.6379121e-05,-672.6361981174655,100,0.18579929,-672.6361981174655,0.17081976,1.0212303,1.1615161,0.018762726
100,1,98.7931,0.0004906161,66.4385853958443,0.01,500.0,70.30460186032205,9518.897874006016,-655.0373623957626,-729.4878,4.7344894,9518.897874006016,-617.5555,5.1025178e-05,-655.0373623957626,100,0.05085349,-655.0373623957626,0.5482043,1.0365231,1.422382,0.04567664
100,1,64.80927,0.0014058113,77.19390302833442,0.01,500.0,76.68070122837456,9264.511130267361,-637.0744666394851,-713.4395,2.499816,9264.511130267361,-608.482,2.9842313e-05,-637.0744666394851,100,0.1382452,-637.0744666394851,0.2885881,0.9833837,1.3041091,0.025420554
100,1,92.57054,0.00022128035,24.26650856146058,0.009999999,500.0,99.99990463265931,23585.636852633834,-618.0107481864826,-757.59705,9.477702,23585.636852633834,-592.5,0.00031524306,-618.0107481864826,100,0.016980829,-618.0107481864826,1.8564258,0.76738983,1.000001,0.123505704
100,1,82.26103,6.3287946e-05,51.953526728826866,0.01,500.0,65.62320195641223,9037.328568995646,-614.9501657124264,-680.548,4.517826,9037.328568995646,-567.5269,9.341384e-05,-614.9501657124264,100,0.00610698,-614.9501657124264,0.8698059,0.9649516,1.5238513,0.046819203
100,1,64.50029,0.0032393765,90.37993300255492,0.01,500.0,90.37220133656702,4696.507936663527,-603.195595703627,-690.8468,1.6999905,4696.507936663527,-594.01697,1.0751565e-05,-603.195595703627,100,0.3172704,-603.195595703627,0.10313543,0.9794181,1.106535,0.017357148
100,1,111.906166,,2.1199526019246795,0.01,500.0,99.99997615814777,7545.427006795638,-591.4037744703667,-647.35254,10.6809,7545.427006795638,-557.3987,0.0046637226,-591.4037744703667,100,,-591.4037744703667,2.00066,0.20711912,1.0000002,0.5156887
100,1,55.636223,0.0067137405,84.9176949706933,0.010000002,500.0,92.67840625907327,1914.788508828975,-602.3665176279777,-660.92596,4.591473,1914.788508828975,-598.6916,1.7940465e-05,-602.3665176279777,100,0.70137113,-602.3665176279777,0.1957944,1.0446801,1.079,0.043950997
100,1,48.47163,0.0018894246,90.67316550375986,0.010000002,500.0,92.16899412767403,5052.400740880409,-620.0677421385847,-707.28064,1.4954097,5052.400740880409,-609.78296,1.0390101e-05,-620.0677421385847,100,0.1885431,-620.0677421385847,0.10346224,0.9978863,1.0849636,0.014985773
100,1,87.462776,0.0023833734,93.04408554169402,0.01,500.0,93.40151847747408,20539.86989665269,-617.8702735052378,-777.87683,1.6836249,20539.86989665269,-607.1554,7.5514426e-06,-617.8702735052378,100,0.23883078,-617.8702735052378,0.07582743,1.0020703,1.0706464,0.016801463
100,1,64.06105,0.0027337691,93.77755664211551,0.010000002,500.0,93.91780727443027,21211.368480769048,-611.6859384053964,-768.3579,1.4179053,21211.368480769048,-598.1372,6.7023416e-06,-611.6859384053964,100,0.26672226,-611.6859384053964,0.06380011,0.9756576,1.0647608,0.0145328175
100,1,103.03824,0.004396317,94.54495118098758,0.010000002,500.0,95.86193955741689,15859.630331957413,-610.1672977461527,-753.56104,2.2518535,15859.630331957413,-603.7781,5.828046e-06,-610.1672977461527,100,0.44414526,-610.1672977461527,0.059483297,1.0102668,1.0431669,0.022289693
100,1,56.291035,0.0009761983,84.15371108299756,0.01,500.0,86.3927483137745,7120.239525144431,-607.2894027564241,-700.057,1.8009759,7120.239525144431,-590.8856,1.9020363e-05,-607.2894027564241,100,0.094934486,-607.2894027564241,0.17988323,0.97249186,1.1575046,0.018519187
100,1,49.20695,0.0031850755,91.06517525419225,0.01,500.0,91.06988173172658,2398.6483663493514,-591.2131811470649,-649.17896,1.6873771,2398.6483663493514,-585.7813,9.910554e-06,-591.2131811470649,100,0.32931465,-591.2131811470649,0.105945006,1.0339304,1.0980579,0.016320026
100,1,45.795517,0.0014637151,86.95730450956397,0.01,500.0,89.98458744821005,2440.7572849133117,-583.9063155255072,-641.75354,2.1276052,2440.7572849133117,-576.2578,1.5150464e-05,-583.9063155255072,100,0.14068729,-583.9063155255072,0.13996598,0.9611658,1.1113014,0.022135673
100,1,53.25755,0.0012039253,69.74424500868298,0.01,500.0,83.02917737490232,2253.3306584642496,-587.1462968374794,-645.6358,5.6063924,2253.3306584642496,-574.352,4.3819207e-05,-587.1462968374794,100,0.12226506,-587.1462968374794,0.451929,1.0155535,1.2043959,0.05520529
100,1,42.779873,0.0021928442,90.78933702181232,0.01,500.0,93.02922478492432,2545.0490276867154,-583.907250130613,-654.26306,1.5510873,2545.0490276867154,-578.1345,1.0247574e-05,-583.907250130613,100,0.20879509,-583.907250130613,0.09290649,0.95216566,1.074931,0.016290098
