VanillaAvgRet,VarNormIw,AvgVanillaIw,IterType,EpsThisIter,VarDiscRet,VarRet,AvgDiscRet,BatchSize,VarJ,MaxNormIw,AvgRet,MinNormIw,AvgNormIw,MaxVanillaIw,VarVanillaIw,eRenyi2,ESSClassic,ESSRenyi,AvgEpLen,J,Bound,MinVanillaIw
-6.051501766698882,0.0075958734,7.5259748,1,100,253.59029636139556,253.59029636139556,-6.051501766698882,100,8.679289,0.872787,-6.051501766698882,0.0003855653,0.010000002,656.8573,4302.3257,1.2045172,1.3123503942474284,83.02081218912132,21.39,2.78559,-11.254386,0.29017547
-6.757370540276174,0.008597399,12.7828865,1,100,421.51838429579016,421.51838429579016,-6.757370540276174,100,7.0915585,0.9279445,-6.757370540276174,0.00024326278,0.010000002,1186.1809,14048.336,1.2344171,1.1612481122292828,81.00989653251976,22.19,4.535487,-14.086717,0.31096005
-7.281876407825539,0.008623795,12.72903,1,100,286.23723284182836,286.23723284182836,-7.281876407825539,100,6.392817,0.92935234,-7.281876407825539,0.00022691186,0.009999999,1182.9753,13972.9795,1.2264646,1.157734804626371,81.53516833779939,21.73,3.4371138,-11.330771,0.28883678
-5.176878937009134,0.009549052,36.53142,1,100,70.99413033845089,70.99413033845089,-5.176878937009134,100,3.7584379,0.97741973,-5.176878937009134,5.6955156e-05,0.010000003,3570.6533,127436.39,1.4750009,1.0467301334861632,67.79657071846549,23.88,11.609531,5.3416333,0.20806529
-5.176878937009134,2.651854e-05,1.5316356,,100,143.62258314780323,70.99413033845089,-5.887338413826071,200,13.625238,0.03137942,-5.176878937009134,1.8285081e-06,0.010000002,4.806184,0.6221004,1.4454691,79.20580301949427,138.36338274281073,23.88,-6.143427,-13.847207,0.0002800608
-5.080826466596734,0.00483092,56.64692,1,100,56.185201636300015,56.185201636300015,-5.080826466596734,200,3.306917,0.98303145,-5.080826466596734,1.4029631e-05,0.0049999994,11137.141,620072.6,1.5704687,1.034818492617717,127.35051934690375,22.41,9.068404,4.495149,0.15894707
-5.142216856417179,3.5044917e-18,1.0,2,100,56.60512332830816,56.60512332830816,-5.142216856417179,200,7.4859247,0.01,-5.142216856417179,0.01,0.009999998,1.0,,1.0,100.0,200.0,20.81,-5.1422167,-8.1960335,1.0
-5.080826466596734,1.0348868e-05,1.514927,,100,191.36903228574548,56.185201636300015,-6.259436984536796,300,8.291528,0.020764705,-5.080826466596734,2.9634975e-07,0.005,6.291403,0.9500278,1.508979,141.65459320042635,198.80992868435902,22.41,-4.7420664,-12.787958,8.978965e-05
-8.406092212602944,0.002998475,18.656006,1,100,394.6769428136337,394.6769428136337,-8.406092212602944,300,7.325006,0.94861203,-8.406092212602944,4.049175e-05,0.0033333332,5309.1934,93924.79,1.3294398,1.1112625847136177,225.6589649223661,23.54,3.732376,-4.951049,0.22662428
-9.106601760443374,3.5044917e-18,1.0,2,100,723.632481047026,723.632481047026,-9.106601760443374,300,26.765577,0.01,-9.106601760443374,0.01,0.009999998,1.0,,1.0,100.0,300.0,26.49,-9.106602,-28.406336,1.0
-6.63009512437308,2.179301e-19,1.0,2,100,91.65863407990179,91.65863407990179,-6.63009512437308,300,20.127153,0.005,-6.63009512437308,0.005,0.0049999994,1.0,,1.0,200.00000010221265,300.0,22.43,-7.868348,-21.515322,1.0
-8.406092212602944,2.9576474e-06,1.3437452,,100,52.241088939460816,394.6769428136337,-4.72426046445966,400,22.998446,0.010945999,-8.406092212602944,4.6723278e-07,0.0033333332,4.41259,0.48064318,1.2919089,237.0977650703686,309.61936427623186,23.54,-7.4490657,-20.114107,0.00018835254
-5.113790043560605,0.0024053683,51.15395,1,100,56.14495062244551,56.14495062244551,-5.113790043560605,400,5.2242913,0.98093843,-5.113790043560605,4.2613033e-06,0.0025,20071.55,1007070.56,1.6865442,1.039239672853333,237.1713737257875,21.6,9.039603,0.5695486,0.087193
-7.62175700509906,3.5044917e-18,1.0,2,100,1260.4040056854615,1260.4040056854615,-7.62175700509906,400,35.32421,0.01,-7.62175700509906,0.01,0.009999998,1.0,,1.0,100.0,400.0,24.11,-7.621757,-37.397346,1.0
-4.648156929638104,2.179301e-19,1.0,2,100,55.91487446052637,55.91487446052637,-4.648156929638104,400,25.569286,0.005,-4.648156929638104,0.005,0.0049999994,1.0,,1.0,200.00000010221265,400.0,22.47,-6.134957,-27.189478,1.0
-4.699551404407266,5.4391416e-20,1.0,2,100,66.11716505739825,66.11716505739825,-4.699551404407266,400,21.404097,0.0033333334,-4.699551404407266,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,400.0,23.27,-5.656489,-22.847431,1.0
-5.113790043560605,3.562872e-06,1.7490426,,100,56.383876561352274,56.14495062244551,-4.366853100068087,500,33.168903,0.016392983,-5.113790043560605,7.12129e-08,0.0025,11.468811,1.7438979,1.6095909,254.9988698502768,310.6379414299582,21.6,-6.0324745,-24.920568,4.982176e-05
-6.488659568807178,0.0019163033,45.85557,1,100,319.7553499454744,319.7553499454744,-6.488659568807178,500,5.0124674,0.9788942,-6.488659568807178,1.7068422e-06,0.0020000003,22443.875,1007368.56,1.7256014,1.0435850387996999,289.7540474545978,22.19,6.387564,-1.6212296,0.03913411
-5.736732701759029,3.5044917e-18,1.0,2,100,157.7879569783406,157.7879569783406,-5.736732701759029,500,12.498404,0.01,-5.736732701759029,0.01,0.009999998,1.0,,1.0,100.0,500.0,22.84,-5.7367325,-15.400836,1.0
-6.070385030490671,2.179301e-19,1.0,2,100,229.4659481165222,229.4659481165222,-6.070385030490671,500,13.846244,0.005,-6.070385030490671,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,24.67,-5.9035587,-13.882644,1.0
-5.111741016290473,5.4391416e-20,1.0,2,100,25.352911021827936,25.352911021827936,-5.111741016290473,500,11.675535,0.0033333334,-5.111741016290473,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,20.6,-5.6396194,-12.154514,1.0
-5.123977082295873,5.434597e-20,1.0,2,100,84.74318578573913,84.74318578573913,-5.123977082295873,500,11.10236,0.0025,-5.123977082295873,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,21.8,-5.510709,-11.152774,1.0
-5.113540255072198,0.0018565867,27.045563,1,100,105.31338511272452,105.31338511272452,-5.113540255072198,500,6.8833194,0.9635521,-5.113540255072198,1.2387382e-05,0.0020000003,13029.904,339505.75,1.4356041,1.0770796885843612,348.2854371769833,21.66,4.192605,-1.8538442,0.16751187
-4.86368227006929,3.5044917e-18,1.0,2,100,86.05615964697178,86.05615964697178,-4.86368227006929,500,9.230146,0.01,-4.86368227006929,0.01,0.009999998,1.0,,1.0,100.0,500.0,21.54,-4.8636827,-11.687202,1.0
-3.611671701035625,2.179301e-19,1.0,2,100,37.53347882183414,37.53347882183414,-3.611671701035625,500,7.8465757,0.005,-3.611671701035625,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,22.02,-4.237677,-9.062634,1.0
-5.383535743377422,5.4391416e-20,1.0,2,100,102.45785366889568,102.45785366889568,-5.383535743377422,500,8.668836,0.0033333334,-5.383535743377422,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,23.08,-4.61963,-8.66007,1.0
-5.275892617712735,5.434597e-20,1.0,2,100,62.05017522498966,62.05017522498966,-5.275892617712735,500,8.473471,0.0025,-5.275892617712735,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,22.25,-4.7836957,-8.28282,1.0
-3.497344000742128,0.0019765764,159.33867,1,100,35.654565691487015,35.654565691487015,-3.497344000742128,500,2.0833323,0.99413854,-3.497344000742128,5.3103156e-07,0.002,79202.36,12545732.0,1.5694709,1.0118267488869146,318.5787042002249,21.91,12.284123,8.363267,0.04230693
-2.6883083136703116,3.5044917e-18,1.0,2,100,166.41580305130654,166.41580305130654,-2.6883083136703116,500,12.835561,0.01,-2.6883083136703116,0.01,0.009999998,1.0,,1.0,100.0,500.0,23.98,-2.6883085,-11.874228,1.0
-6.201269211851041,2.179301e-19,1.0,2,100,137.52042583981185,137.52042583981185,-6.201269211851041,500,12.39087,0.005,-6.201269211851041,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,27.16,-4.4447885,-10.940214,1.0
-5.695410966218848,5.4391416e-20,1.0,2,100,155.5158396481347,155.5158396481347,-5.695410966218848,500,12.410624,0.0033333334,-5.695410966218848,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,22.48,-4.861663,-10.165155,1.0
-4.18375308386155,5.434597e-20,1.0,2,100,42.64895428040226,42.64895428040226,-4.18375308386155,500,11.232072,0.0025,-4.18375308386155,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,24.55,-4.6921854,-9.285145,1.0
-5.229959293912442,0.0019647127,102.92722,1,100,59.48911325730129,59.48911325730129,-5.229959293912442,500,22.07209,0.99115646,-5.229959293912442,3.7366965e-07,0.0019999996,51008.492,5203547.5,2.6697416,1.0179242130427986,187.28404062688543,20.41,108.151955,101.439644,0.01923039
-6.0430902788272,3.5044917e-18,1.0,2,100,146.99076490846872,146.99076490846872,-6.0430902788272,500,12.063203,0.01,-6.0430902788272,0.01,0.009999998,1.0,,1.0,100.0,500.0,24.7,-6.0430903,-13.025173,1.0
-6.88156067172345,2.179301e-19,1.0,2,100,161.74623107118387,161.74623107118387,-6.88156067172345,500,12.36934,0.005,-6.88156067172345,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,26.53,-6.462325,-11.399404,1.0
-5.982799903927462,5.4391416e-20,1.0,2,100,181.42535098237104,181.42535098237104,-5.982799903927462,500,12.724852,0.0033333334,-5.982799903927462,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,26.67,-6.3024836,-10.690379,1.0
-5.14673574372855,5.434597e-20,1.0,2,100,143.3047652096113,143.3047652096113,-5.14673574372855,500,12.536338,0.0025,-5.14673574372855,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,24.25,-6.0135465,-9.907238,1.0
-3.4628153341290537,0.0018726074,35.15848,1,100,27.27328324167818,27.27328324167818,-3.4628153341290537,500,7.8828893,0.96768826,-3.4628153341290537,5.499274e-06,0.0019999999,17011.225,578691.2,1.6759506,1.067884438137145,298.33814084793164,23.69,7.7573295,3.2487774,0.09667306
-3.9337008401353626,3.5044917e-18,1.0,2,100,32.95644562711796,32.95644562711796,-3.9337008401353626,500,5.7119946,0.01,-3.9337008401353626,0.01,0.009999998,1.0,,1.0,100.0,500.0,21.13,-3.9337006,-5.925774,1.0
-3.5177877558106054,2.179301e-19,1.0,2,100,47.35099131627525,47.35099131627525,-3.5177877558106054,500,6.308362,0.005,-3.5177877558106054,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,23.18,-3.7257442,-5.679557,1.0
-4.675942218292975,5.4391416e-20,1.0,2,100,71.70689844867564,71.70689844867564,-4.675942218292975,500,7.098887,0.0033333334,-4.675942218292975,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,24.61,-4.042477,-6.976743,1.0
-5.4155306385830695,5.434597e-20,1.0,2,100,181.8705945959396,181.8705945959396,-5.4155306385830695,500,9.119326,0.0025,-5.4155306385830695,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,26.77,-4.3857403,-7.3045382,1.0
-5.308948709691792,0.0019862624,266.28336,1,100,104.43385865130514,104.43385865130514,-5.308948709691792,500,4.546533,0.99656653,-5.308948709691792,1.2132341e-07,0.0019999999,132684.53,35209890.0,2.392274,1.0069025095612705,209.0061674774495,24.94,56.005623,51.405144,0.016153201
-6.127911578598587,3.5044917e-18,1.0,2,100,108.02478882413311,108.02478882413311,-6.127911578598587,500,10.3414,0.01,-6.127911578598587,0.01,0.009999998,1.0,,1.0,100.0,500.0,24.97,-6.127912,-11.995904,1.0
-5.316977573076125,2.179301e-19,1.0,2,100,294.21097570308774,294.21097570308774,-5.316977573076125,500,14.116342,0.005,-5.316977573076125,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,24.84,-5.7224445,-14.945569,1.0
-4.857516885091588,5.4391416e-20,1.0,2,100,75.91155795251002,75.91155795251002,-4.857516885091588,500,12.57237,0.0033333334,-4.857516885091588,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,27.78,-5.434135,-12.964785,1.0
-5.33724504028149,5.434597e-20,1.0,2,100,105.86625717882815,105.86625717882815,-5.33724504028149,500,12.031293,0.0025,-5.33724504028149,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,24.35,-5.4099126,-11.931646,1.0
-3.7536663448237344,0.0019524725,81.91161,1,100,46.3250935295994,46.3250935295994,-3.7536663448237344,500,11.526575,0.9880705,-3.7536663448237344,1.4384955e-06,0.002,40467.227,3275035.0,1.6867379,1.0242924224938659,296.43016942858924,23.08,38.23494,30.65908,0.058914747
-5.079252256066704,3.5044917e-18,1.0,2,100,75.33082961196355,75.33082961196355,-5.079252256066704,500,8.635827,0.01,-5.079252256066704,0.01,0.009999998,1.0,,1.0,100.0,500.0,24.82,-5.0792522,-8.382183,1.0
-3.1901197205047542,2.179301e-19,1.0,2,100,106.68503003335901,106.68503003335901,-3.1901197205047542,500,9.538871,0.005,-3.1901197205047542,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,25.08,-4.134686,-9.125974,1.0
-5.160599539314484,5.4391416e-20,1.0,2,100,108.18146003349881,108.18146003349881,-5.160599539314484,500,9.828215,0.0033333334,-5.160599539314484,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,24.62,-4.476658,-8.552027,1.0
-5.375907116074468,5.434597e-20,1.0,2,100,158.4279310792204,158.4279310792204,-5.375907116074468,500,10.573925,0.0025,-5.375907116074468,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,25.14,-4.7014694,-8.930649,1.0
-3.882471100492609,0.0018982161,41.01935,1,100,76.90235653127968,76.90235653127968,-3.882471100492609,500,16.464823,0.9742727,-3.882471100492609,2.4493797e-06,0.0020000006,19982.016,798478.3,1.8896604,1.0535077392076764,264.59781397737265,26.25,25.131626,19.931751,0.05023598
-6.145024595948286,3.5044917e-18,1.0,2,100,136.0691043385781,136.0691043385781,-6.145024595948286,500,11.606395,0.01,-6.145024595948286,0.01,0.009999998,1.0,,1.0,100.0,500.0,28.0,-6.1450243,-11.871804,1.0
-4.194668275195522,2.179301e-19,1.0,2,100,135.8580473167345,135.8580473167345,-4.194668275195522,500,11.642805,0.005,-4.194668275195522,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,26.92,-5.1698465,-9.868391,1.0
-4.340964764285609,5.4391416e-20,1.0,2,100,72.46667222567642,72.46667222567642,-4.340964764285609,500,10.697505,0.0033333334,-4.340964764285609,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,23.55,-4.893553,-8.7298975,1.0
-6.1283776415969555,5.434597e-20,1.0,2,100,183.6390120242949,183.6390120242949,-6.1283776415969555,500,11.470137,0.0025,-6.1283776415969555,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,26.58,-5.202259,-9.090292,1.0
-4.479614144506029,0.0018281478,23.011868,1,100,137.90006202331915,137.90006202331915,-4.479614144506029,500,11.292889,0.956159,-4.479614144506029,9.066333e-06,0.002,11001.502,242022.1,1.438235,1.0937980493055366,347.64832210092345,24.46,7.7368326,3.5663152,0.10431663
-6.337781214606622,3.5044917e-18,1.0,2,100,397.0839858448679,397.0839858448679,-6.337781214606622,500,19.82708,0.01,-6.337781214606622,0.01,0.009999998,1.0,,1.0,100.0,500.0,33.47,-6.337781,-17.823204,1.0
-4.853322850068131,2.179301e-19,1.0,2,100,82.76468849030537,82.76468849030537,-4.853322850068131,500,15.429711,0.005,-4.853322850068131,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,23.64,-5.595552,-13.716972,1.0
-4.109639175719684,5.4391416e-20,1.0,2,100,126.36703785764009,126.36703785764009,-4.109639175719684,500,14.17424,0.0033333334,-4.109639175719684,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,27.46,-5.100248,-11.7313595,1.0
-5.141389006124737,5.434597e-20,1.0,2,100,160.00868809906046,160.00868809906046,-5.141389006124737,500,13.794358,0.0025,-5.141389006124737,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,26.74,-5.1105328,-10.853245,1.0
-4.069327844989754,0.0018575821,26.9752,1,100,71.95277573244537,71.95277573244537,-4.069327844989754,500,14.743505,0.96380985,-4.069327844989754,7.781894e-06,0.002,12999.482,337922.72,1.5931234,1.076503332469828,313.8488761821981,26.31,14.654186,8.171026,0.10495908
-6.5739104655835305,3.5044917e-18,1.0,2,100,534.5366059699148,534.5366059699148,-6.5739104655835305,500,23.004156,0.01,-6.5739104655835305,0.01,0.009999998,1.0,,1.0,100.0,500.0,24.44,-6.5739107,-25.616074,1.0
-3.7382125838188136,2.179301e-19,1.0,2,100,147.44863068490233,147.44863068490233,-3.7382125838188136,500,18.42805,0.005,-3.7382125838188136,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,29.33,-5.156062,-18.620905,1.0
-4.4223067898199675,5.4391416e-20,1.0,2,100,152.978823008041,152.978823008041,-4.4223067898199675,500,16.643257,0.0033333334,-4.4223067898199675,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,27.44,-4.9114766,-15.905474,1.0
-4.17691364483408,5.434597e-20,1.0,2,100,92.02982230965898,92.02982230965898,-4.17691364483408,500,15.186409,0.0025,-4.17691364483408,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,26.48,-4.7278357,-14.248918,1.0
-4.506262814919774,0.0018774631,30.79951,1,100,211.62130597243495,211.62130597243495,-4.506262814919774,500,20.246355,0.9689432,-4.506262814919774,6.3312164e-06,0.0019999999,14921.487,445244.84,1.6823158,1.0651284078398073,297.2093540041133,25.07,25.992622,14.947131,0.09749918
-4.660270990235406,3.5044917e-18,1.0,2,100,70.41927947599402,70.41927947599402,-4.660270990235406,500,8.349556,0.01,-4.660270990235406,0.01,0.009999998,1.0,,1.0,100.0,500.0,26.51,-4.660271,-9.504708,1.0
