VanillaAvgRet,VarNormIw,AvgVanillaIw,IterType,EpsThisIter,VarDiscRet,VarRet,AvgDiscRet,BatchSize,VarJ,MaxNormIw,AvgRet,MinNormIw,AvgNormIw,MaxVanillaIw,VarVanillaIw,eRenyi2,ESSClassic,ESSRenyi,AvgEpLen,J,Bound,MinVanillaIw
-4.491752612990802,2.179301e-19,1.0,2,100,249.12880845395014,249.12880845395014,-4.491752612990802,500,12.577099,0.005,-4.491752612990802,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,28.19,-4.5760117,-13.107087,1.0
-2.840605846388846,5.4391416e-20,1.0,2,100,57.42827985103101,57.42827985103101,-2.840605846388846,500,11.183747,0.0033333334,-2.840605846388846,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,25.3,-3.9975433,-10.963137,1.0
-4.479563556453115,5.434597e-20,1.0,2,100,90.93918169827256,90.93918169827256,-4.479563556453115,500,10.786944,0.0025,-4.479563556453115,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,28.5,-4.1180477,-10.150429,1.0
-4.433491158909908,0.0019689435,116.53291,1,100,124.48846402645579,124.48846402645579,-4.433491158909908,500,7.6072507,0.99222106,-4.433491158909908,1.3521505e-06,0.0020000003,57813.207,6684525.0,1.946989,1.0157411350761536,256.8067845957466,30.87,39.770718,32.242096,0.078785025
-3.7755310162581117,3.5044917e-18,1.0,2,100,107.79605168260336,107.79605168260336,-3.7755310162581117,500,10.330445,0.01,-3.7755310162581117,0.01,0.009999998,1.0,,1.0,100.0,500.0,26.96,-3.7755308,-8.726732,1.0
-3.6088841229346516,2.179301e-19,1.0,2,100,162.57114864525556,162.57114864525556,-3.6088841229346516,500,11.568867,0.005,-3.6088841229346516,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,27.03,-3.6922076,-9.549439,1.0
-4.433459355730829,5.4391416e-20,1.0,2,100,78.56524296289511,78.56524296289511,-4.433459355730829,500,10.736593,0.0033333334,-4.433459355730829,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,30.03,-3.9392917,-8.721702,1.0
-5.045577667124481,5.434597e-20,1.0,2,100,147.86820666930686,147.86820666930686,-5.045577667124481,500,11.103272,0.0025,-5.045577667124481,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,27.05,-4.215863,-8.357552,1.0
-10.630028221676179,0.0019821944,194.67491,1,100,626.6571740113089,626.6571740113089,-10.630028221676179,500,4.936045,0.99554753,-10.630028221676179,9.97022e-07,0.0020000003,96904.06,18780460.0,1.7032665,1.008964738009291,293.553592218944,35.84,44.530243,37.180824,0.09704758
-6.909789765133545,3.5044917e-18,1.0,2,100,400.67758668833324,400.67758668833324,-6.909789765133545,500,19.916597,0.01,-6.909789765133545,0.01,0.009999998,1.0,,1.0,100.0,500.0,31.58,-6.9097896,-17.777374,1.0
-5.556366523892839,2.179301e-19,1.0,2,100,214.54423519133164,214.54423519133164,-5.556366523892839,500,17.46404,0.005,-5.556366523892839,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,30.07,-6.233078,-13.917621,1.0
-1.8898074326178493,5.4391416e-20,1.0,2,100,49.68085292993235,49.68085292993235,-1.8898074326178493,500,14.963795,0.0033333334,-1.8898074326178493,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,26.84,-4.7853217,-11.059724,1.0
-6.322023995578268,5.434597e-20,1.0,2,100,526.797426226023,526.797426226023,-6.322023995578268,500,17.28472,0.0025,-6.322023995578268,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,29.36,-5.1694965,-14.311287,1.0
-5.244666319381075,0.0018623535,29.863375,1,100,262.6010654706201,262.6010654706201,-5.244666319381075,500,15.710066,0.9650444,-5.244666319381075,1.1446115e-05,0.0019999999,14409.741,415221.6,1.3779237,1.073751475381242,362.8647872082909,30.22,16.14432,6.5461407,0.17090982
-6.842306408765033,3.5044917e-18,1.0,2,100,375.3976885100776,375.3976885100776,-6.842306408765033,500,19.278063,0.01,-6.842306408765033,0.01,0.009999998,1.0,,1.0,100.0,500.0,34.67,-6.8423066,-16.291933,1.0
-4.516161306351085,2.179301e-19,1.0,2,100,301.00022448826945,301.00022448826945,-4.516161306351085,500,18.33493,0.005,-4.516161306351085,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,38.77,-5.6792336,-12.361129,1.0
-6.247233422817594,5.4391416e-20,1.0,2,100,298.685027708336,298.685027708336,-6.247233422817594,500,17.96527,0.0033333334,-6.247233422817594,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,31.83,-5.868567,-12.736994,1.0
-7.488845615299805,5.434597e-20,1.0,2,100,551.0291139054827,551.0291139054827,-7.488845615299805,500,19.466255,0.0025,-7.488845615299805,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,36.91,-6.2736363,-12.8011,1.0
-3.6840453462089515,0.0019605712,101.7642,1,100,144.2841464530842,144.2841464530842,-3.6840453462089515,500,13.430179,0.9901134,-3.6840453462089515,1.7586163e-06,0.0019999999,50379.047,5075894.5,1.9185362,1.0200698671198833,260.6153606023867,33.49,57.667236,49.58048,0.08948209
-4.979925840808219,3.5044917e-18,1.0,2,100,341.40817597935677,341.40817597935677,-4.979925840808219,500,18.384617,0.01,-4.979925840808219,0.01,0.009999998,1.0,,1.0,100.0,500.0,35.06,-4.9799256,-13.30504,1.0
-6.103347524064325,2.179301e-19,1.0,2,100,551.5037098786795,551.5037098786795,-6.103347524064325,500,21.031094,0.005,-6.103347524064325,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,36.48,-5.541637,-15.067831,1.0
-6.019778892432498,5.4391416e-20,1.0,2,100,603.1436479908326,603.1436479908326,-6.019778892432498,500,22.225199,0.0033333334,-6.019778892432498,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,36.3,-5.701018,-16.859451,1.0
-4.472938005499863,5.434597e-20,1.0,2,100,335.2679099405775,335.2679099405775,-4.472938005499863,500,21.300966,0.0025,-4.472938005499863,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,33.81,-5.393998,-15.057487,1.0
-3.669829218850065,0.001980813,220.19577,1,100,213.20034101874404,213.20034101874404,-3.669829218850065,500,10.329967,0.99520123,-3.669829218850065,5.6666534e-07,0.002,109569.55,24010510.0,1.9319978,1.0096669533138034,258.79946975252074,31.92,92.9337,80.919846,0.062388655
-5.193799152512218,3.5044917e-18,1.0,2,100,209.44204008367902,209.44204008367902,-5.193799152512218,500,14.399569,0.01,-5.193799152512218,0.01,0.009999998,1.0,,1.0,100.0,500.0,29.68,-5.193799,-13.079306,1.0
-4.954683943327413,2.179301e-19,1.0,2,100,232.09893251780952,232.09893251780952,-4.954683943327413,500,14.784352,0.005,-4.954683943327413,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,32.62,-5.0742416,-10.650137,1.0
-4.167559999388761,5.4391416e-20,1.0,2,100,130.38076683264552,130.38076683264552,-4.167559999388761,500,13.745049,0.0033333334,-4.167559999388761,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,31.44,-4.7720146,-9.324715,1.0
-4.858354209291888,5.434597e-20,1.0,2,100,731.5063237367652,731.5063237367652,-4.858354209291888,500,17.965078,0.0025,-4.858354209291888,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,37.27,-4.793599,-11.564618,1.0
-4.5018475612280096,0.0019809061,187.64786,1,100,217.09461954839375,217.09461954839375,-4.5018475612280096,500,11.868484,0.9952246,-4.5018475612280096,4.7198884e-07,0.0019999999,93375.88,17437780.0,2.4087777,1.009619653307363,207.5741556144987,30.14,108.071815,98.67248,0.04428385
-6.030114498367763,3.5044917e-18,1.0,2,100,563.1373919986405,563.1373919986405,-6.030114498367763,500,23.611563,0.01,-6.030114498367763,0.01,0.009999998,1.0,,1.0,100.0,500.0,41.49,-6.0301147,-19.76379,1.0
-3.762412842992875,2.179301e-19,1.0,2,100,177.1055478935722,177.1055478935722,-3.762412842992875,500,19.175657,0.005,-3.762412842992875,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,38.97,-4.8962636,-14.607439,1.0
-4.288679808252632,5.4391416e-20,1.0,2,100,124.72266936925654,124.72266936925654,-4.288679808252632,500,16.922699,0.0033333334,-4.288679808252632,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,30.29,-4.693736,-12.622877,1.0
-4.415961811311148,5.434597e-20,1.0,2,100,247.85793243736612,247.85793243736612,-4.415961811311148,500,16.617538,0.0025,-4.415961811311148,0.0025,0.0024999997,1.0,,1.0,400.0,500.0,37.7,-4.6242924,-11.491131,1.0
-4.786814113879623,0.0019781506,169.10481,1,100,239.93148965069608,239.93148965069608,-4.786814113879623,500,8.401553,0.99453354,-4.786814113879623,1.02452404e-07,0.0019999999,84090.2,14142016.0,2.2939508,1.0110232431639323,217.96457048865528,33.63,67.14194,57.83956,0.008662597
-6.638379818086696,3.5044917e-18,1.0,2,100,494.44730475297473,494.44730475297473,-6.638379818086696,500,22.12471,0.01,-6.638379818086696,0.01,0.009999998,1.0,,1.0,100.0,500.0,39.15,-6.638379,-17.01965,1.0
-1.7987047889393013,2.179301e-19,1.0,2,100,238.14810853662937,238.14810853662937,-1.7987047889393013,500,19.196102,0.005,-1.7987047889393013,0.005,0.0049999994,1.0,,1.0,200.00000010221265,500.0,35.13,-4.218542,-11.559208,1.0
-5.414392241466411,5.4391416e-20,1.0,2,100,283.2513505574532,283.2513505574532,-5.414392241466411,500,18.424194,0.0033333334,-5.414392241466411,0.0033333334,0.0033333336,1.0,,1.0,299.999969473632,500.0,33.85,-4.6171594,-11.262566,1.0
