VarRet,MinVanillaIw,VarDiscRet,MaxNormIw,ESSClassic,eRenyi2,VanillaAvgRet,J,MinNormIw,VarVanillaIw,BatchSize,ESSRenyi,AvgDiscRet,VarNormIw,MaxVanillaIw,AvgRet,AvgNormIw,VarJ,Bound,AvgEpLen,AvgVanillaIw
21880.12319856383,,21880.12319856383,0.9154372,1.192296807592083,27.880024,110.84259259337018,1028.237,,38.630535,100,3.5867974918797505,110.84259259337018,0.008370884,62.188248,110.84259259337018,0.010000002,780.39996,535.0326,12.09,0.6793284
60657.57436168797,,60657.57436168797,0.66625655,2.0784859464341343,32.31286,224.0950122705624,1387.4467,,27.239796,100,3.094743219565222,224.0950122705624,0.0047587818,50.407528,224.0950122705624,0.009999999,3142.6558,521.6246,23.42,0.7565784
559769.4539109678,3.4930576e-24,559769.4539109678,0.7321489,1.831156269366488,19.420845,514.251714057172,4162.667,1.661696e-26,239.28821,100,5.149106531491097,514.251714057172,0.005415183,153.90529,514.251714057172,0.01,6537.0566,2308.1943,52.43,2.1021037
635998.0206337031,6.881022e-17,635998.0206337031,0.7358065,1.8172029246678851,19.771467,1373.6803208907515,3710.273,5.081376e-19,100.078316,100,5.057793584240238,1373.6803208907515,0.005457539,99.64035,1373.6803208907515,0.01,4579.756,2097.3535,138.38,1.3541651
1045547.5511434234,1.2590998e-06,1045547.5511434234,0.6782952,2.160093172627569,6.727784,2535.402506763999,4353.1934,4.493855e-09,359.16217,100,14.863734874570369,2535.402506763999,0.004575182,190.04648,2535.402506763999,0.01,4445.103,3261.6968,254.51,2.8018255
1564517.9398316403,9.554485e-09,1564517.9398316403,0.07627539,24.143379094902794,4.3377023,3365.8112920636345,4777.5215,7.4560864e-11,5.2113824,100,23.05367996138431,3365.8112920636345,0.00031736583,9.774191,3365.8112920636345,0.01,564.1211,3901.093,337.36,1.2814343
958200.7243644019,0.018503759,958200.7243644019,0.02466579,70.2058381949837,1.4525013,4619.482017626267,4912.223,0.000170867,0.5027205,100,68.84675435866527,4619.482017626267,4.2866995e-05,2.671141,4619.482017626267,0.01,282.29242,4405.0635,462.19,1.0829334
229728.9609172608,0.14624323,229728.9609172608,0.014510214,90.43085472588707,1.1062164,4905.53072658054,4964.0645,0.0014629278,0.106813654,100,90.39822337476033,4905.53072658054,1.0688605e-05,1.45053,4905.53072658054,0.01,148.60541,4521.469,490.65,0.9996613
142911.30692792017,0.2172091,142911.30692792017,0.012476486,95.59503180071479,1.0399859,4962.1279557837715,4991.6943,0.0021803533,0.04619281,100,96.15515024356851,4962.1279557837715,4.6544906e-06,1.2429208,4962.1279557837715,0.01,82.67667,4562.553,496.23,0.9962106
123232.98797492463,0.2831895,123232.98797492463,0.013610824,94.26429774245223,1.0527964,4941.432826130823,4973.4756,0.0028575605,0.060362622,100,94.985130492048,4941.432826130823,6.1461715e-06,1.3488576,4941.432826130823,0.01,123.98339,4541.699,494.23,0.99101835
