Var_J,Step_size,J_hat,DiscEpRewMean,EpisodesSoFar,EpLenMean,SampleRenyi2,EpThisIter,TimestepsSoFar,TimeElapsed,entropy,entloss,meankl,surrgain,optimgain,EpRewMean,ev_tdlam_before
2.6395320892333984,1.0,8.023933410644531,0.851687475827,100,500.0,46651.7,100,50000,69.83213996887207,2.83912,,0.00877026,0.0185126,0.0185126,1.40311219424,-0.0182344913483
0.5231637954711914,1.0,14.097051620483398,5.36891086614,200,500.0,1570.56,100,100000,156.8717942237854,2.83181,,0.00962861,0.0239818,0.0239818,7.40515809407,0.557101905346
0.7837234139442444,1.0,14.820572853088379,11.367676121,300,500.0,267.8,100,150000,214.3271999359131,2.80985,,0.0096021,0.0218696,0.0218696,17.5951138919,0.699930459261
0.8675703406333923,1.0,21.412269592285156,16.638975503,400,500.0,434.432,100,200000,271.537220954895,2.79597,,0.00855904,0.0135181,0.0135181,24.410101783,0.764222070575
0.33217674493789673,1.0,22.70763397216797,19.4416097,500,500.0,51800.6,100,250000,319.7739884853363,2.77073,,0.007764,0.00747631,0.00747631,25.8789688566,0.757127925754
0.13898921012878418,1.0,22.18691635131836,20.8700046445,600,500.0,25369.3,100,300000,386.6328899860382,2.74321,,0.00738072,0.00485302,0.00485302,25.8361326234,0.696207880974
0.10998956114053726,1.0,24.505346298217773,22.5344941429,700,500.0,268.981,100,350000,450.2829716205597,2.7278,,0.00670444,0.00332262,0.00332262,26.8105720439,0.68666100502
0.3295772075653076,1.0,22.854019165039062,22.9006465427,800,500.0,69.6402,100,400000,524.7251844406128,2.69331,,0.00642432,0.00444355,0.00444355,26.9839729297,0.695906847715
0.30388349294662476,1.0,25.200878143310547,23.8969492245,900,500.0,2138.87,100,450000,590.1064882278442,2.62719,,0.00721385,0.0034108,0.0034108,27.3352965488,0.692844003439
0.04677935317158699,1.0,24.743730545043945,24.594608887,1000,500.0,232.154,100,500000,646.4773261547089,2.62599,,0.00671802,0.00258809,0.00258809,27.5673161607,0.704832971096
0.568523108959198,1.0,25.314420700073242,24.8265796296,1100,500.0,38.3519,100,550000,704.560818195343,2.6631,,0.00631422,0.0040527,0.0040527,27.6401549238,0.731573969126
0.6697334051132202,1.0,25.983875274658203,24.4287968842,1200,500.0,26.4296,100,600000,754.3241376876831,2.6885,,0.00543989,0.00659807,0.00659807,28.1016923483,0.721609026194
0.08366815745830536,1.0,24.937938690185547,24.480002751,1300,500.0,19.8228,100,650000,826.8968975543976,2.69064,,0.00550286,0.00370564,0.00370564,27.5587619121,0.747456729412
0.12070447951555252,1.0,25.228172302246094,24.927287532,1400,500.0,9405.61,100,700000,893.8665392398834,2.68555,,0.00660461,0.00324983,0.00324983,28.1531364772,0.752675876021
0.3298380970954895,1.0,25.376602172851562,24.5851095573,1500,500.0,2527.08,100,750000,972.8210196495056,2.63672,,0.00693265,0.00432534,0.00432534,26.7284999474,0.783582434058
0.07122360169887543,1.0,25.599565505981445,24.8628453274,1600,500.0,8.55801,100,800000,1034.7926905155182,2.63648,,0.00597633,0.00494142,0.00494142,27.2619421739,0.792161628604
0.06417403370141983,1.0,25.958580017089844,25.0164786898,1700,500.0,324.854,100,850000,1095.9461693763733,2.63471,,0.00625732,0.00446762,0.00446762,28.0084752676,0.792656004429
0.06598663330078125,1.0,26.33316421508789,25.417481161,1800,500.0,3554.87,100,900000,1149.6157128810883,2.67261,,0.00684287,0.00531308,0.00531308,28.9671248968,0.790849357843
0.0498836375772953,1.0,26.131616592407227,25.6247783754,1900,500.0,8.55822e+11,100,950000,1217.9766075611115,2.65939,,0.00576953,0.00526963,0.00526963,30.6903444202,0.775150373578
0.09976789355278015,1.0,26.6140079498291,25.9990611365,2000,500.0,11980.0,100,1000000,1285.5899879932404,2.67891,,0.0052466,0.00372726,0.00372726,31.6412609611,0.776814043522
0.042569637298583984,1.0,26.366680145263672,26.2379851702,2100,500.0,504.2,100,1050000,1367.7548668384552,2.65015,,0.00722933,0.00474567,0.00474567,32.1243859219,0.78509414196
0.2556161880493164,1.0,28.233224868774414,27.2323554029,2200,500.0,3207.87,100,1100000,1441.8370163440704,2.6516,,0.00651125,0.00439985,0.00439985,34.0236043386,0.787043660879
0.056378766894340515,1.0,27.444623947143555,27.2885039289,2300,500.0,1398.54,100,1150000,1506.747267961502,2.63844,,0.0069012,0.00430074,0.00430074,35.2302048214,0.805274188519
0.49993178248405457,1.0,26.62023162841797,27.5833565729,2400,500.0,1189.54,100,1200000,1573.7002522945404,2.59105,,0.00712597,0.00380002,0.00380002,36.204535064,0.785524263978
0.14036129415035248,1.0,27.99542999267578,27.438198001,2500,500.0,400.987,100,1250000,1646.2884027957916,2.57208,,0.00594518,0.00413889,0.00413889,35.3019787919,0.802334830165
0.3741012513637543,1.0,28.556865692138672,27.6596388924,2600,500.0,52.9218,100,1300000,1729.4530789852142,2.55884,,0.00694446,0.00424052,0.00424052,35.8884553596,0.819240689278
0.6081334352493286,1.0,27.285783767700195,27.9324315166,2700,500.0,220.947,100,1350000,1802.5029294490814,2.54394,,0.0069717,0.00474298,0.00474298,36.4030720923,0.794360175729
0.12322426587343216,1.0,27.852018356323242,28.193595526,2800,500.0,833.558,100,1400000,1867.6124560832977,2.53906,,0.00627374,0.00409079,0.00409079,38.0518709205,0.813698813319
