NatGrad2Norm,BatchSize,AvgEpLen,NatGradInftyNorm,J,VarJ,AvgRet,StepSize
23396001202.813465,100,116.87,23396001202.81346,1159.9608293705771,3470.922744999076,1159.9608293705771,4.274234692207769e-11
486790658636.09875,100,128.67,486790658636.09875,1278.527801024304,3535.6219521419243,1278.527801024304,2.054271137416283e-12
10836720330926.004,100,116.85,10836720330926.004,1160.7064221190267,4536.18256652673,1160.7064221190267,9.227884170325815e-14
323203692085.36,100,113.85,323203692085.36,1129.9591621387103,3670.742854519543,1129.9591621387103,3.094024061259468e-12
847466271151.9468,100,130.18,847466271151.9468,1294.1857032296093,3997.3738295013623,1294.1857032296093,1.1799879641707943e-12
66132602229.918846,100,124.16,66132602229.918846,1233.788879974389,4049.0553048307106,1233.788879974389,1.5121134905947995e-11
1722603725140.654,100,131.33,1722603725140.654,1305.1434749017585,3052.7614366627913,1305.1434749017585,5.805165665239392e-13
289618392032.9937,100,127.41,289618392032.9937,1266.3450081720634,3817.7950079527423,1266.3450081720634,3.452819390993921e-12
139777086468.98938,100,142.71,139777086468.98938,1420.3705129775406,3166.4375876203057,1420.3705129775406,7.154248419835662e-12
7938328559.092615,100,120.72,7938328559.092601,1199.0229485086527,3341.388374181994,1199.0229485086527,1.2597110242490447e-10
512263309.0977502,100,123.42,512263309.0974145,1226.2896120936703,3673.6037337242683,1226.2896120936703,1.952121071800557e-09
231921876.115426,100,124.69,231921876.114995,1238.4483506890192,3955.6689299903537,1238.4483506890192,4.3117967858379455e-09
2437753403.790963,100,134.37,2437753403.790918,1336.2398087152374,3400.3433310984124,1336.2398087152374,4.102137642162225e-10
252346445.29170308,100,113.04,252346445.29132098,1121.9810663246053,3604.9911135873554,1121.9810663246053,3.962805970355704e-09
1909160113.986745,100,121.72,1909160113.9866545,1209.6910567490413,4333.393870379087,1209.6910567490413,5.237905363064498e-10
71830075.32859436,100,133.09,71830075.32739599,1322.8357959594578,3444.0652061326523,1322.8357959594578,1.3921745110601557e-08
31048364.019738276,100,123.65,31048364.016282342,1228.4717486627164,3513.086964799922,1228.4717486627164,3.22078161465858e-08
2139610.161533301,100,116.26,2139610.104466533,1154.278156871004,3632.554634569684,1154.278156871004,4.673748601396497e-07
226081.75545355678,100,121.84,226081.23676015763,1210.1672977813012,3796.9622611394648,1210.1672977813012,4.4231786770844796e-06
3680592.7422510423,100,119.49,3680592.6898003616,1187.192798586399,4277.114725931051,1187.192798586399,2.716953681184521e-07
34436492.55792014,100,132.8,34436492.55429299,1320.2590064427031,3751.012833266639,1320.2590064427031,2.90389620347676e-08
234039145.390071,100,120.15,234039145.38942814,1193.7756561938907,4133.528517697767,1193.7756561938907,4.272789487131773e-09
80820425.51370569,100,125.35,80820425.51126684,1244.9420724269899,3097.5807533247066,1244.9420724269899,1.2373109812820993e-08
4595553463.293497,100,129.01,4595553463.293467,1282.4549804680316,3735.222076319924,1282.4549804680316,2.1760164645834185e-10
51774344744.07564,100,118.07,51774344744.07564,1172.3324863005196,3523.144106344249,1172.3324863005196,1.9314585340347094e-11
400899327200.97784,100,116.33,400899327200.97784,1155.4045356467025,3982.0949478292077,1155.4045356467025,2.4943918139794796e-12
331005912787.0427,100,130.29,331005912787.0427,1295.5813974337,3867.2365804014867,1295.5813974337,3.021094069226987e-12
31458581997099.277,100,122.57,31458581997099.277,1218.1895506926533,3812.656966525098,1218.1895506926533,3.178782820192619e-14
356581719601441.2,100,132.07,356581719601441.2,1313.4602327092982,4012.5949347634555,1313.4602327092982,2.8044062413455206e-15
2025344465885298.2,100,124.76,2025344465885298.2,1239.5682194282085,3796.601303923767,1239.5682194282085,4.93743171516698e-16
163576693806395.12,100,124.42,163576693806395.12,1236.1634008688022,3947.136999166547,1236.1634008688022,6.11334033431176e-15
1596823850581714.8,100,126.29,1596823850581714.8,1255.274698445065,3571.8345869670034,1255.274698445065,6.262431511376193e-16
171557512765014.66,100,136.42,171557512765014.66,1357.2601563958242,3661.72533130927,1357.2601563958242,5.828949043867975e-15
15941496871011.146,100,124.72,15941496871011.146,1238.955021383511,3461.883594379374,1238.955021383511,6.272936651378406e-14
2560933100953.0464,100,117.48,2560933100953.0464,1166.375157366317,3876.4485029370576,1166.375157366317,3.9048267197134195e-13
163774662345.40933,100,134.02,163774662345.40933,1332.5297262455456,3514.301126387559,1332.5297262455456,6.1059506133552436e-12
5404507171908.076,100,126.21,5404507171908.076,1254.6673432862187,4012.4557917257225,1254.6673432862187,1.8503074715079844e-13
1093194217411.2517,100,115.99,1093194217411.2517,1151.1605839027343,3336.3861816537074,1151.1605839027343,9.147505393580098e-13
517204983141.43225,100,115.32,517204983141.43225,1144.3509784283676,3591.351372067883,1144.3509784283676,1.933469383698001e-12
25492586894833.88,100,129.02,25492586894833.88,1282.6952351529721,3732.7871112999665,1282.6952351529721,3.9227089982094044e-14
6879256509976.602,100,136.35,6879256509976.602,1355.9539385865303,3526.624717694798,1355.9539385865303,1.4536454608862975e-13
20433788742503.43,100,128.59,20433788742503.43,1278.4779375275994,3918.0597310933254,1278.4779375275994,4.893855038835474e-14
1867792653588.1233,100,121.28,1867792653588.1233,1204.2587750861712,3567.4814939309354,1204.2587750861712,5.353913337644572e-13
993414514379.2391,100,117.12,993414514379.2391,1162.6659160490358,3480.292408926863,1162.6659160490358,1.0066291417383568e-12
62696016678.12997,100,119.92,62696016678.12997,1190.6664769015892,3592.486006867297,1190.6664769015892,1.594997661707632e-11
614925413216.0084,100,123.21,614925413216.0084,1224.0565651592287,3650.8455331047694,1224.0565651592287,1.626213486234182e-12
41481996163.33385,100,118.19,41481996163.33385,1173.6441421209158,3752.231250376092,1173.6441421209158,2.4106843751263476e-11
16005791101.393684,100,118.66,16005791101.393677,1178.1569020565994,4009.0090738467698,1178.1569020565994,6.247738669492732e-11
55871738235.608765,100,131.02,55871738235.608765,1302.4148705067391,3406.280269059239,1302.4148705067391,1.789813654594103e-11
368770119562.62994,100,127.12,368770119562.62994,1263.3425517370995,3751.7982701165442,1263.3425517370995,2.711716451392601e-12
18572170796.06627,100,105.69,18572170796.06626,1047.8799989270437,3680.9390831653977,1047.8799989270437,5.384400191989446e-11
399640902332.6971,100,129.2,399640902332.6971,1284.1562762249803,3713.527439978993,1284.1562762249803,2.5022463770925776e-12
1833657341511.128,100,123.8,1833657341511.128,1230.0642159044928,3667.4155452241534,1230.0642159044928,5.453581633610422e-13
212434427363.7556,100,121.22,212434427363.7556,1204.1794671217551,3601.7024864228065,1204.1794671217551,4.707334928757477e-12
32829616126.18331,100,120.09,32829616126.183304,1192.9869511999934,4070.2863342640094,1192.9869511999934,3.046030133756113e-11
477150428.63028675,100,134.15,477150428.630034,1334.0662494420633,3415.6598372727112,1334.0662494420633,2.0957751266631174e-09
56466621149.21125,100,121.27,56466621149.21125,1204.7393497653259,4035.3349919476814,1204.7393497653259,1.7709577439697194e-11
2851669651.3593054,100,119.02,2851669651.3592105,1181.5586371009379,3839.4102311556026,1181.5586371009379,3.506717545362697e-10
42779092461.73287,100,126.53,42779092461.73287,1257.363235875737,3611.716044918219,1257.363235875737,2.337590496793565e-11
1807978189.4028316,100,119.83,1807978189.4027512,1190.474203521807,4256.899696176869,1190.474203521807,5.531040174385601e-10
1149441443.1042712,100,125.0,1149441443.1041443,1242.6886212916859,4171.190137870976,1242.6886212916859,8.699877718862494e-10
9663112760.11462,100,121.03,9663112760.114601,1202.467674834301,4325.641105486221,1202.467674834301,1.0348632214327367e-10
434858863.2286515,100,118.95,434858863.2283284,1181.6658482199161,3995.6582917935075,1181.6658482199161,2.299596684256137e-09
8359637929.145854,100,127.48,8359637929.145832,1267.3851038996595,4112.73764216292,1267.3851038996595,1.19622405716102e-10
39558224851.45461,100,132.07,39558224851.454605,1313.8975812673755,4146.08891618576,1313.8975812673755,2.5279192980855624e-11
116983707438.07068,100,120.86,116983707438.07068,1200.7356729199053,4057.1166292983444,1200.7356729199053,8.54819890649631e-12
549936371474.5323,100,120.51,549936371474.5323,1196.976660052929,3711.2053000926594,1196.976660052929,1.8183921847517049e-12
4866414411437.951,100,114.53,4866414411437.951,1136.852477314127,3795.438250541847,1136.852477314127,2.0549010327801395e-13
17478353881065.375,100,119.09,17478353881065.375,1182.260580732685,3418.763532528829,1182.260580732685,5.721362588288813e-14
541053235383766.56,100,131.33,541053235383766.56,1305.7331177916885,3495.4139050679064,1305.7331177916885,1.8482469646276203e-15
