BatchSize,VanillaAvgRet,MinVanillaIw,AvgDiscRet,Bound,VarDiscRet,ESSRenyi,AvgVanillaIw,VarRet,eRenyi2,ESSClassic,AvgRet,AvgNormIw,VarJ,Delta,MaxNormIw,IterType,AvgEpLen,J,VarVanillaIw,MaxVanillaIw,VarNormIw,EpsThisIter,MinNormIw
100,-123.056239525,0.149823,-123.056239525,-159.157,2372.74114048,87.3435117731,0.939611,2372.74114048,1.1449,86.7620149703,-123.056239525,0.01,24.1636,0.6,0.0222319,1,38.29,-116.702,0.136067,2.08894,1.54119e-05,100,0.00159452
100,-124.064486783,0.00871411,-124.064486783,-159.985,3981.65764487,83.8300815056,0.940192,3981.65764487,1.19289,79.2217903061,-124.064486783,0.01,15.597,0.6,0.0173885,1,43.53,-112.731,0.234186,1.63486,2.64928e-05,100,9.26843e-05
100,-108.789084756,0.255738,-108.789084756,-119.811,43.6889858044,73.4386017071,1.23074,43.6889858044,1.36168,26.4305468228,-108.789084756,0.01,19.7349,0.6,0.168925,1,23.44,-105.737,4.25884,20.7903,0.000281162,100,0.00207791
100,-117.441037517,0.0167341,-117.441037517,-152.462,2449.50484182,89.3193206857,0.982951,2449.50484182,1.11958,88.4101304898,-117.441037517,0.01,16.6417,0.6,0.0174258,1,34.07,-111.033,0.12794,1.71287,1.32417e-05,100,0.000170244
100,-107.827854905,0.610594,-107.827854905,-118.117,16.6886080358,96.6048527176,1.03594,16.6886080358,1.03514,96.0522902934,-107.827854905,0.01,3.83505,0.6,0.0167979,1,17.41,-107.457,0.0445525,1.74016,4.15149e-06,100,0.00589411
100,-108.098697911,0.596416,-108.098697911,-117.809,12.7743738648,98.3059392383,0.9964,12.7743738648,1.01723,98.0296629085,-108.098697911,0.01,3.36426,0.6,0.0134525,1,18.04,-107.925,0.0201566,1.3404,2.03025e-06,100,0.00598571
100,-107.662546079,0.784811,-107.662546079,-117.438,11.4165660468,98.9974461737,0.998141,11.4165660468,1.01013,99.0654187794,-107.662546079,0.01,3.24045,0.6,0.0134172,1,16.5,-107.561,0.00949367,1.33922,9.52906e-07,100,0.00786273
100,-108.17434138,0.487764,-108.17434138,-118.893,15.7038567427,97.3900589697,1.02671,15.7038567427,1.0268,97.7082125517,-108.17434138,0.01,3.04876,0.6,0.0130809,1,17.68,-107.866,0.024975,1.34303,2.36924e-06,100,0.00475074
100,-110.229125051,0.144731,-110.229125051,-140.975,870.674462424,96.6576149861,0.986845,870.674462424,1.03458,95.7097510145,-110.229125051,0.01,5.10634,0.6,0.0124227,1,21.35,-107.67,0.0440951,1.22593,4.52786e-06,100,0.00146661
100,-106.983374367,0.740131,-106.983374367,-116.432,9.95100915728,99.1471223416,1.0121,9.95100915728,1.0086,99.0685785111,-106.983374367,0.01,3.23921,0.6,0.011698,1,18.02,-106.903,0.00972783,1.18396,9.49653e-07,100,0.00731279
100,-107.820319004,0.404438,-107.820319004,-118.134,14.992004229,97.4282004,0.987623,14.992004229,1.0264,97.0920274513,-107.820319004,0.01,3.01023,0.6,0.0129888,1,16.28,-107.505,0.029509,1.2828,3.02533e-06,100,0.00409506
100,-107.99919754,0.439621,-107.99919754,-118.641,14.553943961,97.5922475397,0.976496,14.553943961,1.02467,97.2139812921,-107.99919754,0.01,3.14146,0.6,0.0126031,1,16.55,-107.739,0.0276033,1.23068,2.89481e-06,100,0.00450202
100,-107.467975717,0.688759,-107.467975717,-117.178,8.76034495465,99.042563491,1.00223,8.76034495465,1.00967,99.1049967944,-107.467975717,0.01,2.83563,0.6,0.0115063,1,16.87,-107.373,0.0091631,1.1532,9.12231e-07,100,0.00687224
100,-107.301486515,0.759308,-107.301486515,-117.175,7.07035796709,99.73058762,1.00405,7.07035796709,1.0027,99.7750427628,-107.301486515,0.01,2.47785,0.6,0.0109368,1,15.92,-107.254,0.00229567,1.09811,2.2772e-07,100,0.00756246
100,-107.336552626,0.491924,-107.336552626,-116.704,9.42103276694,98.1472481099,1.00537,9.42103276694,1.01888,98.0539860878,-107.336552626,0.01,2.83841,0.6,0.01215,1,17.13,-107.148,0.0202626,1.22153,2.00467e-06,100,0.00489297
