VarNormIw,IterType,MaxVanillaIw,VarJ,eRenyi2,MaxNormIw,EpsThisIter,VanillaAvgRet,AvgEpLen,AvgNormIw,ESSRenyi,AvgRet,VarRet,VarDiscRet,J,MinVanillaIw,VarVanillaIw,Bound,ESSClassic,MinNormIw,BatchSize,AvgVanillaIw,AvgDiscRet
0.009998475,1,1251274.1,0.037581537,1.0361068,0.9999245,100,10.468555125555568,54.63,0.010000003,96.51514457698526,10.468555125555568,205.54971273246701,205.54971273246701,65.21073,0.1751734,15656848000.0,59.623936,1.0001510517424992,1.3998545e-07,100,12513.687,10.468555125555568
3.4723376e-05,,5.7086287,10.877724,1.0355757,0.04363729,100,10.468555125555568,54.63,0.01,193.12928145021567,10.468555125555568,205.54971273246701,135.63936116455176,9.425615,7.991854e-07,0.594251,5.13031,74.4179840100838,6.1090475e-09,200,1.3081996,9.660613803755915
0.0049993745,1,3136943.0,0.06122889,1.0431719,0.99993783,100,10.537877947957716,54.64,0.0050000013,191.72295892013952,10.537877947957716,212.9378271908987,212.9378271908987,84.60174,0.19557394,49202040000.0,79.45916,1.00012432872439,6.234151e-08,200,15685.69,10.537877947957716
3.5044917e-18,2,1.0,12.719512,1.0,0.01,100,10.578147007344667,50.85,0.009999998,200.0,10.578147007344667,163.42019897703074,163.42019897703074,10.578147,1.0,,4.3612437,100.0,0.01,200,1.0,10.578147007344667
4.9341156e-06,,5.1131554,15.1110935,1.042547,0.021533689,100,10.537877947957716,54.64,0.005,287.75681440481856,10.537877947957716,212.9378271908987,177.7442968898733,10.238354,3.187817e-07,0.27819568,4.188505,167.1712501470917,1.3425264e-09,300,1.1872456,9.403973279531279
0.0033329981,1,6136338.5,0.059702896,1.0521237,0.9999499,100,10.611096145842437,53.72,0.0033333336,285.137583868664,10.611096145842437,199.6565038385612,199.6565038385612,84.602615,0.15808207,125515460000.0,80.38574,1.000100225143908,2.5760336e-08,300,20455.486,10.611096145842437
3.5044917e-18,2,1.0,14.077725,1.0,0.01,100,12.240642183340633,51.64,0.009999998,300.0,12.240642183340633,200.1842010864478,200.1842010864478,12.240643,1.0,,7.072246,100.0,0.01,300,1.0,12.240642183340633
2.179301e-19,2,1.0,15.525187,1.0,0.005,100,13.159757465838801,53.44,0.0049999994,300.0,13.159757465838801,286.32134057793513,286.32134057793513,12.700199,1.0,,7.4767103,200.00000010221265,0.005,300,1.0,13.159757465838801
3.6190222e-06,,6.325828,21.395596,1.051445,0.017376892,100,10.611096145842437,53.72,0.0033333332,380.4288357580815,10.611096145842437,199.6565038385612,274.83984341483995,14.716606,1.6296363e-07,0.4796028,9.801115,226.47896450683865,4.4765702e-10,400,1.213456,16.756343494600873
0.0024996973,1,6624532.0,0.112754,1.0513082,0.99993956,100,13.555558942022612,53.22,0.0025,380.4783574395862,13.555558942022612,354.26571163727374,354.26571163727374,109.77084,0.16935858,109711010000.0,105.03431,1.000120917857,2.556382e-08,400,16562.332,13.555558942022612
3.5044917e-18,2,1.0,14.965808,1.0,0.01,100,11.925818015674633,52.49,0.009999998,400.0,11.925818015674633,226.23780924663532,226.23780924663532,11.925818,1.0,,5.507655,100.0,0.01,400,1.0,11.925818015674633
2.179301e-19,2,1.0,12.891521,1.0,0.005,100,10.24962944743261,49.75,0.0049999994,400.0,10.24962944743261,108.08327942442405,108.08327942442405,11.087724,1.0,,6.549397,200.00000010221265,0.005,400,1.0,10.24962944743261
5.4391416e-20,2,1.0,12.988586,1.0,0.0033333334,100,11.295986399569903,50.1,0.0033333336,400.0,11.295986399569903,175.45305114801167,175.45305114801167,11.1571455,1.0,,7.4516172,299.999969473632,0.0033333334,400,1.0,11.295986399569903
