AvgEpLen,MinNormIw,VarJ,VarRet,AvgDiscRet,AvgNormIw,renyi2,ESSClassic,VarVanillaIw,IterType,BatchSize,delta,VanillaAvgRet,Bound,J,VarDiscRet,AvgRet,MaxNormIw,AvgVanillaIw,MaxVanillaIw,VarNormIw,EpsThisIter,SamplesThisIter,MinVanillaIw,ESSRenyi
38.2262996942,,25291.0,29464.2567703,353.301931175,4.24737e-06,nan,2.57700208639,3184.46,1,100,0.5,353.301931175,725.972,135897.0,29464.2567703,353.301931175,0.0319882,2.02339,15238.8,1.40319e-08,1308,50000,,nan
39.6825396825,,37747.4,33744.6923092,366.819291437,4.40917e-06,nan,2.21282674218,2.38785e+06,1,100,0.5,366.819291437,835.021,177137.0,33744.6923092,366.819291437,0.259353,8.79331,517234.0,6.00366e-07,1260,50000,,nan
39.3081761006,,20762.0,27226.9071857,363.358785248,4.36758e-06,nan,6.91857083775,779.834,1,100,0.5,363.358785248,710.831,134328.0,27226.9071857,363.358785248,0.00805821,1.93373,3567.74,3.97825e-09,1272,50000,,nan
42.662116041,,31947.7,40077.1973648,394.502938392,4.74023e-06,nan,5.35358807412,14767.9,1,100,0.5,394.502938392,833.157,166422.0,40077.1973648,394.502938392,0.0403545,2.82227,24026.5,4.16602e-08,1172,50000,,nan
42.5170068027,,48191.6,42807.1228919,393.337358357,4.72411e-06,nan,1.99912230331,1.40079e+10,1,100,0.5,393.337358357,800.929,213186.0,42807.1228919,393.337358357,0.4568,398.103,3.84948e+07,1.97252e-06,1176,50000,,nan
43.9367311072,,29163.3,44965.3099993,406.305830277,4.88186e-06,nan,1.86015171638,1349.38,1,100,0.5,406.305830277,827.865,167876.0,44965.3099993,406.305830277,0.0101379,2.24517,4662.45,6.37977e-09,1138,50000,,nan
46.0405156538,,47618.8,55642.7342316,425.547837849,5.11561e-06,nan,1.20234276572,2.66823e+08,1,100,0.5,425.547837849,936.277,219016.0,55642.7342316,425.547837849,0.218617,92.5704,3.95602e+06,8.14844e-07,1086,50000,,nan
49.7017892644,,37536.1,68914.7437889,459.466994573,5.52242e-06,nan,2.0758411311,81102.3,1,100,0.5,459.466994573,1103.55,229108.0,68914.7437889,459.466994573,0.0827157,4.76339,71346.8,1.09008e-07,1006,50000,,nan
48.2625482625,,41063.3,57969.5414509,445.849129255,5.36251e-06,nan,1.65564954596,1.6109e+06,1,100,0.5,445.849129255,925.168,203718.0,57969.5414509,445.849129255,0.197505,9.50508,350079.0,5.12736e-07,1036,50000,,nan
49.2125984252,,50171.1,79405.8803765,454.87696702,5.46807e-06,nan,1.99952525098,4.12955e+10,1,100,0.5,454.87696702,1165.32,256925.0,79405.8803765,454.87696702,0.477992,702.873,6.14418e+07,2.49929e-06,1016,50000,,nan
50.2008032129,,32192.9,61668.5103083,463.540679065,5.57787e-06,nan,2.63421771394,10499.4,1,100,0.5,463.540679065,922.388,199051.0,61668.5103083,463.540679065,0.0487469,3.05196,26672.2,3.50707e-08,996,50000,,nan
54.1125541126,,26325.5,88103.2292487,499.954335803,6.01251e-06,nan,2.75166417992,7499.6,1,100,0.5,499.954335803,1134.38,218642.0,88103.2292487,499.954335803,0.0315299,2.94024,15418.8,3.13605e-08,924,50000,,nan
55.1876379691,,54539.1,105201.716997,509.649457854,6.13196e-06,nan,2.0611968096,1.97785e+07,1,100,0.5,509.649457854,1261.73,291755.0,105201.716997,509.649457854,0.221997,33.447,1.21089e+06,6.64783e-07,906,50000,,nan
62.8140703518,,41188.0,147578.246209,579.566547238,6.97934e-06,nan,3.59538981156,12795.4,1,100,0.5,579.566547238,1369.46,286487.0,147578.246209,579.566547238,0.0283367,3.54314,14385.5,4.96485e-08,796,50000,,nan
78.8643533123,,70555.2,267597.981441,725.471813351,8.7627e-06,nan,1.85501367783,4.83734e+11,1,100,0.5,725.471813351,1816.89,548408.0,267597.981441,725.471813351,0.343242,4084.77,1.60004e+08,2.22611e-06,634,50000,,nan
80.38585209,,63597.6,262004.813451,741.524164673,8.93176e-06,nan,1.90481056909,2.9319e+07,1,100,0.5,741.524164673,1712.22,412953.0,262004.813451,741.524164673,0.276211,40.2684,1.24528e+06,1.44243e-06,622,50000,,nan
88.0281690141,,62829.7,348769.660047,811.248472869,9.78091e-06,nan,1.96178522496,2.69212e+06,1,100,0.5,811.248472869,2070.38,485811.0,348769.660047,811.248472869,0.0910884,27.2207,253503.0,3.4758e-07,568,50000,,nan
94.696969697,,45634.4,334155.706083,870.506061106,1.05219e-05,nan,2.12940752134,8346.25,1,100,0.5,870.506061106,1736.61,388077.0,334155.706083,870.506061106,0.053695,3.43637,17536.4,7.8249e-08,528,50000,,nan
110.619469027,,47540.3,423630.392619,1018.62814753,1.22911e-05,nan,4.34285212141,12819.9,1,100,0.5,1018.62814753,2038.31,472486.0,423630.392619,1018.62814753,0.0268388,5.05641,11041.2,7.57492e-08,452,50000,,nan
114.155251142,,65446.3,599912.257556,1049.80967581,1.26839e-05,nan,1.83928332315,1.84059e+07,1,100,0.5,1049.80967581,2580.53,630823.0,599912.257556,1049.80967581,0.197392,50.6844,788771.0,1.1527e-06,438,50000,,nan
118.483412322,,58555.8,551000.15112,1088.7215977,1.31648e-05,nan,5.42068454682,312326.0,1,100,0.5,1088.7215977,2374.13,570892.0,551000.15112,1088.7215977,0.0601245,13.9001,63482.4,2.80159e-07,422,50000,,nan
126.262626263,,59805.6,517776.689498,1161.10659363,1.40292e-05,nan,1.46048513804,89765.6,1,100,0.5,1161.10659363,2178.15,529224.0,517776.689498,1161.10659363,0.0957062,6.41217,43743.4,4.29699e-07,396,50000,,nan
133.689839572,,59435.1,659621.191472,1227.69689902,1.48544e-05,nan,1.49014982658,2.79791e+06,1,100,0.5,1227.69689902,2861.59,695258.0,659621.191472,1227.69689902,0.0981507,36.0244,238031.0,4.75722e-07,374,50000,,nan
138.121546961,,49118.9,762815.733506,1269.75882152,1.53468e-05,nan,2.10183329944,26452.9,1,100,0.5,1269.75882152,2740.14,633779.0,762815.733506,1269.75882152,0.0437773,7.20426,20550.4,1.20042e-07,362,50000,,nan
143.67816092,,57838.5,731261.184808,1319.13913102,1.59642e-05,nan,5.52834560424,389094.0,1,100,0.5,1319.13913102,2749.74,693830.0,731261.184808,1319.13913102,0.0544113,17.5555,59834.9,3.21755e-07,348,50000,,nan
132.978723404,,40820.4,724820.195868,1220.25250546,1.47754e-05,nan,1.79569060319,3504.91,1,100,0.5,1220.25250546,2578.52,581826.0,724820.195868,1220.25250546,0.0152152,5.13587,5288.73,2.90088e-08,376,50000,,nan
146.198830409,,52779.9,817908.998265,1341.59309281,1.62443e-05,nan,1.69668487719,7394.8,1,100,0.5,1341.59309281,2794.92,643501.0,817908.998265,1341.59309281,0.012573,6.68458,5173.81,4.36697e-08,342,50000,,nan
158.227848101,,43136.8,767763.599101,1450.78829149,1.75809e-05,nan,1.12600539594,3418.41,1,100,0.5,1450.78829149,2748.19,645221.0,767763.599101,1450.78829149,0.0146935,5.42789,4536.45,3.58627e-08,316,50000,,nan
177.304964539,,36178.9,1040525.43511,1626.44198974,1.97006e-05,nan,2.93842468323,2759.74,1,100,0.5,1626.44198974,3197.28,735712.0,1040525.43511,1626.44198974,0.00629433,5.97077,1907.66,3.00444e-08,282,50000,,nan
149.700598802,,66185.8,580756.752791,1374.47512363,1.66334e-05,nan,1.47484790833,47728.5,1,100,0.5,1374.47512363,2259.24,605564.0,580756.752791,1374.47512363,0.0687514,6.67762,27600.8,2.9614e-07,334,50000,,nan
171.232876712,,40673.3,990185.775801,1570.65926754,1.90259e-05,nan,3.06531782636,1882.49,1,100,0.5,1570.65926754,3019.85,683944.0,990185.775801,1570.65926754,0.00750664,4.93011,1945.17,2.80355e-08,292,50000,,nan
167.785234899,,44478.1,909973.853911,1537.5242802,1.86428e-05,nan,2.25916994093,30649.8,1,100,0.5,1537.5242802,2988.59,710460.0,909973.853911,1537.5242802,0.0541178,8.30779,24116.5,1.5434e-07,298,50000,,nan
176.056338028,,41769.1,929169.637184,1613.92062934,1.95618e-05,nan,3.43619310228,1314.34,1,100,0.5,1613.92062934,2924.27,674352.0,929169.637184,1613.92062934,0.00803418,4.34487,1784.47,2.66423e-08,284,50000,,nan
176.056338028,1.07265e-36,43868.8,819025.728241,1612.99404785,1.95618e-05,nan,0.987403663617,927.859,1,100,0.5,1612.99404785,2783.95,648376.0,819025.728241,1612.99404785,0.00570467,3.87361,1129.63,2.36629e-08,284,50000,2.12404e-31,nan
181.15942029,,34595.6,987973.819992,1662.25004921,2.01288e-05,nan,4.867353776,4786.41,1,100,0.5,1662.25004921,3185.1,713685.0,987973.819992,1662.25004921,0.0189822,6.15638,5805.7,5.11676e-08,276,50000,,nan
186.567164179,1.11768e-41,32747.7,1175982.94724,1712.07032398,2.07297e-05,nan,3.23338462086,1234.53,1,100,0.5,1712.07032398,3300.31,730577.0,1175982.94724,1712.07032398,0.00554188,4.94284,1321.42,2.17137e-08,268,50000,2.66505e-36,nan
183.823529412,,20680.9,826312.012442,1686.81266366,2.04248e-05,nan,1.500676654,105.898,1,100,0.5,1686.81266366,2630.74,557868.0,826312.012442,1686.81266366,0.00174444,2.30662,197.003,8.30333e-09,272,50000,,nan
190.839694656,,35806.7,1026167.30424,1749.58036083,2.12044e-05,nan,2.40030999606,959.622,1,100,0.5,1749.58036083,3068.18,697213.0,1026167.30424,1749.58036083,0.00527903,4.29926,1070.34,2.33435e-08,262,50000,,nan
190.839694656,4.07191e-33,40139.6,872688.911976,1750.99366555,2.12044e-05,nan,1.01156069575,1531.46,1,100,0.5,1750.99366555,2912.23,673763.0,872688.911976,1750.99366555,0.00603426,4.84276,1378.13,2.93611e-08,262,50000,9.29962e-28,nan
193.798449612,,32265.0,891508.03746,1775.35240446,2.15332e-05,nan,1.24769841098,305.617,1,100,0.5,1775.35240446,2908.54,643624.0,891508.03746,1775.35240446,0.00256496,3.22174,383.764,1.36525e-08,258,50000,,nan
196.850393701,,31041.5,1082579.06252,1804.61325361,2.18723e-05,nan,0.733149619005,600.841,1,100,0.5,1804.61325361,3190.32,716895.0,1082579.06252,1804.61325361,0.00211564,4.13998,400.448,1.67707e-08,254,50000,,nan
177.304964539,,42032.1,905351.448373,1622.11423062,1.97006e-05,nan,1.29448532514,2233.66,1,100,0.5,1622.11423062,2845.29,654416.0,905351.448373,1622.11423062,0.0179717,4.49344,4099.12,4.29354e-08,282,50000,,nan
198.412698413,,29782.8,863717.383252,1816.81035906,2.20459e-05,nan,1.40558780017,167.047,1,100,0.5,1816.81035906,2797.03,613646.0,863717.383252,1816.81035906,0.00250699,2.66171,302.683,1.14596e-08,252,50000,,nan
201.612903226,,32067.5,1110410.89437,1845.78918062,2.24014e-05,nan,1.28370675958,659.117,1,100,0.5,1845.78918062,3227.5,711850.0,1110410.89437,1845.78918062,0.00301329,4.16792,560.64,1.90404e-08,248,50000,,nan
217.391304348,,27071.5,1187122.32049,1995.09458685,2.41546e-05,nan,4.46488188367,922.129,1,100,0.5,1995.09458685,3347.86,724410.0,1187122.32049,1995.09458685,0.00647893,4.52608,1214.02,2.62632e-08,230,50000,,nan
235.849056604,,24308.2,1210920.66614,2163.15577524,2.62055e-05,nan,1.63040344677,147.46,1,100,0.5,2163.15577524,3309.11,716537.0,1210920.66614,2163.15577524,0.00193288,2.76522,203.959,1.32434e-08,212,50000,,nan
204.918032787,,34523.4,1003796.30724,1878.50888416,2.27687e-05,nan,1.14417160671,159.673,1,100,0.5,1878.50888416,2912.76,645913.0,1003796.30724,1878.50888416,0.00259976,2.51171,286.791,1.31211e-08,244,50000,,nan
211.86440678,8.43714e-37,28158.0,1057928.09418,1940.3078474,2.35405e-05,nan,1.54447004684,396.589,1,100,0.5,1940.3078474,3172.74,689315.0,1057928.09418,1940.3078474,0.00279897,3.63838,432.605,1.66018e-08,236,50000,1.30403e-31,nan
219.298245614,,28103.0,1083585.08352,2010.50747202,2.43665e-05,nan,0.944514829855,587.655,1,100,0.5,2010.50747202,3330.02,729781.0,1083585.08352,2010.50747202,0.00238309,4.16785,407.624,2.00855e-08,228,50000,,nan
211.86440678,6.5861e-44,25295.6,1126432.66497,1942.71380872,2.35405e-05,nan,1.27455314058,869.538,1,100,0.5,1942.71380872,3400.29,730695.0,1126432.66497,1942.71380872,0.00214102,5.02399,456.935,1.90907e-08,236,50000,1.4093e-38,nan
240.384615385,,26057.7,1201955.21878,2202.46152364,2.67094e-05,nan,1.46446579819,238.762,1,100,0.5,2202.46152364,3323.39,721754.0,1201955.21878,2202.46152364,0.00201113,3.21687,242.22,1.64599e-08,208,50000,,nan
235.849056604,,23155.2,1122497.9349,2163.19100255,2.62055e-05,nan,1.37942999145,412.542,1,100,0.5,2163.19100255,3435.14,732622.0,1122497.9349,2163.19100255,0.00197334,4.08421,307.552,1.69838e-08,212,50000,,nan
238.095238095,3.65551e-37,24758.1,1045747.86823,2178.78603533,2.6455e-05,nan,1.74872743196,283.349,1,100,0.5,2178.78603533,3291.96,706053.0,1045747.86823,2178.78603533,0.00265964,3.42692,344.524,1.68861e-08,210,50000,4.73526e-32,nan
233.644859813,,25375.7,1064514.29753,2140.84667557,2.59605e-05,nan,1.31957379038,171.709,1,100,0.5,2140.84667557,3202.57,684516.0,1064514.29753,2140.84667557,0.00199298,2.86753,220.139,1.40736e-08,214,50000,,nan
240.384615385,,22917.0,1179197.81281,2203.10072739,2.67094e-05,nan,1.56662583631,200.459,1,100,0.5,2203.10072739,3402.6,717984.0,1179197.81281,2203.10072739,0.00196204,3.16654,232.61,1.42621e-08,208,50000,,nan
219.298245614,,30205.9,1075138.3184,2010.89912736,2.43665e-05,nan,1.27924813574,217.371,1,100,0.5,2010.89912736,3151.91,664450.0,1075138.3184,2010.89912736,0.00289907,3.01841,359.124,1.41655e-08,228,50000,,nan
242.718446602,,22124.7,1382122.25802,2223.24760275,2.69687e-05,nan,1.37293824314,249.77,1,100,0.5,2223.24760275,3555.47,721235.0,1382122.25802,2223.24760275,0.00162537,3.55593,214.312,1.43666e-08,206,50000,,nan
215.517241379,,29458.2,1119907.55687,1972.65496214,2.39464e-05,nan,0.906795010555,496.713,1,100,0.5,1972.65496214,3276.36,696983.0,1119907.55687,1972.65496214,0.00198731,4.05401,336.443,1.73306e-08,232,50000,,nan
235.849056604,8.4571e-31,25857.2,1128441.97812,2158.55883119,2.62055e-05,nan,1.88670147353,219.292,1,100,0.5,2158.55883119,3352.24,688378.0,1128441.97812,2158.55883119,0.00232327,3.14436,278.766,1.52315e-08,212,50000,1.01475e-25,nan
257.731958763,4.34703e-39,20296.9,1474095.78252,2364.33995308,2.86369e-05,nan,1.48887103527,85.764,1,100,0.5,2364.33995308,3549.85,720402.0,1474095.78252,2364.33995308,0.00120738,2.55785,107.843,1.07499e-08,194,50000,3.88277e-34,nan
271.739130435,6.07888e-36,17016.0,1608806.88208,2493.58513915,3.01932e-05,nan,3.13002095169,54.1323,1,100,0.5,2493.58513915,3717.6,739394.0,1608806.88208,2493.58513915,0.00107877,2.33602,83.4634,9.04321e-09,184,50000,4.70317e-31,nan
240.384615385,2.48184e-34,24521.1,1317930.30978,2205.40811838,2.67094e-05,nan,3.20612022819,230.503,1,100,0.5,2205.40811838,3452.05,697691.0,1317930.30978,2205.40811838,0.00246242,3.30326,304.538,1.50702e-08,208,50000,3.06939e-29,nan
238.095238095,,22690.6,1196788.14368,2183.38520245,2.6455e-05,nan,1.82093527685,305.825,1,100,0.5,2183.38520245,3498.32,707868.0,1196788.14368,2183.38520245,0.00202006,3.69382,282.054,1.56869e-08,210,50000,,nan
238.095238095,,24398.8,1448242.80098,2184.52600164,2.6455e-05,nan,1.29205119341,213.933,1,100,0.5,2184.52600164,3572.47,707112.0,1448242.80098,2184.52600164,0.00124683,3.45981,163.061,1.25081e-08,210,50000,,nan
242.718446602,3.9171e-35,26420.4,958634.393224,2224.48735822,2.69687e-05,nan,1.34391554737,243.741,1,100,0.5,2224.48735822,3261.12,686688.0,958634.393224,2224.48735822,0.00220861,3.27583,268.274,1.65198e-08,206,50000,4.75801e-30,nan
277.777777778,1.10669e-35,18740.5,1484717.8416,2548.53419385,3.08642e-05,nan,2.91130102553,72.2574,1,100,0.5,2548.53419385,3619.16,727982.0,1484717.8416,2548.53419385,0.0013872,2.49181,111.995,1.10857e-08,180,50000,8.93479e-31,nan
277.777777778,6.27418e-30,17742.9,1552708.35759,2554.23451927,3.08642e-05,nan,2.19178182016,70.9779,1,100,0.5,2554.23451927,3720.57,734950.0,1552708.35759,2554.23451927,0.00194665,2.5906,163.393,1.00747e-08,180,50000,5.26627e-25,nan
255.102040816,,20964.2,1528516.7716,2340.46385052,2.83447e-05,nan,2.62055659355,158.341,1,100,0.5,2340.46385052,3746.6,734137.0,1528516.7716,2340.46385052,0.00194006,3.29423,225.474,1.17228e-08,196,50000,,nan
274.725274725,5.14426e-35,18093.5,1324896.6348,2516.04849636,3.0525e-05,nan,1.19357362619,51.4482,1,100,0.5,2516.04849636,3501.61,696559.0,1324896.6348,2516.04849636,0.0011574,2.21905,84.1385,9.73527e-09,182,50000,3.73968e-30,nan
294.117647059,3.75192e-37,15443.3,1937880.35991,2704.63993643,3.26797e-05,nan,2.46854533873,23.1378,1,100,0.5,2704.63993643,3831.26,741109.0,1937880.35991,2704.63993643,0.000837673,1.86712,47.8596,7.08815e-09,170,50000,2.14362e-32,nan
277.777777778,1.46445e-29,16948.2,1711511.97788,2554.06038251,3.08642e-05,nan,1.40073768361,51.7795,1,100,0.5,2554.06038251,3757.32,728700.0,1711511.97788,2554.06038251,0.000867558,2.38753,67.1108,8.65308e-09,180,50000,1.13284e-24,nan
284.090909091,2.059e-28,17653.0,1735712.35925,2608.40787,3.15657e-05,nan,2.29770839035,39.9935,1,100,0.5,2608.40787,3830.72,738305.0,1735712.35925,2608.40787,0.00137474,2.27852,99.234,7.6756e-09,176,50000,1.48626e-23,nan
290.697674419,1.03866e-22,16439.4,1679463.02101,2671.66397549,3.22997e-05,nan,1.90772188361,40.9343,1,100,0.5,2671.66397549,3768.45,723106.0,1679463.02101,2671.66397549,0.000894564,2.267,62.786,8.30968e-09,172,50000,7.28993e-18,nan
280.898876404,,16820.3,1737027.85172,2579.9890372,3.1211e-05,nan,1.42609443549,50.2775,1,100,0.5,2579.9890372,3805.7,724442.0,1737027.85172,2579.9890372,0.000865368,2.44001,67.6526,8.22634e-09,178,50000,,nan
277.777777778,2.01993e-28,18245.3,1980531.70945,2555.83553613,3.08642e-05,nan,2.05539262686,32.9413,1,100,0.5,2555.83553613,3805.19,729033.0,1980531.70945,2555.83553613,0.000651698,2.1441,45.2728,6.82588e-09,180,50000,1.40323e-23,nan
304.87804878,3.98141e-29,15131.8,1922176.45218,2802.29237245,3.38753e-05,nan,2.0766014747,15.8963,1,100,0.5,2802.29237245,3852.96,736842.0,1922176.45218,2802.29237245,0.00075005,1.73307,38.3727,6.07341e-09,164,50000,2.0369e-24,nan
280.898876404,1.60199e-32,18384.1,2121543.44435,2584.73242955,3.1211e-05,nan,1.98511837051,23.9554,1,100,0.5,2584.73242955,3883.38,722240.0,2121543.44435,2584.73242955,0.00165894,1.96821,104.615,6.02386e-09,178,50000,1.01024e-27,nan
308.641975309,7.09466e-27,14623.2,1967206.16702,2848.31748016,3.42936e-05,nan,2.18547633155,14.8281,1,100,0.5,2848.31748016,3918.25,746467.0,1967206.16702,2848.31748016,0.000965966,1.74784,49.2325,5.7083e-09,162,50000,3.61594e-22,nan
297.619047619,9.46976e-27,16605.1,1678160.11959,2733.28858641,3.30688e-05,nan,2.76258702441,36.2132,1,100,0.5,2733.28858641,3810.43,731905.0,1678160.11959,2733.28858641,0.00100788,2.23719,68.1858,7.9122e-09,168,50000,6.40654e-22,nan
297.619047619,3.81798e-41,16400.3,1919039.82633,2735.50983574,3.30688e-05,nan,1.46962540392,21.3333,1,100,0.5,2735.50983574,3839.66,734346.0,1919039.82633,2735.50983574,0.000737834,1.91215,42.6641,6.38046e-09,168,50000,2.20765e-36,nan
284.090909091,3.26689e-37,18750.2,1576863.16737,2610.99596397,3.15657e-05,nan,2.17418268447,54.7954,1,100,0.5,2610.99596397,3811.1,723911.0,1576863.16737,2610.99596397,0.000870894,2.50606,69.1419,8.69345e-09,176,50000,2.59364e-32,nan
301.204819277,1.50237e-28,15720.9,2086521.66778,2775.44980856,3.34672e-05,nan,1.93691526397,14.8176,1,100,0.5,2775.44980856,3885.6,731155.0,2086521.66778,2775.44980856,0.000548975,1.72292,28.2617,5.59097e-09,166,50000,7.7343e-24,nan
304.87804878,3.39677e-20,15354.7,2031293.18197,2805.15329451,3.38753e-05,nan,1.87258051145,13.456,1,100,0.5,2805.15329451,3885.17,731184.0,2031293.18197,2805.15329451,0.000593765,1.68213,29.4843,5.4571e-09,164,50000,1.68672e-15,nan
297.619047619,3.4581e-25,15680.7,2035418.1312,2737.03152423,3.30688e-05,nan,1.93709099092,24.6422,1,100,0.5,2737.03152423,3829.27,721393.0,2035418.1312,2737.03152423,0.00061582,2.00247,37.2907,6.72026e-09,168,50000,2.09404e-20,nan
287.356321839,2.94998e-28,16894.0,1907973.24131,2642.09789131,3.19285e-05,nan,2.43024938777,24.4959,1,100,0.5,2642.09789131,3839.01,714082.0,1907973.24131,2642.09789131,0.000685748,1.98985,42.7374,6.30677e-09,174,50000,1.8385e-23,nan
347.222222222,7.16924e-28,11737.2,1726269.34885,3192.259331,3.85802e-05,nan,1.87251084561,4.89358,1,100,0.5,3192.259331,3935.86,752060.0,1726269.34885,3192.259331,0.000405456,1.34458,14.1308,4.02887e-09,144,50000,2.49859e-23,nan
328.947368421,1.57257e-20,13254.0,1668897.79323,3023.44750479,3.65497e-05,nan,2.43428467456,10.1352,1,100,0.5,3023.44750479,3854.95,738878.0,1668897.79323,3023.44750479,0.000546057,1.59733,23.8644,5.30653e-09,152,50000,6.8726e-16,nan
308.641975309,2.32707e-22,15195.0,1801157.70385,2831.10203344,3.42936e-05,nan,1.78614556209,22.5266,1,100,0.5,2831.10203344,3822.49,722546.0,1801157.70385,2831.10203344,0.00080214,1.96315,45.9188,6.87409e-09,162,50000,1.33214e-17,nan
362.31884058,2.20754e-33,10538.9,1488640.75527,3335.08141364,4.02576e-05,nan,1.80609583605,4.64802,1,100,0.5,3335.08141364,3931.89,762357.0,1488640.75527,3335.08141364,0.000423686,1.33495,14.0495,4.22704e-09,138,50000,7.32024e-29,nan
328.947368421,2.59779e-24,13115.3,2080799.59495,3026.96453081,3.65497e-05,nan,2.07341696049,5.90794,1,100,0.5,3026.96453081,3970.02,752127.0,2080799.59495,3026.96453081,0.000852956,1.4069,32.8327,3.98728e-09,152,50000,9.99964e-20,nan
328.947368421,3.1089e-21,13074.5,1769474.96799,3025.52447174,3.65497e-05,nan,1.79798975973,8.1302,1,100,0.5,3025.52447174,3890.24,742058.0,1769474.96799,3025.52447174,0.000463121,1.51654,19.2161,4.72237e-09,152,50000,1.28997e-16,nan
