VarDiscRet,MaxNormIw,delta,AvgNormIw,AvgDiscRet,ESSClassic,IterType,renyi2,VarNormIw,SamplesThisIter,J,VarRet,BatchSize,VanillaAvgRet,AvgEpLen,MaxVanillaIw,VarJ,AvgRet,Bound,ESSRenyi,MinVanillaIw,EpsThisIter,MinNormIw,VarVanillaIw,AvgVanillaIw
3707.9092547294586,0.49999854,0.5,6.6469914e-07,49.792065109816946,2.000000074808805,1,nan,3.32347e-07,50000,41468.633,3707.9092547294586,100,49.792065109816946,5.982292414453219,1.8942557e+18,30627.174,49.792065109816946,333.46503,nan,,8358,,4.7701447e+30,2518227600000.0
3462.0090576180505,0.47777778,0.5,6.6074654e-07,49.43728501437833,1.998626139040724,1,nan,3.01866e-07,50000,42000.293,3462.0090576180505,100,49.43728501437833,5.946717411988582,154571650000.0,36658.582,49.43728501437833,257.87265,nan,,8408,,3.1595268e+16,213766.03
3521.054365682479,0.37211835,0.5,6.545188e-07,48.877172850893935,1.797415556403453,1,nan,2.016948e-07,50000,47158.816,3521.054365682479,100,48.877172850893935,5.89066918001885,1.7273978e+16,53196.375,48.877172850893935,331.50256,nan,,8488,,4.3462757e+26,30383192000.0
8312.232386548736,0.0872545,0.5,6.336175e-07,46.997312614726724,0.8553396088403443,1,nan,2.2663468e-08,50000,235900.55,8312.232386548736,100,46.997312614726724,5.702554744525547,1848388.6,284177.66,46.997312614726724,1460.8582,nan,2.7660791e-27,8768,1.3057474e-34,10170333.0,13.422468
3225.6010789855195,0.5,0.5,6.2254094e-07,45.99824954916726,2.000000052676415,1,nan,3.1126996e-07,50000,32668.121,3225.6010789855195,100,45.99824954916726,5.602868668758404,7.2133357e+27,26445.895,45.99824954916726,237.17377,nan,,8924,,inf,8.981194e+21
3696.433600305396,0.31832668,0.5,6.5022886e-07,48.49136182356876,1.996395724313905,1,nan,1.605716e-07,50000,37562.766,3696.433600305396,100,48.49136182356876,5.852059925093633,4209646600.0,26349.117,48.49136182356876,299.7368,nan,,8544,,28081125000000.0,8598.819
3624.158774659745,0.46015954,0.5,6.157786e-07,45.39198931833389,1.9944528637853418,1,nan,2.6150312e-07,50000,58383.094,3624.158774659745,100,45.39198931833389,5.5420084238528045,11352976000000.0,37769.324,45.39198931833389,325.84644,nan,,9022,,1.5917672e+20,15192386.0
3964.389396288278,0.42557043,0.5,6.236592e-07,46.1005518560517,1.9459694975532744,1,nan,2.3217764e-07,50000,57154.188,3964.389396288278,100,46.1005518560517,5.612932195779075,60112656000000.0,29588.816,46.1005518560517,415.23712,nan,,8908,,4.6324355e+21,88093070.0
3296.904478420782,0.16448496,0.5,6.114415e-07,44.99902118698366,2.0175192264327952,1,nan,3.4525762e-08,50000,26341.852,3296.904478420782,100,44.99902118698366,5.50297160466652,595877.56,37486.957,44.99902118698366,304.87033,nan,1.2193543e-24,9086,3.3658837e-31,453111.38,2.2150605
11886.336241080962,0.30595058,0.5,7.4034597e-07,56.59953540107562,1.8536953570234582,1,nan,1.4954023e-07,50000,274847.94,11886.336241080962,100,56.59953540107562,6.663113006396588,9.033305e+19,210339.84,56.59953540107562,1464.2693,nan,,7504,,inf,218589900000000.0
