AvgVanillaIw,J,AvgRet,VarJ,BatchSize,VarDiscRet,Bound,AvgDiscRet,AvgNormIw,VarVanillaIw,MaxNormIw,VarNormIw,MinVanillaIw,VarRet,eRenyi2,MaxVanillaIw,ESSClassic,AvgEpLen,MinNormIw,ESSRenyi
1.004792,84.68895,79.24939422098473,104.17635,100,7964.452881481552,-338.89514,79.24939422098473,0.010000002,0.012669107,0.01328895,1.2548554e-06,0.77533853,7964.452881481552,1.0132252,1.335263,98.77291413833426,8.93,0.007716408,98.69474250927902
0.9875723,120.43837,95.65073955078839,203.66646,100,18022.392836938543,-313.66797,95.65073955078839,0.01,0.06625304,0.019276407,6.793101e-06,0.532046,18022.392836938543,1.0641894,1.9036846,93.69860230507386,10.57,0.0053874133,93.96823234683549
0.99285525,113.582115,104.6418104420354,117.9188,100,11817.285556670015,-311.976,104.6418104420354,0.01,0.026173715,0.012447122,2.6551772e-06,0.4363168,11817.285556670015,1.022691,1.235819,97.4387208912705,11.47,0.004394566,97.78124465989677
0.99504,129.36165,110.33934381894711,176.68979,100,14643.148732933745,-302.15057,110.33934381894711,0.01,0.059224885,0.024155995,5.98168e-06,0.6029595,14643.148732933745,1.0515087,2.403618,94.40922470542792,12.04,0.0060596513,95.10145120100528
1.0185196,172.67076,141.82829368384498,183.15793,100,21354.10529280203,-264.55847,141.82829368384498,0.010000002,0.118787326,0.026790433,1.1450683e-05,0.48949492,21354.10529280203,1.0795557,2.728658,89.81806232298295,15.19,0.004805945,92.63069555221583
1.0266279,202.52284,168.8116688360577,190.73856,100,26288.580648819694,-236.20177,168.8116688360577,0.01,0.10710664,0.016196407,1.016226e-05,0.36168745,26288.580648819694,1.0869528,1.6627684,90.85900568129313,17.89,0.003523063,92.00031454193844
1.1966542,2667.1396,211.20091073199652,5651.03,100,131293.20327835405,716.39075,211.20091073199652,0.01,87.973335,0.7815647,0.0061434726,7.754025e-34,131293.20327835405,21.489655,93.52627,1.6175900612176652,22.13,6.479755e-36,4.653401933899766
1.1345569,4640.4775,1240.3841526803124,2269.6755,100,2240908.908554983,3053.514,1240.3841526803124,0.010000002,40.179916,0.41083014,0.003121451,,2240908.908554983,14.221998,46.611015,3.1345638217666356,124.96,,7.0313607476399875
0.9853489,4916.865,3455.161692334643,282.30142,100,4170976.785350627,4210.0903,3455.161692334643,0.01,1.8175577,0.04672419,0.00018720096,5.0946223e-11,4170976.785350627,2.8209093,4.603963,35.047266192437036,345.96,5.170374e-13,35.44956279083291
1.0175614,4968.1733,4739.274909407104,142.22615,100,971344.068868317,4500.043,4739.274909407104,0.01,0.23094553,0.017137589,2.2304279e-05,0.0005737177,971344.068868317,1.2375432,1.743855,81.91267022644827,474.03,5.6381623e-06,80.80525831871164
0.98475,4968.724,4874.840637731395,153.12392,100,411972.83566997276,4523.409,4874.840637731395,0.01,0.11842635,0.015736071,1.2212268e-05,0.083074376,411972.83566997276,1.1198541,1.5496095,89.21391608635244,487.56,0.0008436088,89.297347449978
0.99699455,4980.6797,4886.931878829452,124.94355,100,399839.0052270339,4539.8965,4886.931878829452,0.010000002,0.09581407,0.015164506,9.6392605e-06,0.07996456,399839.0052270339,1.0971785,1.5118929,91.28845785814889,488.75,0.00080205617,91.14287576870423
1.0141735,4987.622,4972.090716185536,87.4087,100,47093.21632795755,4561.2896,4972.090716185536,0.01,0.02468314,0.011973534,2.3998048e-06,0.300524,47093.21632795755,1.026417,1.2143241,97.67933928887057,497.24,0.0029632405,97.4262880928572
1.0,4999.909,4999.909130689603,0.14608999,100,0.021561451927014242,4579.0986,4999.909130689603,0.009999998,,0.01,3.5044917e-18,1.0,0.021561451927014242,1.0,1.0,100.0,500.0,0.01,100.0
1.0102476,4991.753,4969.183878388682,81.48651,100,94246.92298436216,4564.4043,4969.183878388682,0.01,0.0342995,0.012244837,3.360719e-06,0.26747903,94246.92298436216,1.0313146,1.2370317,96.78001559138728,496.94,0.0026476583,96.96362185818677
1.0001199,4999.8857,4999.885150994838,0.14973402,100,0.022766704522429494,4579.0747,4999.885150994838,0.010000002,2.6257594e-06,0.010036097,2.6251282e-10,0.9934308,0.022766704522429494,1.0000015,1.00373,99.99974444642265,500.0,0.009933117,99.99984502816375
0.98778224,4996.116,4991.269874374878,37.577408,100,7394.058522408145,4573.6025,4991.269874374878,0.01,0.009567992,0.01121851,9.806147e-07,0.43136477,7394.058522408145,1.0081102,1.1081444,99.03852988425446,499.15,0.0043670028,99.19550800370975
1.0,4999.876,4999.875501243992,0.18517825,100,0.03463753247185679,4579.0654,4999.875501243992,0.009999998,,0.01,3.5044917e-18,1.0,0.03463753247185679,1.0,1.0,100.0,500.0,0.01,100.0
1.0000553,4999.8975,4999.896739115353,0.11007654,100,0.012244311556365267,4579.087,4999.896739115353,0.010000002,8.671462e-08,0.0100059435,8.670688e-12,0.9992307,0.012244311556365267,1.0000001,1.0006497,99.99998092757136,500.0,0.009991754,99.99998807907247
1.0,4999.8794,4999.878980133714,0.18482313,100,0.034504684351277404,4579.069,4999.878980133714,0.009999998,,0.01,3.5044917e-18,1.0,0.034504684351277404,1.0,1.0,100.0,500.0,0.01,100.0
1.0,4999.8916,4999.891230529198,0.115582034,100,0.013489638642966977,4579.081,4999.891230529198,0.009999998,,0.01,3.5044917e-18,1.0,0.013489638642966977,1.0,1.0,100.0,500.0,0.01,100.0
