VarJ,VarRet,MaxVanillaIw,VarNormIw,MinNormIw,VarDiscRet,Bound,MinVanillaIw,AvgNormIw,AvgRet,VarVanillaIw,AvgEpLen,eRenyi2,MaxNormIw,BatchSize,AvgVanillaIw,ESSClassic,VanillaAvgRet,AvgDiscRet,J,ESSRenyi
170.00174,5648751.589118238,3.770101,0.00022007253,4.548441e-16,5648751.589118238,-859.5251,3.5526608e-14,0.01,-2439.1188298349016,1.3426051,200.0,2.6901739,0.048268277,100,0.78107226,31.459220812315642,-2439.1188298349016,-2439.1188298349016,-65.05099,37.17231860908678
51.803345,165780.14532261595,1.2907653,8.505186e-06,0.0008651893,165780.14532261595,-282.23212,0.08583694,0.01,-67.35847760040805,0.08371629,200.0,1.0903282,0.013010207,100,0.99211746,92.23380131274187,-67.35847760040805,-67.35847760040805,-15.903298,91.71550225139335
7.302642,88.69436342876836,1.753624,3.3886514e-05,1.5831667e-07,88.69436342876836,-12.670483,1.5868567e-05,0.01,-9.644070547307548,0.34044662,200.0,1.3552291,0.01749546,100,1.0023308,74.879644543212,-9.644070547307548,-9.644070547307548,-7.559467,73.78825993188539
7.4879074,60.184795756448196,1.6899805,1.0195233e-05,0.0039048702,60.184795756448196,-11.000408,0.38416585,0.01,-8.932480543989705,0.09867828,200.0,1.1086714,0.017177878,100,0.9838121,90.83206608256195,-8.932480543989705,-8.932480543989705,-8.699967,90.19804929136009
7.609078,63.9209585604245,1.3590729,1.0151664e-05,0.0003923881,63.9209585604245,-10.815981,0.040805336,0.010000002,-8.809338112165134,0.10978413,200.0,1.1254208,0.013068977,100,1.039923,90.86765518623015,-8.809338112165134,-8.809338112165134,-8.351907,88.85565223138843
6.0459566,38.405074656841684,5.4214735,2.5457994e-05,0.007937919,38.405074656841684,-9.32716,0.82553923,0.01,-7.517015967657797,0.27535075,200.0,1.1306645,0.052129827,100,1.0399945,79.87003224339232,-7.517015967657797,-7.517015967657797,-7.2420845,88.44356822634683
7.507077,50.59341894019653,3.5950134,1.7653363e-06,0.004222128,50.59341894019653,-9.266136,0.84446025,0.005,-7.921809872468851,0.07061925,200.0,1.0922822,0.017974328,200,1.000041,186.87042401639383,-7.921809872468851,-7.921809872468851,-7.810069,183.1028688293343
6.635331,47.54472241210244,1.2872664,2.3364732e-06,0.00059010705,47.54472241210244,-8.9537,0.11963366,0.005,-7.332920435878627,0.09602979,200.0,1.0885766,0.0063495925,200,1.0136607,182.9840311643389,-7.332920435878627,-7.332920435878627,-7.1508703,183.72616885331246
8.2329,59.912328878469175,1.7025336,3.2953637e-06,7.2406816e-05,59.912328878469175,-9.970435,0.021040097,0.003333333,-8.881516035280237,0.27825305,200.0,1.2570455,0.0058590528,300,0.96860576,231.5540402316926,-8.881516035280237,-8.881516035280237,-8.543869,238.65484441617158
7.38472,49.8179150870712,1.4146334,1.7598048e-06,7.637434e-05,49.8179150870712,-9.346455,0.022956477,0.0033333334,-8.288382392157336,0.15899378,200.0,1.1548492,0.00470637,300,1.0019281,259.09997015188344,-8.288382392157336,-8.288382392157336,-8.051549,259.7741829561716
7.2401376,49.58601448723964,2.5295362,1.2052647e-06,0.0014506606,49.58601448723964,-8.963292,0.43720347,0.0033333334,-7.8323572395100385,0.10947576,200.0,1.1053723,0.008393114,300,1.0046078,270.7306797885065,-7.8323572395100385,-7.8323572395100385,-7.708514,271.4017687719701
8.212028,49.08757017800311,3.9525664,4.2962133e-06,7.879644e-06,49.08757017800311,-9.041429,0.0034003092,0.0025,-8.192804159169047,0.80003595,200.0,1.6829425,0.009159407,400,1.078827,237.29358215825857,-8.192804159169047,-8.192804159169047,-7.361658,237.6789448873724
7.4930906,49.1930444756381,4.7392735,1.2350014e-06,0.0013835159,49.1930444756381,-8.65982,0.5449276,0.0025,-7.6571005899156015,0.19159171,200.0,1.1957409,0.012032535,400,0.984679,334.1390666508618,-7.6571005899156015,-7.6571005899156015,-7.4930754,334.52061999868005
11.466792,50.83615779250602,4.3138914,8.593186e-06,1.35446855e-36,50.83615779250602,-8.335337,6.739563e-34,0.0019999999,-7.757594641908543,2.1275501,200.0,3.091256,0.008669747,500,0.99515975,159.03307204445593,-7.757594641908543,-7.757594641908543,-6.7064652,161.746557273143
7.736311,45.28551472501362,1.7731003,1.3349671e-06,4.9542774e-07,45.28551472501362,-8.5007925,0.0002526247,0.0019999999,-7.6809512081065,0.34710565,200.0,1.340269,0.0034772647,500,1.0198247,375.07287103055336,-7.6809512081065,-7.6809512081065,-7.4979763,373.0594465476313
