VarVanillaIw,AvgNormIw,MaxVanillaIw,MinNormIw,IterType,ESSRenyi,VarDiscRet,AvgVanillaIw,MinVanillaIw,VarJ,Bound,AvgRet,MaxNormIw,VarRet,AvgDiscRet,BatchSize,J,AvgEpLen,VanillaAvgRet,VarNormIw,ESSClassic,EpsThisIter,eRenyi2
20688.902,0.009999999,1439.1421,8.1849316e-07,1,12.353804760883136,139.18949081419973,15.228341,0.0012464293,26.303207,35.518875,-2.459609551110239,0.94504195,139.18949081419973,-2.459609551110239,100,47.562405,500.0,-2.459609551110239,0.008921385,1.1195486069507194,100,8.094672
13308.069,0.01,802.29175,1.9231712e-07,,2.8170324809183724,163.6196612229297,36.13087,0.00069485843,25.380915,-35.47632,-2.459609551110239,0.2220516,139.18949081419973,-4.532308744232621,200,-5.16809,500.0,-2.459609551110239,0.001019432,9.015200246093517,100,70.9967
470869.0,0.005,9705.302,9.496804e-07,1,33.81156489362826,154.26077145054973,49.526974,0.009406959,12.161319,38.307785,-3.450910643144581,0.9797996,154.26077145054973,-3.450910643144581,200,45.58762,500.0,-3.450910643144581,0.0047990647,1.0416516320495226,100,5.915136
,0.009999998,1.0,0.01,2,200.0,132.31667440530126,1.0,1.0,11.44524,-2.8403044,0.49433685520005705,0.01,132.31667440530126,0.49433685520005705,200,0.49433663,500.0,0.49433685520005705,3.5044917e-18,100.0,100,1.0
102.55934,0.005,106.304276,9.935083e-08,,40.68211940613713,159.69129304604942,5.185486,0.000103036466,24.615065,-10.240747,-3.450910643144581,0.10250175,154.26077145054973,0.7792286373970473,300,-0.42485285,500.0,-3.450910643144581,9.5353425e-05,41.70954270796195,100,7.374247
318997.66,0.003333333,9783.482,4.5051732e-07,1,47.09808560270737,159.82966974288672,33.524204,0.0045309705,19.433832,38.697617,-3.6539125294119588,0.97277796,159.82966974288672,-3.6539125294119588,300,45.311684,500.0,-3.6539125294119588,0.0031537553,1.05674041503526,100,6.3696856
,0.009999998,1.0,0.01,2,300.0,211.5565672227085,1.0,1.0,14.472077,-2.4922907,2.7673675392295594,0.01,211.5565672227085,2.7673675392295594,300,2.7673676,500.0,2.7673675392295594,3.5044917e-18,100.0,100,1.0
,0.0049999994,1.0,0.005,2,300.0,186.39833639670195,1.0,1.0,13.618602,-2.1187263,1.6004137430230516,0.005,186.39833639670195,1.6004137430230516,300,1.6004139,500.0,1.6004137430230516,2.179301e-19,200.00000010221265,100,1.0
390.42624,0.0033333332,220.70326,4.0765602e-08,,40.325045922418084,179.05441525920412,8.357789,0.00010221309,22.689472,-7.1079216,-3.6539125294119588,0.088022985,159.82966974288672,1.7786243298645603,400,2.4560757,500.0,-3.6539125294119588,6.2103165e-05,45.65755703641463,100,9.919394
1059300.6,0.0024999995,20585.31,1.4343301e-07,1,45.78437167578413,160.33525131675847,52.323906,0.0030019903,13.983415,39.042866,-4.035839716944806,0.98355186,160.33525131675847,-4.035839716944806,400,45.751152,500.0,-4.035839716944806,0.0024182377,1.0337232883580092,100,8.736606
,0.009999998,1.0,0.01,2,400.0,181.4001497306734,1.0,1.0,13.400976,-4.4907455,0.39107884211725413,0.01,181.4001497306734,0.39107884211725413,400,0.39107883,500.0,0.39107884211725413,3.5044917e-18,100.0,100,1.0
,0.0049999994,1.0,0.005,2,400.0,210.19693286231475,1.0,1.0,14.461879,-1.5100486,2.203376017239089,0.005,210.19693286231475,2.203376017239089,400,2.2033758,500.0,2.203376017239089,2.179301e-19,200.00000010221265,100,1.0
,0.0033333336,1.0,0.0033333334,2,400.0,199.8174670037109,1.0,1.0,14.1121025,-1.5776693,1.8944882170511956,0.0033333334,199.8174670037109,1.8944882170511956,400,1.8944882,500.0,1.8944882170511956,5.4391416e-20,299.999969473632,100,1.0
657.14685,0.0025,333.11234,1.25316e-08,,38.49812039253855,185.11997214340482,9.691167,4.857833e-05,26.629293,-8.996727,-4.035839716944806,0.08593195,160.33525131675847,1.975217389361478,500,1.8399296,500.0,-4.035839716944806,4.373109e-05,50.12857920138481,100,12.987647
1174942.8,0.0020000006,24238.682,8.2750375e-08,1,55.916919825481465,157.72922960591316,49.37784,0.0020430174,17.770815,39.582664,-4.043991531035089,0.98176354,157.72922960591316,-4.043991531035089,500,45.6528,500.0,-4.043991531035089,0.0019275803,1.0374924219026742,100,8.941837
,0.009999998,1.0,0.01,2,500.0,191.51883604282423,1.0,1.0,13.769664,-2.2602987,2.142130674586348,0.01,191.51883604282423,2.142130674586348,500,2.1421304,500.0,2.142130674586348,3.5044917e-18,100.0,100,1.0
,0.0049999994,1.0,0.005,2,500.0,173.52947512240934,1.0,1.0,13.140085,-2.5603824,0.5526053106440824,0.005,173.52947512240934,0.5526053106440824,500,0.5526053,500.0,0.5526053106440824,2.179301e-19,200.00000010221265,100,1.0
,0.0033333336,1.0,0.0033333334,2,500.0,184.4170051597078,1.0,1.0,13.55737,-1.2805915,1.5320402046590134,0.0033333334,184.4170051597078,1.5320402046590134,500,1.5320404,500.0,1.5320402046590134,5.4391416e-20,299.999969473632,100,1.0
,0.0024999997,1.0,0.0025,2,500.0,198.54531505589875,1.0,1.0,14.072987,-1.0609529,1.7044609224181995,0.0025,198.54531505589875,1.7044609224181995,500,1.7044609,500.0,1.7044609224181995,5.434597e-20,400.0,100,1.0
29692.0,0.002,3853.337,1.2706008e-08,1,54.0491781460656,206.64638350311455,8.841025,5.6167068e-05,49.99655,27.183239,1.8049645991237506,0.87169456,206.64638350311455,1.8049645991237506,500,36.197357,500.0,1.8049645991237506,0.0015194772,1.3154104439493277,100,9.250834
,0.009999998,1.0,0.01,2,500.0,242.5302783021326,1.0,1.0,15.49532,3.645482,8.231584144302813,0.01,242.5302783021326,8.231584144302813,500,8.231584,500.0,8.231584144302813,3.5044917e-18,100.0,100,1.0
,0.0049999994,1.0,0.005,2,500.0,252.35561612526632,1.0,1.0,15.84594,5.4485354,9.405016300124187,0.005,252.35561612526632,9.405016300124187,500,9.405016,500.0,9.405016300124187,2.179301e-19,200.00000010221265,100,1.0
,0.0033333336,1.0,0.0033333334,2,500.0,299.18113829829025,1.0,1.0,17.268002,7.420726,11.219354472473007,0.0033333334,299.18113829829025,11.219354472473007,500,11.219355,500.0,11.219354472473007,5.4391416e-20,299.999969473632,100,1.0
,0.0024999997,1.0,0.0025,2,500.0,303.2600276942408,1.0,1.0,17.39258,8.484322,11.774031451706701,0.0025,303.2600276942408,11.774031451706701,500,11.774031,500.0,11.774031451706701,5.434597e-20,400.0,100,1.0
101689.81,0.002,7131.244,1.2562276e-08,1,38.72289658327426,294.3486073351749,15.388631,9.6658114e-05,57.77236,52.00248,11.486617551281132,0.92681986,294.3486073351749,11.486617551281132,500,62.57561,500.0,11.486617551281132,0.0017176615,1.1639914036843764,100,12.912257
,0.009999998,1.0,0.01,2,500.0,422.94228521220913,1.0,1.0,20.462475,17.791267,23.71298795626767,0.01,422.94228521220913,23.71298795626767,500,23.712986,500.0,23.71298795626767,3.5044917e-18,100.0,100,1.0
,0.0049999994,1.0,0.005,2,500.0,470.074454044044,1.0,1.0,21.626928,18.290808,22.748646133225893,0.005,470.074454044044,22.748646133225893,500,22.748646,500.0,22.748646133225893,2.179301e-19,200.00000010221265,100,1.0
