meankl,entropy,DiscEpRewMean,TimeElapsed,ev_tdlam_before,TimestepsSoFar,EpLenMean,surrgain,Var_J,optimgain,EpThisIter,EpRewMean,entloss,J_hat,EpisodesSoFar
0.00522197,6.79473,-5.92351093876,427.3384642601013,0.301980674267,210000,500.0,0.0339863,5737999.0,0.0339863,10,-13.2929386307,,1154.3597412109375,420
0.00486811,6.76532,0.135520723811,439.0916006565094,0.345272362232,215000,500.0,0.0320492,13064528.0,0.0320492,10,-2.47772409219,,1481.625,430
0.00503254,6.72657,12.0676346723,449.3615083694458,0.274065375328,220000,500.0,0.0333068,231281.78125,0.0333068,10,27.1475484718,,244.8623504638672,440
0.00522381,6.6958,3.36349417131,460.60678267478943,0.347036421299,225000,500.0,0.0343312,2177865.75,0.0343312,10,5.51675275132,,710.4628295898438,450
0.00502607,6.69209,3.83258902201,472.3298933506012,0.678600341082,230000,500.0,0.0350698,218448.046875,0.0350698,10,16.5532905712,,197.31838989257812,460
0.00519181,6.68476,-0.210883450967,483.86329650878906,0.64997702837,235000,500.0,0.0362821,23403.556640625,0.0362821,10,12.9165057716,,148.58963012695312,470
0.0055644,6.6504,11.137907155,495.1738760471344,0.395935058594,240000,500.0,0.0349709,587385.9375,0.0349709,10,25.6329651446,,397.3958740234375,480
0.0052125,6.61944,11.0929392136,505.7512090206146,0.31988966465,245000,500.0,0.0344906,1234020.75,0.0344906,10,54.9889075314,,486.6092834472656,490
0.00515308,6.58644,8.81615463706,516.2122600078583,0.31621325016,250000,500.0,0.0353467,19715178.0,0.0353467,10,34.4100408642,,2361.928466796875,500
0.00497952,6.59785,14.4681425264,528.0106997489929,0.317433595657,255000,500.0,0.0367735,70368336.0,0.0367735,10,62.5931561793,,4998.16650390625,510
0.0053508,6.57079,24.5653755928,538.7778778076172,0.370838522911,260000,500.0,0.037226,15025512448.0,0.037226,10,75.7359390378,,41288.30859375,520
0.00487521,6.53981,10.1148350266,545.9039082527161,0.305528342724,265000,500.0,0.036328,69728136.0,0.036328,10,50.1466628333,,2829.9990234375,530
0.00504645,6.5,7.9779996984,556.3342390060425,0.355358064175,270000,500.0,0.0362702,163711136.0,0.0362702,10,45.4053776488,,5163.13330078125,540
0.00504206,6.47436,24.4619995507,565.5699710845947,0.29033178091,275000,500.0,0.0369467,2840014080.0,0.0369467,10,89.9051915003,,23855.064453125,550
0.00549744,6.45015,16.41093222,574.9484121799469,0.305337488651,280000,500.0,0.0364936,3013313.75,0.0364936,10,81.4445514619,,873.4923095703125,560
0.00516501,6.41742,30.9336437739,584.2642965316772,0.328792750835,285000,500.0,0.0373579,117211112.0,0.0373579,10,101.937001807,,7836.4619140625,570
0.00503248,6.38897,32.0543910881,590.3247590065002,0.300808131695,290000,500.0,0.0394677,769735808.0,0.0394677,10,101.242673289,,17242.05859375,580
0.00493407,6.35376,37.6945075187,601.5736496448517,0.387800276279,295000,500.0,0.0419637,632792.875,0.0419637,10,108.142968622,,590.3026123046875,590
0.00516578,6.33082,34.921945429,611.0699861049652,0.362385630608,300000,500.0,0.0395712,3626271232.0,0.0395712,10,102.092858705,,32265.234375,600
0.00474497,6.31616,18.9329810391,622.5645802021027,0.784282669425,305000,500.0,0.0401246,14419024.0,0.0401246,10,67.9146392838,,2231.64501953125,610
0.00508753,6.2818,38.9456941644,633.8511748313904,0.759406477213,310000,500.0,0.0399288,849543488.0,0.0399288,10,99.1564681844,,10251.251953125,620
0.00495269,6.25361,32.3142463723,641.2119352817535,0.269982457161,315000,500.0,0.0377508,6952118.5,0.0377508,10,127.272521154,,1811.418701171875,630
0.00489542,6.23169,43.9610757855,652.7442662715912,0.337608397007,320000,500.0,0.0361291,1094431473664.0,0.0361291,10,143.699974834,,349492.8125,640
0.00500806,6.20709,40.8216037776,663.271938085556,0.744533091784,325000,500.0,0.0405933,3210227.5,0.0405933,10,118.13131781,,758.6051025390625,650
0.004822,6.19725,36.2586304349,674.3056824207306,0.824918359518,330000,500.0,0.0437353,8478306304.0,0.0437353,10,102.254213619,,31753.640625,660
0.00504962,6.1745,49.2540962896,683.240464925766,0.317386090755,335000,500.0,0.0396061,75714376.0,0.0396061,10,141.789637268,,3350.85693359375,670
0.00536294,6.15376,46.3648431661,693.1049652099609,0.321076512337,340000,500.0,0.0432344,15302405120.0,0.0432344,10,141.413050574,,42210.703125,680
0.00454624,6.14233,43.1140576098,702.9282186031342,0.367730140686,345000,500.0,0.0384807,2314055.75,0.0384807,10,138.42550801,,1176.071533203125,690
0.00510513,6.1355,59.2179563108,712.2562744617462,0.326666712761,350000,500.0,0.0411102,416788096.0,0.0411102,10,170.495058735,,9251.0439453125,700
0.00481142,6.11743,50.2109152209,723.3144307136536,0.356103479862,355000,500.0,0.0419541,24648232206336.0,0.0419541,10,164.380015624,,1663414.375,710
0.00485923,6.1001,64.0940949686,733.3075323104858,0.789241701365,360000,500.0,0.0461204,63557076.0,0.0461204,10,184.317723369,,3211.64990234375,720
0.00495011,6.08912,65.3671766481,741.4458911418915,0.309641420841,365000,500.0,0.040058,1781586176.0,0.040058,10,205.618607134,,16213.9580078125,730
0.00480185,6.07982,64.3260537883,752.0495223999023,0.614015489817,370000,500.0,0.0562011,16021040.0,0.0562011,10,182.334227866,,2305.79052734375,740
0.00531903,6.04034,56.4486874156,763.80228972435,0.822781383991,375000,500.0,0.0422573,24974994.0,0.0422573,10,178.740095237,,1858.7484130859375,750
0.00542455,6.02417,72.1439509987,774.0814514160156,0.176228702068,380000,500.0,0.0459051,5335349.0,0.0459051,10,217.708090565,,1800.1519775390625,760
0.00483698,6.01001,73.8337418499,785.4600822925568,0.819418489933,385000,500.0,0.0427937,33399028842496.0,0.0427937,10,189.311571021,,1947116.25,770
0.00496917,5.989,76.8812946599,794.6682603359222,0.770077258348,390000,500.0,0.044009,590147968.0,0.044009,10,230.506200518,,12306.455078125,780
0.00541983,5.95721,78.7893095656,806.4841611385345,0.228924274445,395000,500.0,0.0445879,1264036.875,0.0445879,10,216.829301945,,1037.830810546875,790
0.00516806,5.92121,88.0572095879,816.7107858657837,0.289002418518,400000,500.0,0.0433699,115735536.0,0.0433699,10,270.25272338,,7832.39306640625,800
0.00516988,5.90241,97.8225213574,828.117439031601,0.362764120102,405000,500.0,0.0439604,2545556127744.0,0.0439604,10,280.681604267,,542534.3125,810
0.00510328,5.88311,75.5046293622,838.5705375671387,0.317801058292,410000,500.0,0.043402,26124711936.0,0.043402,10,229.950667794,,59207.38671875,820
0.0056504,5.84105,79.0311117365,849.9230861663818,0.355862736702,415000,500.0,0.0455701,64092580610048.0,0.0455701,10,249.210648551,,2671880.5,830
0.00502566,5.82917,97.1053190393,858.2254965305328,0.790812507272,420000,500.0,0.0579703,3827334.5,0.0579703,10,261.695334766,,1356.0528564453125,840
0.00555767,5.81426,88.5277179356,867.0976059436798,0.340265989304,425000,500.0,0.0454049,4967986176.0,0.0454049,10,261.305910477,,35152.73828125,850
0.00511813,5.79248,93.4883325113,878.4153509140015,0.301128387451,430000,500.0,0.0453302,76076368.0,0.0453302,10,265.136325842,,4544.56396484375,860
0.00539089,5.76885,100.273011169,889.4107685089111,0.3340498209,435000,500.0,0.0438442,389764153344.0,0.0438442,10,281.304511412,,215673.59375,870
0.00546949,5.75072,97.6168458786,900.423887014389,0.360143363476,440000,500.0,0.0531311,74217128.0,0.0531311,10,283.377998339,,3642.25732421875,880
0.00542039,5.72674,89.9071659995,911.4399929046631,0.309586107731,445000,500.0,0.0455976,7408141312.0,0.0455976,10,279.23591124,,37240.31640625,890
0.00556665,5.71313,104.933487131,921.1413159370422,0.331856787205,450000,500.0,0.0453779,2561383596032.0,0.0453779,10,323.575401124,,670220.0,900
0.00540165,5.67944,108.194915122,931.3230621814728,0.57570630312,455000,500.0,0.0461795,4690442.0,0.0461795,10,326.919020651,,1413.1331787109375,910
0.00588459,5.66625,104.612571853,941.1260826587677,0.84473772347,460000,500.0,0.0464601,7059489792.0,0.0464601,10,277.954329394,,32694.171875,920
0.00575268,5.66408,114.472350926,950.532478094101,0.345926105976,465000,500.0,0.047568,1.1861805244612608e+16,0.047568,10,325.106042312,,36748472.0,930
0.00579435,5.63189,103.947573602,961.2375912666321,0.325847327709,470000,500.0,0.0477239,728178368.0,0.0477239,10,300.620648682,,10983.267578125,940
0.00607318,5.59931,127.108776606,970.4517095088959,0.285988628864,475000,500.0,0.0491512,309024000.0,0.0491512,10,369.842617702,,9043.49609375,950
0.0059019,5.58839,125.742505805,979.7776522636414,0.344904541969,480000,500.0,0.0477146,3343545794560.0,0.0477146,10,370.421538782,,611023.1875,960
0.00605554,5.57464,125.694424652,990.9930589199066,0.350787878036,485000,500.0,0.049462,19735390208.0,0.049462,10,356.223900541,,64138.6328125,970
0.0056145,5.55982,115.119926404,999.9006855487823,0.825820639729,490000,500.0,0.0505415,9330373632.0,0.0505415,10,309.551129931,,62053.5,980
0.00552746,5.54876,123.542785135,1009.4722077846527,0.254040539265,495000,500.0,0.0507551,21381092.0,0.0507551,10,370.256045059,,3405.5390625,990
0.00615455,5.53448,152.979689146,1017.7297029495239,0.330034255981,500000,500.0,0.0496961,6019022323712.0,0.0496961,10,427.537721583,,890777.0,1000
0.00569298,5.52008,125.519892766,1027.0337464809418,0.363135278225,505000,500.0,0.0477788,286551104.0,0.0477788,10,383.203547696,,8576.9013671875,1010
0.00516368,5.51491,136.848027054,1038.8711981773376,0.580709993839,510000,500.0,0.0583243,392282368.0,0.0583243,10,397.624886439,,9911.6875,1020
0.00573681,5.4956,132.794859897,1049.4220294952393,0.816200092435,515000,500.0,0.0487607,2321549099008.0,0.0487607,10,380.319528771,,509057.34375,1030
0.00581457,5.47412,140.803758319,1056.6337611675262,0.287769854069,520000,500.0,0.0502591,160002362834944.0,0.0502591,10,423.480692329,,4547346.0,1040
0.00611524,5.45598,158.567989539,1066.430846452713,0.386271715164,525000,500.0,0.0493062,21757763256320.0,0.0493062,10,443.454085625,,1585807.25,1050
0.0056639,5.43825,128.512599353,1075.6194577217102,0.312155008316,530000,500.0,0.0485751,931138240.0,0.0485751,10,398.3815121,,12829.076171875,1060
0.00642352,5.42458,148.645765805,1087.285620212555,0.367494046688,535000,500.0,0.0522865,10979596288.0,0.0522865,10,432.748087872,,44558.77734375,1070
0.00610898,5.40064,142.564069784,1096.5433852672577,0.359634339809,540000,500.0,0.0500182,151770578944.0,0.0500182,10,431.651006647,,138105.703125,1080
0.0062718,5.36231,162.423846198,1106.1322267055511,0.363663256168,545000,500.0,0.0513126,700455613104128.0,0.0513126,10,466.787071851,,8878143.0,1090
0.00593571,5.3448,166.778407067,1116.7973005771637,0.342431306839,550000,500.0,0.0469942,84145656.0,0.0469942,10,479.276554271,,7433.51318359375,1100
0.00581536,5.32732,142.352259054,1127.2674579620361,0.880213275552,555000,500.0,0.052345,893609344.0,0.052345,10,379.257682215,,18482.255859375,1110
0.00602956,5.31397,136.27874321,1137.8415894508362,0.848812744021,560000,500.0,0.0500874,84976368.0,0.0500874,10,389.487174492,,7034.3369140625,1120
0.0063182,5.30688,149.023075686,1147.881144285202,0.846779197454,565000,500.0,0.0528901,79215910912.0,0.0528901,10,435.238645922,,106601.171875,1130
0.00632527,5.29633,174.463923987,1158.367585659027,0.62474963069,570000,500.0,0.0560588,372276.8125,0.0560588,10,491.995802063,,641.1361694335938,1140
0.00623837,5.27141,156.825232541,1167.6895756721497,0.379610538483,575000,500.0,0.053754,12230184960.0,0.053754,10,470.02844849,,55680.15625,1150
0.00597993,5.25195,179.369208003,1178.513347864151,0.543672323227,580000,500.0,0.0554634,45788032.0,0.0554634,10,495.824642592,,4534.14208984375,1160
0.00625375,5.22664,177.57840574,1189.5649819374084,0.316370666027,585000,500.0,0.0507955,63063008.0,0.0507955,10,516.079047249,,4185.07666015625,1170
0.00595629,5.22508,170.587180971,1201.7124571800232,0.337870001793,590000,500.0,0.0483622,122619478016.0,0.0483622,10,483.423742304,,128926.484375,1180
0.00665422,5.21038,170.341129613,1213.183305978775,0.327853441238,595000,500.0,0.0539757,683246485504.0,0.0539757,10,509.500071858,,289420.75,1190
0.00595686,5.17992,185.158302564,1223.781329870224,0.362868249416,600000,500.0,0.0516688,3737235226624.0,0.0516688,10,540.338382996,,659092.0625,1200
0.00635972,5.1673,165.048209629,1230.6222944259644,0.844903409481,605000,500.0,0.0488031,520741027840.0,0.0488031,10,465.805946874,,252460.546875,1210
0.00606039,5.16596,184.791726127,1242.233695268631,0.27702498436,610000,500.0,0.0563225,48861577216.0,0.0563225,10,534.407547934,,123143.765625,1220
0.00609329,5.13403,182.164741278,1253.4833080768585,0.320240139961,615000,500.0,0.0524684,322891104.0,0.0524684,10,549.201205611,,11195.384765625,1230
0.00639054,5.12085,170.622377594,1262.8398275375366,0.876963451505,620000,500.0,0.0503647,12855127040.0,0.0503647,10,454.403188759,,40273.52734375,1240
0.00616426,5.10126,193.452676254,1272.6693971157074,0.347059369087,625000,500.0,0.0528759,581565743104.0,0.0528759,10,560.45240436,,286086.9375,1250
0.00629171,5.091,189.45719321,1282.6828725337982,0.767531782389,630000,500.0,0.0597369,168250608.0,0.0597369,10,539.889684559,,6938.1025390625,1260
0.00563254,5.08122,195.700918933,1293.7873530387878,0.319295406342,635000,500.0,0.102456,261280080.0,0.102456,10,571.731330468,,5688.6357421875,1270
0.00670279,5.07275,194.408671475,1304.1636109352112,0.328940153122,640000,500.0,0.0563141,1250878816256.0,0.0563141,10,560.405824864,,728238.25,1280
0.00628636,5.04949,197.120299666,1313.774267911911,0.367838203907,645000,500.0,0.0523721,128484917248.0,0.0523721,10,580.730147959,,138724.359375,1290
0.00622167,5.04297,194.237444547,1323.7004199028015,0.368147194386,650000,500.0,0.0518847,6200927744.0,0.0518847,10,569.63735016,,33783.59765625,1300
0.00614095,5.03123,196.268553218,1333.4170317649841,0.534023791552,655000,500.0,0.0533391,1255196590080.0,0.0533391,10,563.208153571,,555538.5,1310
0.00641425,5.02441,205.165650393,1343.9341342449188,0.759353935719,660000,500.0,0.0506605,48636567552.0,0.0506605,10,577.340165271,,101152.1953125,1320
0.00626865,5.00287,202.263217558,1355.2181556224823,0.357514739037,665000,500.0,0.0537753,677442158592.0,0.0537753,10,574.133399739,,289546.125,1330
0.00650481,4.98094,213.337878677,1365.893449306488,0.371928811073,670000,500.0,0.0540882,3.458402114788026e+20,0.0540882,10,598.160529172,,6199003136.0,1340
0.00624994,4.95483,220.401841039,1376.1362133026123,0.359933793545,675000,500.0,0.0507453,16265933824.0,0.0507453,10,641.85142346,,48934.46875,1350
0.00610308,4.93815,192.847086889,1386.7185096740723,0.848511189222,680000,500.0,0.0531787,4457500160.0,0.0531787,10,565.873629059,,32721.380859375,1360
0.00679264,4.92792,202.053304818,1395.6588139533997,0.51666238904,685000,500.0,0.053674,1.010219343591506e+17,0.053674,10,610.580186139,,106355888.0,1370
0.00693178,4.90422,213.311459159,1406.2492887973785,0.372503519058,690000,500.0,0.0552702,24375746560.0,0.0552702,10,637.173171436,,68248.515625,1380
0.00654355,4.8902,228.646599313,1415.203717470169,0.385862886906,695000,500.0,0.0533509,8.606069925137613e+18,0.0533509,10,681.625288302,,979553472.0,1390
0.00687681,4.86133,234.754888245,1424.2337164878845,0.380684316158,700000,500.0,0.0548368,63307513856.0,0.0548368,10,701.712983252,,141896.53125,1400
0.00650279,4.85253,188.910204576,1435.2585611343384,0.896724283695,705000,500.0,0.0521327,26498299854848.0,0.0521327,10,555.954747406,,1876879.0,1410
0.0068758,4.82591,196.15472579,1445.491762638092,0.894457489252,710000,500.0,0.0508465,1356685568.0,0.0508465,10,581.789542586,,20157.068359375,1420
0.00653416,4.79808,245.386796586,1456.8637416362762,0.3023416996,715000,500.0,0.0568599,35423598411776.0,0.0568599,10,693.825310601,,2018824.75,1430
0.00666843,4.78255,199.001863844,1468.139723777771,0.906826429069,720000,500.0,0.0589674,564782272.0,0.0589674,10,555.381494673,,10960.3955078125,1440
0.00655377,4.76341,229.382569665,1479.2580490112305,0.412632286549,725000,500.0,0.0552359,319229953835008.0,0.0552359,10,668.201808282,,7512165.5,1450
0.00662089,4.73968,241.669010879,1489.9238955974579,0.33871948719,730000,500.0,0.0558905,510978523136.0,0.0558905,10,694.728666107,,325907.1875,1460
0.00675435,4.73757,225.920300967,1500.208642244339,0.426758348942,735000,500.0,0.0543015,1020699607040.0,0.0543015,10,692.39132698,,407356.0,1470
0.00694559,4.71085,251.24579847,1511.0390858650208,0.380064666271,740000,500.0,0.0556571,5901359689760768.0,0.0556571,10,720.319856549,,30909578.0,1480
0.00688881,4.68798,267.405864342,1522.305546283722,0.364961624146,745000,500.0,0.0563017,43758368325632.0,0.0563017,10,760.122109642,,2221504.75,1490
0.00707262,4.65763,252.839065651,1533.2962367534637,0.406899154186,750000,500.0,0.0564342,360714472521728.0,0.0564342,10,735.257964503,,6349885.0,1500
0.00644993,4.65086,243.430628597,1543.84889960289,0.40915453434,755000,500.0,0.0606905,502648881020928.0,0.0606905,10,720.972528817,,7530670.5,1510
0.00693674,4.62362,266.115912511,1550.9102790355682,0.478842079639,760000,500.0,0.0561374,113957494784.0,0.0561374,10,733.926467585,,157665.0625,1520
0.00657292,4.61092,271.41230357,1560.4917945861816,0.351045548916,765000,500.0,0.0525005,300339968.0,0.0525005,10,786.927029927,,8717.455078125,1530
0.00726342,4.59359,271.46530407,1571.149172782898,0.394933640957,770000,500.0,0.0576886,6060988432384.0,0.0576886,10,771.422487802,,932035.125,1540
0.00735576,4.57129,258.598598373,1577.846039056778,0.829645618796,775000,500.0,0.0524577,3.0751410585987973e+18,0.0524577,10,724.00647618,,584777600.0,1550
0.00726946,4.55835,265.792922573,1586.9483172893524,0.412024378777,780000,500.0,0.057151,123279856.0,0.057151,10,773.330963256,,8508.92578125,1560
0.00718106,4.53386,265.279832724,1596.3690569400787,0.38320016861,785000,500.0,0.0561805,190093361152.0,0.0561805,10,769.814473638,,214152.90625,1570
0.00717484,4.52459,236.591134269,1606.2892775535583,0.88607659936,790000,500.0,0.0515201,7128978817024.0,0.0515201,10,614.068357614,,1240627.75,1580
0.00684412,4.48485,279.583678969,1617.434778213501,0.168181419373,795000,500.0,0.0589012,485970549932032.0,0.0589012,10,791.102202118,,7352033.0,1590
0.00699346,4.47061,263.733746244,1628.7580769062042,0.416713476181,800000,500.0,0.0556794,77015336.0,0.0556794,10,785.849926219,,8076.62890625,1600
0.00738202,4.4466,291.701102435,1639.967288017273,0.398184657097,805000,500.0,0.0561654,31631878144.0,0.0561654,10,835.572423361,,114957.875,1610
0.00706699,4.42571,278.10896636,1649.1323573589325,0.374830543995,810000,500.0,0.056173,467276402786304.0,0.056173,10,807.006215786,,10747771.0,1620
0.00718869,4.40306,283.612117858,1658.7815170288086,0.357207655907,815000,500.0,0.0560897,2906178191360.0,0.0560897,10,829.521621897,,825219.4375,1630
0.00751849,4.38998,274.26288276,1668.0056841373444,0.48601102829,820000,500.0,0.0580086,108055622582272.0,0.0580086,10,821.264259929,,3466337.5,1640
0.00713238,4.37817,288.547617951,1678.05854845047,0.719429701567,825000,500.0,0.0540468,15057259520.0,0.0540468,10,837.735225874,,54670.69921875,1650
0.00723908,4.34878,245.889813477,1687.5357012748718,0.886107802391,830000,500.0,0.0525443,8285523968.0,0.0525443,10,692.26842696,,57777.9140625,1660
0.00718244,4.32202,283.376258242,1696.5580260753632,0.260314702988,835000,500.0,0.0599232,1930450173952.0,0.0599232,10,846.248485202,,711817.125,1670
0.00717569,4.3029,308.103485923,1706.993539571762,0.308091282845,840000,500.0,0.0535745,5983851008.0,0.0535745,10,883.401423091,,45261.328125,1680
0.00757688,4.27781,306.553493529,1717.520272731781,0.408879160881,845000,500.0,0.0567151,240344272732160.0,0.0567151,10,880.805249378,,5570973.0,1690
0.00748689,4.25926,302.2379127,1728.9309885501862,0.39445734024,850000,500.0,0.0574475,191558860800.0,0.0574475,10,880.442870977,,156346.328125,1700
0.00773829,4.24673,309.67091093,1738.5861067771912,0.422764241695,855000,500.0,0.0597668,1.845311596349484e+20,0.0597668,10,873.692818029,,4795661312.0,1710
0.00753769,4.2343,299.479076145,1748.469869852066,0.406595408916,860000,500.0,0.0565043,3.819513127842611e+16,0.0565043,10,864.513477112,,65290024.0,1720
0.00756403,4.21629,304.296318497,1759.4205133914948,0.407588243484,865000,500.0,0.0582053,4542150213632.0,0.0582053,10,890.016820494,,1010679.625,1730
0.00784686,4.20102,306.940394229,1770.3290903568268,0.427356183529,870000,500.0,0.0580544,2.0081681030572933e+18,0.0580544,10,884.122852351,,475255360.0,1740
0.00733505,4.18472,314.209831091,1780.4844620227814,0.426795184612,875000,500.0,0.0565453,7.637793234483654e+20,0.0565453,10,900.986581205,,9214305280.0,1750
0.00758366,4.16464,310.383302653,1788.3011424541473,0.292919456959,880000,500.0,0.0591264,252991152.0,0.0591264,10,918.693393727,,8737.1201171875,1760
