MaxNormIw,AvgNormIw,ESSRenyi,AvgDiscRet,BatchSize,MaxVanillaIw,J,VarVanillaIw,VarJ,AvgVanillaIw,ESSClassic,Bound,VarRet,VarDiscRet,AvgEpLen,MinVanillaIw,VanillaAvgRet,AvgRet,VarNormIw,eRenyi2,MinNormIw
0.031563405,0.01,43.707361968368545,-1.0913936421275138e-13,100,3.1554701,1583.71,1.3728553,44.81536,0.9997242,42.375093707185364,1317.9626,4230828.776786032,4230828.776786032,200.0,6.978253e-15,-1608.5544895009277,-1.0913936421275138e-13,0.00013736128,2.287944,6.980178e-17
0.013799478,0.01,88.18667981451442,5.968558980384841e-15,100,1.3755536,28.338345,0.14282149,10.414478,0.9968156,87.54281988747763,2.8347912,80500.56008168009,80500.56008168009,200.0,0.014485153,-39.506088992215474,5.968558980384841e-15,1.4373543e-05,1.1339581,0.00014531426
0.33743694,0.01,2.8643115655604734,3.552713678800501e-16,100,48.141567,9.2030525,55.55472,5.019968,1.4266833,3.5687554026772412,5.4017816,72.90403000297415,72.90403000297415,200.0,,-10.614397337911406,3.552713678800501e-16,0.0027293905,34.912403,
0.9389611,0.01,0.0058564028326688455,3.907985046680551e-16,100,0.00068424124,8.184575,4.694976e-09,4.653912,7.2872162e-06,1.129590466483512,2.405089,53.342869870335804,53.342869870335804,200.0,,-8.537843970485081,3.907985046680551e-16,0.008841178,17075.328,
0.5379202,0.01,0.8891724235524864,-1.3322676295501878e-16,100,3.6022317e-07,6.817075,2.2325912e-15,1.6069784,6.6965917e-09,1.988566137777735,2.6304212,49.2777696752911,49.2777696752911,200.0,,-7.657868674578427,-1.3322676295501878e-16,0.004978534,112.46413,
0.48041394,0.01,nan,9.592326932761353e-16,100,0.0001808574,2.8837032,3.321438e-10,21.236057,3.764616e-06,4.131939401712088,0.020015001,47.905169337586464,47.905169337586464,200.0,7.955733e-07,-7.239978276591654,9.592326932761353e-16,0.0023436074,nan,0.0021132922
0.05006254,0.01,26.67370452078255,-3.1832314562052486e-13,100,5.262482,994.2622,2.9804642,306.59763,1.0511816,27.245563454778594,833.7987,991802.7654404336,991802.7654404336,200.0,5.3301317e-34,-4764.590518688767,-3.1832314562052486e-13,0.0002697295,3.7490106,5.07061e-36
1.0,0.01,4.633996402476123e-11,-1.8189894035458565e-14,100,2.743346e-37,239.68008,,,2.743346e-39,inf,63.447052,43908.79973575101,43908.79973575101,200.0,,-3833.751193551052,-1.8189894035458565e-14,0.010000003,2157964600000.0,
1.0,0.01,1.701524957712851e-05,-1.2732925824820997e-13,100,1.5816194e-32,4.3240666,,,1.5816194e-34,inf,0.57325363,19.889676289287884,19.889676289287884,200.0,,-5750.359320145234,-1.2732925824820997e-13,0.0100000035,5877081.0,
0.51127124,0.01,1.1044532033120114,-5.184119800105691e-13,100,23.310331,4.568417,10.27385,0.13778947,0.4559289,2.002809138316674,0.936409,37.35167858330525,37.35167858330525,200.0,,-5750.222819003028,-5.184119800105691e-13,0.0049424106,90.54254,
1.0,0.01,0.2530563223304906,2.091837814077735e-13,100,2.5021417e-33,15.548757,,,2.5021416e-35,inf,11.607527,21.96041466156551,21.96041466156551,200.0,,-5750.143315584747,2.091837814077735e-13,0.010000002,395.16895,
0.33333334,0.01,1.3686823279044245,-1.0459189070388674e-12,100,103.32293,9.669493,313.79877,38.048405,3.0996878,3.000000095281231,5.9438543,58.87074598997591,58.87074598997591,200.0,,-5749.082857311391,-1.0459189070388674e-12,0.0032659932,73.06297,
0.01,0.009999998,100.0,-1.0004441719502211e-12,100,1.0,-1.15484e-07,,6.880329,1.0,100.0,-0.58157164,47.817103057192384,47.817103057192384,200.0,1.0,-5749.553467995569,-1.0004441719502211e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,5.002220859751106e-13,100,1.0,1.1175871e-08,,4.3348465,1.0,100.0,-0.3664103,18.980703597009093,18.980703597009093,200.0,1.0,-5750.134072282198,5.002220859751106e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,1.291482476517558e-12,100,1.0,-9.313226e-09,,7.858269,1.0,100.0,-0.66423357,62.37615394383033,62.37615394383033,200.0,1.0,-5749.164960692066,1.291482476517558e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,1.3642420526593923e-13,100,1.0,3.7252903e-09,,4.08157,1.0,100.0,-0.34500167,16.827490313450948,16.827490313450948,200.0,1.0,-5750.645295234207,1.3642420526593923e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,1.2278178473934532e-12,100,1.0,-2.0489097e-08,,5.5999565,1.0,100.0,-0.4733459,31.67627608648362,31.67627608648362,200.0,1.0,-5749.205637403963,1.2278178473934532e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,1.064108801074326e-12,100,1.0,-1.4901161e-08,,4.3579593,1.0,100.0,-0.36836392,19.183645710719123,19.183645710719123,200.0,1.0,-5750.275360344894,1.064108801074326e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-1.2369127944111825e-12,100,1.0,2.9802322e-08,,5.8935885,1.0,100.0,-0.49816555,35.08523409489954,35.08523409489954,200.0,1.0,-5749.96185107757,-1.2369127944111825e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,8.731149137020111e-13,100,1.0,-2.9802322e-08,,6.2224636,1.0,100.0,-0.5259644,39.11015446235313,39.11015446235313,200.0,1.0,-5749.60345177164,8.731149137020111e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-6.821210263296962e-13,100,1.0,-1.8626451e-08,,4.2418036,1.0,100.0,-0.3585457,18.174644661417833,18.174644661417833,200.0,1.0,-5750.661415886713,-6.821210263296962e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,1.4279066817834974e-12,100,1.0,2.9802322e-08,,6.919495,1.0,100.0,-0.584882,48.36304455384496,48.36304455384496,200.0,1.0,-5749.41071962178,1.4279066817834974e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-1.2641976354643702e-12,100,1.0,4.4703484e-08,,5.1867967,1.0,100.0,-0.43842274,27.174605873044566,27.174605873044566,200.0,1.0,-5749.877276657166,-1.2641976354643702e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-1.3733369996771216e-12,100,1.0,6.2864274e-08,,4.7432704,1.0,100.0,-0.40093294,22.72587433037952,22.72587433037952,200.0,1.0,-5749.1049407773135,-1.3733369996771216e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,4.547473508864641e-13,100,1.0,-1.3038516e-08,,5.2479267,1.0,100.0,-0.44358996,27.81892751412377,27.81892751412377,200.0,1.0,-5749.906223878685,4.547473508864641e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-5.729816621169448e-13,100,1.0,-7.450581e-09,,6.493592,1.0,100.0,-0.5488819,42.59266393231029,42.59266393231029,200.0,1.0,-5749.505903219829,-5.729816621169448e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-2.2646418074145915e-12,100,1.0,7.4505806e-08,,6.8993707,1.0,100.0,-0.583181,48.08213728841605,48.08213728841605,200.0,1.0,-5749.89030218021,-2.2646418074145915e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,1.127773430198431e-12,100,1.0,-5.9604645e-08,,4.0184817,1.0,100.0,-0.33966905,16.31131037638339,16.31131037638339,200.0,1.0,-5750.236500053134,1.127773430198431e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-1.6916601452976466e-12,100,1.0,7.4505806e-08,,4.2613773,1.0,100.0,-0.3602001,18.342766629980332,18.342766629980332,200.0,1.0,-5750.501149360714,-1.6916601452976466e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-9.094947017729283e-15,100,1.0,-1.4901161e-07,,9.554126,1.0,100.0,-0.8075788,92.20335773516632,92.20335773516632,200.0,1.0,-5749.678978306487,-9.094947017729283e-15,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,4.638422979041934e-13,100,1.0,3.7252903e-08,,4.590134,1.0,100.0,-0.38798887,21.282153721886846,21.282153721886846,200.0,1.0,-5749.32225999319,4.638422979041934e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-6.275513442233204e-13,100,1.0,2.9802322e-08,,6.2421722,1.0,100.0,-0.5276302,39.35829745202009,39.35829745202009,200.0,1.0,-5749.87780434195,-6.275513442233204e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,5.184119800105691e-13,100,1.0,7.4505806e-08,,4.5685096,1.0,100.0,-0.38616097,21.082100524542057,21.082100524542057,200.0,1.0,-5751.227326907661,5.184119800105691e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,5.638867150992155e-13,100,1.0,7.0780516e-08,,6.2981396,1.0,100.0,-0.5323609,40.06724058708545,40.06724058708545,200.0,1.0,-5750.073435224514,5.638867150992155e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-1.5643308870494365e-12,100,1.0,7.450581e-09,,5.2009487,1.0,100.0,-0.4396191,27.323101376088164,27.323101376088164,200.0,1.0,-5750.033950983315,-1.5643308870494365e-12,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,-1.9099388737231492e-13,100,1.0,-7.450581e-09,,5.7364826,1.0,100.0,-0.48488596,33.23962816065579,33.23962816065579,200.0,1.0,-5749.647076553654,-1.9099388737231492e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,8.640199666842818e-13,100,1.0,1.4901161e-08,,5.5573936,1.0,100.0,-0.46974808,31.19658582748422,31.19658582748422,200.0,1.0,-5750.307245944185,8.640199666842818e-13,3.5044917e-18,1.0,0.01
0.01,0.009999998,100.0,4.3655745685100554e-13,100,1.0,2.2351742e-08,,5.0645266,1.0,100.0,-0.42808774,25.908517296245876,25.908517296245876,200.0,1.0,-5749.530434836933,4.3655745685100554e-13,3.5044917e-18,1.0,0.01
