ESSClassic,eRenyi2,AvgRet,VarNormIw,ESSRenyi,MaxVanillaIw,VarJ,Bound,AvgEpLen,AvgDiscRet,BatchSize,MinVanillaIw,VarVanillaIw,J,MinNormIw,MaxNormIw,AvgNormIw,VarRet,AvgVanillaIw,VarDiscRet
33.45518374650008,3.977367,-2654.305220661724,0.00020091646,25.142261678045802,5.773053,343.40646,-1092.3502,200.0,-2654.305220661724,100,4.236789e-15,3.480592,-125.81327,3.218978e-17,0.043861832,0.010000002,5688470.842681565,1.3161906,5688470.842681565
84.54016346585227,1.1817205,-121.85731296191653,1.847169e-05,84.62237932248495,1.4642626,55.191307,-290.5453,200.0,-121.85731296191653,100,0.043407436,0.17253633,-18.844004,0.0004491353,0.0151506765,0.009999999,304258.74103214004,0.96646684,304258.74103214004
60.56644225266682,1.6462886,-9.773504481797938,6.576559e-05,60.74268993567737,2.203874,9.347305,-11.347022,200.0,-9.773504481797938,100,1.5976866e-05,0.65126306,-8.489771,1.6055088e-07,0.022146642,0.01,75.87817741718794,0.99512786,75.87817741718794
85.29864449709797,1.2086275,-9.58342321011929,1.7409238e-05,82.73848072465292,1.5313084,8.519545,-11.6030855,200.0,-9.58342321011929,100,0.009710808,0.18924771,-9.105308,9.313865e-05,0.0146871405,0.010000002,61.66121055545672,1.0426185,61.66121055545672
75.7432153106417,1.3393654,-8.10041327848688,3.23485e-05,74.66222641966547,2.6823554,9.013057,-9.847952,200.0,-8.10041327848688,100,0.07230213,0.34192386,-7.3636985,0.00070325605,0.026090277,0.01,63.16290706813482,1.0281054,63.16290706813482
75.64741350095915,1.4196999,-7.94122260238983,3.251739e-05,70.43742095467192,1.8573843,7.8325047,-9.440445,200.0,-7.94122260238983,100,0.003733245,0.39882603,-7.059351,3.370952e-05,0.016771343,0.01,55.12918642435449,1.1074749,55.12918642435449
85.1321091027959,1.1905719,-8.518944106121387,1.7640885e-05,83.99324698382667,1.5529444,7.3509164,-10.130005,200.0,-8.518944106121387,100,0.01232113,0.18965031,-7.9709244,0.000118832155,0.0149775,0.01,46.83454699002303,1.0368515,46.83454699002303
20.310556552579556,5.3031216,-7.434722403483203,0.000396318,18.856818336310763,10.254991,8.025362,-8.507357,200.0,-7.434722403483203,100,1.4236718e-07,4.777504,-4.126474,1.2966754e-09,0.0934021,0.01,52.18773463377515,1.09794,52.18773463377515
99.40193301124047,1.0091195,-8.356511475270336,6.0774204e-07,99.09629032494328,1.4550323,7.680833,-10.344782,200.0,-8.356511475270336,100,0.93828154,0.0059837466,-8.339536,0.009455974,0.014663774,0.010000002,59.91365395666369,0.99226326,59.91365395666369
78.04820980371441,1.3029644,-8.368864213605875,2.8410035e-05,76.74806483186092,1.6697638,8.126442,-10.324459,200.0,-8.368864213605875,100,0.00012504112,0.30955595,-7.993338,1.197896e-06,0.015996367,0.01,56.850289422230205,1.0438395,56.850289422230205
