BatchSize,VanillaAvgRet,AvgDiscRet,eRenyi2,VarDiscRet,VarVanillaIw,J,MaxNormIw,MaxVanillaIw,AvgVanillaIw,MinVanillaIw,ESSRenyi,AvgRet,VarRet,AvgEpLen,AvgNormIw,VarNormIw,VarJ,MinNormIw,ESSClassic,Bound
100,116.11656713830943,-2.9416469260468145e-14,,5068.28010698178,,393.69345,1.0,5.031891e-36,5.031891e-38,,inf,-2.9416469260468145e-14,5068.28010698178,12.62,0.01,0.010000002,,,inf,333.81897
100,537.160968898356,3.9790393202565614e-15,inf,1055022.2066243251,5.00224e-12,4459.3345,0.3343328,1.3088728e-05,3.9148802e-07,,,3.9790393202565614e-15,1055022.2066243251,54.7,0.010000002,0.00326383,13.726746,,3.0019286647900834,3960.746
100,4305.136553918181,1.6370904631912708e-13,23.489092,1562476.325893442,3.6035264,681.225,0.056626055,6.727261,1.1880151,4.0253703e-10,4.2572952815697285,1.6370904631912708e-13,1562476.325893442,430.91,0.010000002,0.0002553194,51.898735,3.3883157e-12,28.347386820265218,483.7729
100,4896.65282968254,-4.0017766878008843e-13,1.9511385,495112.27939797065,0.69310045,95.49921,0.03000069,2.8717513,0.9572284,4.005595e-10,51.25212801887858,-4.0017766878008843e-13,495112.27939797065,489.74,0.01,7.564236e-05,52.827915,4.184576e-12,57.18013062176601,17.239029
100,4602.760207883925,-1.0459189070388675e-13,3.7608135,1671998.529422976,2.2378223,375.17523,0.06637952,7.016986,1.057101,1.5147321e-09,26.58999194560414,-1.0459189070388675e-13,1671998.529422976,460.43,0.01,0.00020025928,91.95166,1.4329113e-11,33.52816993233564,187.36273
100,4842.6555224569465,5.366018740460276e-13,2.031302,736985.1413661451,1.0085349,148.5692,0.032419853,3.4369287,1.060131,0.00024110192,49.22950955516134,5.366018740460276e-13,736985.1413661451,484.36,0.010000002,8.973707e-05,60.34704,2.2742656e-06,52.954959207046855,49.351875
100,4699.924179929866,5.547917680814862e-13,3.3068821,1421175.4732307512,2.0731828,290.81122,0.048884425,4.9785957,1.018442,7.9825555e-31,30.239964920145674,5.547917680814862e-13,1421175.4732307512,470.09,0.01,0.00019987799,55.623566,7.838006e-33,33.57065422397188,117.76764
100,4899.766944185649,-2.7284841053187846e-14,2.231703,493895.3971520844,0.6334891,94.03371,0.030140363,2.596807,0.86157125,2.4539938e-07,44.80882898572834,-2.7284841053187846e-14,493895.3971520844,490.03,0.010000002,8.534079e-05,56.814854,2.8482772e-09,54.20423706394078,13.752785
100,4849.859712576082,-1.7280399333685637e-13,2.1697931,732791.7668594229,0.76638114,143.95122,0.029349888,2.751205,0.93738174,4.527758e-08,46.08734291991932,-1.7280399333685637e-13,732791.7668594229,485.05,0.01,8.721916e-05,41.194824,4.830218e-10,53.663346817074135,45.6717
100,4699.867651363248,1.3642420526593923e-13,2.4769478,1422148.0628814704,1.3763024,294.2287,0.03446416,3.643999,1.0573299,4.509557e-15,40.37226809093247,1.3642420526593923e-13,1422148.0628814704,470.08,0.01,0.00012310984,38.20807,4.2650422e-17,45.06966146030625,144.83174
100,4849.734915723821,5.820766091346741e-13,1.8496233,733761.2895078507,0.712131,146.33994,0.023385994,2.5374556,1.0850321,2.6787446e-14,54.065062212530286,5.820766091346741e-13,733761.2895078507,485.04,0.010000002,6.0488757e-05,22.846329,2.468816e-16,62.54538116206638,55.24562
100,4949.72545200849,2.4556356947869064e-13,1.3210306,248965.3158402541,0.32936203,47.516705,0.017624961,1.7853835,1.0129857,0.0016888024,75.69847264043268,2.4556356947869064e-13,248965.3158402541,495.02,0.01,3.2097174e-05,23.688759,1.667153e-05,75.88622049763104,-0.6558304
100,4799.85727602057,1.2732925824820997e-13,nan,967625.1001963108,0.424662,184.2226,0.04841332,2.4611034,0.5083525,6.064117e-08,nan,1.2732925824820997e-13,967625.1001963108,480.06,0.01,0.00016432868,92.99049,1.192896e-09,38.068352061319416,50.13669
100,4949.6443681292885,2.4556356947869064e-13,1.5831962,249964.1342480258,0.48738217,46.787674,0.025107747,2.4680178,0.98297065,0.00022809858,63.163366818233705,2.4556356947869064e-13,249964.1342480258,495.01,0.009999999,5.0441566e-05,32.519688,2.3205025e-06,66.69461742733522,-4.7002068
100,4849.687382694532,4.638422979041934e-13,1.6049471,733746.8550191188,0.5894599,145.81334,0.022929477,2.6819715,1.169661,0.00028672194,62.307349951779926,4.638422979041934e-13,733746.8550191188,485.04,0.01,4.3085805e-05,28.942305,2.4513251e-06,70.09922489919208,59.767853
100,4949.66165024242,-2.7284841053187846e-14,1.4410466,248958.74103795676,0.40700805,47.038563,0.022436714,2.1258438,0.94748443,0.004445107,69.39400870671203,-2.7284841053187846e-14,248958.74103795676,495.02,0.010000002,4.5337634e-05,28.621069,4.691483e-05,69.02061324882833,-3.4724197
100,4599.76980820876,4.547473508864641e-13,3.05913,1856385.9691389955,1.098066,378.0409,0.049942963,4.150707,0.8310894,8.391469e-09,32.689033000826676,4.547473508864641e-13,1856385.9691389955,460.1,0.010000003,0.00015897652,105.43818,1.0096951e-10,38.85203851783414,194.20143
100,4949.606793635338,6.366462912410498e-14,1.7430524,248953.39991125892,0.47720248,47.123558,0.023295183,2.1962388,0.94278663,7.5307355e-05,57.37062299447338,6.366462912410498e-14,248953.39991125892,495.02,0.01,5.3687836e-05,27.498415,7.987741e-07,65.29505130072576,-4.807892
100,4749.696787396726,2.5465851649641993e-13,2.2382007,1197327.768042773,1.1434442,237.41632,0.03466713,3.8655393,1.1150446,9.54865e-10,44.67874645253669,2.5465851649641993e-13,1197327.768042773,475.07,0.01,9.196669e-05,83.383286,8.563469e-12,52.343136256911464,110.216
100,4499.81859431256,4.911271389573813e-13,0.008010466,2269522.964707772,0.05468993,473.1105,0.09440111,0.94802964,0.10042568,1.8529615e-26,12483.668783742494,4.911271389573813e-13,2269522.964707772,450.13,0.010000002,0.0005422728,189.45753,1.8451073e-27,15.702282915590539,153.37018
100,4699.736596569921,-5.547917680814862e-13,3.2914865,1422068.8395459126,0.8155178,283.51547,0.049711395,3.6019993,0.7245822,3.6371986e-08,30.38140972127403,-5.547917680814862e-13,1422068.8395459126,470.08,0.01,0.00015533097,94.04449,5.0197185e-10,39.404571983554135,123.74426
100,4649.923569680313,1.1732481652870775e-12,5.67403,1639857.2622363076,0.9277989,337.23758,0.045547385,3.6569786,0.8028954,3.3192996e-13,17.62415832255049,1.1732481652870775e-12,1639857.2622363076,465.11,0.009999998,0.00014392489,84.54798,4.1341616e-15,41.239564758016385,169.5281
100,4799.557476766627,-1.3642420526593923e-13,2.6859045,969518.2066010822,0.8923376,189.54512,0.042668793,3.287764,0.7705313,1.1841059e-10,37.23140561892504,-1.3642420526593923e-13,969518.2066010822,480.04,0.010000002,0.0001502964,73.97371,1.5367395e-12,40.19398309205692,58.925323
100,4899.661542171827,3.8198777474462985e-13,1.9082493,493874.1648008163,0.76682365,94.61173,0.032241024,2.8990357,0.8991761,1.6096421e-10,52.40405546006245,3.8198777474462985e-13,493874.1648008163,490.03,0.01,9.4843155e-05,39.722717,1.79013e-12,51.57437578139044,12.311188
