MaxVanillaIw,BatchSize,VarJ,MinVanillaIw,AvgRet,AvgDiscRet,VanillaAvgRet,EpsThisIter,ESSClassic,Delta,Bound,AvgVanillaIw,VarRet,VarVanillaIw,MaxNormIw,MinNormIw,J,IterType,eRenyi2,VarNormIw,VarDiscRet,AvgNormIw,ESSRenyi,AvgEpLen
2.49797,100,7.02831,0.0264419,-105.790652881,-105.790652881,-105.790652881,100,76.9267279207,0.8,-111.024,0.997882,18.4400924818,0.301686,0.0250327,0.00026498,-104.638,1,1.27607,3.02968e-05,18.4400924818,0.01,78.3657241134,21.56
1.38366,100,6.70261,0.127422,-108.564503526,-108.564503526,-108.564503526,100,91.851363493,0.8,-125.287,0.976914,721.417080663,0.0855214,0.0141636,0.00130433,-106.105,1,1.08079,8.96113e-06,721.417080663,0.01,92.524490245,31.08
2.61021,100,11.1102,0.0965244,-105.386266582,-105.386266582,-105.386266582,100,70.1698535007,0.8,-110.719,0.9155,27.8840745584,0.359904,0.0285113,0.00105434,-104.025,1,1.29706,4.29408e-05,27.8840745584,0.01,77.0974704065,22.98
5.66619,100,17.2647,5.35211e-05,-104.485729439,-104.485729439,-104.485729439,100,37.1235578653,0.8,-108.95,0.92266,50.2133399967,1.45642,0.0614115,5.80074e-07,-99.7588,1,2.45809,0.000171082,50.2133399967,0.01,40.6819484174,34.24
12.0956,100,10.8768,0.1793,-102.615980194,-102.615980194,-102.615980194,100,46.4417752421,0.8,-107.777,1.11653,50.9836838833,1.45218,0.108332,0.00160587,-100.748,1,1.39909,0.000116488,50.9836838833,0.01,71.4751798104,41.02
18.0868,100,65.7414,7.96075e-09,-100.243869432,-100.243869432,-100.243869432,100,15.3701033042,0.8,-99.0927,1.13957,122.385003726,7.22267,0.158715,6.98572e-11,-84.8683,1,6.05557,0.000556176,122.385003726,0.01,16.5137308374,48.4
47.1501,100,203.83,5.91631e-06,-98.2430133818,-98.2430133818,-98.2430133818,100,7.53027290523,0.8,-63.7444,1.63546,364.086312686,33.1766,0.288299,3.61752e-08,-42.6228,1,11.7399,0.00124038,364.086312686,0.01,8.51797353048,63.47
169024.0,200,29.0425,0.0212089,-98.2430133818,-107.01360715,-98.2430133818,100,1.55537279657,0.8,-inf,2122.64,364.086312686,2.88054e+08,0.796294,9.99175e-08,-96.4159,,nan,0.00639326,2973.14567192,0.01,nan,63.47
78.053,200,286.879,2.12316e-12,-99.6432080786,-99.6432080786,-99.6432080786,100,7.5043317608,0.8,-69.5376,1.5039,221.251413546,58.3077,0.259501,7.05883e-15,-41.258,1,20.9281,0.000644504,221.251413546,0.005,9.55651244385,59.36
1.0,200,53.0133,1.0,-98.1444991789,-98.1444991789,-98.1444991789,100,100.0,0.8,-114.69,1.0,2838.80195608,,0.01,0.01,-98.1445,2,1.0,3.50449e-18,2838.80195608,0.01,200.0,211.51
4.70996e+11,300,1.24515,0.0128118,-99.6432080786,-100.816426828,-99.6432080786,100,1.0377756035,0.8,-inf,2.39922e+09,221.251413546,1.10914e+21,0.981558,2.66999e-14,-103.692,,nan,0.00481708,4490.35768882,0.005,nan,59.36
345.235,300,243.897,1.21641e-28,-101.243147862,-101.243147862,-101.243147862,100,2.66289465062,0.8,-55.3925,2.03102,145.727309005,462.14,0.566603,1.99638e-31,-5.75171,1,96.7282,0.00124481,145.727309005,0.00333333,3.10147344755,48.13
1.0,300,77.5811,1.0,-98.6302560454,-98.6302560454,-98.6302560454,100,100.0,0.8,-118.319,1.0,6079.62813571,,0.01,0.01,-98.6303,2,1.0,3.50449e-18,6079.62813571,0.01,300.0,299.69
1.0,300,76.67,1.0,-103.387587973,-103.387587973,-103.387587973,100,200.000000102,0.8,-115.855,1.0,5784.27144072,,0.005,0.005,-101.009,2,1.0,2.1793e-19,5784.27144072,0.005,300.0,252.87
8.22094e+27,400,1.63141,0.00289658,-101.243147862,-101.426699884,-101.243147862,100,,0.8,-inf,2.74105e+25,145.727309005,inf,0.999732,3.52248e-31,-351.155,,nan,0.00333154,5766.87837791,0.00333333,nan,48.13
101.174,400,239.683,4.06915e-09,-99.3147238243,-99.3147238243,-99.3147238243,100,17.7041271991,0.8,-82.2574,1.56401,101.512821529,52.953,0.161722,6.50436e-12,-63.5252,1,18.365,0.000135298,101.512821529,0.0025,21.7805769555,53.15
1.0,400,65.2844,1.0,-100.221775977,-100.221775977,-100.221775977,100,100.0,0.8,-122.223,1.0,4305.10434054,,0.01,0.01,-100.222,2,1.0,3.50449e-18,4305.10434054,0.01,400.0,179.19
1.0,400,58.9484,1.0,-91.0534760902,-91.0534760902,-91.0534760902,100,200.000000102,0.8,-111.195,1.0,2672.47758116,,0.005,0.005,-95.6376,2,1.0,2.1793e-19,2672.47758116,0.005,400.0,160.06
1.0,400,57.0976,1.0,-98.3208511463,-98.3208511463,-98.3208511463,100,299.999969474,0.8,-109.234,1.0,2854.33334228,,0.00333333,0.00333333,-96.532,2,1.0,5.43914e-20,2854.33334228,0.00333333,400.0,190.78
2.45752e+08,500,63.4059,0.00988397,-99.3147238243,-107.671598541,-99.3147238243,100,1.05693407622,0.8,-131.172,631731.0,101.512821529,1.51013e+14,0.972532,3.91146e-11,-66.3063,,34.7687,0.00236499,4371.03857048,0.0025,14.3807380266,53.15
102.798,500,255.135,3.21699e-09,-99.9743823407,-99.9743823407,-99.9743823407,100,19.8870970107,0.8,-83.5317,1.49343,121.122112375,53.9525,0.137667,4.30819e-12,-66.5835,1,18.7919,9.67613e-05,121.122112375,0.002,26.6072345321,53.21
1.0,500,71.5253,1.0,-93.8008157612,-93.8008157612,-93.8008157612,100,100.0,0.8,-113.943,1.0,5167.54317567,,0.01,0.01,-93.8008,2,1.0,3.50449e-18,5167.54317567,0.01,500.0,186.18
1.0,500,66.1811,1.0,-98.202857398,-98.202857398,-98.202857398,100,200.000000102,0.8,-110.244,1.0,3671.02607251,,0.005,0.005,-96.0018,2,1.0,2.1793e-19,3671.02607251,0.005,500.0,182.35
1.0,500,66.7872,1.0,-102.622332198,-102.622332198,-102.622332198,100,299.999969474,0.8,-110.775,1.0,4638.87476536,,0.00333333,0.00333333,-98.2087,2,1.0,5.43914e-20,4638.87476536,0.00333333,500.0,166.37
1.0,500,65.7582,1.0,-102.322780719,-102.322780719,-102.322780719,100,400.0,0.8,-110.12,1.0,3941.72115305,,0.0025,0.0025,-99.2372,2,1.0,5.4346e-20,3941.72115305,0.0025,500.0,142.32
128.924,500,247.507,,-99.2501230808,-99.2501230808,-99.2501230808,100,11.5446659137,0.8,-57.7573,1.1487,4486.49769107,55.9405,0.224469,,-15.4873,1,18.8594,0.000169579,4486.49769107,0.002,26.5119328172,194.45
1.0,500,51.3336,1.0,-49.1546097112,-49.1546097112,-49.1546097112,100,100.0,0.8,-58.3116,1.0,2661.76113984,,0.01,0.01,-49.1546,2,1.0,3.50449e-18,2661.76113984,0.01,500.0,380.84
1.0,500,53.1912,1.0,-37.6941806174,-37.6941806174,-37.6941806174,100,200.000000102,0.8,-49.8994,1.0,2987.67923845,,0.005,0.005,-43.4244,2,1.0,2.1793e-19,2987.67923845,0.005,500.0,417.11
1.0,500,53.2347,1.0,-31.3894726463,-31.3894726463,-31.3894726463,100,299.999969474,0.8,-44.6996,1.0,2774.35672574,,0.00333333,0.00333333,-39.4128,2,1.0,5.43914e-20,2774.35672574,0.00333333,500.0,431.56
1.0,500,53.7791,1.0,-42.5495235181,-42.5495235181,-42.5495235181,100,400.0,0.8,-44.7755,1.0,3090.49032388,,0.0025,0.0025,-40.1969,2,1.0,5.4346e-20,3090.49032388,0.0025,500.0,384.21
101.633,500,109.012,,-50.7034382406,-50.7034382406,-50.7034382406,100,9.49461090756,0.8,3.00218,0.829555,2739.43735857,35.6227,0.245031,,28.0004,1,33.4063,0.00020706,2739.43735857,0.002,14.9672557024,388.78
1.0,500,39.3072,1.0,14.0284807328,14.0284807328,14.0284807328,100,100.0,0.8,6.32795,1.0,1560.66386808,,0.01,0.01,14.0285,2,1.0,3.50449e-18,1560.66386808,0.01,500.0,498.54
1.0,500,38.298,1.0,25.9734685516,25.9734685516,25.9734685516,100,200.000000102,0.8,14.5559,1.0,1330.38138256,,0.005,0.005,20.001,2,1.0,2.1793e-19,1330.38138256,0.005,500.0,500.0
1.0,500,39.656,1.0,9.4844339778,9.4844339778,9.4844339778,100,299.999969474,0.8,11.2981,1.0,1727.86459831,,0.00333333,0.00333333,16.4955,2,1.0,5.43914e-20,1727.86459831,0.00333333,500.0,498.82
1.0,500,38.6841,1.0,16.353340137,16.353340137,16.353340137,100,400.0,0.8,11.9589,1.0,1280.84377081,,0.0025,0.0025,16.4599,2,1.0,5.4346e-20,1280.84377081,0.0025,500.0,500.0
143.039,500,115.8,,15.4099744901,15.4099744901,15.4099744901,100,7.04732945516,0.8,38.3106,0.986295,1273.40925753,68.1811,0.290053,,64.19,1,41.3226,0.000280356,1273.40925753,0.002,12.0999102975,500.0
1.0,500,43.2675,1.0,25.3844167402,25.3844167402,25.3844167402,100,100.0,0.8,20.3584,1.0,1890.987252,,0.01,0.01,25.3844,2,1.0,3.50449e-18,1890.987252,0.01,500.0,500.0
1.0,500,39.5713,1.0,31.0380293813,31.0380293813,31.0380293813,100,200.000000102,0.8,24.6573,1.0,1256.27294837,,0.005,0.005,28.2112,2,1.0,2.1793e-19,1256.27294837,0.005,500.0,500.0
1.0,500,39.3092,1.0,27.0259163376,27.0259163376,27.0259163376,100,299.999969474,0.8,22.7438,1.0,1518.11585275,,0.00333333,0.00333333,27.8161,2,1.0,5.43914e-20,1518.11585275,0.00333333,500.0,499.26
1.0,500,39.3298,1.0,29.9584598375,29.9584598375,29.9584598375,100,400.0,0.8,23.959,1.0,1563.90247206,,0.0025,0.0025,28.3517,2,1.0,5.4346e-20,1563.90247206,0.0025,500.0,500.0
22.2743,500,91.1971,,27.7063135326,27.7063135326,27.7063135326,100,57.7487323787,0.8,40.5049,0.998122,1855.77520371,7.64476,0.0446323,,51.9958,1,8.55348,3.06942e-05,1855.77520371,0.002,58.4557516737,500.0
1.0,500,28.4336,1.0,49.9603722504,49.9603722504,49.9603722504,100,100.0,0.8,44.2928,1.0,816.636218348,,0.01,0.01,49.9604,2,1.0,3.50449e-18,816.636218348,0.01,500.0,500.0
1.0,500,33.1086,1.0,42.0364707397,42.0364707397,42.0364707397,100,200.000000102,0.8,40.9822,1.0,1366.16116547,,0.005,0.005,45.9984,2,1.0,2.1793e-19,1366.16116547,0.005,500.0,500.0
1.0,500,32.8175,1.0,43.2168814338,43.2168814338,43.2168814338,100,299.999969474,0.8,40.9755,1.0,1043.88933519,,0.00333333,0.00333333,45.0712,2,1.0,5.43914e-20,1043.88933519,0.00333333,500.0,500.0
1.0,500,33.6904,1.0,45.2966125876,45.2966125876,45.2966125876,100,400.0,0.8,41.5806,1.0,1322.37544013,,0.0025,0.0025,45.1276,2,1.0,5.4346e-20,1322.37544013,0.0025,500.0,500.0
248.52,500,179.123,1.70733e-09,43.2825767224,43.2825767224,43.2825767224,100,8.48335522343,0.8,55.4422,1.47549,911.819711803,126.391,0.336863,2.31425e-12,64.0186,1,7.3077,0.00023222,911.819711803,0.002,68.4209568152,500.0
1.0,500,31.0238,1.0,50.5062359996,50.5062359996,50.5062359996,100,100.0,0.8,44.8669,1.0,972.198754183,,0.01,0.01,50.5062,2,1.0,3.50449e-18,972.198754183,0.01,500.0,500.0
1.0,500,29.7599,1.0,52.7084276288,52.7084276288,52.7084276288,100,200.000000102,0.8,47.3089,1.0,814.546740917,,0.005,0.005,51.6073,2,1.0,2.1793e-19,814.546740917,0.005,500.0,500.0
1.0,500,30.5736,1.0,49.5777353736,49.5777353736,49.5777353736,100,299.999969474,0.8,46.9681,1.0,1040.58862329,,0.00333333,0.00333333,50.9308,2,1.0,5.43914e-20,1040.58862329,0.00333333,500.0,500.0
1.0,500,30.5994,1.0,51.4411018367,51.4411018367,51.4411018367,100,400.0,0.8,47.5891,1.0,950.380022257,,0.0025,0.0025,51.0584,2,1.0,5.4346e-20,950.380022257,0.0025,500.0,500.0
248.291,500,236.876,1.32475e-30,43.2303454779,43.2303454779,43.2303454779,100,5.44820744126,0.8,60.5585,1.30604,1016.58872788,155.147,0.380218,2.02865e-33,81.4666,1,45.4004,0.000363821,1016.58872788,0.002,11.0131127731,500.0
1.0,500,35.5372,1.0,46.0470033796,46.0470033796,46.0470033796,100,100.0,0.8,40.4332,1.0,1275.64972127,,0.01,0.01,46.047,2,1.0,3.50449e-18,1275.64972127,0.01,500.0,500.0
1.0,500,33.8494,1.0,48.042022821,48.042022821,48.042022821,100,200.000000102,0.8,42.7737,1.0,1037.04581564,,0.005,0.005,47.0445,2,1.0,2.1793e-19,1037.04581564,0.005,500.0,500.0
1.0,500,34.4392,1.0,42.9562827609,42.9562827609,42.9562827609,100,299.999969474,0.8,42.1947,1.0,1268.16200464,,0.00333333,0.00333333,45.6818,2,1.0,5.43914e-20,1268.16200464,0.00333333,500.0,500.0
1.0,500,33.8292,1.0,46.2497454893,46.2497454893,46.2497454893,100,400.0,0.8,42.8038,1.0,1029.5373538,,0.0025,0.0025,45.8238,2,1.0,5.4346e-20,1029.5373538,0.0025,500.0,500.0
279.561,500,324.009,,47.8231524989,47.8231524989,47.8231524989,100,4.25670031624,0.8,68.5128,1.19387,1013.15112711,166.328,0.468328,,86.3543,1,43.6293,0.000466781,1013.15112711,0.002,11.4601936811,500.0
1.0,500,32.0276,1.0,51.4189243589,51.4189243589,51.4189243589,100,100.0,0.8,45.4557,1.0,1036.12866224,,0.01,0.01,51.4189,2,1.0,3.50449e-18,1036.12866224,0.01,500.0,500.0
1.0,500,30.422,1.0,51.8249702989,51.8249702989,51.8249702989,100,200.000000102,0.8,47.4053,1.0,833.475919838,,0.005,0.005,51.6219,2,1.0,2.1793e-19,833.475919838,0.005,500.0,500.0
1.0,500,32.2408,1.0,50.9987174055,50.9987174055,50.9987174055,100,299.999969474,0.8,47.9713,1.0,1279.95657609,,0.00333333,0.00333333,51.4142,2,1.0,5.43914e-20,1279.95657609,0.00333333,500.0,500.0
1.0,500,33.0494,1.0,49.3268964111,49.3268964111,49.3268964111,100,400.0,0.8,47.9108,1.0,1259.97746356,,0.0025,0.0025,50.8924,2,1.0,5.4346e-20,1259.97746356,0.0025,500.0,500.0
126.247,500,146.59,0.10478,52.3976980676,52.3976980676,52.3976980676,100,25.3395732108,0.8,57.1347,1.32107,801.364248829,32.7568,0.191129,0.000158629,62.1505,1,3.53743,7.50781e-05,801.364248829,0.002,141.34536068,500.0
1.0,500,33.9832,1.0,50.8520453395,50.8520453395,50.8520453395,100,100.0,0.8,44.8743,1.0,1166.52212912,,0.01,0.01,50.852,2,1.0,3.50449e-18,1166.52212912,0.01,500.0,500.0
1.0,500,30.3397,1.0,51.5558621969,51.5558621969,51.5558621969,100,200.000000102,0.8,46.9771,1.0,692.81443985,,0.005,0.005,51.204,2,1.0,2.1793e-19,692.81443985,0.005,500.0,500.0
1.0,500,28.9003,1.0,52.9651389719,52.9651389719,52.9651389719,100,299.999969474,0.8,48.3398,1.0,669.323481412,,0.00333333,0.00333333,51.791,2,1.0,5.43914e-20,669.323481412,0.00333333,500.0,500.0
1.0,500,29.6491,1.0,50.9901658729,50.9901658729,50.9901658729,100,400.0,0.8,48.537,1.0,1020.3078464,,0.0025,0.0025,51.5908,2,1.0,5.4346e-20,1020.3078464,0.0025,500.0,500.0
351.339,500,123.905,4.84696e-36,46.2544888731,46.2544888731,46.2544888731,100,4.74899253491,0.8,62.8007,1.62885,1313.90750513,277.239,0.431396,5.95139e-39,76.3213,1,24.5024,0.000417978,1313.90750513,0.002,20.4062044689,500.0
1.0,500,29.6531,1.0,51.2925282813,51.2925282813,51.2925282813,100,100.0,0.8,45.2201,1.0,888.189582321,,0.01,0.01,51.2925,2,1.0,3.50449e-18,888.189582321,0.01,500.0,500.0
1.0,500,29.8622,1.0,55.5121878726,55.5121878726,55.5121878726,100,200.000000102,0.8,47.0527,1.0,904.34058656,,0.005,0.005,53.4024,2,1.0,2.1793e-19,904.34058656,0.005,500.0,500.0
1.0,500,28.7266,1.0,50.0702488636,50.0702488636,50.0702488636,100,299.999969474,0.8,47.1072,1.0,691.651996057,,0.00333333,0.00333333,52.2917,2,1.0,5.43914e-20,691.651996057,0.00333333,500.0,500.0
1.0,500,28.11,1.0,53.1698157883,53.1698157883,53.1698157883,100,400.0,0.8,48.0213,1.0,691.38991302,,0.0025,0.0025,52.5112,2,1.0,5.4346e-20,691.38991302,0.0025,500.0,500.0
12.1969,500,41.4792,0.000243607,51.6780751747,51.6780751747,51.6780751747,100,234.833883028,0.8,51.1605,1.02652,1120.35139013,1.19223,0.0237637,4.74628e-07,56.7659,1,1.94829,4.52571e-06,1120.35139013,0.002,256.634647584,500.0
1.0,500,25.3371,1.0,55.1173229877,55.1173229877,55.1173229877,100,100.0,0.8,49.2483,1.0,648.45218379,,0.01,0.01,55.1173,2,1.0,3.50449e-18,648.45218379,0.01,500.0,500.0
1.0,500,24.3358,1.0,54.8962337437,54.8962337437,54.8962337437,100,200.000000102,0.8,50.6625,1.0,547.946525914,,0.005,0.005,55.0068,2,1.0,2.1793e-19,547.946525914,0.005,500.0,500.0
1.0,500,29.9209,1.0,49.4088172128,49.4088172128,49.4088172128,100,299.999969474,0.8,49.5937,1.0,1495.39033939,,0.00333333,0.00333333,53.1408,2,1.0,5.43914e-20,1495.39033939,0.00333333,500.0,500.0
1.0,500,29.1184,1.0,55.9124090156,55.9124090156,55.9124090156,100,400.0,0.8,50.7618,1.0,707.051944587,,0.0025,0.0025,53.8337,2,1.0,5.4346e-20,707.051944587,0.0025,500.0,500.0
251.231,500,146.255,,46.3717942978,46.3717942978,46.3717942978,100,8.05126970171,0.8,71.0003,1.68758,1043.73463942,174.362,0.297742,,91.4588,1,55.4439,0.000244898,1043.73463942,0.002,9.01813252028,500.0
1.0,500,27.6519,1.0,50.1615703707,50.1615703707,50.1615703707,100,100.0,0.8,45.2842,1.0,772.352359769,,0.01,0.01,50.1616,2,1.0,3.50449e-18,772.352359769,0.01,500.0,500.0
1.0,500,29.4736,1.0,50.5761362361,50.5761362361,50.5761362361,100,200.000000102,0.8,46.5112,1.0,982.497046468,,0.005,0.005,50.3689,2,1.0,2.1793e-19,982.497046468,0.005,500.0,500.0
1.0,500,28.8527,1.0,52.8468157771,52.8468157771,52.8468157771,100,299.999969474,0.8,48.0451,1.0,763.596423404,,0.00333333,0.00333333,51.1948,2,1.0,5.43914e-20,763.596423404,0.00333333,500.0,500.0
1.0,500,29.4325,1.0,49.4695360459,49.4695360459,49.4695360459,100,400.0,0.8,47.7481,1.0,975.155423353,,0.0025,0.0025,50.7635,2,1.0,5.4346e-20,975.155423353,0.0025,500.0,500.0
133.244,500,97.7752,7.41975e-11,51.3868048419,51.3868048419,51.3868048419,100,16.01461554,0.8,53.3139,1.11901,808.484726652,37.9187,0.238147,1.32613e-13,60.9094,1,7.93096,0.000121128,808.484726652,0.002,63.0440575377,500.0
1.0,500,33.234,1.0,46.6650090504,46.6650090504,46.6650090504,100,100.0,0.8,41.4429,1.0,1115.65755673,,0.01,0.01,46.665,2,1.0,3.50449e-18,1115.65755673,0.01,500.0,500.0
1.0,500,31.0596,1.0,53.0328732421,53.0328732421,53.0328732421,100,200.000000102,0.8,44.8332,1.0,812.751306183,,0.005,0.005,49.8489,2,1.0,2.1793e-19,812.751306183,0.005,500.0,500.0
1.0,500,32.2483,1.0,48.5816511758,48.5816511758,48.5816511758,100,299.999969474,0.8,45.3312,1.0,1201.39713673,,0.00333333,0.00333333,49.4265,2,1.0,5.43914e-20,1201.39713673,0.00333333,500.0,500.0
1.0,500,32.1844,1.0,51.4646423803,51.4646423803,51.4646423803,100,400.0,0.8,46.3894,1.0,1030.68113417,,0.0025,0.0025,49.936,2,1.0,5.4346e-20,1030.68113417,0.0025,500.0,500.0
235.218,500,91.926,0.0091762,51.2409413393,51.2409413393,51.2409413393,100,9.41914168367,0.8,51.4949,1.46934,1011.08560876,112.671,0.320169,1.24903e-05,59.6383,1,6.58982,0.000208751,1011.08560876,0.002,75.8745527452,500.0
1.0,500,28.848,1.0,47.7560282171,47.7560282171,47.7560282171,100,100.0,0.8,42.3459,1.0,840.610428804,,0.01,0.01,47.756,2,1.0,3.50449e-18,840.610428804,0.01,500.0,500.0
1.0,500,30.387,1.0,44.412254677,44.412254677,44.412254677,100,200.000000102,0.8,42.2586,1.0,1019.13075681,,0.005,0.005,46.0841,2,1.0,2.1793e-19,1019.13075681,0.005,500.0,500.0
1.0,500,29.3445,1.0,53.1090011259,53.1090011259,53.1090011259,100,299.999969474,0.8,45.3022,1.0,710.767074916,,0.00333333,0.00333333,48.4258,2,1.0,5.43914e-20,710.767074916,0.00333333,500.0,500.0
1.0,500,29.0525,1.0,56.4054544568,56.4054544568,56.4054544568,100,400.0,0.8,47.4579,1.0,752.660998725,,0.0025,0.0025,50.4207,2,1.0,5.4346e-20,752.660998725,0.0025,500.0,500.0
13.2685,500,38.664,0.0284914,50.5824125326,50.5824125326,50.5824125326,100,252.342713775,0.8,48.381,1.01678,837.017575455,1.01667,0.0260992,5.60426e-05,52.0109,1,1.82907,3.9336e-06,837.017575455,0.002,273.363486734,500.0
1.0,500,30.5464,1.0,53.5760493946,53.5760493946,53.5760493946,100,100.0,0.8,47.6181,1.0,942.508368135,,0.01,0.01,53.576,2,1.0,3.50449e-18,942.508368135,0.01,500.0,500.0
1.0,500,26.8159,1.0,57.3610640361,57.3610640361,57.3610640361,100,200.000000102,0.8,51.2557,1.0,502.970995617,,0.005,0.005,55.4686,2,1.0,2.1793e-19,502.970995617,0.005,500.0,500.0
1.0,500,27.4136,1.0,52.9747966264,52.9747966264,52.9747966264,100,299.999969474,0.8,51.1531,1.0,820.382111288,,0.00333333,0.00333333,54.6373,2,1.0,5.43914e-20,820.382111288,0.00333333,500.0,500.0
