EpsThisIter,BatchSize,AvgEpLen,J,Bound,AvgNormIw,MinNormIw,ESSClassic,VarJ,IterType,VarNormIw,VarRet,MaxVanillaIw,VarDiscRet,ESSRenyi,SamplesThisIter,VanillaAvgRet,AvgDiscRet,VarVanillaIw,MinVanillaIw,AvgVanillaIw,delta,AvgRet,MaxNormIw,renyi2
100,100,500.0,-72447.0,-424.866,5.55555e-05,7.44771e-08,2.71382610412,215.929,1,8.91888e-10,99.887976596,4.58833,99.887976596,nan,50000,-406.614899727,-406.614899727,0.302785,0.00137225,1.02362,0.8,-406.614899727,0.000249025,nan
110,100,454.545454545,-34534.8,-185.955,5.0505e-05,,10.9962185725,3184.55,1,4.38105e-06,8742.6474949,2.85815e+17,8742.6474949,nan,50000,-357.290119171,-357.290119171,4.5375e+31,,1.62538e+14,0.8,-357.290119171,0.0888108,nan
111,100,450.45045045,-35237.0,-190.113,5.005e-05,,10.7826252236,1559.73,1,3.08395e-06,8340.80830866,2.74578e+15,8340.80830866,nan,50000,-364.095224246,-364.095224246,4.23124e+27,,1.85389e+12,0.8,-364.095224246,0.0741287,nan
100,100,500.0,-73797.8,-430.534,5.55556e-05,5.18235e-05,0.572473095933,9.26716,1,1.87084e-12,0.457228929206,1.08385,0.457228929206,2.54516571542e-05,50000,-409.999614908,-409.999614908,0.000606202,0.932861,1.00004,0.8,-409.999614908,6.02115e-05,15.1839
100,100,500.0,-73778.7,-430.453,5.55556e-05,4.97635e-05,0.59277489941,16.0671,1,5.2542e-12,1.29486618231,1.29396,1.29486618231,2.50574002396e-05,50000,-409.915392904,-409.915392904,0.0016874,0.891797,0.995595,0.8,-409.915392904,7.22046e-05,15.1995
100,100,500.0,-73819.2,-430.652,5.55556e-05,5.28993e-05,0.564549363772,9.58118,1,8.67449e-13,0.495004363918,1.07077,0.495004363918,2.55437188091e-05,50000,-410.112172374,-410.112172374,0.000281351,0.952692,1.00053,0.8,-410.112172374,5.9456e-05,15.1803
100,100,500.0,-73786.6,-430.491,5.55555e-05,4.81285e-05,0.591995893405,12.9174,1,4.16493e-12,0.900634041249,1.18546,0.900634041249,2.56187127276e-05,50000,-409.952560724,-409.952560724,0.00134594,0.865189,0.998703,0.8,-409.952560724,6.59444e-05,15.1774
100,100,500.0,-73786.3,-430.479,5.55556e-05,5.14869e-05,0.57372901706,8.93554,1,1.53161e-12,0.443166852799,1.11628,0.443166852799,2.65689919671e-05,50000,-409.934111445,-409.934111445,0.000494603,0.925233,0.998348,0.8,-409.934111445,6.21181e-05,15.1409
100,100,500.0,-73800.6,-430.569,5.55555e-05,5.13999e-05,0.566012402011,6.73468,1,1.02279e-12,0.251613049667,1.07417,0.251613049667,2.6268121474e-05,50000,-410.010216969,-410.010216969,0.000332299,0.926473,1.00138,0.8,-410.010216969,5.9594e-05,15.1523
100,100,500.0,-73768.0,-430.37,5.55556e-05,5.07877e-05,0.567452297816,8.28012,1,1.59423e-12,0.363411494405,1.09235,0.363411494405,2.64198925411e-05,50000,-409.832394719,-409.832394719,0.000520111,0.91734,1.00346,0.8,-409.832394719,6.04771e-05,15.1466
100,100,500.0,-73798.2,-430.54,5.55556e-05,5.09835e-05,0.577189638183,10.5387,1,2.48499e-12,0.57453444173,1.10473,0.57453444173,2.66154266473e-05,50000,-410.006017797,-410.006017797,0.000802282,0.916073,0.998224,0.8,-410.006017797,6.14829e-05,15.1392
100,100,500.0,-73788.9,-430.484,5.55555e-05,5.12003e-05,0.565858088404,8.54134,1,1.69497e-12,0.385820992999,1.13387,0.385820992999,2.64058874038e-05,50000,-409.949474148,-409.949474148,0.000549617,0.921981,1.00041,0.8,-409.949474148,6.29674e-05,15.1471
100,100,500.0,-73718.1,-430.087,5.55556e-05,4.884e-05,0.574823420386,11.3522,1,3.19252e-12,0.702545919719,1.09574,0.702545919719,2.69433152389e-05,50000,-409.565112209,-409.565112209,0.00104911,0.885357,1.00709,0.8,-409.565112209,6.04457e-05,15.1269
100,100,500.0,-73871.8,-430.947,5.55556e-05,5.29618e-05,0.57137009195,7.29645,1,1.2146e-12,0.28256955792,1.1164,0.28256955792,2.71115766771e-05,50000,-410.405478053,-410.405478053,0.000386832,0.945164,0.991454,0.8,-410.405478053,6.25567e-05,15.1207
100,100,500.0,-73840.0,-430.772,5.55556e-05,5.31511e-05,0.564359403665,5.48367,1,7.12247e-13,0.170204631468,1.07603,0.170204631468,2.68729776825e-05,50000,-410.226798001,-410.226798001,0.000230565,0.956298,0.999559,0.8,-410.226798001,5.98059e-05,15.1296
100,100,500.0,-73777.5,-430.424,5.55556e-05,4.96627e-05,0.574597574646,13.0656,1,4.0575e-12,0.927578630196,1.17322,0.927578630196,2.67866978598e-05,50000,-409.901626318,-409.901626318,0.0013008,0.889215,0.994727,0.8,-409.901626318,6.55247e-05,15.1328
100,100,500.0,-73801.7,-430.564,5.55556e-05,4.99439e-05,0.571699400383,8.09779,1,1.49006e-12,0.355735820374,1.11704,0.355735820374,2.69851799416e-05,50000,-410.018877683,-410.018877683,0.000479882,0.896289,0.996995,0.8,-410.018877683,6.22446e-05,15.1254
100,100,500.0,-73815.2,-430.643,5.55556e-05,5.09081e-05,0.576182923146,9.91903,1,2.31202e-12,0.522082541012,1.11201,0.522082541012,2.68008028985e-05,50000,-410.099102064,-410.099102064,0.000738712,0.909973,0.993046,0.8,-410.099102064,6.22108e-05,15.1322
100,100,500.0,-73794.2,-430.534,5.55556e-05,5.12584e-05,0.578338916456,12.4262,1,3.79981e-12,0.843607973314,1.1549,0.843607973314,2.64698527237e-05,50000,-409.992231121,-409.992231121,0.0012146,0.916434,0.993261,0.8,-409.992231121,6.45962e-05,15.1447
100,100,500.0,-73806.3,-430.575,5.55556e-05,5.06871e-05,0.581803486716,9.13352,1,1.97505e-12,0.451674933717,1.12943,0.451674933717,2.63646455903e-05,50000,-410.04773561,-410.04773561,0.000634419,0.908441,0.995695,0.8,-410.04773561,6.30173e-05,15.1487
