DiscEpRewMean,Var_J,EpLenMean,ev_tdlam_before,entloss,EpisodesSoFar,TimestepsSoFar,meankl,entropy,SampleRenyi2,EpThisIter,TimeElapsed,J_hat,optimgain,Step_size,EpRewMean,surrgain
0.167097523829,2.315748453140259,500.0,-0.000489950180054,,100,50000,0.00915802,2.83599,19073.7,100,77.9339988231659,1.9621068239212036,0.0202372,1.0,0.730605070529,0.0202372
6.26797839848,2.3099706172943115,500.0,0.573596566916,,200,100000,0.00937992,2.83006,1.34421e+08,100,221.80270791053772,9.591547012329102,0.0239012,1.0,11.3747175574,0.0239012
13.3223179655,3.1279048919677734,500.0,0.708964884281,,300,150000,0.00926229,2.8164,7.14441e+10,100,365.99402356147766,14.944243431091309,0.0212866,1.0,20.6759677218,0.0212866
15.5750341083,0.2593080401420593,500.0,0.769801348448,,400,200000,0.00901045,2.78883,9.56017e+20,100,498.56593585014343,19.794090270996094,0.0140968,1.0,23.3419591411,0.0140968
20.1252035771,0.42836374044418335,500.0,0.711101472378,,500,250000,0.00767534,2.79423,0.038963,100,640.1770532131195,20.980928421020508,0.0069458,1.0,25.8878621416,0.0069458
21.7653748288,0.2254236936569214,500.0,0.692611724138,,600,300000,0.00683813,2.7967,1.2675,100,769.2542164325714,23.492942810058594,0.00392872,1.0,26.3183273071,0.00392872
22.651154276,0.6091939210891724,500.0,0.64555850625,,700,350000,0.00864201,2.74223,inf,100,897.7788050174713,24.255516052246094,0.00477875,1.0,26.5459808105,0.00477875
22.6448204317,0.05983937904238701,500.0,0.644958138466,,800,400000,0.00647769,2.72674,3.68837e+11,100,1030.5295178890228,23.760900497436523,0.00352867,1.0,25.9085172505,0.00352867
23.61799832,0.1838039755821228,500.0,0.658310681581,,900,450000,0.00821194,2.7519,2.05255e-14,100,1161.512556552887,23.11333656311035,0.00349421,1.0,26.4705459303,0.00349421
23.9271690577,0.42345619201660156,500.0,0.695186913013,,1000,500000,0.00573968,2.7635,8.96401e-07,100,1292.499724149704,23.413585662841797,0.0026947,1.0,26.0781531562,0.0026947
24.0382046703,0.042829837650060654,500.0,0.74875292182,,1100,550000,0.00752484,2.74025,3.39517e+18,100,1432.0210928916931,24.487571716308594,0.00359394,1.0,25.557326414,0.00359394
24.0484695596,0.25686508417129517,500.0,0.780745521188,,1200,600000,0.00744537,2.77222,4.318e-18,100,1572.5139634609222,23.25399398803711,0.00352348,1.0,24.5975634791,0.00352348
23.56793417,0.2932639718055725,500.0,0.843409225345,,1300,650000,0.00774904,2.74587,3.30805e+20,100,1706.1840071678162,24.648353576660156,0.00414414,1.0,23.3700342755,0.00414414
23.5012682649,0.006669132504612207,500.0,0.836946278811,,1400,700000,0.0072706,2.74391,937942.0,100,1840.599419593811,22.630538940429688,0.00538005,1.0,21.2021834354,0.00538005
23.0255237905,0.13916461169719696,500.0,0.846126556396,,1500,750000,0.00783092,2.74535,19234.0,100,1964.7418332099915,23.343860626220703,0.00731879,1.0,18.8782781224,0.00731879
22.8480462212,0.26811668276786804,500.0,0.867052584887,,1600,800000,0.00768014,2.76345,2.38259e-08,100,2090.2803163528442,22.81700897216797,0.00605991,1.0,19.2495059772,0.00605991
23.7118413113,0.0544709637761116,500.0,0.862290799618,,1700,850000,0.0079827,2.75511,6.14732e+09,100,2237.643914937973,24.410995483398438,0.00659182,1.0,21.990230965,0.00659182
24.0437900473,0.00449574738740921,500.0,0.869474470615,,1800,900000,0.00629514,2.7619,0.00425832,100,2377.1771087646484,24.071334838867188,0.00520568,1.0,24.6386011966,0.00520568
24.3877737783,0.030080169439315796,500.0,0.884269818664,,1900,950000,0.00657105,2.74327,1.04966e+15,100,2515.0981571674347,24.410531997680664,0.00530763,1.0,26.0791939752,0.00530763
24.375739948,0.0762670487165451,500.0,0.923493213952,,2000,1000000,0.00613338,2.74025,11477.3,100,2663.076791524887,25.038616180419922,0.00449075,1.0,27.474057456,0.00449075
24.8146616295,0.3545244038105011,500.0,0.932351410389,,2100,1050000,0.00609493,2.7248,4.35287e+11,100,2789.7377712726593,25.682233810424805,0.00506194,1.0,28.8897146291,0.00506194
25.154011179,0.022167233750224113,500.0,0.927715733647,,2200,1100000,0.00672637,2.73135,0.0841461,100,2922.5866112709045,24.989582061767578,0.00573818,1.0,29.6336828975,0.00573818
25.0341233458,0.7516887784004211,500.0,0.954552769661,,2300,1150000,0.00659931,2.73456,9.9883,100,3048.823985815048,24.052980422973633,0.00604516,1.0,28.5214274223,0.00604516
24.7935569122,0.15097269415855408,500.0,0.947539508343,,2400,1200000,0.00635938,2.72852,518904.0,100,3173.624960422516,26.047468185424805,0.0053264,1.0,27.6503440442,0.0053264
24.9421671202,0.33755677938461304,500.0,0.969709664583,,2500,1250000,0.00698528,2.7029,1.6615e+20,100,3309.2670805454254,24.620912551879883,0.00691879,1.0,27.8359692458,0.00691879
25.5575264562,0.11057882755994797,500.0,0.967679407448,,2600,1300000,0.00684608,2.69145,1.908e+10,100,3453.0331466197968,26.767362594604492,0.0057777,1.0,29.93779901,0.0057777
25.5474074364,0.07503949850797653,500.0,0.967387117445,,2700,1350000,0.00675823,2.67696,6.56054e+12,100,3593.075455188751,26.864727020263672,0.00649134,1.0,30.6289635811,0.00649134
25.9043786082,0.022664733231067657,500.0,0.96322992444,,2800,1400000,0.00599397,2.65021,9.19771e+20,100,3742.628867149353,25.726972579956055,0.00455155,1.0,31.5894579636,0.00455155
25.9331762946,0.017346560955047607,500.0,0.975366970524,,2900,1450000,0.00667338,2.63575,6.44147e+11,100,3884.8546707630157,25.771892547607422,0.00502419,1.0,31.9262640163,0.00502419
25.954672892,0.04238848760724068,500.0,0.976019723341,,3000,1500000,0.00652915,2.63649,192.496,100,4017.261065721512,26.14899444580078,0.00477945,1.0,30.6170409029,0.00477945
26.0201084664,0.2340555191040039,500.0,0.971815735102,,3100,1550000,0.00686442,2.62209,6.26003e+11,100,4157.147727251053,25.49252700805664,0.0054514,1.0,30.7278652839,0.0054514
26.0663358695,0.05681614577770233,500.0,0.970258027315,,3200,1600000,0.00719867,2.61891,243169.0,100,4302.828270435333,26.575244903564453,0.00628646,1.0,30.6984376963,0.00628646
26.0235862465,0.013070086017251015,500.0,0.974680837244,,3300,1650000,0.00619485,2.60133,1.94117e+13,100,4451.980408906937,25.385183334350586,0.00569403,1.0,30.5963841436,0.00569403
26.1594593026,0.17328643798828125,500.0,0.972959376872,,3400,1700000,0.00640151,2.57613,5.02876e+19,100,4592.634571552277,25.996835708618164,0.00538153,1.0,30.0929251594,0.00538153
26.4939768757,0.1694381684064865,500.0,0.970065688714,,3500,1750000,0.00676602,2.54517,1.38435e+22,100,4727.496938467026,25.477174758911133,0.00551992,1.0,31.1617141296,0.00551992
26.2485367608,0.3579876124858856,500.0,0.972287079319,,3600,1800000,0.0062975,2.52755,7.26032e+14,100,4862.49177479744,26.827524185180664,0.00526571,1.0,30.3755540262,0.00526571
26.6096635494,0.0006046938942745328,500.0,0.966021448374,,3700,1850000,0.00724013,2.46971,inf,100,4992.715553283691,26.905641555786133,0.005788,1.0,31.4276089233,0.005788
26.9325761932,0.3055807650089264,500.0,0.971777739003,,3800,1900000,0.00685444,2.44356,6.06671e+18,100,5127.92983174324,27.173233032226562,0.00527895,1.0,32.0535740677,0.00527895
26.8380891891,0.0516664981842041,500.0,0.967952590436,,3900,1950000,0.00730996,2.41701,1.18705e+19,100,5273.556873321533,27.654743194580078,0.0074525,1.0,31.5514376833,0.0074525
26.9544671178,0.17544423043727875,500.0,0.970984017476,,4000,2000000,0.00692717,2.40066,1.72372e+13,100,5411.734149456024,27.080602645874023,0.00541509,1.0,31.2616709026,0.00541509
27.0599067137,0.03756523132324219,500.0,0.973740158603,,4100,2050000,0.00575186,2.43333,1.18177e-19,100,5568.0532143116,26.884023666381836,0.00527816,1.0,31.2654791195,0.00527816
27.0729306108,0.21440458297729492,500.0,0.965912908316,,4200,2100000,0.00732586,2.42456,3.63254e+09,100,5720.858630180359,27.183570861816406,0.00607719,1.0,31.2787180334,0.00607719
