VarDiscRet,VarNormIw,J,MaxNormIw,VarJ,AvgVanillaIw,eRenyi2,MinVanillaIw,MinNormIw,BatchSize,ESSClassic,VarRet,VarVanillaIw,MaxVanillaIw,AvgEpLen,AvgNormIw,ESSRenyi,AvgRet,Bound,AvgDiscRet
5688470.842681565,0.00020093085,-125.78328,0.043863278,343.34894,1.3161565,3.977614,4.1830824e-15,3.1782562e-17,100,33.453592007924165,5688470.842681565,3.4806604,5.7730937,200.0,0.01,25.140700395280987,-2654.305220661724,-1092.614,-2654.305220661724
304202.1636115288,1.3094127e-05,-26.391113,0.014093514,92.23529,0.97420007,1.1320682,0.089983486,0.00092366536,100,88.52443686334229,304202.1636115288,0.12427188,1.3729901,200.0,0.009999999,88.3339040713629,-121.8438602562949,-472.46936,-121.8438602562949
77.59298934310885,6.299564e-10,-9.910564,0.010020375,8.755369,1.0000423,1.0000082,0.9905536,0.009905117,100,99.99938967707433,77.59298934310885,6.3000907e-06,1.00208,200.0,0.01,99.99917746266783,-9.914853444069331,-454.9457,-9.914853444069331
71.7481553122691,9.320722e-10,-10.379894,0.010023176,8.42736,1.0002742,1.0000103,0.98316693,0.0098289745,100,99.99906947551331,71.7481553122691,9.325839e-06,1.0025924,200.0,0.01,99.9989748106201,-10.384434822707469,-478.83826,-10.384434822707469
95.08765873771706,3.2625997e-09,-9.370174,0.0100394385,9.679028,1.0002786,1.0000334,0.9689588,0.00968689,100,99.99677374287396,95.08765873771706,3.2644188e-05,1.0042235,200.0,0.01,99.99666225130196,-9.386008133237535,-493.27075,-9.386008133237535
97.61282877284349,2.3209317e-09,-9.390274,0.010039073,9.778737,1.0004841,1.0000381,0.98328966,0.009828139,100,99.99769326473822,97.61282877284349,2.323178e-05,1.0043933,200.0,0.01,99.99618544824797,-9.408135937304918,-483.22296,-9.408135937304918
165434.91563294962,5.72875e-06,-18.631516,0.011940585,67.07863,1.0031548,1.0490589,0.09427908,0.0009398259,100,94.6329390766774,165434.91563294962,0.05764952,1.1978256,200.0,0.01,95.3235310694916,-69.58732460954118,-506.7193,-69.58732460954118
62.42501176195395,9.329147e-10,-8.241043,0.01015908,7.8599787,1.000098,1.0000085,0.99785656,0.009977588,100,99.9990693115358,62.42501176195395,9.330988e-06,1.0160075,200.0,0.01,99.99915362120782,-8.244336221906233,-462.1712,-8.244336221906233
81.37108675779001,8.6718427e-10,-9.349671,0.010021496,8.960216,1.0000682,1.0000098,0.98762155,0.009875542,100,99.99914557156609,81.37108675779001,8.673014e-06,1.0022179,200.0,0.01,99.99902249338096,-9.353808066788668,-444.62073,-9.353808066788668
71.78809691502019,2.640038e-09,-9.259978,0.010033837,8.415238,0.9998055,1.0000182,0.9719388,0.009721278,100,99.99738266004277,71.78809691502019,2.6390102e-05,1.0031885,200.0,0.01,99.99817613113545,-9.269369663679699,-491.4079,-9.269369663679699
67.10287064124188,5.636939e-09,-9.185697,0.010045633,8.123708,1.0002178,1.000044,0.9574567,0.009572482,100,99.99443198739449,67.10287064124188,5.6393932e-05,1.0047821,200.0,0.01,99.99560137070348,-9.20547216074093,-476.6322,-9.20547216074093
58.89766668913355,3.3668042e-09,-9.694525,0.0100326985,7.624033,1.0007446,1.0000317,0.9582505,0.009575375,100,99.99668376528743,58.89766668913355,3.3718203e-05,1.0040169,200.0,0.01,99.99682913344509,-9.707631431600436,-438.36673,-9.707631431600436
73.8021957612678,1.0442854e-09,-8.345561,0.01001977,8.528177,1.0002851,1.0000101,0.98274416,0.00982464,100,99.99897796044151,73.8021957612678,1.0448825e-05,1.0022627,200.0,0.01,99.99898673130606,-8.350021799993586,-480.07523,-8.350021799993586
93.67172985455018,9.365557e-09,-9.833733,0.010071987,9.459312,1.0002362,1.000108,0.9463729,0.009461495,100,99.99071405176596,93.67172985455018,9.3699855e-05,1.0074365,200.0,0.010000002,99.98920080471885,-9.88150329182952,-446.17725,-9.88150329182952
99.73766857386248,1.4852267e-08,-10.0317745,0.01008183,9.774351,0.99920464,1.0001066,0.94393826,0.009446897,100,99.98530334517889,99.73766857386248,0.00014828656,1.0073812,200.0,0.01,99.9893438251758,-10.079303395021505,-468.5176,-10.079303395021505
72.61739452405699,6.9380817e-09,-9.557075,0.010075262,8.442169,0.99885726,1.0000528,0.9648559,0.009659598,100,99.99313749984485,72.61739452405699,6.922231e-05,1.0063748,200.0,0.01,99.99471930734478,-9.579671170898417,-488.3441,-9.579671170898417
84.39222556707098,2.5187674e-09,-9.493604,0.010034735,9.098982,1.0005076,1.0000312,0.97587687,0.009753818,100,99.99749124982836,84.39222556707098,2.5213249e-05,1.0039829,200.0,0.010000002,99.99687681415972,-9.509261552300698,-484.18564,-9.509261552300698
70.2399153630415,5.8880345e-11,-10.483863,0.010005625,8.338082,1.0000621,1.0000007,0.99616265,0.009961008,100,99.99992752529226,70.2399153630415,5.888781e-07,1.0006247,200.0,0.010000002,99.99992847447743,-10.484239961888418,-489.60315,-10.484239961888418
