IterType,eRenyi2,VarRet,VanillaAvgRet,AvgRet,VarVanillaIw,MaxVanillaIw,VarNormIw,MinNormIw,VarDiscRet,VarJ,AvgEpLen,Bound,MinVanillaIw,ESSRenyi,MaxNormIw,AvgDiscRet,EpsThisIter,AvgVanillaIw,J,AvgNormIw,BatchSize,Delta,ESSClassic
1,2.26657,9380.09745993,140.233587351,140.233587351,14.3548,34.8071,0.000699298,0.000105362,9380.09745993,529.288,15.32,57.3804,0.0150957,44.1195964643,0.242941,140.233587351,100,1.43274,280.026,0.01,100,0.1,12.6214068415
1,1.66647,18246.134786,228.082977138,228.082977138,2.64665,11.2333,0.000166082,0.000934837,18246.134786,410.345,24.73,42.674,0.118011,60.0071906123,0.088986,228.082977138,100,1.26237,336.516,0.01,100,0.1,37.8184834023
1,2.51579,14372.0338475,196.724563713,196.724563713,39.9493,62.8887,0.00209515,0.000170758,14372.0338475,366.592,21.36,125.413,0.0235792,39.7488743137,0.455434,196.724563713,100,1.38085,354.265,0.01,100,0.1,4.59940597888
1,1.19871,11356.0665103,286.822593066,286.822593066,0.413832,4.33214,3.70496e-05,0.00203241,11356.0665103,172.303,31.0,59.615,0.214799,83.4233556731,0.0409904,286.822593066,100,1.05687,325.39,0.01,100,0.1,73.164045335
1,1.32833,24779.6389672,300.251345564,300.251345564,2.79169,16.8512,0.000210382,0.00149705,24779.6389672,446.026,32.45,-75.1325,0.172451,75.2823264035,0.146285,300.251345564,100,1.15194,381.894,0.01,100,0.1,32.4382220543
1,1.05848,14771.8450743,328.406343019,328.406343019,0.0839769,2.33675,8.5731e-06,0.00411295,14771.8450743,155.021,35.49,30.9728,0.407065,94.4748920313,0.0236103,328.406343019,100,0.989717,344.299,0.01,100,0.1,92.1766405291
1,1.25161,16340.757171,328.163674464,328.163674464,0.35434,3.9269,3.75184e-05,0.00183158,16340.757171,280.009,35.45,67.5966,0.177998,79.8971432174,0.0404074,328.163674464,100,0.971825,379.744,0.01,100,0.1,72.9164523086
1,1.77192,11303.3524425,305.381422629,305.381422629,45.1805,67.7927,0.00203152,0.00017706,11303.3524425,352.313,32.99,144.566,0.0264049,56.4358854278,0.454589,305.381422629,100,1.4913,406.776,0.01,100,0.1,4.73662224187
1,1.08741,15924.364036,318.795260857,318.795260857,0.115154,1.83546,1.1688e-05,0.00260333,15924.364036,142.402,34.43,58.3226,0.258404,91.9612427023,0.0184916,318.795260857,100,0.992592,340.351,0.01,100,0.1,89.6289461733
1,2.55082,20370.7537597,357.621637629,357.621637629,103.854,102.183,0.00286551,0.000235486,20370.7537597,1072.78,38.61,173.598,0.0448308,39.2031293681,0.536747,357.621637629,100,1.90375,622.486,0.01,100,0.1,3.40500720195
1,1.4876,27069.9975005,383.62457096,383.62457096,1.39043,7.92583,0.000131846,0.000949631,27069.9975005,364.393,41.39,134.367,0.0975204,67.2222652726,0.0771798,383.62457096,100,1.02693,476.538,0.01,100,0.1,43.3787399104
1,1.09254,23177.4845507,388.448515778,388.448515778,0.110307,2.41304,9.76808e-06,0.00396523,23177.4845507,193.72,41.92,96.8564,0.421372,91.5299272876,0.0227074,388.448515778,100,1.06267,412.59,0.01,100,0.1,91.1823044147
1,1.0497,35167.9158757,410.012116439,410.012116439,0.053998,1.64756,5.25773e-06,0.00393223,35167.9158757,239.074,44.25,5.21976,0.3985,95.2651821003,0.0162574,410.012116439,100,1.01342,427.826,0.01,100,0.1,95.0523723578
1,1.16213,25810.1503478,408.221828296,408.221828296,0.205304,2.80388,1.93572e-05,0.00167233,25810.1503478,231.012,44.05,133.441,0.172227,86.0492373583,0.0272259,408.221828296,100,1.02986,447.582,0.01,100,0.1,83.9182731383
1,1.34908,30462.3189648,418.62790091,418.62790091,0.576931,4.60318,5.79158e-05,0.000307518,30462.3189648,343.508,45.16,118.672,0.0306926,74.1246952453,0.0461205,418.62790091,100,0.998076,491.961,0.01,100,0.1,63.5579907937
1,1.80868,21643.0789716,421.435046827,421.435046827,41.3956,64.4775,0.00145178,0.000431884,21643.0789716,515.142,45.47,233.997,0.0729279,55.2889965471,0.38184,421.435046827,100,1.6886,552.175,0.01,100,0.1,6.50506217806
1,2.17543,36587.1523823,468.5753678,468.5753678,21.3178,46.4076,0.00128741,0.000689336,36587.1523823,1297.7,50.54,155.312,0.0887043,45.9678467586,0.360641,468.5753678,100,1.28681,710.02,0.01,100,0.1,7.27520435871
1,1.11667,28669.1762624,478.820933105,478.820933105,0.147208,2.81358,1.56165e-05,0.0034899,28669.1762624,235.774,51.66,156.401,0.338834,89.5516836856,0.0289791,478.820933105,100,0.970899,509.897,0.01,100,0.1,86.6098349226
1,1.05791,36204.3114758,499.667132814,499.667132814,0.0719502,2.01309,7.24962e-06,0.0051776,36204.3114758,220.945,53.86,111.585,0.515807,94.5257787755,0.0202072,499.667132814,100,0.996227,522.133,0.01,100,0.1,93.3034794253
1,1.15289,45366.8259015,483.166641382,483.166641382,0.201948,3.00046,2.14939e-05,0.00230874,45366.8259015,310.482,52.18,99.3756,0.223788,86.738824526,0.0309546,483.166641382,100,0.969309,529.974,0.01,100,0.1,82.4545084262
1,1.15449,38057.4783735,484.140854634,484.140854634,0.187943,1.98303,2.0397e-05,0.000515882,38057.4783735,246.588,52.26,125.024,0.0495199,86.6181015407,0.0206585,484.140854634,100,0.959908,536.989,0.01,100,0.1,83.1994688297
1,1.1078,49875.6588183,524.319199857,524.319199857,0.142696,2.35373,1.39767e-05,0.00427706,49875.6588183,256.952,56.56,135.774,0.432165,90.2693896174,0.0232944,524.319199857,100,1.01043,562.288,0.01,100,0.1,87.8449827088
1,1.61468,39826.3573606,492.245548978,492.245548978,1.80294,12.0815,0.000165765,0.000911523,39826.3573606,842.531,53.11,127.076,0.0950633,61.9317968303,0.115844,492.245548978,100,1.04291,633.629,0.01,100,0.1,37.8634386504
1,1.02901,54554.6672746,595.330554728,595.330554728,0.0239513,1.38719,2.40562e-06,0.00530729,54554.6672746,253.835,64.24,94.6276,0.52957,97.1809713801,0.0139023,595.330554728,100,0.997816,609.095,0.01,100,0.1,97.673850015
1,1.0,37005.0884394,534.201393792,534.201393792,658.708,256.215,0.00529907,2.20164e-07,37005.0884394,805.224,57.68,511.407,7.76234e-05,99.9999046327,0.726706,534.201393792,100,3.52571,883.573,0.01,100,0.1,1.87053128302
1,1.27338,64605.8701517,549.580412897,549.580412897,0.29004,2.92172,3.43006e-05,0.000853739,64605.8701517,394.83,59.35,186.322,0.0785061,78.5314080865,0.0317732,549.580412897,100,0.919557,639.906,0.01,100,0.1,74.6505112023
1,1.20957,80863.52034,576.587595942,576.587595942,0.267212,2.78985,3.26348e-05,0.00169413,80863.52034,418.743,62.32,119.291,0.153297,82.6740209806,0.0308314,576.587595942,100,0.904872,662.825,0.01,100,0.1,75.5809651657
1,1.28363,77841.9898777,643.165866055,643.165866055,0.46661,3.35944,4.27315e-05,0.000654069,77841.9898777,405.22,69.42,194.899,0.0683482,77.9039234153,0.0321488,643.165866055,100,1.04497,762.701,0.01,100,0.1,70.27201464
1,2.11212,105093.070957,696.200292125,696.200292125,24.0929,49.3966,0.00129122,0.00025086,105093.070957,1769.07,75.21,324.658,0.034267,47.3457860056,0.36162,696.200292125,100,1.36598,1041.25,0.01,100,0.1,7.25525567807
1,1.08293,103422.209205,780.299054292,780.299054292,0.100101,1.83892,1.01268e-05,0.00237492,103422.209205,360.045,84.35,189.051,0.23612,92.3417188537,0.0184961,780.299054292,100,0.994224,831.119,0.01,100,0.1,90.8880362729
1,1.43347,134491.828511,810.859500527,810.859500527,0.702526,5.16524,5.92459e-05,0.00118724,134491.828511,604.103,87.74,319.513,0.129283,69.7606853017,0.0474339,810.859500527,100,1.08894,981.205,0.01,100,0.1,63.0304643422
1,1.45571,115281.989129,817.769831626,817.769831626,1.07136,8.03143,9.217e-05,0.000835687,115281.989129,780.935,88.46,305.428,0.0900982,68.6947791494,0.0744938,817.769831626,100,1.07813,998.481,0.01,100,0.1,52.2880611738
1,1.2053,200990.823799,1009.20467388,1009.20467388,0.316926,4.46179,2.81654e-05,0.00242677,200990.823799,1001.81,109.16,66.9698,0.257424,82.9665698035,0.0420618,1009.20467388,100,1.06077,1161.19,0.01,100,0.1,78.1960439525
1,1.12962,168335.767695,1030.91971099,1030.91971099,0.163747,2.17795,1.56412e-05,0.0018554,168335.767695,450.102,111.68,422.125,0.18984,88.5250960166,0.0212862,1030.91971099,100,1.02318,1112.98,0.01,100,0.1,86.591459891
1,1.23682,166306.958523,1019.99200287,1019.99200287,0.465033,4.95939,3.85343e-05,0.00135656,166306.958523,732.265,110.43,316.406,0.149024,80.8522060749,0.045145,1019.99200287,100,1.09855,1172.9,0.01,100,0.1,72.385625026
1,1.27265,137831.130129,1087.03873688,1087.03873688,1.08769,9.61107,9.2505e-05,0.00108293,137831.130129,670.695,117.81,501.306,0.117428,78.5763462624,0.0886343,1087.03873688,100,1.08435,1217.18,0.01,100,0.1,52.1975164667
1,1.16037,163794.320544,1163.66361945,1163.66361945,0.159377,2.56161,1.63625e-05,0.00321499,163794.320544,486.635,125.95,489.211,0.317298,86.1797098888,0.0259553,1163.66361945,100,0.986933,1259.53,0.01,100,0.1,86.0593475982
1,1.20748,146055.610458,1169.91848833,1169.91848833,0.280654,2.66498,2.75633e-05,0.00261564,146055.610458,529.88,126.69,457.035,0.263936,82.8172079868,0.0264103,1169.91848833,100,1.00907,1296.79,0.01,100,0.1,78.5621849683
1,1.29639,156932.543838,1217.79792248,1217.79792248,0.402142,3.89532,4.45833e-05,0.00191126,156932.543838,575.898,131.96,596.448,0.181519,77.1372140128,0.0410147,1217.79792248,100,0.949738,1377.88,0.01,100,0.1,69.3782174079
1,1.11699,159130.009927,1271.86946653,1271.86946653,0.10129,2.52856,1.23428e-05,0.00285691,159130.009927,597.104,137.8,429.989,0.258806,89.5265288498,0.0279124,1271.86946653,100,0.905894,1355.91,0.01,100,0.1,89.1111743993
1,1.05499,125780.873372,1312.78413472,1312.78413472,0.0576856,2.00832,6.17359e-06,0.00478484,125780.873372,403.053,141.95,622.414,0.462522,94.7880519665,0.0207763,1312.78413472,100,0.96664,1347.64,0.01,100,0.1,94.2401594517
1,1.20591,181391.001616,1295.85545419,1295.85545419,0.30313,3.92232,2.90405e-05,0.00147783,181391.001616,536.699,140.55,623.781,0.150986,82.9250040802,0.0383911,1295.85545419,100,1.02167,1419.98,0.01,100,0.1,77.6698507892
1,2.24914,220067.442961,1416.67493866,1416.67493866,23.7456,48.6102,0.00105689,0.000214943,220067.442961,3843.64,153.62,596.355,0.0322181,44.4615182391,0.324303,1416.67493866,100,1.49891,2036.73,0.01,100,0.1,8.72352314622
1,1.13345,182388.876385,1484.45597994,1484.45597994,0.178678,3.11569,1.81653e-05,0.00368657,182388.876385,563.299,161.21,711.172,0.365626,88.2265436212,0.0314152,1484.45597994,100,0.991779,1571.95,0.01,100,0.1,84.7575405891
1,1.28607,312977.151573,1527.88909267,1527.88909267,1.27811,10.8651,0.000115198,0.00144044,312977.151573,1020.8,165.75,647.399,0.151725,77.7564460501,0.103151,1527.88909267,100,1.05332,1736.92,0.01,100,0.1,46.7190033268
1,1.1399,181746.013119,1452.4244028,1452.4244028,0.17286,2.33207,1.76366e-05,0.00328112,181746.013119,608.789,157.7,596.531,0.324836,87.7272345084,0.0235559,1452.4244028,100,0.990013,1554.6,0.01,100,0.1,85.1352353237
1,1.02947,242641.278831,1552.03204241,1552.03204241,0.0306931,1.49088,2.91272e-06,0.00638009,242641.278831,536.813,168.36,452.679,0.654935,97.1372750824,0.0145235,1552.03204241,100,1.02653,1584.06,0.01,100,0.1,97.1972274166
1,1.04932,235186.062558,1536.85949121,1536.85949121,0.059399,1.58974,5.49571e-06,0.00442905,235186.062558,539.632,166.61,488.5,0.460457,95.3001937335,0.0152914,1536.85949121,100,1.03963,1586.98,0.01,100,0.1,94.8400047919
1,1.21323,235259.480887,1483.399009,1483.399009,0.401559,3.86045,3.39597e-05,0.00135837,235259.480887,727.353,160.99,580.548,0.14771,82.4244310788,0.0355014,1483.399009,100,1.08741,1652.67,0.01,100,0.1,74.8390188345
1,1.05682,271243.727729,1625.47921155,1625.47921155,0.066659,1.54882,6.80866e-06,0.00273164,271243.727729,565.821,176.25,512.525,0.270285,94.6236394185,0.0156532,1625.47921155,100,0.989461,1687.45,0.01,100,0.1,93.6850586233
1,1.5059,270641.967612,1663.43387495,1663.43387495,3.21724,14.0934,0.000213546,0.0010556,270641.967612,2427.55,180.34,534.171,0.129568,66.4055232598,0.114821,1663.43387495,100,1.22743,2041.91,0.01,100,0.1,32.1120076427
1,1.21418,243711.644236,1671.4276365,1671.4276365,0.867061,8.77461,8.55593e-05,0.0015614,243711.644236,722.287,181.03,800.281,0.157183,82.3599986412,0.0871639,1671.4276365,100,1.00668,1829.59,0.01,100,0.1,54.140755213
1,2.0553,358364.289293,1821.11959967,1821.11959967,23.508,47.7293,0.000977137,0.00054848,358364.289293,3218.15,197.41,948.888,0.0850729,48.6546299459,0.30772,1821.11959967,100,1.55107,2483.72,0.01,100,0.1,9.36886237007
1,1.66924,302187.975948,1743.09595134,1743.09595134,158.009,126.555,0.00307477,0.000785014,302187.975948,1999.83,189.03,868.009,0.177956,59.9074216045,0.558273,1743.09595134,100,2.26691,2285.7,0.01,100,0.1,3.18064275508
1,2.20746,422822.158284,1988.66517134,1988.66517134,38.4937,62.4077,0.00172453,0.000269534,422822.158284,5009.34,215.41,855.207,0.0402693,45.3008622201,0.417713,1988.66517134,100,1.49403,2926.53,0.01,100,0.1,5.53317660916
1,1.22758,467065.587132,2161.46487855,2161.46487855,0.502147,5.45721,4.458e-05,0.00147072,467065.587132,1384.52,233.81,856.361,0.15609,81.4612474845,0.0514191,2161.46487855,100,1.06132,2406.36,0.01,100,0.1,69.3797971774
1,1.16318,585847.930488,2147.72616137,2147.72616137,0.240639,2.82034,2.09255e-05,0.00395353,585847.930488,1059.27,232.7,830.941,0.423965,85.9714640111,0.0263001,2147.72616137,100,1.07237,2341.08,0.01,100,0.1,82.8388894766
1,2.1191,554980.544852,2177.53146668,2177.53146668,10.6731,32.753,0.000784356,0.000418539,554980.544852,4742.68,236.1,965.316,0.0488229,47.1897736349,0.280778,2177.53146668,100,1.16651,2999.65,0.01,100,0.1,11.4088467201
1,1.26976,619212.904762,2445.11119637,2445.11119637,0.758406,8.11879,6.55156e-05,0.00271834,619212.904762,1671.59,264.85,1158.86,0.292471,78.7551134773,0.0754593,2445.11119637,100,1.07592,2722.48,0.01,100,0.1,60.6573434715
1,1.08227,641398.430072,2337.16993573,2337.16993573,0.0974565,1.75641,9.9605e-06,0.00271941,641398.430072,849.101,253.13,993.26,0.268992,92.3987693834,0.0177567,2337.16993573,100,0.989156,2448.29,0.01,100,0.1,91.0241903562
1,1.89987,791912.71296,2486.72035752,2486.72035752,11.3296,33.8263,0.000748835,0.000254453,791912.71296,3909.94,269.32,1352.17,0.0312984,52.635208972,0.275005,2486.72035752,100,1.23003,3282.29,0.01,100,0.1,11.8857104752
1,1.43138,1106496.64433,2813.23036097,2813.23036097,1.153,8.12798,9.45033e-05,0.00115281,1106496.64433,1589.27,304.35,1704.45,0.127336,69.8627007605,0.0735853,2813.23036097,100,1.10457,3380.79,0.01,100,0.1,51.6640257775
1,1.22496,999664.792085,3067.09188876,3067.09188876,0.264372,2.65594,2.74629e-05,0.00182196,999664.792085,995.33,331.84,1832.63,0.178761,81.6351777349,0.0270698,3067.09188876,100,0.981149,3381.54,0.01,100,0.1,78.6236290469
1,1.69725,1232514.60737,3105.62584318,3105.62584318,9.28477,29.214,0.000619585,0.000758778,1232514.60737,2066.53,335.49,2085.71,0.0928859,58.9189838406,0.238647,3105.62584318,100,1.22415,3911.78,0.01,100,0.1,14.0175958961
1,1.26676,1104181.5972,3603.18179826,3603.18179826,0.366358,2.95177,3.30325e-05,0.00181625,1104181.5972,950.376,388.47,2381.55,0.191275,78.9414630497,0.0280285,3603.18179826,100,1.05313,3960.59,0.01,100,0.1,75.3567470503
1,1.27759,1287855.97232,3661.64119868,3661.64119868,0.401504,2.94996,3.98678e-05,0.000562007,1287855.97232,953.406,394.96,2447.44,0.0563996,78.2722896335,0.0293956,3661.64119868,100,1.00354,4032.63,0.01,100,0.1,71.7004784663
1,1.17064,856434.250124,3965.23310125,3965.23310125,0.225526,2.68856,2.58915e-05,0.000553271,856434.250124,731.13,427.18,2699.07,0.0516365,85.4233761621,0.0288072,3965.23310125,100,0.933296,4216.5,0.01,100,0.1,79.5971957148
1,1.10053,577853.558542,4194.02542289,4194.02542289,0.107945,1.67396,1.0631e-05,0.0027469,577853.558542,546.345,451.42,2873.18,0.276793,90.8654654909,0.0166123,4194.02542289,100,1.00766,4344.44,0.01,100,0.1,90.4774413107
1,1.05813,421722.429442,4338.14317199,4338.14317199,0.0731679,1.55948,7.24629e-06,0.00260786,421722.429442,499.849,466.58,2979.92,0.262052,94.5061308493,0.0155195,4338.14317199,100,1.00485,4422.33,0.01,100,0.1,93.3063487346
1,1.04529,315807.195543,4432.31214873,4432.31214873,0.0577548,1.57798,5.62045e-06,0.00326866,315807.195543,401.51,476.25,3069.92,0.331343,95.6673953725,0.0155666,4432.31214873,100,1.0137,4503.92,0.01,100,0.1,94.7290561789
1,1.07386,415477.022149,4375.98310869,4375.98310869,0.100649,1.64456,1.07807e-05,0.00298855,415477.022149,426.226,470.21,3029.17,0.288763,93.1216527118,0.0170204,4375.98310869,100,0.966231,4482.29,0.01,100,0.1,90.3563299492
1,1.02276,144243.479977,4515.92852961,4515.92852961,0.0257316,1.27057,2.53538e-06,0.00508741,144243.479977,269.089,485.13,3134.07,0.512518,97.7750560435,0.0126121,4515.92852961,100,1.00742,4552.45,0.01,100,0.1,97.5514677479
1,1.04171,390284.420032,4443.57291037,4443.57291037,0.0479,1.52651,4.68035e-06,0.00502096,390284.420032,405.665,477.3,3082.28,0.507943,95.995840024,0.0150893,4443.57291037,100,1.01165,4513.53,0.01,100,0.1,95.5716410687
1,1.03699,200008.367903,4508.63527393,4508.63527393,0.050045,1.40073,5.0712e-06,0.00394868,200008.367903,279.382,484.34,3139.94,0.392262,96.433384455,0.0141004,4508.63527393,100,0.993401,4567.9,0.01,100,0.1,95.2195443837
1,1.01052,71605.6316466,4597.37573139,4597.37573139,0.0131767,1.26491,1.2888e-06,0.00623972,71605.6316466,195.906,493.52,3204.3,0.630923,98.9588485838,0.0125098,4597.37573139,100,1.01114,4614.19,0.01,100,0.1,98.740172105
1,1.02104,149212.026828,4553.60834104,4553.60834104,0.0293666,1.31352,2.97332e-06,0.00476578,149212.026828,248.264,488.87,3170.49,0.473631,97.9397826077,0.0132169,4553.60834104,100,0.993817,4587.46,0.01,100,0.1,97.1405547565
