AvgDiscRet,ESSClassic,VarNormIw,MinVanillaIw,VarJ,MinNormIw,MaxVanillaIw,AvgVanillaIw,VanillaAvgRet,AvgNormIw,AvgRet,VarDiscRet,VarRet,BatchSize,Bound,MaxNormIw,VarVanillaIw,AvgEpLen,eRenyi2,ESSRenyi,J
-1875.100489837004,41.04504030507139,0.00014508568,1.3150319e-15,192.17078,1.2613924e-17,3.6589413,1.042524,-1875.100489837004,0.010000002,-1875.100489837004,4797928.9933777135,4797928.9933777135,100,-857.60645,0.035096947,1.5768731,200.0,2.5990083,38.47621385536836,-76.094795
-39.761433744277184,94.70534763999403,5.647129e-06,0.27713698,77.66448,0.002727515,1.2352508,1.0160786,-39.761433744277184,0.01,-39.761433744277184,79284.74424512134,79284.74424512134,100,-263.50375,0.01215704,0.05830186,200.0,1.0643823,93.95120401815004,-18.316921
-38.85191059703092,96.32769369350518,3.8508347e-06,0.1598435,46.547733,0.0015659444,1.1971707,1.0207483,-38.85191059703092,0.009999999,-38.85191059703092,84605.76626015328,84605.76626015328,100,-265.49283,0.011728364,0.040122885,200.0,1.0488815,95.3396518741044,-14.0448265
-8.632743687172818,80.44464610938584,2.455464e-05,0.028950822,7.7584767,0.0002704901,1.7273251,1.0703099,-8.632743687172818,0.01,-8.632743687172818,80.31385141484571,80.31385141484571,100,-12.150198,0.016138552,0.2812889,200.0,1.3150105,76.04501741801458,-7.3897176
-8.967087143250883,80.5372596840264,2.4410245e-05,0.017219756,7.6565933,0.00014977512,1.7030044,1.1497073,-8.967087143250883,0.01,-8.967087143250883,72.63406288626483,72.63406288626483,100,-11.219505,0.014812503,0.32266125,200.0,1.3233192,75.5675578872381,-7.5869403
-8.46765137584541,86.75952607990648,1.541527e-05,0.30749103,8.016946,0.0029422583,2.0909498,1.0450852,-8.46765137584541,0.01,-8.46765137584541,57.673926242454876,57.673926242454876,100,-10.302656,0.02000746,0.16836603,200.0,1.1755013,85.07008544928313,-8.093002
-8.612046568790133,99.17848959498474,8.366756e-07,0.6695854,7.924406,0.0066486346,1.0845525,1.0071021,-8.612046568790133,0.01,-8.612046568790133,63.46443938680613,63.46443938680613,100,-10.534477,0.010769042,0.008486022,200.0,1.0111682,98.89551104925154,-8.596392
-9.204932301126476,88.97115490814417,1.2521207e-05,0.13504185,7.023057,0.0013052806,1.7004929,1.034581,-9.204932301126476,0.009999998,-9.204932301126476,49.412495177518856,49.412495177518856,100,-11.008836,0.016436538,0.13402173,200.0,1.1268071,88.74633516790493,-8.914344
-7.339399402310392,75.64759783105755,3.2517077e-05,0.002406362,6.7798324,2.587984e-05,1.637474,0.929821,-7.339399402310392,0.01,-7.339399402310392,47.08117296773487,47.08117296773487,100,-8.926386,0.017610636,0.28113198,200.0,1.2537204,79.76260080256964,-6.609638
-8.707336960230908,79.41379054923809,2.6184549e-05,0.010294238,8.636524,9.858756e-05,1.611285,1.0441722,-8.707336960230908,0.01,-8.707336960230908,65.6516355520572,65.6516355520572,100,-10.201559,0.01543122,0.28548893,200.0,1.2475915,80.15444186625155,-7.950872
-9.272207843664683,97.4826747407809,2.6084315e-06,0.36172363,7.6454835,0.0035651596,1.1890725,1.0146071,-9.272207843664683,0.01,-9.272207843664683,59.63630387567778,59.63630387567778,100,-11.276424,0.011719537,0.02685191,200.0,1.0350065,96.61774855037811,-9.146839
-7.383413706390681,66.97202446210956,4.9814225e-05,0.075179994,8.0113,0.0007378841,3.9502969,1.0188591,-7.383413706390681,0.01,-7.383413706390681,47.87746496647622,47.87746496647622,100,-8.75953,0.038771767,0.51710844,200.0,1.5749984,63.492128848496115,-6.399321
-9.427185119106813,67.90713367468805,4.77373e-05,0.016755179,9.014278,0.00018019332,2.0606964,0.9298446,-9.427185119106813,0.01,-9.427185119106813,60.83025692810356,60.83025692810356,100,-10.940566,0.02216173,0.41274187,200.0,1.4402541,69.43219293069609,-8.481764
-8.147788322218775,86.3356566712333,1.5986865e-05,0.039177474,8.280203,0.00040451242,1.4364414,0.96851104,-8.147788322218775,0.01,-8.147788322218775,61.7471396456621,61.7471396456621,100,-9.858295,0.0148314405,0.14995898,200.0,1.1411932,87.62758510322028,-7.6709623
-6.935721301374712,16.795744925528105,0.00050039287,,9.245662,,7.0232563,0.93348116,-6.935721301374712,0.01,-6.935721301374712,51.35833003872384,51.35833003872384,100,-7.0204744,0.07523726,4.360358,200.0,4.9707713,20.11760222085301,-2.642107
-6.4338834399705895,43.718961337480195,0.0001300341,5.3070454e-07,7.175385,5.2389013e-09,3.1167455,1.0130074,-6.4338834399705895,0.009999998,-6.4338834399705895,42.81604447655007,42.81604447655007,100,-7.6844144,0.030767255,1.334389,200.0,2.2040505,45.371010393470335,-4.944959
-7.924815023056474,5.737552917001138,0.0016594987,,5.2502484,,12.43284,0.4968244,-7.924815023056474,0.01,-7.924815023056474,50.268161078939215,50.268161078939215,100,-8.084623,0.25024617,4.0962143,200.0,9.059462,11.038183557214492,-2.2070136
-7.5634413031501495,53.83798123592605,8.660854e-05,1.2117695e-07,8.469094,1.1608328e-09,2.5640204,1.0438795,-7.5634413031501495,0.01,-7.5634413031501495,46.22490808739531,46.22490808739531,100,-8.974011,0.024562418,0.94375974,200.0,1.8816738,53.14417372247828,-6.320354
-6.894456902188972,97.78252982871768,2.2906656e-06,0.43635404,6.976224,0.0044701723,1.1249373,0.9761459,-6.894456902188972,0.01,-6.894456902188972,48.19293898970267,48.19293898970267,100,-8.767771,0.011524274,0.021826852,200.0,1.0227586,97.77478253156558,-6.8219805
-6.381064223194311,88.2889222348018,1.339846e-05,0.84977543,6.326508,0.0083184475,3.4298868,1.0215553,-6.381064223194311,0.01,-6.381064223194311,42.13495616093856,42.13495616093856,100,-8.231106,0.033575144,0.13982302,200.0,1.0833745,92.3041847252708,-6.22064
-8.323937208702784,78.39367486078746,2.7839702e-05,0.1547748,7.6846156,0.0015076469,2.8225508,1.0265985,-8.323937208702784,0.010000002,-8.323937208702784,51.93025547228165,51.93025547228165,100,-10.057633,0.027494203,0.29340386,200.0,1.3076576,76.47261794075479,-7.8110905
-7.432233927253068,52.228932530262,9.238864e-05,3.6680632e-07,9.250244,3.7073788e-09,2.6262853,0.9893953,-7.432233927253068,0.01,-7.432233927253068,47.62245330088109,47.62245330088109,100,-9.241848,0.026544347,0.9043951,200.0,1.898049,52.685678906071345,-6.624026
-8.231068084191712,51.826155608634345,9.389169e-05,0.0005406018,8.973404,5.6735807e-06,2.7536283,0.95284057,-8.231068084191712,0.01,-8.231068084191712,43.73834413301458,43.73834413301458,100,-9.460761,0.02889915,0.85244757,200.0,1.8210733,54.912671745131505,-6.8528075
-7.856086195794883,18.08341135878827,0.00045756876,7.713231e-32,8.175494,8.159635e-34,7.143336,0.94529116,-7.856086195794883,0.01,-7.856086195794883,50.48478362443108,50.48478362443108,100,-8.824866,0.07556757,4.0887213,200.0,4.9572296,20.172557614112417,-4.649946
-7.553334940662796,41.91465039872745,0.00013997985,7.274764e-11,9.026333,5.995485e-13,3.8585455,1.2133737,-7.553334940662796,0.01,-7.553334940662796,46.12946643156531,46.12946643156531,100,-9.081138,0.03180014,2.0608892,200.0,2.697512,37.07119867670539,-5.8881297
-7.409520643246508,54.3101568774837,8.497739e-05,0.05736326,8.336667,0.0005167424,5.159337,1.110094,-7.409520643246508,0.01,-7.409520643246508,46.351811615646604,46.351811615646604,100,-8.818935,0.04647658,1.0471835,200.0,1.9539418,51.17859645124,-6.1044
-6.792435401051022,76.01220505694272,3.187659e-05,0.8084573,6.763792,0.007966446,6.2369723,1.0148281,-6.792435401051022,0.01,-6.792435401051022,44.41612368689664,44.41612368689664,100,-8.609499,0.061458413,0.32828933,200.0,1.152183,86.79176411236504,-6.516432
-8.637628360356763,54.998247197729015,8.265048e-05,4.691047e-12,7.9338984,4.1252595e-14,2.754353,1.1371521,-8.637628360356763,0.010000002,-8.637628360356763,53.69145122879642,53.69145122879642,100,-9.946626,0.024221502,1.0687654,200.0,2.0121799,49.697346846935446,-7.1596932
-7.12531643075193,71.96441190674771,3.9351096e-05,0.41964418,7.044993,0.0045284396,3.6173503,0.92668605,-7.12531643075193,0.01,-7.12531643075193,39.398060809661295,39.398060809661295,100,-8.742323,0.03903534,0.3379263,200.0,1.4046443,71.19240329932674,-6.5498495
-7.179091403623696,37.25205150526892,0.00017014306,0.111128114,8.149843,0.0009605038,9.283575,1.1569773,-7.179091403623696,0.01,-7.179091403623696,40.14206302836442,40.14206302836442,100,-8.314893,0.08023991,2.277529,200.0,2.1939023,45.580882107627204,-5.502002
-7.0142180018264675,44.98512860857208,0.00012353102,0.0008777499,9.166296,9.274479e-06,3.82531,0.9464142,-7.0142180018264675,0.01,-7.0142180018264675,49.652777185176035,49.652777185176035,100,-8.388281,0.040418983,1.106467,200.0,2.0855172,47.94973713582019,-5.558587
-6.867378713504621,98.89631010105688,1.1272946e-06,0.92146546,7.066413,0.009283831,1.5383887,0.9925487,-6.867378713504621,0.01,-6.867378713504621,49.60102481557741,49.60102481557741,100,-8.767986,0.015499379,0.011105576,200.0,1.0161748,98.4082666337568,-6.833244
-7.916021692906444,53.94395607539404,8.624e-05,1.7778425e-09,8.232161,2.0620724e-11,2.2192996,0.862163,-7.916021692906444,0.01,-7.916021692906444,48.8407699013609,48.8407699013609,100,-9.502802,0.025741067,0.6410435,200.0,1.6550717,60.42034182700522,-7.117706
-7.168603909090291,94.97235850298016,5.3472622e-06,0.29098883,7.026073,0.002898783,1.2148598,1.003831,-7.168603909090291,0.01,-7.168603909090291,48.085909999292035,48.085909999292035,100,-9.01532,0.012102234,0.05388312,200.0,1.0564444,94.65713423615942,-7.0334454
-8.154273297342364,84.00274121829284,1.9236108e-05,0.01494551,7.633667,0.00014696835,1.5329452,1.0169203,-8.154273297342364,0.01,-8.154273297342364,52.518025595700045,52.518025595700045,100,-9.6610985,0.015074388,0.19892576,200.0,1.1938723,83.76104988084286,-7.544943
-7.197500577978242,80.65476086911598,2.4227513e-05,0.0074450593,6.504463,7.562711e-05,1.527863,0.9844432,-7.197500577978242,0.01,-7.197500577978242,44.98895972864366,44.98895972864366,100,-8.99932,0.015520073,0.23479573,200.0,1.2187828,82.04907505371487,-6.8293223
-9.09041433459384,95.01386413473911,5.3008134e-06,0.83348674,7.268188,0.008494464,2.2479067,0.9812117,-9.09041433459384,0.01,-9.09041433459384,53.57260810046824,53.57260810046824,100,-10.830183,0.022909498,0.051034976,200.0,1.113153,89.83491193432631,-8.792926
-7.570081861752686,99.84005296753317,1.6182459e-07,0.9671686,6.6440864,0.009687498,1.1883202,0.9983678,-7.570081861752686,0.01,-7.570081861752686,45.05148654154813,45.05148654154813,100,-9.501771,0.011902629,0.001612968,200.0,1.0023909,99.76148410734451,-7.565346
-7.557570497651319,97.07951373917369,3.0387137e-06,0.40459988,7.5699863,0.0041184686,1.1425512,0.9824037,-7.557570497651319,0.01,-7.557570497651319,55.718708313084484,55.718708313084484,100,-9.505199,0.01163016,0.029327143,200.0,1.0275133,97.3223444863834,-7.5141253
-8.179062508604236,58.034605444786706,7.30414e-05,0.0048515,8.4882765,5.5537694e-05,2.3638654,0.8735509,-8.179062508604236,0.01,-8.179062508604236,52.31159927217931,52.31159927217931,100,-9.834361,0.027060421,0.55737245,200.0,1.5694783,63.71544079033017,-7.3986716
-7.863190566614451,86.31656787755351,1.6012726e-05,0.010740206,7.078675,0.000104718834,1.4532497,1.0256231,-7.863190566614451,0.01,-7.863190566614451,46.245985830649296,46.245985830649296,100,-9.775862,0.014169432,0.16843829,200.0,1.1759365,85.03860825771683,-7.6559305
-6.969670673912236,99.11574526383218,9.011525e-07,0.8130082,7.0018873,0.008220754,1.269405,0.98897034,-6.969670673912236,0.01,-6.969670673912236,47.52528474669202,47.52528474669202,100,-8.875895,0.012835623,0.008813833,200.0,1.0127424,98.74179256568684,-6.934616
-7.224484495358541,89.66948363621167,1.1637036e-05,0.58642447,6.821128,0.005789208,2.321405,1.0129614,-7.224484495358541,0.01,-7.224484495358541,44.92132547720422,44.92132547720422,100,-9.055774,0.022917012,0.119406566,200.0,1.1360794,88.02201440169988,-6.970253
-8.774627753754027,95.20863190272662,5.083337e-06,0.26239434,7.59175,0.0025428506,1.263905,1.0318905,-8.774627753754027,0.01,-8.774627753754027,58.64821981058967,58.64821981058967,100,-10.642853,0.012248442,0.054127276,200.0,1.0724939,93.2406226217056,-8.602738
-8.189868300599866,95.37586691484424,4.8972943e-06,0.84238243,7.3081245,0.008453109,1.9676892,0.99653554,-8.189868300599866,0.01,-8.189868300599866,52.30765926347531,52.30765926347531,100,-9.8358345,0.019745298,0.048634198,200.0,1.0959707,91.24331102196523,-7.9319572
-7.448657387632654,61.08256235483781,6.4356434e-05,0.64957154,7.3229165,0.0061775455,7.9877834,1.0515043,-7.448657387632654,0.009999999,-7.448657387632654,43.292531582419535,43.292531582419535,100,-9.142468,0.0759653,0.7115639,200.0,1.2986134,77.0052101429845,-7.0236473
-7.656354699082589,98.7469101982073,1.281831e-06,0.6147194,7.4028225,0.0060161836,1.1078718,1.0217763,-7.656354699082589,0.009999999,-7.656354699082589,55.1264092723046,55.1264092723046,100,-9.590357,0.010842606,0.013382662,200.0,1.0164376,98.38281770344844,-7.61405
-7.792752628899385,41.93345052231105,0.00013987185,0.7656276,8.871108,0.0066037765,13.842799,1.1593784,-7.792752628899385,0.01,-7.792752628899385,46.31417547115009,46.31417547115009,100,-9.245707,0.11939845,1.880099,200.0,1.3783476,72.55063776452296,-7.1239424
