AvgVanillaIw,eRenyi2,EpsThisIter,AvgRet,VarJ,ESSClassic,VanillaAvgRet,AvgNormIw,Bound,VarNormIw,AvgEpLen,IterType,MaxNormIw,MaxVanillaIw,MinVanillaIw,VarVanillaIw,Delta,ESSRenyi,BatchSize,VarDiscRet,J,VarRet,AvgDiscRet,MinNormIw
1.00967,1.01283,100,-64.0492956178,70.7391,99.0623834578,-64.0492956178,0.01,-128.972,9.56049e-07,92.74,,0.0120062,1.21224,0.726698,0.00974634,0.4,197.46575731,200,4984.06957753,-77.556,131.58931645,-77.4368891957,0.00719736
1.00657,1.02176,100,-91.227302302,62.3912,194.738078429,-91.227302302,0.005,-113.274,6.78905e-07,125.1,1,0.0102055,2.0545,0.619619,0.027514,0.4,195.741484562,200,8201.23685288,-76.7577,8201.23685288,-91.227302302,0.00307789
1.0,1.0,100,-77.5879424383,70.1036,100.0,-77.5879424383,0.01,-128.676,3.50449e-18,108.51,2,0.01,1.0,1.0,,0.4,200.0,200,4964.15408498,-77.5879,4964.15408498,-77.5879424383,0.01
1.00456,1.04084,100,-76.8775308058,64.7687,191.423627959,-76.8775308058,0.005,-112.637,1.12571e-06,107.41,1,0.00919667,1.84771,0.652929,0.0454396,0.4,192.153389046,200,4956.36545225,-75.7815,4956.36545225,-76.8775308058,0.00324984
1.0,1.0,100,-95.6087849471,101.468,100.0,-95.6087849471,0.01,-146.698,3.50449e-18,129.56,2,0.01,1.0,1.0,,0.4,200.0,200,10399.7018338,-95.6088,10399.7018338,-95.6087849471,0.01
0.988641,1.23332,100,-91.4452850047,85.186,162.667050151,-91.4452850047,0.005,-126.192,5.76647e-06,124.44,1,0.012643,2.49988,0.197973,0.225449,0.4,162.163319955,200,9433.45709423,-86.0726,9433.45709423,-91.4452850047,0.00100124
1.0,1.0,100,-92.8457170902,96.2396,100.0,-92.8457170902,0.01,-143.934,3.50449e-18,126.44,2,0.01,1.0,1.0,,0.4,200.0,200,9355.61099332,-92.8457,9355.61099332,-92.8457170902,0.01
0.985575,1.1096,100,-74.0712473881,71.9737,178.022128426,-74.0712473881,0.005,-118.512,3.1019e-06,104.02,1,0.0084849,1.6725,0.182828,0.120522,0.4,180.245471038,200,3805.80385027,-80.4592,3805.80385027,-74.0712473881,0.000927519
1.0,1.0,100,-85.9063022122,84.4399,100.0,-85.9063022122,0.01,-136.995,3.50449e-18,118.32,2,0.01,1.0,1.0,,0.4,200.0,200,7202.11278262,-85.9063,7202.11278262,-85.9063022122,0.01
1.02597,1.04822,100,-74.0551523055,69.3928,192.674621894,-74.0551523055,0.005,-115.686,9.55259e-07,104.51,1,0.00605159,1.24175,0.319167,0.0402205,0.4,190.799243727,200,3778.85777862,-78.6994,3778.85777862,-74.0551523055,0.00155545
1.0,1.0,100,-77.4833395094,70.2369,100.0,-77.4833395094,0.01,-128.572,3.50449e-18,108.36,2,0.01,1.0,1.0,,0.4,200.0,200,4983.04939442,-77.4833,4983.04939442,-77.4833395094,0.01
0.963783,1.10376,100,-76.536614577,52.562,178.641611517,-76.536614577,0.005,-110.998,3.00404e-06,108.22,1,0.00750232,1.44612,0.168319,0.111615,0.4,181.198301853,200,3737.81624888,-73.0444,3737.81624888,-76.536614577,0.000873219
1.0,1.0,100,-87.504800052,90.9523,100.0,-87.504800052,0.01,-138.594,3.50449e-18,119.58,2,0.01,1.0,1.0,,0.4,200.0,200,8355.88011363,-87.5048,8355.88011363,-87.504800052,0.01
0.991092,1.05913,100,-88.9319890226,86.5516,185.396941806,-88.9319890226,0.005,-123.103,1.97905e-06,121.47,1,0.0126284,2.50318,0.339245,0.077758,0.4,188.834771533,200,8303.99367701,-85.9252,8303.99367701,-88.9319890226,0.00171147
1.0,1.0,100,-96.1988712351,101.371,100.0,-96.1988712351,0.01,-147.288,3.50449e-18,130.01,2,0.01,1.0,1.0,,0.4,200.0,200,10379.8471895,-96.1989,10379.8471895,-96.1988712351,0.01
1.01385,1.09082,100,-90.2526931466,91.3604,181.120067907,-90.2526931466,0.005,-127.458,2.6191e-06,123.6,1,0.0134559,2.72844,0.0746512,0.107686,0.4,183.348494697,200,8285.18320477,-89.7275,8285.18320477,-90.2526931466,0.000368157
1.0,1.0,100,-88.5743905984,90.7431,100.0,-88.5743905984,0.01,-139.664,3.50449e-18,121.13,2,0.01,1.0,1.0,,0.4,200.0,200,8317.49122723,-88.5744,8317.49122723,-88.5743905984,0.01
1.02151,1.07553,100,-67.0426236102,60.2433,187.207966677,-67.0426236102,0.005,-112.157,1.71684e-06,95.99,1,0.00678835,1.38687,0.223867,0.07166,0.4,185.955111101,200,1367.3377627,-74.6917,1367.3377627,-67.0426236102,0.00109577
1.0,1.0,100,-71.6448486742,50.7605,100.0,-71.6448486742,0.01,-122.73,3.50449e-18,101.82,2,0.01,1.0,1.0,,0.4,200.0,200,2602.65622333,-71.6449,2602.65622333,-71.6448486742,0.01
1.01726,1.14688,100,-82.0903843191,49.4989,175.053075682,-82.0903843191,0.005,-111.403,3.58066e-06,114.04,1,0.0075382,1.53366,0.0627197,0.148212,0.4,174.385630402,200,6073.17872329,-72.7162,6073.17872329,-82.0903843191,0.000308279
1.0,1.0,100,-86.2732184424,84.081,100.0,-86.2732184424,0.01,-137.362,3.50449e-18,119.47,2,0.01,1.0,1.0,,0.4,200.0,200,7141.02467785,-86.2732,7141.02467785,-86.2732184424,0.01
1.00175,1.02264,100,-69.3626123752,66.1065,195.864595764,-69.3626123752,0.005,-113.482,5.30494e-07,98.76,1,0.00842069,1.68709,0.869104,0.0212941,0.4,195.571539596,200,2595.65728956,-76.9501,2595.65728956,-69.3626123752,0.00433793
1.0,1.0,100,-89.8945016268,90.3846,100.0,-89.8945016268,0.01,-140.988,3.50449e-18,123.09,2,0.01,1.0,1.0,,0.4,200.0,200,8251.90252897,-89.8945,8251.90252897,-89.8945016268,0.01
0.972832,1.16233,100,-84.7476347911,74.0541,171.33378468,-84.7476347911,0.005,-119.612,4.20382e-06,116.74,1,0.00843282,1.64074,0.0916742,0.15914,0.4,172.067621694,200,7229.82612243,-80.6611,7229.82612243,-84.7476347911,0.000471172
1.0,1.0,100,-70.4358618584,50.7433,100.0,-70.4358618584,0.01,-121.522,3.50449e-18,100.38,2,0.01,1.0,1.0,,0.4,200.0,200,2600.88973115,-70.4359,2600.88973115,-70.4358618584,0.01
1.00369,1.02152,100,-80.8797927007,61.3621,196.095307367,-80.8797927007,0.005,-111.27,5.00307e-07,112.57,1,0.00860244,1.72684,0.705107,0.0201604,0.4,195.787010002,200,6093.87190564,-74.7582,6093.87190564,-80.8797927007,0.00351256
1.0,1.0,100,-81.1566995074,77.8627,100.0,-81.1566995074,0.01,-132.246,3.50449e-18,112.15,2,0.01,1.0,1.0,,0.4,200.0,200,6123.83222969,-81.1567,6123.83222969,-81.1566995074,0.01
0.959003,1.22662,100,-78.0907746193,48.7488,156.977221574,-78.0907746193,0.005,-111.439,6.88618e-06,109.28,1,0.00877138,1.68236,0.00451337,0.253325,0.4,163.050114548,200,4964.75913856,-71.4294,4964.75913856,-78.0907746193,2.35316e-05
1.0,1.0,100,-79.5571717617,78.0202,100.0,-79.5571717617,0.01,-130.646,3.50449e-18,110.1,2,0.01,1.0,1.0,,0.4,200.0,200,6148.64538687,-79.5572,6148.64538687,-79.5571717617,0.01
0.980137,1.03547,100,-75.0205554536,63.5467,195.808234955,-75.0205554536,0.005,-112.563,5.37876e-07,106.27,1,0.00805884,1.57975,0.840149,0.0206688,0.4,193.148602894,200,3759.3208876,-75.8029,3759.3208876,-75.0205554536,0.00428588
1.0,1.0,100,-82.0956806001,77.5042,100.0,-82.0956806001,0.01,-133.185,3.50449e-18,114.18,2,0.01,1.0,1.0,,0.4,200.0,200,6067.56860441,-82.0957,6067.56860441,-82.0956806001,0.01
1.01936,1.03502,100,-70.0025943339,59.9574,192.924176798,-70.0025943339,0.005,-111.435,9.21527e-07,99.13,1,0.00909492,1.85421,0.719335,0.0383025,0.4,193.233338259,200,2581.25902483,-74.6825,2581.25902483,-70.0025943339,0.00352835
1.0,1.0,100,-77.7648465729,70.0094,100.0,-77.7648465729,0.01,-128.854,3.50449e-18,108.92,2,0.01,1.0,1.0,,0.4,200.0,200,4950.82167203,-77.7648,4950.82167203,-77.7648465729,0.01
1.00193,1.05893,100,-72.9394439477,58.5307,188.373211655,-72.9394439477,0.005,-110.436,1.55081e-06,103.22,1,0.00660245,1.32304,0.323641,0.0622721,0.4,188.870378972,200,3808.74705546,-73.2613,3808.74705546,-72.9394439477,0.00161508
1.0,1.0,100,-75.7279971321,60.9767,100.0,-75.7279971321,0.01,-126.812,3.50449e-18,106.75,2,0.01,1.0,1.0,,0.4,200.0,200,3755.71071838,-75.728,3755.71071838,-75.7279971321,0.01
1.02154,1.04694,100,-76.9850126182,58.948,190.707788761,-76.9850126182,0.005,-111.435,1.22424e-06,107.13,1,0.00723494,1.47816,0.21199,0.0511017,0.4,191.032202807,200,4986.79722326,-74.4711,4986.79722326,-76.9850126182,0.0010376
1.0,1.0,100,-74.1035065186,61.1458,100.0,-74.1035065186,0.01,-125.192,3.50449e-18,104.85,2,0.01,1.0,1.0,,0.4,200.0,200,3776.57237089,-74.1035,3776.57237089,-74.1035065186,0.01
0.985134,1.0253,100,-68.10544938,46.5033,193.845036486,-68.10544938,0.005,-106.812,7.97787e-07,98.18,1,0.00814077,1.60395,0.369033,0.0309697,0.4,195.064355177,200,1358.39052138,-70.233,1358.39052138,-68.10544938,0.00187301
1.0,1.0,100,-74.4279900663,61.2006,100.0,-74.4279900663,0.01,-125.517,3.50449e-18,104.91,2,0.01,1.0,1.0,,0.4,200.0,200,3783.35280557,-74.428,3783.35280557,-74.4279900663,0.01
0.991307,1.05551,100,-83.923143705,65.7069,186.498890172,-83.923143705,0.005,-114.155,1.81891e-06,115.7,1,0.0155713,3.08719,0.775159,0.0714968,0.4,189.481939533,200,7241.73780568,-77.0399,7241.73780568,-83.923143705,0.00390978
1.0,1.0,100,-77.8963854773,69.9761,100.0,-77.8963854773,0.01,-128.985,3.50449e-18,108.96,2,0.01,1.0,1.0,,0.4,200.0,200,4946.11573615,-77.8964,4946.11573615,-77.8963854773,0.01
1.04828,1.07449,100,-82.6521936303,63.9767,185.739513143,-82.6521936303,0.005,-114.823,1.92906e-06,115.05,1,0.0116524,2.44299,0.625768,0.0847929,0.4,186.135197627,200,6066.5563545,-77.3766,6066.5563545,-82.6521936303,0.00298474
1.0,1.0,100,-75.5030947793,61.0333,100.0,-75.5030947793,0.01,-126.589,3.50449e-18,106.37,2,0.01,1.0,1.0,,0.4,200.0,200,3762.6880908,-75.5031,3762.6880908,-75.5030947793,0.01
1.00011,1.06963,100,-85.1796586521,64.2129,189.398046907,-85.1796586521,0.005,-115.077,1.40646e-06,117.22,1,0.00921027,1.84226,0.356254,0.0562711,0.4,186.979768954,200,7224.76267933,-77.7155,7224.76267933,-85.1796586521,0.00178107
1.0,1.0,100,-91.6861426383,96.4758,100.0,-91.6861426383,0.01,-142.775,3.50449e-18,124.97,2,0.01,1.0,1.0,,0.4,200.0,200,9401.5999622,-91.6861,9401.5999622,-91.6861426383,0.01
1.02566,1.06769,100,-83.862295437,84.6992,190.435971968,-83.862295437,0.005,-121.785,1.26186e-06,115.48,1,0.00710979,1.45844,0.0730661,0.0530976,0.4,187.32085169,200,7246.27999826,-84.4564,7246.27999826,-83.862295437,0.000356192
1.0,1.0,100,-77.745819691,70.0722,100.0,-77.745819691,0.01,-128.835,3.50449e-18,109.1,2,0.01,1.0,1.0,,0.4,200.0,200,4959.71357019,-77.7458,4959.71357019,-77.745819691,0.01
0.986461,1.02013,100,-84.6094818771,74.3286,197.757480549,-84.6094818771,0.005,-116.821,2.84922e-07,116.58,1,0.00767529,1.51428,0.741625,0.0110904,0.4,196.054330318,200,7241.25672228,-80.3335,7241.25672228,-84.6094818771,0.00375902
1.0,1.0,100,-84.2284146041,84.7076,100.0,-84.2284146041,0.01,-135.318,3.50449e-18,116.35,2,0.01,1.0,1.0,,0.4,200.0,200,7247.85046609,-84.2284,7247.85046609,-84.2284146041,0.01
1.01669,1.07137,100,-77.8080935851,66.2143,186.477552022,-77.8080935851,0.005,-115.325,1.822e-06,108.93,1,0.0115626,2.35112,0.78126,0.0753331,0.4,186.676891463,200,4932.68749835,-77.9322,4932.68749835,-77.8080935851,0.00384217
1.0,1.0,100,-81.0273035035,77.6617,100.0,-81.0273035035,0.01,-132.116,3.50449e-18,112.37,2,0.01,1.0,1.0,,0.4,200.0,200,6092.25770404,-81.0273,6092.25770404,-81.0273035035,0.01
0.972321,1.10879,100,-85.5812539257,72.7548,179.720940224,-85.5812539257,0.005,-117.674,2.83509e-06,118.16,1,0.0079175,1.53967,0.152837,0.107213,0.4,180.377479392,200,7207.62540727,-79.6339,7207.62540727,-85.5812539257,0.000785941
1.0,1.0,100,-77.8564338095,69.9638,100.0,-77.8564338095,0.01,-128.942,3.50449e-18,108.77,2,0.01,1.0,1.0,,0.4,200.0,200,4944.37610652,-77.8564,4944.37610652,-77.8564338095,0.01
0.984336,1.18733,100,-77.3555105935,49.9396,163.729636151,-77.3555105935,0.005,-111.567,5.56598e-06,108.37,1,0.0108778,2.14149,0.0176967,0.215719,0.4,168.445842302,200,4970.95291693,-72.2036,4970.95291693,-77.3555105935,8.98915e-05
1.0,1.0,100,-87.4636457227,84.0182,100.0,-87.4636457227,0.01,-138.553,3.50449e-18,121.25,2,0.01,1.0,1.0,,0.4,200.0,200,7130.35884532,-87.4636,7130.35884532,-87.4636457227,0.01
0.993197,1.02595,100,-79.8828602807,77.6716,195.927585467,-79.8828602807,0.005,-119.273,5.22249e-07,111.07,1,0.008758,1.73968,0.870363,0.0206067,0.4,194.940829475,200,6120.42134153,-82.6819,6120.42134153,-79.8828602807,0.00438162
1.0,1.0,100,-68.0432769991,36.9895,100.0,-68.0432769991,0.01,-119.117,3.50449e-18,97.84,2,0.01,1.0,1.0,,0.4,200.0,200,1382.04625673,-68.0433,1382.04625673,-68.0432769991,0.01
1.01471,1.04537,100,-73.4421004646,37.9419,191.46232218,-73.4421004646,0.005,-105.879,1.1204e-06,103.67,1,0.0066903,1.35774,0.412525,0.0461439,0.4,191.319255692,200,3779.55758839,-68.9438,3779.55758839,-73.4421004646,0.00203273
1.0,1.0,100,-82.0255370712,77.7117,100.0,-82.0255370712,0.01,-133.114,3.50449e-18,113.57,2,0.01,1.0,1.0,,0.4,200.0,200,6100.11346707,-82.0255,6100.11346707,-82.0255370712,0.01
0.953666,1.14674,100,-82.0541383818,67.11,171.238051224,-82.0541383818,0.005,-116.298,4.22022e-06,114.0,1,0.0106329,2.02805,0.066072,0.153528,0.4,174.408091383,200,6072.87029584,-77.6134,6072.87029584,-82.0541383818,0.000346411
1.0,1.0,100,-77.4642050229,70.0482,100.0,-77.4642050229,0.01,-128.553,3.50449e-18,108.22,2,0.01,1.0,1.0,,0.4,200.0,200,4956.32027316,-77.4642,4956.32027316,-77.4642050229,0.01
0.991366,1.02603,100,-71.5856292792,56.2973,195.096513251,-71.5856292792,0.005,-110.124,6.31494e-07,101.6,1,0.00892584,1.76975,0.834632,0.0248255,0.4,194.926401911,200,2606.12694149,-73.5314,2606.12694149,-71.5856292792,0.00420951
1.0,1.0,100,-91.7371131922,96.3748,100.0,-91.7371131922,0.01,-142.827,3.50449e-18,125.05,2,0.01,1.0,1.0,,0.4,200.0,200,9381.92139549,-91.7371,9381.92139549,-91.7371131922,0.01
1.00116,1.10771,100,-76.5729001006,74.3844,179.925225169,-76.5729001006,0.005,-117.664,2.80334e-06,107.34,1,0.00747125,1.49599,0.0885669,0.112395,0.4,180.553254022,200,4980.97348481,-79.6424,4980.97348481,-76.5729001006,0.00044232
1.0,1.0,100,-80.6568516274,77.9289,100.0,-80.6568516274,0.01,-131.746,3.50449e-18,112.39,2,0.01,1.0,1.0,,0.4,200.0,200,6134.25120563,-80.6569,6134.25120563,-80.6568516274,0.01
1.02486,1.07043,100,-70.278415906,58.9859,180.389177247,-70.278415906,0.005,-110.756,2.73151e-06,99.96,1,0.0128848,2.64104,0.150511,0.114761,0.4,186.840254252,200,2660.55603168,-73.3798,2660.55603168,-70.278415906,0.000734298
1.0,1.0,100,-87.7960537606,90.8833,100.0,-87.7960537606,0.01,-138.888,3.50449e-18,119.99,2,0.01,1.0,1.0,,0.4,200.0,200,8343.20522486,-87.7961,8343.20522486,-87.7960537606,0.01
0.981397,1.49282,100,-83.7598154157,64.4645,133.616038287,-83.7598154157,0.005,-118.655,1.24831e-05,115.77,1,0.0129283,2.53756,0.000180874,0.480918,0.4,133.974623008,200,7245.8441882,-74.5142,7245.8441882,-83.7598154157,9.21511e-07
1.0,1.0,100,-83.0518954229,84.9453,100.0,-83.0518954229,0.01,-134.141,3.50449e-18,114.41,2,0.01,1.0,1.0,,0.4,200.0,200,7288.58992368,-83.0519,7288.58992368,-83.0518954229,0.01
0.995648,1.03261,100,-76.8874521717,73.9852,193.518480897,-76.8874521717,0.005,-115.469,8.41546e-07,107.66,1,0.00694259,1.38248,0.512921,0.0333695,0.4,193.683440573,200,4957.03477965,-78.7593,4957.03477965,-76.8874521717,0.00257582
1.0,1.0,100,-80.5299387716,78.0505,100.0,-80.5299387716,0.01,-131.619,3.50449e-18,111.27,2,0.01,1.0,1.0,,0.4,200.0,200,6153.42084921,-80.5299,6153.42084921,-80.5299387716,0.01
