AvgRet,BatchSize,VarJ,AvgVanillaIw,eRenyi2,ESSClassic,MaxNormIw,AvgNormIw,MinNormIw,VarDiscRet,J,IterType,MaxVanillaIw,MinVanillaIw,VarRet,EpsThisIter,AvgDiscRet,VanillaAvgRet,VarNormIw,Bound,VarVanillaIw,Delta,ESSRenyi,AvgEpLen
104.83935111470413,100,639.2762,1.185734,7.0628138,10.59549048217953,0.22471073,0.01,1.3526234e-10,12154.135132211395,329.1964,1,26.644716,1.6038516e-08,12154.135132211395,100,104.83935111470413,104.83935111470413,0.0008523209,124.18892,11.9833355,0.4,14.158663022183537,11.49
403.65829840175115,100,5943.1206,1.1819316,3.4738026,18.01308103151503,0.15197828,0.01,3.420692e-09,689272.1747296226,1432.9594,1,17.962793,4.043024e-07,689272.1747296226,100,403.65829840175115,403.65829840175115,0.00045974963,291.6505,6.42253,0.4,28.786897955441056,41.36
1076.185776730925,100,4473.839,1.5231804,5.357009,15.04444106127528,0.17627148,0.01,6.2252503e-10,2299244.4718853002,3372.622,1,26.849327,9.482179e-08,2299244.4718853002,100,1076.185776730925,1076.185776730925,0.00057040126,1955.2736,13.23376,0.4,18.667133326010628,108.52
2100.1204096443075,100,1424.5803,1.4451452,4.5675178,6.953915907418148,0.33702978,0.010000002,6.838885e-13,3704782.361560955,4667.657,1,48.7057,9.8831825e-11,3704782.361560955,100,2100.1204096443075,2100.1204096443075,0.0013515543,3358.9102,28.226469,0.4,21.89372987935101,210.76
4296.866936611214,100,462.10324,0.93912077,1.6527965,58.54256389476918,0.034867167,0.010000002,7.937836e-05,2290669.183891328,4846.998,1,3.2744482,0.0074545867,2290669.183891328,100,4296.866936611214,4296.866936611214,7.1531176e-05,4059.725,0.63086766,0.4,60.503516061192116,429.93
4883.047849236872,100,125.63046,0.98971856,1.0722966,91.72121210877863,0.013642426,0.010000002,0.00078586146,403239.80377938825,4976.826,1,1.3502162,0.07777817,403239.80377938825,100,4883.047849236872,4883.047849236872,9.117184e-06,4342.7036,0.08930671,0.4,93.25777792205425,488.36
4949.1938588955445,100,199.74092,1.0288525,1.0334737,97.44205832126484,0.012689821,0.01,0.004737051,170615.2254866088,4974.656,1,1.3055954,0.4873727,170615.2254866088,100,4949.1938588955445,4949.1938588955445,2.6516107e-06,4352.1187,0.02806829,0.4,96.76104683527338,494.95
4879.673683436734,100,193.74675,0.98659545,1.0873963,90.46474403643958,0.014784915,0.01,0.0015472644,442741.41179785546,4965.4336,1,1.458673,0.1526524,442741.41179785546,100,4879.673683436734,4879.673683436734,1.0646755e-05,4326.8623,0.1036324,0.4,91.96279526024692,488.02
4939.423525263575,100,79.708405,0.9974063,1.0424455,95.11921666840055,0.012693086,0.010000002,0.0017403436,141064.9917420794,4986.897,1,1.2660164,0.17358297,141064.9917420794,100,4939.423525263575,4939.423525263575,5.1830516e-06,4361.6636,0.051562,0.4,95.9282726260474,493.98
4999.898485066119,100,0.16521004,1.0000192,1.0000001,99.99997711225863,0.010005868,0.01,0.009991072,0.027607556509817985,4999.899,1,1.000606,0.9991263,0.027607556509817985,100,4999.898485066119,4999.898485066119,1.1204349e-11,4387.5264,1.120485e-07,0.4,99.99998807907247,500.0
