J,EpsThisIter,Bound,VarVanillaIw,VarNormIw,AvgRet,AvgNormIw,VanillaAvgRet,MaxNormIw,IterType,MinNormIw,VarJ,MinVanillaIw,Delta,AvgVanillaIw,VarRet,VarDiscRet,ESSClassic,AvgDiscRet,AvgEpLen,ESSRenyi,eRenyi2,BatchSize,MaxVanillaIw
-62.1496,100,-62.1496,,3.50449e-18,-62.1496342777,0.01,-62.1496342777,0.01,2,0.01,36.42,1.0,1.0,1.0,1339.81411927,1339.81411927,100.0,-62.1496342777,90.6,500.0,1.0,500,1.0
-60.5917,100,-60.5917,,2.1793e-19,-59.0337834717,0.005,-59.0337834717,0.005,2,0.005,26.5412,1.0,1.0,1.0,78.3832063407,78.3832063407,200.000000102,-59.0337834717,87.24,500.0,1.0,500,1.0
-62.2561,100,-62.2561,,5.43914e-20,-65.5848786774,0.00333333,-65.5848786774,0.00333333,2,0.00333333,36.4567,1.0,1.0,1.0,2587.65542017,2587.65542017,299.999969474,-65.5848786774,94.1,500.0,1.0,500,1.0
-61.2506,100,-61.2506,,5.4346e-20,-58.2342163426,0.0025,-58.2342163426,0.0025,2,0.0025,31.8545,1.0,1.0,1.0,60.0422790167,60.0422790167,400.0,-58.2342163426,85.64,500.0,1.0,500,1.0
-60.6564,100,-60.6564,,5.43187e-20,-58.2796626507,0.002,-58.2796626507,0.002,1,0.002,28.6574,1.0,1.0,1.0,40.7486136334,40.7486136334,500.000006643,-58.2796626507,85.23,500.0,1.0,500,1.0
-60.0318,100,-60.0318,,3.50449e-18,-60.031797168,0.01,-60.031797168,0.01,2,0.01,7.35869,1.0,1.0,1.0,54.6973498754,54.6973498754,100.0,-60.031797168,88.4,500.0,1.0,500,1.0
-62.1634,100,-62.1634,,2.1793e-19,-64.2949642649,0.005,-64.2949642649,0.005,2,0.005,36.4418,1.0,1.0,1.0,2618.96409975,2618.96409975,200.000000102,-64.2949642649,91.79,500.0,1.0,500,1.0
-60.6781,100,-60.6781,,5.43914e-20,-57.7076016113,0.00333333,-57.7076016113,0.00333333,2,0.00333333,30.0965,1.0,1.0,1.0,48.6317229345,48.6317229345,299.999969474,-57.7076016113,84.74,500.0,1.0,500,1.0
-60.8866,100,-60.8866,,5.4346e-20,-61.512116373,0.0025,-61.512116373,0.0025,2,0.0025,31.762,1.0,1.0,1.0,1330.6800182,1330.6800182,400.0,-61.512116373,89.45,500.0,1.0,500,1.0
-61.0767,100,-61.0767,,5.43187e-20,-61.8371916425,0.002,-61.8371916425,0.002,1,0.002,32.7673,1.0,1.0,1.0,1345.91428765,1345.91428765,500.000006643,-61.8371916425,89.86,500.0,1.0,500,1.0
-61.6966,100,-61.6966,,3.50449e-18,-61.6965540247,0.01,-61.6965540247,0.01,2,0.01,36.4169,1.0,1.0,1.0,1339.58989163,1339.58989163,100.0,-61.6965540247,89.33,500.0,1.0,500,1.0
-60.3626,100,-60.3626,,2.1793e-19,-59.0286891657,0.005,-59.0286891657,0.005,2,0.005,26.2334,1.0,1.0,1.0,47.1038518,47.1038518,200.000000102,-59.0286891657,86.75,500.0,1.0,500,1.0
-60.3573,100,-60.3573,,5.43914e-20,-60.3467448519,0.00333333,-60.3467448519,0.00333333,2,0.00333333,30.1241,1.0,1.0,1.0,1359.59879008,1359.59879008,299.999969474,-60.3467448519,87.29,500.0,1.0,500,1.0
-61.4802,100,-61.4802,,5.4346e-20,-64.8489533623,0.0025,-64.8489533623,0.0025,2,0.0025,36.4658,1.0,1.0,1.0,2607.55983234,2607.55983234,400.0,-64.8489533623,92.89,500.0,1.0,500,1.0
-60.938,100,-60.938,,5.43187e-20,-58.7690177204,0.002,-58.7690177204,0.002,1,0.002,32.7703,1.0,1.0,1.0,45.0358182594,45.0358182594,500.000006643,-58.7690177204,86.29,500.0,1.0,500,1.0
-66.1584,100,-66.1584,,3.50449e-18,-66.1584189628,0.01,-66.1584189628,0.01,2,0.01,50.6532,1.0,1.0,1.0,2591.66046451,2591.66046451,100.0,-66.1584189628,94.92,500.0,1.0,500,1.0
-64.3735,100,-64.3735,,2.1793e-19,-62.5884977521,0.005,-62.5884977521,0.005,2,0.005,44.1349,1.0,1.0,1.0,1337.03645587,1337.03645587,200.000000102,-62.5884977521,90.84,500.0,1.0,500,1.0
-62.242,100,-62.242,,5.43914e-20,-57.9791185552,0.00333333,-57.9791185552,0.00333333,2,0.00333333,36.3888,1.0,1.0,1.0,49.8991949861,49.8991949861,299.999969474,-57.9791185552,84.85,500.0,1.0,500,1.0
-61.1522,100,-61.1522,,5.4346e-20,-57.8828713274,0.0025,-57.8828713274,0.0025,2,0.0025,31.8017,1.0,1.0,1.0,59.2953927137,59.2953927137,400.0,-57.8828713274,84.59,500.0,1.0,500,1.0
-60.4524,100,-60.4524,,5.43187e-20,-57.6530562401,0.002,-57.6530562401,0.002,1,0.002,28.6045,1.0,1.0,1.0,36.2687340792,36.2687340792,500.000006643,-57.6530562401,84.3,500.0,1.0,500,1.0
-61.949,100,-61.949,,3.50449e-18,-61.9490110235,0.01,-61.9490110235,0.01,2,0.01,36.456,1.0,1.0,1.0,1342.46587241,1342.46587241,100.0,-61.9490110235,90.02,500.0,1.0,500,1.0
-60.1591,100,-60.1591,,2.1793e-19,-58.3692629334,0.005,-58.3692629334,0.005,2,0.005,26.399,1.0,1.0,1.0,58.9514111122,58.9514111122,200.000000102,-58.3692629334,86.13,500.0,1.0,500,1.0
-60.0812,100,-60.0812,,5.43914e-20,-59.9252782503,0.00333333,-59.9252782503,0.00333333,2,0.00333333,22.0493,1.0,1.0,1.0,65.3209941739,65.3209941739,299.999969474,-59.9252782503,88.18,500.0,1.0,500,1.0
-59.7584,100,-59.7584,,5.4346e-20,-58.7902109446,0.0025,-58.7902109446,0.0025,2,0.0025,19.4006,1.0,1.0,1.0,46.2302804597,46.2302804597,400.0,-58.7902109446,86.7,500.0,1.0,500,1.0
-59.5318,100,-59.5318,,5.43187e-20,-58.6250749505,0.002,-58.6250749505,0.002,1,0.002,17.6935,1.0,1.0,1.0,59.3324309622,59.3324309622,500.000006643,-58.6250749505,86.18,500.0,1.0,500,1.0
-61.9558,100,-61.9558,,3.50449e-18,-61.9557857057,0.01,-61.9557857057,0.01,2,0.01,36.406,1.0,1.0,1.0,1338.78380351,1338.78380351,100.0,-61.9557857057,89.71,500.0,1.0,500,1.0
-60.3416,100,-60.3416,,2.1793e-19,-58.7273445971,0.005,-58.7273445971,0.005,2,0.005,26.3468,1.0,1.0,1.0,58.2810078194,58.2810078194,200.000000102,-58.7273445971,86.03,500.0,1.0,500,1.0
-59.737,100,-59.737,,5.43914e-20,-58.527763679,0.00333333,-58.527763679,0.00333333,2,0.00333333,22.0032,1.0,1.0,1.0,62.5437878556,62.5437878556,299.999969474,-58.527763679,85.92,500.0,1.0,500,1.0
-59.174,100,-59.174,,5.4346e-20,-57.4851972876,0.0025,-57.4851972876,0.0025,2,0.0025,19.482,1.0,1.0,1.0,62.6047313339,62.6047313339,400.0,-57.4851972876,84.42,500.0,1.0,500,1.0
-60.5616,100,-60.5616,,5.43187e-20,-66.1121093604,0.002,-66.1121093604,0.002,1,0.002,28.6992,1.0,1.0,1.0,2587.38556138,2587.38556138,500.000006643,-66.1121093604,94.92,500.0,1.0,500,1.0
-58.7612,100,-58.7612,,3.50449e-18,-58.761198568,0.01,-58.761198568,0.01,2,0.01,6.49752,1.0,1.0,1.0,42.6442508133,42.6442508133,100.0,-58.761198568,86.42,500.0,1.0,500,1.0
-58.2701,100,-58.2701,,2.1793e-19,-57.7790376697,0.005,-57.7790376697,0.005,2,0.005,6.41814,1.0,1.0,1.0,40.0856863621,40.0856863621,200.000000102,-57.7790376697,84.75,500.0,1.0,500,1.0
-59.8066,100,-59.8066,,5.43914e-20,-62.8795909606,0.00333333,-62.8795909606,0.00333333,2,0.00333333,21.7065,1.0,1.0,1.0,1330.27062456,1330.27062456,299.999969474,-62.8795909606,91.25,500.0,1.0,500,1.0
-60.1783,100,-60.1783,,5.4346e-20,-61.2932208374,0.0025,-61.2932208374,0.0025,2,0.0025,26.1319,1.0,1.0,1.0,1329.6240563,1329.6240563,400.0,-61.2932208374,88.96,500.0,1.0,500,1.0
-60.6382,100,-60.6382,,5.43187e-20,-62.4780966103,0.002,-62.4780966103,0.002,1,0.002,28.4565,1.0,1.0,1.0,1326.39208719,1326.39208719,500.000006643,-62.4780966103,90.2,500.0,1.0,500,1.0
-63.2705,100,-63.2705,,3.50449e-18,-63.2704912589,0.01,-63.2704912589,0.01,2,0.01,36.2934,1.0,1.0,1.0,1330.51796022,1330.51796022,100.0,-63.2704912589,92.11,500.0,1.0,500,1.0
-60.3669,100,-60.3669,,2.1793e-19,-57.46323107,0.005,-57.46323107,0.005,2,0.005,26.2555,1.0,1.0,1.0,45.076682527,45.076682527,200.000000102,-57.46323107,84.08,500.0,1.0,500,1.0
-61.2769,100,-61.2769,,5.43914e-20,-63.0970503838,0.00333333,-63.0970503838,0.00333333,2,0.00333333,30.0196,1.0,1.0,1.0,1333.19591632,1333.19591632,299.999969474,-63.0970503838,91.75,500.0,1.0,500,1.0
-61.4135,100,-61.4135,,5.4346e-20,-61.8230608703,0.0025,-61.8230608703,0.0025,2,0.0025,31.7542,1.0,1.0,1.0,1342.98335374,1342.98335374,400.0,-61.8230608703,89.91,500.0,1.0,500,1.0
-60.5071,100,-60.5071,,5.43187e-20,-56.8815146418,0.002,-56.8815146418,0.002,1,0.002,28.5994,1.0,1.0,1.0,40.2887766179,40.2887766179,500.000006643,-56.8815146418,83.67,500.0,1.0,500,1.0
-66.0781,100,-66.0781,,3.50449e-18,-66.0781394263,0.01,-66.0781394263,0.01,2,0.01,50.5699,1.0,1.0,1.0,2583.14937942,2583.14937942,100.0,-66.0781394263,94.98,500.0,1.0,500,1.0
-63.8378,100,-63.8378,,2.1793e-19,-61.597368318,0.005,-61.597368318,0.005,2,0.005,44.1449,1.0,1.0,1.0,1343.63104258,1343.63104258,200.000000102,-61.597368318,89.22,500.0,1.0,500,1.0
-62.0262,100,-62.0262,,5.43914e-20,-58.4029839475,0.00333333,-58.4029839475,0.00333333,2,0.00333333,36.3562,1.0,1.0,1.0,48.5653275818,48.5653275818,299.999969474,-58.4029839475,85.56,500.0,1.0,500,1.0
-62.2497,100,-62.2497,,5.4346e-20,-62.9201819861,0.0025,-62.9201819861,0.0025,2,0.0025,36.3728,1.0,1.0,1.0,1339.39915243,1339.39915243,400.0,-62.9201819861,91.77,500.0,1.0,500,1.0
-62.1095,100,-62.1095,,5.43187e-20,-61.5489841492,0.002,-61.5489841492,0.002,1,0.002,36.4064,1.0,1.0,1.0,1348.27426641,1348.27426641,500.000006643,-61.5489841492,89.13,500.0,1.0,500,1.0
-61.7284,100,-61.7284,,3.50449e-18,-61.7284344555,0.01,-61.7284344555,0.01,2,0.01,36.3074,1.0,1.0,1.0,1331.54164394,1331.54164394,100.0,-61.7284344555,89.62,500.0,1.0,500,1.0
-60.2188,100,-60.2188,,2.1793e-19,-58.7091650641,0.005,-58.7091650641,0.005,2,0.005,26.2961,1.0,1.0,1.0,60.7930298684,60.7930298684,200.000000102,-58.7091650641,86.32,500.0,1.0,500,1.0
-60.4009,100,-60.4009,,5.43914e-20,-60.7649658312,0.00333333,-60.7649658312,0.00333333,2,0.00333333,30.1037,1.0,1.0,1.0,1349.02338185,1349.02338185,299.999969474,-60.7649658312,87.54,500.0,1.0,500,1.0
-60.0723,100,-60.0723,,5.4346e-20,-59.0864725855,0.0025,-59.0864725855,0.0025,2,0.0025,26.3895,1.0,1.0,1.0,66.283841836,66.283841836,400.0,-59.0864725855,86.93,500.0,1.0,500,1.0
-60.1706,100,-60.1706,,5.43187e-20,-60.5641444221,0.002,-60.5641444221,0.002,1,0.002,28.7141,1.0,1.0,1.0,1350.19259428,1350.19259428,500.000006643,-60.5641444221,87.32,500.0,1.0,500,1.0
-60.7944,100,-60.7944,,3.50449e-18,-60.7944332251,0.01,-60.7944332251,0.01,2,0.01,36.5583,1.0,1.0,1.0,1350.01228523,1350.01228523,100.0,-60.7944332251,87.78,500.0,1.0,500,1.0
-64.9034,100,-64.9034,,2.1793e-19,-69.0124106355,0.005,-69.0124106355,0.005,2,0.005,50.8347,1.0,1.0,1.0,3836.42444212,3836.42444212,200.000000102,-69.0124106355,98.17,500.0,1.0,500,1.0
-64.9404,100,-64.9404,,5.43914e-20,-65.0144121692,0.00333333,-65.0144121692,0.00333333,2,0.00333333,50.8436,1.0,1.0,1.0,2612.99164182,2612.99164182,299.999969474,-65.0144121692,93.23,500.0,1.0,500,1.0
-63.1804,100,-63.1804,,5.4346e-20,-57.9003194833,0.0025,-57.9003194833,0.0025,2,0.0025,44.2734,1.0,1.0,1.0,48.6254973106,48.6254973106,400.0,-57.9003194833,84.86,500.0,1.0,500,1.0
-62.2865,100,-62.2865,,5.43187e-20,-58.7109024195,0.002,-58.7109024195,0.002,1,0.002,39.7656,1.0,1.0,1.0,50.5089929375,50.5089929375,500.000006643,-58.7109024195,85.56,500.0,1.0,500,1.0
-59.1622,100,-59.1622,,3.50449e-18,-59.1621864684,0.01,-59.1621864684,0.01,2,0.01,7.53045,1.0,1.0,1.0,57.2804990161,57.2804990161,100.0,-59.1621864684,86.78,500.0,1.0,500,1.0
-60.6918,100,-60.6918,,2.1793e-19,-62.2214494823,0.005,-62.2214494823,0.005,2,0.005,26.3796,1.0,1.0,1.0,1343.8178673,1343.8178673,200.000000102,-62.2214494823,90.06,500.0,1.0,500,1.0
-61.2444,100,-61.2444,,5.43914e-20,-62.3497053529,0.00333333,-62.3497053529,0.00333333,2,0.00333333,30.1853,1.0,1.0,1.0,1353.38220279,1353.38220279,299.999969474,-62.3497053529,90.59,500.0,1.0,500,1.0
-60.626,100,-60.626,,5.4346e-20,-58.7705211794,0.0025,-58.7705211794,0.0025,2,0.0025,26.4888,1.0,1.0,1.0,69.2739802155,69.2739802155,400.0,-58.7705211794,86.24,500.0,1.0,500,1.0
-61.0683,100,-61.0683,,5.43187e-20,-62.8376108631,0.002,-62.8376108631,0.002,1,0.002,28.7693,1.0,1.0,1.0,1341.24791521,1341.24791521,500.000006643,-62.8376108631,91.07,500.0,1.0,500,1.0
-70.2463,100,-70.2463,,3.50449e-18,-70.2462828977,0.01,-70.2462828977,0.01,2,0.01,61.545,1.0,1.0,1.0,3826.04247351,3826.04247351,100.0,-70.2462828977,99.98,500.0,1.0,500,1.0
-64.2521,100,-64.2521,,2.1793e-19,-58.2579429603,0.005,-58.2579429603,0.005,2,0.005,44.3502,1.0,1.0,1.0,74.9968604462,74.9968604462,200.000000102,-58.2579429603,85.46,500.0,1.0,500,1.0
-63.2137,100,-63.2137,,5.43914e-20,-61.1369968544,0.00333333,-61.1369968544,0.00333333,2,0.00333333,41.8845,1.0,1.0,1.0,1335.94213778,1335.94213778,299.999969474,-61.1369968544,88.53,500.0,1.0,500,1.0
-62.9217,100,-62.9217,,5.4346e-20,-62.0456796487,0.0025,-62.0456796487,0.0025,2,0.0025,40.5769,1.0,1.0,1.0,1335.34176709,1335.34176709,400.0,-62.0456796487,89.42,500.0,1.0,500,1.0
-62.545,100,-62.545,,5.43187e-20,-61.0382966548,0.002,-61.0382966548,0.002,1,0.002,39.8228,1.0,1.0,1.0,1354.00887285,1354.00887285,500.000006643,-61.0382966548,88.35,500.0,1.0,500,1.0
-60.6035,100,-60.6035,,3.50449e-18,-60.6034702387,0.01,-60.6034702387,0.01,2,0.01,36.5091,1.0,1.0,1.0,1346.37506263,1346.37506263,100.0,-60.6034702387,87.3,500.0,1.0,500,1.0
-60.6531,100,-60.6531,,2.1793e-19,-60.7028019112,0.005,-60.7028019112,0.005,2,0.005,36.5454,1.0,1.0,1.0,1351.73918638,1351.73918638,200.000000102,-60.7028019112,87.99,500.0,1.0,500,1.0
-60.164,100,-60.164,,5.43914e-20,-59.185865607,0.00333333,-59.185865607,0.00333333,2,0.00333333,30.1877,1.0,1.0,1.0,61.946342652,61.946342652,299.999969474,-59.185865607,87.18,500.0,1.0,500,1.0
-61.4837,100,-61.4837,,5.4346e-20,-65.4427481987,0.0025,-65.4427481987,0.0025,2,0.0025,36.4998,1.0,1.0,1.0,2600.14144765,2600.14144765,400.0,-65.4427481987,93.92,500.0,1.0,500,1.0
-61.8409,100,-61.8409,,5.43187e-20,-63.2695016159,0.002,-63.2695016159,0.002,1,0.002,36.4878,1.0,1.0,1.0,1338.69000425,1338.69000425,500.000006643,-63.2695016159,92.03,500.0,1.0,500,1.0
-65.4642,100,-65.4642,,3.50449e-18,-65.4642200188,0.01,-65.4642200188,0.01,2,0.01,50.6359,1.0,1.0,1.0,2589.89156852,2589.89156852,100.0,-65.4642200188,93.75,500.0,1.0,500,1.0
-63.8331,100,-63.8331,,2.1793e-19,-62.201902557,0.005,-62.201902557,0.005,2,0.005,44.1235,1.0,1.0,1.0,1337.83581937,1337.83581937,200.000000102,-62.201902557,90.51,500.0,1.0,500,1.0
-62.8193,100,-62.8193,,5.43914e-20,-60.7917877074,0.00333333,-60.7917877074,0.00333333,2,0.00333333,41.7047,1.0,1.0,1.0,1331.21567094,1331.21567094,299.999969474,-60.7917877074,87.85,500.0,1.0,500,1.0
-62.6899,100,-62.6899,,5.4346e-20,-62.3019103071,0.0025,-62.3019103071,0.0025,2,0.0025,40.4402,1.0,1.0,1.0,1336.97652712,1336.97652712,400.0,-62.3019103071,90.57,500.0,1.0,500,1.0
-61.8364,100,-61.8364,,5.43187e-20,-58.4222484979,0.002,-58.4222484979,0.002,1,0.002,36.3685,1.0,1.0,1.0,57.7035272925,57.7035272925,500.000006643,-58.4222484979,85.7,500.0,1.0,500,1.0
-58.9494,100,-58.9494,,3.50449e-18,-58.9494371147,0.01,-58.9494371147,0.01,2,0.01,7.00071,1.0,1.0,1.0,49.5049606896,49.5049606896,100.0,-58.9494371147,86.62,500.0,1.0,500,1.0
-60.8417,100,-60.8417,,2.1793e-19,-62.733967693,0.005,-62.733967693,0.005,2,0.005,26.1776,1.0,1.0,1.0,1327.64080773,1327.64080773,200.000000102,-62.733967693,91.2,500.0,1.0,500,1.0
-60.1516,100,-60.1516,,5.43914e-20,-58.771356017,0.00333333,-58.771356017,0.00333333,2,0.00333333,21.8572,1.0,1.0,1.0,60.4256598775,60.4256598775,299.999969474,-58.771356017,86.26,500.0,1.0,500,1.0
-59.624,100,-59.624,,5.4346e-20,-58.0413488035,0.0025,-58.0413488035,0.0025,2,0.0025,19.241,1.0,1.0,1.0,44.7580556455,44.7580556455,400.0,-58.0413488035,85.08,500.0,1.0,500,1.0
-59.9579,100,-59.9579,0.18101,8.03209e-09,-61.3041425031,0.002,-61.3041425031,0.00200401,1,,23.7661,,1.0,9.49439,1343.17402865,1343.17402865,499.000267559,-61.3041425031,88.7,74.1201773864,6.7458,500,9.51341
-58.0919,100,-58.0919,,3.50449e-18,-58.0919184744,0.01,-58.0919184744,0.01,2,0.01,6.73323,1.0,1.0,1.0,45.7943248857,45.7943248857,100.0,-58.0919184744,85.2,500.0,1.0,500,1.0
-63.434,100,-63.434,,2.1793e-19,-68.77610201,0.005,-68.77610201,0.005,2,0.005,44.1453,1.0,1.0,1.0,3833.54598166,3833.54598166,200.000000102,-68.77610201,97.39,500.0,1.0,500,1.0
-63.9806,100,-63.9806,,5.43914e-20,-65.0736803237,0.00333333,-65.0736803237,0.00333333,2,0.00333333,46.5456,1.0,1.0,1.0,2626.3288015,2626.3288015,299.999969474,-65.0736803237,93.58,500.0,1.0,500,1.0
-62.4538,100,-62.4538,,5.4346e-20,-57.8733795686,0.0025,-57.8733795686,0.0025,2,0.0025,40.539,1.0,1.0,1.0,46.650089404,46.650089404,400.0,-57.8733795686,84.63,500.0,1.0,500,1.0
-61.6635,100,-61.6635,,5.43187e-20,-58.502210739,0.002,-58.502210739,0.002,1,0.002,36.4847,1.0,1.0,1.0,70.2492368966,70.2492368966,500.000006643,-58.502210739,86.14,500.0,1.0,500,1.0
-58.8795,100,-58.8795,,3.50449e-18,-58.8794746199,0.01,-58.8794746199,0.01,2,0.01,6.65945,1.0,1.0,1.0,44.7962948276,44.7962948276,100.0,-58.8794746199,86.96,500.0,1.0,500,1.0
-60.6269,100,-60.6269,,2.1793e-19,-62.374280314,0.005,-62.374280314,0.005,2,0.005,26.3023,1.0,1.0,1.0,1346.63168889,1346.63168889,200.000000102,-62.374280314,90.68,500.0,1.0,500,1.0
-61.4052,100,-61.4052,,5.43914e-20,-62.96198195,0.00333333,-62.96198195,0.00333333,2,0.00333333,30.0053,1.0,1.0,1.0,1326.9629777,1326.9629777,299.999969474,-62.96198195,91.6,500.0,1.0,500,1.0
-61.9141,100,-61.9141,,5.4346e-20,-63.4405021165,0.0025,-63.4405021165,0.0025,2,0.0025,31.7157,1.0,1.0,1.0,1332.81649215,1332.81649215,400.0,-63.4405021165,92.49,500.0,1.0,500,1.0
-61.2409,100,-61.2409,,5.43187e-20,-58.5482034433,0.002,-58.5482034433,0.002,1,0.002,28.5483,1.0,1.0,1.0,42.8539166712,42.8539166712,500.000006643,-58.5482034433,85.96,500.0,1.0,500,1.0
-57.3201,100,-57.3201,,3.50449e-18,-57.3200920531,0.01,-57.3200920531,0.01,2,0.01,7.31386,1.0,1.0,1.0,54.0328341131,54.0328341131,100.0,-57.3200920531,83.89,500.0,1.0,500,1.0
-58.1677,100,-58.1677,,2.1793e-19,-59.0152736518,0.005,-59.0152736518,0.005,2,0.005,7.5631,1.0,1.0,1.0,60.0724633498,60.0724633498,200.000000102,-59.0152736518,86.61,500.0,1.0,500,1.0
-58.6871,100,-58.6871,,5.43914e-20,-59.7260594171,0.00333333,-59.7260594171,0.00333333,2,0.00333333,7.68615,1.0,1.0,1.0,61.8289753621,61.8289753621,299.999969474,-59.7260594171,87.9,500.0,1.0,500,1.0
-61.4254,100,-61.4254,,5.4346e-20,-69.640125522,0.0025,-69.640125522,0.0025,2,0.0025,31.8218,1.0,1.0,1.0,3821.5094246,3821.5094246,400.0,-69.640125522,99.1,500.0,1.0,500,1.0
-61.3367,100,-61.3367,,5.43187e-20,-60.9819875021,0.002,-60.9819875021,0.002,1,0.002,32.8079,1.0,1.0,1.0,1344.58844481,1344.58844481,500.000006643,-60.9819875021,88.29,500.0,1.0,500,1.0
-58.3896,100,-58.3896,,3.50449e-18,-58.3896369669,0.01,-58.3896369669,0.01,2,0.01,7.08514,1.0,1.0,1.0,50.7062738409,50.7062738409,100.0,-58.3896369669,85.6,500.0,1.0,500,1.0
-58.5393,100,-58.5393,,2.1793e-19,-58.6890516523,0.005,-58.6890516523,0.005,2,0.005,7.18945,1.0,1.0,1.0,53.6691157104,53.6691157104,200.000000102,-58.6890516523,86.38,500.0,1.0,500,1.0
-58.5861,100,-58.5861,,5.43914e-20,-58.6794719951,0.00333333,-58.6794719951,0.00333333,2,0.00333333,6.9531,1.0,1.0,1.0,42.0677100254,42.0677100254,299.999969474,-58.6794719951,86.41,500.0,1.0,500,1.0
-58.5928,100,-58.5928,,5.4346e-20,-58.6129720029,0.0025,-58.6129720029,0.0025,2,0.0025,6.90854,1.0,1.0,1.0,46.3379640272,46.3379640272,400.0,-58.6129720029,86.58,500.0,1.0,500,1.0
-60.1554,100,-60.1554,,5.43187e-20,-66.4057275352,0.002,-66.4057275352,0.002,1,0.002,23.6763,1.0,1.0,1.0,2588.97164492,2588.97164492,500.000006643,-66.4057275352,95.27,500.0,1.0,500,1.0
-60.2306,100,-60.2306,,3.50449e-18,-60.2306432301,0.01,-60.2306432301,0.01,2,0.01,36.4089,1.0,1.0,1.0,1338.99929134,1338.99929134,100.0,-60.2306432301,86.84,500.0,1.0,500,1.0
-60.0894,100,-60.0894,,2.1793e-19,-59.9481659991,0.005,-59.9481659991,0.005,2,0.005,26.2521,1.0,1.0,1.0,53.2246893485,53.2246893485,200.000000102,-59.9481659991,87.92,500.0,1.0,500,1.0
-59.6545,100,-59.6545,,5.43914e-20,-58.7846784693,0.00333333,-58.7846784693,0.00333333,2,0.00333333,21.7819,1.0,1.0,1.0,44.3188886327,44.3188886327,299.999969474,-58.7846784693,86.42,500.0,1.0,500,1.0
-59.3403,100,-59.3403,,5.4346e-20,-58.39769748,0.0025,-58.39769748,0.0025,2,0.0025,19.2483,1.0,1.0,1.0,58.0382874789,58.0382874789,400.0,-58.39769748,85.7,500.0,1.0,500,1.0
-58.9872,100,-58.9872,,5.43187e-20,-57.574668211,0.002,-57.574668211,0.002,1,0.002,17.5042,1.0,1.0,1.0,47.9751382522,47.9751382522,500.000006643,-57.574668211,84.51,500.0,1.0,500,1.0
-61.6112,100,-61.6112,,3.50449e-18,-61.6112417799,0.01,-61.6112417799,0.01,2,0.01,36.3024,1.0,1.0,1.0,1331.17661634,1331.17661634,100.0,-61.6112417799,89.72,500.0,1.0,500,1.0
-59.7538,100,-59.7538,,2.1793e-19,-57.8963906936,0.005,-57.8963906936,0.005,2,0.005,26.219,1.0,1.0,1.0,50.6099850277,50.6099850277,200.000000102,-57.8963906936,85.16,500.0,1.0,500,1.0
-59.0334,100,-59.0334,,5.43914e-20,-57.5926506302,0.00333333,-57.5926506302,0.00333333,2,0.00333333,21.8616,1.0,1.0,1.0,56.3702781125,56.3702781125,299.999969474,-57.5926506302,84.22,500.0,1.0,500,1.0
-58.658,100,-58.658,,5.4346e-20,-57.5318423624,0.0025,-57.5318423624,0.0025,2,0.0025,19.3732,1.0,1.0,1.0,66.4608177894,66.4608177894,400.0,-57.5318423624,84.25,500.0,1.0,500,1.0
-59.4123,100,-59.4123,,5.43187e-20,-62.4291265555,0.002,-62.4291265555,0.002,1,0.002,23.8099,1.0,1.0,1.0,1335.26726872,1335.26726872,500.000006643,-62.4291265555,90.38,500.0,1.0,500,1.0
-62.3831,100,-62.3831,,3.50449e-18,-62.3831262158,0.01,-62.3831262158,0.01,2,0.01,36.2901,1.0,1.0,1.0,1330.2770994,1330.2770994,100.0,-62.3831262158,90.28,500.0,1.0,500,1.0
-63.903,100,-63.903,,2.1793e-19,-65.4227856015,0.005,-65.4227856015,0.005,2,0.005,44.1888,1.0,1.0,1.0,2609.80254574,2609.80254574,200.000000102,-65.4227856015,93.67,500.0,1.0,500,1.0
-63.4636,100,-63.4636,,5.43914e-20,-62.5848024052,0.00333333,-62.5848024052,0.00333333,2,0.00333333,41.7181,1.0,1.0,1.0,1328.02605715,1328.02605715,299.999969474,-62.5848024052,90.58,500.0,1.0,500,1.0
-63.0638,100,-63.0638,,5.4346e-20,-61.864324322,0.0025,-61.864324322,0.0025,2,0.0025,40.4669,1.0,1.0,1.0,1340.54836062,1340.54836062,400.0,-61.864324322,89.69,500.0,1.0,500,1.0
-62.6686,100,-62.6686,,5.43187e-20,-61.08816264,0.002,-61.08816264,0.002,1,0.002,39.7115,1.0,1.0,1.0,1345.08663757,1345.08663757,500.000006643,-61.08816264,88.08,500.0,1.0,500,1.0
-58.8501,100,-58.8501,,3.50449e-18,-58.8501424453,0.01,-58.8501424453,0.01,2,0.01,7.7485,1.0,1.0,1.0,60.6456649396,60.6456649396,100.0,-58.8501424453,86.62,500.0,1.0,500,1.0
-60.5895,100,-60.5895,,2.1793e-19,-62.3289209883,0.005,-62.3289209883,0.005,2,0.005,26.3433,1.0,1.0,1.0,1335.20031861,1335.20031861,200.000000102,-62.3289209883,90.95,500.0,1.0,500,1.0
-59.7,100,-59.7,,5.43914e-20,-57.9210102569,0.00333333,-57.9210102569,0.00333333,2,0.00333333,21.9769,1.0,1.0,1.0,56.829169642,56.829169642,299.999969474,-57.9210102569,85.33,500.0,1.0,500,1.0
-60.1306,100,-60.1306,,5.4346e-20,-61.4223195851,0.0025,-61.4223195851,0.0025,2,0.0025,26.3738,1.0,1.0,1.0,1344.59287023,1344.59287023,400.0,-61.4223195851,88.95,500.0,1.0,500,1.0
